Trial,Behavior,Start,End
1.0,valve opened,63.59,66.59
,cont reach,66.59,110.59
2.0,valve opened,132.59,136.59
,cont reach,135.59,165.59
3.0,valve opened,200.59,203.59
,cont reach,205.59,245.59
4.0,valve opened,268.59,271.59
,walk,264.59,273.59
,cont reach,274.59,295.59
,walk,319.59,331.59
,cont in vain,332.59,339.59
5.0,valve opened,337.59,340.59
,cont reach,340.59,376.59
6.0,valve opened,405.59,408.59
,walk,397.59,409.59
,cont reach,410.59,436.59
,walk,455.59,472.59
7.0,valve opened,473.59,476.59
,cont reach,477.59,504.59
,walk,527.59,531.59
8.0,valve opened,540.59,543.59
,cont reach,543.59,551.59
,cont in vain,552.59,577.59
,walk,596.59,606.59
9.0,valve opened,607.59,610.59
,cont reach,607.59,612.59
,cont in vain,613.59,636.59
,cont in vain,637.59,639.59
,walk,673.59,680.59
10.0,valve opened,676.59,679.59
,cont reach,681.59,714.59
,walk,741.59,748.59
11.0,valve opened,744.59,747.59
,cont reach,749.59,782.59
,walk,808.59,814.59
12.0,valve opened,812.59,815.59
,cont reach,815.59,840.59
13.0,valve opened,878.59,881.59
,cont reach,881.59,916.59
,walk,917.59,926.59
,cont in vain,927.59,936.59
14.0,valve opened,945.59,948.59
,cont reach,948.59,986.59
15.0,valve opened,1011.59,1014.59
,cont reach,1014.59,1032.59
,walk,1052.59,1057.59
16.0,valve opened,1077.59,1080.59
,cont reach,1079.59,1108.59
,walk,1131.59,1142.59
,cont in vain,1143.59,1145.59
17.0,valve opened,1143.59,1146.59
,cont reach,1146.59,1172.59
,walk,1183.59,1194.59
,both in vain (2),1195.59,1199.59
,cont in vain,1200.59,1210.59
18.0,valve opened,1209.59,1212.59
,cont reach,1212.59,1235.59
,walk,1236.59,1243.59
,both in vain (8),1244.59,1275.59
19.0,valve opened,1276.59,1279.59
,cont reach,1279.59,1301.59
,walk,1329.59,1343.59
20.0,valve opened,1342.59,1345.59
,cont reach,1345.59,1374.59
,walk,1400.59,1409.59
