x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030
305,0,0,0,0.8508589,0,0.2540742,0,0,0,2.0238068,0,0.816293,0,0,0,2.0313153,0,3.9160514,3.543798,0.048870727,4.2082887,0,0,0,0.7796588,0,1.5830166,2.7215283,0,2.933947,0
306,0,0,2.5341322,0,0,0,0,0,0,1.7523375,0,0,3.5791914,0,0,2.158008,0,0,0,0.88751304,0,0,0,4.581434,0,2.4681444,0,4.0114036,0,0,0
307,0,0.18259817,0.920358,0,0,6.921015,4.1067567,1.6912861,2.8456688,4.1756616,1.8976449,0,0,0,0,0,0,0.53575814,0,0,0,0,0,0,3.8674388,0,0,1.6720929,0,0.9579383,0
308,0,0.36106056,6.5607753,0,0,0,0,0.15947977,0,0,1.4106804,0,0,0,0,1.2938644,0.1276386,0.0748818,0.46339396,1.4133528,0,5.887685,0,0,0,0,0,0,0,0,0
309,0,0.08793146,0.8561499,0,0,8.648901,1.5525686,0.0726526,1.6043777,0,0.60473514,0.33975562,0,3.2700841,3.9239454,0,1.3561705,0.04251172,0,3.0735507,0.87132436,0,0,0,0,2.0346143,0,0,1.9680136,0,0
310,0,0,0,0.033498652,0.434726,0.8615909,0,0,0,6.3560553,1.3117324,0,0,0,3.7138977,0,1.0246339,0,0,1.0643332,2.2427518,0.51490664,0,0.32831106,0,1.2869151,0,0.070789166,0,0,3.1472394
311,0.7762573,1.257694,0,3.023817,0,0,0,0,0,1.4858304,0,0,0,0,3.8530443,0,0.38317215,0,2.0418706,0,0,0,0,0,4.479334,0,0,5.7159023,5.4804173,2.4658468,3.4991553
312,1.5768199,3.3025014,0,0,3.7259855,0,0,2.54707,0,2.6034167,0,0,0,0,0,3.3602424,0,0,0,0,0,0,0.84994006,0,0,0,0,0,2.2571344,0,0
313,0,0.09366154,0,5.4008884,0,3.116001,2.819456,0,0,0,0,0,0.19191195,0,0,1.9357264,0,2.7375324,0,1.7160379,1.0769284,0,0.5217345,1.0103381,2.194047,0,0,0,8.524328,0,0
314,0,0,0,0,0,0,0,0,0,0,2.7661536,0,0,2.6478095,0,0,0,0,0,2.7183385,0,0,2.6488318,2.7484684,0,1.0685858,0.26305833,0.21872258,0,0.8971513,0
315,0,0,4.2535596,5.870508,3.8620362,4.1749763,1.2782339,0,0,0,2.7091808,0,0,0.7330052,2.082065,1.0290022,0,4.2333922,1.6863595,2.1372602,0,2.0711706,0,0,0.6924631,0.40954897,4.4294105,0,0,0,2.126339
316,0,0,0,0,5.254157,0,1.4040093,1.4028443,3.267501,0,0,0,0,0,0,0,0,0,0.66683567,0,2.6374528,0,0,0,0,0,2.029934,1.157107,1.5106848,0,0
317,3.1119986,6.1923213,0,0,0,0,0,0,0,0,0,0,0,6.4050703,0,0,0,0,0,2.6738153,1.0736698,0,0,0,0,0,0,0.72017246,0,0,0
318,11.82606,13.351572,0,0,0,0,0,0,0,0,3.3714516,0,0,0.53537035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3.4768162,6.5591874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.096261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0.67839694,0,0,0,0,0,0,0,0,0,0,0,0,0.6948218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,2.0622463,0,0,0,0,0,0,0,4.990963,0,0,0,0,0,0,0,0,0,0,4.401733,0,0,0.3054432,0,0,0,0
322,4.5202985,0.6275696,0,0,0,0,0,0,0,0,0,0,2.490931,0,0,0,2.4776976,0,0,0,0,0,0,3.2601826,1.6512039,0,3.8545332,0,0,0,0
323,2.5658863,13.400678,0,0,0,0,0,0,0,2.31507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,4.989509,0,0,0,0,0,0,0,0,0,2.3869867,4.206135,0,0,0,2.946378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2.265027,2.4733207,0.7746329,0,0.37376454,0,0,0,0,0.020515827,0,4.022746,0,0,0,0,3.2492692,0,0,0,0,2.0762148,0,0,0,0,0,0,0,0,0
326,4.892927,8.822266,0,0,0,0,0,0,0,0.09640598,0,0,0,0,0,0,0,0,1.8385162,0,0,3.608382,0,0,0,0,2.215167,0,0,0,0
327,8.362601,2.3614209,30.160423,0,0,0,0,0,0,0,2.2231486,18.823788,0,0,0,4.202704,1.44441,0,25.513493,0,0,32.616486,12.449909,1.9859354,0.9082311,9.966138,0,0,0,11.041184,1.9440511
328,8.606644,3.5657103,22.601671,3.6668246,0,0,0,0,0,0.82260704,0,0,0,0.28306806,0,0,2.4513233,0,22.660856,0,2.2387438,12.586585,7.9998965,0,0,12.559695,4.846003,0,5.276889,3.581631,0
329,4.472858,9.507404,10.48909,2.895491,6.036565,0,0,0,0,9.948912,0,0,0,0.15113302,0.21421537,4.275716,1.3185188,0,12.927685,0,0,5.2583323,27.985516,5.1520214,0,34.000313,1.6827198,0,0,20.284702,8.731821
330,13.608688,0,0,9.080247,0,0,0.5332134,0,0,0,0.092108764,7.3480515,8.860847,0,21.132647,4.5678988,24.508577,2.439903,7.113604,0,0,4.927519,0,0,0,0,5.273287,0,1.377373,15.492988,0
331,9.343124,2.2184386,0,23.261864,0.84813267,0,2.1801157,0,0,0,0,0,6.219252,0,9.335651,3.844261,13.14782,0,0,0,0.22111359,7.3095574,15.497615,0,2.7430842,28.296644,0.35552025,0,15.466509,16.702507,1.0130594
332,0.22831722,0,37.626564,8.691501,0,7.9339876,9.651452,11.952154,0.40014067,10.247602,0,19.611582,1.169279,5.7492805,29.918444,13.459927,9.324547,8.983294,18.11575,3.7971897,11.786061,26.328218,19.059813,2.736298,6.09982,41.70021,3.3297381,7.0481887,39.582623,21.556442,21.34414
333,0.1917277,0.221544,9.666466,26.883245,29.711363,40.115543,21.603,14.399361,0,5.189757,10.031315,6.684204,0,7.3350015,18.340452,21.882341,10.517704,11.087777,2.146488,1.8924726,22.976118,19.956673,11.961065,9.794744,0,44.682587,4.20777,23.193455,24.027946,10.834692,1.5143344
334,6.6689963,0,4.288896,23.739525,15.2265415,23.067406,0,23.188549,10.19545,0,3.1840694,10.91226,1.832887,17.73834,25.323748,13.276482,2.3527176,0,1.2145516,6.4363794,13.414272,28.430658,9.141758,16.501158,2.0548978,48.12383,6.138708,18.284847,11.470999,7.38807,3.6961622
335,5.1261444,0,3.7391055,14.308063,14.145554,19.801588,13.249964,11.378182,4.9853086,8.520719,3.3422327,13.34642,0,19.515148,29.655376,7.7090273,6.4990296,32.70241,13.018295,0,1.2178936,12.089466,36.462364,13.4387,7.1898913,32.09832,5.0177994,21.644754,59.89983,26.395786,15.238085
336,19.22608,14.935385,3.4329917,7.2926593,0,0,0,0,0,0,0,9.397359,0,0,15.478937,32.391598,2.5866497,12.650073,29.030169,0,4.8643804,1.8392924,29.793156,0,2.6205804,28.507635,28.225277,2.367252,24.246231,0,0
337,8.088884,5.050387,1.2880076,18.41578,7.897046,23.09468,5.3874073,8.186762,3.4328392,9.762453,0,0,1.6482766,0,5.7539883,11.160057,7.674808,14.492741,0,0,3.105834,5.8105526,11.994095,0,1.4938291,20.843016,11.158584,18.063969,36.9652,25.259916,15.471316
338,6.5611386,0,2.8306594,21.790052,7.497932,12.996296,13.517065,10.790373,1.2237363,7.721803,1.8890874,8.275056,0.55142874,1.4456917,15.644646,17.864819,1.7728761,20.545612,20.725815,0,12.445121,15.028961,22.780367,6.031272,16.370544,28.62117,9.026864,17.527222,36.032932,11.894374,25.659271
339,1.4532018,0,0,26.699516,20.556093,18.770882,7.6353307,3.5083344,32.030945,5.171724,0.21311513,14.181076,0,0.8627738,10.177475,18.42626,1.8850513,8.682933,0,0,4.2920966,2.6020708,13.826912,17.663063,12.429838,35.349483,29.541033,28.008427,44.240017,9.069471,11.0018
340,0,0,9.548898,23.083223,0,9.751419,2.0510347,6.0745606,17.679556,5.2478957,0,5.340672,4.86309,2.5797584,11.0227585,17.81209,3.117201,18.660688,0,9.270319,18.042719,29.023375,3.4845514,18.962227,5.1702557,29.757368,14.291643,15.47588,14.929699,13.4774475,21.230822
341,3.6843927,0,0,5.4850373,9.484604,14.092024,7.610358,0,12.456689,0,2.0891914,6.776747,0,2.6450193,3.570392,14.919442,0,11.824316,0,0,4.9844294,20.44589,5.2656775,0.19146028,9.515461,24.399946,12.073834,16.25823,35.096264,6.1275277,11.524749
342,0,0.90383464,3.0175242,0,0,11.009169,4.306937,7.1406574,14.2195215,3.642631,3.4777424,9.38003,10.636248,1.5086094,1.689979,0,0,3.921097,0,5.0185065,15.300279,15.318272,1.1100637,4.3549924,10.401264,24.758934,0,7.020661,23.157507,5.1689296,11.776041
343,0,0,0,13.380974,4.6030087,4.1707635,2.764693,8.8156185,10.964419,0,0,5.2225266,1.5888965,0,7.1105947,9.088831,0,2.6255648,0,1.7143736,8.258983,14.4952545,0,3.276511,3.7932088,22.14129,3.9946678,14.242469,21.810873,2.8946893,12.910421
344,0.34067369,0,0.5086057,0.29960197,0,0,0,0,0,0,0,5.977829,9.98032,0,0,2.4721138,0,0.94870657,0,4.7146487,0,12.653384,0.06486821,0,2.2362382,11.905289,2.0745018,10.885045,11.159397,3.8929632,1.0679687
345,3.1025822,4.0921497,0,5.7815776,0,0,0,0,0,1.5075843,0,1.7896953,0,1.1337675,0,5.7283425,0,3.1722312,8.640629,0,0,0,5.902198,0,0,18.613754,0.94139326,0,42.047207,0,0
346,0,0,2.0733924,24.535973,0,0,0,0,2.4685836,1.6143982,0,5.9662194,0,0,0,0,0,2.7810829,0,0,0,0,0,0,1.3192261,10.32538,0,2.5228953,24.888006,0,0
347,2.8181646,0.18526736,0,24.777273,1.794693,0,0,3.3313434,0,0,0,1.6833918,4.4312406,0,0,0,0,2.781069,0,0,0,0,0,0,0,4.4938836,0.5825605,2.6260693,29.56553,0,0
348,1.7171321,0,0,2.7164903,0,0.5986184,0,1.6329192,0,0,0,6.2247195,0,0,0,0,1.8867971,0,0,0,0,0,0,0,0,0,0,5.2167463,15.28296,0,0
349,0,1.0410609,0,3.7083244,0,0,1.7302119,0.73840386,0,0,0,8.918714,3.072345,0.5175411,2.1393845,0.4931191,0,0,0,0,1.2907223,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0.14211406,0,0.013860293,0.7201124,1.759196,0,10.913643,2.781813,1.3946062,0.0750829,2.1405334,0.2463308,0,4.1300516,0,0,0,0.7047949,0,6.047755,9.691897,0,0,37.32192,0,0.11235523
351,0,0.9756327,4.200773,2.3983412,0,0,0.041251477,0,0,8.804393,1.3158269,8.281584,6.2239594,0,0.9013464,2.8366122,0,0.6026773,0,0,0,0.9713471,0,0,0,8.083652,0,0.6454085,36.47327,0.17032799,0
352,0,0,5.2667465,0,0,6.078049,0,0,0,0,3.5101426,0.60885817,0,0.35975817,0,0,2.9118545,0,1.5994282,3.722785,3.2088196,15.866129,5.795052,3.431022,0.09631329,8.46631,0,0.7436435,25.32199,0,0
353,0,1.9925581,0,1.2548419,0,0,0,3.979858,0,2.7955935,1.5316427,15.9449215,0.1630057,0,8.874179,0,0,3.2051814,1.5410032,1.6376562,0,1.284159,4.742163,0.10794868,0.6930486,10.266492,0,0,35.24923,0,3.8284054
354,0,0.42164502,2.976258,0,0,0,0,0,0,0.9884339,0.73801607,2.6063435,0.64731157,4.0980363,0,0,0,6.495587,0,0,1.1738281,7.8203382,0,0,0,8.490181,0.91662747,1.7548376,3.5612285,0,6.6778398
355,0,0.7332697,0,0,0,0,0,0,0,0.31633627,0,16.569485,0,0,0,0,0,0,2.6561768,1.5258213,0,2.8506238,0,1.0176455,0,1.9816064,0,3.5410275,25.52537,0,0
356,0,0,0,0,0,3.8572865,0,0.39917496,0,1.4148753,0,1.9278591,0,0,0,0,1.0556237,0,0,0,0,1.2613596,0,0,1.9040103,6.592569,0,0,8.333392,1.0459505,0
357,0.10153915,2.5130966,2.9229848,5.055102,0,0,0,0,0,0,0,3.181638,11.129693,0,0,4.385616,0,0.63468796,3.6270304,2.0132666,0,0,4.1224556,0,6.587324,0,0,0,10.613446,0,0
358,0,2.299178,0,0,0,0,3.1258159,0,0,0,0,2.3951492,0,3.242726,0,0,1.4981949,4.2154155,0.7851169,0.95862615,0,0,0,0,2.1253388,1.0652815,0,0.82792956,2.4174004,3.2406754,0
359,0,0,0,2.7314203,2.6083715,0,0,0,0,0,0,1.4537506,0,0,0.18398345,0,5.6229854,3.408886,0,0,0,0,0,4.7181454,3.9730005,1.4712561,1.8741872,0,3.008367,1.0174623,0
360,4.3056664,2.7607453,0,0.45950755,4.1476765,0,0,0,0,0,0,0.9423546,0.76364434,0,0,0,0,0,0,1.6268195,2.3504326,0,0,0,4.4082093,1.8904009,0.25515306,1.9766906,0,0.562504,2.068435
361,0,0,3.1235006,0,1.2997127,0,0,3.5219028,0,6.2354355,0,0.5119868,12.594118,0.5505982,0,0,0,0,0.8197886,0.4996065,0,0,2.7677543,0,1.7084666,6.168184,0,4.038163,12.174882,0,0
362,0,0,0,0,0,0,0,0,0,2.2917702,0,2.8186266,0,0,0,1.9568418,0,0.84631944,0,0,0.22374903,2.3074985,2.1641972,0,0.6438083,0,2.973592,1.1803179,1.368172,0.443189,0
363,2.8983488,0,0,0,0.8161229,5.4864135,0,1.6235884,1.7885691,4.5268226,4.1210513,2.622115,0,0.052514214,3.2588208,0,1.5657204,0,0,1.7615075,2.4515133,0,0,0,0,0,0,1.7496864,0.91963303,0.19394705,0
364,0,0,0,1.0418123,0,0,0,0,0.022916216,0,7.151854,0,0,0,5.427261,0,0,3.2910278,2.2509365,2.4565988,6.734709,1.6392893,1.8124403,0,0.14040303,0,0,1.2746888,0,0,0
365,0,0,0,0,0,1.3276204,3.7512255,0,0,0,0.8592244,0.7073399,1.23048,3.0651367,0,5.1294694,0,0,0,1.4921156,0,0,0,0,0.017759545,0,1.9228868,0,0,3.2188618,0.57929045
366,1.1602226,2.2809494,6.4648857,0,0,0,0,0,0,5.823205,0,0.34149617,1.3578879,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3520615,0,0,2.2439642,0
367,0,0.07672253,0,0,0,3.3133223,0,2.0027547,6.20973,0,2.0276606,0,0,0,3.3458114,0,0,0,0,1.0406463,0.24849766,0,0,0,0,0.39813933,0,6.433557,1.3220898,0.4273975,0
368,0,0,0,0,0.28968918,1.9096925,0,2.720763,0,0,0.79122263,3.161949,0,5.0042906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1.3880416,2.9494295,5.4514203,3.555468,3.048342,3.3230512,1.4592893,0,2.026406,4.3781476,0,0,0,0,0,2.6586185,0,5.3273983,1.139781,0,0.76569134,0,1.6502517,0,0.20215635,0,0,0,2.504775,0.21204159,4.14615
370,0,0,0,0,0,5.574163,2.4758785,0,0,7.468256,0.92023176,0.25279477,1.2874794,0,4.148899,1.0120586,1.0836127,2.2879324,0,2.0352051,0,2.5044348,0.80299383,0.7134428,0,2.982598,0,0,0,0,0
371,1.6803777,0,0,0,1.4310552,0,0,0,2.0641017,4.7504034,0.673627,3.457989,2.5660875,0,1.3976636,3.0877333,2.0836296,0,3.5211651,0.4104416,0,0,0,0.55283093,8.192902,0,0,1.455368,0,0,1.790007
372,0,0,10.342792,0,3.1780765,0,0,0,1.9576418,0,0,0,4.529396,1.6966751,3.6371086,0,0,0,0,1.3136393,0,4.9552135,0.30135348,3.1394799,1.038418,0,0,1.3031884,0.4082792,1.1592793,0
373,0.060673736,0,0,5.6833587,0,0,1.9473279,0,0,2.874837,0,0,0.67341536,0,0,0,0.091408566,1.4729964,0,0,0,0,0.97526824,2.4020438,0,0,2.5322564,0,10.672833,0,3.8056176
374,0,0.6356147,3.2224748,0,0,0,2.2862685,0,3.569318,0,0,0,2.517968,0,0,0,0,0,2.6405528,3.5816474,0,0,0.8125626,0,0,0,0,0,1.6533791,0.7747796,4.950096
375,0.05128922,0,3.7324152,4.096997,0,0,0,5.7176924,0,0,3.949738,0,0,0,4.298979,0,0,0,0,0,0,0,0.16709554,4.650894,0,0,0,0,0,3.2714734,1.4211707
376,0,0,0,0,0,0,0.6040927,3.119379,0,0,0,0,0,1.2960142,0,0,0,0.7463671,3.3945022,0,0,4.1811595,0.07504582,0.18347791,0.6369008,0,6.401054,3.3458238,0,0.26615408,2.0445838
377,0.97106594,3.5281026,0,1.1854035,0,0.96380055,0,0,0,0,0,0,1.9744067,0,1.2365328,0.117032915,0,2.7322779,6.9667506,0,0,0,3.063412,0.6487759,0,0,3.591185,0,6.2095766,0,0
378,4.2574663,12.106317,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122984,6.626533,0,0.7405107,0,0,0,1.3119878,0,0.81386125,0,0,0,0,0,0
379,0,0,0,4.4704566,0,0,0,0,0,4.9188185,0,0,0,0,0,0,1.9156078,0,0,0,2.1606534,0,2.0971007,0,2.3641078,0,0,0,2.1020665,0,0.3378458
380,0,0,0,0,0,0,0,3.4917293,4.8707566,0,0,2.4611106,4.309502,0,0,0,0,0,0,0,0,3.5626628,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0.48250225,0,0,5.643339,0,0,2.6792371,3.384532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,15.736747,0,11.727856,2.545085,1.9813825,0.10284291,0,0,0.7662276,0,0.58901227,0,0,0,0,0,0,0,7.887698,0.26225993,0,0.493039,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9478323,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,2.344076,6.038905,4.166902,0,0,0,0,0,0.8990359,0,0,0,0,0,0,0,0,0,0
385,0.25679737,0,3.5928714,0,0,3.6237528,0,1.6527495,1.232794,0,0,0,0,5.181941,0,0.25288197,0.12771209,0,0,6.809596,0,2.071966,3.3623924,2.496925,0,5.986247,0.10688602,1.2359723,0,0,0
386,0,4.6572766,0,0,0,1.9204743,1.0744909,0,0,2.7775414,4.751884,0,0,0,2.0944722,1.5019238,0,0,0,1.7300899,1.9421824,0.52528536,0,2.694697,0,0,0.41966563,0,0,0.014816223,1.0662389
387,4.3982596,0,12.052275,3.347413,0,6.249518,0.4946416,5.1593275,0,2.242562,2.1450777,0,0,4.8745704,0.9401635,0,1.2396014,1.198752,0,1.2881972,2.1535552,2.1425312,0.3169521,5.0679393,0.4520906,5.019644,0.08820512,4.924846,0.12220229,0,0
388,0,0,0,0,0,2.6219435,0.64521974,0.3295653,2.8373475,0,0,2.5170603,0,6.9560165,2.8399332,0,2.7214932,0,0,0,0,2.1873164,0,0,0,0,1.8909345,0,0,0,4.3131957
389,0,0,17.596815,0,5.2698054,2.295339,2.4963412,0.12565972,1.8181304,0,0,3.8074317,0,3.6157057,0,0,0.96065533,0,0,1.5127761,2.5886126,0,0,0,2.9355285,3.072374,1.8394027,0,0,0.7679565,0
390,1.7399393,1.5430827,0,6.5114636,0,0,0,0,0,3.3871717,0,0,0,0.36362794,0,2.449288,0,0,0,2.439359,5.379639,0,0,2.9213865,0,0.11792714,0,7.597808,14.544388,1.9942744,0
391,0,0,0,0,4.397049,0,0.20326026,1.4824611,0,0,1.7301576,0,0,0,5.8409452,0,0,2.194909,13.438282,4.467422,0,4.9531064,2.7695014,0.18194799,0,0,1.2541869,0,0,1.1789575,0
392,0.6392955,0,0,1.8492175,0,0,2.6603434,0,0.14241831,0.6085191,0,1.864725,0,0.58154964,1.2272859,0,0,0,0,0,0,0,0,1.0654259,0,2.9714684,1.5323833,0,6.816608,0,0
393,0,0,0,2.111437,0,1.219911,0,0,0,1.356649,2.1695259,0,0,0,1.7212378,0.20905736,7.9202228,1.9419659,0,1.3595105,0,0,0,1.6348531,0,0,0,1.4523641,0,0,0
394,0,0,0.21572238,1.8875828,0,1.1078981,0.06239236,1.4398562,0,0,1.0867244,0,1.2996188,4.0402546,0,0.41692013,0,1.5964422,0.7636781,0,1.1179526,0,0,0.44620612,3.8099766,0,0,5.055618,0,0.9305891,0
395,0,0,0,0,0.42684248,6.127014,2.997378,0,0,0,0,0,0,0,0.6340424,0,0,0,0,0,3.4014392,0,0,0,0,0,2.7893472,0,0,0,0.23814371
396,1.5666554,0,5.49915,4.2982855,0,0,0,1.364623,0,1.0037119,0,1.7968928,0,1.5460542,0,1.4013292,0,0,0,0,0,0,0.6574104,0,9.984198,4.5504694,0.21826491,0,4.7116423,2.2612674,2.0804145
397,0,0,0,1.5714375,6.0891767,0,0,0,0,0,0,0,0,0,0,8.528056,0,4.1159697,1.3913598,0,0,0,4.625699,0,0.608266,0,0,0,3.1175542,0.2413023,0
398,0,0,0,0,0,0.7389564,0.5902895,2.381829,0.1040902,0.128799,0,0,5.918576,0,2.3792737,0,0,1.301429,2.414719,2.4355676,0,0,0,3.7700462,2.7382128,0,0,0.3181134,10.917123,0,5.551459
399,0,4.505786,0,0,1.3461602,0.9699487,0,3.3576767,3.9641635,2.145408,0.5878224,1.2781638,0,0.95298964,0,0,0,0.8938516,0,0,0.4612652,0,0,0,1.8086172,4.303957,0,1.2844703,2.5560064,0,0
400,0,0.3191897,0,6.6091304,3.640842,4.3725863,0,0.9942851,1.7694962,3.6075795,0,1.504985,0,0,4.224514,2.6497285,0,1.234124,0,0,0.095355906,0,0,0,0.87957746,0,0,1.6780012,3.4406705,6.289783,0
401,0,0,0,0,3.1351283,0.31929952,5.0643153,0,0,0,0,0,7.1499686,1.2680141,0.008770622,5.2504997,0,0,2.4730377,1.9739376,0,1.2739885,0,5.179491,1.2499621,0,0,0,0,0,0
402,0,0,0,0,0,0,0.6844907,1.1224035,0,0.7324366,0,3.4658127,0,0,0.006030296,0,0,1.7789522,0,0,0,1.788168,0,1.1958379,0,4.2027044,0,0,0,0.629715,0
403,0,0,0.82546693,0,10.017283,3.9682415,3.397097,1.4367325,0.63520527,0,3.2910063,0,0,0,0,0,0,0,1.5290264,3.1648893,2.6479783,4.05177,0.7449284,0,0,2.817071,2.928086,0,0,0,2.6270351
404,0.4079215,0,0,0,4.6194897,3.3350043,0.8221498,0,4.1220627,3.0946517,0.23722346,0,0,0,3.3271673,0,2.4896994,0,0,0,0,0.86232215,0,1.8611908,0,0,0,3.5182931,0,0,0.82582766
405,0,0,0.0571369,0,8.441003,0.4087213,0,0.9436758,0,0,0,2.7590392,0,5.5683107,0.6045142,0,0.9306909,0,0,1.426714,0.58811426,0,0.093553804,0,5.4815497,0.10207549,1.7967885,0,0,0,0.65649045
406,1.3730762,0.14176117,2.9335096,0,0,1.1959379,0,0,0,0,0,0,0,0,0,0,0,4.903963,0,0.5930108,0,0,0,3.8036675,0,0.86823523,0.10314262,3.5186796,7.6374454,2.164272,0
407,0,1.1882573,1.3008928,5.481038,2.7312984,3.0444634,0.5011434,0.5721357,0.3117135,0,3.2120864,0,0,0,0,1.1224138,0,2.925539,0.31304607,0.45883268,0.5747673,0,2.0921395,0.63302845,0,0.7479482,0,0,0,0,1.8406588
408,0,0,4.9737186,0,0,7.987911,0,0,0,0,0.17228143,0,5.101829,3.5728397,2.565022,0,0,0,3.340332,1.8310457,0,2.8548517,3.5528858,0.3941302,0,3.4374897,1.6521082,0,0,0,0.5957152
409,0,0.46603414,2.8192284,0,0,2.0133991,0,0,0.19091178,0,0,0,0,0,0,0,5.2564464,0,0,1.4862971,0,0,1.7998457,0,0,0,0,0,5.4964194,2.611282,0
410,7.905463,0,3.9898417,0,0,0.1895761,0,0,5.803811,0,0,3.760715,0,0,0,0,3.3960326,0,0,0,1.3166924,0.46925628,0,0,3.6438453,2.5086958,4.081512,0,0,0,0
411,0,0,0.48568222,0,0,0,0,5.066413,0,0,0,0,2.8612497,1.5211762,1.8468337,0,0,0,0,0.62926,2.9782758,0,0,1.9094511,0,0,0,0,0,0,0
412,0.9852352,0,3.3109324,0,0,0,0,0,0,0,2.3678632,5.883928,0,0.81242377,0,0,2.1101036,0,0,0,0,0,0,0,0,0,0,1.5542455,0,0,6.4925337
413,1.1788491,0,0,3.421972,0.66615635,0,0,0,0,4.6792216,0,0,0.9550397,0,0,2.9074788,0,0.54550004,3.5689883,3.1574216,0,0,3.9935122,0,0,4.894043,0.1547116,0,8.500797,2.1604052,0
414,4.5291276,0,0,0.35331097,0,1.9985683,2.5761151,0.4725502,0,0,4.4791675,0,0,0,0,4.41333,0,3.2049484,3.7017689,0,0.8158338,1.0219374,0,0,0,0,0.037602633,0.9084777,0,1.6646655,1.4215493
415,0.352829,0,0,0,6.234767,0,0,0,1.5173458,0,0,0,0,0,0.1301668,0,0,0,0,2.9341452,0,1.2352402,0,0,2.7587771,1.6255364,0,2.8510501,0.68427664,0,0.990095
416,0,0,2.67144,0,0,0,1.2718188,0,0,1.568832,0,0.7291649,0.48912808,0,3.8421764,1.4197798,0.10646034,0,0,0,0,0,0.9207333,0,2.6365163,0,0.57483965,0,0,0,3.0666337
417,4.5680475,0,7.677,0,0,0.15726045,0,0,0,8.070434,0,0,0,0,6.2211366,0,0,0.6084935,0,0,4.7926316,1.0158316,0,1.9564025,0,0,1.5507119,0,11.688595,2.9335568,0
418,4.3016906,0,0,0,0,0,6.4707885,0,1.318052,0.65927505,0,0,3.7414012,0,0,0.117025614,4.4538984,2.8146443,2.1242585,0.48388854,0,0.93802744,0,0,1.473762,0,0,0.53898704,0,0,0
419,0,1.4083548,0,2.8388197,0,2.71474,0,0.6557582,0,0,0,0,6.56322,0,6.2293963,0,0,1.5281662,0.69438934,1.3616873,0,0.8348573,0.83460355,0.08040228,0.42183354,1.5646316,0.5553395,0,0,0,4.5605254
420,0.4137047,0,0,0.19359708,0,0.8127194,0,0,0,0,1.4732333,0,0,0,0,0.15876952,0,0,0,0,0,0,0,0,0,0,0.12645806,0,1.4089211,1.7081795,0
421,0,0,0,3.3609633,0,0.6253912,3.6648245,0,0,0,0.60453266,0,0,1.2007751,0,0.45588598,0,0,0,0,3.530697,0,0.004238164,1.4175626,0,0.027771816,0,0.37963724,4.3696904,0,0
422,0,1.9168313,0,0,3.017365,6.3949223,4.7482305,0,2.6495762,0,0,0,0,0,0,0,0,0,3.9145126,0,4.2504764,5.980595,0,0,0,0,1.0616045,5.745976,0,0,3.175595
423,0,0,0,0,0,0,0,1.9125206,0,0.8614405,0,0,2.2629461,0,0,0,0,0.2555604,1.311679,0,0,0,0,0,0,3.813257,0,0.3309482,1.0830492,1.195984,3.4713693
424,0,6.057064,6.4920692,1.8474771,2.7668352,1.4888809,0,0,1.9749049,0,2.594054,0,1.8582488,6.2208314,6.8070655,0,0,0,0.87859535,0.86505455,0,0,0,0.8575119,0,0.985936,1.4087753,3.1854334,10.21161,0,1.5138266
425,0,8.668354,21.33447,1.6427702,0,0.13743842,0,0.19884662,0,0,0,0,1.0257685,4.725444,0,0,0,0,0,0.8996199,2.0729375,0,3.5494652,0,3.7404644,0.2249059,0,0,0,0,0
426,2.308697,1.7534677,0,0,0,3.5830483,0,0,2.2655587,3.3707056,0,0,0,0,0,2.1225994,0.13592221,3.965171,1.2392007,0,0,0,1.8339176,0,0,0.20980804,0,0,0,0,2.2850065
427,0,11.078011,0,3.4427888,10.892653,0,0,4.636472,0,0.12808609,1.0859554,0,7.938937,0,2.8369415,0,0.26784605,2.5886269,0,2.3547316,0,2.4233587,5.765199,3.181064,2.1949997,0,2.2082064,0,0,0,3.5944378
428,5.4729013,0,0,4.2591395,1.1531541,0,0,0,0,0,2.506002,2.990601,0.7808325,0.72443306,0,0,2.7608683,0,0,0,0,4.1063633,0,0,0,2.451137,0,0,0,0.8307255,0
