x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027
600,0,0.3525608,0,0,0,0,0,0,0.5551332,1.423658,3.5571496,0,2.7931223,0.08856635,0.21661755,0.25800577,0,0.8277492,0,0,0,0,0,0,0,0,0,0
601,1.5042096,0,0,0,0,0,0,2.3937948,0,3.435052,0,0,0,0.30567017,0.65050447,0.65208083,0,0.4266571,0,0.8817462,0,1.9160954,0,0,0,0.70232475,0.40032288,0.69979167
602,0.940338,1.2750397,0.17511697,0.28921,0,0,0.18427704,0,0,0,0,0,0,0,1.3367604,0,0,0.6863074,1.3043084,0.7045601,0,0,0,1.5456766,0,0,0,0
603,0,0.27309728,0,0.26603955,0.9571266,0.7765174,0,0,0,0.5369514,2.9934967,0,1.1575199,1.661406,0,0,0.8469804,0,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0.013549526,0,0,0,0,0,0,0,0,0,0,0,0,0.6319614,0,0.051124517,0.33743805,0,0.29790837,2.1421113,0,2.4959595,0.5713378,1.4181083
605,0,0,0,0.5236813,0,0.5631341,0,0.29972547,0,0,2.8976023,0,1.0713035,0,0,0,0,0.13514559,0.6411221,0,0,1.2027555,1.8641475,0,0,0,0,0
606,0,0.3476324,0,0,0.007186877,0.62126076,1.1998284,0,0,3.0925171,7.3098464,1.6727587,0,0,0,1.058399,0,0,0,1.2576816,0,0,0,0,0.6455315,0,3.4494765,0.48739365
607,0.97982705,1.8260493,0.1256812,0,1.2840436,1.7711227,0.28001696,0,0,2.2539406,0,0,2.632176,0,0,0.9162165,0,0,0,1.65737,0.1932383,0,0,0,0,0,0,0.2766239
608,0,0.003774704,0,2.2738585,0,0.35941422,0,0.8184266,0.8360877,0,5.243831,0,0,0.18335497,0.43741214,0,0,0,0,0.046852995,0,0,0.20220222,0,0,0,0,0
609,0,0.3940213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4163415,0.19861417,0,0,0.66783375,2.8628879,0,1.1228392,0,0
610,0,0,0,0,0,0.3264667,0.4735306,0.4513969,0.025076035,0.60895866,0,0,0,0,0,0,0.40033165,0,0,0,0,7.2037,0,0,1.3771713,0,0.9551744,0
611,0.021417221,0,0.53383887,0,0,0,0.28002322,0,1.216529,5.7478776,0,0,0,0,0.49614242,0.011673392,0,0,0,0.8274658,0.31903875,1.8776011,0,0,0,0,0,0
612,0,0.16447514,0,0.503117,0.72817963,0,0,0,0.82815164,0,0,0.008386898,0,0,0,0,0.18579194,0,0,1.1018616,0,0,0,2.9739687,0,2.257749,2.9057782,0.5492753
613,0,0,0,0,0,2.0094702,0,0,0,1.0265244,2.9100187,0,0.38757837,0.0406516,0.91343695,0,0,0,1.0612683,0,0,1.5731058,0.25300762,0,0,0,1.4399484,0.22355476
614,0,0.5683608,0.45441133,0.47632697,0.1017108,1.3654927,0,0.35777792,0,0,0,0,0,0.6879582,0.7372529,0,0,0,0,0,0,0,0,0.9168121,0,0,0,0.3583388
615,0,0,0.24964164,0,0,0,0,0.64832747,0,0.61873394,1.5832435,0,0,0,0,0,0,0,1.490223,0,0,0,1.0620711,0,1.6890804,0.023645876,0.59615535,0
616,0,0,0,0,0,0,0,0,0,1.977524,0,2.376164,0,0,0.66096187,0.31605515,0,0,0,0.96070755,0.23785856,0,0.29590932,0,0,0,0,0
617,0,0,1.6305522,0,1.3177192,0.4312358,0,1.7701296,1.5494043,0,4.4736195,0,2.3548465,0,0,0.6880005,0,0,0.62859184,0,0,0,2.7856202,2.1504543,1.0072025,0.94422996,6.577444,0.5203959
618,0,0,0,0,0,0.8486774,0,0,0,0,0,0.6434074,0,0.8333689,0,0,0,0,0,0.27996394,0.2909769,0,0,2.6852841,0.46771798,1.6424711,0,0.51606095
619,0,0,1.3408214,0.18752457,0,2.5870783,0.4724055,0,1.0472385,0,0,0,0,0,0,1.384798,0.31915182,2.3799245,1.5874015,0,0.5924551,2.3123012,0,0,0,0,0.6342909,0.12180319
620,0.85480607,1.4645095,0,0,0,0,0.8707351,1.7893413,0,0,0,0,0,0.38631552,0.25916764,0,1.5104822,0,0,0,0.26975095,0,1.083945,0,0,0,0,0
621,0,0,0,0,0.1570308,0,0,0,0,2.4080162,0,0.9277518,0,0,0,0,0,0,0.000948665,0,0,12.343763,0,0.6664113,0.076613046,0.001005732,1.2951604,0
622,0,0,0,0,0,0,0.6395275,0,1.2846519,0.23284772,0,0.6410479,0.844891,0,1.9063144,0.53499734,0,0,1.0143191,0.58604765,0.14890213,0,0,0,0,0,0,0
623,0,0,0,1.114631,0,0.71786433,0.7268206,0,0,3.294573,8.156892,0,0,0.4681175,0,0,1.6928447,0.3445039,0,2.4433472,2.6041188,0,0.8262374,0,0,0,0,0
624,0,0.34715965,0,0,0,0.68511564,0,0.18811248,0,0,0,0,2.2147517,0,0,0,1.6356217,0,0,0,0.5882157,5.335814,0,0,0,1.1333376,0,0.82243776
625,0.9151229,0.032715064,0,0,0.1398083,0,0,0,0.65442705,0,4.925197,0,0,0,0.015913479,0.08856979,0,0,0.8637546,0,0,1.8274939,0,2.4545012,0.8764458,0.57278675,0,0.48173615
626,0,0,0,1.041014,0.75051314,3.8972907,0,0,0,0,0.2798728,0,0,0.014144095,0.847565,0,0,0,0,0,0.93279046,3.7752914,0.12429543,0,1.2285553,0,0,0
627,0.13792424,0,0.084721796,0,0,0,0,0,0,0,0,0,0,0.7695372,0.43161067,1.0540292,0.2735221,0.6748414,0,0.41877225,0,0,1.3328253,0.2533507,0,0,0,0.07492538
628,0.961365,0.21128331,0,1.4033716,0,0,0,0.028905353,0,2.8129442,0,1.2730683,0,0,0,0,0.3904381,0.7934731,0,0,0,0.004224894,0.021249978,1.8322432,0,0,0,0
629,0.45572296,0,0,0,0,0,0,0,0,0,1.1013094,0,0,0.5921924,0,0.08088232,0,0,0,0,0.7245103,0,0,0,0,0,0,0.88488364
630,0,0.32759017,0.4659229,0,1.832832,0,0,0.058160435,0,2.42258,0,1.1761514,0.8061939,0,0,1.226744,0,0,0,0.44271964,0.98672235,3.643969,0,0,0.07476211,0,0.3871874,0
631,0,0.036351234,0,0,0,0.13152333,1.383827,0,0,0,0.20332056,0,0,0,0,0.3407421,0,0,0,0,0,3.450903,0,4.5251937,0.58163965,0,0,1.7798464
632,0,0,0.4757075,0,0.76140356,0,0.43944633,0.8796845,0,0,0,0,0,0.6474786,0,1.2983652,0,1.371226,0,0,1.1840602,0,0,2.3425002,0.96825284,0.907062,2.6658309,0.22494793
633,3.0357556,1.000035,0,0.4893206,1.511621,0,0.15056637,1.000778,0,0.7505153,0,0,0,0.7657169,0,0,0.22175781,0,0,0,0.04048324,0,0,0,0,0,0,0.079816915
634,0.63372177,0.21695997,0.88303626,0.48464113,0,0,1.1343323,0.21196955,0,0,0,0,0,0,0.81886476,1.0127683,0.8837144,0,0,0,0,0,0.92000204,0,0,0.035747483,0,0
635,0.74553716,0.6129796,0,0.37140274,0,0,0,0.46064508,0,0.316177,2.758442,0,0,0,0,1.2051246,0,0,0.8952067,0.18971694,2.7575538,0,0.29782608,0,0,0,0,0.5410907
636,0,1.2824981,0.12598276,0,0,0,0,0,0.7474368,0,1.9584152,0,1.0507005,0.725699,1.1526239,0,0,0,0.06085522,0.962689,0,2.7951026,0,0,0,0,0,0
637,0,0,0.48409948,0,0,0,0,1.3895144,0,0,0,0.6406085,0,0,0.21019168,0,0,1.1297233,0.2736216,0,0.73455924,2.9607117,0,4.439532,0,0.60753554,0,0.4748883
638,1.5984985,0,0,0.28448546,0,0.93742144,0,0,0,1.3009079,4.2034054,0,1.6442882,0.29227298,0,0,1.6865734,0.91974777,1.0027791,0,0,0,1.5083791,8.293186,0,0,3.667616,0.8990669
639,0.13152917,0,1.5441083,0,0,0,0,0,0,0,0,0.3239598,0,0,1.363587,0,0.3526946,0,0,0,0,0,0,0,0.34045926,2.4881306,0.46568426,1.71872
640,0,1.9820426,0,0.7674602,0,0,0,0.9793394,0,3.1818185,1.0175848,0,0,0,2.1277409,0,0,2.3936117,1.3474487,1.040239,0.54163826,0,1.6973777,0,0,0,0.0443862,0
641,0,0,0.18658094,0.74247926,0.30983722,0,0,0.86574864,0.75400406,0,6.8165574,0.271751,0.1623844,0,0.547999,0.25609314,0,0,0,1.6013645,0,0,0,0,1.0128571,0,0,0.7941827
642,0,0,0,0.79261196,0.025273375,1.5186948,0.076278426,0.3749407,0,0,0.78838325,0,2.2044756,0,1.7284092,0.6733534,0,0,1.3904881,0.48406425,1.2258793,0,1.1468911,0,0.06441853,0,0,0
643,0,0,0,0.31680503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99720615,0,1.4052675,2.7566938,0,1.5094802,0.41396675,0
644,1.4003026,0,0,0.07223672,0,0,0,0,0,0,3.0125551,0.059495,0.16999128,0,0,0,0.4788713,0.52816135,0,0,0,1.5345067,1.5614178,0,0.81865317,1.4064438,0,0
645,0,0,0,0,0,0,0.43037382,0,1.3731152,0,0,1.2977333,0,1.1825732,0,0,0.3087062,0,0,0.31078157,0.5397613,1.9921393,0,1.8210231,0.14872351,0.7837799,3.4519038,0
646,0.6426777,0,0,0,0.23250802,0,0,0,1.935691,0,0,0,0,0,0,0,0,0,0.28512087,0,0,0,0,2.0720794,0,0,1.2317938,0.69317305
647,1.1170135,0.033380236,0,0,0.14106134,1.5044638,0,0,0,1.9681572,0,0,0,0,0.26636347,0,1.7099324,1.153557,0,0.055159286,0.4171609,0,0,0,0,0,4.502366,0
648,0,0,0,0.24240062,0,0,0,0,0.35163346,1.564726,0,0,0,0,0,0,0,1.7039344,0,0.014158148,1.0787187,0,0.23756404,0,0,0,0,0
649,0.14824817,0.2702422,0.89283216,0,0,0.41961396,0.9413497,0.692248,0.85471904,1.2277006,0,0.27091977,1.2578237,0.16413572,0,0.23062293,0.3700126,0.52258176,0.37865794,0.30590212,1.1360289,0,0,0,0.85142714,0.071209736,0,0
650,1.6983505,0,0,0,0,0,0.69448507,0.23927535,0.8792369,0,0,0,1.2888604,0,0,0,1.033338,0,0,0,0,0,0,0,0.88625675,0.9855955,0,0.7982092
651,0,1.041315,0,0,0,0,1.2486402,0,0,0,1.5957453,0.6843428,0,0,0,0,0,0,0,0.2639665,0,0,1.1002736,0,0,0,2.6827164,0
652,0,0,0,0,0,0.24180919,0,0.16603911,2.5228577,0,0,0.13537723,0.11262888,0.50703675,0.63715893,1.6069148,0,0,0,0.41122597,0,0.017837664,0,0,1.2557946,0,0.275891,0
653,2.0522304,0,0,0,0,0,0,0.51751614,1.5147288,2.8133538,0,0,0,0.1669053,1.3874934,0,0,1.3892137,0.18708058,0,0,0,0.09918955,0.011385872,0,0.64399445,0,0.56728595
654,0,0.7256342,0.25468352,0.7518902,0.36041325,1.3619343,0,0,0,0,0,1.416773,0,0,0.15545063,0,0,0,0.6603596,0,0.11004306,2.0234838,0,0,0,0,0,0
655,0,0.64425987,0,0.030214494,1.3193349,0,0.17938623,0,0,0,0,0.18637,1.0488037,0,0.7553574,0.7276567,0,2.8298047,0,0,0,0,2.1916537,0.92798626,0,0,0,0
656,0,0,0.6868276,0.24292973,0,1.2384505,0.7601087,0.84601295,0,0.90351313,0,0,0.7769667,0,0,0,0,0,0,0,0,0,0,2.4196908,0,0,0,0
657,0,0.43052733,0.6142525,0.26048663,0,0,0,0.24724591,0.7475162,0,1.5748571,0.482783,0.4024809,0,0,0.8717185,0.015608071,0,0,0.8379328,0.18782584,1.2720715,2.2328913,0.13341841,0,2.1920722,0,0
658,1.7761005,1.4473306,0,0,0,0,0.34837052,0.68844515,0,0,0,0,0,0,1.8313704,0.14698061,1.2630402,0.6929798,0.23337103,0,0,0,0,0,0,0,0,0.40038007
659,0.23759307,0,0.32819638,0.11885984,0,0,0.9504975,0.9006668,0,4.4331074,1.2103028,0,2.0527554,0,0,0,0,0.34937847,0.12964353,0,0,0,1.1493881,0.09204214,0,0.07247608,0,0.34641042
660,0,0,0,0,0,0,0,0,0,0,3.4197543,0,0.16846687,0,0,0,0,0.59289944,0.85066485,0,0,0,1.2770121,0,0,0.0491547,1.9745439,0
661,0,0.23386212,0,0,0,0,0,0,0.41372952,0.43871388,0,0.17510548,0,1.0863312,0.14084639,1.9474462,0,0,0,0.47620997,0,0,1.7157397,0,0,2.1253185,0,0
662,0,0,1.5057541,0,0,0.00821866,0.09423854,0,0,0,0,0.53413767,0,0,0,0.07472986,0,2.6030626,0,0.82182175,1.9762473,0,0.52816397,0,0.41531616,0,0.6249431,0
663,0.78473634,0,1.2734492,0,0.64411944,0,0,0,0,0,0,0.68885857,0,1.0924168,1.7345595,5.787173,0.9626801,0,0,0,1.0113187,4.430495,0,0,0,1.52776,7.1218915,1.0634321
664,0.85473406,0,0,0,0,0,0,0,0,0.046490896,0,0,0,0,0,2.4285204,0.06423112,0,0,0,0,3.9289107,2.0103974,2.8835375,0.3453852,0.2654012,0,0.46385625
665,0.21919292,0.08863061,0,1.003383,0,0,0.33839276,0.03532449,0,0,1.6635656,0,0,1.1781604,0,0.46382922,1.5765349,0,0.7197637,0.58376443,0.13515955,0,0,0.18168034,0.01503101,0.094320066,4.834737,0.30216846
666,0,0.7602215,0,0.14362438,0.30153596,0.54684156,0,0.50207394,0,0,2.3164861,0,0,0,0,3.4635792,0,0,1.0254223,0,0,0,0,1.7491267,1.4036005,2.0865533,0,0
667,0.020919848,0,0.26940286,0,0,0,0,0,0,0,0.5978636,0,0,0.8766698,0.49081543,5.3232403,0,0,1.3229597,0,0,8.283604,0,2.4881804,0,0,0,0
668,0,0,1.1767437,0,0.62973374,0,0.7072659,0.25077304,0,3.3033285,0,0.2721108,0.26764253,0.37662295,0,6.903946,0,0,0.25479332,1.3522711,0,0,1.3234682,0,0.55664647,0,0,0.6095494
669,0,0,0,0,0.9288387,0,0,1.9384798,0.4574198,0,0,0,2.128146,0,0,2.7602475,0.39278737,0,0,0,0,6.4105997,0.031988323,0,0,0,2.0645018,0.32799074
670,0,0,0.9496367,0,0.06512674,0.1330019,0,0,0,0,0,0.22112498,1.2087078,0.4056407,0,5.839051,1.9172359,0,0,0,0,0,0,4.2786107,0,0,0,0.27491474
671,0.5062197,1.4747686,0,0,0.1367387,1.1388314,0.42155755,1.5275965,1.8117143,0,0,1.0976928,0,0,0,3.4693987,0,0.53157157,0,0.12719576,1.2809478,2.1804535,2.4388003,1.72173,0.9095939,0.47973016,0,0
672,0.36911154,0,0,0,0,0,0.46544838,0,0,0,2.6495066,0,0.45678815,0.21291363,0.26047516,6.4424615,0,0,0,1.2210526,0,0,0,0,0,0,0,0
673,0,0,0,2.25815,0.87827647,0,0,0,0,0.25474602,2.6173995,0,0,0.059835453,0,3.9896579,0,0,1.3982394,1.0086689,0,0,0,2.471293,0.6069307,0,2.6020954,0
674,0.1710644,0,0,0,0,0,0,0,0,0.7628217,0,0,0,0,0.6916956,4.4614377,0,0.11076344,0,0,0.5871587,0,0,0.120826855,0.36495718,0,0,0
675,0,0,0,0,0,0.41820276,0,0,0.8704,0,0,0,0.7730293,0,0.2919933,5.31374,0,0,0,0,1.4360152,0,0.605703,0,0.58356345,2.2022252,0,0
676,0,1.4567013,0,0.41832867,0.5726219,1.1087872,0,0,0,0,0,0,0,0,0,3.5168145,0.77379596,0,0.367451,0,0,4.3625627,0,0,1.244963,0,3.305261,0
677,0,0,0.69545966,0.29938567,0,0,0,0.40638462,0,2.1550157,0,0.52448124,0.62959063,0,0,1.1878524,1.2419143,0,0.40376216,0,0.35802397,4.330601,0,1.6949484,0,0,2.558109,0
678,0.3303196,0,0,0,0.20841159,0.37787446,0,0.66854626,0.048333433,0,2.2334416,0,0.25956413,0,1.3879414,0,1.713631,0,0,0,0.1058036,0,0,0,0,0,0,0.52795845
679,0.52085465,1.4297662,1.4892968,0,0.7700755,0,0.3504836,1.0941879,1.169996,0,0,0,0.6422192,0,0,0.92618114,0,0.17880757,0,1.3690058,0,0,0.99052143,3.1619196,0,0,3.0254145,0
680,0.21727811,0,0,0,1.4384204,0,0,1.1112753,0,1.6714431,4.2034345,0.23463708,0,0.95107496,0.15598962,0,0,0.011892007,1.5184736,0,0.3170379,0.07511953,0.5775899,0,0,0.17901415,1.5127423,0.55339533
681,0,0,0,0,0,1.0074813,0.013015118,0,0.1727283,0,3.0328095,2.020348,0,0,2.0894763,0,0.4082221,0,0.5918383,0.2517163,0.6855439,0.6588325,0,0,0.65826863,0.45808756,0,0.62813437
682,0.101609156,0,0.13149142,0,1.3072895,0,0.11609609,0,1.1548061,0,3.9113288,0,0,0,0,0,0,0,0.2747465,0.1733387,1.2477225,0.7500597,0,0,0.12262112,0,0,0
683,0,0.4544663,0,0,0.75109696,0.63780093,0.008670815,0,0,0,2.308555,0.8956013,0,0,0,0,0,0,0.53622097,0.056892373,0,9.372329,3.6843915,3.3321612,0,0,0.85361224,0
684,0,0.9023318,0,1.1064903,0,0.74825275,0,0,1.1685742,0,0,0.65546024,0,0,0,0,0,0,0,0,0.03200341,0,0,0,0.7604933,0,0,0
685,1.555677,0,0,0,0.8388478,0,0,2.2327611,1.1254641,0.8741319,0,0,0.9456947,0,0.8838489,0,0.45143846,0.7313907,0,0,0,0.090911284,0,0,1.1602191,2.4475129,0,0.9429692
686,0,0,0,0.46480405,0.31264684,0,0,0,0,1.4183292,5.712223,0,0,0,0,0.1514101,0.41789693,0,1.3758763,0.3661932,0.45033994,2.8123243,0,2.3510795,0,0.091923535,0,1.512228
687,0,0.27508965,0.25345576,0,0.057829514,0,0.025029333,0.1423248,0,0,0,0,0,0.42010626,0,0,0,0.423514,0,0.39067003,0,7.598256,0,1.8309444,0,0,3.1132731,0
688,0,0,0,1.0619524,0,0,0,0,0,0,0,0,0,1.1819363,1.995116,0,0,0,0.7208955,1.1044422,0,0,0,0,1.7142091,0,0,0
689,0,0.7387992,0,0,0.01137716,0,0,1.7157569,0,1.05982,4.0402884,0,0,0.20898023,0,0,0,3.0454974,0,0,0.22989541,0,1.6026458,0.014633169,0.07205484,0.09875015,0,0
690,0,0,0.15018126,0,0.98322386,0.6395644,1.6894397,0,0.08926942,1.7803131,0,0,0,0,0,0,0,0,0,0,0.84814316,0,0,0.86410296,0,0.2685029,0,0
691,0,0.03985212,0.27466056,0,0,0.9550092,0.21962757,1.0159388,0,0,0,0,0,0,1.5396284,0,0,0,0,0.7571493,0,0,0,0.5627024,0,0,0,2.2199388
692,0,1.7280796,0.45249838,0,0.4199427,0.4022269,0,0.5437605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09466326,0,0,0
693,0,0,0.2608226,1.1211091,0.21121387,0,0.50850254,0,0,0,0,0,0,0,0,0,0.7927462,0,0.6990002,0,0,0,0,0,0,0,0,0
694,0,0,0.430549,0.020924062,0,0,0,0,0.5062633,0,1.9223228,0.011932249,0,0.24821419,0,0,0,0,2.0191767,0,0,0,0,0,1.6016439,0,0,0
695,0,0.6180142,0,0,0,0,0,0.6408387,0.27000713,3.2417085,0,0,0,0.41256484,0,0,0,0.5605528,0,0,0,0,0,0,0,1.0288023,0,0
696,0.05038749,0.078903094,0,0,0.60024434,0,0,0,0,0,7.78034,0.7253277,0,0.12672286,0,0,0,0,0,0.6500608,0.5653666,0,0,0,0,0.7484734,0,0.13631396
697,2.4338477,0.93162656,0,0,0,0,0,1.8185834,0,1.0546856,0,0,0.7430972,0,0,0,1.6544619,1.4130905,0.10783594,1.2204497,0,6.384044,0.027489664,0,0,0.19553152,0,0.054534495
698,0,0,0,0.7478283,0,0,0.33604628,0.022386326,0,0,0,0,1.9627482,0,0,0,0.013287632,0,0,1.4453214,0.72530174,0,0.6817196,0,0.22779603,0.1439165,0,0.04287405
699,0,0,1.2199736,0.25254723,0,0,0.7268463,0,0.10957773,4.4845457,0,0,0,0,0.5683195,0,1.1584435,0,0.6373556,0,0,0,1.3675165,0,0.43551067,3.8056428,0,0.09704185
700,0,0.6760252,0,0,0,1.2915462,0.3492146,0,0.5108998,5.4182777,0,0.8723256,0,0.62096375,0.21366835,0,0,0,2.6979825,0.5481526,0,0,0,2.5474544,0,0,2.7486858,0.16575989
701,0.6505441,0,0,0.42143628,0.18263052,0.018930309,0,0,0.6222862,0,1.7136024,0,0,1.6648085,0,0.03473706,0,0,0.55878645,0,0,0,0,0,0.8416375,0.13284095,5.422481,0
702,0.35910022,0,1.2606726,1.5023456,0,1.0812818,0.0181359,0.99439496,1.8867218,0,0,0,0,0.5667162,0,1.5211912,0,0,0,0.24440381,0,0,0,3.810371,0.20311749,0,0,0
703,0.63890445,0.28114915,0,0,0,2.0756824,1.0445482,0.75319505,0,0,0,0,1.1497862,0.09810042,0.23711966,0.40844768,0,0.5136024,0,0,0,0,0.9377909,2.5418606,0,0,1.5446241,0
704,0,1.2255671,0,0.12920794,0,0,0,0,0.9020037,2.0731108,0.5478854,0,0.061300218,0,0.90016454,0,0,0,0,0,0,2.7872972,0,0,0,0,0,0.42853954
705,0.000396578,0,0,0,0,0.89393675,0.18162087,0,0,0,0,0.22090314,1.3164148,0.16898946,0.10786604,0,0,0,0.22310534,0.4261282,0,4.110364,0,1.3088874,1.0883301,0,0,0
706,0,0,1.4830381,0,0,0,0.31017828,0,0,0.61031646,1.6604825,0.9023345,0,0,0.66132826,0,0,0.26037332,0,1.8674856,1.0223142,1.4134213,0,0,0,0,0,0
707,0,0.2688791,0,0,1.3528748,0.94734466,0.023212245,0,0,0.8270487,0,0.3194862,0,0,0,0.7584138,0.431815,0,0,0,0,0.64303553,0,0,0,0,4.9420304,0.31037003
708,0,0,0,0,0,0,0,1.526567,0,1.2778318,0,0,0.5799862,0,0,0,0.51224166,1.7856753,0,0.4303672,0,2.5436413,0.8072739,0,0.5323049,0,0,0
709,0,0.19223519,0,0,0.009751553,0.15078853,0.11802584,0,0,0,1.3777579,0,0,0,0.013559798,0,0.012001807,0,0.070107676,0,0.5672364,0,0,5.3373895,0,1.2743562,0,0.26358983
710,0,0,0,0,0.22588815,0,2.100257,0,0,0,6.6252675,1.1978266,0,0.5910946,1.0115188,0,0,0.0787314,0.08197604,0,1.5348885,6.1783395,1.2684968,0,0,0,2.0046594,0
711,0,0,0.5961048,1.2969192,0.5343668,0,0,0.1790847,0,0,0,0,1.153936,1.2465627,0,1.0161319,0,0,0,0,0.6411325,0,0,0,0,0,0.19581233,0
712,0,0,0.073938146,0,0,0,0,0,0,0.56591225,3.018523,0,0.0198668,0,1.1081557,0,1.735133,1.5703429,0.63144106,0,0,0,0.28554836,0,0,2.2083454,0,0
713,0.03690665,0,0.23685919,0,0,0,0,0,0,0,0,0,0.0170993,1.1016145,0.9440132,0,0,0,0,0,0,4.2745366,0,0,0,0,0.4622325,0
714,1.8949468,0,1.1886413,0,1.6978644,0,0,0.28964347,1.4598123,0,0,0,1.1485231,0,0.37320507,0,0.032464173,0,0.25198913,0,0,0,0.65101475,0,0.4064976,0,0.9383827,0.4754643
715,0,1.3281369,0,0,0,0,0,0,0.27417752,0,0,0,0,0.38713878,0.4984137,0,0.8734903,0.2904913,0,0,0.013544248,0,0.56831175,2.9749928,0,0,0,0
716,0,0,0,0,0,0.686874,0,0,0.7712199,0,0,0,0,0,0.6868004,0,0,0.85876113,0.47406054,0,0,0,0,4.113317,0.6903588,1.2267549,0,0.67523545
717,0,0,0.97571635,0.8575033,0,0.12308037,1.5489656,0,1.1473154,0,0,0.7711006,0.6680685,0,0,1.3585668,0,0,0,0,0,0,0,0,0.4219986,3.1131155,0,0
718,0,0,0,0,0.11492812,0,0.3901919,0,0,2.9976273,1.2575853,0,0,0,0.40483257,1.0887249,0,0,0.8173037,0,0,2.71096,0.6944479,0,0,0,0,0.16950336
719,0.97433543,0,0,0,0,0.78122246,0,0.25175133,0,0,0,0.9703425,0,0.028296378,0.53485346,0.2403518,0.08993225,0,0,1.0935279,0.05492805,0,0.10772028,0,0,0,0,0.79847044
720,0,1.6918144,0.78057414,0,0,0,0,0,0,0,0,0,0.23010004,1.2146033,0.24954231,0.3276576,0,1.2637949,0.2632696,0,0,3.1304314,0.65553457,1.1508415,0,0.9028829,0,0.048521228
721,0,0,0.04329105,0,1.909455,0,0,0,0,0,2.5520864,0.45592687,0,0,0,0,0,0,0,0,1.5899842,0,0,0,0,0,2.0864122,0.36821458
722,0.36657235,0.27102035,0,0,0,1.1715425,0.47489092,0.8500064,1.0176897,0,3.005116,0,0,0,0,0.31042257,0.6367293,0.756229,0.62047577,1.226441,0,4.062086,1.7490392,0,0,0,0,0.87551457
723,1.7548046,0,0,0,0,0,0,0.3167523,0,0.54858553,0.99355084,0,1.3482001,0,0,0.99006623,0,1.4807036,0,0.10326109,0,2.1389182,0,0.928368,0,0,2.011589,1.5806932
724,0.7615944,1.329697,0,0,1.0382224,0.6013389,0,0,0,0,0,0,0,0,0.67117876,0.40626276,0.091694295,0,0,9.1569884e-05,0,2.43278,0,2.2939386,0,1.128995,0,0
725,0.4178425,0.5751351,0,0.67112726,0,0,0,0.7290919,0,0,3.3327138,0,0,0,0.29332614,0.91289216,2.264991,0,0,0.18527406,1.1313713,0,0,0,1.2237198,0,0,1.3163033
726,0,0,0,0,0,1.2146262,0.7444671,0,0,0,0,1.0839128,0.1505352,0,0,0,0,0.546334,0,0,0.5451549,0.25134176,0,0,0,0,4.1259165,0
727,0,0.24067497,0.5419872,0.026710602,0,0.66438085,0,0.34130055,0,0.108029306,0,1.1604389,0,0,0,0,0.27962866,0,1.674874,0.3548762,0,0,0,0.06308488,0.43594322,0.50916755,1.0457133,0
728,0,0,0,0,0,0,0,0,0.41900134,0.31065658,0,0,0.118148506,0,0,0,0,0.2026768,0.051141318,0.8093161,0,0,0,0.20761135,0.39758584,0,0.022861851,0.052460473
729,0.22709304,0.41622132,0,0,0,0,0.33039004,0,0,0,0,0,0,0.09568342,1.3735875,0,0.3629968,1.3189456,0.44931144,0,0,6.2642603,0,0,0.2951499,0,0,0.3624882
730,2.7807786,0,0,0,0,1.1940316,0.024289323,0,0,0,1.4527992,1.0311661,0.54991883,0,0,0,0,0.9555375,0,0,0.0562473,0,0,0,0,1.9931583,0,0.371503
731,0.30817804,0,0,1.1672769,0,0,0,0.811262,0,2.1657758,0,0,0,0,0.56358993,0,0,1.9136635,0,2.220317,0,0,0,3.7785714,0.40192473,0,0.855123,0
732,0,0.5706808,0,0,0,0.9374175,0.2880876,1.8445826,0,0,0,0.26264653,0,0,0.30496055,0.03591036,0.17172511,0.21826254,0.22172676,0,0,0,0,0,0.5328671,0,0,0
733,0,0,1.7854638,0.14999966,0,0.18131039,0.9727238,0,0.069698595,0,0,0.08165352,0,0,0,0.62355924,0,0,0.4243082,2.9540024,0,5.450627,0.19607686,0,1.6162457,0.6244759,0,0
734,0.3050045,0,0,0.00400042,0,0,0.79984266,0,1.202837,0,0,0,0,0.5023681,0,0,0,0,0,0.35878345,0.86926275,0,0.015363196,0,0,0,2.4265308,0
735,0.9878474,0,0.28885776,0,0.43086377,0.9046129,0.23559651,0,0,2.7066107,2.605606,0.8438867,0,1.3066111,0.8333138,0,0,0,0,0.34263855,0,1.2142407,1.2935631,1.1704781,0,1.6382033,0,0
736,0,0,1.529941,0,0.21414578,0,0,0,0,0.86842525,0,0,0,0,0,0,0.1732806,0.9240883,0.5116043,0,0.29222757,0,0,0,0,0.005915002,0.848741,0
737,0,0.5829474,0,0.6201171,0,0,0.18495646,0,1.4458609,0.11620394,0,0.23167522,0.19831532,0,0.39251497,0,0.78674436,0.4745532,0.72094053,0,0,0.3252716,0,0,0,0,0,0
