x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027
301,0,0.6390226,0,0.17809838,0,0.5595884,0,0.9797367,1.3204112,0,2.4853966,0,1.5709845,0,0,0,0.70538425,0.55087316,0,1.2606415,0.8421416,2.0420783,0.7556947,0,0,0.8025182,0,0
302,0,0.03127386,1.2016344,0.2070178,0,1.5590565,0,0.5531172,0,0,0,0,0.057716396,0.44803146,0,0.4634945,0.46519524,0,0.80108964,0,2.963081,1.1918619,1.0153294,0,0,1.6467466,0,0
303,1.400906,0,1.2749012,0,0,0,0,0.28757966,0,2.545635,7.4330516,0.9136691,1.6434087,0.72042286,0,2.540026,0,0,0,0,0,0,1.7308757,0.5055483,0,0.16048428,0,0.71436834
304,0,0,0,0,0,0,0.62157696,0,0,3.3957105,0,0.4134297,0,0,0,0,0,0,0.5717364,0.27220333,0,0,0.8435593,0,0,1.3249856,0.819881,0
305,0,0,0,1.1330131,0.27055445,0,0.60119075,0,0,0.7695632,1.334574,0,0.50138783,0,0,0,0,0,0.99353653,1.278081,2.3234859,0,0,0,0,1.2225659,0,0
306,0,0,0.59885883,0,0.7185182,0.5003015,0,0,0,0,0,0,0,0.040572133,0.3430357,0,0,0,0.42383197,0,1.1782045,2.1553998,0,2.912222,0,0.029881397,0,1.9291642
307,0,0,1.643911,1.2891954,0,0,0.33667716,2.8292882,0,0,5.184693,1.9636441,0,0,0.85324126,0,0,0.1331907,0.8220345,0,0.016177267,0,0,0,1.929604,0.09090281,3.3326182,0.9330046
308,3.3622456,0.9335255,0.2566158,0,0,0,0.62968916,1.6035626,0,0,0,0,0,0,1.3127667,0,0,0,0,0,0.19985646,0,0,2.3681114,0,0,0.9398387,0.08590647
309,0,0,0,0,0.10060444,0,1.3122518,0,0,1.3941292,0,0,0,1.0142018,0,0.11806125,0,0,0,0.44616425,0.97545815,4.968656,0,0,0.58969533,0,0,0
310,0,0.50616753,0,1.0113937,0,0.08228921,0,0,0,0,0,0,0,0,0,0,0,0.11271842,0,0.114916496,0,0,1.8341954,0,0.5651314,0,4.8606305,1.9497885
311,0,0,0,0,1.0119419,0,0,1.0424311,2.7106836,0,5.4187894,0.05450655,0,0,0.25605223,0,1.539244,0,0,0.07416683,0,0,0.22273052,0,0,0.49237454,0,0
312,0.31252488,1.5755743,0,0,0.040126853,0,0.007461406,0,0,1.6326196,2.450505,0.9465331,0,0.6983797,0.53340083,0,0.21081509,0,0.501601,0,0.876856,0,0,0,0,0,0,0
313,0,0,0,0.12293181,0.59895945,0,0.11640617,0,0,0,2.4872847,0,0,0.44057906,0.1444892,0,0,0,0.10819128,0,0,0,0,0,0.62937826,1.9261026,0,0.09085336
314,0.35352525,0.5996976,0,0,0.23051381,0.8497828,0,0,0,2.3869517,0,0,0,0,0.7005088,0.33776847,1.1822618,0,0.3182315,0.11096535,0.8974895,4.318684,0,4.1751084,0,0,0,0.4178484
315,0,0,0,0,0.062460814,0,0,0.51988643,0.6507741,0,0.37649274,0.8526669,0.46157917,0,0,0.514945,3.355584,0.89085054,0,0,0.954111,5.577743,0.34555268,1.2557726,0,0,0,0
316,0.9276894,0,0.19854547,0,0,0,0,0,0,0,0,1.6049114,0.2610553,0,0.12533903,0,0,0,0,0,0,0,0,4.55267,0,0,0,0
317,0,0,0,0,0,0,0,0.12944195,1.6588258,0,1.0063637,0,0,0,0,0,0,0,0.3921463,0,0,0,0,0,0,0,0,0
318,0,0.7407355,0,0.5488259,0,0,0.21621253,0,0,0,0,0,0,0,1.1596189,2.2329235,0.8329969,0,0,0,0,0,0,0,0,0,1.9456829,0.6636436
319,0,0.20418905,0.22790015,0,0.6310274,0,0.5710712,0,0,0,0,0.72653174,0,0.3591965,0,0,0,0,2.1779344,0.2574737,0,0,0,0,0,0,0,0
320,0.038118515,0.8190559,0.45142373,0,0.26912472,0.357134,0,0,0,1.4819012,0,0,0,0.18625315,0.343496,0,0,0,0,0,0.6243203,0,0,1.130341,0,0.17869972,0,0
321,0,0,1.1453854,0,0,0,0,0.37278485,0,0,0,0,0,0.028913967,0.388121,1.2503278,0,0.6808323,0,0.15758123,0,1.9015394,0,4.1404777,0.02324365,0,0,0
322,0.06315519,0,0,2.2070649,0,0,0.3361757,0,0.7731042,0,0,0.20522353,0.508985,0,0,0,1.8540012,1.7676932,1.8096147,0.3470693,0,0,0,0,0,0.10775076,0.8036988,0
323,0,0,0.43195057,0.2869595,1.0282115,0,0,0.36498433,0,0,0,0,0,0.01461011,0,1.0436323,0,0.56956846,0.6186055,0,0.7695979,0.238425,1.7827501,1.0484018,1.261889,0,1.5521988,0
324,0.71326697,1.0868961,1.9077139,0,0,2.1333904,0,0,0,0,3.548325,0,1.9025979,0.62563634,0.034324612,0,0,0,0,0.9582755,0,0,0,0,1.940713,0,3.0092647,0
325,0,0.33094338,0,0,0.35669616,0,0,0.6686601,0.9307559,0,0,0,0,0.12236742,0,1.2630365,0.6387843,1.5597032,0,1.8630927,0.5395742,0,0,0,0,0,0,0.9754649
326,0.40550464,0,0,0.29181466,1.2589563,0.4600228,0,0,0,3.0440779,0,0,0.9690398,0.83407205,0.17838298,0,1.256203,0,2.3612876,0,0.50660735,0,1.3081092,2.6368434,0,4.1550207,0.01602741,0
327,0,0.25301975,0.5979439,1.5299146,0.4675907,0,0.03975353,0,0,2.9061003,0,0.043178644,0.21269202,0.6173554,0,0.39299992,0,0.22758247,0.19591486,0,0,1.6500933,0,0,0.5011106,0.3729036,0.55253947,0.3028554
328,0,0,0,0,0,0.059163444,0.54110986,1.8349988,0,0,0,0,0,0,0,0,0,0,0.775126,1.7847664,0,0.82298833,0.24901597,0,0.08963991,0.22103994,0,0
329,0,0,0,0,0,0,0.3542514,0,0,1.2933972,0,0,0,0.06573918,0,0,0.2804155,1.2454579,0.6619144,0,1.1909502,1.3856729,0.6148326,0,2.0608344,0,3.9203672,0.751272
330,0,0.004153393,0.06593745,0.09248491,0,2.6061342,0.32057732,0,0,0,0,0,0,0.45758855,0,0,0,0,0,0,0,0,2.4093213,0,0,0,0.78839916,0.34455818
331,0,0,0,0.60353166,0,0,0,0,0.8917228,0.7021896,3.1063607,0,0,0,1.0491879,0,0,0,0,0,0,0,0,0,0,0,0,0.71592265
332,1.083019,0,0.27578303,0,0,1.7203151,1.0886796,1.3594384,0.16533983,1.0292057,0,0,0,0.6822942,0,0,0,0,0,0.18472062,0,0,0,1.8072753,0,0,0,0
333,0,0,0,0.4646523,0.44447538,0,0,0,0.3113739,2.1836348,0,0.175844,0,0,0,0,0,0,0,0,0,11.041521,0,0,0,0,0,0
334,0.10224158,0,0,0.37314236,0,0,0,0,2.2243576,0,2.2216635,0,0,0.37616563,0,1.2559803,0,0,0,0,0,3.576362,0,4.28079,0,0,0,0
335,0.66936773,0.579187,0.36409178,0,1.2078298,0,0,0.99652,0.19365431,0,0,0.6479911,2.4180808,0,0,0,0.4138563,0,0,0,0.23665535,1.2455261,0,2.0506704,0,2.042321,0,0
336,0,0.8123631,0,0,0.088292286,0,0.032888755,2.2155728,0,0,0,0,0,0,0,0,0,0,0.42506793,0,0.095120504,5.972931,0.94974214,0,0,0,0,0
337,0,0.64608955,0,0,0.74804723,0,0,0.27216056,0,0,0,0.41657138,0.08649549,0.6612757,1.1609085,0,0.65395784,0,3.2062283,0,1.1166673,0,1.103405,0,0,0,1.1906391,0
338,0,0.7404136,0.15094167,0,0,0,0,0,0.67749286,0,0.9755162,0.58253366,0,0,0.28147,0,0,0.34307167,0,0,0,0,0,0,0,0,0.960036,0.21338026
339,0.6809282,0,0.038124364,0,0,0,0,0,0,0,0.57883483,0,0,0.4053734,0.95069104,0,0,0.8348274,0.08404474,0,0.9118673,0,0,0,0,0,0,0.5211846
340,0,0,0.10719152,0,0,0,0,1.402475,0,0.1417584,1.2789441,0.97473407,0,0,0.5275487,1.1109041,1.2585757,0.5489737,0.715367,0,0.4521275,0,0,0,0,0,2.409987,0.32495552
341,0,0.1971885,0,0.11655496,0,0.98619974,0.34615782,0,0,0,0,0.5154488,1.6096956,0.91558,0,0,0.48791364,0,0.038722314,0.49079713,0,1.6326826,0,0,0,2.8513749,0,0
342,0.5060063,0.47910145,0,0,0,0.10100383,0.08471807,0,0.3223605,1.0256234,0,0.4017458,0,0.17923704,0,1.7659944,0.61588115,0,1.5597636,0.48934296,0,3.6250477,0,0.44012573,0,0,0,0
343,0,0.07310687,0,0,0,0,0,1.0691566,2.7761064,0,4.321323,0,0.043689925,0.8285802,0,0,0.052246697,1.2750226,0,0.7764578,0.18304823,0,0,0,2.2238925,0,0,1.227253
344,0,0,1.2805692,0.8470225,0.5552769,0,0,1.1494255,0,1.277936,0,0.67290527,0.36079642,0.10342163,0,1.2488545,1.2746289,0,0,0,0,1.4582034,0.41617683,0,0,0.87853104,0,0.8254407
345,0,0.007128203,0,0,0,0,0.24176778,1.3262703,0,0.7385034,0.8805583,0.21044984,0.5554186,0.47213975,0,0,0,0.31151602,0,0.4210573,1.3493372,0,0.76857394,1.5152572,0.94613695,2.3858209,0,0
346,0.35551918,0,0,0,0.04395766,1.4016794,0,0,0.8071233,1.6295363,0.71745366,0,0.28321108,0,2.2835064,0,0,0.7552351,0.47396776,0,0,3.0506704,0,5.726201,0,0,0,0
347,0,0,0.6886363,0,0,0.88796306,0.34028047,1.0987164,0,0,0,0,0,0,0,1.5925164,1.8664471,0,2.2635205,0.14768398,0.35903952,2.2658575,0,0,0,0.95355666,0,0
348,0,0,0,0,0.53049,0,0.9881241,1.6189836,0,2.3223279,0,0,0,0,2.1037962,0.077333316,0.015560227,0,0,0,0,0,1.7057809,0,0,0,0.8125473,0.31692442
349,0,0,0,0.17380203,0,0,0,0,0,0,0.13130401,0,0,0,0,0.23359635,0.4820826,0,0,0.050730225,4.008904,0,0.4057639,2.7214837,0,0,0,0
350,0,0,0,0.05910575,0,1.0234818,0,0,1.031642,0,6.19262,0,0,0,0,0.4851566,0,0,0,0,0,3.1949847,0,0,0.7823013,0,0.3646678,0
351,1.1747032,0,0.16815308,0.41363156,0.914715,0.55489564,0,0,0,0,0,0,0,1.4794648,0,0,0,0,0,0,0,2.6606019,0,0.3754875,0.022912892,0.07984827,0.27114713,0
352,0,0,0,0,0,0,0.6448664,0.8095848,0,0,0,0.03855514,0,0,0,0,0,0.83192813,0.1690191,0.9356568,0.25549698,0,0,0,0,0.13005312,0,0.83462316
353,0,0,0.22416003,0.68417525,0,0,0,0.08187045,0,2.154635,0,0,0.26964867,1.1399643,0.29262343,0,0.35385257,1.0751362,0,0,2.4851732,0,0,0,0.18021755,0,3.3416734,0
354,0,1.4924659,1.2438,0.34768406,0,0,0.054666642,1.5525019,1.8834049,0,0,1.6207672,0,0,0.4950006,2.022444,0,1.8733559,0,0.08168224,0,1.8071494,0.13333821,0,0,0.52855265,0.52616763,1.9918951
355,0.72343194,0,0,0,0,0,0.60339755,0.4943771,0,0,0,0,0,0,0,0,0,0,1.3849627,3.7324646,0.15404563,0,2.0070112,0,0,0.37184754,0,0
356,0.06776414,0,0.64322865,0,0,0.27402276,0,0,0.548675,0,0,0,0,0.48320845,0,0,0,0,0,0,0,2.1309662,0,0,1.814659,0.66551954,0,0
357,2.1656737,0,0.3097376,0,0.98012847,0,0,0,0.20447564,1.315128,0,0.3250105,0,0,0,0,0,0,0,0.495853,0.12373209,0,3.0168161,1.7861924,0,0.76219386,0.94467425,0
358,0,0.8905263,0.5530236,0.17263506,0,0,0.124711506,0,0.0781056,1.3654764,0,0,2.3497818,0.7016717,0.80809295,0,0,0,0,0.6409962,0,0,1.7651947,5.517356,0,0,0,0
359,0,0,0,0,1.0490369,2.680712,0,0.1418431,0,0,3.8685427,0,0,0,0,0,1.4446026,0,0,0,0.3671415,0,0,1.1130414,0.22853233,0,0,0
360,0.06391623,0,0.69723713,0,0,0,1.4192991,1.2288113,0,0.92899674,1.5922121,0.35986188,0.7316725,1.2608507,0,0,0,0.6591009,0,0.1515334,2.4260647,0,0,0,0,0.59328556,2.5263762,1.0760052
361,0,0,0.6796997,0,0,0,0,1.8807569,1.000943,0,3.411513,0,0.39740947,0,0,1.8480893,2.1101549,2.2622247,0,0,0,0,0,2.3585844,1.7002354,0,0,0.6369336
362,0,0.32991138,0,0.16566508,0,1.318675,0,1.3719074,0.9050441,3.6843226,3.4831405,0,0.04200459,0,0,0,0,0,0,0,0,0,0.58059394,0.5040996,0,0,0,0.41339925
363,0,1.3413664,0,0,0,1.2233539,0,0.22112785,0,0,0,0,0.94791794,1.3188263,0,0,0.76511526,0,0.17725074,1.0689007,0.26038915,4.065388,0,0,0,0,0,0
364,0,1.5299174,0,1.3571019,0,1.8567907,0,0,0,0,0.08978764,0.14787011,0,0,0,2.5505848,0,0,0,0,0.36706698,0,0,0,0.43758658,0,1.6250025,0.44808036
365,0.2689435,0.48323342,0,0,0.5509514,0,0.12951069,0,0,0,0.2592336,1.3807954,0,0,0,0,0,0,0,0.4196871,0,0,1.979063,1.2295367,0,2.6569116,3.9379768,0.35248533
366,0,0,0.069193944,0,0,0,0.102428176,0,1.6626132,1.4083145,0.63746095,0.53345805,0,0,0.09055276,0.5740075,0.1474312,0,0,0,0,6.4938293,0,0,0,0.67425513,0,0
367,0.8747894,0,0,0,0.28276035,0,0,0,0,0,0,0,0,0.5100674,0,0,0.6543165,0,0,0,0,0,0,4.5740814,0,0,2.134461,0
368,0.12622614,0,0,0.5707065,0,0.116610095,0,1.3903896,0,0,2.9657671,0,0,0.78330845,0,0.41992497,0,1.7466459,1.4939893,0.9296712,0.92683715,1.3882113,0.048562065,0,0,0,0,0
369,0,1.6539876,0,0,0,0,0,0,0,0,0.79729265,0,1.1000694,0.2569525,0.6473422,0.6080349,0,0.24050057,0.30348715,0.4662117,0,0,0,0,0,0,0,0
370,0,0,0.21696088,0,0,0,0,0,0,0.6897928,2.08587,1.273369,0,0.93332934,0,0,0,0,1.2776792,0,0.9974687,4.935664,0,0,0,0,0,0
371,0,0,0,0,1.1038156,0,0,0,0.6062096,0,0,1.6905677,0.67095995,0,0,0.22818878,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0.3678967,0,0.17814898,0,1.226647,1.2270364,0,0,0,2.3769617,0,0,0,0.21582614,0,0,0.33705398,0.7776349,1.9480405,0,0,0.51226956,1.3243206,1.3326197,0,2.8694654,1.1385224
373,0,1.0842305,0,0,0.29205036,0,0.7167535,0.007569058,0,0.96534646,0,0,0.22646636,0,0,1.0146836,0,0.39924958,0,0,0,0,0,0,0.1431467,0,0.57396895,0
374,1.3958937,0,0,0,0.2916156,2.5839386,0,0,0,1.7558506,0,1.1285461,0,0,1.2708756,0,0.07654346,2.135721,0,0,0.29559946,4.611883,1.5143946,0,0,1.3485725,2.5959752,1.6339562
375,0,0,1.6760029,2.1221414,0.24507153,1.7104692,0,0,0,1.2126876,3.729329,0,0,0,2.0034611,0,3.921908,0,0.37443563,0,0.58265674,0,0,0,1.3253508,0,0,0
376,0,1.8118821,0,0,0,0,0.38379616,1.6207055,0,0.57880366,1.6755548,0,1.0525441,0,0,0,0,0.87568265,0,0,0,5.2297583,0,0.013213924,0,0,0.30006537,0.7322301
377,0.669689,0,0.7369276,1.6492336,1.2632667,0,0,0,0,0,0,0.33313984,0,0,0,0,0,0,0.5248626,0,0.6453426,0,0,1.3097882,0,0,0,0.018982641
378,0,0,0,0.29257768,0.12325992,0.35737634,0.6297442,0,0,1.4312155,0,0.82668793,0.54161954,0.069852166,0.40759262,0.9116007,0.3484134,0,0,1.6602198,0.23975417,0,2.3099504,0.45544723,0,1.4468741,0.35175934,0.89559656
379,0,1.0253155,0.2934846,0.08770864,0,0,0,0,0.13948375,3.3455927,0,1.308711,0,0,0.884186,0,1.185128,0,0,0,2.116185,0,0.91937274,0,0,0,0.42675436,0
380,1.2374328,0,0,0.19747733,0.8597347,1.2654921,0,0,0,0,0.10520489,0,0.57488066,0,0,0,0,0,0.569966,0.3566367,0,4.730152,0.60677,0,0.31723076,0.95285517,0,0.0538997
381,0,0,0,0.80780774,0,0,0,0,1.7727277,0,0.3869723,0,0,0,0,0.8623865,0.334598,0,0,0,0,5.206608,0,0,0,0,0,0.37321767
382,0,0,0.9765199,0,0,0,0,0.20411237,0,0,1.7937318,0,0,0,1.5978538,0,0,0,0,0,0,0,0,4.850724,0.002041835,2.324074,0,0
383,0,0,0,0,0.72962224,0,0,1.7637633,0,0.22102913,0,0,0,0.61166954,0,0.027236734,0,0,0,0,0,0,0,0,0,0,0,0
384,1.0130149,0,0,0,0,0,0,0,1.2444614,0,1.2380893,0,0,0.28971332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,1.2691295,0,0,0.8204075,0,0.9138905,0,0,0,0,0,0,0.59431523,0.9597279,0,0,0,0.08565735,0,0,2.8323817,0,0,1.1852202,1.4603591,2.1691983,0.44979197
386,0,0,0,0,0,0.98064536,0,0,0,0,0,0,0,0.92531514,1.2256407,0,0,0,0.29279798,0.5321591,0,0,0,0,0,0,1.9452755,0.44139045
387,0,0,0,0,0,0,0.86950684,0,0.53168726,2.0047567,0,0,0.2144766,0,0,0,0,1.7918493,0,0,0,0,0,1.439449,0,0,0.8271046,0
388,0,0.3783504,0.49013966,1.612852,0.09921226,1.865709,0,0,2.0255516,0,0,0.95292366,0,0,0,0,0.2918403,0,0.6805723,1.0314304,2.0702908,5.8549447,0.8678992,0,0,3.0385802,0,0
389,0.1538511,0.37576097,0,0,0.36875978,0.13492498,0,0.7210244,0,6.820882,0.5434654,0.7583048,0,0,0.441919,1.6217134,1.8942844,0.65283716,1.1549475,0,0.39623597,0,0.037053615,0.06258287,1.7817194,0.62879366,0,0.94339126
390,0,0.20270719,0.5047514,0.3867777,0.31170064,0,0.9775531,0,0,1.30338,3.5310361,0,0,0,1.2485493,0.3786299,1.1589749,0,0.49043757,0.6282777,0.8441703,3.8039484,0.6344381,4.333997,1.3011945,0,0.8964611,0.012198642
391,0.4909288,0,0.22704658,0.9303949,0,0,0,0,0,1.8028356,2.094011,0.8184885,1.9407775,0,0.47995284,1.859368,2.3690476,0,0,0.01163717,0,3.2301884,0.15572101,2.0999691,0.6312505,1.1751347,0,0
392,0,1.0749655,0,0.3485922,0.91018385,0,0,0.53527,0,0,4.262712,1.1870402,0.030044677,0.91826296,0,0.3839721,0,2.099089,0.13986367,0,0,0,0.8080546,2.2249563,0,0.9641817,0,1.4222834
393,0,0,0,0,0,0,1.3928312,0,0.25213808,0,0,0,0,0,0.8481015,0,0,0.85963064,0,1.8785757,0.53645104,0,0.98694366,1.5998365,1.4696623,0,0.8123328,0
394,0.08060476,0,2.1903694,0.2609197,0,0.33550873,0.7066233,0,0,0.30158877,0,0,0.5670216,1.7331991,0.8941331,0.541488,0.67738456,2.5127914,0,0,1.8965257,2.6198244,0,0,0,0.5342868,0,0
395,0.56652457,0,0.3949382,0,0,0,0.07945402,0,1.6282548,0,0,0,0,1.2114575,0,0.20580351,0,0,0.92513704,0,0.57756245,1.6963776,0,2.8812375,0,1.1102335,1.6520187,0
396,0,0,0.10505609,0,0,0,0.7293032,2.0093307,0.68334204,0,1.5443958,0,0.047898214,0,0,0,0.063184515,0.32010284,0.31849214,0,0.4164965,0,0.4654999,0.6063136,2.7141602,0,1.4955449,0.8789568
397,0.028696809,0,0,0.72637105,0,0.96343845,0,0,0.45971164,0.17348517,0,1.4469693,1.1283357,0,0,0,0,0.5683869,0.37206942,0,0,0,0.9533074,0,0,0,1.5802479,0.53516203
398,1.3536301,0,0,0.17087325,0,0.46284902,0,0,0,2.6566544,0,0.14134626,0.2997507,1.2619648,0,0,0.098729424,0.49369353,0.05904027,0,0,3.5404043,0,0,0.25898015,0,0.05579245,1.3660176
399,0.4410768,0.7064955,0.26695907,0.010969915,0.77289957,0.052579466,0,0.72924423,0.050193347,0,0,1.1347011,0,0,0,0,0,0.55599093,0,1.5448164,0,0,2.1631825,0,0,0,0,0
400,0,0,0,0,0,0,0,1.9358563,0.46879297,0.12940389,0,0,0.08520538,0,0,0,0,0,0,0,0,0,0,3.2838705,0,0,0,0
401,0.91584826,0,0.006124538,0,0,0.72085875,0,0,0.40602484,0,3.9412057,0,3.0107996,0,0,0.04855265,0,0,0,0,1.5815028,0,0,0,0,0,0,1.117053
402,0,0,0,0.26366585,0.4436951,0,0.026096385,0,0.21204273,0,0,0,0.3906631,0,1.0122347,0,0,0,0.42116117,0,0,0.030718353,0,0,0,0,0.9082458,0
403,0,0,0,0,0.061451256,0,0,0.042619884,0,0,2.572405,0,0,0,0,1.0906234,0.48251164,0,0,3.1977913,0,0,0,0,0,0,2.1738434,0
404,1.3544381,1.2060262,0,0.12447497,0,1.896456,0.9099771,0.25753292,0,1.5746958,0,0,0,0,0.7848833,0.7063405,1.2010069,0,0.6240522,0,0,0,0,0,0.2141612,0,0,0
405,1.1671796,1.1225535,0.65140617,0,0,0,0,0.24770764,0,0,0,0.12395646,0,0.66285217,0,1.0431974,0.5144888,0,0,0.23970532,0,0,1.6319985,0.722467,0,0,0,0
406,0,0,0,0.42752787,0.77496094,0,0,0,0,1.1298918,2.6079686,0,0,0,0.8933895,1.731766,0,0,0,0,0,0.17619951,0,0,0,0,3.8624768,0
407,0,0.17036012,0,0,0,0,0.5284341,0.51639295,0.240578,1.5086535,1.7230535,1.626401,0,0.09915407,0.72389317,0,0.7206241,0,0.19986096,2.8439848,1.1600689,2.0683577,0.1375156,0,0,0,0.52130353,0
408,0,0,0,0,0,1.6815645,0.023036066,0,0.30641437,2.8153453,5.665097,0,0.72893655,0.18259752,1.0077107,0,0,0,0,0.7525005,2.0390327,0.37679517,1.4277034,0,0,1.0680377,0,0.3395645
409,0.68514884,2.6748044,0,0.909085,0,0.3208367,0.4843245,0,0,2.1127832,0,0,1.1991615,0,0.2552002,0,1.9851629,1.6203327,2.0635176,0.6246514,0.8954738,4.375513,1.4282094,0,0.40657386,2.4551637,4.1862726,0
410,0.1966174,1.5847826,1.9080794,0,1.1120746,0,0,0.010734129,0,0.64911956,0,0,0,1.5924441,0.19451787,2.7366726,1.0400972,0,0,0,0,0,0,4.7417383,0,0.092079155,0,1.0478544
411,0,0,0,0,0.25566354,0,0,0,1.2296815,0,1.609619,1.6378926,0,0,0.022980932,0,0,1.0066135,0,0.59475076,2.0495195,0,0.8323893,0,0,0,0,0.7943515
412,0,1.2990521,0,0.46634236,0.26025388,0,0.39120427,1.3990709,2.0179636,0,0,0.33224005,1.6753997,0.8470761,0,0,0,0,0,1.132092,0.8927293,3.3239841,0.18088597,0,0,0,0,0
413,0,0,1.1290492,0.72090113,0.13461764,0,0,0,0.14273296,0.45221487,0,0.027998187,0,0,0,0,0.13164698,0,0,0,0,0,1.1409461,0,0,1.4163837,0,0.5177276
414,0,0,0,0,0,0,0.87567896,0.6433784,0.9262224,0,0,0.2378949,0,1.2141702,0,0.18589495,0,0.0606263,0,0.004418134,0.31163347,0,0,0,0.22135207,0,0.187344,0
415,0,0.15996599,0,0,0,0,0,1.1732619,0.776002,2.9303837,0,0,1.0476162,0.18422101,0,0,0.053381573,0,0.42194495,0.6646708,0,0.6946698,0,1.4058279,0,0,3.852837,2.2271068
416,0.3888977,0,0.83851427,0,0,0.18642235,0,0,0.4267698,0,2.2952473,0,0,0,0,0,0.09794921,0,3.3581338,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,1.3104569,2.989311,0,0,0,0.4221437,0,0,0,0.29315197,0,0,0,0,0,0,0,0,0,0,0
418,0.23745367,0,1.0388992,0,0,0.058043882,0,0.9330828,0,0,0,0,0.4116262,0,0,0,0,0,0,0,0,0,0,1.3871509,2.327488,0,0,0
419,0.10645386,0.46836168,0,0,0,0.013907314,0,0,0,0,0,0,0,0,0.65663564,0.022341345,0.67539704,0,0.918501,0,0.06253137,0,0,0,0,0.817981,0,0
420,1.1137671,0,0,0,0,0,0,0.5337099,0,0,0,0,0.14914936,0.68067145,1.3527185,1.7213043,0,1.7219446,0,0,0,0,0.71090853,4.13209,1.6741092,0,2.500569,0
421,0.36626258,0.80410826,0,0,0.052739926,0,0,0.25101528,1.4758956,0.24101092,0,0,1.2790718,0.22619113,0,0.47102192,0,0.8953156,0,0.6786811,0.65864813,6.6437287,3.8530407,2.193561,0.5682541,0,0.4760268,0
422,0.007483997,0,0.17541479,2.0398412,0.49019772,0,0,0,0,0.47995216,0,0,0,0,1.1958474,0,0.28855062,0,0,0,0,2.2874286,0,0,0,0,1.9254495,0
423,0.20253117,1.2098339,0.055691965,0,0.07910455,0,0.55876213,0.08657747,0,0,0,0,0,0,0,0.30522767,0.16591929,0.34781238,0,0.55127954,0.12815094,0,0.7118207,0.38594383,0,0,1.8533502,0.5333135
424,1.3246514,0,0,0.19873697,0.25216162,0.34241998,0.76109016,0,0,0,0.4402803,0.14765987,0,0,0.53550285,0,0,0,1.8367759,0,0.6845474,0,2.406433,0,0,0.50362974,2.4297304,1.5504806
425,0,0.8036215,0,0.8617217,1.5483915,0,0.65760046,0,0,0,4.4012423,1.1334635,1.3465978,0,0.57373023,0.5919415,0,0.60901,0,0.90406317,0,0,2.0626667,0,0,0,1.7009046,0.41941023
426,0,0,0,0,0,0.09846303,0,0.6450025,0,0,0,1.1378021,1.3605872,0,0,0,0,1.5871934,0,0,0,0,0,0,0,0,0,1.1350334
427,0,0,0,0,0,0,0,0,0,0.8653059,2.3770604,0,0,0,0.32382318,0.74680144,0,0,1.1636845,0.18920302,0,0,0.7803345,0,0,1.276106,0,0.7495159
428,0,0,0,1.1623024,0.6120172,1.5687187,0,0.7035399,0,1.7256446,0,2.2452888,0,0.2985184,0.4861321,0,0.89408433,0.79967344,0,1.5502517,0,0,0,3.3828928,0,0,0,0.32118648
429,0.099639386,1.6224663,0,0,1.2711731,0,0,1.4380136,1.1805146,1.9607161,1.9731251,0,0.83101255,0.95045286,0.50078565,0,0.09997277,0,5.2138867,0,0.5162321,0,1.5044829,1.6808592,0,0,0,0
430,0,0.041258715,2.15607,0,0,0,0,0,0,0,0.317355,0,0.56699324,0,1.4925008,0.1156032,0,0,0,0,1.3097539,5.717631,0,0,0,0,1.8594164,0
431,0,0.79928327,0.8054092,0.850215,0,0.2749351,1.3017175,0,1.371859,0,0,1.5853469,0,0.36271724,0,0,0,0,0.25936177,0,0.053199247,0,1.9689038,0,0.60145533,1.7509573,1.050825,0.57148576
432,0.019025713,0,0,0,0,0.061053663,0,0,0,2.908725,1.8801631,0,1.6883496,0,0,0,0,0,0.7257108,0,1.8593048,0,0,0,2.2357333,0,0,0
433,0.38952217,0,0,0,0,0.28986436,0,0,0.061064567,0,0,0,0,0.06893256,0,0,0.0482828,0,0,0,0,0,0,5.2345524,0,0,3.3800924,0
434,0.08673981,0,0,0,0.6038869,0,0,0.69951594,0.4321234,0,0,0.39512473,0,0,0,0.30935302,0,0,0,0,0,0,0,0,0.5854179,0,0,0
435,0,0,0,0,0.18221211,0.54568076,0,0,1.4815667,0,0,0,0,0,0,0.16207857,0,0,0,0,0,1.9960165,0,0,0,1.3929138,0,0.6121761
436,0,0.39796296,0,0.9746926,0,0.44164008,0.02504091,0.79767454,0.007741706,0,0.30294225,0,0.033632338,0.13007323,1.2774973,0,0,0,0.098862864,0,1.2096145,0.78506505,3.3789575,0,0,0,0,0
437,0,0,0,0,0,0,1.0083445,0,0.36424676,0,1.7680892,0,0,0,0,0,0,1.4463418,0,1.0618595,1.1930859,0,0,0,0,0,0,0.6318096
438,0.63866603,0,0,0.25976947,0.79361993,0,0.7016744,2.262189,0.0539445,0,0,1.2658949,0,0.029236032,0,0,0,0,0.7590318,0,0.51171243,1.7222104,0,4.3383036,1.2542748,0,0,0.7448428
