x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030
285,0.01641068,0.9151341,0,0.23292197,0,0,0.46362257,0,0,0,0,0.5847832,0.75459653,0,0.18515815,0.9938176,0,4.9963126,0,0.30521205,1.8033551,4.2531404,0.42602417,0,0,1.2954407,1.5640543,0,0,1.274073,0
286,0,0,0,0,0.11359661,0,0,0,1.6704655,0,0,0,0.25307503,0,0,1.0408175,0,0,1.7060397,0,0,0,0,0,0,6.1385436,0,6.364314,0,0.48190695,2.997055
287,1.0376393,1.1980513,0,0.4019075,0,1.4231368,0,0,0,0.90163606,0,0,0,0,1.6514072,0,0,0,0.2580278,0.70685095,0,4.893152,0,0.28464785,0,0,0,0,0,0,0
288,1.9341156,0.36521646,4.062616,0.50906926,0,0,0.2714648,0,1.0641899,0,4.627311,2.4998307,0,0.525308,0,0,2.5287974,0.29092577,0,0,0,0,0,0,2.2959633,0,0,0,0,0,0
289,0,0,0,0,0,0.22500151,0,0,0,0,0,0,0.101768695,0,1.2354552,0,0,0,0,0,0,0,0,0,0,1.2001173,0.7659033,0,0,0,4.491782
290,0,0,0,0,0.94313514,0,0,1.4259359,0,0.036698073,0,0,0,0,2.03336,0,0,0,0,1.9512315,0.702699,1.3786622,0,0.5553733,0.8113603,0.15381578,0,0,5.640128,1.1291723,0.28713667
291,0,0,0,0,0.5414145,0.33089116,0,0,0,0,0,0.5228639,1.6250426,0,0,0,3.2824912,0,0,0,0,1.652802,0,0,1.3789103,0,0,0,0,4.7576947,0
292,2.4431598,0,0,0,0.10171967,0,1.0476586,0,0,1.7298872,0,0.61907166,0,2.0625703,0,0,0,0,0,0,0,0,0.36278966,0,0.3693245,0,1.2963462,3.7224565,0,0,0
293,0,0,0,1.3396791,0.32512462,0,0.20106898,0.123882644,0.62443805,0,0,0.72694534,1.7652198,0,1.0965482,0.22690001,0,0,0,0,0,0,0,0,1.642409,0,0.8438953,0,0,0,0.69977355
294,0,0,0,0,1.4469965,0,0,0.50014305,0,0,0,0,0,0,0.58206576,2.1377196,0,0,0,0,0,6.1712794,0.039401248,0,0,0,0,0,0,0,1.3055673
295,1.2040457,0.84369916,0,0,0,0,0,0,0.7111497,0.5086538,1.1350224,0,3.0396104,0,0,0.41603655,3.0303936,3.2250087,0,0.49723583,0.24118574,0,0,0,4.253164,2.0962076,0.48106295,0,3.6577342,5.549855,0
296,0,0.4342502,3.185147,0.722049,0,0,0,0.7211166,0,0,0,0,0.2195262,0,0,0.34977806,0,0,0.94902575,0.019839838,0.58324254,4.2300787,1.2915759,0.41600406,0,0,0,6.0067534,0,5.34705,0
297,0,0.39698333,0,0,0,0.38396314,0,0,0,0,0,0,1.2964417,0,0,0,0,0.5158612,1.2840452,0,1.3713292,0,0,0.22365716,0,0,0,0.68587935,0,2.862968,0
298,0,3.1061778,0.24929377,0,1.0342824,0.9990412,0,1.0567657,2.3622873,0,0,3.4729035,0,0,0,0,3.1036592,0,0,0,0,0,0,0,0,1.6872498,0,1.9314216,0,1.4277905,2.343067
299,0,0,1.318247,0,0,1.3513874,0,0,0,0,2.4075577,0,0,0.2766975,2.2097948,0,0,0,0.67347986,0,0,0,0,0,1.25854,2.4428167,0,1.3083316,0,0,2.198125
300,0,0,0,0,0,0.001638007,0.003516873,0,0,1.4655448,0,0.54078746,0,0,0.40432358,0.4496666,0.7475808,3.7643516,0,0,0,0,0,1.4560207,0,0,0,1.1062832,4.6284113,0,0
301,0,2.9153044,1.2481554,0.6509485,0,0,1.7370845,1.5021735,0,2.1644008,0,0,0,0,0,0.66928035,4.0582886,0,0,0.293824,0,2.5024042,0,0,0,0,2.0794964,0,0,1.9923068,0
302,1.768257,0,0,0,0.68226504,0,0.88820916,0,0,0.426717,0,0.4964771,0,3.6071887,0,1.6125675,0,0,0,0,0,0,1.0414746,0.3450444,3.3448691,0,0,0,2.3125072,5.503368,0
303,0.14354117,0,3.478595,4.0951905,0.77358294,1.0877984,0,0,0.3893748,0,0.02277358,0,0.80439866,4.8098946,0,0.9071745,1.3011194,6.950016,0,2.027215,0.050240014,0,0,0,0,0,1.195421,0,0,0,0
304,0,0,0.24410088,0,0,0,0,0.83567685,1.0631328,0,0,0,0.41364446,0,0,0,0.8008636,0,0.15745217,0.45916644,0.7356963,2.5488539,0.62173796,0.6736916,0,1.9601041,0.3733349,0,0,0,2.281212
305,0,0,0,0,0.047834422,0,0.6260873,1.320584,0.0828038,0,0.687948,0,0,0,0,0,0,0,2.3281968,1.1322445,0,0,1.8427844,0,0,0,0,0,0,0,0
306,0,0,0,0.16407098,0,0.8344467,0,1.1128943,0,0,0,0.086491875,0,2.0067487,1.2588732,0,3.3640096,3.6167214,0,0,0.6175308,4.4163637,0,0,3.6209214,0.9809436,0,0,0,0.6065838,0
307,0,1.1965051,0,0,0.43678394,0,0,0.082477756,0,0.110463135,1.9014448,1.9228594,0,2.6680183,0,0.77797854,0,0,0.7861115,0,0.6861628,0,0,0.31402025,0,2.1079593,0,0,0,2.5479128,0
308,0.25972196,0,0,1.8222985,0,0,1.0934639,0,0,0,0,0,0,0.30774647,0,1.9441828,0,0,0.37050337,0,0.24886368,0,0,0.020081606,0,0,0,0.8447369,0,0,2.7599432
309,3.4189682,0,0,0,0,2.369612,0,0,0,0.7061262,0,0,1.932764,0,0,0,0,2.4952147,0,0.48370585,0.07047313,2.9651067,0.3668163,0,0,0.45296636,0.28895512,0,0,0.19994122,0
310,0,0,0,0,0,0,0,0,1.1687461,0,0,0.8946147,0,0,0.37776268,0.61008424,5.336378,0,0,0.4881702,0,0.7036205,0.58214074,0,0.7355012,0,0,0,4.025252,1.0681082,0
311,0,0.17150806,1.0888947,0,1.0811492,0,0,1.724187,0,0,0.9923893,0,0,0,0,2.7765796,0.22648244,2.2230763,0,1.6087295,0.52336234,5.9226074,0.3251059,0,0,0,1.351326,0,0,0,0
312,0,0,0,0,1.4742765,0,0,1.6470288,0,0.3422448,0,0.41689432,0.5191096,2.406255,0,0,4.6109467,0.531826,1.0236671,0.26908854,0,0,0,1.5042256,2.8367267,0,0,2.4664893,0,0,0
313,0,0,0,0.4543178,0,0,0,0,0,1.316519,9.05386,0.2169354,0.637187,0,0,0.24201748,0.55380934,0,0,0,0,0,0,0,0,0,0.12980044,0,1.0791845,7.2259774,1.8703007
314,1.0038265,0,0,0,0,0,0,2.0944774,0,0,0,3.5537243,0,3.3078873,2.4093165,0,0,0,0,0,0,0,0,0.06668201,0,0.22060089,1.0952145,4.365092,0.032106914,0,0
315,0,1.3218145,0,0.10792488,0,0,1.585595,0,1.1679348,0.5890413,0,0,0,0,1.0833725,0,0,0,0,0.48852175,0.55583286,0,1.3033522,0,0,0,1.0653752,0,0.5001363,0,0
316,0,0,0,0.72474325,0,0.21859512,0,0,0,1.4231933,0,0,0,0,0.42496428,0,2.2620916,0,0.06538498,0,1.1065341,0,0,0,0,0,0,3.2800322,0,0,0
317,0,0,0,0.063175105,0,0.61271566,0,0,2.735877,0.6727686,0,0,0,0,0,0,0,0,0,0,0,0,1.0581663,0.4416497,2.24068,0,0,0,0,0,0
318,0,1.69368,1.482554,0.081854925,1.8754097,0,1.3993669,0,0.07084408,0.590634,0.6358141,0,0,1.5155288,0,0,0,2.4163172,0,0,0,0,0,0.26563329,0,0,0,0,0,0,0
319,1.7051934,0,0,1.0535544,0,0,0,1.0051588,0.3588989,0,1.1020838,0,0,0,0,0,0,4.7704945,0,0.6644287,0,0,0,0,0,1.4674702,1.1693273,0,2.8160915,6.024486,4.076036
320,0,2.3917806,0,0,0,1.9608152,0.2848803,0,0,0,0.3976588,0.81347716,0,0.035574384,0,2.3528838,0.48354924,0,2.4192145,0.054911938,0,0.17768614,0.17404328,1.2741992,2.3838513,1.2083174,0,0,0,0,3.4338205
321,0.463073,0,0,0,0,0,1.1240423,0,0,0,1.7789761,0,1.6172593,0,0,0,1.3410305,0,0.5867473,0.7115605,0,0,0,0.4212288,0,1.9618868,0,1.8435609,2.0432394,1.0544344,0
322,0,0,0,0,0.16674839,2.7676055,0,0,0,1.6079888,1.3159902,0,1.367398,2.5521674,0.2383591,0,3.8078344,3.973224,0,0,1.480461,0.22525293,0,0,0,0,0,0,0.12040387,0.45354843,0
323,0,0,2.9641123,0,1.7213323,0,0,0.19581209,0,0,0.9148315,0.33047166,0.80367523,0,0,0,0,0,0,0,0,1.8306351,1.6344963,0,6.1742206,0.69205815,0.2666322,0,0.074546605,0,0
324,0.1335144,0,2.3193746,0.74502105,2.683389,0,0,0,0,0.42949736,0,0.9046827,1.0697552,0,2.1862605,0.068018146,0,1.8573602,0,0,0,0,0,0,0,0,0,0,0,0,1.9535686
325,1.3253864,1.1402496,0,0,0,0,0,0,0,0.6520583,3.5174592,0.92856795,0,0,0,0,0.4939702,0,0.27085003,0,0,0,0,0,0,0,0,0,1.1881664,0,4.3216095
326,0,0.34275588,0,0,0,0,0,0,0,2.7108026,0,0,3.162406,2.4928198,0,0,0,4.2509565,0,0,0.17805782,0,0,0.6449187,0,0,0,1.4051073,0,0,0
327,0,2.04682,0.9489668,0.551287,0.5390843,0,0,0,0,0,0,1.4946791,0,1.5660192,2.0663228,0,0,0,0,0,1.4097323,0,1.8341111,0.57411975,0,1.6557081,1.2656056,1.1819031,1.040118,0,0
328,0,0,1.5449188,0.4847436,0,0,1.6278034,0,0.13937591,0,0.69597733,0.24627097,0,1.6579889,0,0,0,0,0,0.3422068,0,0,0,0.27591562,1.0639648,5.6385045,0.82430506,0,0.073453695,3.1225827,0.1572377
329,0,0,0,3.197092,0.3238499,1.4743304,0,1.0025913,1.6264411,0,0,1.6182756,0.90894043,0.36940235,0,0,0,9.480525,0,0,0,0.014246244,0,0.8142321,1.3612303,0,1.5833519,0.49691755,0,0,0.16313002
330,0,0,0.004007818,0.0964604,1.9224213,0,0,1.5743079,0,0.23630458,0,0,0,2.8737035,0.07821393,1.2759321,0,4.8960295,0,0.57510304,0,0,0.90120643,0,1.5758522,0,0,0,0,0,0
331,0.48816222,0,0,0,0,0,0,0,0,1.5932919,2.032864,0.108579725,0,1.6626476,0.50926435,0,0,2.6930985,0,0,1.3194824,5.1033697,0.13918945,0,1.2428234,0,1.3811344,0,2.196768,0.6488857,1.6295125
332,0,0.31230316,0.62211215,0,1.1658452,0,1.6561025,0,0,0,0,0,0,0,0,0.6010043,0,0,1.7029408,1.9805545,1.1449143,0,0,0,0,4.286765,0,1.9533602,0,2.7578573,0.26440874
333,1.2119592,1.8892471,3.2339153,4.5472736,1.118453,0,0.2548092,0,0.42125177,0,0,0,0.10130679,0.435648,0,0,0,0,0,0.14412878,0,0.79294044,0.36376923,0,0,0,0,2.973051,0,0,0
334,0,0.6742202,0,1.1181465,0,1.88898,0,0,1.329286,0.32955807,0.60777146,1.3385727,0,3.0683734,3.1763873,0,2.7247005,2.2337193,0,0,0.89272314,0,0,0,1.4000884,0,0,0,0,0,0
335,0,0,0,2.424283,0,1.0321796,0,0,0,0.3389689,0,0,0.98181045,0,0.5713745,0.80143815,0,3.3885448,0,1.30072,0.106953785,2.503138,0,0,1.4523767,4.1362696,0.22548078,0.18278405,0,6.7379794,0
336,2.293914,0,0,1.9855783,2.2258542,0,0.65136045,0,0,1.8314406,0.32050273,2.926034,1.7753354,0.19709572,0.5255157,0,0,0,0,2.0368145,0,0,0.38487226,0.74723536,0,0,0.38885826,0,0,0,0
337,0,2.668658,1.5573742,0,0,0,0,1.8532492,0.7774972,1.7319425,1.2914959,0,1.4589508,0,0,0,0.03916992,0.7600667,0,0,0,1.4869871,0,0,0,0,0.51787084,0,0.30737472,0,0
338,0,0,0,3.6151276,0,0,0.37147123,0,0,0,0,0,0,0,0,0,0,7.8870583,1.5331403,0.10261729,0,0,0,0,3.0253134,1.5310309,0,1.446483,0.26184598,5.9698796,0.58562213
339,0,0,0,0.69760615,0,0,0,0,0.53006756,0,0,0,0.6098873,0,0,1.0134006,0,0,0.6961827,0,0,0,1.8229167,1.4390333,0,0,0,0,7.3116918,0,1.7297571
340,0,0.10906727,0.429582,0,0,0,0,0,0,0,0,0,0,0,0.8742631,2.4618933,0,4.5715494,0,0,0,0,0.44837385,0,0,0,0.6137967,0,0,0,3.6667435
341,0,0,1.4762974,1.3090341,0.026828147,0,1.6956273,2.0698514,0,0,0,0,0,2.4527476,0,0,0,0.57559985,0,1.1444774,0,4.939697,0,0,0,0,0,0,0,0,0.27846292
342,2.4479747,0,3.1537242,0,0,0,1.7532629,0.25816116,0,0.23618026,0.7670262,0,2.9151285,0,2.854602,0.9274961,0,0.572609,0,1.2507237,0,2.4881318,0,2.6726499,0,0,2.4379642,5.780488,0,0.019112887,1.7088138
343,0,0,1.7740476,0,0,1.838604,0,0,0.32801366,0,0,4.28823,0,1.5302143,0,0,0,1.229966,2.5028017,1.1176232,0,0,0.68350536,0.4017165,0,0,0,0.79445547,0,0,0
344,0,0,1.591806,0,0,0,0,0,0.84842414,0,0,0,0,4.7733545,0,0,4.494991,0,0,0,0,2.3040876,0,0,0.74701655,0.56564844,0,2.2377021,2.1117125,1.2008673,0
345,0,0.073319174,2.3336577,0.4618471,0,0,0,0,0,0,0,0,0,0,0,1.2858143,0,3.1403952,0,0,0,4.6261487,0,1.523128,0,0,0,0,0,5.178844,1.2207885
346,0.7582578,0,3.7463086,0,0.4606452,0.3432944,0,0.55150187,0.27436692,0,1.1608992,0.6675752,0,3.2479525,0.780356,0.20719056,0,0,0.17036387,0.64811933,1.2833647,0,0.10567899,1.6383181,2.605764,0.31293803,0,0,0,0,0.04378547
347,0,0.73684657,2.056188,1.2974138,0,0,0.1788531,0.4572692,0,0,0,0,2.135252,0,0,0.04570345,0.92522055,0,1.5171659,0,0,3.9056613,0,0.076224454,0.13839555,0.35712808,0,1.9219143,0,0.23277871,0
348,0,0.575806,2.2471817,0,0.6101563,2.6438591,0.8284323,0,0.0833158,0,0,0,0,0,1.6714017,0,0,5.4543424,0,1.0649034,0.73407656,0,0.041194372,0.2061924,0,2.8866787,0,0.08575083,0,0.035324454,0.2772692
349,1.7309351,0,0,0.1613686,0,0,0.46802709,0.03277245,0,0,0,0,0.052533574,0,0,0.972062,0,4.4737854,0,0,0,0,0,0,0,0,3.106426,0,2.965289,4.788126,1.2941622
350,0.9224128,0,0,2.8852131,0.4823559,0,0,0.3534908,0,0,0.8293565,0,0.4903667,2.6651895,0.8563025,0,0,0,0,0,0.39527607,3.819524,0,1.7555296,0,0,0,2.731423,0,0,0
351,0,1.186923,0.77025443,0.106308855,0.7797321,0.8282713,0,0.97124726,0.96628666,0,1.9487305,0,0,0,2.2397122,1.3194265,0,2.1418042,0,0,0,0,0,0.49619034,2.9293444,0,0,1.0691963,0,2.827418,0
352,1.5743814,0.8194368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30465797,1.1705588,0,1.0024844,0,0,0.94232273,2.2386973,4.0143795,1.2949215,0,2.2463636,0,0
353,0.23602377,0.5633096,2.2193384,0,0,1.5102277,0,0.40121067,0,2.0731952,2.265402,0,0,0,0.3490861,0,1.4969709,1.2513447,0,0,0,0,0.21976489,0,1.5273314,0,0.8092421,1.2853632,0,0,3.1715567
354,0,0.9241877,0,4.1144466,2.2296865,0,0,0,0,0,0.9555004,2.7424788,0,0.6957259,0,0,0,0,0,0,0.9159708,0,0,1.4783854,0,0,0.4298647,0,0.22122751,0,0
355,0,0,3.550688,0,2.188203,0,2.714147,0.3392443,0,0,0,0,0.7545417,0,1.4652054,0,0,0,0,1.9872906,0,9.232083,0,0,0,5.8153906,0.043683838,3.3656745,0,0,1.0353559
356,0,0,0,0,0,0,0,0,0.9024654,0,0,0,2.5992253,0,0.5331598,0.09698937,0,0,0.7648903,0.4001925,0.032179806,0,0.2282677,0.7680057,0,0,0,5.710872,0,0,0
357,0,0,0,0,1.0108521,0,0.90679723,0,0,1.9484091,2.6063216,0,0,0,0,0,2.691769,0,1.0138829,0,0,2.2065437,0.2733139,0,0,1.9189045,0,0,3.0452495,2.8016315,2.3275287
358,1.87189,0.2430334,0.44832596,0,0,0,2.029479,0,0,0.24807627,0,0,0,0,0,0,0,1.2606626,1.6115435,0,0.5478277,0,0,0,3.2538936,0,0.21221997,0,3.3417244,3.9942791,0
359,0,3.0968184,0,0,0,0,0,0,0.84405327,0,0,1.0054172,0,0,0,0,1.9853576,0,0,0.9159558,0.18727215,0,1.648384,0,0,5.212342,0,0,1.6034149,0,3.8034422
360,0,0,0,3.5154026,1.3133056,0,0,1.1206218,0,0,0,0,0,0.1782206,2.210753,0,0,0,1.7322735,1.2434336,0.05109387,5.71867,0.92615986,0,0,0,0.6627606,0,0,0,0
361,0,0,0,1.3132294,0.38675094,0.081162624,0.7358186,0.6732369,0,2.0599186,0.4286597,0,0,2.0471091,1.9072748,0,0,0,0,0,0,0,0,0,1.7537382,0,0.7166872,0,0,4.184427,0
362,0,0.38533863,0,0,0,0.34775662,1.0431982,0,1.061434,0,0,0.6002544,0.39482364,0,0,0.23443075,3.0885184,0,0,0.36376664,0,0,0,0,9.897213,0,0.5546183,0,0,0.09673803,0.72090566
363,0,0,1.0129772,1.3527024,0,1.1421268,0,0,0,0,0,0,0,0,0,0,0,0,0.21648899,0,0,0.15546243,1.8283349,0,0,4.2257404,0,0.18575543,0,0,0
364,0.11942721,0,0,0,0,2.237746,0.12922677,0,1.5146694,1.3572023,1.00669,0,0,0,1.0525466,0,0,0,0,0,0,3.327608,0.30070427,0,0,1.7993778,0,0,0,0,2.4907837
365,0.12754573,0.37223372,0.66768456,1.3025811,3.4295042,0,0,0.039051127,0,0.5405311,1.5344002,0,0.004272514,4.9393935,0,0,0,5.8614173,0,0,0,0,0,2.8981194,0.17551488,0,0,0,0,0,1.6061379
366,0.25253293,0.51430935,0.57976276,0,0,0,0,0.41591355,0,3.4748876,0,1.0470505,2.2554276,1.0046185,0,0.47134912,1.2469171,0,0.32336575,0.19594665,0.22019012,0,0,0.31954092,0,0,0,0,0,0,0
367,0,0.5625013,0,0,0,0,0,0,1.4073687,0,0,0,2.1209645,2.814116,0.22921796,0,0,0.65057635,0,0,0,0.45948386,2.4283144,0.20941177,0,0,0,1.6495092,2.2055948,2.8020284,0
368,0.70420986,0,0,0.7066612,0,0.5471349,0,1.0667711,0,1.100306,0.58750325,0,0,3.9231944,0,1.1860677,0,0.5209816,0.17139047,0.6538192,0,0,0,0.6704879,1.6598732,3.0654347,0,0,0,7.72876,0
369,0.3962875,0.093556024,0,0.64163,1.6351287,0,0,0,0.85091007,1.0026147,0.8494463,0,0,0,0,0.16281477,0,0,0,0.8371258,0,0,0,0,0,0,0,0,0,0,3.6963203
370,0,0.86362976,0,0,0,0,0,0.006645379,0,1.4801259,0,0,0,0.6191133,0,0,0,0,0.7341264,0.14881364,1.4375211,0,0.73309594,0,0,0,0.14103551,0,0,0,5.7672687
371,0,0,0.67855674,0,0.04476211,0,0,0,0,0,0,1.1914754,1.245834,0,0.40840197,0,0,0,0.09473247,0,0,11.488165,0,0.9939501,0,0.28231937,0,2.7902937,0,0,0
372,0,0,0.12251312,0,0,0.7040817,0,0,0,0,0,1.4632359,0,0,0.19842705,0.5134731,0,0,0,1.2374979,0,0,1.1830475,0,1.6913532,1.7982926,0,4.3637085,1.1256341,0.29727486,0
373,1.1140178,0,2.0431075,0.3201648,0,0.17599887,0.63713723,0,2.026915,0,0,0,0,2.627109,0,2.0467196,0.025742294,0.4079696,0,0.010074741,0.39200947,0,0,0,0,0,0.82918996,0,1.6742737,0,0
374,0,0,0,1.6412935,0.85487145,0,0,1.7001728,0,0,0,0,0,0,0,0,0,0,0,1.131445,0,5.073349,0,0,0,0,0.4866074,0,0.047378387,2.0502443,0
375,0,0,0,0,0,0,1.6206468,0,0,0,0,0.26539877,0,0,2.0902605,0.35332164,0.70328236,7.549989,0,0.4889672,0,0,0,0,0,0,0,3.743717,0,0,1.3989081
376,0,0,0,0,0,0,0,0,0,0.15969905,0,0.5947602,0.67071545,0,5.791625,0,0,0.49571952,0,0,0,0,0,0,0,0,1.1452155,6.549207,0.6111909,0,0
377,2.106991,0,2.085886,0,0,0.45902678,0,0,0,0,0.5648068,0,0.10690526,0,0,0,0.691144,0,0,1.7390633,0.49581242,0,0,0.21191005,0,0.6702261,0,3.0550556,0,3.129028,0
378,0.70824045,1.0156366,0.45055857,0,0.16243634,0,0.9340941,0.8010475,0,1.1604061,1.150839,0,0,0,2.2614286,0,0,0.4275588,0,0,0,0,0,0,4.478451,0,1.0531043,0.12241181,0,0,0
379,0.14590265,0,0,0,0.25428304,1.0333728,0,0,2.5567226,0,2.0218942,1.2174879,0,0,0,0,0,0,0,0,0.8949338,5.0407395,0,0,1.5107853,0,0,0,0,3.9693773,0
380,0,0,0,0,0,0,0,0.55232173,0,0.05110979,1.6335431,0,0,4.0270123,0,1.3327614,0,0,1.6899995,0,0.77519554,2.0818062,0,0,0,2.7285268,0,0,0,0,0.6609458
381,0,0,0,0,0.048959564,0.2926346,0,0.15119421,1.4525932,0,0,2.1271002,1.9033077,0,2.3714285,0,0.15886918,5.3974204,1.7997044,0.87346596,0,0,0.14157692,1.5126692,0.56218237,1.4642686,0,0,0,0,0
382,0,1.6501812,0,0,0,0,0,0,0.30024484,0.28046706,0,1.2096592,0,0.4698403,0,0,0,0,0,0,0,0,1.6355025,0.044216905,0,0.6938022,0,0,1.5450975,0,0
383,0.65445715,0,0.3886009,0,0,0,0,0.107637994,0,0,0,0,2.2923439,0.06592538,0,0.22756337,2.9007614,0,0,0,1.3077272,4.015035,0,0,0,0,0,0,2.3066845,2.2464347,0.23964888
384,0,0,1.0185672,1.641901,0.37396032,0,0,0,1.5850438,0.97566885,4.6139674,0.06847558,0,0.6604596,0,0.6398022,0,0,0,0,0,0,0,0,0,0,1.5787793,0.4136166,0,0,0
385,1.1303445,0,0,1.6303048,0,0.5242542,1.3222425,0,0.7201229,1.658386,0,0,0,0,1.6622444,0,0,0.30624336,1.1627522,0,1.805664,0,0.494357,0,0.23894058,0.18136129,0,0,0,0,0.82884365
386,0,0,0.9854326,0.27047986,1.9652696,0,0,0,0,0.044587962,0,0.36169496,2.0832367,0.61782813,0,0,1.4271183,6.294832,0.6789748,1.0794464,0.3031068,0,1.4380691,0,2.1166222,0,0.8020276,0,10.412426,0.72481763,0
387,1.7650889,0,0,4.2414308,0,0,0,0.68042135,0,0,2.0445385,0,0,2.6601448,0,0.19986732,0.9421344,3.0273867,0,0,1.6522913,0,0,0.63692683,3.2220812,0,1.2651958,2.8508596,0,0,0
388,0,0,1.0749778,0.95001566,0,0.19770887,1.5836295,2.102313,0,1.2819923,0,0,0,0,0,0,0,0,0,0,0,2.632297,0,0.84049386,0,0,0.735831,0.65829796,0,0,0
389,0,0,0,0,0.39347145,0,0.71818155,0,0,0,0,0,0.90227216,2.3492265,0.9453106,0,0.74570847,1.51373,0,0,0,1.4371942,0,0.28100252,0,5.9052205,0,0,0,0,0
390,1.5285023,0.6065187,0,0,0,1.3102334,0,0,0.15815453,0,2.0227795,0,0,0,0,0,0.3344323,2.320783,0,0,0,0,0,0,0,0,0.10343168,0,0,1.7180592,3.4768887
391,0,0,1.7657864,0,0,0,0.20943713,0,0,0,0,0,0,0,0.968432,0.015688468,0,0.22745545,0.4919289,0.4683821,0,0,0,0,0.5154822,3.7996175,0,0,5.2133713,0,0
392,0.16575679,0.81852657,0,0.083193175,0,0,2.8704696,0,0.31695935,0,2.1167183,1.094976,0.26395527,0,0,0,0.33272168,7.4470325,0,2.1145034,1.6272123,3.5286517,0,0.471066,0,0,0,0,0.18261816,0,0
393,0,0,0,0,0,0.38136458,0,0,1.4832114,0,1.6785027,2.8071043,1.0386411,0,0,0,0,0,0.17227009,0,1.6218685,0,1.9635459,0,4.0659723,0.4256439,0,2.6912441,2.9648335,3.4891622,1.9776231
394,0.2831795,0.6950897,0,1.9676042,1.0223755,0,0,0,0,0,0,0.8701255,0,0,0,2.0666907,2.2162945,0,0,0,0,0,0,0,0,0,0,1.1068324,0,0,1.7850155
395,0,0,0,0,0,1.1783321,0,0,0,0.72425354,0,0,0.836372,0,0,0,2.3665004,0,0,1.4119229,0,2.0334778,0,0.4090494,0,0.8083309,0.29214442,1.504209,0,4.227701,0
396,0.16746202,2.318783,0,0,1.98169,2.218136,0,0.85060984,0.3091933,0.12948662,0,0.24030185,0,0,0,1.1216003,0,0,0.96422607,0,1.1680423,0,0,0,0,4.799053,1.0963688,0,0,1.0742053,0
397,0.2837813,0.64188576,0.5330555,0,0,0,0,0,0,0,0.24717963,0,0,0,0,0,2.7906437,0,0,0.037483275,0,1.7394768,0.32211265,0.955708,0.7332253,0,0,0,0,0,2.4524271
398,0,0,0,0,0.16468453,2.065365,0,0,0,0,0.91377383,0,0,0,1.8792549,0,2.2478514,0.8069339,0,0.3774295,0,4.781924,0,0,3.5045125,0,0,6.7617607,0,0,0
399,0,0,0,0,0,0,0,1.3285458,0,0,0,1.3742249,2.3410375,2.5495398,0.8021152,0,0,2.1782615,0,0,0,0.02862344,0,0,0,0,0,0,0,0,6.9849167
400,0,3.0173988,0.19234517,0,0,0,0,0.777287,2.9159405,0,0,0.7068988,0,3.4955058,0,0,0,0,0.017277101,0,0,0,0,0.72320694,6.9950757,0,0.60886467,2.1662354,0,3.387006,0
401,0.7103453,0.96449816,0,0.48825794,0,2.0761154,0,0,0,0,0,0.6615579,0,0,0,0,0,0,1.2834991,0,0,0,0,0,0,0,0,1.2007499,0,0,0
402,1.4291354,0,0,1.152599,0,0,3.2627673,0.38080657,0,1.0339097,0.62393737,1.2733656,1.4446849,0.52031744,2.489339,2.5127087,0,0,0,0,0,0,0,0.98576343,1.5887091,0,2.4164732,0,0,0.1230037,0
403,0,0,0,0,0.16491903,0,0,0,0.07069168,0,0,0.22775866,0.9371895,0,0,0.7004181,0,0,0.72520965,0,0.51231986,2.5628269,0.21723555,0,0,0,0,4.7383876,0.8930526,0,6.179546
404,0,0.48215857,0.63493645,0,0.13822739,0.3093007,0,0.28290266,0.27539602,0,2.3747466,0,0,0,0,0,0,1.8553504,0,0,0,0.5450244,0.14357407,0,0,1.3134234,0.6520353,0,0,0,0
405,1.6850868,1.3405625,0,0.6316603,0,0,0,0.23099083,0.86237484,0,1.1756276,0,0,1.7184978,0.83036196,0,0.4830875,0.86702657,0,0.17331961,1.2852541,0,0.55171096,0.04482147,4.982697,3.043179,0,4.4256883,0,0.64107597,0
406,0,0,1.7331225,0,0,0,0.36780718,0,0,0,0,0,0,0,0,0.7089018,0,0,0.93318033,1.6560601,0,6.597069,0.14148402,0.4985896,0,0,0,0,0,3.380214,5.0077057
407,0.6674975,0.6172549,0.16103068,1.5395337,0,0,0,2.2103426,0,0,0,0,0.3836775,2.4996507,1.5717369,0,2.7434633,0,0,0,0,0,1.766485,0,1.5715396,2.9169502,0,0.5099047,5.4307747,0,0
408,0,1.232293,0,0,0.4720135,0,0,0,1.2953113,0.232602,0,0.7780297,0.74999994,2.209811,1.9755006,0,1.4015726,1.9711955,0,0,0,0,0,0,0,0,0,4.7030683,0,0,4.111103
409,0,1.7678267,0,0.9189239,0,0.5574474,0,1.5788195,0,0,2.5874755,1.8017097,0,0,0,0.17635807,0,4.159112,0,0,0,0,0.45996922,0,0,0,0,0,0,3.7654,0.350153
410,0.002381701,0,0,0,0,0.0916402,0.41226557,0.03513236,0,1.0739762,0,1.4631759,0,0,0,0,0,0,0,0,0.67506033,4.798229,0.79325706,0.60203135,0.39601502,0,0.032823283,3.2062898,0,0,0
