x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038
548,0,0,0,0,1.7874908,3.1983695,0,0,0.5395005,0.302916,0,1.9546487,0,3.4239907,0,0.88771904,0,0,0,0,0,0.14174631,0,0,0,0.36615688,0,0.036999702,1.7116287,0,0.10677181,0,0.7005208,0.61085457,0,1.3637289,0,0,0
549,0,0.5502332,0,0,2.5309212,0,0,0,0.42740935,0,0,0,0,0,0,0.6933688,0.5875401,0,0,0.9012802,0.693117,1.1058543,0,0,0.17469223,0,0,0,0,0,0,0,0,0,0.65447366,0,0.8491335,1.0050975,0
550,0.12150418,0,0,0,1.7423567,3.2502944,0,0.56067216,0,3.1973686,0,4.291217,3.5980325,3.1796775,0,0,2.2624216,1.6918107,0,0,1.559619,0,0,0,1.0816611,0,1.0999064,0,0,0,0.09716321,0.9649178,0,0,0,0,0,0,0
551,0,0,0,0,0,0.2248223,2.443289,1.9125295,0,0.7385386,0,0.05429293,0,0,0,0,0,1.7174395,0,0,1.8092221,0,0,0,0,0,1.3047837,0,0,0,0,2.5904324,0,0,0,0,0,0.08929419,0
552,0,0,10.487529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7408464,0,0.6228081,0,0,0,0.3868852,1.3927344,0,2.5239081,0,0,2.063297,0,0,0,0.09823351,1.8464628,0.47455913
553,0.78998095,2.913153,0,1.2973094,0,3.8378158,0.5787823,0,0,0,0,2.0986488,0,3.5656095,0.09265043,0.42608002,0,1.3694146,0.75942516,0,2.2586453,0,1.2897373,0,0,1.6944418,0.40182456,0,0,0,0,0,2.2970698,1.1765866,0,0,1.2403486,0,0.12953672
554,0,0,0,0,0.31084707,0,0,0,2.378713,0.9522796,0,0,6.5940447,4.40062,0,1.052828,0,0.16007942,0,0,0,1.3815535,0.77376837,0,0.4887914,0,3.3309464,0,0,1.7052232,0,0,0,0,0,0,0,0,0
555,1.4700027,11.486311,0,4.113396,0.51568854,0,0,0.9197334,0,0,3.2156394,1.5767633,8.659419,6.9019165,0,0,0,0.92086,0,0.028954798,0,0,0.44839785,2.443885,1.4319577,0,0,0.40143672,0.85424775,0,0,0.5551763,1.8833265,0,0,0,1.0531578,0,0.35771537
556,0,0,0,1.1896489,1.4680281,0,0.28876844,0,0.6383647,0,0,0,1.2462515,0,0.20183882,0,2.391927,0,1.9761965,0,0,1.7554158,0,0,0,0,0.8300933,0.7606331,0,1.1870307,0.6221904,0,0,0,0,0,0,0,0.53872687
557,0,0,0,0,0,0,0,0,0.25179815,1.2866458,0,0,0,0.7548725,0.7188599,1.7812009,0,0.041792363,0,0,3.2516005,0,0,0.6375897,0.33940187,0.9401423,0,0,1.6356694,0,1.7464184,0,0,0,0,0,0.32648912,0,0.8240847
558,0,11.823014,0,0.10291869,0,0,0,0.1284932,0,0,0,0,0,1.9450606,1.2799264,0.24385644,0,0.32136557,0,0,0,1.9705008,0,0,0.4510602,0,2.3372517,0,0.10507811,0,0.66845155,0,0,0,0.26891923,1.3924649,0,0,0.43070534
559,0.22039935,0,0,0,0.87845135,0,0,0,0,0,0,0,0,7.6153545,0,0,0.3717862,0,0,0.29952025,0.054620564,0,0.059115484,1.3245481,0,0,1.3714389,3.1210744,1.8991046,0,0,0,0,0,0,0,0,0.66206914,0
560,2.517989,0,0,0,2.966106,1.2241868,0,0,0,1.590719,0,0.42939532,0,0,0,1.2060882,0,0,0.17432547,0,0,0,0,0,0,0.58756477,0,0,0,2.3144171,0,0.7242075,0,0,0,0,0,0.17080332,0
561,0,0,0.112508126,0,2.5163975,0,0,0.6391136,0,0,0,0,0,0,0,0.07518828,0,1.6751096,0,0.27033195,2.1486022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2587526,1.50803,0,0
562,0,0,0,0,0,0,0,0,1.7436988,0,0,2.1654155,0,0,0,0.21501492,0,0,1.5164309,0,0,0,2.0454006,1.7880039,0,0,0,0,0.07986632,0,0,0,1.8512942,0,0.043310255,0,0.2293061,0,0.4249674
563,1.84644,3.416294,0,4.4794307,0,0.7592408,0,0,0,0,1.0227652,0.35410994,0.49483493,1.6100239,1.4692961,0,0,0,0,2.6567135,2.552719,0.85877097,0.9319761,2.1362092,0.8411343,1.4398898,0,1.7215592,0.5230986,0,0.26645356,0,0,1.6548185,1.2093575,3.734424,1.4184809,0,0
564,4.4643927,17.404444,4.59045,0,0,0,1.4491534,0,0.2941794,0,0,0,2.7154615,0,0.8653888,0,0,0,1.6262506,0,0,0.1304975,0,0,0,0.4933868,0,0.35992643,1.8562754,0,1.9245199,2.1489518,0,0,0.85561895,0.44238007,0,0,0.26430187
565,0,12.333409,0.15053621,1.644278,0.65603757,5.073322,0.38353395,0,0,0,0.5966954,0.5037922,1.9141853,0,0,0,0.82747585,0,0.037380885,0.9257493,0,0,0,0,0,0.88198996,1.4096907,0,0,0,0.18738273,0,0.18939193,0,2.4282093,0,0.034299634,0,1.1156855
566,1.1913995,8.996271,0,1.7627592,0,0,0.82699734,3.3239927,0,0.23130961,1.6114063,0.28844404,0,3.3104937,1.2613089,0,0.31341955,0,0,0,1.8516098,0,0.8701994,0,0,1.1073537,0.99499047,0,0.9817509,0,0.2015636,0,0.120574445,1.5047793,0.5266075,0,0,1.7457154,0
567,0,0,2.0362003,0,0,0.4818006,0,1.358812,0.66724086,0.4663388,0.26509413,0,0,0,0.20484467,1.3991916,0,1.7763984,3.9114394,0,0,0.68978435,0,0,0.018921077,0,0.9844904,0,0,0,0.5496236,0.5587451,0,1.8339969,0,0,0,0,0
568,0,0,0,1.1345608,1.7901317,0,0,0,0,1.8407543,1.2646533,0,0.2902186,0,0,0,0,2.22631,1.312396,0,0,1.7239352,0,0,0,0.025322683,0,0,0,1.9710293,0.5483152,0,0.20998465,0,0,3.011691,0.6893179,0.08775393,0
569,0,9.482051,0,0,1.795666,2.9859734,0,0,0,0,0,4.4102044,1.748201,0,0,0.34462014,0,0,0,0,0,0,0,0,0,0,2.7337928,0,0,2.0386305,0,0.625619,0,0,0,0,0,0,0
570,0.3036035,0,2.6775703,0,2.063253,0,0.5899664,0.3683917,0,0.27908123,0,0,0,0,0,0.28393167,1.3106916,0,0,0,0,0,0,0.53976256,0,0,0,0,0.6141176,1.088107,0,0,0,0,0,0,0,0,0
571,0.15812212,0,0,0,0,0,2.6610262,0,0,0,0.7108043,2.0052013,0,0,0,0,0,1.5499958,0,0.053269442,2.8191247,0.08565746,0,0,0,0,3.3841317,0.3588439,0.6901186,2.6704593,0.28594366,0,0,1.4006819,0,0.31530568,1.2589924,0,0
572,0,0,0,0,0,0,0,0,0.106703386,0.74529684,0,0,0,0,0,0,0.79443324,0,0,0,0.7650175,0.025195533,0,0.1823856,0.26333943,0,0.35197604,0,0.88784784,0,0,0.6028225,0,0,0,0,0,1.371303,0
573,2.7104332,6.321039,6.8530574,0,0,0,0,0,0,0,3.2833319,0,0.52903026,1.3156407,0,0,0.3638098,0,3.0943394,3.2988882,0,0.6893524,2.0471203,1.5857427,0.12242317,2.340282,0,2.2055993,0,0,0.09359729,1.2190492,0,0.60136145,0.41143435,0,2.2524781,0,0
574,0,1.8596387,0,0,0.8191577,1.8707654,0,0,0,0,0,0,0,0,1.8070189,1.6737467,0.3968778,1.2382855,1.7942485,0,2.2099044,0,0,0,0.63033587,0,2.843403,1.643737,0,0,0,0,1.4736332,0.012737403,1.3815082,0,0,0.87317544,1.7928538
575,0,0,0,0.41285783,0.33647335,0.046096385,1.9661089,0,0,0,0.6381896,0,0,2.272302,0,0.27690426,0,1.4098612,0,0,0,0,0,0.42008495,0.91363126,1.5408883,0,0.25999507,0,0.7482777,0,0.5633724,0.21163738,0,0,0,0,0.6845799,0.44918147
576,0,0,0.34402907,0,0,0,0,0.30430096,2.6249425,0,0.19695276,0,0,4.0471053,0,0,0.96456045,0,0,0,0,0,0,0,0.97143835,0.8883016,0,0.56569105,0,0.021005394,0,0.18039614,0.40908793,0,0.12250018,3.0620096,0.19847114,0,0.3928386
577,2.0084016,0,5.696369,0,1.165207,0,0,0,0,0,0,0,0,5.9895983,0,0.22803442,0.7863226,0,0.8052725,0.9901995,1.684778,0,0,0,0.27223003,0,0,0.3832198,0,0,0.050714877,0,0,0,0,0,0,0,0
578,1.7264239,6.7707667,0,4.2771764,0,0,0,0,0,1.6039199,0,0,3.554246,0,0,1.472295,1.2119216,0,0,1.0075566,0,1.831632,0.5735715,0.43395722,0.27436522,0,0,0,0.71889466,0,0,0.058167618,1.0983733,2.3978755,0,0,0,0,0
579,0,0,0,0,0,0.38383105,0.18541867,1.067231,0.12333965,2.0269566,0,0,0,8.414307,0,0,1.0623378,0,0,0,0,0,0,0,0,0,1.3939946,0,0,0.96198136,0,0,2.5297709,0,0,0,0,0.6411462,0
580,0.70550305,0,0,2.1392567,0.53758687,0,3.5610838,0,1.0694015,0,0,0,0,0,0,0,0,0.37599406,0,0,0,0.95034343,0,0.17299573,1.3580098,0,0,0.21747088,0,0,0,4.113461,0,0,1.5056813,0.2376491,0.8807375,0,0
581,0,5.0529914,0.3189617,1.8555087,0,0,0,0,0.05933783,0,0.5575077,1.5099691,0,0,0,0,0,0,0,0,1.6132121,0,0.12207395,0,0,0,0,0.35357442,0,0,0,0,0.6896843,1.4969755,0.71760684,0.008359462,0,0.42089662,0
582,0,0,0,0,0,0.28089622,2.7440498,0,0,0,0,0,0,0,1.6612319,2.580643,0.71588147,0,1.1298237,0.9537984,0,0,0,0.65132576,0.6049523,0.3374045,0,2.9800456,0.032318998,0,0,0,0,0.704087,0,0,0.85669005,0,0.64632297
583,0.036344737,0,0,0.23836896,1.5584812,0,0,0,0.3055946,0,0,0,7.6937413,0,0,0.24028863,1.0212108,0.7169039,2.6924334,0.26486284,0,0.6623659,0,0,0.53391415,0.18508656,0,0.53241885,0.6420215,1.7558435,0,0,0,0.29191485,0,0,0.21196555,0,1.6246173
584,2.8765335,2.8061578,0,0.32332322,0,0,0.9229003,0,0,0,0.53851914,0,0,1.6524191,0.030764714,0,0.762964,0,1.4791911,0,0,0,1.0190915,0,0,0,0,0.6705126,1.3461854,0,1.5462018,0.41645417,0.5441262,0,1.0204681,1.569866,0.50523365,0.03299487,2.712373
585,0,0,0,0,0,0,0,0.6289679,0,1.1621753,0.63640267,0,4.137418,0,0.46661127,0,0,0,0,0.49054086,1.9163495,0.9349729,0.25076944,0,0,0,1.3558604,1.2612574,1.0019172,0,0.23332304,0,0,0,0,0.47903553,0.08919127,0,0
586,0,0,1.0518905,2.744989,0,2.657868,0,0,0.5166432,0,0,0,5.2023993,0,1.5739505,1.1358808,0,0,0.7729003,0,0.46889445,0.6588707,1.7728475,0,0,0,0,0.7733825,0,0,0,0.72214866,0,0,0.34431088,0.78638977,0,0,0
587,0,0,0,1.1573418,0,0,0,0.5593584,0,0,0,2.8903108,0,0,0,1.054835,3.3925045,0.003360356,0,0,0.005506998,0,0,0.058085714,0,0.62485015,0,0,0,1.0547153,0,0.9540018,1.9656608,0,0,0,0,0,0
588,0.85607255,0,0,0,2.5873103,6.5350885,0.9444612,0,0,0.36161193,0,1.3098106,0,0,0,0.1377901,0,0,0,0,0,0,0,0,0,0,1.5767083,0,0,0,0.13977478,0,0,0,0,0,0,0.27343163,0
589,0,0,7.4094114,0,0,0,0,0,0,0,1.5791873,2.1819732,0.80524874,0,0,0,0,0.84297705,0,0,0.4927131,0,0,0,0,0,0,0,1.8867002,1.8003209,0.42910165,0,0.8709097,1.2788366,0,0,0,1.3862154,0.31955045
590,0,2.0638695,3.1802497,1.6044273,0,0,0,0,0,0.3629581,0,0,0,0,0,0,0.24361016,0.057367954,0.36982098,0,0,0.19142945,0,0,0,0,0,0,0.68379104,0,0,0,0,0.69789207,0,0,0,0,0
591,0,3.2728243,3.8259737,0.0572612,0,0.015161909,0,1.8017436,4.017557,0,0,0.732249,0,0,0,0,0,0,0.47038555,0.32881126,0.586938,0,0,0,0,0,0.4051538,0.38344413,0,0,0.32828563,0,1.7027904,1.262929,0,0,1.7261015,0,0.035892185
592,0,4.1091666,0,4.4885855,0,0,0,1.3411,0,0,0,0,0,0,0,0,0,0,0.8764713,1.7331026,0,0,0,1.0304834,1.2410005,0.051107958,0,1.2354015,0.57132405,0,0,1.494996,0,0,0.95693094,0.92623174,0,1.9774034,1.0735896
593,0.065181084,0,0,0,0,0,0,1.0812516,0,0,0.64625645,0.013329354,0,0,0,0.51345825,0,0,1.7867963,0,0,0,1.1143031,0.47892934,1.9788017,2.0505412,0,0,1.427442,0,0,0,0,0,0.2298043,0,1.3897073,0,0
594,0,10.83597,0,1.4024814,0,0,0,0.6992917,1.8378335,0,3.2788367,0,0,4.935521,1.1295156,0,1.026917,0,0,0.4960097,0,1.4180943,0,0,0,0,0.84960103,1.3656595,0,0.63811165,0,1.9110601,0,0.3704648,0,0,0,0,0
595,0,0,0.17255986,1.0951931,2.4766142,0,0,1.1693541,0,0,0,1.6176406,0,8.583199,0,0.5076894,0,0,0,0.73354495,0.51450866,0.3329545,2.785481,2.4776506,0,0,0,0,0,0,0,0,0,0,0.16684562,0,0,0.9074639,0
596,3.9276242,0,1.904474,0,0,0,0,0.4192891,0,0,0,0,0,0.5310551,0,0,1.51508,0,0.58784884,1.0902634,0,0,0,1.8238006,0,0,1.2398975,0.049516875,0,1.4749008,0.33710247,0,0.6752021,0,0,1.0490737,0,0,0.012445333
597,0,6.8459044,0.1521329,0,0.6457082,0.9971954,0,0,0,0.32821977,0,0.5215146,5.2539473,0,0.03523146,0,0,0.07867508,0,0,0,0,0.007433695,0,0,0,2.067054,0,0,0,0.49328366,0,0,0,0,0,0,0,0
598,1.7100588,2.3746896,1.6079897,0,2.8561785,0,0.5761776,2.6703584,0.25667512,0.31719396,0,2.8072472,0,5.02675,1.6786802,1.703751,0,0,0,0,0,0,0,0,0,0,0,0.11177101,0,0.09414639,0,2.454969,1.3866172,0,0,1.1374055,0,0,0
599,0,0,0,0.8215353,0,2.207971,0,0,0,0.08282476,0,0.95835054,3.0325484,0,1.4588488,1.6321992,0,1.3387848,0,0,0.24090056,0,0,0,0.13117336,0.8012875,0.21347171,1.1056807,0,1.9688084,0,0,0,0,0.56269145,0.019286823,0,0,0
600,0,0.004883615,1.1205223,0,0.6920704,2.022986,0,1.2189643,0.9212515,1.2587271,0.0869261,0,4.081044,0,0,1.4399723,0.5581076,4.8104734,0,0.5626086,0,0,0.082207285,0,0,0,1.8746032,0,0.50126696,0,0,0,0,0.7576293,0,0,0.21996424,1.0450319,0
601,0,0,0,0,1.8126454,3.5075052,0,0,0,0.5592851,0,0,0,3.291612,0.07767738,0.23524882,0,0,0.5771384,0.317913,0.51365966,0,2.811245,0.7257263,0,0,0,0.29258946,0,0.31302544,1.5499384,0,3.7970014,0,0.46966872,0,0.090920776,0.36930892,0.031842925
602,3.0319967,0,0,0,0,0,0.8030772,0.22682938,0.84504783,0,0,0,0.7603855,1.7402014,0.09322322,0,0,0.5598242,0.123030655,0,0,0,0,0.95010597,0.43128955,3.4321089,0,1.6550949,0.8294932,0,1.2636904,0.39108163,0,1.4259905,0.62479675,0,1.1679132,0,0.5830041
603,0.458562,0,0,0.24908884,0.066457875,0,0,0,0.19728594,0.23817077,0.69284886,0,3.2889338,0,0,0,0,0,1.0514479,0.8943212,0,0.15060174,0.83005136,0,1.6038944,0,0,0.1002468,0.83773345,0,0,1.0863162,0,0,0,1.1434323,0,0,0
604,0,5.9482174,4.4469485,0,0,0,0,0.5266167,0,0.99075055,0,0,0,1.2917824,3.0255601,0.39084685,0,0,0,1.0235196,0,1.5523802,0,0,0,0.108040206,0,0,0.5431988,0,0.108196005,0,0,0,0.81354654,0.6909017,0,0,1.3530557
605,0,0.24860221,5.2389307,0,0,0,1.6043444,0,0.052412394,0,2.8536747,0.37487584,0.10796331,5.432623,0,0,0.34259954,0,0,0.21768588,0,0.8732519,2.474562,0,0.85300756,0,0,0.979424,0,0,0,0,0,0,0.7614723,0,2.039941,0,0
606,0,0,0,0,0.24873966,0,0.7805069,0,0,0.54772305,0,3.6720746,0,0.24810432,0.77307993,0,0.28006837,0,0,0,0,0.18718845,0,0,0,0,0,0,0.12401366,2.0780835,0,0,0,1.1994569,0,0,0,0,0
607,2.0307715,0,0,0,0,0.5999156,0.81885755,0.36099517,0,0,1.4529632,3.1691062,0,0,0,2.3028173,3.1227996,0,0,0,0.9313286,0,0,0,0,0,0.26699498,0,0,0,0,0,1.366731,0.3793057,0,0,0,0.22856747,0
608,0.932213,0,0,0.32272667,2.2583325,0,0.79669005,0.21459192,0.5803742,0,0,0,0.7733821,1.6860063,0,0,0,0,0,0,1.656824,0.21615283,0.036320094,1.9761822,0,0.16731843,0,0.057669085,0.8258741,1.4307432,0,0,0,0,0,0,0.3708361,0.4367213,1.2689785
609,0,2.1956751,0.21958138,1.6790975,0,0,0,0,0.85219306,0,1.9483471,0,0,0,0,0.38730353,0,0.26730084,0,0,0.074091025,0,0,0,2.2526522,1.6222094,2.3244107,0,0,0,0.3349777,1.8280735,2.6390162,0.012279087,0,0,0,0,0.5188672
610,0,0,0,0,0,0.10639464,0.6656949,0,0.7128745,1.9481547,0,0.6428582,0,0,0,0.7819256,0,0,0,0,1.7449439,0,0.77022445,0.5976331,0,0,0.29067922,1.472993,0.4651637,0,2.4301298,0,0,0,0,1.7195724,0,0.46148282,1.741498
611,0,0,0,0.014392645,0.29259753,0.47050324,1.7565742,0,0,0,0,0,8.185532,0,0.09248047,1.3770812,0.3104649,0.20719826,0,0,0.5353628,0.13687773,0,0.3879771,1.2348651,0.69395614,0,0.60081977,0,0,0,0.086535975,0,0.6430324,1.4207659,0.4902136,0.3585547,0,0
612,0,0,3.0101864,0,2.591382,0,0,0,0,0,0.9642034,0,2.1616423,3.9142365,0,0,0.744805,1.9237776,1.8583969,0,2.0043304,0,0,0,0,0,0,0,1.9775558,2.8296094,0,1.4226279,0,0,0.33547208,0.32565,1.7421057,1.8753831,0
613,1.6826338,0,0,3.0935724,0,0.3938524,0,1.3904449,0,0,0.07960378,0,0,0,0.5642976,0,1.1069914,0,0.12824996,0.14973827,0,0.64072454,0.03288322,1.7057122,0,0,0.22812279,0.26944643,0,0.3442877,0,0,0.23802423,0.06129345,0,0.65797377,0,0,1.1722047
614,0,0.80057514,0.4903066,2.0750241,0,0,1.0169712,0,2.8930788,0.33846882,0,1.755391,1.0620395,4.14501,0,0,1.5032382,0,0,0.01903817,1.2085427,0,0,0,0.6339463,2.3084521,0,0.3129883,1.3756254,0,0.36155206,1.6776022,1.8170645,0.17471364,0,0,1.0493531,0,1.3571135
615,0,0,0,0,0,2.270972,1.1396315,0.2610306,0,1.8599784,0.51146424,0,0,7.297608,0,0,0.8477768,0,0,0,0,0,1.0594088,0,0,0,0,0,0,3.0200288,0,0,0,0.58402425,0,0,0,2.0884004,0
616,1.9747767,0,2.17569,0,3.3989651,0.28134504,2.5803134,0.80868405,0,0,0,3.0390334,0,0,0,1.5996313,1.3247099,0,0,0.62036353,0,0,0,0,0,0,2.9868965,0,0,0.8814321,0,1.1782326,0,0,0,0,0,0,0
617,0,0,0,1.0174538,1.4849985,0,0,0,0,1.5812379,0,0,0,3.081405,0,0,0,0,0.45506367,0,0,0,0.5906198,0,0,0,0,0,0,0.7023894,0.3144913,0,1.5750839,0,1.0770463,0,0,0,0
618,0,0,8.809864,1.4826074,0,0,0,2.9539614,0,0,1.8966858,0,0,1.2268839,0,0,0,1.1079448,0.01857674,0,0,2.0068276,0,0,0,0,1.5010943,1.4630911,1.2335361,0,0,0,0,0,0.10176926,0,0,0,0
619,0.7223813,2.2285275,0.80650324,0,0,0,0,0.95839643,0.39857578,0,0,0.6273687,2.6718285,0,0,0,0,0,0.30958873,0.19313408,1.6407577,0.6787549,0,0.18439351,0,0.5272693,0,1.7964541,0,0,1.309478,0,0,0,0.93148375,0,1.7696686,0,0
620,1.9098036,0,2.2325492,0,0,0,0,0,0,0.73334455,0,0,1.0105244,0,0,0.29648286,0,0,1.1642545,1.7742676,0.32467335,0.1824118,0,0.08439962,1.2160006,0,0,1.456968,0.48860908,1.8972343,0.16536608,0,0.5937833,1.6471444,0,0.21592888,0,1.0713817,1.8057323
621,0,6.135616,0,0,0.7377005,0,0,0.16405728,0,0,0.89105713,0,0,10.02805,1.5455348,0.07711811,0.7035856,0,0,1.5362561,0.22322826,1.2398448,1.1163762,1.7654234,0,0.43877065,0.10091721,0.009687735,0,1.3890427,0.55695385,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0.17949408,0.72700405,0,0,0,0.65653753,0.5755159,0,0.8558754,0,0,2.9214196,0,0,0,0,0,0.3714966,0.21655527,0.47958362,2.083549,0,1.487848,0,0,0,0.3709875,0,0.35206163,0.9465766,0,0,0
623,0,0,1.2261207,0.45479682,0,2.9794533,0,0,0.1048772,0,0,0,4.8025393,0,0,0.4147508,2.40547,0,0.058085002,0.10792976,0,0.35038662,0.40420362,0,1.7553539,0.7768353,0,0.19737254,0,0,1.130923,1.878,1.3010687,0,0.6764404,0,0,0,0
624,0,0.9179077,0,0,0,0,0.33646926,0,2.131545,0,0,0,0,2.3854744,4.059054,0,0.8068649,0,0.7602014,0,0,0,0,0,0.8244258,0,0,0.8717419,0,0,1.2430397,0,0,0.08532476,0,0,0,1.0401088,0
625,0,2.8529823,0,0,0,2.914701,0,0.92724705,0,0.73586243,0,0.33789235,0,0,0,0,0,0,0,0,0,0,0.35140437,0,0,0,0,0,0,1.5726811,0,0.22418495,0,0,0,0,0.151208,0,0
626,0,0,0,0,0.6215107,0,0,0.401918,0,0,1.0864999,0,0,0,0,0,1.0095685,0.6665057,0,0,0,0,0,0,0,0,0,0,0,1.323324,0,0,0,0,0,0,0,0,0
627,0,1.0043986,0,0,0,0,0.6496373,0.2631914,0,0.370572,0,1.8547554,4.885143,0,0,0,0,0,1.9955226,0,3.5130477,0,0.5200768,0,0,0,2.3997927,0,0,2.386343,0,0,0,0,0.4451098,0.33761495,0.62810093,0,0
628,0,0,3.4073422,0.9804292,0,0,0,0,0.5954424,1.6897705,1.1235261,0,0,0,0,0,0.68846923,1.6937507,0,0,1.4546891,0.9413454,0,0,1.2601165,0,0,0,0,0,0,1.2215806,0,0,0.3114333,1.2376608,0.844868,0,0
629,3.135843,0,7.5659375,0,1.3113294,0.36176863,0.89484686,0,0,0.29195932,0,0,0.16049604,0.26444516,0,0,0,0.7307751,0,0,0.91184944,0.73056644,0.9933971,0,0.000552877,0,0,0,0,0,0,0,0,0,2.1185234,0,0.11305255,0,0
630,0,13.272877,0,0,2.5446339,1.2396806,0,0,0,0,1.0659138,0,0,10.464173,1.0472711,0,0,0.32630208,0,0,0,1.8446203,0.11606691,0,0,0,0,0,0,0,0.08639489,0,0,0.3025955,0,0.7650052,0,0,0
631,0,0,0,1.494815,0,0,0,0,0,0,0,0,0,2.0430915,0,0,0,0.10705732,0,0,0,0.7943986,0,0,0,0,0,0,0,0.40377542,0.8005079,0.8400109,0,0,1.1351343,0,0,0,0
632,0.7535852,4.722955,0,2.8559108,0,0,3.7940102,0,0,0.93062127,0,0,0,0,0,0,0.08012489,0,0.27540857,0,0,0,0,0.34791765,1.6344408,0,0,0.53051543,1.4798964,0,0,0,0,0,0,0.1846353,2.1682034,2.5106838,0.45501122
633,0.4994233,1.6604708,1.16938,0,0,0,0,0,0,0.2819197,0,0,0,5.7835507,0,0,0.017955892,0,0.30586848,0,0,0,1.1013138,0,0.037881013,0.049423803,0.40690455,0.5354292,1.0717888,0,0,0,0.30365464,0,0.58092856,0.9115606,0,0,1.31539
634,0,0,0,0.9903723,0.07991006,0,0.44891298,0,0,0.72975034,0,0,0,0.31614414,0,0,0,0,0.24260819,0,2.9108877,0.86475414,0,0.07532398,0.71580523,0,0,3.1227188,1.3878947,0,0,0,0.73521435,0,0.5393277,0,0,0,0
635,6.4462447,0,0.6059996,0,0,1.3705093,1.0620035,2.11411,0,0,0,4.742372,0,0,0,0,0.56812644,2.197426,0,0,0,1.3623551,0,0,0,0,2.8671677,0,0,0,0,0,0,0,0,0,0,0.9624845,0
636,0,7.551518,0,0.6278769,0.7776749,0.2837831,0,0,0,1.9290202,0.40947846,0,0,0.20869875,0,0,1.4433188,0.05791091,0,0,0,0,0,0,0,0,0,0.9860997,0.2646929,1.3494416,0,0,0,0,0,0,0,0,1.2944194
637,0,0,0,0,0,0,0,0,0,0,0.90077984,0,0,0.78574914,0,0,0,0,0.697123,0,2.2085977,0.5956662,0,0,0,0,0,0,0,0,0,0,0.7355288,0,0,0,2.9681582,0,0
638,0,0,0,2.080765,0,0,0,0,0,0.04513236,0.35508898,0,0,0,1.3802717,0,0.64059234,0,2.1931071,0,0,0.63221145,0.6196675,1.7857437,0,2.339111,0,2.1451023,0,0,0,0.4715128,0,0,0,0.7599713,0,0,0
639,0,8.594228,0,1.3197914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0644531,1.6273075,0,1.1295013,0.5510924,0,0,0,1.7197188,3.650666,0,1.7682054,0,0,0,0,0.49956197,1.4072081,0.9428784,0
640,0,0,0,4.507689,0,0,0.4691717,0,2.4001095,0,2.0826433,0,0,0,0.98619145,0,0,0,2.6683104,2.2258441,0,0,3.1715531,1.113483,1.0484862,3.7739701,0,0.33246273,0,0,0,0,2.174293,0,1.0792977,0.1540153,1.955467,0.5463959,0
641,0,0,6.0095453,0.89875907,0,0,0,0,0,0,3.60591,0,0,0,1.1794312,1.465126,0,0,2.212568,1.7480237,0,0.2878124,0.45332673,0.5866676,1.0861689,1.1983976,0,0,0,0,0,2.4304051,0,0,0.43949416,0,2.0576227,0.9230105,0
642,0,0,0,5.959037,0,0,0,0,0,0,0.71204704,0,4.5440345,0,1.5641735,0.26998547,0,0,4.337744,3.4696152,0,2.523479,0,0,0,0,0,0,0,0,1.8991747,2.0319605,0,0,0,0.33648446,3.0162795,0.19930135,0
643,0,0,0,2.879312,0,0,0,0.6331703,1.4962252,0,0,0,0,0,0.45447433,3.9838655,0,0,0.77208996,3.8517032,0,0,0,1.5150956,1.4732147,0,0,0.49695414,0,0,0,0.35119614,0,0,0,0.7288906,0,0.15864807,0
644,3.2544186,0,0,0,1.1166285,0,2.3273752,0,2.0487716,0,0,0,0,0,0.8222451,0,0,0,0,0,0,0,0,0,0,0,0.28339744,0,0,0.15485448,0,4.748703,0,0,0,0,3.4163973,3.732088,0
645,1.2998137,5.723192,0,0.1556121,0,0,2.0870523,0,1.3583331,0.655465,1.011712,0,0,0,3.3543282,0.17713103,0,0,0.7175641,5.1192455,1.7985976,1.563828,0.5201572,3.6918464,0.33730984,6.47013,0,2.4435318,0,0,2.749639,7.297989,0,1.9878958,3.9234464,2.5512404,0.5274413,1.2380145,0.53403896
646,0,0,4.298955,0,0,1.8955649,0,0,13.672494,0,11.600017,5.7686014,10.187891,0,4.7949133,4.195397,1.0585254,0,1.3579651,10.386336,0.92709124,0,1.1153162,0.8462673,0,14.969426,0,1.1907035,0,1.1034219,3.151233,1.922439,0,1.0212431,0,1.1646757,7.696778,10.035078,1.3628448
647,0,6.4067297,1.8463924,2.3143313,0.9490131,5.499169,0,6.57277,3.4232862,0,13.550824,6.0290613,18.63812,3.209133,10.248078,11.481641,0,0,0,7.278566,0,0,2.0423963,2.0798795,4.1233535,9.037206,0,3.1522348,6.274286,0,1.8434602,2.323936,4.320014,13.581801,10.957188,4.2239866,10.721268,7.9670014,4.101345
