x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2.5176008,2.801697,0,0,0,1.8443391,0,0,0,0.8025191,0.7199928,2.4091187,7.065002,0,0,3.433518,0,1.1408509,0.25899297,0,3.7886949,0.81446606,0.70760924,0.90313584,1.632517,1.8901242,1.5765177,3.1072266,0,0.36732,0,1.398297,0,2.5484316,0,1.4768074,0,0
2,0,11.451461,0,0,0.20900069,0,0.25422046,0,2.8811953,0,0,0.912402,0.4487972,0,0.7426004,0.22911942,0,0.21570128,0.02407836,0,1.925726,0,0,1.7080685,1.2718083,0,0,0.5338383,0,0,0,0.9257682,0,1.9464964,0.9062903,1.599325,0,1.8450786,0
3,0,0,0,0,0,0,0,3.6417947,0,0.285892,0,0,0,16.106276,1.4414229,0,1.0741584,0,0,0.9373046,1.0509139,0,0.7668573,2.5726542,0,1.2616067,0,0,5.423469,1.1397705,0,0.21904081,0,0,0,0,0,0.028990995,0.96776253
4,0.41624534,0,0,0.96815014,0.5895387,0.3708257,0,0,0,0,0,0,0,6.4955034,0,0,0,0,0,0,0.79326457,0.7823189,0,0,1.7934117,0.89502865,1.3999318,0,0,0,1.1381083,0,0,0,0.48145464,0,0,0,0.30310002
5,0,0,5.021286,0.36679497,0,0,0,0,0,0.5897344,0.099191375,0,0,3.6731768,0.455136,1.3817773,0.49322528,0,0,0,0,0,0,0,0,0,0,4.6136107,3.7546732,0,0.8075302,0,0.5505598,0,0,0,0,1.1355923,0
6,0,0,0,2.0288858,1.6349229,0,0,0,2.2023852,0,0.24914898,0.7334364,0,1.914133,0,0,1.5426544,1.2736723,1.419125,0,0,0,1.1452088,0,0.4404302,0,0,0,0,0,0.3366243,1.4329627,0,0.8524634,1.6461307,0,0.049553663,0,0
7,0,0,0,3.9148788,0,0.94186985,0,0,0.46328738,0,0.08930603,0,1.4632173,0,1.0747302,0,0,0,1.5188229,0.39587352,0.56282514,1.4540762,1.7561914,0.84551954,1.8873295,1.7536672,0,0.3904659,0,0,0,0,1.7011045,0,0,1.0786499,0,0.4748247,0.7194254
8,0.6710583,6.4049006,0,0.2022534,0,0.91029,0,0,0,0,2.6265893,0.4776469,11.691322,4.0230823,0,1.7611166,0,0,0,1.51968,0,0,0.41179213,0,0,0,0.21586612,0.15696172,0,0,0,2.4520006,0,0,0,0,0.08929131,0,0.5138623
9,0.43215957,0,0.432998,0,0.8452715,2.9599576,0.35036767,0,0.44508284,0,0,0,0,0,0,0.05746835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3856501,0,0,0,0,0.13996449,0,0,0.9219772,0
10,0.60724807,0,0,0,2.8769474,0,1.7100558,3.4661057,0,1.2250232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5997972,0,0,0,0.800509,0.9960484,0,0.2508226,0,0.9667008
11,1.6576694,0,7.921513,2.6214256,0,0,0.6373962,0,0,0.9517732,0,0.88161504,2.5368245,0,0,0,0,0.1827517,0,0,0,0,0,0,0,0,0,0,0.009049594,0,0,0,0,0.28819582,0,0,0.81099796,0,0.4430295
12,0,0,0,0.6356317,0,0,0,0,2.392373,1.4827965,0.17050913,0,3.5273352,0,0.6229587,0,0.12879357,0,0.67519903,2.2673771,0,0,3.5068026,0.7472393,0,0.19494294,0,2.889804,2.9779794,0,2.0067205,0,0,0.08980712,0,0.47071022,0,1.0427928,0.555331
13,0,6.006994,0,2.443658,0,2.3732214,0,0,0,0,2.8392875,2.5894058,0,0,0,0,0,0,2.2588353,0.72702646,0,0.82561207,0.08691782,0,0,2.484318,2.7716823,1.4069818,3.4472039,0,0.16545986,0.37904882,1.9817507,0,1.9216079,0,1.7516274,0.26534316,0.15102082
14,0,0,0,0,0,0,4.9046655,2.0454047,0.67909735,0,0,0,1.2872026,0,0.24718767,1.3290038,1.2573509,0.9935292,0.6938748,0,0,0,3.3415782,0,0,0,0,0.6171092,0.62947166,0,0,0,0.3332484,1.3469664,0,1.6954672,0.11396945,3.5094187,0
15,0,0,4.4484577,0,0.95750666,0,0,0,0,0,2.8863947,0.5422252,0.77941716,0,0.029458687,0,0,1.8993129,1.7939973,0,0,1.3464961,0,0,0.45991245,0.5397969,0.046843357,0.032043442,0.84161127,0,0.86046493,0,2.2975163,0,1.6173943,0,0,0,0.23888315
16,0.5563084,0,0,0,0,0,0,0,0,1.2258853,2.9776683,0,6.209087,5.033297,0,0,0.794846,0,0,0,0.24495983,0.37541723,0.2594161,1.2197123,0,0.1939526,0,0,1.1447576,0,0,0,0,0,0,0,0,0,0
17,2.3373375,0,0,0,0.27180827,0,0,0,0,0,0,0.18053804,0,0,2.4668927,0,0,0.7906943,0,0,0.39047307,0,0,0,0,2.535215,0.74129826,0.06619888,0.3337195,0,3.291679,1.6986129,0,0,0.19820258,0,0.40781003,0,0
18,0,12.237656,0,1.6037879,0.8465457,0,0,0,0,0,0,0,3.3785157,0,0,0.43122846,1.90085,0,0,0,2.7915738,1.2576128,0,1.4298838,0,0,0,0.17317809,2.8215628,0,0.3335871,0,0,0,0,0,0,0,0
19,0,0,0,0,1.1237051,2.5902085,1.3518745,0,1.7233144,0,2.0910244,0,0,0,0,0,0,0,0,0,0,0,1.1171738,0.49238673,0,0,0,0,2.1689942,0.49920434,0.18134427,0,1.5346504,0,2.7579758,0.031004617,0.34309962,0,0.45132402
20,1.8841869,0,3.1100962,2.0212374,0,1.1950386,0.8868618,1.8492064,0,0,0.6725581,1.231456,0,0.030429406,1.2368381,0,0,1.6734306,0.4141841,2.9764795,2.2857206,0,1.5745714,0,1.0687959,1.3014185,0,3.7136095,0,0,0.9886879,0,0,0,1.059394,0,0.013665685,0,0
21,1.1456258,0.9297157,0,0.35808966,0,0,0.05966957,0.28799906,0,0.15286578,3.0963771,2.2653537,0.9545752,0,0,0,1.4444376,0.4476955,0,0,0.3698085,0.8330774,0,2.7278695,0,0.6083153,0.027553868,0.73851305,0,0.3321435,0.41755503,0,3.065052,0,0,1.9938699,0,0,0.37356994
22,0,2.2353773,0.021322276,1.0832393,0,0,2.3730905,0,1.0214179,0,0,1.7296339,0,0,0,0.3444709,0,0,1.1828207,0.14353973,1.046674,0,0,0,0.98023707,0,3.1022992,0.9684559,0,2.6650357,0,1.9624485,0.23462501,0.50074476,0,0.14803171,0,0,0
23,0.11915657,0,0,0.5072007,0,0,0,0,0.50773525,0.33348227,0,0,4.4501624,0.56103384,0.43390927,2.375851,0,2.3582914,0.7184339,0.031437956,0,0,0,1.2697518,0,0,0,0.2879269,0,0,0,0,0,0,0,0,0.77343863,0.5997377,0
24,0,6.6157036,0,0,3.5693653,1.0238523,0.39466748,0,0,0,0,1.1269293,3.3486724,0,0,0,2.5937176,0,0,0.13070665,0.53551793,0.06616754,0,0,0.18229152,0,1.8251528,0.28976253,0.64822656,0,0.13534458,0.11448786,0,3.514587,1.3623625,0.6041804,0,0,0.5152637
25,0,0,8.621163,0.036017954,0,0,1.373727,2.4791062,0,0,0.6700247,0,0,0,0,0.4840256,0,0.7384615,0,1.6595591,0,0.29633936,0.32824376,0,1.1805372,0,2.4665716,0,0,0.21816374,0,0,0.41608146,0.27193004,0,0.7453356,1.2860627,0,0
26,0,0,3.376211,0,0,0,1.1715595,0,4.7557178,0,0,0,2.904775,0,0,0.41237697,0,1.9813551,0,1.6075802,1.6665748,2.8163402,2.437968,2.0166185,0,0,0,2.783198,0,0.09828717,0.52825695,0,0,0,0,0,0.25573602,1.3042759,0.5644319
27,1.3867264,1.1348664,0,0,1.2999842,1.2919273,0,0.022209136,1.6700922,1.1460787,0,1.1459811,1.4182522,4.5629625,0,0,0.059210368,0.33388504,0,0,0.05411398,0,0,0,0,1.8754514,0,0,0,3.250379,0,0,0.46067882,0,0,0.05905154,0,1.0199457,0
28,0.42166194,5.7422967,0,0,0,0,0,0.01856444,0.072059594,0,0,0.40745693,2.1196768,6.0293927,0,0,0,0,0.7797042,2.0016932,2.6661928,0,0.654132,0,0.5896537,0,0,0.3511339,0,0.4287356,0.58032805,4.795745,3.4403715,0.03159827,0,0.27216205,0,0,1.5911608
29,0,6.1078176,2.6448362,0,0.4902837,1.8797128,0,0,1.5328792,0.037729584,0.04840822,1.0343878,0,0,0.40715232,0,0.3592819,1.5130191,0,0,0.83875096,0,0,0,0,0.07876205,0,0,0,0,0,3.2786667,0,0.32880005,0,0,0,1.1722398,0
30,0,0.011079517,0,3.3869014,2.4269116,0,0,0.81886125,2.333976,0,0,0,0,0,0,0,0,0,1.0297995,1.068304,0,2.6051056,0,0.9146925,0.8214556,0.574701,0,0,0.3782481,0,0.22550915,0,0,0,0.13813275,0.21260692,1.6704512,0.72769713,0
31,0,0,1.1400971,0,0,0,1.0310702,0,0,0,0,0,4.1608663,0,0,0,0.17680718,0,0,0,0.7664091,0,1.3174863,0.55842316,0,0,1.3041089,0,0,3.7616723,0,0.9322625,0.43336973,2.6772926,0.1260845,0,0,0,0
32,0,0,2.7088656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49719703,0,0.58548015,0,0,0,0,0,1.1988144,0.99236816,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0.3122775,0.2799861,0,0,0,1.635967,0,0,0,2.5496376,0.061553594,0.20041652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1.1239666,4.298806,3.2231452,0,2.167781,0,0,0,0,0,0.093220346,2.6160853,0,2.857814,0.4543789,0,0,0.44332638,0,0,0,0,0,0,0,0.19919181,1.2973231,0,0,0,0,0,4.0252256,2.6382847,2.056512,0.390678,1.1656191,0,1.4447771
35,0,0,0,0,0,0,0.8196925,1.3641514,0,0,1.5929002,0,5.9736004,0,3.8918266,0,0,0,0,0,2.9301677,0,0.6148861,0,0,0,0,0,1.7930698,0,0,2.806736,0.45394564,0,0,0.1349305,0,0,0
36,0,2.930507,0,0,0,2.2841656,0,0,0,1.5284432,0,0,0.4191333,3.5129702,0,0.53277194,0,1.1462076,0.77442664,0,0,0,0,0,0,0,0,0,0,2.5792289,1.2145281,0,0,0.588484,0,0,0,0.10118793,1.0951483
37,1.0939206,0.33529478,0.62389916,0,0,0.117881924,0,0.5505533,0,0,0,0,3.4386988,0,0.7179324,0,1.6057525,1.1097986,0,0,1.1276305,0.81393206,0.52302057,0,0,0,0.84624,0,0,0,0,0,0,0.3859213,0,0,0,0.10807183,0
38,1.4445325,0,0,0,0,0.7470719,0,0,2.980881,0,0,0,0.19115035,5.735184,0,2.8266678,0,1.4956102,0,0,3.5925431,0,0,0,0,0,0,0,0,0.7304709,0,0,0,1.5287666,0,0,0,0,0
39,0,2.0092263,2.5155852,0,0,0.13537815,0.015063315,1.0424366,0,0.96829313,0,0,0,0.5078018,0,0.583097,0,1.2112138,0,0,1.0682833,0,0,0.47738478,0,3.3058848,2.0084505,0.36251217,0.85728985,0,0,0.4457721,0,0,0,0,0.10331404,0.6137542,0
40,0,0,8.770863,0,1.1158403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15960917,0,2.746133,0,0,0.591538,0,0,0,0,0,0,1.4219646,0.03851432,0,0.04012632,2.0321558,0.69558233,1.3877808,0,0
41,0.3718003,0,0,0,0.38416722,1.0221503,0,0.3091799,0.99243975,0,0,0,7.6298413,2.500688,1.3937745,0,0,1.2701597,0,0,0,0,0,0,0,0,0.062198527,0,0,0,0,0.14185308,0,0,0,3.0792546,0,0,0.90845644
42,1.8604345,9.597679,3.911756,3.2318552,0,0,0,1.1430206,0,1.5299858,0,0.36741748,0,0,0,0,1.8993629,0,2.1818826,2.4390898,0,2.5017328,0.6587389,0,0.49371153,1.236377,0.41667226,2.1589444,0.27332923,0,1.0470771,0,0.61030895,0,0,0,0,0,0
43,0.16686897,0,4.709135,0,0.006337559,0,1.1565443,0.012071473,3.6552873,0.95202994,3.1716373,0,0,0,0,0,0,0.12001372,0,1.8021048,0,0,2.5427184,0.27044153,1.5175365,1.1173756,0.74176294,3.3663585,0,0,0,0,1.4308304,0.13416035,0.08897205,0,3.6925333,0.3654439,0
44,0,0,0,1.0017035,0,0.011082565,1.644441,0,0,0,0,0,0,1.8666492,0,0.46242452,0.25607845,3.1407256,0.69499445,0.8974306,0.9225869,0,0,0,0,0,0,0.61396384,0,0,0,0,0,1.7010612,0,0,0.5907285,0,0.47566995
45,0,0,0,0,0,0,0,0,0,0.17751878,0.83798313,0.19156888,3.7170756,8.084006,0,0,0,1.4508877,0.27835727,0,2.12227,0,0,2.333137,0,0,0.8103318,0,0,0,0,0,2.1895654,1.1754501,1.2011405,0,0.8252788,0,0.0804092
46,1.309915,0,2.6558988,0,0.34589475,0.21529421,0,0.41659763,1.8939729,0,0,0,0,0.28125653,0,0.9522266,0.87086433,0,0,0,2.0546114,0,0,0,0,0,0,1.268845,0,0,0.27104354,1.1191412,0.2019428,0,0.64492714,0,0,0.09654284,0
47,0,1.6440223,0,5.410892,0,0,0,0.10664541,0.53516424,0,0.4708319,0,0,0.90220237,1.7161704,1.0720563,0,0.36451954,1.5830321,0,0.9366697,0.29139078,0,0.64960545,0.62011594,0,0,2.2133014,1.7112563,0,1.5153644,0,0,0,0,0,2.772184,0.2619038,1.2844323
48,0,6.0989738,0,1.545631,0,0,0,0,2.3850565,0,0.99640816,0,8.801935,0,0,0.89722955,0,0.6714868,0,0.20646961,1.4364405,0,1.4603144,0,0,0.071928106,0,0,0,1.1365143,0.106792346,0,2.6751337,1.0948247,0,1.1015621,1.1034983,0,0
49,1.3406719,0,4.243834,0.25982565,0,0,0,0,0,0,1.6910894,0,0,4.980955,0,0.52085245,0,0,0,0,0,0.59444195,0,0,0.21000606,0,0,0,0,0,0,2.5734859,0.248812,0.18581496,1.8169794,0,0,0,0
50,0,0,0.088251024,0.0647122,0,3.1843774,0.3572789,1.8624281,0,0,0,0,7.7382064,0,0,0,1.331899,2.02856,0,0,0,1.011126,0,0,0.17688644,0,0,0,0.71569324,0.22946335,0,1.5075711,2.1242027,0.9192688,0.23941478,0,0.74017304,0.3797385,1.4025735
51,0,6.135974,0,0,0,0,0,0,0.28451967,0,1.0534003,0,0,0,0,0.26170984,0,0,0.502601,0.9234519,0,0,1.2499285,2.5759473,0,0,0,1.9260732,2.1852586,0,0,0,0,0.25884756,0,0,0,0,0.6932263
52,0,0,0,0,0,0,0,0,0,0,1.8328242,0,0,3.694183,1.5589633,0,0,0,0.83715606,2.9730783,0,0.6079605,0,0,1.599618,3.6931927,0,3.4415307,0.35555953,0,0.97187275,0,0,0.43869,0.006776587,0.18728708,0.96496856,0.6723809,0.47609487
53,0,0,0,0.77699727,0.7358387,0,0,0,0,0,0,3.120359,3.7426841,5.2298274,0,0,0.8179888,0,0,0,3.343505,0,0.91667116,0,0.029226035,1.3265501,0,0,0,0.2476768,1.1919771,0,1.4104917,1.336987,0,0,1.0055187,0,0
54,0,5.8440228,6.961097,0,0.71225214,0,0,0,0.7483575,0,0,0,0,0.20276001,0.33094144,1.0107355,0,0,2.577111,0,0,0,0.82110447,1.1889585,1.6422223,1.9421705,0.9064113,0,0.7068541,0,0,0,0,0,1.4155221,0.4605176,0,1.6623119,0.008094309
55,0,0,3.5016344,0,0,1.3816057,2.1136901,0,0,0,0,1.8015492,3.4280505,0,1.0410572,0,0,0,1.640827,0,0,0,0.68660647,1.5183802,0,0.8736915,0.40564403,0,0.167815,0,0.12855597,0,0.23653817,1.7268975,0,0,0,0.4288811,0
56,6.0310388,0,0,1.3753206,0,2.3048298,0,0,0,0,0,0,0,0,0.33356968,0,0,0,2.2053688,0.24274199,0,0.53109777,1.6090065,0,0.4696521,1.0064476,0.04001508,1.6609867,2.2012718,0,0,0,0,0,0,0,0.11651776,1.8889365,0
57,0.90985644,0,0,0,2.6938376,2.0567663,0,0,0,1.3516625,0,4.098833,0,0,0,0.15782307,0,0,0,0,0,0,0,0,0,0,1.1299875,0,0.044925768,0,0,0,0,0,0,1.19203,0,0.044910163,0.15921195
58,0,0,2.985692,0,0,0,0,0,0,0,0,0.6675938,0,2.085511,0,0,0,0.108206786,0,0,1.0867792,0.42538318,1.3099425,0,0,0,0.3366947,0,0,0.78214526,0,0,0,0.5086481,0,0,0,0,0
59,1.0323117,0,0,0,0,3.178113,0.002578275,2.2991078,0,3.0002344,0.50605476,0,0,0,0,0,0.7676032,0,1.5561166,0,0,0.022552185,0,1.0446233,0.8787622,0.14381479,0,0,2.7280314,1.0731931,0,1.639121,1.0076056,0.15378278,0,0,0,0,0
60,2.1132615,0,0,0,3.2086473,0,0,0.81593454,0,1.2717203,3.8783588,0,5.204971,0,0,0,2.157364,1.3564454,1.9421818,0,1.15563,0,0,0,0,0,2.3781166,0,1.1093042,1.2206135,2.4356582,0.5219897,0.63650614,0.2678777,0,0.058915716,0.36168683,0,0
61,0,1.1801658,0,0,0,0,0,0.1777009,0,0,0,0,0,1.2945731,0.04977865,0.55691653,0.7701506,0,0,0.13035823,2.35981,0.24033734,0,0,0.20855373,0,0,0,0,1.6959711,0,0,1.7290344,0.916839,0.56578624,0,0,0,0
62,0,6.4503427,0,0,2.826558,0,0,0.5195567,1.8091886,0,0,0,0,0,0.19910364,0.9996931,0,0.627963,0.26254418,0,0,0.20156792,0,0,0,0,0,0.29653585,0,2.7522175,0,0,0.04387506,2.227032,2.9949286,1.5105628,0.9623782,0,0
63,0.7667677,11.393648,0,2.239852,0,0,2.9484656,0,0.43131703,0,0,0,5.887484,5.5174036,1.2466339,0,1.8404902,0,0,0.15167183,4.0236344,0,1.6735626,0.8342948,0.92163193,0.9456655,2.451231,0.8041704,0.89257705,0,0,1.5964559,0,2.2891955,0,0,0,0.19435002,0
64,0,0,0,0,0.7243216,2.382331,0,0,3.3342128,0,0,0,0,0,2.1926694,1.4098985,2.4324243,1.6427718,0,0,1.1513058,3.0499544,0,1.8072056,0,0.77889186,0.47976363,0,0,0,0,0,0.3524758,0,0.6108008,0,0,0,0.09669064
65,2.7362418,4.8669047,0,1.9483167,0.81822705,2.0531943,0,0.93619657,0,0,0.3584803,0,0,3.27885,0,0,0,2.032229,0,0.7634941,0,1.6026567,0,0,0.54011977,0.77640116,0,2.1765904,2.6173463,0,2.0648823,0,0,0.79419094,0,1.0966545,1.0174665,1.893267,0
66,0,0,0,0,0,0,0,0,0.452345,0,0,0,0,0,0,2.343083,0,0.6348504,1.4122753,0,1.7558675,0,0,0,0,0,0,0,0,0,0,2.0574312,0,0.6761417,1.7282572,0,0,0.6080213,0
67,0,0,3.44422,0,0,0,0,0.58787566,0,0,0,0.48668066,0,0,0,0,0,0,0.31789792,0,0,0,0,0.12588473,0,0,2.1081223,0,0,0,0,0,0,0,0,0,0,0,0
68,0.37076178,0,0,0,1.2486542,1.198284,0,0.319061,0,1.4161055,0,3.9632552,0,0,0,0,2.271758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23694913,0,0,0,0,0,0.33007628,0,0
69,2.9033797,0,0,0.28334743,0,0,3.052605,2.311369,0,0.50674564,1.515342,1.2319491,0,0,0,0,1.0818443,0.054617755,0,0,1.3080897,0,0,0,0,0,2.2867444,0,0,0.7498432,0.4660189,0,0,0,0,0,0,0,0.38805047
70,0,0.2736857,0.52185774,1.5273898,0,0.6988817,0,0.9258335,0,0.11076805,1.5559425,0,0,0,0,0,0,0,0,1.4517876,0,0,0.41487795,0,0,0,2.0384061,0,0.23210934,1.4959036,1.4812883,0.03658702,0,0,0,0,0,0.108062744,0.1871348
71,0.095487595,0,4.5893936,0,2.3194225,0,0,0,0,1.2189622,0,1.0728711,0,0.88865596,0,0,0,0,0,0,0,0,0.14031261,1.26857,0,0,0,0,0,0,0,0,0.38123062,0,0,0,1.111367,0,0
72,1.7602634,6.160949,0,0,0,0,0,2.7308822,2.5714698,1.6490425,0,0.53090966,3.1144078,5.349407,0,0,0,0.73688203,0,0.22415002,0,0.8589415,0,0,0.38500497,0,0,3.52015,4.2971945,0,0,3.5089824,1.9770774,0,0,1.3185961,0.905412,0.94522727,0.47266412
73,0.9928678,7.589689,0.034500837,2.1593158,0,0,0.1886833,0,0.6070969,0,0,0,7.4606447,0.2916211,1.0774561,0,0.51795685,0.91748565,0,1.5025933,0.12949365,1.8914709,0,2.243188,0.8006067,0.61168057,0,0,0,0,0.9701007,0,0,1.7358301,0.084200725,0.48686758,0,0,0
74,0,2.7061129,3.121638,0,1.3986086,0.9168274,0.81383747,0,0,0,0,0,0,5.6440873,0.46039903,0.5597934,2.0523198,1.4913496,0,0.5397699,0.62935376,1.3552824,0,0,0,0,0,0,0,0,0.036298238,0,0,0,0,1.215934,0,0.81623036,0
75,0,0,0.11690229,0,0.7637781,0,0,0.08743536,0,0,0,0,0.1927391,2.416402,0,0.03213901,1.1843373,0,0.32669184,0,2.5720396,0,0,0.5113466,0.83791846,0,0,3.8381665,0,0,0,0.39119753,0.10272103,0.18698844,3.0173783,0.7479178,0.23441933,0,0
76,0,7.8183393,2.0273747,0,0,0.4888908,0,0,0,1.7776937,0,2.585022,3.824866,1.4813309,0,2.0190656,0,0,0,1.1680783,0,0,0,0,0,0,0,0,0,0.000517632,0,0,0,0,0,0,0,0.45123905,0.35148624
77,1.8988006,0,0,0,1.4740357,0.40765083,0,0,0,3.0899708,0,2.4293773,0,0,0,0,0.3608024,0,0,0,0,0,0,0,0,0,2.5071015,0,0,0.550674,0,0.06611061,0,0.697999,0,0,0,0.1105199,0
78,0,0,0,0.11341154,3.774938,0.44215965,0,1.0682737,1.2608215,0.6497499,1.741366,0,0,0,0,0.5743947,0,0.4185897,0.58513606,0,0,0,0.27649254,0,0,0,0,0,0,2.1131709,0,0.58826816,0,0,0,0,0,0,0
79,0.4742002,0,3.3630385,0.6226745,0,0,0,0,0,0.81311363,0,0,4.329772,0,0,0,0.68425673,0,0,0,0,0,0,0,0,0,1.3768904,0,0,0,0,0,0,0,0.12624238,0,0,0,0.69862205
80,0.1680683,0,0,0.47492024,0.69777924,0,2.0702186,0,0,0,0,0,0.037863985,0,0,0,0,0,1.6847569,0,0,0.17693023,0,0,0,0,0.8482925,0.035797168,0,0,0.24331683,0,0,0,0,0.054741465,0,0,0
81,0,0.11321425,5.174488,0,0,1.880976,0,0,1.4255619,0,0.7851048,0.8832058,2.0869699,0,0.47506633,0,0,0.16823764,1.6356975,0,0,0,0,0.53974044,0.11659822,0,0,0,0,0,0.12944372,0,0,0.47120115,0,0,2.1863544,0.42354298,0
82,0,14.003608,0,0,0,0,0,0,0,0.1944978,0,0,0.10004964,0,2.261282,0,0,0,2.1530266,0,0.14153117,0.30173576,0.99115914,0,0.03415549,0.99706846,0,1.3400282,0,1.0646797,0,0.35985014,0.4402189,0.9478308,2.0343783,0.3353475,0.07412074,0,0.5528389
83,0,0,0,0.31542003,0.55882776,0,0,0,0,0,0,1.1564875,0,7.100151,1.1841342,0,0,2.5659351,0,0.35687956,3.7191536,0,0,0,2.9478445,1.497805,3.5763211,0,0.58439136,0,0,0,1.3322701,0,0.16837811,0,0.3964136,0,0
84,2.5445871,4.801711,0,0.3790656,0,0.5460699,2.1005356,0.55455315,0,0,0,0,0,0,1.3499388,0,0,0,0,0.5908375,0,0.07070988,0,0.10561657,0,1.4163786,0,0,0,0,0,0,3.0958254,0,0,1.1205131,1.7612828,0.28280768,1.3442789
85,0,6.4079494,0,0,0,0,0.1280774,0,0,0,2.008103,0,0,0,0,0,0.09223243,0,0,0,0,1.0227228,0.468139,0,0,0.001161489,0,0,0,3.3999772,2.0732646,0,0.16439617,0.0977314,0,0,0,0,0
86,3.0502923,0,0,0,0,0,2.6640906,0,0,1.3188846,0,3.3364792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0404872,0,0,0,0,0.3463084,0,0.38606292,0,0,0,0,0
87,0,0,0,0,0.5460024,0.13473967,0,0,0,0.030810697,0,1.6155276,0,0,0,0.06316259,0.2375331,0,0,0,0,0,0,0,0.27306956,0.45263305,0,0,0,0,0,1.7448711,0,0,0,0,0,0,0.35996318
88,1.7992715,6.0176454,0,0,0,4.80434,0,0,0,0,0,0.12697214,1.0294765,0,2.9361978,1.0305454,0.8729517,0.96368176,0,0.73516923,0,0.6334451,0,0,0,0,0,0,0.008648508,0,0.31880084,0,0,0,0.49009228,0.40492985,0,0,0
89,0,0,0,1.783899,0,0,0,0,0,0,0,0,0,0,0,2.3064709,0,0.5534807,0,1.5158805,0,0,0.7786974,0,1.0298384,0,0,0,3.9314988,2.1843395,1.1295625,0,0,1.9649291,0,0,0.33547407,0,0
90,0.31663135,6.533994,0,0,0,0.48585102,0,3.0867732,2.6803901,0.05165774,2.4083316,0.7131425,3.191663,4.8433723,0,0,0.61309695,0,0,0,2.0847256,0.59787446,0,2.0343919,0,0.71302587,2.3027804,0,0.31239268,0,0,0,0.40042415,0.06270852,0.7218316,0,0.71471316,0.4389857,0.18869536
91,0,0,11.163969,0,0,0,0,0,0,0,0.55269355,0.44391108,0,0,0,0,0,0.18897259,1.0530139,2.795506,2.1830153,0.006594926,3.686213,0,0,0.148348,0,4.6028194,0.80747485,0,0,1.4348819,2.2257876,0,0.94216096,2.638679,0.7730461,0.5960237,0.93301404
92,0,7.221146,0.7913208,3.2348669,0,0,3.333555,0,0,1.029961,0,0,2.91693,2.0469432,0,0,0,0,1.2008014,0,0,0.79097193,0,0,0,2.0845838,0.8630221,0,0.8868225,0,0.47260013,0,2.8050213,0,0,0,0.019379662,0,0
93,2.8637064,0,0.24491271,0,0,0.79148453,0,0,3.0282972,0,0,0.23741758,1.5445256,2.829389,0,0,0.32940158,1.1144999,0,0,0,0.21726906,0,0.62482196,0,0,2.183869,0,0,0,0.22294655,0.22642043,0.26492187,0,0,0,0,1.6695439,0
94,0,2.2030659,0.8870578,0,1.3794959,0,0,0,0,0.9790725,1.4901017,0.9147754,0,3.6108267,0,0,0,0,0.70732516,0,3.419908,0.37182823,0,0.7637642,0.09011288,0.9309337,0,0.9047819,0.123668306,0,0,0.2933595,0,0,1.366788,0,0,0.26623094,0
95,0,0.8153776,0,0,0,0,0,0.091768645,0,0,0,0,0,0,0,2.8863285,0,0,0,0,0.17872941,0,0,0,0.7600552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2.1697533,0,0,0,0.46101442,0,0,0,0,1.6776013,0,2.0891514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41570443,0,0.5861453,2.2280996,0,0,0,0,0,1.7147909,0.92913955,0,0
97,0,0,1.4362046,0,0,0.14424221,0,1.3930738,2.1474442,0.21636923,0,0,0,0,0,1.4605213,0.70286715,0,0,0,1.1540717,0,0,0.47078323,0,0,0,0,0,0.8641643,0,0,0,0.124520406,0,0,0,0,0
98,8.233727,0,1.6288227,0,0.22456549,0,1.0615938,0,0,0.16438122,0,0,0,0,0.20925671,0,0.1395773,0.39621234,0,0,0.08331521,0,0,0,1.1168638,0,0.6318453,0,0,0.85600567,0,0,0,0.75239336,0,0,0.37506372,0.80014217,0.45466247
99,0,1.6640452,6.647855,0,0,2.5769804,0,0,0,0.068095155,0.83808357,0,6.880327,7.5743117,0,1.3831167,0.9238942,0.5384908,0,1.0925897,0.9567313,0,0.31675464,0,0,0,0,0,0,0.19098398,0,0.9950975,0,1.9709814,0,1.3015219,0,0.99505764,0
