x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024
136,0,0,0,0,0.050338566,2.237933,0,0,0,0,0.43255866,0,0.3064344,0,0,0.27201045,0.37143394,0.33914167,0,0,1.4105,0,0,0,0
137,0,0,0,0,0,0,0.5564559,0,0,0,0,0.9179825,0,0.20386125,4.0187945,1.1848427,0,0,1.2721956,1.7801654,3.7770543,1.1365868,4.8387814,0,0
138,0.032898873,1.1985662,0,0,0.21050523,0,0,1.0994111,0.07573306,0.09327149,0,0,0.90075815,0,0,0,0,5.3941374,1.0780606,0,0,1.0192051,0.9021622,0,0
139,2.0106077,0,0,1.2111138,0,0,0,0,0.45450187,0.3349213,0,0,0,0,0,0,1.0611894,0,4.2940664,0,0,0,1.2209026,0,0
140,0,0,1.1028222,0.2014398,1.6731377,0,0.47232723,0.03969138,0.20771445,1.0889965,0,0,0.18363445,0,0,2.3226576,0.6112723,0,0,0.5596903,0,1.7109904,6.604344,0.15785652,0
141,0,0.41555065,0,0,0,0,0,0.9451575,0,0.95177156,1.2544118,0,0.19213945,0.23939395,0,0,0.05934677,2.1721592,0,0,0,0.652005,6.741086,0.50872624,2.1244876
142,0.23462807,0.77800906,0,0,0.09408603,0,0.15116537,0,0,0.7481705,1.7422886,0,0,2.6032646,1.4978888,0,0.31102324,0,7.527935,1.2892251,0,0,0.7063187,0.7855387,5.144006
143,0,0,0,0,0.5229026,1.8243362,0,0,1.1421703,0,0,0,0.47531638,0,0,0,0,5.216214,0,0.17646967,0,0,0,0,0
144,0.37945428,0.045913402,1.5801126,0,0.26620004,0,0.45045775,0,0,0.5631978,0,0.4071012,0,1.9731885,0.6012837,0.80799896,0,0,0,0,0,0.4372036,0,0.63541174,2.2251906
145,0,0.3312264,0,0,0,0,0,3.0671728,0,0.3393329,0,0,0.3818682,0.51054525,1.7475399,1.9969081,0,0,0.853261,0,0,0,0,0,0
