x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022
31,0.4299049,3.868258,6.181006,0.9963326,4.374049,0,0,0.76250637,0,0,6.359271,0,5.955466,0,0,20.389303,3.0562124,2.3577065,1.0252509,5.190928,0.39276648,21.555279,31.629644
32,0,3.383562,9.080361,4.347135,0,0.6001042,1.3102598,9.003953,0,0,0,0,0.012335764,0.7772581,0,57.862453,0,2.2177353,4.150792,0,0,16.898573,14.094092
33,2.1559553,0.1167494,8.366461,0.32342598,0,3.9689076,5.117354,8.625217,0,0.43267223,4.9833016,0,0.22821058,1.8507487,0,13.386509,0,0,9.007954,0,0,2.2742906,0
34,0,1.5790759,0,0,3.261745,0,0,0,0,0,0,1.5184647,3.104808,0,1.2584329,5.1690655,0,0.70191705,0,2.6770027,1.2453387,0,0
35,0,0,4.9849324,0,0,0.09735439,0,0,1.6796514,0,0,3.033047,0.052937906,0.15873946,0,0,0,2.229795,0,0.02487896,0,6.399265,0
36,0,0.4505104,14.9848585,0,0,0,0,0,0.20676738,0,0,2.10285,0,0,0,1.9211612,0,0.57975316,0,3.0595944,1.603043,1.0551584,0.24142155
37,0,2.2226758,1.4902865,2.6360161,0,0.09786059,0,8.720844,0,0,0,0,9.993685,0,1.9105619,0.7356013,4.087272,2.2399764,11.444748,0.91957897,0,12.965045,14.511059
38,0,0,0,4.5104427,0,1.5309695,0,5.923074,0,0,6.3778877,0,2.7521076,0,0,3.0747764,0.58934915,0.52078956,1.5271388,1.566664,0,14.477874,1.3888252
39,0,0.06789087,0,2.728146,0,0,3.0511577,5.7333407,0,3.2767746,1.8185544,0,1.1933128,5.5346746,0,9.691716,5.203332,0,18.49367,0,0,14.014586,10.149084
40,5.106251,0,0.39913446,0,0,0.6833021,3.7721586,5.7890263,0,1.0790035,0,0,2.0503302,0,0,5.726461,0,0,0,2.1083605,0,16.040606,13.565518
41,1.4392078,0.3040393,7.162172,2.1035511,0,2.4536219,0,0,0,0,3.0069523,0,3.6966057,0.00932942,0,3.3071032,3.0700407,1.4292034,11.538262,8.284128,0,12.555887,0
42,4.6446834,1.0290955,2.0098047,5.146669,0,4.5385723,6.2182407,3.0168078,0,0,0,0,7.1831203,2.2075658,0,8.432316,1.4980049,0.98879236,1.1749002,0,2.5978074,2.3777506,6.6085334
43,1.1437737,3.5333188,5.865331,0,8.170799,3.2121222,0,0,0,2.417362,0,2.9780824,1.842939,3.0129397,0.79526454,3.2440667,0,2.149107,0.70035595,2.5745003,0,14.53346,2.6526504
44,0,0,3.2915633,5.467971,10.69521,2.8226256,2.3633287,0,0,1.0647442,1.541502,0,3.0833488,0.57098836,0,0.5047058,9.18474,6.709318,19.496548,2.4857774,0,5.714718,0
45,0,0,0,0,0.21417066,0,0,0,0.38197473,0,0.18355832,0.32779136,0,0,0,6.1072516,0,0,6.852059,1.4661944,0,0,0
46,0,0,0,0,1.6896961,0,3.0888593,3.067864,0,0,0,1.1565262,6.565328,2.099825,1.9853072,0,0,0.15218872,3.1431952,0,4.264362,0,0
47,0,0,0,0,0,0,0,0,2.4016054,2.4391954,0,0,0,0,6.633116,0,0,0,0,0,2.2840955,0,0
48,0,0,0,0,0.05623708,0,0,0,1.6271727,0,0,4.9376273,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,1.8920476,0.5530647,0,7.201979,0,0,0.08372904,0,0,0,0,0,0,0,0
50,0,0,0,0,7.5605063,0,0,0,1.8313537,0,0,1.5738691,0,0,7.907862,0,0,0,0,0,3.1652787,0,0
51,0,0,0,0,0,2.8289096,0,0,0.5312217,0,0,3.36476,0,0,6.6095853,0,0,0,0,0,0,0,0
52,0,0,7.132075,0,5.9865246,0.9669795,0,0,1.3243668,0,2.8837652,6.640164,3.4765933,1.4885093,0,0,0,0,0,2.219712,0,0,0
53,0,0,0,0,0,0.8065544,0,0,0.7050884,0,0,1.9423395,0,0,0.6171857,0,0.9908357,0,0,0,0,0,0
54,1.3135453,0,13.046298,5.7379956,0,0,0,0,0,2.8986228,1.1497242,0,2.2469516,0,0.6996808,1.4871442,3.3307326,1.3945365,8.43779,0,0,15.809687,7.5694103
55,0.46815985,0,1.8992095,0.8466717,0,7.1196012,1.7342836,8.099645,0,0,0.2403303,0,0,7.909513,0,1.9079404,16.598665,2.6938357,10.297089,5.561116,0.12969914,12.253678,15.204023
56,5.14577,1.445821,0.4013783,0,0,0,1.0324084,11.350066,0,2.2586274,0.15590966,0,0,0,0,13.239096,0,1.6567634,6.774904,0.6083659,0,5.311478,8.889699
57,0,0,1.4705747,0.80535686,3.5630524,0,1.7382512,6.219141,0,0,4.1968317,0,6.268722,4.5381765,0,1.3783993,7.8837385,0,14.36843,0,5.762957,14.762627,0
58,1.9280553,4.3853436,14.689449,8.897535,0,1.6733685,1.6252956,5.441491,0,1.5058581,1.5639699,0,4.872087,0.5415928,0,3.4804425,0,2.0331807,0.70923734,0,0,0,5.5432963
59,3.5367148,0,7.529654,0,0,3.6276245,3.4294124,3.5291555,0,0,6.3075194,0,0,0,0,9.15189,0,6.8774943,21.161243,0.44993606,0,8.149056,0
60,0,0,0,0,1.6781604,0,1.3532636,5.0196733,0,0,0,0,5.018189,0.4013421,3.4811559,1.0279709,4.597966,3.3346226,0,0,0,0,0
61,1.6457272,0,0,0,9.105564,5.8187733,3.2557726,0,0,0,0,0,0,0.6818892,0,0,1.4990711,0.9821369,9.291932,0,0,12.69743,2.784701
62,1.7605532,0,0,0,0,0.15098076,0,0,0,0,0,5.7189417,2.5497322,0.6579039,1.6400359,0.18942048,0.36141726,0,0,3.9538095,0.7611378,0,1.8295431
63,0,0,0,0,0,0,0,0,2.7870314,0,0,4.975885,0,0,5.8183556,0,0,0,0,0,0,0,0
64,0,1.4931685,0,0,10.690542,0,0,0,1.7879388,0,0,2.6589744,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0.16984586,4.177743,0,0,0,1.8651618,0,0,0,0,0,9.12175,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,1.4931529,0,0,2.7804859,0,0,3.578661,0,0,0,0,0,0.5810875,0,0
67,0,0.6124824,0,0,0,0,0,0,1.5376861,0,0,4.9223704,0,0,0.46026537,0,0,2.8643525,0,0.84423584,0,0,0
68,0,0,0,0,0,0,0,0,1.2209628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,4.472691,0,0,0,0,3.646751,0,0.8985,0.28151542,0,3.1496153,0,0,4.988407,0,9.183197,8.852751,1.514071,0,13.539458,5.3567066
70,0,0,0.78443205,0,2.3192468,0.23969944,0,0,2.2629845,2.560609,0,4.898219,1.6791977,1.6272577,0,0,0,0,6.64481,0,1.4726794,0,0
71,1.0372827,0,0,0.78970516,0,0,0,4.5550156,0.36082372,0.7799207,8.261999,0,0,0,5.7068076,0,0,0,0.21200456,4.5328326,0,8.421171,4.3282256
72,3.366463,0.33645242,3.4930038,4.556128,0,3.326079,0.57624716,0,0,0,0.05897864,0,0.4334769,7.1280155,0,3.209433,5.8796926,0,14.567083,0,2.3818443,9.21328,12.875775
73,0.59987444,4.857248,9.344824,0,0,0.110277764,3.1091185,3.8329027,0,2.4154308,7.1626253,1.5208524,12.397037,3.7634475,0,2.6440308,0,0,0.025319219,0.31160042,2.0048904,10.417763,12.630859
74,4.340729,0,0,4.7157407,0.1688865,0,0.8349157,0,0.06302139,0.9578448,1.5062594,0,0,0.027654057,0,0,14.804254,0.69872844,16.885826,0,6.0352144,8.974012,5.682665
75,2.6721203,0,5.22961,0,4.832641,0.4591403,0,0,0,0,0,0,1.1795075,0,0,13.101058,0,0.14406759,3.903712,5.048141,0,4.469828,7.24331
76,2.8218193,3.8133276,0,0.42555603,0,0,0,0,0,2.8850436,0,0,1.8645792,1.708324,0,1.8725423,5.1694407,4.2234683,7.179378,0,0,11.678043,8.468768
77,0,1.8235506,0,0,0,0,1.7523798,0,0.21197772,3.137749,0,0,0,5.0903764,0.5217179,0,0,0,0,0,0,0,0
78,1.3386189,0,0,2.8439667,0,0,0,0,1.3402565,0,0,0,0,0.7058586,0,4.934083,0,0,9.56356,0.2679076,5.7352877,5.7315207,5.7305923
79,0,0,0,0,0.55535936,0,0,0,1.9446913,0,0,0.247843,0,0,2.7606199,0,0,0,0.5057344,0,0.3794001,0,0
80,1.218195,0,0,0,0,0.28360623,0,0,0,2.6116002,0,5.4343047,0,0,0,0,0,0,0,3.62257,0,7.467851,0
81,6.3052835,1.0156615,2.3212428,2.4060256,0,4.5451446,0,3.029305,0,0,4.7549,0,0.08729145,0,0,6.5489964,3.9906356,0,0,4.6177154,0,16.149067,10.11007
82,0,3.7343564,0,2.9049866,0,2.3683057,0.9469047,0,0,3.439733,8.789327,0,0,1.9053032,0.85912836,0,1.1525044,0,4.768895,0,1.6079566,8.123099,14.432376
83,0,0,9.764702,2.6894038,0,1.2491003,2.8446455,10.364956,0,1.4708613,4.3817887,0,0,0.91097116,2.8246715,1.9267234,0,4.7185416,24.235153,3.0629354,1.2534069,14.7715025,0
84,0.3400579,2.7208395,2.303354,5.294618,0,0,2.5764182,0,0,5.5494695,4.848898,0,3.4848204,4.723002,0,1.667394,2.4472747,0,0,0,0,6.62538,3.1937456
85,0.71529174,1.0162803,15.449788,0.9395546,0,2.380011,4.622719,4.471958,0,0.91226906,4.9213176,0,0,3.6898506,0,0,5.1000996,0,5.8070555,0,0.8431453,12.895029,10.538793
86,3.3384407,2.7080097,7.177024,0,0,3.70976,0.8973032,10.49231,0,0,0,0,0.22904035,0,0,14.74387,0.5774483,2.7806504,0,0,0,12.5894785,10.763085
87,0.9944042,0,4.8680997,1.7325548,0,3.5305314,3.462672,21.753017,0,3.3183568,2.9603918,0,0,0,0,1.0672957,0,0,1.8520597,4.9700465,8.686002,10.106627,25.261051
88,4.7342625,2.533679,1.7148081,0,3.900229,0,0,14.812783,1.2570306,0,0,0,0.8204408,0,0,5.3560624,0,0,0,0.59822375,0,19.079624,5.012923
89,0,0,7.96859,0,0,5.0587344,6.134584,0,0,0,0,0,4.7471757,0,0,3.7704165,4.336661,3.6479092,15.271651,0,0,0,9.675709
90,0,4.8351502,0,0,0,0,0,3.8256195,0,0,6.1549444,0,0,3.4846551,1.825034,10.019364,0.022708459,1.910099,0,3.2333906,0,11.517183,9.883681
91,0,0,0,8.070199,4.261888,0.5978348,1.6587194,13.544174,0,1.774572,0.4451734,0,0,3.423644,0,0,5.00904,0,15.129523,0,0,5.791313,12.353174
92,3.1543865,1.9181107,3.9172277,0.7536887,0,0,3.321464,10.447393,0,2.5657637,0.42587188,0,0,0,0,5.0422716,0,0,7.403497,1.106739,0.6225583,13.720146,17.950972
93,0,1.4569004,0,0.9897071,5.0365095,3.0896404,0.9831834,6.838051,0,3.2607207,1.5793636,0,0,3.2566462,0,7.579725,0,0,0,0,0,12.075412,0
94,0,0.9782621,2.5899663,0,0,0.94044775,3.0075758,8.576299,0,8.091261,0,4.982568,0,0,0,2.6577122,0,0,0,1.2176813,0,5.032562,0
95,0.6056804,0,0,0,0,0,0,12.684529,0,0,0,2.7058966,12.75027,0,0,0,2.6395671,1.413035,0,0,0,0,0
96,0,0.1421369,0,1.8631235,0,1.1047796,0,0,1.8232403,0,0,0,0,3.2057915,1.3784293,0.54782957,0,0,0,0,0,0,0
97,0,1.8846161,0,0,0,0.086419195,0,0,0,0,0,0,0.68711305,3.1836743,0,0,6.1864777,2.1793125,0,3.7005289,1.5873355,0,0
98,0,0,0.4482865,0,0,0,0.42834222,0,0.7368992,1.6217173,0,4.252989,0,0.7476023,0,0,0,2.8283982,0,3.9440002,0.30490512,0,0
99,0,0,0,0,6.26611,0,0,0,1.0267122,0,0,1.7816571,0,0,12.370043,0,0,0,0,0,2.7821114,0,0
100,5.73396,0.9530938,5.4175744,0,0,0,0,0,0.6481083,1.1759133,0,0,0,0,0,0,0,0,0.40486756,1.2189459,0,0,0
101,1.8752918,0.45650324,0,0,0,0,0,2.1415317,0.16547741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,1.9812821,0,0,0,0,0,0,0,0,0,1.7640009,0.1213356,0,0,0
103,0,0,0,0,0.2959764,0,0.23539855,0,0.85221833,0,0,3.4936655,0,0,5.2271204,0,0,0,3.5430732,0,0,0,0
104,0,1.7778894,0,0,0.31307432,0,0,0,1.6004436,0,2.7573464,3.280588,0,0,0,0,0,0,0,1.6471493,2.0221272,0,0
105,2.052656,0,0,0,0,0,0,0,0.5200955,0,0,3.8336844,3.7146826,0.26141295,2.0852418,0,0,0,0,0,0.45200294,0,0
106,0,1.8104209,0,0,0,0,1.0491565,0,1.1056789,1.7355283,0,0,0,0.5890981,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0.7558492,0,2.2999725,1.7551615,0,0,1.6933132,0,0,0.9679251,0,0,0,0,0
108,0,0,0,0,2.8305974,0.6330815,0,6.8160033,1.8461607,0,0,5.392001,1.8393395,0,0,0,0,1.6157155,7.1829543,0,0,0,0
109,0,0,0,0,6.5801296,0,0,4.1774297,0.57110494,0,0,0,0,0,1.0702736,0,0,0,0,0,0,0,0
110,0,2.0139942,0,6.847547,4.3134694,0,0,0,1.5136029,0,0,0,0,0,0,0,0.11441524,0,0,0,0,0,5.446888
111,0,0,0,2.6661627,0,2.0289638,0.9065992,0,0,0,0,0,0,0,0,0,2.118592,0,0,0,0,0,0
112,3.0770965,0.8166508,4.171107,4.953617,0,3.344576,0,2.9808137,0,0.7081236,7.4960847,0,10.27884,0,0,0,15.039992,2.1648643,10.231537,3.8241045,0.47109616,14.180751,14.808419
113,2.7334497,0,0,0.16333672,0,0,3.4712906,2.887601,0,1.1560436,0.22936372,0,2.3915942,0,0,10.216035,0,5.9857845,15.556588,1.387588,5.3971953,21.21625,14.060818
114,2.8869493,0,0,0,0,2.676607,0.09149703,3.0864735,0,0,1.5763545,3.3434455,5.7900558,4.225017,0,6.502754,1.7264045,0,3.4655397,1.8814116,0.44641054,6.2537446,3.505152
115,0,0,2.0975204,0,1.8486116,0.6489667,0,0,1.1064819,0,0,0,0,0,1.1244174,0,2.4365892,0,0,0,0,0,0
116,0,0,0.22921637,0,0.015529682,0,0,0,0.5511696,0.48372862,0,3.4026082,0,0,5.6561294,0,0,0,0,0,1.457862,0,0
117,0,0.6492083,8.756134,0,0.280854,0,0,0,1.0147372,0,0,1.399031,0,3.2632294,0,0,0.07048612,0.14612855,0,4.4891157,0.24607606,0,0
118,0,0,0,0,5.286728,0,1.4234589,0,0,0,0,0,0,0,0.5415867,0,0,0,4.6387863,0,0,0,0
119,0,0,0.6824954,0,3.3335152,0,0,2.1349366,1.8902477,0,0,5.409936,0,3.536097,7.1540365,0,0,0,0,2.0159175,0,0,0
120,0,0,8.14292,0,0,2.3597322,0,0,1.0137829,0,2.9479105,0,0,0,3.7700174,0,0.28490862,0,0,0,0,0,0
121,1.5539273,0,0,0,0,0,0,0,0.1231878,0,0,0.9447809,0,0,0,5.4993806,0,0,0,0,0,0,0.11546809
122,0,0,0,0.46204555,0,0,0,0,0.47338977,0,0,2.5485973,0,0,0,0,6.7589774,4.2333703,0,0,0,1.0611916,0
123,0,0,0,0,0,0,2.5823255,0,0.15452209,2.2473865,0,0,0,0,3.9956758,0.5912691,0,0,0,0,0,0,0
124,0,1.0518401,0,4.2161717,0,0,0.601051,3.160939,1.6805123,0,0,7.0500836,1.9427959,1.9283637,0,0,0,0,0,0,0,3.83569,0.7421682
125,0.9862725,2.56408,6.3140182,0,0,0.7989752,0,2.8843842,0.32367137,0,0,0,0,0,0,0,0,0,0,0.2881625,1.6492931,0,0
126,0,0,6.3671074,0,0,0,0,0,0,1.514164,1.9573613,0,6.841625,0,0,7.5345125,13.5796585,12.587941,13.832408,7.15238,0,20.383492,10.232509
127,0,0.441648,0,0,0,0,0,3.587864,0,0,2.4799964,0,3.2762578,3.5909286,0,12.318315,4.98982,3.131307,18.199482,0,0,5.897589,0
128,0,1.1250399,2.5349429,0,2.579247,0,0,0,1.2014042,0,0,3.6438003,0,0,0,0,0,0,0,0,0.8400306,0,0
129,3.2703993,0.5313401,8.386906,0,5.4691467,0,1.5850202,1.5201452,0,5.8129253,0,0,0.66244614,0,0,0,2.7871485,6.249316,1.665881,2.2724323,1.1463923,4.22044,10.750798
130,5.5039573,0,0,0,6.715975,0,0,0,0,0,1.1640344,6.0652795,4.985609,0.97176087,0.98550117,0,0,0,0,0,3.0424001,0,0
131,0,0.0959903,0,0.25802773,0,1.9885198,0,0,1.4042729,0,2.5121646,6.3154826,0,0,6.598725,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0.82278085,0,0,8.595434,6.983132,0,0.49761227,0,0,0,0,1.1285695,0,0,0
133,0,0,4.513795,0,0,0,0,0,0,0,0,1.8198812,27.743841,0,0,6.134297,0,0.9556966,0,0,0,0,0
134,0,0,3.3791156,0,0,0,0.9570189,0,0,2.5209777,0,5.893905,13.817738,0,0,0,0,0,9.483598,2.9445763,2.2024498,0,0
135,0,0,0,0,0,0,0,22.444715,0.22324091,0,0,0,26.269266,3.1501617,3.8735695,0,0,0,1.5779067,3.130796,0,0,0
136,0.99273646,1.037552,0.95688725,5.1172953,1.0246726,3.8238347,2.9907904,2.0618677,0,5.1851377,4.1439757,0,16.326498,4.282126,0,2.0324893,9.79452,4.641904,11.516215,8.1672535,0.6079364,13.659437,2.9413617
137,0,3.185747,6.0630403,6.7478704,0,1.8463714,2.0881398,8.82203,0,0,5.7013326,0,35.035122,1.5226073,3.5452273,1.8857822,0,0.31019583,8.86316,0,0,14.383449,11.648331
138,0,0.90092534,0,0.11090127,5.384062,5.302664,0,0,0.33859214,0,0,3.1961734,11.667233,0,0,0,0,0,0,0,0,0,2.9928164
139,2.977654,0,6.990595,0,0,0,6.900467,0.46964443,0,0.3244707,0.904411,0,31.795237,4.0225644,0,5.4964166,9.511798,6.645394,1.7495744,3.0922122,4.8406124,8.883402,8.307561
140,0,0,0,0,0,0,0,0,0,0,0,4.969978,8.8284445,0,0.94825554,1.6806175,0,0,0,1.4019129,0.86602557,0,0
141,1.5841986,2.0094712,1.7992077,6.631637,0,0.48299253,0.65360475,0,0,1.9220198,1.4360191,0,0,6.299598,0,1.8126032,8.383562,0.7159511,10.873878,0,0,21.186512,8.303094
142,5.0404963,0,7.903065,1.0053449,0,2.5553102,0,2.3139024,0,0,4.728613,0,2.803454,0,0,6.4947166,0,0,0,0,0,2.4547956,12.443378
143,1.7513924,0.995679,0,0,1.8120562,0,0,0,0.49702194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,3.6952386,5.159961,1.4101624,0,0.9297313,0.82152313,3.350172,0,0,0,0,2.5665936,0,0,3.4227607,1.2284088,2.591479,24.782953,0.007332044,0,19.435427,13.714009
145,0,0,0,2.2447722,0.7822874,0,3.105827,9.351587,0,2.9382334,0,3.2430344,6.0877724,0.801234,0,0,12.604234,0,13.384169,3.8501928,0,7.4669623,0
146,1.1972501,0.31028306,0.09524635,0,0,0,2.9676566,4.1635427,0,1.1035839,4.3784785,0,6.2182994,4.5075293,0,1.3950344,1.4075866,2.4166882,7.4614263,0,0.2531276,0,0
147,0,0,10.072531,0,0,0.8403299,1.326721,0,0,0,0,2.8536868,0,0,0,0.19217835,0,0,0,0,0.53937036,4.015448,0
148,0,1.4571941,0,0,1.8551661,0,0,0,1.4266936,0,0,0,0,0,3.187434,0,0,0,0,0,0.5964733,0,0
149,0,0,0,0,0.6227117,0,0.5230561,0,1.2147318,0,0,6.462167,0,0,1.7870495,0,0,0,0,0,0.7684577,0,0
150,0,0,0,0,0,0.27827024,0,4.0606885,0.17335284,1.576581,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0.4338706,0,0,0,0,0,4.0612245,1.1620812,1.1829783,3.0827565,0,0,0,0,2.8688965,0,1.7378132,6.631532,1.1192697,0,2.0353,3.815946
152,0,0,0,1.1954066,2.0523472,2.695344,0,0,0.27508244,0,0,0,8.386143,1.2637492,0.009361686,4.1655836,3.3510773,0,0,0,0.15892355,0,0
153,0,1.0373232,0,0,0,0.019414209,1.942366,0,0.18309343,0,0,5.831788,2.9378018,1.1817741,0,2.621441,2.6216633,1.1622238,0,0.059964675,2.3065002,0,0
154,0.27901965,0,0,0,8.232241,0,0,0,1.0625176,0.7107829,0,2.880879,0,0,2.9427712,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0.79719234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.09651312,3.816469,8.898235,0,6.4743466,0.7606327,2.6162865,2.0799673,1.8293762,0.7785767,0,0.6640464,0,0,7.3713574,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,1.4078071,0,0.93495053,0,0,0,0,0,0,0,0,0,0.7325146,0,0,0,0
158,0,1.0473075,0,0,2.5143375,3.0113351,0,0,0.20789927,0,0,0,0,0,0.14411101,0,0,1.3589562,0,0,0,0,0
159,4.3846264,0,0,0,5.0951962,0,0,0,0.46528548,0.38402775,0,0,0,0,4.6350746,0,0,0,0,0,0,0,1.3404057
160,0.22697677,0,2.6879175,0,0.064168766,0,0,1.5684096,0,3.3343475,0.6620142,0,0,2.8173776,0,0,0,0,12.354161,4.169226,0,14.295529,0.40853488
161,2.5494606,1.1845202,7.9390025,0.56717795,0,0.9129413,1.8019011,0,0,0,0.13580288,0,0,0,0,6.3875465,10.764058,0,13.671307,6.0890846,0.9027241,16.775919,0
162,2.5689297,0,0,4.1558747,0,1.5187795,0,0,1.2495333,2.3971107,0.60027343,0,0,0,1.2198739,0,0,0,3.0378602,0,0,4.2765875,0
163,0,3.5122054,0,0.80719537,0,0,0,0,1.670968,0,0,6.1745687,0,0,0,0,0,0,8.202583,3.5787714,0,8.304566,8.508962
164,0,0,0,6.0901256,0,0,1.4749035,0,0.035833925,0,2.5235097,0,0,0,0,0,0,5.635168,7.6163025,0,0,0,9.253455
165,2.4236848,0,0,0,0,2.4367213,2.8564155,1.2941107,0,0,3.277372,2.8784535,4.8703337,2.5510054,0,7.868403,2.823775,0,3.907537,5.259756,0.70119476,0,0
166,0,0,0,2.746363,12.2805805,0,0.056784384,0,0,0,0,0,6.8272896,2.3461895,0.8419297,0,5.178086,0.79687047,0,4.066221,1.9445088,0,0
167,0,0,0,5.3222895,5.9821634,0,0.09887669,0,0,1.2093177,0,2.8706279,0,0,0.51948845,0,0,0,0,0.29136926,1.235788,0,0
