Trial,Behavior,Start,End
39.0,valve opened,2694.59,2697.59
,cont reach,2697.59,2729.59
40.0,valve opened,2760.59,2763.59
,cont reach,2763.59,2766.59
,cont in vain,2767.59,2796.59
41.0,valve opened,2826.59,2829.59
,cont reach,2828.59,2833.59
,cont in vain,2834.59,2839.59
,cont in vain,2840.59,2862.59
,cont in vain,2863.59,2868.59
42.0,valve opened,2891.59,2894.59
,cont reach,2895.59,2907.59
,cont in vain,2908.59,2923.59
43.0,valve opened,2958.59,2960.59
,cont reach,2960.59,2977.59
44.0,valve opened,3023.59,3026.59
,cont reach,3026.59,3034.59
,cont in vain,3035.59,3048.59
45.0,valve opened,3089.59,3092.59
,cont reach,3092.59,3108.59
46.0,valve opened,3155.59,3158.59
,cont reach,3158.59,3181.59
47.0,valve opened,3221.59,3224.59
,cont reach,3225.59,3231.59
,cont in vain,3232.59,3249.59
48.0,valve opened,3288.59,3290.59
,cont reach,3290.59,3306.59
49.0,valve opened,3353.59,3356.59
,cont reach,3357.59,3370.59
50.0,valve opened,3419.59,3422.59
,cont reach,3422.59,3426.59
,cont in vain,3427.59,3434.59
,cont in vain,3435.59,3439.59
51.0,valve opened,3485.59,3488.59
,tongue,3489.59,3492.59
,cont reach,3490.59,3506.59
52.0,valve opened,3553.59,3555.59
,tongue,3576.59,3578.59
,cont reach,3577.59,3613.59
,walk,3626.59,3641.59
53.0,valve opened,3640.59,3643.59
,walk,3651.59,3660.59
,Both reaching,3661.59,3670.59
,both in vain,3675.59,3680.59
,both in vain,3686.59,3690.59
54.0,valve opened,3729.59,3732.59
,tongue,3748.59,3750.59
,cont reach,3749.59,3761.59
,tongue,3779.59,3782.59
55.0,valve opened,3813.59,3816.59
,cont reach,3818.59,3858.59
56.0,valve opened,3882.59,3885.59
,cont reach,3885.59,3918.59
57.0,valve opened,3948.59,3951.59
,cont reach,3951.59,3955.59
,cont in vain,3956.59,3974.59
58.0,valve opened,4014.59,4017.59
,cont reach,4017.59,4021.59
,cont in vain,4022.59,4048.59
59.0,valve opened,4081.59,4084.59
,cont reach,4084.59,4103.59
60.0,valve opened,4147.59,4150.59
,cont reach,4150.59,4153.59
,cont in vain,4154.59,4169.59
,cont in vain,4170.59,4174.59
,cont in vain,4175.59,4178.59
61.0,valve opened,4213.59,4216.59
,cont reach,4215.59,4254.59
62.0,valve opened,4279.59,4282.59
,cont reach,4282.59,4284.59
,cont in vain,4285.59,4306.59
63.0,valve opened,4345.59,4348.59
,cont reach,4348.59,4351.59
,cont in vain,4352.59,4371.59
64.0,valve opened,4411.59,4414.59
,cont reach,4414.59,4448.59
65.0,valve opened,4477.59,4480.59
,cont reach,4480.59,4485.59
,cont in vain,4486.59,4503.59
,cont in vain,4504.59,4508.59
,tongue,4507.59,4508.59
,cont in vain,4509.59,4513.59
,tongue,4513.59,4516.59
,cont in vain,4527.59,4529.59
,both in vain,4531.59,4536.59
,both in vain,4537.59,4540.59
66.0,valve opened,4544.59,4547.59
,cont reach,4548.59,4552.59
,tongue,4552.59,4553.59
67.0,valve opened,4611.59,4614.59
,walk,4622.59,4634.59
,noist generation,4649.59,4684.89
68.0,valve opened,4712.59,4715.59
,tongue,4723.59,4725.59
,cont reach,4723.59,4727.59
,cont in vain,4728.59,4763.59
69.0,valve opened,4787.59,4790.59
,noist generation,4824.59,4859.89
70.0,valve opened,4886.59,4890.59
,cont reach,4894.59,4922.59
71.0,valve opened,4957.59,4960.59
,cont reach,4966.59,4985.59
72.0,valve opened,5028.59,5031.59
,cont reach,5059.59,5077.59
73.0,valve opened,5123.59,5126.59
,cont reach,5126.59,5152.59
74.0,valve opened,5189.59,5192.59
,cont reach,5192.59,5225.59
75.0,valve opened,5255.59,5258.59
,cont reach,5258.59,5274.59
76.0,valve opened,5321.59,5324.59
,cont reach,5324.59,5327.59
,cont in vain,5328.59,5350.59
77.0,valve opened,5388.59,5391.59
,cont missed,5390.59,5393.59
,cont reach,5394.59,5399.59
,cont in vain,5400.59,5425.59
,walk,5444.59,5454.59
78.0,valve opened,5453.59,5456.59
,cont reach,5456.59,5459.59
,cont in vain,5460.59,5471.59
,both in vain,5501.59,5505.59
,both in vain (5),5508.59,5525.59
79.0,valve opened,5519.59,5522.59
,Both reaching ,5526.59,5529.59
,both in vain,5530.59,5531.59
,both in vain,5532.59,5533.59
,both in vain,5534.59,5535.59
,both in vain,5536.59,5541.59
,both in vain,5542.59,5546.59
,walk,5547.59,5570.59
,both in vain,5571.59,5574.59
,both in vain,5575.59,5576.59
,both in vain,5577.59,5579.59
,both in vain,5580.59,5581.59
,both in vain,5582.59,5585.59
,both in vain,5586.59,5588.59
80.0,valve opened,5586.59,5588.59
,walk,5589.59,5648.59
,noist generation,5624.59,5659.89
81.0,valve opened,5686.59,5689.59
,cont reach,5700.59,5703.59
,cont in vain,5704.59,5723.59
82.0,valve opened,5764.59,5767.59
,noist generation,5802.59,5837.89
83.0,valve opened,5864.59,5867.59
,noist generation,5903.59,5938.89
84.0,valve opened,5965.59,5968.59
,cont reach,5968.59,5991.59
85.0,valve opened,6032.59,60035.59
,cont reach,6035.59,6054.59
86.0,valve opened,6098.59,6101.59
,cont reach,6100.59,6119.59
87.0,valve opened,6164.59,6167.59
,cont reach,6167.59,6169.59
,cont in vain,6170.59,6172.59
,cont in vain,6173.59,6205.59
88.0,valve opened,6230.59,6233.59
,cont reach,6233.59,6257.59
89.0,valve opened,6296.59,6299.59
,noist generation,6334.59,6369.89
90.0,valve opened,6397.59,6399.59
,noist generation,6435.59,6470.89
91.0,valve opened,6497.59,6500.59
,cont reach,6500.59,6520.59
92.0,valve opened,6565.59,6568.59
,cont reach,6568.59,6572.59
,cont in vain,6573.59,6588.59
93.0,valve opened,6631.59,6634.59
,cont reach,6635.59,6655.59
94.0,valve opened,6698.59,6701.59
,cont reach,6702.59,6739.59
95.0,valve opened,6766.59,6769.59
,noist generation,6804.59,6839.89
,walk,6863.59,6878.59
96.0,valve opened,6866.59,6869.59
,noist generation,6904.59,6939.89
97.0,valve opened,6966.59,6969.59
,noist generation,7005.59,7040.89
98.0,valve opened,7067.59,7070.59
,walk,7082.59,7108.59
,noist generation,7105.59,7140.89
99.0,valve opened,7168.59,7171.59
,noist generation,7206.59,7241.89
100.0,valve opened,7268.59,7271.59
,noist generation,7306.59,7341.89
,walk,7347.59,7378.59
,Two photon imaging,,7384.59
