roi,ROI,Classification,x,Y
6,6,1,118,114.7142857
5,5,1,18,209
10,10,1,72,310.8901099
70,51,1,239,172
42,31,1,259,365
34,26,1,209,416
12,12,1,325,435
65,48,1,416,215
29,24,1,215,468
30,25,1,389,460
36,27,1,421,405
37,28,,380,403
39,29,1,356,378
45,33,1,417,351
44,32,1,297,351
47,35,1,364,345
51,38,1,424,313
50,37,1,369,313
52,39,1,279,312
53,40,,334,303
54,41,1,240,291
58,43,1,362,265
59,44,1,322,262
60,45,1,205,260
62,46,1,65,236
64,47,,350,219
4,4,,86,191
69,50,1,200,181
83,52,1,458,72
