Trial,Behavior,Start,End
32.0,valve opened,4371.59,4374.59
,noise genearation,4410.59,4445.89
,both in vain (2),4505.59,4512.59
,walk,4513.59,4520.59
33.0,valve opened,4521.59,4524.59
,both in vain,4521.59,4524.59
,both reach,4525.59,4527.59
,walk,4528.59,4539.59
,both in vain,4540.59,4544.59
,both in vain,4545.59,4546.59
,walk,4547.59,4551.59
,both in vain,4552.59,4554.59
,cont in vain,4555.59,4557.59
,walk,4558.59,4601.59
,both in vain,4602.59,4604.59
,both in vain,4605.59,4607.59
,walk,4608.59,4623.59
34.0,valve opened,4636.59,4639.59
,noise genearation,4675.59,4710.89
,walk,4754.59,4760.59
,both in vain,4761.59,4765.59
,walk,4766.59,4769.59
,both in vain,4770.59,4773.59
,both in vain,4774.59,4776.59
,walk,4777.59,4784.59
35.0,valve opened,4786.59,4789.59
,cont reach,4791.59,4797.59
,both licking,4798.59,4801.59
,both in vain,4802.59,4804.59
,walk,4805.59,4838.59
36.0,valve opened,4904.59,4908.59
,noise genearation,4943.59,4978.89
37.0,valve opened,5054.59,5058.59
,cont reach,5058.59,5061.59
,both in vain,5062.59,5063.59
,both in vain,5064.59,5066.59
,both licking,5067.59,5070.59
,walk,5071.59,5086.59
,cont in vain,5087.59,5092.59
,both in vain,5101.59,5105.59
,walk,5166.59,5170.59
38.0,valve opened,5171.59,5175.59
,both in vain,5171.59,5174.59
,both reach,5175.59,5177.59
,walk,5178.59,5187.59
,both in vain,5188.59,5192.59
,walk,5193.59,5207.59
,both in vain,5222.59,5227.59
,walk,5228.59,5232.59
,both in vain,5233.59,5234.59
,walk,5235.59,5291.59
39.0,valve opened,5287.59,5290.59
,cont reach,5291.59,5295.59
,both in vain,5301.59,5304.59
,both in vain,5305.59,5306.59
,walk,5307.59,5314.59
,both in vain,5315.59,5318.59
,both in vain,5322.59,5324.59
40.0,valve opened,5404.59,5408.59
,both reach,5410.59,5416.59
,both in vain,5418.59,5422.59
,both in vain,5426.59,5428.59
,both in vain,5429.59,5432.59
41.0,valve opened,5520.59,5524.59
,noise genearation,5559.59,5594.89
42.0,valve opened,5670.59,5674.59
,spout removed after whisker detection,5709.59,5744.89
43.0,valve opened,5785.59,5788.59
,spout removed after whisker detection,5824.59,5859.89
44.0,valve opened,5900.59,5904.59
,cont reach,5899.59,5904.59
,walk,5905.59,5917.59
,cont in vain,5918.59,5922.59
,walk,5933.59,5939.59
45.0,valve opened,6014.59,6018.59
,noise genearation,6053.59,6088.89
46.0,valve opened,6164.59,6168.59
,walk,6167.59,6174.59
,spout removed after whisker detection,6203.59,6238.89
47.0,valve opened,6279.59,6283.59
,spout removed after whisker detection,6318.59,6353.89
48.0,valve opened,6394.59,6398.59
,spout removed after whisker detection,6433.59,6468.89
49.0,valve opened,6509.59,6512.59
,spout removed after whisker detection,6548.59,6583.89
50.0,valve opened,6623.59,6627.59
,spout removed after whisker detection,6662.59,6697.89
51.0,valve opened,6738.59,6742.59
,spout removed after whisker detection,6777.59,6812.89
52.0,valve opened,6853.59,6856.59
,cont reach,6887.59,6889.59
,walk,6890.59,6894.59
,cont in vain,6895.59,6896.59
,cont in vain,6897.59,6899.59
,walk,6900.59,6944.59
53.0,valve opened,6968.59,6971.59
,spout removed after whisker detection,7006.59,7041.89
54.0,valve opened,7082.59,7086.59
,cont reach,7086.59,7089.59
,both in vain,7090.59,7092.59
,both in vain,7096.59,7099.59
,walk,7100.59,7102.59
,cont in vain,7103.59,7115.59
,both in vain (2),7116.59,7123.59
,walk,7124.59,7151.59
,walk,7169.59,7199.59
55.0,valve opened,7197.59,7200.59
,cont reach,7208.59,7211.59
,both in vain,7218.59,7220.59
,both in vain,7221.59,7224.59
,walk,7225.59,7230.59
,both in vain,7231.59,7235.59
56.0,valve opened,7320.59,7324.59
,walk,7334.59,7374.59
,spout removed after whisker detection,7359.59,7394.89
,walk,7409.59,7422.59
57.0,valve opened,7435.59,7438.59
,spout removed after whisker detection,7474.59,7509.89
,walk,7500.59,7514.59
58.0,valve opened,7550.59,7553.59
,spout removed after whisker detection,7588.59,7623.89
59.0,valve opened,7664.59,7667.59
,spout removed after whisker detection,7703.59,7738.89
60.0,valve opened,7779.59,7782.59
,spout removed after whisker detection,7818.59,7853.89
61.0,valve opened,7894.59,7897.59
,spout removed after whisker detection,7933.59,7968.89
62.0,valve opened,8008.59,8012.59
,spout removed after whisker detection,8047.59,8082.89
63.0,valve opened,8123.59,8127.59
,spout removed after whisker detection,8162.59,8197.89
64.0,valve opened,8238.59,8242.59
,spout removed after whisker detection,8277.59,8312.89
65.0,valve opened,8353.59,8356.59
,spout removed after whisker detection,8391.59,8426.89
66.0,valve opened,8467.59,8471.59
,two photon imaging,,8484.59
