x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023
157,6.236514,0,7.425992,0,1.799831,6.0374765,0,5.7869577,0.18871698,0,4.7168202,0,0.5206543,0,0,4.1582146,5.1384406,0.16641204,1.1083505,0.97030926,0,0,6.476222,29.484426
158,2.508235,0,0,0.09366566,0,0,3.6854308,1.7247657,0,3.818777,0.80592656,0,0,0,3.4033337,1.8315177,6.0416183,4.8362155,2.5180147,7.939444,1.0773882,1.182883,6.226895,23.739832
159,0,0,0,0,1.8656753,3.5147686,0,3.9725223,1.7667868,2.2729628,0,4.617203,1.4071082,0,0,1.2488433,0,0,1.41829,1.4111911,0,0,2.4287794,38.744
160,3.7450855,2.319522,0,0.28630388,0,0,0,1.8920251,0,0,0.003357227,0,0.47940117,0,0,0,0.8062111,0.30067557,0,0,0.68470436,1.4535382,0,22.419863
161,0,0,0.6106129,0,0,0,0,0,0,0,0,0,0,0,7.549447,0,0,0,0,0,0,0,0,0
162,0,0,0,0.07532155,0,0,0,0.26989388,0,0,1.5564113,1.0289022,2.715757,3.0436676,0,1.9675843,0,0,0,0,0,1.1536931,3.074927,24.114061
163,2.8706992,0,0,0,0,1.7037398,0,0,3.640235,0,0,0,0,0,0,0,0,1.3577081,0,2.6593342,0,0,0,13.9498625
164,0,0,0.18692832,0,0,0.5973156,0,0,0,0,0,0,0,0,0,0,0,2.750601,0,0,0,0,0,0
165,0,13.635243,3.3389025,0,0,0,0,0,0,0,0,0,0,0,2.0973067,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.601741,0,0,1.2984918,0,0,0,1.391259,0,0
167,4.288823,0,9.790207,0,0,0,0,0,0,0,0,0,0,0,5.7680793,0,0,0,0,0,0,0,0,3.2036297
168,0,2.0012677,0,0,0,0,0,0,0,5.651081,0,0,0,1.6751866,0,2.2434525,0,0,0,0.03810242,0,1.7939318,0,4.469059
169,0,0,0,0,0,0,0.62872756,0,1.2741545,4.5436473,3.8368568,5.7191477,0,0,0,0,0,0,0,0,0,0,0,0
170,3.1818867,0,20.365757,0,0,0,0,2.39183,0,1.411529,0,0,0,4.749788,0,0,0,0,0,5.279804,0,5.2147217,0,0
171,0,8.109454,12.6383095,2.0155952,3.5552351,0,0,0,0,4.2410097,20.882652,20.04061,0,0,0,0,0.54252195,0,0,0.6994272,0,7.1772375,0,28.772594
172,0,3.788352,31.103916,0,3.8419652,0,0,0,0,1.820737,0,0,0,0,11.598041,16.269154,0,0,0,8.981672,23.5114,19.501507,0,0
173,16.271263,0,0,5.9534187,12.088495,15.765305,4.016691,28.584892,0,26.545517,17.744862,32.10127,0.24379747,4.2823524,14.020249,21.32643,35.621273,3.8870444,0,35.861767,27.506334,31.724758,46.468704,32.053616
174,0,0,16.39748,22.49073,16.040636,8.134057,3.6911638,12.108564,0,9.481776,4.7406063,1.4350388,0,2.2964225,27.465857,9.416185,24.532969,3.9006472,0,26.65008,9.96072,15.093337,35.471348,2.977173
175,2.8444765,0,0,19.08693,0,15.696616,30.14844,27.792233,6.209311,22.249039,47.8341,4.112936,8.69994,2.021218,7.6378837,16.673216,2.038981,0,5.490249,15.641847,15.600111,0,0,0
176,18.242735,2.659862,41.49416,18.990726,16.90401,18.119186,17.57925,14.421408,0,13.277404,0.67875487,1.8614599,13.441757,53.30805,18.733538,21.186457,18.999784,28.285433,21.24698,30.719347,10.487898,25.979284,80.124695,10.336579
177,11.630832,0,13.724994,22.189825,24.065916,13.047346,8.928868,17.179527,2.7870355,10.5368595,9.731449,19.340832,8.508047,23.32977,0.2558831,18.404535,18.671228,15.902867,13.246045,26.15393,20.675756,6.4168124,72.07408,20.32932
178,12.292587,5.848008,16.75075,5.5242834,0.8030835,7.7847157,13.4011,2.3684158,45.41888,19.979828,3.4708116,3.2826903,19.63738,0,4.6547146,6.427206,12.270215,19.814486,15.104414,24.237825,16.417845,7.0267434,49.34822,13.863615
179,17.509315,0,11.263313,13.426491,13.217635,22.912487,2.464404,8.745359,5.1390457,11.529098,11.309468,16.283295,20.244934,9.458168,6.259847,3.928917,0.66177803,11.731453,16.793303,31.16765,19.211346,10.559851,57.62443,10.575379
180,4.415431,3.1749947,6.6908226,12.199544,3.7750766,16.356848,6.3083453,4.4518995,9.452821,12.877733,2.4598224,9.456651,18.143612,0,0,4.3349824,0,6.7363963,15.453514,18.781107,12.341216,4.2943096,44.42861,2.4959986
181,0,2.4731007,21.688873,1.0215821,0,16.811777,0,0,0,6.760383,1.1614184,4.514304,5.537709,7.5486736,3.9701111,0,3.4422297,7.123174,0.1294649,15.336929,0,0,25.896336,0
182,6.8988247,0,17.049606,0,6.4581523,9.193322,7.5104284,1.2113166,0,6.9651756,8.212647,13.705321,5.452091,3.9076638,0,5.2835765,0,0,21.2384,19.658863,0,1.941572,44.22684,18.119741
183,0,0,12.317627,7.977672,9.186731,13.072192,2.740728,0.69908273,0,4.9028463,0,15.769721,3.322926,0,0,0,0,3.281768,15.650102,8.161511,4.427558,3.9026089,40.92967,8.914937
184,1.5432761,0,19.863827,0,0,0.4427424,0.6385261,0,0,5.263904,3.7950652,13.576843,8.695512,0,0,0.49315068,0.21901464,1.5743144,9.518096,23.872631,0,0,25.165815,5.6632195
185,0.116116874,0,0,1.172491,3.7826142,4.7011056,0,0.30281234,0.7491607,3.2676582,0,6.1645665,0.2749265,0,0.75073034,0,1.6546568,0,1.2684088,20.545858,3.2899947,0,22.567976,2.5002944
186,3.764302,0,10.6657715,3.2108212,0.7437303,6.8713207,3.9347217,0,0,0.9496671,0,5.243876,2.2865067,0,2.9368205,1.9522499,0.6758333,2.9359815,4.0276294,4.0030255,0,0,7.9954624,0
187,1.0504829,0,6.0845327,0,0,3.236219,0,0.34583232,0,0,0,3.73545,0,0.51733863,1.8462006,0,0.65675366,1.5244871,0,5.0463796,0,0,15.113662,0
188,2.7868974,0,2.9324737,1.5313624,3.8940156,0,1.4635668,0,0,0,1.1347127,0,0,0,0,0,1.7514066,0,2.6614208,1.6164484,0,0,2.2529755,0
189,0,0,0,0,0,1.3857789,0.48731026,1.7886992,0.006500813,1.0424188,0,6.0288095,1.7109654,0,0,2.7607758,0.47113308,2.5803409,3.0447598,0,0.68463093,0.04146807,9.437503,0
190,0,0,0,3.9286442,0,0,0.9214004,2.065253,0,4.204065,0,5.0025086,0,0,0,3.9891956,0,0,0,0,0,3.520409,0,0
191,0.40884295,0,2.1750705,0,0.88061225,0,0,0,0,0,0.56704414,1.1805977,0,0,0,0,0,0,2.9304805,1.4314708,0.2688123,0,3.195791,0
192,1.2994852,0,0,0,0.74347854,0,0,0,0.025838321,2.4753606,1.3795091,0,0,0,0,3.2357678,0,2.7016854,0,0.1868609,0,0,0.63395226,0
193,0,0,4.0844502,0,0,0,0,1.4271016,2.7298093,0,0,0,0,0,0.9213427,0,0,0,0,0,0,0,0,0
194,0,0,0,2.14338,0,0,1.0946108,0,0.75348496,0,0,0.3241848,0,0,0,0,0,0,2.4551675,0,0,0,0,0
195,0,0,0,0,0.30657384,0,0,3.6467853,0.42059106,0,0,0,0.12856027,0,0,0,0,0.5593696,0,0,0,0,0.92363876,7.2598743
196,0,2.0056617,2.0415404,0.64550364,0,1.1703364,0,0,0,1.857921,0,0,4.4567533,0,0.48042038,4.7779155,0,0,3.6040604,0,0,0,0,0
197,0,10.763197,3.298288,1.0094867,0.25796303,0,0,0,0,0,1.8534881,0,1.0495174,0,0.23261984,0,0,0,0,0,0,0,0,0
198,0,0,2.018608,0,0,0,0,0,0,0,0,0,0.04089064,0,5.389169,0,0,0,0,0,0,0,0,0
199,0.78884894,2.1302617,0,0,0,0,0,0,0,0.06512783,0,0,0,0,0,0,0,0,0,0,0,3.3244839,0,0
200,0,1.0974996,0,0.7188059,0,0,0,1.7398142,0,0,0.45637882,0,0,2.7654314,4.047852,0,4.8233414,0,0,0,0,0,0,0
201,5.7606244,0,0,6.3996377,1.5347227,0,0,0.5747655,6.915136,0,0,1.5149376,1.0892678,0,5.3945704,0.5980432,0,0.15487714,0,0.052393332,0,0.39221147,0,0
202,0,0,3.6629462,0,0,0,4.058388,0,7.465698,3.457618,1.2773974,0,0,0,0,2.5530014,0.8798092,0.90428126,1.1556884,0.97707164,0,0,0.9169875,0
203,1.351244,0,2.574363,0,0,0,0,0,0,0,0,0,0.5940834,2.7475402,0,0,0.019094042,0,0.5546047,0,0,0.43098938,1.2896109,0.37718144
204,5.5384126,0,0,0,1.2338679,3.3451643,0,0,4.871233,0,0,0,0.33225474,0,0,2.6697564,0,0,1.1988182,0,5.242902,0,0,0
205,0,0,0,0,2.3035662,0,0,0.96528864,0.4810537,2.356479,0,0,0,0,0,0,0,2.5893648,0,0,0,0,4.2601175,6.476231
206,0,0.74454755,0,0,0,0,0,2.151219,0,4.523289,7.132937,0,0,4.395759,0,0,1.9255468,0,1.3692476,0,0,0,3.5522168,0
207,1.570929,0,0,0,0,5.879364,0,0,0,0,0,0.3868944,0,0.86820936,1.8421339,1.6584749,0,2.2267466,0,0,0,0,0,0
208,0,1.1615978,0,0,0,0,0,0,1.7626489,0,0,3.327935,1.6972721,0,0,0.2780244,0,0.8680308,1.7265887,0,0,2.7678108,0,3.4049022
209,0.7476489,0,0.2887532,1.2959251,0,1.308027,0.9840156,0,0,0,1.6153127,4.792839,0.034356292,0,1.892281,0.6194164,1.4862001,1.7286377,1.1176972,0,0,1.3619641,0,0
210,0,0,0,0,0,0,1.6053879,0,0,3.5626044,0,0,4.312669,0,0.99634016,0,0.27209947,0.14311959,0,0,0.7199105,0,0,7.4618154
211,0,1.6974014,0,8.626231,0,1.8916057,0,4.2624903,0,4.425045,1.1610805,0,0,0.8809109,0,0,0,5.237605,3.7105653,0,2.5970616,0,0,0
212,0.3315132,0,0,0,0,0,0,0,2.909704,0,2.8627434,0,0,0,0,0,0,0,0,1.9025389,0,7.497576,0,2.4318793
213,1.0730201,0,0,6.933491,0,0,0,0,0.85170215,0,0,6.1224427,5.562522,0,0,0.57286996,0.008855833,0,3.127679,1.408679,5.7602777,0,0,2.865941
214,2.2773967,0.40255052,0,0,1.2431178,0,0,0,0,0.5008257,0,0,0,1.1372786,0,3.368265,5.973105,0,0,2.9593706,0,0,1.8844072,1.0158453
215,3.8371232,0,0,0,0,2.6377263,2.1921494,3.2888012,0,1.4427471,0,0,1.7523721,0,0,0,0,0,0,0,0,2.0523899,3.288564,7.0483327
216,0,0,0,0,0.5840971,0,0,1.0556842,0,0,2.3684654,1.5684876,1.8885484,0,0,5.3009152,0,3.4456775,0,0.13699636,0,0.52065504,2.7818003,0.28298685
217,0.9358883,0.7441604,1.638933,5.443438,2.7623067,2.992161,1.7004786,1.0631255,1.0247749,0,0,0,0,1.327497,0,0,0,0,0,0.831497,0.9548988,0,0.7287074,0
218,2.3005836,0,0,0,0,0,0,0,0,0,0,1.1262695,0,0,0,0,0,0,0,0.39523107,0,0,6.3955216,0
219,2.8597841,0,2.5282972,0,0,2.882063,0,0,0,0,0,0,0,1.1545755,0,0,0,1.0964489,1.2240613,1.7512394,0,0,0,0
220,0,0,0,0,0,0,2.2365968,0,1.5217113,0,3.7876816,0,0,0,0,1.1637905,0,0,0,0,0,1.4660414,0,0
221,0,0,0,1.4715108,0,8.225807,0,0.53399533,3.0711052,0,0,0,0.5207515,1.1250713,5.145478,0.52997476,0,0,5.2592597,0,2.1627522,0,6.6167555,6.5289297
222,0,5.9585037,2.651471,0,1.050182,1.207287,0.6769164,0,0,0.9826533,0,0,0,0,0.72663563,0,0,0,2.8485365,0,0,5.5709853,0,0
223,1.8100657,1.7249777,5.1098757,0,0,0,0,0,2.6473212,0,1.188347,0,4.712274,3.0218906,0,0,0,0,0,0,1.859532,0,0,0
224,0,5.484347,0,0.64187664,0,0,0,0,0,0.3494249,0.47987947,0,0,0,0.67602473,1.6759061,3.8961647,5.6025343,0.03547927,0,3.2692938,0,5.179413,2.2276452
225,0.62379545,0,0,0,0,0.031659573,7.1223245,0.3419109,0,0,0,0,1.3672843,0,0,0,0,0,0,3.6138232,0,2.021961,0.57522136,0
226,0,0,2.9937174,4.1438437,1.2516347,0,0,0.16311589,0,0.8472263,0,0.915171,0,0.5956899,0.3074129,0,0,1.5076123,3.769411,0,0,0,0.4014632,4.9174166
227,1.0365149,0,0.08091069,0,1.7801323,0,0,1.108921,0.45799208,0,0,1.7670579,0,0,0,0,0,0,0,1.5145366,0,0,11.658862,0
228,0,3.0842297,0,0,0,3.6554978,0,1.0156878,1.2485307,0,0,3.6678865,0,1.8426687,0.257664,0,0.40723002,0,0,0.8503392,0,0,0.4421965,12.403429
229,0,0,0,0,0,0.8753954,0,2.905844,0.46172535,0,2.0231261,0,0,0.24770378,0.34636644,0,1.4707488,0,0,0,0,0,3.361713,0
230,1.3171135,3.9918244,0,0,0,0,3.6868005,0,0,0,0,0,2.6709585,0,0.70992744,0,4.551636,2.706597,4.284815,0,1.9958798,0,0.8506176,0
231,0,3.6462119,0,0,0,0,0,0,2.036749,0.14870706,0,0.5186546,0,0.45745578,6.8064914,2.575081,0,0,0,0,0,0,0,3.3059185
232,1.2685071,0,0,0,1.9521165,6.988275,0,0,0,2.5759275,0.4719125,0,0,1.4525698,3.629809,0,0,3.7653062,0,2.957064,0,7.1392913,0,2.9718027
233,8.730617,0,3.6478941,0,0,0,2.2073398,0,0,0,0,2.3475935,0,0.09592113,0,0,0,0,0,0,0,0.5717087,0,0
234,0.20536456,0.9028245,0,2.2261066,0,0.33835173,0,0,0.6638452,0,0.8321087,1.7836868,4.9620805,5.0065255,1.0120565,5.4961853,1.8858043,0,0.123380676,1.6536826,1.462661,0,2.079518,0
235,0,0.05488539,0,2.85448,0.7455935,0,0,0,0,1.3256783,0,1.0063068,0.20995997,0.77835155,0,0,2.5638058,0,0,0,0,0,3.847824,0
236,0,3.489327,1.3636725,0,0,0,0,0.60493445,0,0,0,1.8656753,0,0,0,0,0,0,0.08252135,2.093065,2.8423266,0,0,0
237,0,1.547843,1.6104882,0,0,0,0,0,0,0,1.9948615,0,0,0,3.8268352,0,2.2178373,0,0,0,0,0.5873721,0,0
238,0,5.375994,9.654132,0,0,0,0,0,0,0,0,0,0,0,8.068936,0,0,0,0,0,0,0,0,0
239,0,5.6324377,1.8320833,0,0,0,0,0.7523135,0,0,0.24339831,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0.24177729,0,0.4573651,0,0,0,0,0,0.6830965,0.96997076,0,0.7106015,0,0,0,0,1.4298236,0,2.7252681,1.008787,0,0,0
241,3.478122,0,0,0,0,0.20844077,4.439577,0,2.034799,3.06982,4.2994003,0,0,0.4630724,3.7220821,2.7267246,0,1.154795,2.3819625,0,0,0,0,0
242,0.15987845,0,0.3871354,0,0.66671646,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5604043,0.08117903,3.3396869,3.519179,0,0
243,1.6755699,0,0.0274338,0,0,1.2105346,0,1.8359385,0,0,0,0,0,0.29892564,0,0,0,1.4423662,0,0,0,0,0,0
244,0,2.4053087,0.58469486,0,0,0,0,0,0,0,3.0731463,0,0.19674961,5.1622953,0,0,0.89036673,5.729626,0,1.9908338,3.849041,0,0,0
245,0,3.42593,6.691966,0,0.44038963,5.52311,2.4829862,0,0,1.0159364,0,0,0.40617353,1.3842618,4.7125845,0,0,0,0,0,0.5801675,0,0,1.2660116
246,0,0.6256054,3.2709432,3.675063,0,0,0,1.9854761,0.66349477,0.40732858,0,0,0,1.2768835,0,1.9594257,0,0,0,0,2.0726414,0,1.2805169,0.3158168
247,1.8954947,0,3.323531,0,2.809778,2.1149538,0.66550463,2.5828924,2.9378335,0,1.8794262,0,0.88008666,0,0,0,1.8761624,0,4.3119893,0,1.1818497,2.2260811,7.7504973,0.5395515
248,0,0,4.4142246,0,0,0,0,0,0,2.2267842,0,0,0,0,0,0,0,1.4436972,0,3.296689,0,2.047468,3.0462372,0
249,3.6456163,0,0,0,0,0.7032118,0.9930111,1.6112854,0,0,0,0,0,0,0,1.154834,1.2416935,0.93511087,1.9446305,0,0.58165824,5.3106494,1.9368794,0
250,0,0,0,0.8448773,0.64521676,1.2643967,0,0,0,0.3840662,0,5.7512436,4.171917,0,1.3330603,0,0,0.18430361,0,0,0,0,0,6.226866
251,0,0,0,0,2.6278155,0,0.7721654,3.1770687,3.7651453,5.196608,0,0,0,0,0,0,0,1.7307974,0,0,0,3.110259,0.65255,5.2234983
252,0.6794034,0,0.059126113,0,7.662292,2.3938272,1.9413176,0,0,0,2.5616016,0,0,7.3936834,0,0,0.26455975,0,0,0,0,0,3.1591778,0
253,1.8688724,1.462819,4.763527,0,15.159169,0.64703494,0,0.27785504,0,3.136682,0,0,0,1.6527661,2.099614,0,0,1.108692,1.7101746,1.111791,0,2.5412717,0,0
254,0,1.5605421,1.0622294,0.6915614,14.994236,0,3.9459777,0.6164297,0,0,0,0,0,0,0,1.0107356,0,0,0,0,0,0,0,5.218483
255,3.910161,0,0,0.8530599,10.605033,0.30191022,1.7373872,1.6456864,0,0,0,0,3.3098257,0,0.7925815,1.1275698,4.9738193,0,2.810791,2.5990965,1.333868,0,5.246978,6.8475304
256,0,1.4365332,0,0,0,1.0035335,0.39432326,0.96195525,1.9721316,0,0,0,0.51198614,0,0,0.63468254,0,0.17201065,0,4.7119455,0,0,0,0
257,0,0,0,1.2717469,0,0.22667904,1.0799309,0,1.8115853,0,0,3.0586612,3.570833,0,2.6558542,0,2.5579503,0,0,0,0,0,2.4533708,0
258,1.3484071,0,1.9411435,2.00365,0,0,0,0,0,2.700378,3.5279775,0,0,2.7940037,1.0317285,0.87704045,0,0.79971665,3.2538776,0.20842057,0,0,0,0
259,4.3931932,0.36877918,2.4783444,0,0.61509764,2.224564,0,1.8097245,0,2.0266545,0,0,0.6351349,0.106747515,2.4410372,0.4323331,0,0,0,0,0,0,1.6769683,2.8130248
260,0,0,0,0,0,3.497183,0,0,0.3244543,0,0,0,0,2.0574708,0,0,0,0,0.5654091,0,0,0,2.3574324,1.3009813
261,0,1.3412693,0,7.8955655,0,0,0,0,0.8510116,0,0,2.1435118,0,0,0,0,0,0,0,1.9578276,0,0,3.5980594,0
262,5.8510313,0,0,0,0.74644744,0,1.4586918,1.3479235,0,0.21278605,2.7470355,0,0,0,0,0,1.4912665,0,0,0,0,0,0,0
263,0.77620214,0.45351943,0.2520128,0,0,0,0,1.0829427,0.3786616,0.09460066,0.19630687,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.12178346,0.16119115,3.440948,3.6370935,0,0.98307854,0,2.3464797,0,3.9359007,1.8399662,0,0.121899344,0,0,0.34118006,0,0,3.9686406,0,3.2589195,6.4828444,0,0
265,0,0,0.53591484,0,0,0,1.1526042,0,4.527121,0.5649525,0,0,0,0,3.4581509,1.1116745,0,0,0,0,0,1.3213465,5.821385,7.782106
266,0,0,1.9622077,0,2.5223446,4.004651,4.8145328,0,0,0,0,2.7818725,0,0,1.0427477,0,1.8378911,0,0,0,1.4064323,0,0,0
267,0,7.309403,0,0,0,0,0,0,0,0,0,0,0,0,0.008702782,0,0,0,0,0,0,0,0,1.6457989
268,0,0,0,0,0,0.45837435,0,0,0,0.19897516,1.0177238,0,3.370673,1.2687988,0,2.4526708,1.3499111,0.6427033,1.3008956,0,0,3.7829297,3.8447611,0
269,0,0,0,4.8133917,0,0,1.0212014,0,0,0,0,3.6054308,0,5.969765,0,0,1.2602735,0,3.4430046,3.7353725,0,0,0,0
270,0,0,3.72143,0,3.346443,3.7366698,0,0.10932095,2.5115738,2.2766163,0,4.2919507,1.6352731,0,0,0,2.8474507,0,0,0.8854935,2.7945302,0,0,5.220211
271,0,0,0,4.120134,0,0,1.7753145,0.4441522,3.1058614,0,0.4111361,0.39853567,1.9656483,0,0,2.2733004,1.5715673,0,0,0,0,2.3297677,0,0
272,0,0.23528753,0,2.8831775,0,0,1.3690363,0,0,0,0.9962146,0,0,0.62553066,0,1.9375211,0,3.9190664,0,0.9277744,0,0,0,0
273,0,0,2.6596642,1.2527645,0,0,0,0,0,0,0,4.799475,0,0,0,4.395253,1.8525763,5.6693287,0,0,2.432444,0,0,0
274,0,1.3841186,4.1761594,0,0,7.4500513,0,0,0,0.7815086,0,0,2.3833725,1.1310208,1.4802746,0.75176615,0.09893395,0.8181016,1.745229,0,1.0657945,0,2.8979053,2.9176972
275,3.4525971,0,0,3.4058218,0,0,3.168449,0,1.2977725,0,0,0,0.82080775,0,0.21000457,0,2.769256,0,0.030647326,1.2106154,0,0,16.348799,0
276,0.4590371,5.919867,0.81840044,0,0,1.5569854,0.06132162,0.53581226,0,0,0,0,3.3425403,0,0,1.9847808,0,3.582673,0.26904702,5.4849877,0,0,0,0
277,8.218288,0,0,0,0,0,0,0.097575866,5.80601,0,0.020115443,0,0,0,0,0,0.07191981,0,0,0,1.0339855,0,0,0
278,6.113109,0.56343865,0.06618593,0,0,0,0,0,0,2.8030336,0,0,0,0,4.164446,0.4215005,2.1468427,0,0,0,0,0,0,0
279,4.040995,3.9817278,0,1.0720577,0.54979223,3.5710392,6.6173944,2.753106,0.009140383,0.2484833,0,1.9278928,2.344434,0,0,0,1.1965153,0.36235148,3.2264702,0,2.4166489,0,0,4.656121
280,0,0,0,0,0,0,0.9379515,0,0,0.38649985,0,0,0,0,0,1.5638319,1.2661648,0,4.9602695,0,0,0,1.498789,0.17407627
281,0,0,0,0,0.02845473,3.644604,0,0,2.1213377,0.29816538,3.323626,0,2.8722634,0,0.86344236,0,0,1.1862434,3.1897023,1.9163,0,0,0,1.0563009
282,0,0,0,0,0,0,0,0,0,1.8853494,0,2.112506,3.139344,0.21321164,5.1955767,0,0,0.5751676,0.65643865,0,2.7890348,0.29699618,0,3.4938164
283,1.4976736,0,0,4.8443394,0,4.519045,0.82507205,1.5500103,2.254781,0,0.5495103,0,0,0,0,0,0,5.3362145,1.4474205,0,0,0,7.653354,0
284,4.711104,2.4048328,0.8182144,0.7075592,0,0,2.2935328,0.6079138,0,1.5027878,0,0,0,3.662576,0,0,0,0,2.472607,0,0,0,4.542092,3.2178402
285,0,0,0,0,0.037855204,6.3955784,3.7810335,0,0,0.7365132,0.8806282,0,0,0.7894569,0,0,2.6299477,1.339439,0,1.9246403,0,3.113981,0,6.8207235
286,0,0,0,0,0,0,2.398818,0,0,0.16146538,0,0,0,0,0.6640173,0,0,3.5315342,0,0,0.41428766,7.0473776,5.331736,0
287,0,0,4.6653237,0.14455763,0.9784672,0,0,0,0,0,0,0,0,0,1.8729934,0,0,0,0,1.136549,0,0,6.6397324,2.695117
288,0.679208,0.7185055,0,0,0,7.9134393,0,0,1.1038579,0,2.6653523,0,0,1.512924,0,0,0,3.3001373,0,0,1.5691833,3.7050047,4.733592,2.328822
289,1.840446,0,5.522335,0,0,0,1.6141273,0,0.35397103,1.2160535,0.26754686,0,0,1.3122684,0,0,2.6939967,0,4.719122,0,2.8542087,2.1585445,0.26270592,0
290,2.5260522,0,0,0,1.5278652,0,6.722963,0.43039125,1.8236609,0,3.8470592,3.218009,0,0,0,0.35783938,0,6.6884136,0,0.4976431,0,2.5033689,0,0
291,0,0,0,7.505089,0,1.9350516,0,1.4440129,0,0,0,1.0339028,0,0,0,0.970346,0.3017711,0,3.2350173,2.5674896,0,0,0,0
292,2.7826667,0,0,2.2446733,0.36522537,0,0,0.7528268,3.6486773,0,0,0.96088225,6.1168942,0,0,3.6436157,0,3.4408114,0,0,0,0,2.8559217,0
293,0,0,0,0,0.82201415,0.84310514,0.9235985,0.24645388,0.3371957,0,4.750323,0,0,7.402321,3.2929125,0.29959172,0,0,0,0,2.8897479,0,0,0
294,0,0,0,0.021810966,1.3727452,0,0,0,0.58602583,0,0,7.282586,0.020866044,0,4.395462,0,0,1.728441,1.9997652,2.7984135,0,0,3.6550162,0
295,3.6906998,7.7104783,0,0,1.5290557,2.1848981,0,3.1150322,0,1.0366918,0,0,0,0,0,0,0,0,0,0,0,0.13619527,0,0
296,2.6856406,0,0,3.9031186,0.27933854,0,0,0,0,0,0.23012981,5.3845153,0,1.8650335,0,0.1362326,3.2513006,0.3579019,0,0,0,0,0,0
297,0,5.64086,0,0,1.4102798,5.3786664,2.232303,0.84924173,0,2.3187,1.9688662,0,0,5.9582815,0,0,0,0,3.7821355,0,0,1.237028,2.2997024,4.248148
298,5.3493066,0,0,0.12090778,0,0,1.9173396,0,4.951987,0.5025945,1.9159544,0,2.4857197,0.39279726,0,0,1.5093458,0,0,0,7.037956,1.7044883,0,0
299,0,0,0,0.46215764,0,0,2.915521,0,0,0,0.3101731,0,0,0,3.2189846,1.0725847,0.24450482,1.5760909,0,0.87674993,0,1.8265038,0,3.4654956
300,5.263942,0,0,2.570873,0,5.647399,1.3889908,0,0,0,0,0,0.46509072,0.46413785,0,0,0,3.3544414,0,0,0,0,1.3284323,0
301,3.8162017,0,1.1092829,0,0.6064151,0,0,0,0,0,0,0,0,0,0,2.543568,0,2.6430967,2.1306782,0,2.09762,0,0,0
302,0,3.7683134,0,0,0,0,0,1.3630211,0,0,0,0,1.0277014,0,0,2.3927443,0,0,1.0351104,0,0.6418904,0,0,2.129777
303,2.1512952,0,1.0075496,0,3.6578786,0,0,0,2.8943045,0,0,0,0,2.3029883,0,0.17873202,0,0,0,0,0,0,8.582103,0
304,2.3732543,0,0,1.8252237,1.0291419,0,0.48535746,0,0,0.31830886,3.3301747,0,1.864586,0.043921284,1.1195445,2.9685984,2.2624924,0,0,0,0,0,0,1.95631
305,2.2836194,1.4707997,0,0.5654433,0,0,0,0,1.7300191,4.736334,0.5492002,1.1625676,0.123464055,0,0,0,1.8429716,0,0,0,0,0,7.759424,0.8823589
306,0,0,0.7867915,0,0,0,0,0,1.8967234,0,0,2.307083,4.7450614,0,2.4397984,0,0,0.9085921,0,0,0,0.1017204,0,7.1807847
307,0,0,0.10669697,0,0,0,2.6450121,0.13121073,0,0.4883003,2.4950352,0,0,0,2.6954896,0,0,0,0,0,7.7755623,0,0,3.7436476
308,0,0,1.8844465,0,0,0,0,0,3.0929503,0,0,0,0.56989086,1.6951437,6.6263623,0,0.94323283,4.9339375,0,3.2776508,0,0,0,0
309,1.9981033,0,1.698674,4.217501,2.8574684,0,0,3.2954497,0,3.5666003,4.7326565,4.3013787,0,0,0,2.3552315,0.7148614,0,0,3.7325478,0.8170412,0,3.7852445,1.0894505
310,0.342623,0,0,0,0,0,0.8892082,0.19191012,2.2742145,0,0,0,1.025158,0,0.7690181,0.7457428,0,0,0,0,0,0.4412471,0,5.768202
311,4.2267995,0,2.5609384,0,0,0,6.107236,3.957657,0,1.1424685,0,5.4320874,0,0,0,0,0,0,1.0485203,2.3789277,0,2.9193664,5.1096735,0
312,0,0,0.90722555,0.80744904,2.878791,3.1912582,0,0.10185474,0.4272418,3.7415545,0,0,0,0,2.090543,1.2513652,3.5075746,1.549403,1.7906626,0,2.5368004,0,1.6252532,0
313,0,0,9.783713,0,0,1.7405772,0,0,0,3.8570313,0,1.7954893,0.35976163,4.333829,1.1153985,0,0,0,1.2735007,0,0,0,0,4.364262
314,0.25069422,0,0,0,0.71515214,0,0,0,5.311692,1.5481861,0,0,0,0,0,0.27211034,0,0,0,1.4151478,0,0,0.93988717,0
315,3.371078,0,0.8874952,1.5553274,0.50934,0,0,3.2544858,0.77072096,0,0,3.263305,0,0,0,0,0,0,6.083916,0.5371661,0,0.7484914,5.560143,8.32186
316,0,0.31347266,3.050477,1.7112437,0,1.7050705,2.8332975,3.4935966,0,0,0,7.353895,0,0,0,0,1.6181561,0,1.5686954,0,0,0.86934924,4.8915625,0
