roi,ROI,Classification,x,Y
11,10,,257.7387387,99.53153153
12,11,,246.3038674,30.61878453
0,0,,350,199
1,1,,426.7723577,172.5
2,2,,243.9230769,231.1398601
9,9,,254,280.6494845
6,6,,277.4046243,339.2890173
7,7,1,241.4046243,433.2890173
5,5,,474.8866667,313.72
3,3,,365,152.1511628
17,13,,286,427
20,14,1,233,381
22,15,1,277,368
24,16,,329,345
27,17,,297,311
29,18,,448,265
30,19,,328,259
31,20,,285,249
34,21,,184,216
35,22,1,124,177
