x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055
218,0,2.7490845,0,0,0,1.5023036,0,0.5242224,0,1.1652249,4.0246873,0,1.0227094,0.33438084,0,0.17764236,0,0,0,0,4.8406343,0,0,0,1.2444506,0,0,0,3.7900348,0.36148047,0.7712984,0,0,0,1.325882,0,0,0,0,9.189232,0,2.2415683,0,0,1.4905772,0,0,0,3.9620824,1.8395807,0,0,0,0.26259828,0,0
219,0,0.32348546,0.3390688,4.0527205,0,0,2.7859786,2.1732826,0,0.1804695,0,0,0,0,0,1.5530995,0,2.0440638,0,0,2.0853734,0,0,0,0,0,0,0,0,0,1.4108739,1.3254484,0,0,0.51587826,0,0,0,11.4282875,2.199641,0,2.9878638,0,0,2.0951724,0,0,0,2.237624,0.9163043,0,2.1312642,0,0,1.7236552,0
220,0,1.5200143,0,7.9542313,0,1.013875,1.4313331,5.416088,0,0.5135835,0,0,0,0,0,2.8059597,0,2.0129378,0,0,0.67413396,0.98662645,0,0,0,0,0,0,0,0,0,0,3.766818,0,0,0,0,0,6.101079,0,0,17.878454,3.4281023,0,0,0,0.91441965,0.070441514,0,2.005533,0,3.330316,3.684596,0,0,0
221,0,0,0,3.7169318,0,0,1.8204284,0.41915435,0,0,0,0.15640718,0.63118666,0.86548513,0,0,0,0,0,0,3.3732066,0,0,0,0,0,0,0,0,0,0.030619502,0,0,0,0,0,0,1.1755817,9.08785,9.281484,0,7.05182,0,1.30708,0,0,4.3198466,0,0,0,0.45291355,1.0898502,0,0,0,0
222,3.2118363,3.396188,0,0,0,0.1057732,3.2273679,0,2.5150988,0.672217,0,0,0,1.4910538,0,0,0,0,0,0,1.2507613,0,0,0,0,0,1.6493586,0,0,1.8992947,1.6135889,0,2.415891,0,4.747554,0,0.62548226,0,0.116322055,3.8984497,1.4450957,0,3.2905521,0,1.2517519,0,0,0.1898502,0,0.73547757,0,0.41580805,9.493352,1.5717952,1.070822,0
223,0,0,0.26201794,0.11225052,4.1900597,1.9200206,0,3.0515337,0,0,1.5978001,0,0,0.3429155,0,3.2259946,0.9053992,0.23164234,0,0,0.24838959,0,0,1.1825072,0,1.0173635,0,0,3.0197756,0,1.3738608,0,4.945297,0,0,0,0,0.16557164,0,5.1632276,0,6.7143946,0,0.13692108,1.4141917,0,0,0.444948,0,0,1.3560839,0,1.4695755,0.8080473,0,2.4223056
224,2.4892693,0,0,0,0,2.1447897,0,0,0.58290094,0,0,0.18921652,0,0.7995969,0,0,0.5823889,0,2.9113898,1.5049167,0,0,0.44759777,0.28256136,4.1691647,1.2492985,0,6.6089196,0.8691118,2.8789926,0,2.8056684,0,1.2671454,0,1.6506028,3.411246,0,0,5.8224792,0,0,0,1.4933974,0,0.7515105,0,0.65929186,0,0,1.6211854,0,0.16668448,0,0,0
225,0,0,0,0,0,0,1.9921393,1.5663797,1.3162605,0.5817836,0,0,0.4087874,2.0229056,1.2876093,0,0,0,1.0615158,0,1.71734,0,0.48204273,0,5.8087463,4.2360044,0.8513654,0,0,7.147748,0.3238836,0.30433294,6.9562554,0,0,1.652245,0,0,0,0.5824456,0.4318241,0,1.037874,0,2.7768695,3.0858471,0,1.2210977,13.406387,1.5900649,0,0.74242747,0,0,0.30495608,0
226,7.5863767,0.008605144,0,0,0,2.499511,0,0,0.335976,0,0,0,0.9563988,0,0,0,2.3412793,0,3.1222916,6.5364485,0,0,3.3902907,1.432514,0,0,0,0,2.8330324,4.335839,0,1.1179522,0,0.29696545,0,0,6.0057187,1.8906312,0,2.1908476,1.5893009,0,1.7558645,0,0,0,6.426665,0.4181296,0,0.50374246,0,0,8.379759,2.2023547,0,0
227,0,0,0,0.14485246,5.257752,0,2.0130208,0,1.2088612,0,2.7881725,3.488182,0.77689373,2.35201,0,0,1.2333609,0,0,0,0,0,1.066298,0,5.694726,0.58709,0.3571329,0,0.48117906,4.9722147,1.1006184,0.15014863,4.609806,0.38224232,0,0,0,0,2.1677613,0,2.2738113,0,0,1.0642356,0.25009453,0,0,0,0,0,0.44899637,0.09913541,0,0,0,1.8695687
228,10.394754,0,0,0,1.798263,0,0.46880618,0,6.6069283,0,0,0.5662309,1.0258911,0,2.3774233,0,0.5287546,0,1.3709114,0,0,0,4.5701237,0,3.8057969,5.890904,1.0142092,11.571075,3.534527,0,1.7535093,0.41944474,1.53252,3.1029608,6.198097,3.240091,6.4020553,3.857887,0,0,0,0,0,4.2348065,0,5.4058194,2.2743335,0.32020247,0,0,0,0,0,0,0,0
229,0,0,0,0.6335961,0,0,0,0,0,1.356569,0,2.7432158,0,0.70920974,0.50603765,0,0.65074825,3.2134373,2.3905156,3.2044592,0,4.8430285,0,0.900983,0,0,0.7645741,5.796734,4.4828596,4.486471,0,0.9343108,1.7555581,2.1507337,0,0,0,0,0,0,1.4415989,0,0,0.31866217,0,0,1.7077569,0,4.617491,1.5123239,0,0,2.8921647,0,0.39036617,2.6548762
230,0,0,0,0,0,0,0,0,0,0,0,0.036331855,0.31584334,0,0,0,0.18533121,5.9950633,0,0,0.27162316,10.069808,0,0.115359195,1.5340621,0,0,0.9586192,0,0,2.007725,0.55571806,0,0,0,0,3.0401695,0.7450983,0,1.1165029,2.1633158,0,0.91585886,2.035646,0,1.094961,5.258329,2.026687,2.9302347,0,0.03738567,0.36426067,0,0.27568224,0,0.66040856
231,3.3907335,0,0,1.1138198,1.7024645,0,0,0,0.36481208,0,0,0,1.7952226,0,0,0,0,4.035762,1.9416287,2.6292899,0,4.253128,0.07473737,2.803217,2.6478877,0.79848385,1.7150509,0,0,0,0,0.65152156,0,0,8.011202,0.97366786,0,0.37527618,0.41014254,3.5413384,1.6114911,0,0,0.90948236,0,1.868305,4.592536,0.55500865,0,0.2321806,1.3685628,0,6.3432407,0,0,0.92433614
232,0.26148582,0,0,0,0,1.3737165,0,0,0,0.78227746,0,0.79952466,0,0,1.5118026,0.9842335,0.5742372,0,3.5640116,1.3510283,3.5541935,4.6132755,2.516913,2.3042014,0,0,0.2598846,4.1781616,0,1.7593127,0.15446082,1.3842076,7.78823,0.671958,1.0034314,0.6746062,0,0,3.030402,2.5614603,0.8695779,0,0,0,0,0,0,0.65875536,0,0,0.7542016,0,0,2.3899586,0,0
233,0,0.34197763,0,3.050328,0,2.46104,0,0,0.16684824,0.21124002,2.5976079,0.3793065,2.611055,2.1007736,0,1.1688505,0,0,0,6.423017,0.41839027,0.5584037,0,0,1.9913002,0.19786483,0,0.1398049,2.3551834,3.4467595,1.0384394,0,8.23231,0.6703075,0.60117924,1.8166307,5.177054,0,0,7.561947,1.5035992,0,0.4520328,0,0,0,0,0.42259437,0,1.4297127,0,1.0347028,1.5136421,1.3282018,0.9825388,0
234,0,1.8064849,0.32858303,1.2233406,0,0,0,1.1137464,0,3.68245,0,0,0,0.7628498,0,0,0.54437405,0,0,0,0.7032263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062373016,0,1.5452291,1.8225383,3.660304,0,6.372801,0,0,0,0,0,0.85183376,0.05025074,2.5765164,0,1.5516169,0,2.4246094,0,1.1194662
235,0.33513823,0,0.22855425,0.35211185,1.985828,0,0,0.22396472,0,0,4.4767427,0,0,0,0,0,0.48019716,0,4.52694,5.7857213,2.4202507,0,0,0,0.03947232,0,0,0,0,0,0.21581462,0.7264548,0,0.036906265,1.8098953,0,1.0941924,0.73734367,0,0,0,4.823337,0,3.2136805,0,0,1.9997945,0,1.94727,0,0.96361035,0,0,0,0.17941296,0
236,0,0,0.4292442,0,0.028790357,0,0,0,0,0,0.5976013,0,0,0,1.6110309,0,0,0,0.3500781,1.4327954,1.9873847,0,0,1.3161808,1.3335915,0.862035,0,0,0,0,0,0,0,0.9364293,0,0.56280464,3.3174207,0,0,0,0,2.9502625,0.8665322,0,1.6705804,0,0,0,9.29045,0,0.74455655,3.003685,6.162188,1.8901197,0,0
237,3.6151822,0.36146092,0,0,0,0,2.633759,2.5451622,0,0,0.035690654,0,0,0,0,0,0,0,0,3.0953286,0,1.3660562,0,0,0.85185534,0,0,0,0,6.5943923,0,0,3.6719527,0,0,0,0,0,6.6213784,7.4618297,0,12.565271,1.9024756,0,0.8473863,0,0,1.1398973,0,0,0,1.5204151,8.026295,0.07610379,0.37780714,0.56886554
238,11.480905,0,0.17727023,0,0,0.47015667,0,0,0,2.1654494,0,0,0,1.7371967,0,5.438621,0,1.4815627,0,0,0.9640426,0,0,0,0,0.02922849,0.28749585,5.1752224,8.329966,3.1116066,0,0.9973343,4.161159,1.4781452,3.0055065,0,3.2261026,0,1.4733487,0,0,0,0,0,0.35980666,0,0,0,1.7536573,1.0005808,0,1.795354,0.32688913,0,0.5923834,1.635677
239,0.011431669,0.40044406,0.059518483,0.29641157,0,0.17472388,1.4398907,3.153279,3.5125613,0,0,0,0,0,0,0.94769835,0,0,0,0,8.117005,0,0,0,0,0,0,2.2860453,0,1.0442381,0,0,1.9096351,0,0,0,0.32386926,0,0,0,0.6964992,6.8379116,0,0.33370155,1.9608917,0,0,0,4.733091,0.7884219,2.7954397,0,1.7834642,0,0,0
240,0,0.2653925,0.042692516,9.466155,0,0.71930957,1.1770282,0,0,3.3289046,1.3596883,0,0,3.1640742,0,0.27191433,0,0,0,0,0.86034065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6921563,10.089331,0,1.3881073,1.6931376,0,0,0,0,0,0.6709493,0.19057518,0.994365,2.3991733,0,1.2724303,0,0
241,0,2.233562,0.76094997,1.1160439,0,0,0.91812646,0,0.75983447,0,0,0.6853139,1.0008308,0,0,0,0,0,0,0,6.523301,0.08747515,0,0,0,0,0,0,0,0,0,1.2482799,10.108171,0,1.6343026,0,0,0.5572861,2.6130102,0,0,3.6053045,0.7357368,0,0,0,0,0,2.8849876,0,0,2.3367772,6.2978935,0.11943668,0.39452878,2.1426308
242,0,0.15297398,0,0,2.2390802,0,0,2.340959,0,1.0027684,0,0.9005426,1.9823755,0.575576,0.22386242,3.510965,0.18119542,0,0,3.1776536,0.07091508,0.8089789,0.98293096,0.38700122,0,0,1.5324192,3.5134609,8.90968,2.5723863,0,0,1.6014841,1.852736,0.6996814,0,0,0.48250636,0,0,0,5.0164948,0,3.3020597,0,1.5784277,4.3160973,0,4.8253527,0.5091839,0.850488,1.6100888,0,1.696967,2.2790349,0
243,2.331945,0.9868897,0,0.01104362,0,0.549304,0,0,0.1213279,0,0,0,1.6392386,1.1303084,0,0.30387384,0,0,0.88153094,0,0,0.10076402,0,0.021580134,4.8166895,0,0,0.8931539,0,3.4888022,2.134564,0.000936202,0,0,1.2685276,0,4.145365,0.013462979,0,1.9288325,0.7895227,0,1.1414917,0,0.08937171,0.843913,3.085759,0,0,0.7159337,0,0.4549629,0,0,0.8273129,0
244,1.3142458,1.8777754,0.15577585,0,0.19473003,0,0.55602086,0,0,0,0,1.2054163,0.38795716,0.33979285,0,0.9171857,1.5247737,0,0.58719605,0,0,0,1.2030734,2.1813173,0,0,0.5767629,2.313574,1.6108398,4.492793,0,0.8089568,0,1.4931916,3.5322485,0,3.0408955,0.29892433,5.8904047,2.3388994,1.2202532,0,2.2277524,0.9817781,0,0,3.4137385,0,0,0,0,0,0,0,0,0
245,0,0.07619968,0.6964514,5.0100617,0,0,0,1.4183178,1.6010637,0,0,0,1.1240888,0.37338203,0,1.5040854,0,0,0,0,6.37232,0,0.6303437,0,0,0,0,0,4.488409,0,0.21430625,0,0,0,0.19640282,0,0,0,0,1.5002654,0,0,0.7818395,0,0,0,0,0.9928038,0,0,0.13726318,0,0,0,0,1.8976893
246,0,0,0.5497516,0,1.3769623,0,0,0,0,0,1.3338387,3.484604,0,1.3690203,2.5249307,0,0.25607726,5.5746045,0,0,0,0,0.4314213,0.386137,0,0,2.0569632,2.1318798,0,0,1.1041753,1.9307367,0,0,0,0,0,0.4989891,4.1286287,0.6646868,0,3.7243805,1.5616238,1.4519985,0.6688831,0.95792663,3.751919,0,10.20472,0,0.43989706,1.772348,0,0.4508007,1.2865069,0
247,0,0,0,0.16297248,0,2.2411635,0,0,0,0,0,0,0,0.5046426,0,0,2.960284,3.976795,5.9655733,0,0,8.15906,3.1253736,3.0521653,6.792811,1.6469096,0.045212436,7.91985,0,1.8586086,0.9630348,1.075344,1.4124792,1.0443501,0,5.204166,5.0329337,0,0,6.4673147,0.34366453,0,0.20970714,0,0,0,2.1594765,0.3791925,0,1.340874,0.14484268,0,0.9532988,0,0,3.0321326
248,7.130509,0,0.36568177,0,0,0,1.3021626,2.480461,0,1.860931,0,1.5371463,0.58709365,0.75346047,0,4.1416597,0,1.332719,0,3.4144838,0,0.039350975,0,0.29212525,0,0,1.0592163,0,0,0.59426254,0,0,6.3451657,0,0,0,0,0,0,3.8303735,0,6.7677865,1.7675519,0,0,0,0,0,0,0.8713258,0,1.3375993,0,2.0750427,0,0
249,0,0,0,3.0706265,0,0,7.298537,4.7263107,0,0,0,0,0,0,0,0.7533318,0,0,0,0,0,0,0,0,1.2376328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.998096,1.2544819,0,0.8708157,0,0,0,0,0,0,2.0250528,0.8729966,0,0.9246696,0
250,0,4.7600727,0,1.937369,0,0,0,0.24640463,0,3.2955365,0.27491787,0,0,0.8079108,2.0993893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7986145,3.0857823,0,8.0713825,0,0,0,0,0,0,0,0.17277074,0,0.42469132,0,2.7358277,0.36192235,0
251,0,0.7958858,0,4.0383,0,4.672499,3.774003,1.7642676,0,0.80088764,7.3938475,0.6634711,0,4.5318437,0.46791223,3.135683,0,1.2647746,0,1.5045638,1.6042589,1.8547475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76301,2.9276018,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,3.210935,0,3.2191672,0,0,0,0.6813358,0,0,0.8255046,1.8633676,0,0,0,0,0,0,0,0,6.962344,0,0,0,0,0,0,0,0,0,0,0,3.013369,0,0,0,0,0,3.448719,7.365417,0.7580695,13.999996,0,0,0,0.70014054,0,0,0,0,0,0,0,1.4303677,0,0
253,0,1.2766124,0,0,0,0.19954915,1.8772043,1.3564345,0,3.7327569,0.23076577,0,0,0,0,0,0.24704207,2.1169298,0,0,0.8655005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1120346,0.4028408,0,3.9184911,3.018608,0.23942795,0,0,0,0,11.747302,0,0.3905462,2.2801325,14.937799,0,0,0
254,0,0,0,0,3.5789945,1.2500442,0,0,0,0,0,0,0,0,0,3.0990565,0.20196514,3.7837374,0,7.779612,0,3.3316474,2.7149947,2.718455,2.3566556,0.94790393,1.9615133,4.7273207,13.831622,0,0.12254309,0.76379746,0,0.7839788,4.782953,1.7806672,1.6934224,1.5664268,0,0,0,0,0,2.8834362,0.9449165,4.7740455,0.4366931,0,3.0071647,0,2.3329031,0,2.3033803,0,0,2.2471175
255,0,0,0.55130017,0,0,1.5696325,0,2.1463017,0,0,0,0,0,0,2.1802516,2.0893836,0,1.6064148,1.0520602,2.7831202,11.47415,0,0,0,0,0,1.1724365,0,0,0,0,0,0,0,0,0,0,0,1.6204298,6.439052,0,9.08999,0,0,0,0,0,0,0,0,0,2.348993,0,1.7771832,2.096871,0
256,15.347566,0,0.14800571,2.9880848,0,0,0,0,1.6036285,0,0,1.0855403,0.2989248,0,5.1914506,0,0,1.9776777,0,0.6563123,0,1.2545687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.157998,0,0,0,0,0,2.3155308,0.28609058,1.5498382,0.2090092,0,1.3650863,0,0,0,0.8690613,1.6711487,0.4016612
257,0,2.2781296,0,0,1.0383929,0,0,0,0,0.17920688,0,0,0.8221937,0.7880449,0,0,0,0.33148336,0,2.1144876,0,7.1168213,0.80127597,0,4.393986,0,1.9710509,6.059513,0,6.412094,0,0.7529006,1.4846389,0,0,2.262788,5.302137,0.20353177,0,0,4.3841386,0,0,3.0493724,0,0,1.6448736,1.1483084,0,0.7452613,1.6152595,0.71245116,0,3.4742377,0.3480586,0
258,0,0,0.5131883,2.419709,0,1.3426358,0.3907499,0,0.9260211,0,0,0.21374267,0,0,0,0,0,3.5849118,0,0,2.52559,3.0285008,0,0,0,0,0,2.2533083,0,0,1.4358534,0,2.0032964,0,2.670759,0,0,0,1.3794641,1.1247789,0,0,0.29804617,0,0,0,0,0.48483798,0,0,0,0,1.4924309,0,0,2.1929076
259,0,0,0.5083865,0.6388149,0,0,1.4417044,0,0,1.2694583,0,0,0,0,0.3865875,5.465826,0.2551688,0,0.39594182,0,0.22019857,0,0,1.2080593,7.0547566,0,1.0202082,0,0,0,0.5942703,0,0,0,0,0.5330008,0,0,0,0,0,0,0,0,0,0,0,0.4852808,0,0.7596808,0,0,12.706315,0,0,0.8078279
260,1.2838017,0,0.44100502,0,2.2033076,0,0,0,0,3.42918,0,0,0.7147433,0.27750427,0.2040488,0,0,0,0,0,0,0.37041268,0,2.8116028,7.1812162,5.5819335,2.5758932,11.514312,12.309233,3.896808,0,7.0111294,0,3.9015653,0.5134745,1.5474086,6.8498335,1.1267205,0,0,0.5870276,0,0,0,0.24503738,0.43415198,4.325021,2.0455308,0,0.08747976,0.8667461,0,1.0775611,0,0.946687,0
261,6.1202655,0,0.10480329,0,2.7173584,0,0,0,0,0,0.8364821,0,1.6141652,0,0,0,2.8043523,4.8421054,0,4.3309813,0,7.940977,0,2.4751098,4.851591,0,1.5166898,0,0.17714286,1.8243037,0,1.6199888,2.1060047,0.49024042,4.845499,1.2228329,1.1040868,1.9477956,0,0,2.9404774,0,0,1.0800121,0,2.6140952,1.5585815,1.6410906,0,0,1.8128356,0,0,0,0,2.969641
262,0,0,0.49295697,0,3.2079895,0,0,0,4.240712,2.3272798,0,1.7873027,0,0,1.9514374,0,2.246778,2.8898828,0,1.5659994,0,0.36658853,0.6738793,0.18142216,5.9831944,1.7616569,0.0863768,9.820677,0,0.4656685,2.288014,0.7836911,10.008584,0.38397726,4.5528235,5.451313,1.3192152,4.47591,0,0,1.724396,0,0,0,0,0.7900275,0,0,0,0,0,0,2.8208547,1.6952418,0.64503586,0
263,10.785991,0.12547192,0,0,2.5630212,1.8938571,0,0,0.31442243,0,0,0.88768953,0,0,1.2031511,1.8724036,0,0,0,0,0,0.3698432,2.1847553,2.8955932,7.2151318,2.0063634,2.0060518,10.6728735,2.7524152,0,0,3.7353065,0,3.974112,5.3595066,1.5957059,2.5273604,1.6218579,0,2.6145751,0.4883436,0,0,0.95408887,0,3.644606,7.725728,1.476832,0,1.5651896,0.29152554,0,0,0.30887464,0,0
264,0,0.3914538,0.037243985,0,0,2.027408,0,0,4.1917524,0,2.7578273,0,1.4590086,0,2.2702184,0,0.79654425,5.233667,1.9290421,0,0,3.8050754,1.5320086,0,0,1.6708419,2.608313,5.0075035,6.7230735,0,2.1139765,0,0,0.39758337,2.8020058,0.13237852,0,0,0,0.8542197,2.9100347,0,0.30349576,0,0.6147701,0.520574,2.6947327,0,4.3493004,0,0,1.2563912,0,0,0,0
265,0,0,0.02882479,0,0,0,0,2.3143923,0,0,0,0,1.7162333,0,0,0,0.21011789,0,1.7856792,0,0,0,0,1.7363892,8.543267,0,0,0,3.2919977,5.337546,1.4480189,0,0,0,3.728832,0,2.6291811,0,4.047278,5.4117217,0,0,1.3749778,0,0.47695175,0,0,0.042917762,0,0.2818149,1.0580578,1.201275,0,2.0080104,0,1.3347026
266,0,0,0.3106311,0,0,1.0767921,0,0,0.8146093,0.19107449,0,3.4456832,0,0,0,0.74649656,0,8.07063,1.5993385,4.8265457,0.71201277,0,2.813254,0,0.99611753,0.5564086,0.32389468,2.9556923,0,0,1.7223418,2.3277595,8.748248,5.285733,6.995444,0,0,0,0,3.079374,0,4.4656124,0,0.6728487,2.4205372,0,0,0,14.418203,0,0,0.9599146,0,0,1.238359,0.8041003
267,0,0,0,0.7417493,0,0,1.6017579,0,0.6944392,0,4.4588757,0,0,2.871839,0,0.787341,0,0,0,0,0,0,0,0,2.1214647,0,0,0.9469996,0,2.1564505,0,0,0,0,0,0.16866377,0,0.31365082,0,0,0,0,0,0,0,0,0,1.2825857,8.738276,0,0,0,0,0.14384179,0,0
268,0,3.2895908,0,0,0.39369577,0,0,0,0,0.7906864,0,1.8961893,0.5597002,1.9876392,1.2394257,1.5667543,0,0,0,4.1207533,0.22181146,1.6209642,0,0.11534887,0,0,0,0,0,0,0,0,0,1.6310495,3.71028,2.1314325,1.688784,0,0,0,0,0,0,0,0,8.87108,3.1270065,2.2576065,0,0,0,0,0,0,0,5.216036
269,5.8358774,0,0.23997273,0,4.185694,0,2.4089248,0,4.366456,0.77945,0,0,1.6850916,0.5498071,0.41084817,0.71715146,2.3125205,8.498346,2.6066833,0,0,0,9.033944,0,9.668115,3.0894778,4.764674,24.428984,15.088592,0,0,5.634757,0,1.9740758,6.1166816,4.2875137,1.0339221,3.91157,0,0,0,0,0,2.8922515,0,5.203916,6.5889626,0.94026446,0,0,0.4480213,0,0,0,0,0
270,0,0,0,0,0,0,1.4636769,0.8515108,1.8242351,0,0.37712306,0,0,0,0,4.8531013,0,0,0,5.486441,0,9.778402,0,2.1334798,0,0,0.7147441,0,4.5856576,9.340352,0.17640035,0,6.3408976,0,0,4.1882477,0,0.77744406,0,0,1.109679,0,0.19856265,0,2.8167045,0,0,0,0,0,0.12319524,0,0,0,0.120507695,2.5625963
271,0,0,0.7627333,2.8031812,1.1925308,2.9441528,0,0,0,0,0,0,0,0.25789672,0,0,0,0,0,0.09052779,0,2.4260166,0,2.0753863,2.6528027,0.8984912,0.5785161,9.295368,0,0,0.10814541,0.6942952,0,0,0,0.21782613,0,0.051179897,9.697365,0.5963754,0,16.332537,2.571264,0,0,0,0,0,7.862888,2.7276034,0,2.9936652,0,1.1266557,0.3766464,0
272,0,0,0,0.6386222,2.687949,0.07695947,0,3.6806498,0,0,0,0,0,0.2084521,0,0,0.93124557,1.0144204,0,2.9655344,6.6260915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5431513,0,0,0.8496925,0,0,0,0.26719797,1.3889569,0.7194393,0,0,0.092559874,0,0.24184938,0,1.7111293,4.7595787,0,0,0
273,0,0.93382293,0,0,3.1744063,0,2.118033,0,0,0,2.7847247,0,0.23444855,0,0,0.73046315,0,0,0,0,0.80267656,0,0,0,1.5607009,0,1.5507853,1.135899,6.007296,0,2.0288267,0,0.067919865,2.471745,3.5910802,0,0,0,3.3585653,1.3389373,0,0,0.24401668,0,1.5676763,0,0,0,4.4548473,0.6175812,0.6680609,0.20668077,6.1911597,0.4733648,2.6365647,0
274,0,1.8921453,0,0,1.0702755,2.8480818,0,0,1.8345339,0,2.0072854,0,2.7837565,0.46174058,0,4.3140764,0,0,0,0,2.3379128,0,0,0,0.79640377,0.35813823,0,4.843516,0,0,0,0,0,2.2300084,0,1.4225563,0,0,1.8614293,12.47902,0.15997708,0,0.8723266,0.12871806,0,0,2.3634934,0,0,0,1.5411174,1.9803686,0.47801536,0.2612323,0,0
275,0,0,0.5765166,2.8049788,0,0,0,0,1.5567492,0,1.8245914,2.3308387,0.47506604,0,0,0,0.22178644,0.15552895,0,0.09668095,5.863673,10.00356,0,0,0,0,0.7679591,1.41307,0,2.6992364,0,0,0,0,0,0,0.41072595,1.2316236,2.6048346,0,0,7.3798575,0.035188463,0,0,0,0,0,7.260188,1.0893711,0.19908087,1.1777285,0,0,0,0.12447557
276,0,0.5886294,0.82040334,0,0,0,0,0,0,0,0,0.40137777,3.771938,0,1.1404632,1.0884464,0,2.5922747,0,0,0.5415156,4.4476795,1.8948762,0,11.388023,2.396837,2.4000204,8.441526,6.6872525,0.114395425,1.4639392,0,0.12900355,3.4053872,1.5742838,4.122526,0,0.3392982,0.7671244,0,0.13936718,0,1.8988403,0.80284226,0,0,6.170413,1.2450136,0,2.3447285,0,0,1.4622799,0.72184753,0,0
277,0,0,0,1.4769864,0,0,0,0,0,0,6.03043,1.503339,0,3.908923,0,0,0.840545,0.2614631,2.4566128,3.3580995,0,0,0,1.0660928,0,0,0.50903016,0,0,3.335742,0.28561383,1.2861086,2.8797565,0,0.16366692,0,0,0,0.7673248,0,1.6856973,0,0,2.564639,2.0478323,0,0,0,0,0,0,0,9.581343,0,0,0.12028448
278,0,0,0,0,0.11886592,2.4696736,0,0,0,0,0.6766625,0,0,0,0.73351073,2.7964637,0,0.1310018,0.05969124,0.8153955,0,2.7052448,0,0,6.5886436,0,0,3.4890459,2.251783,2.447971,0.3363673,0.044631667,0,0,0,0,0.83074474,0,0,13.76535,0,7.834613,0,0,0,1.782899,0,1.5284485,0,0.024573082,1.8341094,1.3037968,0,1.2923387,2.8075476,0.7535866
279,5.5007873,0,0.68267316,0,0,0,0.2505374,0,0,0,0.99479556,0,0,0,0,0,0,0,1.8328099,6.0294347,5.6997223,1.2571219,1.6901402,0.16646902,1.3678806,0.109831944,2.339107,3.9219635,0,1.720718,3.193517,0.9726267,0.08530272,0.72381884,5.9645267,0,0,0.40852094,8.132855,2.4193506,0.80739874,0,0,1.164988,0,0,0,0,0,2.368498,0,1.304953,2.3530846,0,0.931529,0.55588067
280,8.031175,0.8855606,0.27362233,4.788168,0.15860726,0,0.9002761,0,0,0,0,0,0,0.5981396,0,1.2696832,0.27104992,1.0893694,0,0.09530774,2.4772289,0,0.9335227,0.7577042,2.6389327,0,0,3.9071453,4.291369,0,0.752237,1.6269495,0.12949611,0,0,0,0,0.99984515,0,0,0,7.5319357,1.1461728,0,0,0,0.7976273,0,0,0,0.59634423,2.1188405,0,0,0,1.2124261
281,7.709421,0,0,0,0,0,1.8090754,3.6639895,1.6879034,0,0,0,0,0,0.067282505,0,0,3.7386215,0.1495622,1.0445299,0,2.101031,0.43355313,0,0,0,0,11.079586,0,2.2678242,0,0.12613942,0,0,0,0.6648548,2.7495368,1.8929193,0,0,0.22680376,0,2.5026112,0,0.14188893,0.9988734,0,3.8568516,2.9093611,0,1.155367,0,0,0,0.44706085,0
282,0,0,0,0,7.6895657,1.270681,0,0,1.3248646,0,0,0,0,0,2.1341026,0,1.9351639,0,0,0,0,0,7.7114162,1.6228224,3.1135662,8.0571995,1.8661948,10.4729805,0.35535124,0,0,5.6744266,0,0,9.723475,3.5396793,7.1703997,1.6748996,0,0,0.43426183,0,0,2.986542,0,5.1900826,4.56023,1.8879071,0,0,0.23002517,0,0,0,0,5.7515874
283,2.1517375,0,0,0,3.3337314,0,0,0,3.9487004,0,0,0,0,0.5686091,1.8706112,0,0.30238095,0,0.047475778,8.55577,0,10.407221,0,3.5228796,3.0292966,0,0,0,1.9215417,0,0,0,0,3.790308,8.755995,1.3759618,0,5.00236,0,0,0,0,0,2.1166704,0.5246296,2.6135645,0.2356951,1.9415569,6.0116034,1.6560374,0.006381316,0.98207986,0,1.6891874,0,0
284,0,0,0,1.9430631,0,0.6881708,0,0,0,0,0,0.007332557,0.38425586,0,0,0,0,0,3.919799,3.5008824,0,5.5618834,0,1.8105628,3.462518,0,0,9.373811,4.4353113,0.92398685,1.7224643,2.784692,1.3408855,1.4935179,0,0.25384358,0,0,0.36492363,0.5346666,1.8970908,0,0,0.62499046,0.69090575,0,0,0,11.326286,0.67934304,0,1.8448768,0,0,0.7934518,1.1868223
