x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031
287,0,7.0893955,0,0,1.3564789,0,0.22075504,0,1.3270828,0,0,0,0,0,3.5361123,0,1.7353925,0,0,0.67748374,4.1007195,0.89739215,0.00347059,0,0,1.7686924,0,0,0,0,0,0
288,1.3324441,0,0,3.0894475,1.279992,3.4026768,3.860658,0,0,0,0,0.81201166,1.1577004,0.12159705,0,0.56400514,0,0.30926853,0,0,0,1.6712536,0,0,1.2932818,4.008102,4.2055736,0,0,0,0,0
289,3.6285133,0,0,0,0,0.81819427,0,1.2052263,0,0,0,0,0,0,0,0,0,0,0.16736011,0.18469417,0,0,0,0,0.86120814,0,0,0,1.0690683,0.29739776,0,1.1023297
290,0,0,0.81522465,0.47661468,0,2.1662803,0.38796994,1.625605,0,0,0,0.42264923,0,0.22490658,2.1019983,0,0,0.13850413,0,0,2.412552,0,0,2.0170083,0,0,0,0,1.187405,1.0966656,0,0
291,0,0,2.685471,0,0,0.23360115,0.6551871,0,1.3417372,0,0,0.11563816,0,0,0,0.54784566,0,0,0,1.9614761,0.9687718,1.7830812,0,0,0,0,0.19518284,4.593826,0,0,0,0
292,0,7.607581,0,1.640088,0.6349294,0,0,0,0.48061046,0,0,0,0,0,0,0.53598684,0,0.9572599,0,0,0,0,0,0,0.60970557,0,0,2.993233,0,0,0.57260233,0
293,0,0,0,0.3987593,0.8684927,0.6448943,1.6449342,1.8214362,0,0.1458184,0,0,0,0,0,0,2.1876745,0,2.001009,0,0,0,2.681714,2.6585217,0,0,0,0,0.5409635,0,0,0
294,0.17801246,0,2.2655492,1.5748944,0.94254696,0,0,0.6028381,0,1.493491,2.7314847,0,0,0,0,0,0,1.0120195,1.0887679,1.8773717,1.1699697,0,0,0,1.2521265,0,1.3022871,0,0.56278217,1.0565734,3.245442,0
295,2.7923973,0,0,0,0,0,0,0,0,0,1.1170158,0.6410571,6.267825,0.92683005,0.32130474,0.35308158,0,0,0,0,0,0,2.7010307,1.0762665,0.8296308,0,0.8952133,0,1.1190472,2.7665443,1.4953363,0
296,0.7516896,0,1.635223,0,0.055294257,0.68725514,0,0.09036702,0,0.5679699,0,0,0,1.4689138,1.2689167,0.33082217,0,0,0,0.81570023,0.75054014,0,0,0,0,0.89298457,0,2.2782564,0,0,0.002255939,0
297,0,9.319122,0.59953356,0.74265814,0,3.1493182,0,0,0.9595616,1.4188578,2.7553139,0.17967111,3.0193007,0,0.25086197,0,1.0589759,0,0,0.13921945,0,0,1.0566074,0.4248258,0,0,0,0.3291694,0,0.5684526,0,1.6856422
298,1.8707718,9.039752,0,0.24366866,0,0,0,0.55399317,0,0,0,2.088785,0,0,0,0,0,0.34345388,1.959257,0,0,0,0,0,1.2408214,0,0,0,0,1.0104682,0,0.056421604
299,0,0,0,0.24377628,0.40024948,0,0,0,0.30091575,0.69444877,3.1689432,0,4.3431597,2.1468468,0,2.7536275,0,0,1.4695202,1.064119,1.1519679,1.867031,0.77025527,0,0.1032297,0,3.2945852,0,0,0.5537776,0,0
300,0.5503125,0,0.5600756,0.9034499,0,0,0,0,1.0794458,0,0,0,0,0,0.3864726,0,4.555468,0,0.44413662,0.6973671,0,0,0,0.33866102,0,4.866919,1.1460176,0.33269614,0,0,0,0
301,2.8767102,2.2886863,0,1.0426104,0,0,0,0,0,0,0,1.2368706,0.00610227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9195948,0,0
302,0,2.7531903,0,0,0,0.2148424,0,0,0,1.1557918,0,0,0,0,0,0,3.3006911,3.0216067,0.23343447,1.4922088,1.2832956,2.5612128,0.005670041,2.2060213,0,0,0,1.2820264,1.2358105,0,0.18291642,1.8212764
303,0,11.44616,0.35123926,0,0,1.7590563,0.18376492,0.77344084,0.000479563,0,0.101148605,0,0,0,1.2242332,0,2.5115192,0,1.4969714,0,0,0,0,0,0,0,0,0,1.5442709,0,0,0.13896853
304,0,0,0,0,0,1.3321445,0,0,0,0,0,0,0,0.3547595,0.18878055,0.97002226,0.9613984,0,0,0,0,0,0,0,0.47029138,4.0964317,0,0,0,0,0,0.014564087
305,0,0,0,0.48163468,0,1.3546175,0,0,0,0,0.25231224,0.19757055,0.9054674,1.445801,0.335343,1.1803627,0.5348772,0,2.1163938,0,0,2.942756,0,0,0.123218745,0,0,0,0,0,0,0.83899885
306,0,0,0,0.016479105,3.9639459,0,1.3486371,0.39769307,0,0,0,0.3900715,0,0,0,0,0,0.19724639,0,2.9075193,1.0851634,0,0,0,0,2.646236,0,2.2044199,0,0.267034,0,0
307,0,0,0,2.60195,0,3.1925807,0,0,0.60992604,0,0,1.1036103,0,0,1.7752413,0.53033215,0.37229612,2.527034,1.6840199,0,0,0,0,0,0,0,1.5272247,0,0,0,0,1.7026612
308,0,0,1.0121315,0,0.38873348,4.5192275,0.35472128,0.23200107,0.7102047,0.48659724,0,0,1.8017946,0.051885173,0.11260658,1.0006361,0,0,2.9009364,2.2935998,1.2175589,1.7618002,1.0025078,0,0,0,0,0,0,0.13343136,0.6121217,0.15279034
309,0,0,0,0,0,0,0,0,0.44956207,1.2723476,0,1.4332614,0.09360263,0.9875805,0.8963751,0,0,0,0.60747814,0,3.3678277,0,0,0.3554899,1.3716669,0,6.7494445,0,0.5065909,0,0.98154885,0.01745178
310,0.16448753,0,0,0,1.5776644,0,0,0,0,0.67747813,0,0,0,0,0.020418284,0.83451766,0,2.9319053,0.19626518,0,3.1765797,0,0,0,2.793902,0,2.9374907,1.0310295,0,0,0,1.0408422
311,0.69274825,5.332564,0,1.8478827,0,0,0,0,0.107992075,0,1.5138965,0,0,0,0,0.57282424,0,0.600126,2.7761166,0,0,0,1.4626423,0,1.0528637,2.0346215,0,0,0,0,0.11707568,0
312,2.4339511,0,0,0.36881793,0.6340218,0.648767,3.445672,0,0.21810907,1.8773398,1.7566466,0,0,0.033972975,0,0,7.857244,0,0,0.06039805,0,0,1.1402522,0,0,0,0,0.06437912,2.4471316,0.9375057,0,0.9367046
313,0,10.724243,0,1.5486779,2.2274613,2.780893,0,0,0,1.2205687,0,0,2.3908126,1.3993942,0.2484198,0,0,0,0,0,0,0.18038876,0,1.5935279,0,0,0,0,0,0,0,0
314,0,0,0.25557998,0,2.3116052,1.5737183,0,1.1653515,0.31386715,0,0,0,1.2969476,1.3313783,0,0,0,0,0,1.1902959,2.0485733,1.6645408,0.24165301,2.3473065,0,0,0,1.8322308,0.6200688,0,0,2.0263555
315,0,0,0,0.7422693,0,1.2519838,0.687429,0,0,0,0.4063228,0,1.4790123,0,0,0,1.2216246,0,0,0.32335716,2.653552,0.18320161,1.0653814,0.043075375,0,0,0,0,0,0,3.570585,0.07005204
316,0,0,2.7083397,0,0,0,0,0,0,0,1.7932037,0.74792963,0,0,1.3733507,0,0,0,0.9678921,0.19343539,3.4125412,0.9979294,0,1.6879865,0,0.017965874,0,0,0.58868486,2.9156747,0,0
317,0,4.04955,0,0,0.47939396,0,0,0,0.35846975,0,0,0,0,0,0,0,0,0,0,0,3.4387186,2.0023115,0,0,0,2.2404833,1.053762,0,0.27303603,0,0.044258904,0
318,0,0,0.91207904,0,0.460174,0,1.8875282,1.6715715,0,0,2.2038424,0,0,2.9225714,0.10959857,0,0,0.4657006,0,2.0759823,6.8763022,0,0,0.38642687,0.22087745,7.510264,0.42865336,0,2.171571,0,0.12178726,0
319,0,0,0,0,0,0,0,0,0,1.0156842,0,0.9133608,0,0.65321094,0,0,0,0.19568007,0,0,0,0.84522456,0.53996485,0.13396832,0.5203797,0,0,0,0,0,0,0
320,0,3.7732594,0,0.24326964,0,0,1.9030583,0,1.8190192,0.4292601,0.27642813,0,0,0.015716998,0,0,0.19917242,0,0,0,0,0,0,0,0.6019514,0,1.1253868,4.401699,0.028395692,1.1791984,0,0
321,0.7166752,0,0,0,0.26569486,2.131602,1.4656892,0,0,1.2596259,0.6706718,0,0,2.20855,0,3.0656667,0,0.61948496,0.12632708,0,0,0,1.6135237,0,0.75245863,0,0,0,0,0,0.19141138,1.1233038
322,1.8323109,0,3.133301,0,0.7471602,0.57965374,0,1.025413,0,0.68381596,0,0.7802626,0,1.2480931,1.9579476,0,3.240963,0,0,2.9309354,0,2.1659708,0.59728235,0,0,0,2.4202564,5.2579703,0,1.0931805,0,0
323,0,0,0,0,0,0.91200256,0,1.345281,0,0,0,0,0,1.2310448,0,0.42864725,0,0,3.036385,0,2.143355,0,0,0.7840414,0,0,0,0,0,0.12666652,0,0
324,0,2.023979,2.0418394,0.6382209,2.4349566,0.98451185,0.2930497,0,2.442775,0,1.7866302,0,0.79686725,1.5288802,0,0.72247714,0,0,0.41257778,0,0,1.0912403,0,0,0.5015924,0,0,0,0,0,0,2.145919
325,0,0,0,0,0,0,0,0,0,0,0,1.6363921,0,0,1.6305734,0,0,0.05737274,0,0.18343157,1.9356867,0.99458045,0.44130886,0.7942568,0.11633833,6.228729,2.133235,0,1.3547992,0,0,0.44146127
326,0.6707677,0.86165553,0,0.7356555,0,0.8425383,0,0,0,0,0,0,8.691078,0,0,1.6944917,0,0.38605183,1.2428228,2.819508,0,0,0.83694696,0.7289453,0.46251205,0,0,0,0,0,0,0
327,0,5.1943474,0,0,1.6525551,0.23287222,0,0,0.04610294,0,1.493337,0.3939934,1.262614,2.7221148,0,0,0.16641505,1.0630279,0.9612305,0,0,0,0,0,0.03991038,0.5014728,0,0,0.36551106,0,0.31211576,0
328,0,0,1.1231925,0.28549665,0,0,0.98171055,0,0,0,0,0.18239327,1.380178,0,0.2198907,0,0,1.0223953,0,0,0,0,0,0,0.3525043,2.2354894,0,0.038691536,1.5649732,0,1.5887629,0
329,2.0365205,0,0,1.8526736,0,0,1.6421919,0,0,0,0,0,0,0,0,0.18703143,5.6294775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41240525
330,0,0,0,0,0.4737287,0,1.1377256,0.28042608,0,0.2532914,0,1.8692425,0.31839368,1.3412933,0,0.6523051,0,0,0.22854118,0,0,0,0,0,0,2.1959434,0,0,0.5679581,0,2.0274913,0.8760282
331,0,0,0,0,0,0.21436691,0,0.59686255,0.75072956,0,0.36927128,0.8639954,0,0,0,0.10522193,0.060972176,0.2836208,0,0.9814302,0.4491419,1.1391636,0,0,0.3779106,1.063235,0,0.4353607,0,0,0.094609104,1.1405948
332,2.891303,0,0,1.8699355,0.38856593,0,2.3080165,0,0,1.5136757,1.4607031,0,3.1926866,0.27682957,0.083652735,0,0,0,0,0,0,0.536054,0.35299736,0,0,0,0,0,0,0.44300398,0,0
333,0,0,1.5593973,0.34663755,0.0627245,2.1126933,0,0,0,0,0,0,1.6114188,1.696416,0,0,2.437267,0,0,0,2.2689223,0,0,1.6618346,0,0,0,0,2.7998939,0,0,0
334,1.5917264,0,0,0.54048026,0,0,0,1.213513,0,0,0,0.47231576,0,0,0.71563023,0,0,0,0,0,0,0,0,0,0.5207673,0.7969445,0,0,0,0,0.29739434,0
335,0,0.47049507,0,0,1.4637113,2.5356174,0,0,1.5862497,0,0,0,3.3633654,0,0,0,0.8046942,0.27782077,0,0,0,0,0.093527205,0,0,0,0,0,2.7138333,1.496163,0,0
336,0,2.6004214,0,0,1.1490592,0,0,0,0.6808989,1.9440049,0,0,0.26830074,0,1.2946085,0,0,2.627811,0,0,0,0.17734039,0.3808191,0.46649963,0,1.0049611,3.626636,3.604902,0,0,2.9549406,0
337,0,0,0,0,0.46190122,2.4086382,0,0,0,0,0,0,1.7146075,0.9711901,0,1.6416252,0,0,0.5149959,0,0,0,0,0,0,0,0,0,3.007096,1.6584245,0,0
338,0,5.717118,0,0,1.9432272,0,0.10347633,0,0,0,0.37364918,0,0,0,1.4162781,0,0,0,1.6822059,0.30463427,0,0,0,0,0.5563926,0,0.8336012,6.9251556,0,0,0,0
339,1.6470749,3.7295673,0,0.022905344,0.14286494,0,2.7303505,0,0,1.1970738,0.49542922,0,0,0,0,1.0048634,5.1468444,0,0,0,0.80968434,0,0,0,0.26479843,3.0722547,3.0012794,0.5977931,0,0,0,0.5170039
340,0,0,1.0897249,0,0.38235635,1.3100175,1.1989034,0,0,0,3.1580532,0,0,0,0.36623207,0,0,0,0.46296236,1.1276546,5.0895343,1.1837016,0.8337932,0,0,0,0,0,1.9020681,0,0.6391398,0
341,0.23940285,0,1.2161891,0.77820104,0,0,0,1.7147038,0.36042985,0.22946082,0,0,0,2.211767,0,0.22793952,2.2727394,0,0,0,0,0.4533161,0,0,0,0,0,0,0.25759038,2.5365396,0.13034746,0
342,0,0,0,0,0,0,0,0,0,1.0827155,1.8754321,0,0,1.1486286,0.4935768,0,2.4690962,0.5091553,0,0,0,0.42211962,0,0.04411108,0.6991447,1.2988893,2.3762915,1.4121275,0,0.9785565,0,0.89335495
343,0,0,0,0,0,0.98615426,0,0,0,0.04241129,0.35784614,0,0,0,0,0,0.17513543,0,0.34667712,0,0,0,0,1.208591,0,0,0,2.884325,0,0,0,0
344,0.001718323,0.32099783,0,2.7369008,1.2647667,0,0,0.19831592,0.41672856,2.1710136,0,0,5.693147,0,0,0,0.9927935,0,0.6487642,0,0,0,1.8993148,0.23847714,0,0,1.5790423,0,2.1449707,0.18096982,1.8097452,0
345,0,7.689303,3.509586,0,0,0,0,0.8097514,0,0,1.3485749,0,0,0,1.0982387,1.9075246,5.1341386,0,0.99790674,0.5222351,6.289229,0,0,0,0,0,0,0,0,1.4562672,0,0
346,0,0,0,0,2.3560765,0,1.9580014,0,0.4470567,0,0,1.9201992,0,0,0,0,1.1171446,0,1.1812682,0.97273326,0,0.7227968,0,0.16030495,1.2246687,0,0.021383751,2.2336214,0,0,0.7049982,0.63696295
347,0,0.28807226,0.27625337,0,0,0,0,0,0,0,0,0,0,0.7222853,0,0,0,0,0,0,4.987134,0.20370741,0,0.79234594,2.1811397,0,0,0,0,0.8027762,0,0
348,0.4322934,0,0,0,0,0,0.48393923,0,0.27400622,0,2.5137255,0,0,1.5249752,0,0.2865009,0,0,0,0,0,0,0,0.009444635,0,0,0,2.597485,0,0,0,0
349,0.32624447,4.6592155,0,0,0,1.242928,0.37516385,0,0,0,0,0.8543051,0.5484473,2.2656107,0,0,0.39281747,0,0,1.5767387,0.27139005,2.0605311,2.864067,0.74865353,0,2.03547,1.3993957,0,0.41039887,0,1.0456344,0
350,1.3191631,0,0,1.6459051,1.0256177,0,0,0.82520264,0,0.8362947,0,0.9891582,0,0,0,0,2.5789504,2.8978045,0,0,0.45574874,0,1.0576608,0,2.9802566,1.12626,0,0,0,0,0,0.60704803
351,0,0.12851472,0,1.0868878,0.11872294,0.30769655,0,1.1797545,0,0,2.8684704,0.11617151,0.42776275,0,3.967252,0.100594856,6.9341946,0,0,0,2.149955,0,0,0,1.0697381,0,3.748844,0,0.7857486,0,0,0
352,0,2.7219975,0,0,0,0,0,0.39672086,0,0.7445164,0,0,0,1.3253406,0,2.6348438,5.9405127,0,0,0.76144856,0,2.002596,1.9396089,3.1735225,1.405211,2.5646448,0,0.5858847,0,0.8569682,0,0
353,0,6.25011,0,0.6693239,0,0,0.7621813,0,0.5591693,0,0.5248364,0,3.0465572,0,0,1.6562811,0,0,0.33334747,0,0,0,0,0,0.18340972,1.6897987,1.8472245,0.048730493,0,0,1.7791553,0.35479555
354,0,0.8950342,0.67154837,0,0,0,0,0,0,0.3442598,0,1.1026042,0,0,0,0,0.5797469,0,0,0,0,0,0.92791665,0.72249556,1.7266456,0,0,2.8829741,0,0.17053777,0.847341,0.41304815
355,2.281371,6.837947,0,0.4278736,0,2.6253622,0,0,2.2905679,1.37333,0,0.4444953,1.8881142,0,0,0,0,0.16743316,0,0.06442727,1.4597671,0.8047363,0.66356534,0,0.6163443,2.328245,0,0,0,0,0,0
356,4.905814,0,0.05150537,0,0,0.6297429,2.1827922,0,0,0,0,0,0.56847566,0,0,0,0,0,0,0,0,0,0,1.0514611,0,0,0,0,0,1.5777,1.9351382,0.8188068
357,1.3467139,0,0.03590217,0.49171394,0,2.0358114,0,0.77339363,1.1913741,0,0,0.3871641,0.079082906,0,0,0,3.1525884,0,2.0680842,0,0,0,0.14963092,0,0.6266663,1.9772595,0,5.0175905,0,0,0.66909325,0
358,0,0,0,0,0,0,0.2164349,2.4713228,0,0,0,0,0,0,0,0,3.3392289,0.80630654,0.5043751,0,0,0,1.1375201,0,0,0,0,0,0,0,0,0.3342432
359,0,0,0,0.018834466,0,0.12884027,0,1.2157351,0,0,1.0264028,0,1.8735627,1.3625922,0,0,1.6969078,0.6292558,0,0,6.9456754,0,0,0,0,0,0,0.77757925,0,0,0,0
360,3.0429854,0,1.8756185,1.3203962,0,1.0768889,0,0,0,0,0,1.0518627,0.44610614,0,2.242719,0,2.2195802,1.1127062,0,0,0,0.72874135,1.4124658,0,0,5.8824596,0,0,0,0,0.98122066,0
361,0,0,0,0,0,2.2956421,0,0,0.089982584,0.79444337,1.4214978,0,0,2.2502441,0.10259323,0.9203379,0.45698053,0.63775843,0.29735598,3.6737518,0,1.9187292,0,0,0.80989414,3.8163676,0,0,0.07685749,0,0.70179015,0.29692268
362,1.3247796,0,1.3448291,0,2.2086532,0.7720831,0,0,0,0.2678621,2.4578352,0.5296372,0.626088,0.32462823,0,0.38651678,0,1.0594443,0,0,1.1251445,0,1.0671448,0,0,0.7733898,0.5784482,0,0,0,0,1.6949344
363,1.1158059,0,0,0,0,0.2669774,0,0.96230084,0.59820306,0,0,0,0,1.2778493,0,0.72050625,4.4568815,0,0,0,4.74402,1.0293337,0.22511443,0,0,0,0,0,0,1.9775786,1.5923064,2.1261883
364,0,1.4196985,0.007504338,0.7343731,0,0,1.4090383,0,0,0.053608797,2.3385112,0,0,0,0,1.7598507,6.0217533,0,1.882735,1.2683316,0,1.0791755,0.7237486,0.004427071,0,0,0,2.4635787,0.4986019,0.39252403,0,0
365,0,2.4031427,0.54257005,0,1.4534646,2.9454327,0,0,0.7126291,0.8717268,0,0.44059578,0,0,0,0,3.6504772,2.3012307,0,0,0,0,1.7989643,0,0,0,1.5260485,0,0,1.2180828,0,0.20535031
366,0,0,0.12778589,0,1.0125742,1.4187292,0,1.3857212,0,0.18020675,0,0,0,0,0,0.61500317,0,0,0.5338685,0,0,0,0.027657796,0,0,0,0,0.43657434,0.5059801,0,0,0
367,0,1.4483433,0,0.8043614,0,0,0,0,0.4280088,0,0,0,4.828893,0,1.9775878,0,0,0,0,0,0,3.2367501,2.7847552,0,0,0,3.6468678,3.592704,0,1.1990162,0,0
368,0.5533836,0,0,1.6947961,0,0,0,0.05178352,0.06969443,0,0,1.8268733,0,0,0,0,0,0.88668275,0.2494043,0.6787851,0,0,0.08855417,0,0,0.5450425,0,0,0,0.39463228,0,0.07085947
369,0,0,0,0,0.35119236,0,0,2.057972,0,0,0,0,2.8324912,0,0,0,0,0,0.38086104,1.4642789,0,0,0,0.14921986,0,0,1.8727648,0,1.4085519,0,0,0.73042995
370,0.38280818,0,1.0557216,0,1.5656202,1.3184723,0,0.62202114,0,2.2687957,0.74042374,2.029034,1.0909123,0.7019155,0.905384,0.037382048,0,0.9002633,0.33882278,0,1.7686213,0.27140886,0,0.7686004,0,0,0,0,0.7943395,0,0,0.73053664
371,0.8480748,0.58275044,1.9294709,0,0,0.034841996,0,0.5156738,0,1.6338257,0,1.6384677,0,0,0.32456887,1.4429867,0,0,0.46267033,1.2820135,1.4850448,0.38703665,0,0.962995,0,0,0,0,0,0,0,0
372,0,2.444319,0,0,0,1.2942876,0.3993881,0,0.14609344,0,0,0,5.2138395,0,0,0.24993008,0,1.1094989,0,0.50991166,3.0585685,0,1.8207738,1.4447844,0,8.028488,0.27088967,0,0,1.3938589,0,0
373,0,2.0693307,0,0,1.1316295,0,0,1.1188049,0,0.362844,3.4435227,0.73924327,0,0.86563987,0,0,0,0,0,1.9408079,2.5066447,0,0,0.2751414,0.7491576,0,0,0,2.6608877,1.1090491,0.3220572,0.20057723
374,0,12.121944,0.5420004,0.39451712,0.31503764,0.8766632,2.2576542,0,2.9011369,0.7724346,0,0.19816154,0,0,0.89955235,0,0,1.172965,0.71169966,0,0,0,0,0,0.3336697,0,0.60970753,0,0,1.3593286,0,1.2546462
375,0,1.930831,2.5525725,2.406676,0,3.6711829,0,0,0,0,0,0,0,0,0,0.48482546,0,0,0,1.444324,4.833442,1.6926448,0,2.031721,0,0,0,0,0,1.0817432,0,0.5400397
376,1.5100597,0,0,0,0,0,0,0,0,1.0987492,0,0,0,0.14457354,0,0,7.8887773,2.9861596,1.0025651,0,0,0.4064932,0,0,0,0,3.3909702,2.9884167,0.70660776,0,0,0
377,0.115425594,0,0.90799236,0,1.689706,0,1.1362003,0,0.98170084,0,2.109623,1.2100965,0,4.660478,0,0,0,0,0,0,1.3625516,0,0,0,0,0,1.9289532,4.582388,0,0,0,0
378,0,0,0.2018388,2.0921996,0.812021,0,0.45519406,1.8881024,0,0,0,0,0.4294513,0,0.327081,0,0,0,1.9279867,0.5791413,0,0.004262271,0,0.6644843,0,0,0,0.8988767,1.7387366,0,0.94511664,1.6648842
379,0.26857024,7.870177,0,0,0,0,0,0,0,0,1.7087706,0,0,0,0.28145432,0,0,0,0,0,0.5671557,1.7058914,3.5518575,0.78616816,2.4250693,0,0,2.179159,0,0.7234492,0,0
380,0.75674534,0,0,0,0.3792636,2.5590982,1.4701937,0,0.1747553,0,0.7402709,0.62574536,0,0,0.29088393,0.5483207,0.14337455,0,0,0.618511,0.041484073,0.5460021,1.0877467,0,0,4.9798884,0,0,1.052503,0,0.1612979,0
381,1.507661,0,0,0,0.8089894,0,0,1.1449788,0,0.46631828,1.3957157,0,1.1895605,0,0.03903085,0,1.7893971,1.0604638,0.5616601,0,5.390619,0.29261974,0.8797731,0,0,0.710697,1.5860267,0.30990744,0,0,0.625993,0
382,0,1.3465961,0,0,0,0.24466503,0,0,0,0.011215366,0,0.4126032,6.1107903,0,0.012440658,2.9822981,0,0,0.5341531,0.5476889,0,1.1917713,0.39960784,0,0,0,0,0,0,0,0,0.18638074
383,4.093593,7.222601,0,0,0,0,0,0,0,0,1.7970955,0,0,0,0.82924986,0,0,1.7978866,0,0.1456787,2.230609,0,0.08324566,0,1.1856043,0,2.720551,0,0,0,2.5189621,0
384,1.3975153,0,0,2.467954,0.0925625,0.64291286,0,0,0,0,0,0,0,0.5915,0,0,0,0,0.91943604,0,0,0.1989432,0,1.0158118,0,0,1.561796,0,0.9271958,0,0.11345457,0
385,0,0,0.32848555,0,0,4.0456486,0,0,0,0.39900643,0,1.9057114,3.5905504,0.25687733,0,0,0,0,0,0,3.8485591,1.3319722,0,0.28184298,0,0,0.95195633,0,0.17412855,0,1.394284,0
386,0,0,0,0,0,0,0.060941402,0,0.6614328,0,0,0.07354657,0,2.3356433,2.179262,0,0,1.8518038,0.80495733,0,0,0,0,0.27054945,0,3.9480217,0.4123614,0.2594724,0,0,0,0
387,0,0,0,0.18231893,0,0.2169908,3.7200367,0,0,0,0.2904308,0,2.2897034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9875282,0,0,0,0
388,0,1.0862342,0,0,0.15103947,3.7148232,0,0,0.41534597,0.47949454,0,0,0,0,0,0.45742956,3.375304,0.5112114,0,0,12.5051155,0.887519,2.4886756,0.15732323,0,0,0,1.0521958,0.08851718,0.014918855,0,3.2455966
389,0,0.3129126,0,0.15031068,0,0,0.566274,0,0,0,0,0,0,0.79709524,0,0.26550934,0,0,0,1.2933495,0,0,0,0,0.18064764,0,1.7247503,2.1592069,2.8426344,0,0.5150916,1.1737764
390,0,7.6082506,0.057954077,0.50148773,1.3681657,0,2.4069042,0.5633331,0.4178304,0.62386614,0.5105864,2.0654793,0,3.7813773,0,1.8343705,0,0,0,0,1.446524,0,0,0,0.15380532,2.0667949,0.48040354,0,1.9204718,0.27442864,0,1.1130636
391,0,0,0,0,0,0.08459993,0,0,0,0,0.20879292,0,0,3.8727791,0.23003992,0,0,0,0,0,0.15056704,0.965483,0,1.8378397,0.66821134,1.0232711,0,2.0611243,0,0,2.1832728,0.49128702
392,0,0,1.8629018,0,2.8171053,0,0,0.56527287,0,1.801978,2.1395254,0,2.1878474,0,0,1.1353431,0,0.9475286,1.1699317,0,4.1186647,0.9078667,0.7692215,0.7482502,1.4181379,0.960761,4.7464137,1.2506634,0,0.90965706,0,0
393,0.2105836,3.070342,2.281748,1.7891842,0,0,0,0,1.007052,0,0,0,3.6378677,0,0,0.8822995,3.9249625,1.2942535,0.44932437,0,0,0,0,0,0.6852291,0,0,0.9656806,2.9346027,0,1.4960922,0
394,0,0,0.62207985,0,0,0,0,0,0,0,0,0,0.3862308,0,0.5733576,0,2.691291,0,0,0.6763372,0.7280063,0,0,0.25074658,0,0,0,0,0,0,0.8413234,0
395,2.7321,0,0.9389664,0,0,2.2095375,2.1012824,0.84372985,0.23497869,1.054265,1.932726,0,0,0,0,0,0,0,0,0.8204733,0,0.6908689,0,0,0,6.3037925,0,3.0488896,0.15409006,0.20155273,0,0
396,0,6.5918064,0,1.0496309,0.785878,0.35144264,0.7817781,0,0,0,0.21168588,0,4.6669497,5.4643,0,0,4.52131,0,0,0.9875175,0,0,0,0,0.23756915,0,0,0.525145,0,1.8053056,0,0
397,0,0,1.9776106,0,0,0.9652185,0,1.171517,0,0.8637412,0.40485343,0.5503205,0,0,1.4353591,0,0,0,0.79507285,0.30528057,3.3455493,2.9415135,0,1.3902682,0,0,3.4841444,0,0,0,2.8540723,0
398,1.6320857,0,0,0,0.57095504,0,0,0,0,0,2.1159866,0,0,0,0,2.0452328,0,0.46242914,0,0,0,0,2.4513085,1.2962414,1.7236053,0,0,0.59544367,0,0,0,0.10956384
399,0.76816034,1.5821232,0,0,0,0,0,0,0,0,1.9292053,0,0,0,0,0,2.2912207,0,0,0,1.0267975,0,0,0,0.4474987,10.013718,0,2.14292,2.9232712,2.6299682,0,0
400,1.146037,0.29896152,0.30777833,0,0,0,1.0997238,0.9534346,1.139189,0,0,1.2425951,6.769409,1.5589595,1.343583,0,0,0,0,0,0,0.58324635,0,0.92434907,0.48493022,0,1.4844576,0.61157954,0,0.72374177,0,0
401,0,4.4961286,0.37001312,0.17669521,1.21555,0,0,0,0,0.56702,0.2041621,0,0,2.4799726,0.18238284,0.42465606,5.4459734,0.65489143,0,0.55968446,3.1601949,0.31506807,0,0,0,0,4.687134,0,0,0.5150619,0,0.50351524
402,0,0,0.26220337,0,0,0,0,0.2642938,0,0.078057915,0,0,2.2406738,1.2554989,0,0,1.0759323,0.35080582,0.8114143,0,1.1388842,0.9943872,0.06625406,0,0,5.395397,0,0.9685266,0,0,0,0.42780697
403,0,2.8640175,0,1.9220704,0,0,0,0.02334091,1.7416087,0,2.5268419,0,1.1408001,0,0,0.5696363,0,0.077202655,0,0.8995013,0,0,0,0,0,0,3.2601502,2.7562776,0,0,0,0.34796602
404,1.4038578,0,0,0,0,0,0,0,0,0,0.91893667,0,0,0,1.2036836,0,1.8069319,0,2.038407,0,0,0,0,0,0,1.9339801,0.7123996,0,0,0,0.24794437,0
405,1.1585261,5.276156,0.8606743,0,0,1.9803474,3.8245132,0.38955078,0,0.2276492,0,1.5338223,1.3663049,0,0.02659276,2.5585158,3.5003061,0,0,0,0,0,0,1.3121415,0.4550935,0,0,2.5128868,0,0,0,0
406,0.077149466,0,0,0,0,0,0,0,0,0,0.2859116,0,0.69345903,1.7683371,0,0,3.5941541,0,0,0,0,0,0,0,0,1.9660938,2.39768,0,0,0,0,0
407,0,0,0.12005471,0,0.84637463,0,0,0,1.0091687,0.104273476,0,0,0,1.3352209,1.1437453,0,0,0.24567379,0,2.0530136,0,0,0.9417109,0,0,0,0,0,1.5697198,0,0,0
