Trial,Behavior,Start,End
1.0,Spout movement,90.59,95.59
,Cont reach,94.59,106.59
,Cont in vain,107.59,115.59
,Cont in vain,116.59,126.59
,Cont in vain,127.59,133.59
2.0,Spout movement,210.59,215.59
,Cont reach,212.59,221.59
,Cont in vain,222.59,227.59
,Cont in vain,228.59,240.59
,Cont in vain,242.59,247.59
3.0,Spout movement,329.59,334.59
,Cont missed,332.59,334.59
,Cont reach,335.59,341.59
,Cont in vain,342.59,346.59
,Cont in vain,347.59,357.59
,Cont in vain,364.59,367.59
,Cont in vain,372.59,376.59
4.0,Spout movement,449.59,454.59
,Cont reach,451.59,463.59
,Cont in vain,464.59,471.59
,Cont in vain,472.59,483.59
,Ipsi moved,460.59,465.59
,Ipsi moved,471.59,473.59
,Cont in vain,484.59,490.59
,Tongue,487.59,489.59
,Walk,564.59,568.59
5.0,Spout movement,568.59,573.59
,Cont reach,570.59,578.59
,Cont in vain,579.59,586.59
,Cont in vain,587.59,595.59
,Cont in vain,606.59,616.59
,Walk,624.59,626.59
,Both paw licking,627.59,633.59
,Walk,634.59,641.59
,Walk,653.59,662.59
6.0,Spout movement,687.59,692.59
,Cont reach,689.59,696.59
,Cont in vain,697.59,702.59
,Cont in vain,703.59,704.59
,Cont in vain,705.59,716.59
,Both in vain,745.59,754.59
,Both in vain,755.59,761.59
,Walk,796.59,798.59
,Walk,804.59,807.59
7.0,Spout movement,806.59,811.59
,Cont missed,808.59,810.59
,Cont reach,811.59,818.59
,Cont in vain,819.59,829.59
,Ipsi moved,824.59,848.59
,Cont in vain,830.59,844.59
,Cont in vain,845.59,848.59
,Both paw licking,849.59,861.59
,Both in vain,862.59,874.59
,Both in vain (9),877.59,925.59
8.0,Spout movement,924.59,929.59
,Cont missed,927.59,929.59
,Cont reach,930.59,933.59
,Cont in vain,934.59,939.59
,Cont in vain,940.59,945.59
,Cont in vain,946.59,948.59
,Cont in vain,949.59,957.59
,Walk,970.59,989.59
9.0,Spout movement,1044.59,1049.59
,Walk,1044.59,1046.59
,Cont reach,1047.59,1053.59
,Cont in vain,1054.59,1059.59
,Cont in vain,1060.59,1071.59
,Cont in vain,1072.59,1082.59
,Walk,1099.59,1104.59
,Walk,1113.59,1122.59
,Walk,1148.59,1153.59
10.0,Spout movement,1163.59,1168.59
,Cont reach,1165.59,1176.59
,Cont in vain,1177.59,1183.59
,Cont in vain,1184.59,1193.59
,Cont in vain,1205.59,1209.59
,Walk,1234.59,1240.59
,Walk,1265.59,1268.59
11.0,Spout movement,1281.59,1286.59
,Cont reach,1283.59,1290.59
,Cont in vain,1291.59,1300.59
,Cont in vain,1301.59,1310.59
,Walk,1312.59,1328.59
,Walk,1365.59,1384.59
,Tongue,1369.59,1370.59
12.0,Spout movement,1400.59,1405.59
,Cont reach,1403.59,1410.59
,Cont in vain,1411.59,1417.59
,Cont in vain,1418.59,1421.59
,Cont in vain,1422.59,1433.59
,Walk,1499.59,1517.59
13.0,Spout movement,1519.59,1524.59
,Cont reach,1520.59,1532.59
,Cont in vain,1533.59,1544.59
,Cont in vain,1545.59,1555.59
,Cont in vain,1556.59,1559.59
,Cont in vain,1560.59,1570.59
,Ipsi moved,1540.59,1546.59
,Ipsi moved,1552.59,1557.59
,Both paw licking,1571.59,1580.59
,Both in vain,1581.59,1589.59
,Walk,1590.59,1596.59
,Both in vain,1597.59,1600.59
,Walk,1601.59,1611.59
14.0,Spout movement,1639.59,1644.59
,Cont reach,1641.59,1645.59
,Cont in vain,1646.59,1649.59
,Cont in vain,1650.59,1653.59
,Cont in vain,1654.59,1674.59
,Cont in vain,1680.59,1688.59
,Walk,1741.59,1746.59
15.0,Spout movement,1759.59,1764.59
,Cont missed,1761.59,1763.59
,Cont reach,1764.59,1771.59
,Cont in vain,1772.59,1778.59
,Cont in vain,1779.59,1783.59
,Cont in vain,1784.59,1785.59
,Cont in vain,1786.59,1800.59
,Ipsi moved,1800.59,1804.59
,Walk,1805.59,1814.59
,Walk,1870.59,1881.59
16.0,Spout movement,1877.59,1882.59
,Cont reach,1882.59,1888.59
,Cont in vain,1889.59,1894.59
,Cont in vain,1895.59,1906.59
,Cont in vain,1907.59,1919.59
