x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049
661,2.0596988,2.2371385,0,4.348325,0,0,0,0.60592216,0,2.6753237,2.8253918,0,0,0,0,1.7504624,2.750626,0.41239113,0,2.523787,0,0,0,0,0.10658897,0,0,3.1729047,0.23428138,0,0,7.307974,5.0065923,2.619865,0.160119,0,0,0,1.6286367,1.284704,0,0,0,0.25785843,0,0,0.17116486,0,0,0.37773758
662,8.429965,0,0,0,7.8683124,0,5.5899577,0.85254276,0,0,0,24.241512,5.241975,0.35017365,0,5.3631277,0,0.40270886,3.4868634,0,1.8636327,0,0,0,0,0,0,0,1.463191,0,0,0,0,10.073602,0,0,0,0,4.3594537,0,0,2.1517508,0,0,0,0,0,0,4.680691,0
663,4.8650346,0,2.4976115,0,0,4.368199,2.131803,0,5.6354866,0,0,0,0,0.9919701,3.1041265,0,0,0,0,0,0,0,0,2.5971239,0,1.7489263,0,0,0,0,0.7611191,4.682949,9.861505,0,1.6892934,0,0,0,0,0.86347175,0.6737969,0,1.6565926,0,3.9526129,0,0,0,1.1027313,0
664,0,0,1.9802438,3.0648875,0,0,0,0,2.6068523,0.016599858,0,0,0,0,4.583979,0,5.108592,0,0,18.053305,0,9.435823,4.872485,0,17.475105,0.44106954,0,1.8784412,1.7053083,0,2.6244428,11.8088,0,0,2.8162687,3.114419,0,1.0463774,0,0,0,2.382103,0,0,0,0,0.98489976,5.522984,0,0.10894304
665,0,1.4450631,0,0,0,0,0,0,2.0561457,0,12.065007,22.178131,0,0,0,1.9837459,0,0,0,0,0,1.0455251,0,0,6.9793177,0,0,1.1974652,3.1333914,5.0820985,0,0,0,5.525605,0.6858749,0.23635975,0,0,0,0,0,0,7.558549,1.7647839,0,0,0,12.767448,0,0
666,1.7791402,0,0.8836156,0,0,1.1400124,0,0,0,0,0.97558665,1.5212898,1.3356634,0,0,3.8969114,0,0,0,0,2.3187428,4.0509415,0,0,0,12.537575,5.4848037,0,0,2.5602677,0.697726,0,0,4.6072326,0,0.55709237,5.752583,0,0,0,0,0,8.23467,2.4356449,0,2.6706107,1.3416123,0,0,4.0944066
667,3.0744398,0,0,1.3019037,1.4046112,1.3151518,0,0.28408062,0,0,11.517526,0,0.74872726,1.4996319,0,7.775718,0,2.1737673,0.19161028,0,1.7390238,0,0,0,0,0,0,0,2.0218365,0.91672295,0,8.058742,0,11.166056,0,0,1.1746348,3.697071,0,0,0.35379836,2.8527808,0,0,0,0,2.2865863,0,0,0.6294862
668,0.17712711,1.9166013,0,0,3.2750843,0,0.4434776,0,0,0,0,0,0.6813581,1.7812122,0,0,0,4.374766,1.3461164,0,13.983666,0,0,0,6.9821353,4.5958924,6.6484947,0,0,0,4.160272,0,10.191162,0,1.4767954,3.3352957,0,0,4.887032,0,0,2.3049345,0,1.0831621,2.5621967,0,0.20505656,6.8901215,0,0.7929577
669,0,0,1.2012516,0,0,0,0,2.5526838,0.80080575,0,3.7471063,0,0.40114087,0,0,1.7574093,0,0,0,0,9.475719,7.013481,0,9.038217,0,0,1.9057558,0,0,0,0,0,0,0,0,0.097921215,0,0,0.036763705,0,0,2.2999156,0,2.4121225,0,12.074068,1.7556094,7.8362546,0,0.3756054
670,0,0,0.9174213,0,3.3576503,0,0,0,0,0.29753518,0.30478853,5.8286943,1.6806692,0.63164806,0,5.4733663,1.4647912,5.5862155,1.0792629,0,0,0.48267943,3.1417003,4.100101,0,0,0,0,2.2236762,0.043435972,0,0,0,9.005937,0,2.1521204,0,0.094259046,0,0,0,0,3.5617285,0,0,8.857234,3.4089866,0,0,1.2284077
671,0,0,1.495978,0,0,0,2.3010576,0.6756101,0,0,0,0,2.3794136,1.1177224,6.046935,4.859689,0,0,0,0,0,8.8804245,0,0,0,0,6.1763644,0.051525284,0,0,0,0,0,3.2522664,0,0,0,3.8159935,0,2.8403714,0,0,1.7473402,0,0,0,1.798655,8.061957,0,3.1299665
672,2.4432342,0,0,0,1.3107735,1.2026968,0,0,3.546536,0,7.970631,0,1.9038568,0,0,3.4314346,0,3.9083865,3.5799677,0,0,2.777218,1.8794804,0,0,0,1.4890879,0.35505405,3.9531221,0,0.50533134,0,0,14.186809,2.0886784,0,0.5894836,1.4548272,0,0,0,0.60557836,0.86457455,1.012616,0,0,0,4.157967,0,0
673,4.534827,0.94407654,0,0,0,1.1163524,0,0,0,0.8154757,6.6133895,0.4238664,0,2.8160558,0,0,0,0,0,0.046662815,0,6.7937155,0,0,0,0,0,0,0.38454178,0.42994076,0,0,0,0,0,0,0,0,3.4544044,0,3.9172916,0,0,0,0.35895553,0,0.15918684,13.490847,0,0
674,0,0,0,0,1.3398342,0,0,0,0.9140872,1.2510854,0,13.008427,0,0,2.174814,0,2.7738366,3.338259,0,0,0,13.74909,0,0,3.9081585,8.39633,0,1.6104095,1.0996697,4.924669,1.2786763,0,8.479598,0,1.6262671,3.8837485,0.16790861,0,0.56624633,1.6668599,3.4004352,0,0,0,12.745468,0,5.5888658,6.00152,1.9088547,3.5676005
675,0,0,0,0.62943596,0,0,0,0.90629697,0,1.20947,3.2778003,8.708244,0,0,0.39578527,0,0.21095745,0,1.8873339,0.55951864,3.0376637,0,0,9.0520735,10.650016,1.6669496,2.1259034,1.1424158,0,0,0.2457318,3.0358243,5.0815387,0,0,3.3943424,0,1.5544535,0,0.11723078,0,3.8817923,0,1.0288315,0,5.8624563,1.9383053,1.1059644,0,0
676,0,0,0.19750905,0.25440553,1.604587,7.0858507,0.38521722,0,0,0,8.831322,6.2778006,0,0,0,0,0,0,0,0,13.879624,12.7196865,0,8.42783,0,11.721292,0,0,1.9262097,0.74412334,0,0,0,5.4862137,0,2.0936987,0,0,0,0,0,0.00803058,0,2.6376884,0.17145868,0,0,0,0.9323088,0.39634946
677,5.4669733,0.6753755,1.2316297,0,5.5904465,7.7529645,1.9820764,0,0.1827654,0,3.1084054,0,1.8578217,1.0557963,0,0,0,0,0,0.65083873,0,12.315215,6.1239104,5.8916783,1.6512461,0,2.834222,0.4069726,0.4855978,3.3186665,0,0,0,1.2818079,0,1.3985176,0,3.0530777,0,0,0,1.2263418,0,0,0,0,2.2749176,5.40036,0,0
678,0,0,4.037686,0,2.3389916,0,0.51693004,0,4.107034,0,0,0,3.4231536,2.9454968,0,5.1475306,0,5.34702,1.3810291,0,0,4.142304,0,0,0,6.861719,3.843587,0,2.8372598,2.0746515,0,0,0,12.631561,0.029855391,1.6750064,1.9091657,0.2037955,0,0.36199206,1.0256891,1.710339,11.972972,0.881076,0,0,2.5275185,0,0,0
679,4.190517,0.29223397,0,0,0,7.2167244,0,0.89000356,0,0.8635858,5.852707,3.414102,2.9346702,0,2.2251563,0,0.2558553,0,0,0,2.337006,0.3692676,6.452225,2.7714236,0,0,0,0,0,0,0,0,0,12.066099,0,2.2583928,5.3930917,0,0,0,0,0,0,1.6483266,0,4.0441947,0,0,0,1.7504525
680,0,0,3.9915817,1.4131331,2.5208201,0,0,0,2.0453386,0.5022264,6.7755723,0,0,2.1648014,0,6.071153,0,3.5382073,0.054593958,0,5.9675727,4.5119867,0,2.7527025,0,0,3.685584,0,0,0,0.49297366,0,6.683606,2.3005676,0.8145924,0,0,3.2631602,0,0,0,4.2990036,0.7793788,0,0,0,0,0,3.4677613,0
681,0,0,0,0,0.7126605,0,2.2917478,0,0,0,2.2305768,4.352171,0.20914356,0,2.2060037,0.8524334,0,0.36505932,0,0,11.949029,4.936499,0,1.4355117,0,0.16878343,4.3733816,0,0,0,0,0,0.027241874,2.935165,0,0,0,0,2.2404666,0.40015614,0,0,0,3.3155117,0,0,4.6979566,7.6398635,0.56535155,1.5529444
682,0,0,0.47879395,0,0,0,0.26425716,0.29202738,0.44255295,0.13919681,5.9410543,0,0.7191108,3.01544,0,0,0,0,5.074033,0,1.7996376,0,0,18.336697,0,15.887457,0.8558394,0,0,3.1902206,1.6071395,0,0,0,0,3.6480854,2.1584868,0,0,0,0,2.90383,0,1.7047977,0,0,0,0,0,0.535691
683,0,0,0,0,0,0,3.2374144,0,0,1.954497,0.85747916,3.3118067,0,0,0,4.3659315,0,0,0,0,5.2700853,0,0.6624332,0,0,1.4478158,0.26817134,0.13537158,0,0,3.5689383,0,9.220426,4.670028,0,2.5465245,3.1762843,0,1.6630538,0.57297975,0,0,0,0,2.4110227,0,0,0,0,0
684,0,5.404826,0,4.336805,0,8.177169,0,0,0,2.810402,0,0,0,0,3.1301944,1.6200037,1.0867444,0,0,20.219273,0,0,8.946162,0,0,0,0,4.306973,0,0,0,18.199232,6.9705286,0,5.5587063,0,0,0.5507454,0,3.4523036,0,0,0,0,0,7.332525,0,0,0,0.34931424
685,0,0,0,0,0,1.2688577,0,0.2810681,0.7664037,0,0,0,0,0,0,0,0,0.4994127,0,6.4830914,1.9982908,0,0.82832056,0,1.7178496,0,0,0.53204346,0,0,0,7.6443934,2.7110972,0,3.6344044,0,4.4478397,1.4633083,0,0.16868396,5.108693,0,0,0,16.79115,0,0,0,0,0
686,0,0,0,0.6214627,0,0,0.8802526,0.89936393,0,1.8842587,0,0,0,0,0,0,2.5631452,1.0006238,0,0,6.2423058,0,0,0,0,0,0,0.16206062,0.7721042,0,0,0,0.9495314,0.5383134,0,0,0,0,5.0404325,0,0,0,16.88827,0,16.234602,0,0,0,0.99882954,0
687,0.5666839,1.3197008,0,2.3196929,0,1.0595473,1.7595378,0.20368522,1.2057315,0.82648546,0,0,0,0,0,0,0,0,0,12.688528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40336594,0,0,0,0,10.793758,0,15.603689,0,0,0,3.8937213,0
688,0,0,0.5336564,5.3110332,0,9.398479,0,0,0,3.5919933,0,0,0,0,10.09771,0,1.7853036,0,0,4.98084,0,0,9.667985,0,0,0,0,4.900917,0,0,0,11.90149,8.416936,0,5.38127,0,9.330809,0.37354696,0,0,0,0,0,0,16.091423,0,0,0,1.6571001,0
689,0,2.2545283,3.6005218,11.257262,0,0,0,0,2.2698746,0,0,0,0,0,0,0,2.585663,0,0,22.94805,0,0,12.918006,0,14.56162,0,0,9.2216215,0,0,2.0932112,2.254046,0,0,0,0,3.709468,0,6.109214,0.52317667,0,0.42078397,0,0.81335205,1.2789825,5.033076,1.4160383,0,2.547808,2.118249
690,0,3.867554,0,7.9999933,0,0,0,0,2.0006027,0,0,0.24052708,0,0.7812381,0,0,0,0.27892017,0,0.74926794,0,0,0,0,0,0,0,0.41265565,0,0,0,25.351864,0,0,1.1713023,0,6.089566,0,4.350527,0,0,0,2.8937705,0,11.132913,0,0,0,0,0
691,0.9752075,2.3736882,0,1.1195124,0.10046768,0,1.9239103,0.14096522,0,0,0,3.9584785,0,0,9.157525,0,0.8043455,0,0,25.542349,0,0,0,6.7528524,4.267666,4.1742506,0,2.712819,2.587123,0,6.1777635,0,3.2454336,8.938848,3.8083003,3.182338,0,1.0016112,5.54843,0,0,1.921062,4.1922493,2.9835763,0,5.9393597,0,3.6109617,1.4194663,8.091788
692,0,3.9492302,0,0,0,0,2.9979064,0.5294828,0,1.0722287,4.598519,0.44464585,2.7081428,0,6.651955,0,2.4336865,0,0.69006425,9.396116,4.372264,0,12.0706005,1.7669722,10.046626,4.541059,0,0.25660768,0.4615257,4.564975,0,15.29924,20.823214,0,0,4.971659,0,2.5464761,0,0,0,0,16.236433,0,7.8011975,2.3795962,4.061174,0,0.12126263,0
693,0,0,0,0,1.3656131,2.0968347,0,0,0,0,0,0,4.5187697,1.2008128,0,0,0,1.147869,2.3174806,0,13.480384,0,0,8.880597,3.334347,4.808805,0.07464192,0,0.5736622,1.3310204,0,0,0,3.6061225,0,0,17.218021,0.083053745,0,2.6174762,0.28270972,0,12.277817,3.828576,0,1.6567503,1.1354799,8.505843,2.1258066,0
694,0,4.131654,0.16540183,4.576152,0,24.925632,0,0.0331511,0,0,6.250859,7.1533723,4.870273,0,0,6.948353,0,2.1354487,2.3183646,0,1.4469738,12.424482,0,4.8139453,9.521506,6.0367174,2.7296948,0,2.3578904,1.9647102,0,3.9858727,0,7.8866835,0,0,0,0,0.31427565,0.33855766,1.6132647,1.1661491,12.940689,2.4876416,1.0099996,1.3142186,1.619738,9.393345,2.6268075,2.0375955
695,0,0,0,0,0,0,0,0,2.2257729,0,9.89279,8.953324,0.48138654,0,0,0,0,0,1.7300076,0,0,0,0,0,3.1533043,0,6.517085,3.241119,0.3144417,0.18428142,0,0,0,0,0,0.40986118,4.427709,0.7038001,0,0,2.842856,0,0,0,0.24298537,6.934009,1.4606982,6.334705,0,0.1870349
696,4.497767,0,0,0,2.1610985,0,5.3688617,0,1.8854756,0,0,0,1.6284044,0.65060943,0,0,0,0,0,0,0,6.598222,0,0,0,2.6039908,0,0,1.1469669,0.6549143,0,6.140853,5.0704355,0,1.4660525,1.0008534,0,3.7008348,0,0,1.6701679,2.143905,0,0.917131,0,0,1.0890315,0,4.2823524,4.309445
697,0.4874112,0,0,0,0,0,0,0,0,0,2.7534513,5.9991436,0.60679704,2.7507184,0,4.5515924,0,1.7184724,0.33386603,0,0,0,0,0,3.4078503,3.402168,0.60658354,2.9302948,0.38907894,0.94048196,0,0.37012997,0,0,0,0,4.8117337,2.6202612,1.3836908,0,0,4.4708595,0,1.6528049,5.55615,0,3.2490294,0,0,0
698,3.4314253,0,1.8920474,0,0,0,0,0.20335042,0,0,0,0,5.319287,0,0,3.9263716,0,0.70764565,0,2.6676164,5.5430183,6.994534,0,0,0,2.4007945,1.5270452,0,0.23736952,0,2.8303952,4.420417,0,9.622384,0,1.4562386,6.5329976,0,0,0,0,1.162984,0,0.9993501,0,0,0,13.15011,0,2.789124
699,0,1.5950251,0,2.4001377,5.3625064,0,0,0,0,0,1.8138677,0.7110857,0,0.16828795,0,0.08147954,2.1111555,4.1540885,2.8205583,0,0.9249294,0,0,4.9017897,2.2799797,1.9327928,0,1.8540831,0,0,0,0,4.478115,0.402164,4.3824983,0,0,0,2.8794503,0,0,0,0,0,0,0.7693486,0,0,0,0
700,4.391804,0,0,0,0,1.9370831,0,0.29017034,0,0,6.0955853,0.46676242,0,0,0,2.30487,0,0,0,0,4.4121594,0,3.3603587,0,0,0,0,2.3082147,0.6949583,3.3660533,0,0,0,0,4.8327227,0.513115,0.39775306,0,0,0,0,0,0,0,0,0,0.32026523,0,0,0
701,4.630353,0,0,0,0.035837326,2.6276145,0,0.2785916,0,0,0,0,0,7.543429,0,0,0,0,6.481209,0,0,0,0,0,0.37379175,0,0.45821348,1.1249946,0.16452083,0,6.361016,11.523123,0,3.7461207,2.4307249,0,5.0586605,0,0,1.61258,0.046935264,0,10.198214,0,14.436063,0,0,0,0,0
702,0,3.3521264,0,14.244064,0,5.194851,0,0.8154551,6.719572,10.46352,0,0,0,0,12.062079,0,0.097541876,0,0,5.32324,0,0,11.124224,0,0,0,0,0,0,0,0,0,0,0,5.5104594,0,6.62993,0,0,0,0.9896318,0,11.110465,0,0,0.3949836,0,0,1.4628934,0
703,0,0.90251386,2.4058585,0,0,0,3.3739607,0.111933924,0,3.8105793,0,0,0,0,4.837845,0,2.1950555,0,0,8.804034,0,17.618336,0,1.0737935,0,0,7.674663,0,0,0,0,0,0,1.8321563,0,0,0.10987233,0,0,0.6803426,0.94448435,1.5600915,0,0,0,14.512335,0.21077013,0,1.74908,1.5108968
704,0,0.75648296,0.7285941,0,3.061642,6.2904396,3.4257224,0,4.0892615,0,0,0,0,1.2568057,0,0,0,0.17236833,0,1.1631633,0.8090688,2.8382888,0,8.845312,0,0,0,0.8818514,0.7869297,2.4853973,0,1.3909827,0,0,1.0974218,0,3.5832658,0,0,0.2537146,0,0,0,0.8838959,5.3315907,7.963608,2.8811522,7.6136856,0.27318576,0.48929885
705,0,0,2.7303276,0,0.31738034,0,0,0,0,0,4.317603,0,0,0,0,0,0,0,0,0,0,2.0244408,0,0,3.1895797,1.1560764,0,1.1777723,1.5546616,1.1436032,0,6.3723125,4.5111775,0,10.482951,0,6.0840654,5.178318,0,0,0,0,1.4406207,0,19.213255,0,0,0,3.9587688,0
706,4.3525534,0,0.6047481,0,0,0,0,0,0,0,1.3327475,0,0.21939084,1.1915556,0,0,1.9049487,0,0,8.736396,0,0,18.803774,4.8989153,0,0.8487604,0.5360253,4.128867,1.7066315,0,0,0,0,9.91882,0,2.3806956,0,0,6.770339,2.0957692,0.3425054,0,0,0.9891472,2.0698843,0,3.1558144,11.706487,0.4012809,0
707,3.0632029,0,0,0.78565824,4.602485,0,0,0.5014621,0,0,0,16.332212,1.6533116,3.0371833,0,5.733109,1.7904323,4.938675,1.5697645,0.3170179,0.513832,14.832155,0.7215246,0,17.17094,9.82467,3.2739727,0,2.162479,0,0.19769229,0,15.037896,4.478604,0,0,6.2761106,0.6169531,0.93274933,0.25311092,0,0,0,0,0,0,0,0,0.8751336,0
708,0,0.47384608,0,0,0,0,0,0,0,0,0,2.0576756,0.012026954,0,0,0,0,0,1.2668772,0,0,7.7271776,0,0,4.9499516,0,0,2.437626,0,0,0,7.7233496,0,0,0,0,17.37037,2.4944289,5.6484413,4.865762,0,0,7.8155184,0,24.966263,0,0,0,0,0
709,0,3.0392816,0,10.026562,0,1.4624307,0,0,2.7389944,6.5391955,0,0,0,0,6.8795323,0,1.9782857,0,0,16.497698,0,0,6.177518,0,0,0,0,7.752152,0,0,1.1645284,6.74599,0,0,10.481889,0,0.48102883,0,3.599119,0,3.3909662,0,0,0,0.59396356,0,0,0,1.0644758,0
710,4.5750437,2.1918976,0,1.2720208,1.6255766,0,0.054264214,0,2.1908166,0,0,5.617432,1.0610819,0,0,0,6.7348437,0,0,14.033664,0,0,1.3081235,0,0,0,0,5.630792,0,0,0,0.3133048,1.78826,0,0.10267443,0,2.051496,0,1.615262,0,1.2251642,2.411606,0,3.4873745,0,0,0.2600347,2.215877,0,0
711,0,0,0,0,0,0,0.28054374,0,0,0,0,0,0,0,3.3572052,0,0,0,2.849466,0,5.286562,0.8905493,0,0,18.02164,0,0,0,0,0,0,8.05749,0,0,0,0,0,3.5426648,5.3979445,0.5767921,0,0,0,0,0,0,0,0,1.9115708,0
712,0,0.11039189,0,0,0.6327379,8.274563,0.54654646,0,0,0,11.885957,9.874633,0.14414135,0.02510732,3.8430486,0,0,2.046409,0,1.7507062,11.245679,6.5682526,0,8.968059,0,0,2.1155083,0,0.27467775,2.1546862,0,0,2.4846258,10.872432,1.0142016,1.7967167,0,7.1622734,0,3.724369,0,0.9893513,0,1.4670672,0,1.4994025,5.5604534,10.705322,0,2.7217193
713,0,3.3096085,0,0,2.2077234,0,0.4829681,1.1087432,0,0,1.8427646,10.32734,4.823297,4.045921,1.0236818,4.2137814,0,2.8697813,0.83901834,0,0,3.1702876,0,0,0,1.1404517,0,0.20982678,2.0203047,2.705878,0,0,0,1.805534,0,0,0,2.5303895,0,0,0,2.6417165,0,2.1290689,0,0,2.9199054,4.1033015,0,2.281377
714,0,2.5098748,0,0,0,1.283937,0,0.1711151,0,0,0,0,5.2667236,4.9775653,0.83521837,0,0,4.1678815,0,0,7.489327,1.3875834,0,13.379544,0,6.420202,4.372859,1.1531098,3.1468518,5.408447,1.2013185,0,0,3.6542063,0,0,0,0,0,0,0,0,0,4.2627826,4.253039,5.41622,1.1731092,9.707074,1.9983971,0
715,2.1946461,0,6.316373,0,0,2.2931247,0.38921463,0.17307761,0,0,0,0,4.9459586,2.1231356,0,2.9101844,0,2.420027,0,0,0,0,2.237743,0,8.40795,7.996097,3.6073146,0.10725296,0.88946015,0,0,0,0,2.899632,0,4.397916,0.9382631,2.3782537,0,0,0.77240753,3.4965587,0,0,0.03805168,0,4.827013,9.901505,0,2.3399067
716,0,0,0,0,2.6395595,15.789378,0,0.8443833,0,0,7.787224,14.49111,0.6917344,0,0,1.5699949,1.7413477,0,3.1091607,0,4.646439,6.782708,0,0,6.9545264,9.163763,4.607294,0,0,0.014695403,0.04811558,0,0,19.598368,0,1.4498194,0,0,0.13929847,2.6699815,0,4.345991,2.9109395,0,0,0,3.7548556,0,0,0
717,0.099456005,0.65966284,0,0,0,0,0,0.16429709,0,0,10.225471,3.1776788,0,0,0,11.671213,0,0,0,0,0,0,1.151121,0.8137458,0,0,0,2.261319,0,0.7007202,0,0,0,0.15307306,1.2604748,0.62149763,1.5871097,1.1570735,2.5457911,0,0.5534381,0,4.2249446,0.755411,0,0,0,6.370098,0,1.2917733
718,0,3.1341505,0,8.484004,0,0,0,0.29841346,1.3293844,3.3473952,0,0,0,0,10.200412,0,2.25621,0,0,11.554523,0,0,4.6953225,0,2.4447467,0,0,2.5795093,0,0,2.146341,10.451908,12.036621,0,3.633999,0.9992829,13.544768,0.96031326,0,0,0,0,2.3859634,0,15.0547085,0,0,0,0,0
719,0,0,0,0,0.3338283,0,0,0.20574081,0,3.0297894,0,0,0,0,0,0.6735728,0,0,1.5173302,0,2.2837892,0,0,0,0,0,0,2.0872989,0,0,0.5357464,9.642906,0,0,5.786114,0,5.4514,0,0.6990498,0,0,0,0,0,16.801435,0,0,0,0,0
720,0,2.7813208,0,15.242802,0,6.6577873,0,0,12.262858,4.831936,0,0,0,0,11.856602,0.9986178,0,0,0,0,0,0,19.700872,0,0,0,0,3.3979745,0,0,0,0,0,0,7.2851076,0,4.3454623,0,0,0,0,0,1.5227427,0,0.9706633,0,0,0,0,0
721,0,0,1.1018745,0,0,0,1.7133329,0.5426241,0,0,0,0,0,0,5.2916694,2.8073075,0,0,0,0,12.98817,0,0,0,11.465224,0.19643135,0,4.3139863,0,0,0,15.7384205,4.457745,1.1029717,0,0.5719055,8.909706,4.07253,0,0,2.2111454,0,0,3.0425496,7.9916344,5.7629495,3.003703,5.210577,4.560706,0
722,6.172701,0,2.6480117,0.39069533,0.07456289,0,0,0,0,0.6850682,0,0,0,3.8203888,0,0,2.2036335,0,0,15.330802,0,9.984443,0,0.35075018,0,2.999927,1.7001709,0.2548998,5.05857,0.6080854,0,0,0,0,2.4058561,1.22676,0,0,4.7211266,1.5345421,2.8696814,0,8.378111,0,2.2967136,0,0,2.4535215,0,1.7997572
723,1.767242,2.4335988,0,4.123153,0.5167993,0,0,0,7.2624545,1.0393758,0,0,0,0,3.735283,0,0,0,0,0,0,2.258236,0,3.3954468,0,0,0,0,2.1208494,3.99122,1.6881726,1.0768956,4.1317353,3.8654172,1.7928898,0,9.36271,0,3.4120243,0,1.1408033,0,17.30079,0,0,6.524493,0,0,0,0
724,0,2.6399596,0,5.214536,0,0.38851106,0,0,0,9.491237,0,0,0,0,1.9381471,0,5.095864,0,0.3873028,11.44304,0,0,4.8237324,0,0,0,0,5.700388,0,0,0,17.279274,11.700334,0,2.4923253,3.4625595,3.066502,0,0,0,0,0,0,0,0,1.7005266,0,0,1.0730685,0
725,0.5943437,0.8000548,0,0,0,2.3571992,0,0.94576097,4.2789707,4.6269283,0,0,0,0,4.511446,0,3.4329796,0,0,7.0146093,0,10.862358,1.2374444,0,0,0,0,0.72435665,0,0,0,0,0,16.594673,0,0,0,6.7673783,0,2.8035135,0,1.607307,0,1.1328279,6.0727043,0,0,0,2.0246816,0
726,0,2.3562114,0,0,0,0,1.9762703,0,0,0,0,3.8135705,0,0,0,0,0,0,0.27134165,5.4565244,0,15.004327,2.9606874,0,2.8854063,0.69427675,0,0.35883906,0.6325679,0,0,3.6221342,8.928743,0,0,0.8875866,0,0,0,0,1.5285927,0,0,1.5844516,1.6679174,4.4376755,0,3.3605464,1.0243406,0
727,0,0,0,1.1840054,1.1241075,0,0,0.15968543,0,0,1.9831932,0.3445441,0,2.4682722,0,0,1.2067676,3.022706,1.6067278,10.5722685,0,8.070376,0,0,5.7988777,15.497585,0,0,0.21337174,0.52111197,0.92863864,1.1926258,0,0,0,0.9259244,0,0,0,0.4499953,0,1.2627637,0,0.71525484,3.832345,0,0,0,0,0
728,0.958076,0,0,3.0536208,0,2.4934447,2.2772737,0,0.16380605,0,7.2311053,0,0,2.1515207,0,0,0,0,0,0,0,10.9052925,0,3.9367158,11.694964,0.48049334,0,3.0455985,4.735282,1.611407,0.99090403,3.6016605,2.8256402,5.333154,0.37858918,1.3741685,2.3050196,0,2.1653616,0,1.9311576,0,0,0.6436418,7.3405156,0.7792529,0.81422895,1.04219,1.2629954,0
729,0,0.36630902,0,0,0,0,1.1111301,0.1250834,0,0,0.39825016,0,0,0,0,4.5932016,2.5372148,5.083607,0,9.142844,5.3522215,2.6210222,0,3.42329,0,0,0,0.82177746,3.4888403,0,0,0,0.027451843,2.7558763,0,0,4.183915,10.955516,0,0.59490436,0,2.1146204,0,1.5834628,1.5138102,16.08607,0,0,2.8495739,0
730,0,3.924113,0,0,0,0,1.2473639,0,3.7462752,0,3.9677627,0,1.6079652,0,0,0,2.5365,0,0.90857005,0,0,5.334288,0,0,5.913093,0,1.7582209,0,0,0,1.4877259,21.31359,0,5.2791476,0,3.5245743,0,0,0,0,0,0,11.937834,0,7.49513,0,0,0,0.5015327,0
731,0,0,2.5970628,0.3562847,0,0,0.3000284,0,0,2.505893,0,4.3889403,0,2.965859,0,0,0,0.10717986,3.4514234,1.3334349,10.108777,10.677568,0,2.3392656,6.8625464,0.7120444,3.0754824,1.3659258,2.263028,0,0,8.984768,0,0,0,2.5628083,0,0,0,0,0.41774514,0,0,3.842067,0,2.306875,2.4204843,0,1.7051598,0
732,4.1432095,0,0,0,2.0232613,0.824434,0,0,0.07244608,0,2.3172555,0,3.877155,0,0,0,0.6628305,0,0,0.425938,0,11.835225,0.3014495,1.3279835,4.046844,8.388913,0.60701406,3.1982086,0,0,6.5796194,0,0,0,0.35166034,0,0,0,0,0,4.14474,0,0,0,7.362695,4.8459992,0,0,0,2.2307496
733,0,0,0.64135957,0,3.6563847,6.472868,0,0,0,0.5430441,0,0,0,0,0,0,0.6500675,0,0,1.492797,1.2412723,0,0,0,0,0,1.1126881,0,0,0,0,0,0,0,4.6135674,0,0,0,0,0,0.02516304,0,1.3314924,0,7.035911,0.15761322,0,0,0,0
734,0,0,0,0,0,0,3.6684446,4.597409,0,4.996799,6.621448,6.6171627,2.924508,6.3258452,0,0,0,0,0,0,7.722324,0,0,0.12992401,6.272167,0,7.080704,0,0,0,0,0,0,0,0,1.2034885,0,0,0,0,0,0,0,2.0054636,0,6.0234766,5.3090115,12.228843,0,1.4883691
735,0,0,0,0,0,0,0,0,1.7489561,0,0,4.51031,0,0,0,3.0891876,0,0,0,0,0.82650274,0,6.1822934,0,0,0.43434954,0.6687957,0,4.6063724,1.3719146,0,0.8207416,1.1101152,11.5514765,0,4.844474,0,0,0,0,0,0.18563083,0,0,0,7.968853,0.6372508,0,0.7212142,2.809691
736,0,0,0.16622822,0,0,0,0,1.3348817,5.270561,0,1.8180743,5.9746346,4.4194045,0,0,3.0496478,0,0.8899772,0.81664014,0,0,0.6286967,2.167616,22.11488,0,0,3.2391372,0,0.037967987,2.7332423,4.2202334,0,0,8.350857,0,0,0,0,8.813989,1.9986914,0.42785048,3.3245301,0.20677787,4.456283,0,8.306909,5.4455357,3.6910682,0,1.1107222
737,0.49196136,0,2.6460602,0,1.7205414,3.0311275,0.23416536,0,0.80059457,0,0,0,2.1653695,1.9951515,0,3.8662024,0,6.4985285,0,1.2371393,9.861816,0,0,0,6.4099493,0,3.422091,0.7172275,1.9786167,2.4724088,0,1.984906,0,15.970455,0,0,0,2.4601197,0,0,1.2566171,2.8780537,1.4246286,3.7046132,0,2.654882,2.0036263,3.2548506,1.392369,0
