x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.44594285,0.29001772,3.0317152,0,0,1.1840128,0.5805404,0,0,0,0,0,0.5250876,7.1987414,0,0,1.0129997,0,1.1962228,0,0,0,0,0.095258445,2.3775048,0,0,0,0.096558504,0,0,0,0,10.964174,2.2580245,0.6287466,0,2.6490123,0,0,0,0.08497812,1.3415484,4.8455963,0,14.0234375,0,0,0,3.148909
2,6.4078493,0,3.446338,0,0,15.548932,0.13710389,0,1.1976701,0,9.030189,1.2797122,0,0,3.4104297,16.467209,0,0.52805215,3.6223848,0,0,0,0,6.2816944,0,0,0,0,0,0,4.2870693,0,0,0,3.6209471,1.7537415,19.157646,3.652538,12.454294,0,3.2907577,0,25.514942,0.86136913,21.665266,0,0,0,0,0
3,0,0,0,0,0,1.3141352,1.2525636,0,0,0,0,2.0708609,1.872583,4.050738,5.437503,5.652796,0,5.0706654,1.2448801,0,1.3743404,9.579211,0,0,5.5192666,13.387177,6.165815,0,2.6418052,5.1121564,0,0,0,21.860426,0,0.13617629,0,0,0,0.38309819,0,9.859426,0,0.29179844,0,0,1.9285825,0,0,2.7002788
4,3.994489,0.17297459,0,0,0.7111235,0,6.244001,1.8168554,6.203564,0,15.480529,10.2720785,1.1721578,1.9414401,0,0,0,3.3036642,0,0,6.091551,0,0.90402025,15.413408,0,0,3.6469529,0,3.2851572,0.29600048,0,0,0,7.174554,0,0,0,1.1768005,0,0,0,0.69578767,0,3.92632,0,9.972115,1.2969122,9.228639,0,0
5,0,0,0,0,0,0,3.603904,0.08970607,2.5940893,0,10.869277,5.760403,4.607883,3.958786,7.014974,10.683505,0,2.9944685,3.1721704,0,0,0,3.575972,0,0,6.028939,0,1.2387595,0.49732894,2.7721283,4.079876,0,0,13.100809,0,0,0,0,5.345998,0.72719467,0,0.8398357,0,2.7469606,0,7.186774,1.8203765,7.207109,0,3.3801746
6,0,0,1.1241748,0,3.900587,0,3.1313314,0,0.9963225,0,0,4.4762993,0,0,0,2.989116,0,6.406448,5.94926,0.6279141,2.6658878,0,0,13.073995,0,10.664801,3.4777856,0,0,2.5623603,2.196824,0,0,0,0.5130552,1.5769159,0,0,1.553139,0,0,2.7638602,0,2.1402595,0,0,1.6355966,5.885055,0,0
7,0.1639176,0,0,1.5008312,1.9046396,0,2.1759527,0,0.76784223,0,1.5674113,0,0,0,6.601157,6.334287,0,1.5504621,2.004794,0,0,0,0,0,0,0,0,0,0,0.6308833,0,0,0,0,0,0,0,0,0,0,0,0.6133903,0.98056436,3.1223357,0,4.87511,1.9930724,12.741938,0,2.5699234
8,0,6.3402557,0,8.575766,0,0,0,0,0,10.006283,0,7.993206,0,0,15.045015,0,8.064386,0,0,26.924782,0,27.737938,21.4698,0,33.780796,0,0,6.1916795,0,0,0,24.766869,3.2147052,0,4.898997,4.317493,0,4.7896733,0.4593141,3.505093,0,2.2653408,16.778692,1.2988993,4.774072,5.726814,0,0,4.4314833,0.5160063
9,0,0,2.0248096,0,0.1687999,0,0.44406256,0.57750744,0,0,0,0.021497412,0,2.3624794,0,0,1.5503087,0.33309853,0,0,0,14.302472,6.3647547,0,0,4.0222034,0,0,0.99142116,3.0277698,0,0,11.389574,1.5237881,0,0,0,0,0,1.0018326,0,7.534995,0,0,0,0,0,0,0,1.8246561
10,1.9842591,0,3.4226427,0,1.7499329,0,0.7644798,1.4998977,0,0,0,11.988601,3.1553507,3.359091,0,1.8926284,0,5.798123,0.5939688,0,1.2461365,0,0,12.232054,0,4.580668,1.1836041,0,0,4.777602,0,0,0,28.281725,0,0,0,0,0,0.27498087,0,0,0,0,0,3.6277566,0,5.2674417,0,0
11,2.031401,0,0,0,1.3492084,0,3.4226763,0.9271878,0,1.5365762,9.97073,13.223063,5.3749857,0.82858187,0,3.079421,0,5.143043,5.4232273,0,2.8983269,0,0,6.1638227,0,9.17926,1.9067525,0,0,0,0,0,0,6.559342,0,0,0,0,0,0,0,4.3742533,0,1.9671435,0,10.932062,0,19.310238,0,0
12,2.5392063,0,3.6315854,0,5.354932,0,0,0,0,0,8.123423,0,0,0,0,11.34914,0,7.0805774,0,0,4.2501287,0,0,0,0,5.424589,2.2166479,1.4042287,4.178197,0,1.610043,0,0,0,0,0,0,0,0,4.7463984,0,6.710057,0,0,0,2.5787218,1.0641136,1.6478087,0,0
13,0.49012867,0,0,0,0,0,0,0.08736134,0.29293543,0,6.2544045,9.626965,2.5844033,0,0.5399866,13.974012,0,11.67067,0,0,19.938356,0,0,6.7015944,1.8740902,5.8063364,0,0,0,0,0,0,0,10.754331,0,0.30191076,0,0.025231518,0,0,0,0,0,0,0,2.027795,0,0,0,0
14,1.8227075,0.049572572,0,0,7.4574494,3.497344,0,0,0,0,0,13.399289,0,0,0,0,0,0,3.3419552,0,0,0,0,3.36279,11.359703,0,0,0.70379454,1.1345338,0,1.6735647,24.043442,3.722263,0,6.094685,5.64336,4.851235,3.805245,0,0,3.583078,0,17.778965,0,15.464041,0,0,0,4.534791,0
15,0,1.3014317,0,7.161177,0,0,0,0,0,3.8559258,0,0,0,0,0,0,10.588914,0,0,17.586205,0,24.858606,0,0,19.658016,0,0,4.701295,0,0,0,17.829552,4.3970275,0,7.493072,0,0.7480068,0,5.361686,0,0.13249913,0,0,0,3.3457506,0,0,0,1.7299173,0
16,0,1.4150802,0,0,0,0,1.3343534,0,0.5812386,0.2753741,0,0,0,0,3.038132,0,0,0,0,14.4494915,0,3.4266634,0,0,1.7727226,2.9822795,0,0,0.9223189,3.9161043,0.16537474,0,0,0,0,0,0,1.5769172,0,1.2452315,0,0,0,0,0,0,0,0,0,0
17,0,1.5019033,0,3.0794127,0,0,0,0,0,0,1.506586,2.8680634,2.1878827,0,4.6490064,0,0,0,0.7299441,0,0,14.381169,0,6.7694235,0,1.7653114,0,0.45504758,4.110544,0,2.9473531,7.3949513,0,0,0,4.0944295,0,4.5001616,1.3404602,0,0,0,2.4019194,0,0,0,0,0,5.102585,0.55051434
18,0,0.5416964,0.29255205,0,0,5.88483,0,0,0,4.363297,0,0,0,0,0.026002185,0,2.790657,0,0,7.034824,1.6904522,14.703222,5.974777,0,0.94146883,4.70515,0,1.8497418,0,0.3682196,0.90916854,0,0,7.3466883,0,0,4.0043416,3.092286,0,0,0,0,20.60336,0.7840667,0,0,2.7167692,2.0401506,0,0
19,4.110928,0.49852702,2.9635253,0,0,0,7.3151402,1.2819248,1.1460563,3.2369604,0.5927924,0,0,0,0,0,0,0,1.7447186,0,5.046271,0,0,0,1.0890642,0,0,0,0,0,0,0,0.7852129,0,2.7623236,0,0,0.25068533,0,3.149669,0.8138238,1.2029359,1.2748601,0,0,0,0,0,0,0.13107096
20,0,1.2523004,0,10.324562,0,15.349847,1.4654887,0,0.27312478,2.432592,0,0,0,0,7.725981,0,8.8991375,0,0,6.7857957,4.0526724,17.271276,12.355405,0,10.474083,0,0,7.9619064,0,0,0,36.08233,4.885907,0,8.542978,1.1631091,8.174782,6.5567555,0,0,0,0,7.499149,0,7.022331,0,0,0,1.1930221,0
21,0,0,0,0,0,0,0,0.4273824,0,2.9437923,0,0,0,0.24550807,0,0,2.1792045,0,0,0,10.719448,0,0,0,1.5300373,0,0,0,0.26717913,1.4113156,2.6503308,0,0.49620432,0,0,1.8134181,0,0,0,0,0,5.3579106,0,0,0,7.072851,2.7133095,8.747994,3.940611,0
22,0.06707278,0,0,0,0,0,1.008138,0.27219415,0,2.5547507,0,2.3655367,0,4.7003818,0,2.909265,0,0.3497324,0,0,22.930973,0,0,1.1443747,0,0,5.36061,0,0,2.4621952,0.39431205,0,9.352258,16.365696,0,0,0,0,0,0,0,0,0,1.5034645,0,5.261096,16.738289,5.6768928,0,0
23,5.161263,0,0,0,2.6545522,0,5.0822396,0.7615859,0,0,10.097886,12.1846695,12.658766,1.9655118,0.4482994,1.4598101,0,9.999844,2.923986,0,20.467121,0,0,7.347978,0,10.050682,8.41962,0,0,1.9897501,0,0,19.391342,9.834789,0,0,0,0,1.9272565,5.4448442,2.1957474,1.5474916,0,0.6619587,0,0,15.462163,0,0,1.846998
24,1.6842126,0,5.8656883,0,1.9782279,0.8753197,0,1.0506474,0,2.8191047,8.235517,4.706996,9.14016,4.3886642,7.03774,6.474018,0,6.6532545,0.77368414,0,23.71193,0,0,11.145075,0,0,9.698281,0,0.13514106,3.3234005,1.0403099,0,11.085308,10.828964,0,0,0.1423671,0,0,1.3303449,3.3913443,5.362801,0,0.8515286,0,7.042201,11.285845,0,0,0.8217393
25,3.2503464,1.6357903,0,0,7.083134,0,0,0.36342221,0.8613924,1.9634644,6.239628,0.9727267,13.812432,0,1.0857885,6.9609833,0,7.517016,0,0,14.31033,0,0,10.267728,0,2.1786644,5.456607,0.10835887,0.36434168,1.7174414,0.82748723,0,0,7.683271,0,0,0,0,5.972381,0,0,0,0,0,0,7.073712,9.551672,0,0,0
26,4.3281045,1.550453,0,0,0,4.598702,0,0,1.0054322,2.2744076,6.824581,6.5288134,18.181545,2.0471566,1.2624679,12.062892,0,7.338493,5.6832285,0,16.234118,0,0,17.531631,0,16.061968,6.245022,0,0,0.73440456,0,0,0,22.331865,0,0,0,0,0,0.56026936,0,0,0,0.31168672,0,4.9765153,7.038899,7.381049,0,3.8883803
27,2.73232,0,0,0,2.4040608,0,0,0.39337432,0.2056553,0,3.1061583,7.8950334,0,3.6405447,0,0,0,4.4456306,0,0,1.4544338,0,0,3.8741171,0,10.071437,0.8815533,0,0,1.1015056,2.464476,0,0,0,0,0,0,0,0,1.0565866,0,2.4291544,0,0.4419606,0,3.8571386,6.1675477,0,0.03830508,0
28,4.69446,0,7.821949,0,1.8014994,0,0.47232106,0,0,0,0.71560514,17.382622,4.2950144,0.8234295,0,12.383963,0,6.760306,0,0,6.981495,0,0,8.884061,0,1.1122346,2.694032,0,0,1.2101135,0,0,0,6.0091414,0,0,0,0,0,0,0,0,0,2.044154,0,13.761311,0.8927182,0,0,0.4381415
29,0,0,0,0,6.1767964,0,4.0707808,1.4113554,0,0,0,8.142968,1.1400024,1.0082358,0,9.097888,0,6.4914927,5.170226,0,0,0,0,6.914831,0,1.7506224,0,0,1.5878189,0,0,0,1.8186408,13.405361,0,0,0,0,0,0,0,4.792358,0,0.3974746,0,0,0,0,0,4.181019
30,0,0,0,0,0,2.5183585,0,0,0,0,0,0,0,0.79004383,0,0,0,3.6081624,0,0,8.672713,0,0,0,6.709134,0,0,4.719615,1.4512779,0,0,0,0,0,0,0,0,0,0,2.0740771,0,0,0,4.396369,5.634799,0,0,4.5747037,0,0
31,0,1.8348771,0,6.4110856,0,7.6819453,0,0,0,8.174047,0,0,0,0,14.820207,0,2.9531417,0,0,7.8619,0,11.831786,5.3252006,0,7.5728054,0,0,3.0894778,0,0,0,35.21105,13.04329,0,3.5114884,0,7.431016,0,14.930654,0,0,0,16.326578,0,16.133284,0,0,0,3.2717247,0
32,0,2.4089127,0.8236466,0.36923262,0,0,0,0,4.3838544,0,0,0,0,0,0,0,7.0223775,0,0,15.163696,0,18.808464,4.220451,0,12.790133,0,0,5.0169554,2.777118,0,0,28.609888,2.5809014,0,6.0823593,3.215847,0,0,0,0,1.9740083,0,0,0,2.7016068,0,0,0,3.3294458,0
33,0,0,0,0,0,2.8583834,0,0,0.25345638,4.1389194,0,0,0,0,2.3059237,0,0.4428005,0,0,7.496123,0,5.913866,3.66583,0,6.0781837,0,1.0053478,0,2.460839,0,0,0,7.205524,0,1.5001134,0,5.572388,0.5011943,0.90990573,0,0,0,1.2336372,0,1.3740102,0,0,17.83252,0,1.8396474
34,0,0,2.189542,0,2.027443,0,0,0,0,0,0,1.9852464,0,0,0,0,0,0,0,0,0,0,2.1166642,0,0,0,0,0,1.0665896,1.2351054,0,0,0,0,0,0,0,5.6769056,0.852617,0.06655961,0.18886721,0,21.064741,0,20.921537,0,0,0,2.8589642,0.3016918
35,0,3.538623,0,0,0,0,0,0,13.219706,0,0,0,0,0,0,0,1.487046,0,0,13.91605,0,18.679699,5.1286707,0,12.826228,0,0,3.8598783,0,0,0,9.954712,0,0,0,2.1792796,1.9198759,2.3325603,0,0,1.8548524,0,0,0.55879813,0,0,0,0,0.08013562,0.68602735
36,0,0,0,2.7165942,0,0,0,0,0,1.0136122,0,0,0,2.9053514,0,0,0,0,0,1.1553196,0,1.5294355,0,0,0,0,0,1.3362517,0,0,0,0,5.997741,0,0,0,0,0.1731937,0,0,1.516879,0,0,1.5299811,7.0618887,0.975688,0,0,0,0.78357226
37,0,4.8194256,0,11.179652,0,0,0.2662943,0,0,7.964566,0,0,0,0,0,0,3.4891367,0,0,10.244397,0,19.24192,17.990988,0,10.250643,0,0,4.9843073,0,0,0,31.584108,0,0,6.5043836,1.4897691,6.586671,0.04963669,3.3461106,7.0705824,0.08144093,0,11.345144,0.7164671,19.183403,0,0,0,1.6280078,0
38,1.1603507,0,1.0258873,0,0.6059015,3.707518,0,0,1.4776698,5.330856,0,0,0,0,0,5.1136513,2.8177698,0,0,6.2543607,0,5.668856,0,0,0,0,0,0.58243054,0.8915197,4.5351963,2.0060205,0,15.217504,1.5629073,0,0,0,0.03149489,0,3.6998115,1.78798,1.6510428,0,1.5478917,0,6.5271106,0,0,6.2508802,0
39,0.09912029,0,0,0,0,0,0,0.6652243,0,3.343466,0.36428568,0,0.55351156,4.4137726,0,5.99806,0,0,5.8502903,0,0,0,1.0615021,0,4.3265944,1.8166488,0.67303485,0,0.81195223,0,0,7.814649,4.7579117,2.8543699,0,1.3974379,1.9017953,0,2.3056018,0,0,3.4459999,0,5.5360518,0,0,3.729235,8.769394,0.6870694,2.4477885
40,0,0,0.6507816,0,0,0,1.1992753,0,0,1.3741139,9.801868,11.280986,4.84465,4.1611533,0,0,0,4.3222528,2.6839657,0,0.393421,0,0,4.5643644,0,3.2370467,5.1306977,0,2.0651968,2.7899983,2.1712768,0,0,11.903457,0,0,0,0,0,0.004475898,0,0,0.44443148,0,0,3.7818358,0,9.224804,0,0.19968559
41,4.8403487,0,0,0,0.9510993,0,0,0.96852237,0,1.0635645,1.2899078,7.0097265,5.575192,0.9801146,1.0450531,0,0,5.1605287,0,0,0.6616076,0,0,14.003665,0,9.124845,0,0,1.4843854,0,4.3363185,0,0,5.2877316,0,0,1.1197603,0.6422674,0,0,0,0.045882255,0,0.27236253,0,0,0,11.244092,0,0
42,0.18324512,0,0,0,4.782495,0,0,0,0,0,5.1761827,3.5047626,2.0799928,0,0,4.5498166,0,7.2150555,0,0,5.769411,0,0,0,0,0,1.8563709,0,0.35261825,0.36638176,0,2.4724958,5.2949057,0,0.96740615,0,6.935862,5.039531,6.073553,0,0,0,13.964423,0,9.012269,0,0,0,2.7296338,0
43,0,0.8927161,0,0.47719654,0,0.19605748,0,0,2.455201,0,0,0,0,0,0,1.6315053,0.7394645,0,0,0,3.3635933,0,2.4433835,0,1.2135096,8.44992,3.2624528,0,0.3042166,0.4617974,2.3575933,0,0,0,0,0,0,0,0.23708554,0,0,0,10.42622,0,14.349932,0,2.3493493,4.3398376,0,1.0789459
44,0,0,0,0,0,0,0,0.6307977,0,0.24027497,0,0,0,0,5.2839785,0,3.6516757,0,0,8.774004,0,2.8704484,0,4.922649,0,0,0,0.9119559,0,0,0,17.631266,0,1.9976827,0,2.4916968,4.997093,0,0,0,0.2858835,2.3103406,0,0,0,0,2.2541316,6.3438864,0,0
45,1.438605,0,0,0,2.0912633,0,2.0945947,0.39635026,0,0.2329964,3.4292526,0,3.3359785,0.154324,1.4452285,1.124991,0,1.280331,1.9053471,0,1.8982887,0,2.1020055,3.1195176,0,0,1.1374319,0,0,1.7392571,2.9767501,0.20474243,0.043340646,0,0,0,0,0,0.36074346,1.1227009,0.36019585,1.8350285,0,0.0790116,0,15.009663,0,5.468747,0,4.141112
46,2.6508439,0,0.21904536,0,0.015162708,0,2.094617,0,0,2.1520178,0,5.323083,0,0.09152716,1.9504,0,0,1.3551424,0,0,4.813187,0,0,0,7.5088425,0,0,0,0.10173239,0.45456555,0,0,0,0,0,0,5.87653,0,0.0588975,0.44215694,4.810888,1.3318374,0,0,10.083861,4.75847,0,0,0.8434899,0
47,1.5955917,0.42850238,0.8775342,0,0,8.1309805,0,0,0,0,0.4947658,1.5086462,0,0,0.07257401,0,0,0,0,0,0,0,0,0,0,0,4.0992584,0,0,1.1651205,1.5986731,4.3645086,0,4.4514236,0.83484143,0.18243037,0,3.227272,7.3496523,0,0,0,17.5316,0,8.796144,0,0,0,1.7373407,0
48,1.0795956,0,0,0.27462947,0,0,0,0,0,3.234826,0,0,0,0,0,0,8.122268,0,0,6.827349,0,0,2.6082187,0,15.592365,0,4.509158,2.6156635,2.2066448,0,0,18.350115,0,0,4.905215,4.3566523,9.48138,5.3162894,0,0,1.8383292,0,7.9254837,0.31087956,6.2203684,0,0,0,0,0
49,0,0,0,0.034421254,0,0,0,0,0.65401834,6.0864773,0,0,0,0,1.4969366,0,0,0,0,3.2008238,0.22370732,0,0.5800806,0,0,0,0,2.9621186,0,2.2347405,0,9.183461,5.795576,0,0,0,0,0,0,2.020817,0,0,8.128652,0.5607163,0,0,0,0.9874486,4.6708193,0
50,0,0,0,0,0,4.0627275,0,0.7153803,4.225305,1.2806053,1.5364906,0,0,0,2.6065974,0,3.4200163,1.0848324,0,0,1.1373942,12.243508,0,0.87627196,0,0,0,0,0,1.9718834,0,0,0,0,3.2586594,1.0383178,0,0,0,3.3456898,0,0,0,0,0,2.077316,0,6.524428,0,0
51,0,3.513645,4.0815835,5.929981,0,0,0,0,0,0,0,0,0,0,0,0,1.3627255,0,0,16.242437,0,0,4.438586,0,0.112897724,0,0,2.878303,0,0,0,21.652327,11.032231,0,0,0,2.7624824,0.04259475,0,0,1.4421086,0,0.22425729,0,1.7792814,0,0.093568526,0,0,1.0878161
52,0,0,0,0,0,0,0,0,1.7842125,0,0,0,0,1.8189,0,1.587765,1.623249,0,1.467761,0,1.6896302,9.350189,2.5456676,0,0,0,0,0,0,3.2635915,0,0,7.534955,6.9920206,0,0,0,0,0,0,0,0,0,0,0,7.5478363,0,0,0,0
53,0,0,0,0,0,0,1.7969375,0.20126702,0,2.831214,0,0,0,0,0,1.8009865,0,0,1.623876,0,0,0,0,0,10.372789,0,0,0,1.0912195,0,0,16.920195,5.916001,0,0,0,0,0,2.5355377,0,2.4329448,1.8423913,6.7300005,0,0.73670673,0,0.96447843,0,0,0
54,0,1.0075467,0,5.2897363,3.3040159,0,2.4613779,0,0,1.4473011,0,0,0,0,1.2073022,9.939661,0,0,0,1.1668718,0,13.458623,9.898568,0,11.411219,3.280513,0,4.679339,0,0,1.2732174,32.63028,3.9164531,0,3.4385102,0,0,5.668081,0,0,0,0.40942007,0,2.0884569,5.3776393,0,7.5143137,15.54168,0.54587144,0
55,1.07146,0.03618338,0.20466898,0,0,11.313946,0,0,0,4.0496397,0,0,0,0,0,0,0,0.06716948,0,0,0,11.019161,0,1.442332,0,0,0,0.8310702,0,0.023536488,0,0,0,0,0,5.6165457,0,1.2698509,0,0,0,0.27320498,0,0,0,5.80908,0,0,0,1.9392926
56,1.1571379,0.05506719,0,0,0,0,0,0,2.2037766,0,0,0,0.3658145,0,3.7881556,0,0,0,3.613415,0,10.44481,0,0,0.48910597,1.0888743,6.0074453,0,0.76507473,5.8627257,5.265506,0,19.34779,3.7347043,0,0,0,0,0.09137277,0,1.7342482,0,6.2045264,0,0,0,0,0,0,0,1.6287726
57,0,2.4663715,2.9791744,4.9528213,0,2.3195095,0,0.38299313,2.2421582,0,0,0,0,0.41963774,0,0,6.484043,0.059920922,0,0.27645177,0,10.103322,0.9137256,0,2.666573,2.4346354,0,4.1399784,1.4183874,0,2.231751,0,0,13.658874,2.5593228,1.5497576,1.6995316,0,0,0.26844278,0.24524336,0,0,4.1830173,0,0,0,6.1795387,2.695237,0
58,0,0,0,0,4.6635766,0,3.8202648,0.09544792,0,0,4.2312765,0,1.2956533,1.2416613,9.540343,2.8643582,0,4.7656274,0,0,0,0,0,0,0,0,1.6307864,0,0.38668424,1.9237478,0,0,0,25.476337,0,0.3246504,0,0,0,2.3654494,0,0.5278673,0,0,0,0.69946635,5.206866,5.834831,0,0
59,1.9724927,0,0.870095,0,2.2397332,3.7512228,0,0.43147522,0,0,0,9.173809,3.584892,5.709739,0,14.190038,0,4.6734953,0,0,4.7954564,0,0,10.122344,0,1.9895278,5.3367977,0,0,3.9243357,0,0,0,0.85408205,0,0,0,0.048421007,0,1.3988198,0,3.0605106,2.797737,0,0,9.308732,1.3347291,12.647533,0,0
60,1.4397061,1.8968234,0.8367437,0,0.27086964,0,0,0,0.8956312,0,4.2164736,15.760631,7.652473,2.649455,0,0,0,1.6610357,3.2958426,0,0,0,0,11.638734,0.14952584,5.7940707,7.4527755,0,1.3894929,5.054589,1.5935988,0,0,6.3391805,2.6731298,0,0,0,0,0.8938072,0,0.9169244,0,0,0,6.1483793,0,1.1360719,0,0
61,0,0,1.9989202,2.232356,2.0522702,0,3.6428332,0,0,0,10.245461,0,5.469243,0,0,2.1190715,0,0.29652265,0,0,0,2.3618288,9.054855,0,0,4.7861986,0,0,3.7108533,4.3003845,0,0,0,0,0,0,0,0,0,0,0,0.23293139,0,0,0,0,0,0,0,0.016005984
62,4.4105124,0,0.97933656,0,5.704948,8.144322,0,0,0,4.1567163,0,0,2.6993551,0,3.769069,0.34696743,0,1.749845,3.4153092,0,0,0,2.8913112,9.550532,0,3.4074178,3.58437,0,0,0,0,0,0,16.363832,0,0,0,6.714066,0,0,0,1.3810213,0,0.97472674,0,1.9745599,4.7930145,13.1505,0,2.1313455
63,2.700812,0,2.5010438,0,2.2846656,0,2.6849182,1.9146464,0,0,7.7093396,10.202296,1.855124,2.8726454,0,8.297857,1.0064871,0.3769719,3.82847,0,7.463715,0,0,14.601581,0,13.999664,1.7610741,0,0,2.345912,0,0,0,0.87945956,0,0,0,0,2.8286188,2.446036,0,5.5451508,0,0,0,0,0,0,0,0
64,0.54950017,0,0,1.9958496,0,0,2.3276176,0.80897266,4.8222346,0,0,1.9400367,0,1.4554938,23.449322,0,0,0,0,0,0,23.238897,3.5401423,0,0,2.1654851,0,0,0,0,0,0,0,0,0,0,2.0205052,0,0,0,0,0,0,3.6034055,0,0.4243306,0.14427157,8.456936,0,2.846029
65,0,0,0,3.497115,0,0,0,0,0.7579908,0,0.7252598,12.446221,0,0,1.8708133,3.153732,0,4.093365,0,0,1.0490264,0,0,0,0,0,0,6.932005,0,0,5.523564,29.00089,14.966764,0,3.9622922,0,13.409595,0,0,0,1.475909,0,4.717893,0,4.325564,0,0,0,2.5596626,0
66,0,1.6218799,0,4.906867,0,0,0,0,0,5.158854,0,0,0,0,0,0,7.0875,0,0,8.729931,0,0.9766481,11.201547,0,8.515732,0,0,4.678151,0,0,0,19.601725,6.3469825,0,0,3.4042718,0,0,8.070103,0,0.43021658,0,8.797653,0,10.490524,0,0,0,2.1414802,0
67,0,1.0560188,0.7049661,7.1630588,0,1.6387959,0,0,0,4.4733,0,0,0,1.6613274,0,0,2.4961324,0,1.043061,8.9302635,0,22.568956,2.2841985,0,15.714842,0,0,0,2.2021403,0,0,4.442141,0,1.9599241,0.108072884,0,0,0,0,0,0.14294331,1.493396,0,1.772068,0,6.070491,4.0279408,0,0,2.5437083
68,0,4.525819,0,6.045995,0,0,0,0,3.1080801,0,0,0,0,0,7.4765797,0,1.7118938,0,0,3.7365456,0,2.369819,0,0,13.057196,0,0,5.2260246,0,0,0,17.34312,15.068652,0,5.5928593,4.608083,6.9212584,1.2260306,3.2450213,0,2.1484554,0,20.02793,0,4.0804768,1.3842708,0,0,3.7532732,0
69,0,1.9188306,0,3.2046492,0,0,0,0,0.37843993,6.7147775,4.2801228,0,0,0,0.6883975,0,5.8511014,0,0,14.176646,0,32.041897,8.448355,0,10.150664,0,0,0,0,0,0,8.926242,0,0,2.6251972,0,0,0,1.8573271,0,0,0,17.54499,0,12.329406,0,0,0,0,0
70,0,0,0.16711907,0.5308979,0,6.9436846,0,0.112969875,2.990585,0,0,0,0,0,0,0,0.90452474,0,0,0,0,15.78907,0,0,0,3.6758797,0,1.6676011,0.69690204,1.0437052,1.1638877,11.824662,0.69776434,0,0.09307968,0,0,0,7.477543,0,0.25006762,1.5021495,0,0,8.053233,0,0,5.760416,2.25489,0
71,1.4860551,0,0.6247351,0.8886125,0,0,0,0,0,0,0,0,0,0,0,0,0.33192804,0,0,13.632279,0.2780378,0,4.899534,0,22.65301,0,0,0,0.6601605,0,0,0,3.1949863,0,0.939258,3.5391786,0.5877469,0,0,0,4.271678,0,0,3.8921213,2.2936697,1.4632552,2.084461,7.4076643,0.9263097,0.25570735
72,0,0,0,0,0,0,0,0.5415773,0,0,0,2.1500087,0,0,7.562888,2.2947524,0,0.4736053,0,0,0,0,0,4.021125,0,0,0,0,4.509173,0,1.1135206,0,0,10.109028,0,0.6398109,0,0,0,1.093883,0.24995415,3.4806056,0,0,2.3680577,5.6424594,0,10.239408,1.4171345,0.24015626
73,0,2.0315182,1.5902803,0,1.1844044,0,0,0,0,0,0.9819817,0,0,0,0,8.299226,0.04022407,0,0,0,0,0,1.0487816,0,5.1407285,0,1.0486264,4.3578467,0.2912193,0,2.9710155,1.2850224,12.48868,3.0777826,3.0384564,2.9581852,1.931507,0.5322805,6.840249,0.47625983,1.410943,0,0,0,0,5.2579064,0,0,2.5805645,0
74,0,0,0,0,5.1236916,0,0,0,0,0,1.1731602,3.8693144,4.452153,3.8167758,0,1.6355888,0,1.9758942,0,0,5.6146116,0,0,0,0,0,4.62077,0,0,2.450529,0,0,0,17.65099,0,0.5348099,0,0,0,0,0.3767641,0,0,5.070525,0,0,5.7588377,7.041516,0,3.9980056
75,2.4019039,0,1.1981744,0,0,8.397779,3.2719176,2.184187,0,0,0,8.476431,2.074989,1.3115253,1.6843127,5.804998,0,7.4940968,6.3931327,0,3.2712033,0,0,5.01052,0,5.9185233,5.368539,0,0,3.838656,1.534104,0,0,17.240854,0,0.29129383,0,0,0,0,0,2.695113,0,0,0,12.817383,0,9.462605,0,1.9223146
76,8.240017,0,1.7195787,0,6.297626,0,0,0.67243,0,0,6.432234,4.1004353,7.239375,0,2.227249,8.553227,0,7.401381,3.8846288,0,0.29295534,0,0,17.516462,0,2.5542855,4.5397124,0,1.0336443,1.9354732,0.7058936,0,5.950218,4.4953504,0,1.0945528,0,0,0,0,0,0,0,0,0,0,2.5995727,0.13673167,0,0.077512525
77,0,1.4885224,0,0,1.0892882,0,4.439087,0,2.689925,0,0,0,0,4.5377736,0,0,1.0056357,0,0.109886914,0,0,3.9634647,0,5.199285,4.5002317,0.83360165,0,0,4.4171686,0.7319422,2.417252,0,5.790249,0,0,0,0,0,0,0,0,4.841753,0,1.8449908,0,2.9193356,1.8175272,4.6723127,0,0
78,0,0,0,0,0.12841204,2.5524414,2.0581248,0.48411044,0,0,4.0327344,13.0226,4.7968283,2.4983075,0,0.99219155,0,7.69283,2.421569,0,5.0413275,0,0,19.756517,0,12.417207,4.9603343,0,0.47693145,1.7313361,0,0,0,0,0,0,0,3.7211354,3.6954992,0,0,0,0,1.2018152,0,0,4.4818854,0,0,5.9409366
