x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.744257,0,8.680507,1.5992424,10.573161,0,2.5028036,2.1651824,0,0,0,0,4.7794676,4.6923876,6.755285,0,0,0,0,12.305977,6.399399,0,0.5994832,0.6744955,1.0404105,0.79245985,4.7875695,0,0,0.560921,0.20432848,1.0637819,0,0,0.86094356,0,7.8948164,2.2153285,0.39857385,1.0820516,0,10.524608,0,0,0,0,16.655767,0,5.0468316,0
2,1.9434793,0,2.8826575,4.008267,0,3.7630153,1.7653627,1.6334578,1.3862909,0,0,2.3886943,0,9.714297,0,9.297892,12.20328,6.130058,2.2847779,0,0,21.682934,0,0,4.606816,6.222202,1.152044,0,0.13289246,0.44502848,0,6.2863383,0,0,0,0,7.746459,6.063429,6.8567414,0,0,0,0,0,0,0,7.3280435,0,12.968161,0
3,0,0,0,0,0,0,0,0,0,0,0,4.4050555,0,15.19301,5.2536592,0,2.9262197,0,0,0,9.779175,0,4.753832,3.1243742,0,0,0,3.0661018,0,0,4.7805753,0,0,0,4.277835,11.468123,0,0,0,0,1.287489,0,2.5883763,4.268024,0,3.5894656,0,5.7786527,12.394219,0.39793015
4,0,0,0,5.9605117,0,0,0,0,1.3003851,0,10.599404,5.7683983,0,0,0,0,0,5.248913,0,0,5.3687444,0,0,0,3.9307122,2.9221344,6.11649,0,0,0.7794338,0,5.371172,0,0,0,0,0,0,3.706065,0,0,10.87987,0,0,0,1.8248038,8.996805,0,8.219593,0
5,0,0,0,0,1.17821,2.4375508,0,2.4134846,0.06450528,0,9.957147,1.6921092,0,0,0,1.0960712,2.69002,0,4.590717,6.1162753,0.5088515,18.435736,0,0.7780464,2.5822144,2.5799372,0,0,0,0,0,1.786459,3.62216,3.1573021,0,6.823689,5.050927,0.82165694,2.615515,0,0,0,0,0,0,1.9086746,2.9199805,0.856161,11.621847,0
6,0,0,0.66785175,2.9240208,6.587448,0,0,0,0,0,0,0,0.0520972,2.3175557,5.6827407,0.015541405,0,0,0,3.379948,1.3184198,10.295083,0,0,1.4043332,0,9.199372,0,0,0,0,1.870739,2.8184905,0.416399,0,0,1.589707,0.8008171,1.6884181,0,0,3.833161,0,0,0,0.9883732,6.4872384,0,2.3593943,0
7,0,0,0.8473188,3.8745942,0,3.355693,0,1.9113848,0.42436203,0.11067704,4.389703,0,1.021661,4.208454,0,1.0222684,2.5575612,0.46815622,11.114811,0,0,1.6175234,5.6988683,1.720293,2.0128996,5.318506,0,0,0,0.22726423,0,3.4460018,0,0.32476446,2.3951252,1.4071985,7.5517073,4.4644504,5.453697,0,0,0,0,0,0,4.333213,0.51315075,3.51857,2.7629483,0
8,4.0306787,0,1.4337832,0,0,5.4208174,0,1.0550202,1.1001194,0,28.331549,1.9504129,0,21.637495,0.7158327,1.6575133,0,2.2189152,0,0,4.522955,9.92812,0,1.4511831,4.790529,2.371438,14.250744,0,4.122792,1.4527359,0,4.545525,6.5958457,4.4378095,0,0,0,0,0,0.09368196,0,5.5720143,0.005950354,0,0,5.071822,7.869788,0.07181972,0,0
9,0,0,0,0.25466788,2.1215231,0,0,0.5928228,0.88761765,0,10.627276,3.9191358,0,1.5264069,0,0,4.919053,2.8021138,5.155776,0,7.8361874,0,0,0,2.9587245,1.3803298,8.68304,0,1.0938971,0.38926232,0,4.409624,3.657059,0.45242432,0,0,1.3423088,0,0.15647267,0,0,4.785371,0,0,0,0,0.6822488,2.7587297,16.934046,0
10,0.4339517,0,0.8660384,0,16.137968,0,0,0,0,1.7691288,0,0,2.863764,0,0,0,0,0,0,1.8220744,0,0,0,0,5.7529984,1.3375407,11.543747,0,3.5649667,0.4426849,0,3.981091,5.0547247,1.5510956,0,7.90102,0,0,4.4398518,0,0,2.5081024,0,0,0,1.7237319,14.581094,4.0741773,0,5.34879
11,0.43059424,0,0,0,4.227006,0,12.48958,0,0,0,0,0,2.8874962,0,0,0,0,0,0,20.382309,0,0,29.278236,0,0,0,0,8.605311,0.95524204,0.33666393,2.6804903,2.755985,0,0,3.181778,14.034253,0,0,0,1.8624883,0,0,1.3632357,0,0,0,0.8903213,0,0,0
12,0,8.504284,0,1.2662697,0,0,3.368368,0,0,0,0,0,0,0,0,0,0,0,0,13.333497,0,0,2.5241957,0,0,0,0,1.947574,0.5373921,3.314009,1.1158599,0.70353127,2.4842799,0,2.3616912,8.676255,0,0,0,0,0,0,6.0687737,0,6.837864,0,0,0,0,6.3761687
13,1.2505649,0,2.402893,0,0,1.3190576,0,0,0,0,4.512556,0,0,6.0560737,0,0,0,2.3697329,0.6984333,0,17.58098,0,1.2721057,0,0,0,0,0,0,1.9214047,2.1458,0,0,0,2.9654179,8.594606,0,0,0,0,0,0,0,0,0,0,11.324694,0,0,0
14,0,11.259841,0,0,0,0,0,0,4.777243,17.826765,0,0,0,0,0,6.332276,0,1.4356017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27322,9.769636,0,0,0,27.79004,0,0,0,0,0
15,0,8.431864,0,0,0,0,17.939974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8864083,0,0,0,0,0.8508463,0.088553734,0,0,0.022950822,0,4.5028014,0,0,0.9776342,0,0,0,0,0,0,0,3.0830095,0,0,0,0,0
16,0,10.256013,0,0,2.8671646,0,6.0551395,0,0,9.574488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4987291,0,0,0,0,0,0,0,0,7.8504915,4.978009,0,0,0,3.4289439,0,0,0,0,6.411203
17,0,2.6556373,0,0,1.8091053,1.7325026,0,0,0,8.507311,0,0,0,5.032183,4.4284415,0,3.5451715,0,0,16.226925,0,0,0,0,0,0,0,6.8000607,2.6028125,0,2.387653,0,0.50258183,0,0,0,0,0,0,11.7397785,8.492542,0,0,0,8.1907425,0,0,0,0,1.9138309
18,0,2.175676,0.5413326,0,0,0.94300866,0,5.9738708,3.4949164,11.083674,0,0,0,0,0,2.9557934,0,5.1779056,2.7719662,0,0,0,0,0,0,0,0,0,0,0,6.394224,0,0,0,0,0,0,0,0,10.920411,9.193827,0,0,0,0,0,0,0,0,0
19,10.087321,0,8.397103,6.9901876,0,0,0,0.8689077,0,0,0,0,0,0,0,0,0,0,0,0,0,17.923882,0,1.7932782,10.417687,8.749104,1.2742597,0,1.583217,0,0,5.0998573,5.8190675,7.2654576,0,0,2.223569,2.0341523,15.867797,0,0,5.863998,2.4997396,1.7048806,0,2.7097847,14.985816,0,6.4299707,0
20,3.8225665,0,10.4843445,17.480606,0,0,0,3.6400096,0.5448193,0,0,0.037935182,1.60393,16.170544,0.073741905,8.87515,14.51448,21.230833,6.2852974,0,4.922414,0.11057895,0,1.2029399,2.2216787,0.22418617,21.249537,8.583686,3.0115597,3.6724334,0,3.0956929,0,6.521378,2.54649,0,20.112083,11.2794,15.742736,0.17371051,0,16.53965,0,16.082947,0,14.281129,5.8537245,0,3.75871,0
21,0,0,0,0,0,0,2.5991235,5.2509723,0,5.0573235,13.514608,0,5.723423,0,0,0,0,3.6267738,0,0,0,0,23.891289,8.564804,0,5.5469785,0,12.892479,0,7.1958194,12.117697,0,5.6255574,4.840511,15.991018,21.277351,0,0,3.9264505,1.2676185,18.302563,21.863024,19.365377,45.487167,22.650688,17.409199,0,3.1245875,4.2498937,3.4993942
22,12.585371,0,0,6.5883236,0,0,2.0379648,0.579117,0,0,0,4.928518,1.0244008,5.0330095,7.6895647,6.285325,3.8787897,16.829588,6.2595363,8.606219,5.1261516,0,10.777869,8.80783,0.029675476,0,6.46841,4.838451,0,12.882656,11.022452,6.7714543,24.323296,34.10262,7.2449765,3.8374834,6.119107,5.1645255,8.626231,0.5712813,0,22.377028,5.8363843,24.130625,3.2679508,3.984183,0,5.1709266,0,9.430898
23,0,0,7.1801276,0.5252042,0,1.0116576,1.9177804,0,3.8157363,3.405146,8.967031,2.4160233,1.9808227,11.264625,0,3.2095044,20.196144,10.492816,0,7.598186,19.379496,1.0405602,20.454039,5.6444707,0.7736917,0,0,13.48227,0.1057159,3.377482,20.736656,0.9444009,16.30461,2.2073355,15.975799,1.3394669,1.8846941,1.6417642,8.466591,0.52432,3.868811,5.41875,4.498922,21.476685,0,10.393613,12.494572,4.8220677,0,16.04665
24,11.381844,0,0,0,0,0,0,0,0,0,13.348842,8.825252,2.12829,3.386266,3.3326342,0.7394565,8.540495,4.5297537,0,0.8576167,4.1026483,8.770362,9.252832,4.5772033,0,0,7.193882,2.817204,0.001938075,4.193169,15.5592785,0,4.5826735,0,2.873387,0.023767859,1.1279364,0,3.7106063,3.695719,0.8610146,0,7.250482,23.732122,0,0,5.4894934,10.681954,15.489929,0
25,6.592529,0,0,4.730468,6.6512904,1.0495448,0,4.550819,0,0,28.54481,7.7488694,0,0,3.8629677,4.5194893,7.511053,10.480384,3.8578308,0.25535518,2.9972892,0,0,2.7079818,4.1754937,5.3329597,0,6.5590267,0,5.051912,1.3167971,0,18.119167,14.145659,0.4370876,7.51914,15.560386,11.325317,8.6410055,0,0.6345208,0,3.9280615,7.969912,1.7031553,6.334185,10.4818945,6.653924,7.254255,7.1333857
26,0,0,2.0001006,3.4405577,0,3.5665739,0,0,2.7607138,0,0.5701359,10.530278,2.8117414,15.226932,1.6338965,0,9.452927,2.242982,0.7038145,0,14.416021,0,6.6946816,0,6.4566364,3.2459676,17.572762,1.2423911,0,4.6091914,4.8618145,3.6368997,4.5604234,3.898,7.4467244,0,1.3985697,5.4488654,1.4026296,0,0,0.13632935,4.702513,19.317682,4.588218,0,0,6.70529,7.0348372,0.08054653
27,0,1.2856009,0,0,0,0,0,0,2.3091128,0.10611505,11.075919,6.142873,0.05583225,16.87459,3.7761402,0.50990653,0.4814697,0,0,0,9.054926,0,5.504996,0,1.2189466,0.42277473,0,3.6553335,0,3.9432662,4.352536,5.6478486,3.479741,0.031406235,2.0276773,2.5579774,5.74373,4.0004625,0.6325116,1.1792039,0,0,4.6301837,10.704531,11.295472,1.7639141,0,5.475284,1.5700845,7.278144
28,0,0,0,1.5229414,0,0,0,0,0,0,4.8970494,0,1.9410137,0,2.4249172,0,0,0,0.89443916,23.182266,1.238176,13.945024,3.6170833,1.8345529,2.2424107,0,9.114476,3.2472773,0,1.240839,0,0,0,14.101515,0.44144458,0,2.0232134,0,0.08615904,0,0,0,0,0,0,0.9273203,1.8922063,6.24921,0,0
29,6.0104446,0,5.6510844,3.687387,0,0,0,0,0,0.38329726,3.8437724,7.3329363,1.5255368,17.458565,0.9017169,5.645635,0,0.9805962,4.3832026,0,0,4.461221,0,0,1.7904401,1.6561459,1.416206,1.2078934,0,0,0,0,0,1.9208267,0,3.4208071,5.8449674,0,0,0,0,0,0,0,0,0,15.362786,0,0,0
30,0,0,0,0,0,0,1.2476672,0,3.6455238,0,0.5127705,0.6272949,0,5.462458,0,0,0,2.1697347,0,0,0,21.336391,0,0,3.1000032,0.99937737,0,0,0,0,0,1.4229025,0,0,0,0,0,0,0,0,0,0,2.0026588,9.21661,8.081393,0,0,0,0,0
31,0,3.5703804,0,0,0,0,15.3822975,2.6974218,0,4.719211,0,0,0.23567806,0,1.6583582,0,0,0,0,7.8158603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.575434,0,0,0,0,0,0,0,0,0,0
32,0,13.758412,0,0,0.3609345,0,0.052180156,2.6119585,0,7.144589,0,0,0,0,0,0,0,0,0,0,0,0,5.4568048,0,0,0,0,2.0385096,0.7314792,0,0.116907656,0,0,0,0,0,0,0,0,17.011995,1.1919229,0,0,0,1.8654022,0,0,0,0,0
33,0,7.6245174,0,0,9.767487,0,19.213165,0,0,4.75432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4366207,11.666735,0,0,12.0345125,24.228931,0,0,0,0,3.2750528
34,0,10.585831,0,0,0,1.7705568,0,0,0,1.410477,0,0.26138213,1.8371263,0,0,12.514401,0,0,5.839461,0,9.107349,0,8.991574,0,0,0,0,5.5428796,0.07339819,0,2.6797092,0,0,0,0,0,0,0,0,2.9489725,6.188782,0,0,0,0,0,0,0,0,0
35,0,2.272319,0,0,13.66305,0,8.176092,0,0,8.4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.317833,0,0,0,0,0,0,0,0,1.3026487,8.1694765,0,0,16.805042,30.089647,0,0,5.9225626,0,5.4825845
36,0,0,1.7923858,0,0,0,0,0,0,3.1588876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3930035,0,0,0,0,1.7051897,0,0,0,0,0,4.852014,10.812584,29.492546,0,1.414323,6.8353477,18.750704,0,4.4411674
37,0,0,1.5861886,0,0,2.3120632,0,0,6.6136127,1.4288855,13.552025,2.821365,1.245199,14.822979,2.7673788,2.1606286,2.576071,3.426856,0.41045663,0,22.763767,0,9.763214,3.4976068,6.703471,0.82757354,0,0,0,1.060689,0.73618233,2.6020963,9.986204,3.5002508,0,11.62592,2.5209148,1.301347,3.3509371,0,0,0,0,19.101696,0,4.939367,10.672687,2.8606722,4.380959,3.5158043
38,1.1251762,0,0,0.54914826,4.307173,3.2661746,0,0,7.211212,0,22.96669,6.1688924,4.3356137,12.635526,4.4684787,0,8.222835,0.103127114,0,0,10.691342,14.736054,8.452703,0,1.491494,2.1146934,13.818551,2.623506,0,0,0,1.8713689,5.1336145,7.323689,1.852934,1.3526413,0.57275516,0,0.41710028,0,0.14522208,0,0,14.488055,0,0.21102229,7.524872,2.8508317,9.505005,0.56413263
39,0,0,0.1522874,1.7905176,0,0,0,2.6298177,5.0497856,0,3.0619962,0,0,3.9619837,1.9393156,4.188287,1.1898165,2.4740026,0.6482528,3.8869452,4.3425937,22.584375,0,1.6490344,0.29667485,4.3267746,0,0,5.79615,0,0,3.3837748,8.040556,6.0912294,0,0,0,2.0234516,1.5263971,0.065798506,0,0,0,15.909817,0.7155952,2.9285007,0,0,0,0
40,0,0,0.08140157,0,0,0.23107475,2.4875414,0,0,0,2.043486,0,5.183363,0,2.667481,0,0,0,0,24.148186,3.7679098,0,20.445736,0.4313628,2.1616385,0,7.215823,0.11826791,3.2048035,0,0,4.7064834,4.3055778,0.77681327,5.420038,11.91902,0,0.5940389,4.4200025,0,0,8.680495,5.3863435,3.7122512,0,4.8396935,0,2.0467365,8.290833,4.159038
41,1.1516244,0,0,0,0,0.6634478,0,0,0,0,6.295481,0.95241946,1.5326302,2.9250007,5.805934,0,0,0,1.8504615,7.845213,16.54946,0,11.057486,1.7279013,3.1809258,0.5595651,5.1971135,0,0,3.1281674,0,0.789669,0,0,1.7508198,5.6411324,0,0,0,0,0.61062783,2.0179615,4.020254,9.8280735,1.2853385,2.7298782,0,4.7559576,0,0
42,0,0,0,0,0,2.892088,0,0,0,0,16.465965,2.344313,2.254035,12.895913,3.0070252,0,0,1.8523502,0,0,11.358457,0,1.6330085,0.37392655,0,3.706482,8.469411,1.7727329,0,0,0,1.839937,0,0,5.2645736,11.08923,0,0,0.8274192,0.91438776,0,1.3591578,0.644482,0,0,2.253123,0,0,11.9302225,0
43,0,0,1.9493265,0.13291045,2.2287629,1.5564094,0,0,0,0,7.350482,4.084875,0,10.199739,5.629259,3.6129603,11.701155,3.202275,0,5.9536715,19.103762,4.792352,8.759146,2.2547874,2.1321082,2.0007064,0,0.05485533,0,0,0.015443165,0.12307893,0,2.269795,3.7157896,19.60041,1.1749223,2.7803454,0,0.46569481,1.8411514,2.4598436,3.4952216,21.929123,0,0,1.1724782,0,0,0
44,4.7362456,0,2.3222244,2.247094,3.5642793,0,0,0,1.3134855,0,19.568838,2.7686307,1.386981,9.957396,5.0512977,0,6.690696,0.75681144,1.3708283,0,0,2.4361658,0,0,2.3693364,5.3587604,8.068637,0,0,0,0,2.343375,1.9259492,8.709747,0,13.3668995,2.1729991,1.3626453,0.69372857,0,0,0,1.0830083,0,0,0.83041805,9.220147,0,0,0
45,1.0097957,0,0.14561825,4.6042147,0,2.9037793,0,0.098482735,0,0,0,0,1.9334503,6.5472054,0,3.4414122,8.517653,0,5.7281127,0,5.9869995,7.351343,1.2246253,3.208869,4.7367177,0.18515728,5.157554,0,0,6.370389,0,4.3066487,0,0,0,0,4.9951773,0,8.230165,0,0,4.501892,0,0,0,5.271486,0,0,9.36973,0
46,2.7112958,0,0.13865076,2.557453,3.5727339,2.681596,2.2896302,4.40611,0,0,3.350413,1.4072158,0,7.212188,1.0216948,1.8216143,0.26600012,2.4417002,0,0,1.9351089,0,1.6519448,0,0,4.902266,0,2.2498674,3.082038,1.5558058,0,0,1.8618646,0,0,0,1.0071079,1.292083,0,0,0,0,0,0,0,1.15227,6.638726,0,0,0
47,0.7245343,0,11.635154,5.0820374,0,1.4926207,0,2.5467088,0,0,0,0.5089657,0,15.188787,0,4.103419,0,0.26228026,2.8389847,0,0,0,0,0,0.10830121,1.5141939,16.182703,0,0.7737281,2.3736286,0,0.49688196,0,0,0,0,0,1.6296027,0,0,0,0,0,0,0,0,0,0,0,0
48,0,2.4016116,0,0,9.091211,0,1.609106,0,0,3.2131393,0,0,6.6299863,0,0,0,0,0,0,16.934317,0,0,19.041746,0,0,0,0,3.324772,1.806597,0,7.0334997,0,5.547646,0,0,4.1121306,0,0,0,3.4313316,6.3892493,0,4.475394,2.717639,18.684774,0,0,0,0,6.8899307
49,0,6.1631494,0.63317215,0,0,0,1.5302966,0,0,0,0,0,0.73051083,0,0,0,0,0,0,10.459978,0,0,5.937299,0,0,0,0,0.6374361,3.2720363,0,1.6414496,0,0,0,0.33022186,12.713958,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1082635
50,0,7.558645,0,0,5.6034784,0,13.943256,0,0,6.188072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1098216,0,0,0,0,0,0,0,0,8.273964,5.336319,0,0,0,1.8065791,0,0,0,0,0
51,0,0,1.127196,0.6710018,0,0,10.669943,0,0,0,0,0,0,0,0,0,0,0,0,12.078535,0,0,0,0,0,0,0,0.8612254,0,0,6.274173,0,10.483606,1.6666584,1.3610702,16.428022,0,0.029662149,2.2551203,0,0,0,0,0,0,0,1.6232009,0,0,0.48367584
52,0,0,0,1.744201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1183544,0,0,6.354049,0,0,0,0,2.5106766,0.78374803,0,2.8078542,0,0,0,2.8848665,0,2.7982538,0,2.4235299,0,2.2074568,8.65435,0.4446003,0,0,0,9.151218,0,0,0
53,0,0,0,0,5.4027066,3.3901093,0,3.1959732,2.2457123,0,0,0,0,3.8770082,0,0,0,0,3.921495,0,0,9.791906,0,0.21974754,4.5356073,1.1041918,16.106113,0,0,1.3661326,0,0.10823821,5.1195245,1.5367275,4.456863,13.881617,0,0,0,0,5.8547816,3.2055297,6.940196,17.647715,13.576286,7.0707145,0,0,0,10.105409
54,0,0,0,0,4.4771967,0,3.4237688,0,0,0,1.8120394,0,3.614604,0,0,0,0,0,0,10.2736845,23.669367,0,15.260152,0,0.30904278,1.033993,0,0,0,1.9810183,0,0,14.724325,0.6884813,3.5850759,12.142773,0,0,0,0,0,5.3140216,0,15.612321,8.736112,0,0,6.4303284,0,4.3664494
55,0.24810621,0.30478457,5.9060745,0,0,0,0,0,0,0,6.72524,1.936086,1.0695888,0,1.9646468,0,0,0,0,7.8278165,6.2103667,0,5.113233,2.0069327,7.7979712,5.207038,10.543995,1.3086867,0,0.2797945,0,2.5236638,0.5384257,0.43047714,0,4.237422,0,5.5787854,0.21008532,0,0,11.004534,0,0,0,3.121812,0.332587,1.2072835,10.100835,0
56,5.773272,0,0,5.361152,2.315164,0,0,0,2.3489761,0,21.126198,6.427779,2.3191755,3.406356,4.970731,3.39547,2.8405066,2.5430102,3.8003914,0,0,0,0,0,2.765104,6.264756,8.447222,0,1.9285262,0.65758985,0,2.6697612,0,0,0,0,3.979171,0.23108813,5.408596,0,0,0,0,0,0,0.016914858,9.436129,4.1781073,0.2112402,0
57,0,0,1.6366227,7.468602,0,2.4219208,0,0,0,0,6.890053,2.4569345,0,8.920742,3.0262876,2.6228936,3.65213,6.015296,4.423822,0,18.10855,12.144655,0,0.44314402,1.4477389,1.5612063,1.5132601,0,0.49457905,4.824353,0,4.9886384,0,7.72519,0,0,10.590675,3.9482918,5.412077,0,0,0.8322769,1.0269387,0,0,0,0,0,4.821173,0
58,0,11.4203825,0,0.19869007,9.280755,0,0,0.38942662,1.1711582,2.7767243,0,3.2114377,0.12176309,0,1.5999651,0.6394626,9.116902,0,1.098336,0,0.102280885,8.153494,0,1.062033,2.0074399,0.18987557,5.707296,0,1.601685,0.9905052,0,3.5047224,0.203788,6.2384734,0,0,4.0738845,0,1.7114025,0,0,1.7934158,1.4197661,15.573805,20.406172,0,0,0,0,6.953067
59,0,5.5043426,4.323962,0,0,0,0,0.90584856,0,0,16.664211,1.2190119,2.0554428,16.674694,4.100141,1.8169861,6.614059,9.479536,0.8858223,0,0,0,0.19512406,0.8392371,0,0,1.5962846,0,3.0007777,0.6583784,0,0.36908394,8.330417,0,0,5.7485914,0,0,0,0,0,0,1.6097618,15.259389,14.235684,0,0,0,0,6.5728846
60,0,0,0,0,2.7100809,0.88883233,0,0,0,0,10.155228,3.7452416,0.23879123,11.917723,1.704162,0,0,0,6.788774,0,0,0,10.463771,1.7788785,0,0,0,5.103159,0,0,2.0048249,0,0,0,0,0,0,0,0,0,0,1.6299194,0.80259866,0,0,0,0,0,0,2.2361665
61,0,0,0,0,0,0,0,0.24148613,3.2843368,0,8.848618,0.82541806,0.6183374,2.4544923,0,3.859793,8.947005,4.0320487,0,0,14.389657,0,0,0,2.274914,3.9229343,0,0,0,1.1322495,0,5.516613,6.1508794,0,0.92169005,6.4583817,4.110079,0,0.88182586,0,0,0,0,0,0,0,0,3.5398674,0.037597645,2.4987698
62,6.3845444,0,7.8484135,8.840792,0,0.62007266,0,0.54723316,0,0,0,0,0,0,0,2.2959378,0,0.7304222,4.1622877,0,0,12.812856,0,0,8.019981,9.239147,0,0,0.63648915,0,0,3.8012278,0,12.7933445,0,0,10.344975,3.0020633,7.620774,0,0,0,0,0,0,0.5117242,13.653367,0,12.437073,0
63,3.0174828,0,0,0,0,4.923266,0,1.2929136,0.8602412,0,0,0.7957597,0,0,0,7.007247,11.445182,8.422113,2.6676319,0,0,6.1087365,0,0,1.7576799,4.658105,0,0,0,1.4911728,0,0,0,0,0,0,0,0,0,0.64650023,0,0,0,0,0,1.3339757,14.996889,0,0.16271065,0
64,0,0,9.4503565,0,0.5447066,0,0,0,0,0,25.534369,0,1.3302133,0,5.60072,0,0,0.81641465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8984667,5.3929043,0,2.0203674
65,2.1630325,0,0,0,0,0,11.831472,0,0,7.4607573,0,0,0,0,0,0,0,0,0,19.663898,0,0,0,0,0,0,0,0,0,0,6.9701633,0,0,0,0,1.3169538,0,0,0,12.686466,11.210993,0,7.00331,20.611826,0,0,0,0,6.775957,0
66,0,10.051878,0,0,5.265654,0,6.384089,0,0,5.546912,1.3758831,4.358552,3.0318315,5.4748034,0,0,0,0,0,17.328108,0,0,0,0,0,0,0,4.177549,0,0,0.6820381,0,1.5889145,0,0,0,0,0,0,3.328154,8.369157,0,0,0,16.618544,0,0,0,0,5.446758
67,0,5.3921986,0,0,0,0,6.7560177,0,0,0,0,0,0,0,0,0,0,0,0,0.11100814,0,0,0.2951225,0,0,0,0,0,0,0,4.052887,0,1.976255,0,0,12.154708,0,0,0,0,11.94535,0,8.341167,10.554256,22.473913,0,0,0,0,7.1188846
68,0,0,0,0,0,8.253453,0,3.36683,0,0.71198,0,0,1.4592644,0,0,17.854229,4.803066,3.94553,7.8604174,0,0,32.303196,0,3.1228757,9.203833,3.5208883,0,0,0.87616813,4.0441895,1.1198713,0,17.84936,8.626452,7.3317943,9.422192,0,0,0,0,0.18599537,7.7362523,0,12.375654,18.909792,4.256761,0.9212495,0,0,2.9349132
69,0,0.9884298,0,0,5.539346,10.554901,0,8.593567,6.1075606,0,0,0,0,0,0,1.5767196,1.3501211,5.960684,0,0,0,3.2790508,0,1.4361782,4.589617,2.4133654,7.1964426,2.947924,0.53505826,0.3080091,2.1632762,0,1.2528712,0,3.9639392,12.142502,0,0,0,0,5.63337,0,3.5305212,6.8278127,9.462287,0.27769306,0,1.0401989,0,4.0426073
70,6.6807685,0,0.20841767,0.67266035,2.3323858,0,0,0,0,0,0,0,2.2457972,0,6.0689807,0,0,0,0,15.236417,18.473621,0,19.080496,0,0,0,0,4.0062675,1.2663674,0,1.7351304,0,16.167591,0.6017042,1.4178646,0,0,0,0,0,0,11.521781,7.824616,10.186483,0,4.336047,1.6734496,3.2086406,5.2501726,0
71,1.1874619,0,3.9875476,11.241258,4.9879723,0,0,0,0,0,15.325899,2.1656752,0,8.974601,1.4349896,2.0753136,4.676522,5.404854,6.5975604,0,0,0,10.440626,1.4101733,1.0473398,5.7299047,0,0,0.66491354,0,0,1.7620156,0.3326938,0,0,0,7.8405185,3.2655632,4.168506,0,0,0,0,0,0,0,4.5722065,0,3.0980878,0
72,2.5955215,0,0,0,0,2.6662152,0,0,1.0606053,0,2.3280528,5.902615,0.31748858,25.10954,3.5238256,3.6284485,9.865163,3.3349047,1.564846,0,0,6.6132975,0,3.342066,5.830783,3.016265,4.7095394,0,0,6.8611827,0,6.147453,0,8.667303,0,0,6.0685887,1.0438671,4.4568467,0,0,0,0,0,0,1.3038887,1.8728222,0.6371444,0,0
73,6.879556,0,2.1992557,4.830181,1.4278115,2.4844275,0,0,0,0,4.423317,0.30603707,1.3546226,0,0,6.038528,2.8298402,2.2456696,5.904385,0,3.1696157,8.054575,0,0,0.36001053,1.767279,0,0,1.5203153,4.220777,0,2.0104103,0,9.1302595,0.55183214,0,4.2872624,5.7856097,10.539957,0,0,0,0,0,0,0,4.6929665,0,8.150604,0
74,0,0,0.3494041,0.5885238,4.3322206,0,0,2.4046757,4.2924256,0,5.14389,0,0,2.7456684,0,0,0,0.860886,4.515823,0,0.57875055,0,0,0,1.3930489,9.955982,11.918997,0,0,1.0818256,0,7.747905,0,2.5266716,2.8663707,3.2258568,3.3585236,1.6039368,0,0,0,2.2362413,0,0,0,0,0,2.4867723,2.7797549,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.388307,18.133854,0,20.62586,4.842786,0,1.2268951,22.762533,0,2.495994,2.082873,1.3325095,0,0.18907218,6.6136737,3.2294874,24.606249,0,0,1.0214568,0,0,11.4402075,4.0730844,10.044559,3.2132847,7.8483834,0,0.3177883,4.530095,0
76,0,0,2.4492257,3.6133084,2.6161022,0,0,2.3377855,0,0,2.0902612,4.249478,0,3.6207695,3.988975,1.509929,3.4054127,4.922198,4.7341356,0,0,0.6022906,0,0.27291077,5.340808,0.8901693,0,0,1.0385001,5.0328627,0,3.9252827,0,0,0,0,4.4395986,1.2248876,0.9223028,0,0,1.3032365,0,0,0,2.483877,0.20341882,2.616937,1.0304707,0
