x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035
269,0,4.1228037,0,0,0,0,0,0,1.5716056,0,0,3.7384205,0,0,3.4944239,0,7.532073,0.1645802,1.511513,0.6018944,0.77901036,7.337248,3.8630464,0,0,0.36700848,0,2.1107056,1.0987725,1.3789424,0.41099852,0,0,2.5464125,1.3626053,0
270,2.2656415,4.485197,0.7491594,0,0.82873875,0,0,0,0,0,0,3.6721652,1.3787235,0,5.296314,0,0,0,0.8880486,0.19733784,1.6028869,2.967984,0,0,0.007488948,1.987101,1.4833214,0,0,0,1.2407827,0,0,0.1056304,0,1.4126873
271,0,0,0,0,0,0.59264654,0,0,0,0,1.4240891,4.614927,1.1174834,0,0,8.323932,0,0,0,0,0,0,0,0,2.0160608,1.0939177,0,0,0,0,0,0,1.8099512,0,0,0
272,0,1.3314381,0.7204823,0,0,0.26901436,2.8179047,2.6758645,0.45395648,0.6148064,2.157036,0,1.7117157,0.9383653,0.46087262,0,0,0.6220433,0.24639365,0.08352767,0.469908,2.134876,0.04067437,2.4830134,0.020324359,0.19182967,0.39048344,0.35390365,0.42555553,0,0,0,0.61666,0.3965951,2.9173896,1.8515725
273,0,3.5115666,1.2420082,0,1.6469961,0,0,0,0,0.39481136,0,0,0.013572312,4.5378795,2.8668392,0,2.7466726,0.55361706,0,0.089341395,1.4883277,7.6230574,0,0,0,0,1.0213811,0,2.1281223,1.5363951,1.897531,0,0,0.41843382,0,0
274,0,0,0,0,0.94280785,0.5999703,0,0,0,0,5.3842354,0,1.751962,0,0,1.4820493,0,0,2.4290764,0,0,0,0,3.2008288,0.44078746,2.7786229,0,1.5230565,1.2585582,0,0,0,1.6829786,0.5922042,0,0
275,0,3.6264074,0,0,0,0.16287056,0,0.58980227,0,2.4732997,0,3.384833,0.14870684,0,0,0,0,0,0,0,0,1.757808,0,0,0.036931958,0,0,0.382432,1.5030482,0,0,0,0,2.4774897,0,0.023118794
276,0.96274304,0,1.713627,0,10.113745,0,0,0,1.2084228,0,0.63272965,1.0076388,1.4454317,0,0,0,0,0,0,0,0,0,0,0,1.7505927,0.23951143,1.0978576,0,0.60700166,0,0,0,1.2059544,0,0,0
277,0,4.348602,0.7745979,0,6.318652,1.3494196,0,0,0,0,3.812516,0,0.43038884,0,0,9.967645,0,1.4415904,0.35508046,0,0,0,0,0.6377289,0,0.112437755,0,0,3.1411152,1.1186945,0,8.270563,1.447173,1.2771934,0,0.7116281
278,0,0,0.64911044,1.400815,0,0,3.689597,0,0,1.2956276,0.120326236,0,2.265274,0,0,1.4786041,0,1.205435,0,1.7473946,0,0,6.133223,0,0,0,0,0.0957735,0,0,2.0885115,0,0,0,3.1702297,0
279,1.0618638,0.76750565,0.19413824,0,0,0.19883564,1.1166431,0,1.7745352,0,0,1.8040909,0,0,0.37932047,0.41998702,2.0242953,0,0,1.4181527,0.02642587,0,6.1970077,2.8012311,0,0,0,0,0.19652282,0.84226763,0,2.2232409,0,0.53340405,0,0.8286377
280,0.93468726,0,0,2.4763646,0,0,1.9970126,0,0,0,4.61205,0,1.5674906,1.8923521,5.2790275,0,2.7805126,0,0.32004762,0,1.5531528,0,0,4.7033606,0.016216751,0,0,0.13772376,1.4842801,0,0,2.5271966,0,0.35656378,1.4827652,0.26373112
281,0,0,0,0,0,0.49741662,0,1.7988745,0,0,0,3.9948952,0,0,0.25432354,0,0,0.44120154,0.493312,0.582231,0,0,3.4522114,0,0,0.8656409,0,0,0,0,0,0,0.378666,0.39471933,0,0.116061196
282,0,0,0,0,4.2833586,0.46436143,0,0,0.4860472,0.9750764,0,1.0114489,0.47485352,0,0,8.322921,0,0,0,0,0,0,0,0,0,3.323058,0,0,0,0,0,0,0.45870125,1.1278719,0,1.7054635
283,0,0,0.27510104,4.0612674,10.417863,0,0,0,0,0,1.1898912,0,2.7144191,0,7.79979,0,0,0,1.0863101,1.0069859,0,3.796007,0,0,0,0,0,0.14673004,0,0.13102378,2.777315,3.9635959,0,0,0,1.1498955
284,0,4.3537374,0,0,0,0.851386,0,0,0,0,1.6187195,0,0,0,0,0,0,0,0.030921884,0.4969708,1.227318,0,0,0,2.021782,0,0,0.5953991,0.6922432,0,0.25828686,0,0.6335327,0.33259827,0,0
285,3.6006339,0,0,0,6.815585,0.6850562,0,0,0,0.052603737,0,6.6397996,1.8269634,0.2723951,0,0,0,0,0.3123287,0,0,0,0,0,2.47301,2.4924781,1.9674298,0,1.116476,0,0,0,4.37308,1.4424239,0,0
286,0,0,0.5948281,0,0,0,2.9151416,3.1193779,0,0.39313915,0,0.4216246,0.5773805,0,0,0,2.3751705,0,0.26257733,2.7510617,0.119353846,0,3.1590965,1.5968368,0,0.82634413,0,0,0.4044161,2.7589033,0,0.4947551,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9765706,14.58312,0,0,0.5029325,0,0,0,0,0,0,0,1.7162746,0,3.1369767,1.2682921,0,1.1168197,0,1.573305,0,0,0
288,0,0,0,0,0,0.2548195,0.35107115,2.8121505,0,0,0.6734857,0,1.2139437,4.8147035,0,0,0,0.70524466,0,0.48453787,0.17561074,1.751717,3.296311,2.9264774,0,0,0,1.0276296,0,0,0,4.8345795,3.2110279,0.25581333,2.970732,0
289,0.015315819,0,0.3743704,0.9753716,0.8129949,0,0,2.0364208,0,0,0,2.4778004,1.9357673,0,0,0,0.6417277,0,1.544271,0,1.8486454,0,0,0,0.8011896,0,0,0.027717294,0,2.5726082,0,0,0,0,0.20177971,0
290,0,1.0043305,0.8270693,0,0,0.84221196,0.88994503,0.3912825,1.8290364,0,0,3.831194,2.4085708,7.2277412,0,0.018228134,0.08180475,0.7944432,0,2.485928,0,0,3.1526325,0.4999284,0,1.5119541,0,0.06472873,0,0,0,1.7638857,5.2635465,0,0,2.6420538
291,0,0.9747459,0,0.99412954,0.06859108,0.22949727,2.9247103,1.617946,0,0.21470304,0.3951389,5.1680026,0,0,2.8148954,0,0,0.95178556,1.0196584,0,1.2630938,0.18188576,6.211694,0,0,0,0.51927847,0.70121884,0.31465,3.12862,0,0,0,1.0410959,0,0
292,0,0,0.9156298,5.6843133,2.529742,0,3.8829067,0,0.32132643,0,1.5773318,2.0845962,0,1.3734262,0,0,4.259468,0,0,1.2654583,0.31471577,4.588079,0,6.91272,0,0,1.0708525,3.116583,0.24457522,0,1.6192162,2.3349454,0,0.56251144,0,0.19167171
293,1.2115532,0,0,0,0,0.8062047,0.27951583,0.84448206,0.34669453,2.3852944,0.71230423,0,2.8516934,0.997895,0,0,1.4534292,0,0.35185885,0.9781463,0,0,0,0,0,0,0.41394,0,1.6743796,0,0,0,0,0,0.046056107,0
294,0,0,0,0,19.723045,0,0,0,1.8344243,0,6.4948425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39593256,2.6709316,1.7478619,0,0,0,0,0,3.0232103,0,0,4.937736
295,0,0.35268807,0,0,0,0,0,0,0,0,0.5088662,0,0,0,0,7.8212285,6.7336655,0.8911424,0.43994617,0,0,2.367194,0,0,0,0,0,2.2378025,0,0,0,0,0,1.8407676,0.1187896,0.94850653
296,0,0,0,0,0,0.25133464,0,0,0,0.0838175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4582803,0,0,0,0,0,2.7905715,0,0,0
297,7.654603,0,0,3.9737504,0,0.16225185,0,0,0.36068174,0.32452786,0,0,0,0,11.600356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3177829,0,0,1.2182935,0
298,0,0,4.3740478,0,0.1856087,0,0,11.734956,14.887095,0,0,0,0,0,2.6214795,0,0,0,0,0,0,9.571887,9.227451,4.0372744,0,1.1803563,0,0,1.7250838,0,0,0,0.5945572,0.59039754,0,0
299,0,0,0,0,0,0,0.83855623,0,1.3692614,0,0,0,0,0,0,0,2.2071087,0.664448,0,0.8057099,0,0,0,0,0,0,0,0,0.19058499,0,1.7509835,0,0,0,0.48821703,0
300,0,0,0,0.113348834,4.519747,0.18698128,0,0,6.869294,0,0,0,0,0,0,11.3575535,0,0,0.06213365,0,0,0,6.892779,5.468431,2.873222,1.6328428,3.1282437,0,1.0948781,0,0,0.00534387,1.3543582,0,0,0.013735675
301,0,0,1.224508,0.19250895,0,0,3.24987,0,0,0,0.43139645,8.938389,1.8947825,0,0,11.146404,0,0,0.49250993,0.3377636,0,0,0,0.7473059,0.45048112,0,0,0,0.48208576,0.842561,1.3696542,11.966939,0,0,0,0
302,0,0,0,1.5120052,0,0.5877295,1.8604014,1.6047195,0,0.6141308,3.8685694,5.313972,0,0.60052013,0,22.094496,8.55577,0.38655424,1.6308682,0.3405908,1.2733959,0,0,2.8357196,2.2968292,1.9902318,0,0,0.09818026,0,0.87872505,0,0.35748935,0.7995661,2.0227344,0.20945556
303,0.9505517,4.6112022,1.2705162,0,2.805807,0,0.5176034,0.23201562,0.27968022,0.6839735,0.9524728,3.1573057,2.1208525,18.000847,0,3.323793,0.05126345,3.4847767,0,0,0.6254929,0.21526355,4.1305275,0,0,1.5640761,0.20287678,2.3134637,2.619199,0.86274135,0.65106845,0,0,0.17937686,0,0
304,0.6847481,0,0.32628638,1.0335478,6.218818,0,0,0,0,0,3.4166336,0,0.14078058,7.6177588,0,0,0,0.97632664,0,2.9806802,1.2285137,0,0,0,0,1.146022,0,0,0.66946614,0,0.22484806,0,1.8475,3.8186755,0,0.8086407
305,0,3.6778655,0,0,0,0.027254034,0.99730086,0.100822,0,2.9984581,0.259876,1.154689,0.3732279,0,0,0,0.09090747,0,1.7268769,1.1940632,1.181041,1.1399018,5.9301753,4.8897505,0,0.6087266,0,0,0,0,0,0,1.6044891,0,0,0
306,1.0789297,0,0.8671293,2.5124006,0,0.180533,4.5586357,5.486719,0,1.8240947,0,0,0.8992452,2.5474963,6.3434296,0,0,0,0.10559514,0,0,0.72402686,0,0,0.3928143,0.12890689,0,0.5453875,0,4.3567295,1.2838244,0.98774004,0,0,1.2303858,0
307,0,0,0.49572426,1.155161,0,0,0.865453,0,3.4310505,0,0.4298817,5.486299,3.0549326,0,0,0,1.0709778,0,1.9240489,1.6233199,0.57281315,0,0,0,0,0.76751286,0,0.9186584,0,2.9100075,0,0.42916182,0,3.6339715,0.7319332,0.7484901
308,1.2425886,0,0.6435956,0,3.3543382,0,1.1274807,1.9590805,0,0.95071095,0,0.850916,0,0,0,0,2.288116,0.67659533,0.60269755,3.168219,0.839294,4.4395685,3.0950644,0,0,0,0.055413283,0,0,3.105915,1.2970226,0.87334824,0,1.1736348,1.2052523,0
309,1.7670783,1.6548774,0,1.2446598,1.5425873,0,0.10939402,1.5978926,0.07500719,0,0,5.2203007,0,0,1.7133523,0,9.705594,0.5292922,0,1.722992,3.1059408,1.6063898,0,0,0,0.7060044,4.031696,0,0,0,0.65629876,1.5499095,0,0,3.156169,0
310,2.805033,1.651587,0,3.5923417,0,0.2661951,0.5968846,0,0,0,0,4.3005614,0,0,10.075823,0,0,0.38909402,0,1.904937,0,14.31332,0,0,0.6804951,0.5355141,0,0,0,0,2.4877923,1.8434156,0,4.142102,0.6631143,0.42614007
311,2.0368774,1.3459321,0,0,0,0,4.398202,0,0.7541467,1.4056388,0,1.1366628,1.9106601,0,1.906452,0,2.2192917,0,0.3159425,1.4424943,0,0,0,7.0720134,0.64963406,0.95476985,0,0.9300142,0,2.1562362,1.5851935,0,0,0.54347706,1.6283706,0
312,0,4.4901547,1.053892,0,0,0.6875402,2.182192,0,3.4088426,1.1179585,0,5.4334273,0,5.025255,0,0,0,0,1.4029619,0.86948615,1.3591449,0,3.3055465,0,0,0,0,0,0.07354263,4.1517777,0.09918168,4.4637003,0,0,1.343728,0
313,0,0,0,0,0,0,1.3303921,1.834875,0.25799283,0,0.12191088,2.0361168,0,0,1.5597215,0,0,0,0.057240963,4.984897,0,8.207546,3.8932135,4.1159306,0,0,0,0.13111582,0,3.5225883,0,0,0,1.274512,0,2.2288232
314,1.4534736,0.9152145,2.1500928,0,0,0,0,5.6917696,2.4886763,0,0,7.4819264,0.35941216,0,0,0,9.860844,0,0.9234118,1.0690087,0,3.1264336,7.568719,0,0,0,0,0.06981037,2.1639318,1.1431625,0.7964515,0,0.021420304,1.8603742,0,0
315,1.6114675,0.47109842,2.8011024,0.91928744,0,0,1.2736831,0,0,0,0,0.7418428,2.3721378,3.0174522,6.757096,0,8.9006,0,1.3780862,0.11201434,0,3.156013,1.7541044,0,0,0.48402894,2.8705356,0.5611897,0,2.3419428,0,4.431839,0.9099064,0,0.6544877,0
316,0,3.052526,0,0.8948545,1.9230483,0.7914337,0.37047446,0,0.2387565,0.6736454,0,3.1022434,0,0,8.618007,0,0,0.290013,0,3.0782194,1.5350022,5.314919,5.3815994,6.8352,0,0,1.6859697,0,0,1.3412906,0.5100767,6.194145,0,0,0.1488164,0
317,0,0,1.9577695,3.5297506,0,0,0,0,0,0,0,0,0.897812,0,0.026388565,2.197833,0,1.066875,0,1.2074273,0,0,0,0,0,0.003953244,0,3.0557673,0,1.2365646,0.25650966,0.31043455,0,0,0,0
318,0,0,0,0,16.925905,0.67550087,0,0,0,0,0,0,0,2.2485957,0,7.988536,0,0,0,0,0,0,0,0,1.1269995,1.1386564,0,0,0,0,0,0,2.8802023,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0.008750735,0,0,0,0.055653922,0,0,0.80889404,0,0,1.0531492,4.143708,4.517596,0.48828816,0.521777,0,2.452743,0,0,0,0.6971055,0,0.07925459,0,0,3.6330569
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8221824,0,0,0,0,0.93975025,0,0,0,0.044065937,0,2.9170282,0,0,0,0,0,0,0,0,0
321,0,0,1.3737587,0,0,0.5587784,0,0,0,0,3.213542,0,0,0,1.9625928,12.056014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5089438,0,0,4.320539
322,3.900711,0,4.6748033,3.289068,0.68713117,0,0,6.1417017,0,0,0,0,1.0220985,8.53393,0,0,19.548965,0,0,5.224176,0,19.020737,16.45334,0,0,0,0,0,0,0,0,0,0,0,2.3064353,0
323,0,0,0.37253925,0,1.7987714,0.09018508,0,0,2.9761283,3.2209847,0,0,0,0,0,0,8.642925,0,0,0,0,3.7365134,0.56565857,0,0,0,0,0,0,0.66846573,0.28948218,9.430502,0,0,0,0.7616353
324,0,0,2.093245,0,14.526013,0,2.7896273,0,0,0,0,10.246794,0,4.717948,0,0,0,0,0,5.7035055,0,11.436415,6.0570207,4.4801226,0,0,2.6120849,0,0,0,0,0,5.3380976,1.23873,2.198586,0
325,0,3.603158,0.22118723,4.816705,0,0,1.2058449,0,0,6.437704,9.178241,62.683594,1.6018294,0,0,7.661931,0,0,1.5028212,2.3019376,0.29465947,2.0329103,0,0.8582264,6.4726276,0,0,0,0,0.70436394,7.779662,0,0,0,0,0
326,0,3.1635,2.715152,0,0,0,1.763797,0.4244341,4.934955,2.3990982,30.489056,5.761547,0,24.012627,0,17.99691,7.943276,0,14.048679,0,5.053077,0,0,4.405722,15.717393,1.3491793,3.9219894,0,23.084955,0,13.876436,0.3711132,1.4066199,3.8586493,5.9974146,7.039103
327,0.36485985,12.5355015,6.3463097,5.446699,0,0,10.070744,2.7798648,0,5.121356,0.10939265,28.72905,0,35.142544,0,14.464526,7.6126657,0.27209622,11.248074,18.815477,7.992516,12.69221,39.00995,28.835918,18.3404,0,5.836548,4.8137994,23.075935,0,12.022902,0,0,3.3100543,1.7783018,0.46276566
328,2.5591896,3.9303815,3.510018,0,4.9394526,0,3.8288536,0,4.1914954,2.8731961,0.5701747,9.42683,0.06794101,4.32768,0,11.903394,20.707403,6.006175,6.572611,12.423561,7.459074,1.9708719,32.586044,26.123455,8.663725,0,6.5496836,3.065843,4.1720476,2.664029,2.442254,6.90021,0,4.9428782,2.9758651,0.4218843
329,0.8470107,5.738353,0,4.13528,0,0,7.432059,8.369369,0,4.9472203,0.5367506,0,1.9906967,6.7480097,0,0,16.9813,3.3503711,1.5914528,11.384364,2.674984,1.7948178,15.862706,20.631948,3.242195,0,1.4271579,0,0,1.9583844,0,1.7010113,7.3085938,2.1058652,2.2251515,0.18370336
330,3.111278,5.7290072,2.7919302,0.29826558,0,0,0,1.7168818,0,1.0504739,0,0.9973815,0.46184707,0,0,0,16.636642,2.586745,0.3368717,7.3552966,4.519943,2.9773636,6.882226,13.302968,0.13459297,0,0.46129644,0.10399807,0,4.015061,0,12.823458,2.9463768,2.8458455,0,0
331,1.5979815,1.3760484,0,0.6787655,0,0.2504862,0,1.0803591,0,0,1.5916818,0,0,0,0,0.9450121,0,1.0124964,0,1.6502786,0,0,7.4167843,8.661733,0,0,0,0.065685846,0,2.0935998,0,0,0,3.1213772,0,0
332,0.84567237,0,0.20954627,6.921867,0,0.02887909,0,0,0,0,3.711844,0,0,0,0,3.1553612,0,0,0,0,0,9.017331,0,1.820591,0,0,0,0,0,0,0,0,0,1.2152076,1.2423829,0
333,0,1.705817,7.100429,0.27915186,16.221571,0.44241273,7.1045284,4.50521,0,0,3.1780987,0,0.050237205,0,9.4033575,0,13.501054,0,0,3.8669174,0,0,11.043269,3.6902678,0,0,0,0.33256683,0.4461214,0,0,0,0,0,0,0
334,0,1.5983049,0,1.0170047,0,0,0,5.538277,0,3.7695045,0,1.3304281,0,0.6084714,0,0,2.6104975,1.5488635,0,3.7661624,0.8145229,17.259415,0,8.171272,0,0,0,0,0,5.9238806,0.4326138,0,0,0,0.9647691,0
335,0,0,0,0,3.8223517,0.80703276,3.7079334,2.8090484,2.7382922,0,0,3.9703248,0,3.1260548,0,0,2.1842895,0,1.0292976,2.6380467,0.611926,0,5.256279,0,0,0,0.4875257,1.1952329,0,0,0,1.506886,0,1.7674605,0.7254619,0
336,4.7960787,6.0138125,0,1.5521016,0,0,0.38206792,0,0.35722414,0.67921925,0,4.6335106,2.852821,3.0239077,5.0701113,0,10.430674,0.88911057,1.5418444,1.1766485,0.43615314,5.9943905,2.7229617,2.3939996,0,2.166978,0,0.62098104,0,3.857339,0,4.227931,0,0.73510367,0.10157685,0
337,1.1665295,0,0,3.3938055,0,0.57686764,3.1275618,2.1964147,0.5303586,0,0,0,0,3.9682205,3.1852884,0,2.0402298,0,0.7738878,0.21937056,0,0,3.0490828,2.568468,0.84493375,0,0,3.1005,0,2.4982648,1.1778558,0,0,2.6451678,0.04461589,0
338,3.0406501,0,0,0.024984255,0,0.45027885,0,3.2709067,0.29629868,0,0,0.03438547,0,0.19602981,2.9080842,0,7.428347,0,0,2.614916,0,6.1580663,10.664153,1.883403,0,0,0,0,1.1591383,0.12155881,0.88173425,0,0,0,0,0
339,1.3507808,0,0,1.8387282,8.568824,0.10834076,3.579298,0,1.4958923,1.2980882,0,2.7742193,1.149358,0,0,0,0,0,0,1.5349919,0,9.491262,4.411648,2.5144794,0,0.19032095,0.35554868,0,0.00508398,1.3344078,2.5445426,2.276974,0,0,1.1902725,0
340,0,0,0.80996364,1.9394194,0.2179625,0,0.7124279,1.2981471,1.3987343,0.16244094,0,5.885096,0.7087101,0,6.210162,0,0,0,1.1673414,2.897484,2.0680785,7.234671,9.132301,0,0.6245615,0,0.3946028,0.13841571,1.7774315,0.24805531,0.008142179,2.5619128,0.44507205,1.2160919,1.6981164,0
341,1.7509373,0.006175916,0,0,0,0,0,0,4.243731,0,0,0,0.9117028,5.4178867,0,0,1.3971375,0,0,1.4363756,2.566618,0,0,0,0,2.0332417,2.2825782,0.5773913,2.0215507,0.6054852,1.5918894,8.209001,0.052618295,0,0,1.4698688
342,2.2953982,0,0,0,0,0,0,0,0,0,6.0167847,0,0,0,0,0,0,0,1.6124932,0,0.9041907,0,0,0,0,0,0,1.6098107,0,0,1.0750707,0,1.9800929,0.39232364,1.7399511,0
343,2.0362525,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484968,13.217312,0,0,0,0,0,0,0,0,0.19247003,2.4415774,0,0,0,0,0,0.76125777,0,0,1.5293417,0
344,0,0,2.1990123,2.4878201,4.1187453,0,0.106064305,0,0.06779562,0,0,3.203821,0.9982711,0,0,0,0,1.31592,1.3496372,0,0,0,0,0,2.6846588,0,0,0,1.6522077,0,0,0,0,1.9246372,0,0.7467551
345,10.210655,1.3744239,0.3790177,2.1546323,0,0,0.34266496,0,0,1.1432242,0.03947687,1.8704649,2.3727257,2.257798,2.7572443,0.086727105,0,0.05353455,1.2855052,0.31670737,0,11.120648,1.0008489,8.890924,0,0,0,1.4093423,0.34090036,1.4377834,0.3939457,0,0,0.26083738,0,1.9714807
346,0,0,0,0,0,0,0,1.6836392,0,0,0,0,0.19692953,0,8.938753,1.3973676,1.3763374,0,2.3784795,0,2.2873936,0,0,0,0,0,1.266505,0,1.1069711,0,0.42098936,2.1163135,0,0.040504754,0,0
347,0,0.005506737,1.7335237,0.725387,0,0.006677185,0,0,0,2.1133275,0,4.5441346,1.4294987,5.6020575,0.7914964,0,6.095781,0,0.654114,1.0253774,0.14053752,2.2111442,0,2.6619754,0,0,0,0,0,0.14635952,0,0,0,0,0,0
348,0,2.117951,0.70918477,2.291802,0,0.508198,0,1.8354878,0,0,0,6.3499064,0,1.862516,4.5039024,0,0,1.2038447,0,0,0.6162583,2.0659573,0,1.2558013,0.1662367,0.1914014,0,0,0,0.649357,1.060473,0,0,2.5273519,0,0
349,0,1.0128423,1.1341883,1.6069281,0,0,1.3782092,0,0,0.622848,0,0,0,0,0.89774,0,8.103374,0,0.6713131,0,0,0,4.058334,0,2.2788942,2.1494622,0,1.1199896,0,0,0,2.6366396,0,0,0,1.2943954
350,0,0,0.45476398,0,8.557554,0,0,2.0160627,1.4271007,1.4309002,0,0,0,0,3.5969548,0,12.856263,0,0.7266071,1.7465852,1.7612647,7.3053546,0,3.477616,0,1.3075467,3.0440347,1.5845046,0,0,0,0,0.758199,0,0,0
351,0,0,0,0.7461259,0,0,1.018719,0,0.8349793,0,0,0,1.7064831,2.9445438,0.9951762,0,0,0.97129095,0.9865842,0.6553643,0,0,0,0,0,0,0.7784363,0,2.0134199,0.821111,0,0.5059275,0,0,1.0965431,1.9743865
352,0,0.09133922,0,0,6.3328576,0.6104224,0.087341495,0,0,0,0,0,0,0,4.728864,7.9799123,0,0,0,0.50873494,0,7.1824346,0,0,0,0,0,0.9120959,0,1.2109032,0,3.0348537,2.5006871,0,0,0
353,0,0,1.2337074,0,0,0,1.7013048,0.72945774,0,0,0.542012,4.0456905,1.9039434,0,0,0,0,0,0.8917774,0.67687196,0.8758268,0,3.091455,0.11557194,0.5680944,0.4104621,0.6497619,0,2.1047661,0.8167989,0.4400281,0,0,0,0.685513,0
354,0,0,0,0,2.4561203,0.7714656,0,0.1835215,0.76102,0,0.11196828,0.67016697,0,0,0,0.7157439,2.0295687,0,0.093088,0,0,3.8268046,0,0,0,0,0,0,0.5089627,0,0,0,1.5375425,0,0,0
355,0,0.8877251,0,0,8.911599,0,0,2.4645545,0,0.18812443,0.28731817,0,0.9592086,4.1142287,2.1969063,0,1.4304202,3.6911147,0,0,1.3870534,0,1.8412342,2.0334866,0,0.46980825,0,1.2394754,0,0,0,0,0,1.5820876,0,0
356,0.08406069,0,0.2841286,0,0,0,1.4101043,0,0,0,0,0.012040876,0.43630394,1.4828172,0,0,0,1.1139325,1.578425,0,0,2.4208157,0.06755051,0,1.8086996,0,0.32305714,0.38303217,1.1394057,0.1839794,0.117469385,0,2.1304023,0,1.2007681,0
357,0,0,0,0,0,0,0,1.2220707,0.8473481,0,2.2830713,3.744827,0.13448781,0,4.1513424,0,0,2.5653758,1.4987341,0,0,0.10805014,0,5.081793,0.10623072,2.6112149,0.82595116,0,4.2423124,0,0,0.94358164,0,0.5678768,1.2002903,0
358,0.20627096,0.11609027,0,0,0,0,0,0,0,0.1386561,2.5484135,0,0.09220639,2.323667,0,2.9682038,0,0,0.5251952,0,1.9380234,0,0,0,0,0,1.3384956,0.6122629,0,0,0,0,0,0,0,0
359,0.558823,0,0,3.175011,0,0.72174495,1.0962782,1.1179683,0,0,0,2.5218556,0.20947832,5.7958713,7.7996845,0,0,1.1287799,0,1.4272741,0,0,0,1.972578,0,0,0,0.9899875,0,1.7667844,0,1.1518224,2.0053778,0,1.2719017,0
360,1.2010983,1.2173698,0,0,0,0,1.1937696,0,0,0.7101973,0,0,1.1036799,0,0,0,0,0,0.22036898,0,0.15465249,0,2.2938125,0,3.2730026,0,0,0.9427203,1.9895439,0,0.97054553,1.7162472,0,1.574879,0,2.8229632
361,0,3.3141592,0,0,0,0,1.3379477,0,0,2.129199,6.122263,0,0,0,2.9228714,2.9403703,0,0,0,0,1.6005639,0,0,0,0,0,0.70543164,0,2.18177,0,0,0,0.3860529,0,2.4966657,0
362,0,0.69008297,0,7.0338864,0,0.71751344,3.1324792,0,2.020231,4.8523564,0,4.2040377,1.2654462,5.6334214,0,0,1.5010811,2.8423576,0.18053293,1.2908015,1.4285034,0,0,0,0,0,0,2.001698,2.012234,4.4746966,2.171744,7.57471,0,0,0,0
363,0,1.2042094,0,0,2.4874175,0,0,0,0.11605516,1.0681965,0,0,0.8283599,3.581989,2.7546256,0,0,0,0,1.9069543,0.062505566,0,0,2.4956284,0.45596364,2.8809795,0,2.3006485,0,0,0,0.7776852,0,0,0,0.047428925
364,0.7538058,0,0.7505193,0,0,0,0,0,0,1.169081,0,1.8216094,0,0,12.223129,0.004858605,3.482646,0,1.1750045,0,0,1.5484207,0,0,0.6987959,0,0,0.64203304,0,0,1.2176021,0,0.75838095,2.5873063,0,0.3002684
365,0,0,0.64904064,0,2.6709301,0.26029772,2.977441,1.6385864,0.6792918,0.21019399,0,6.140254,1.6777335,0,0.5376233,0,3.9343376,0,0,0.11091232,0,0,0,0,1.3586631,0.9826469,0.7970733,0,1.6359452,0.3057004,3.094527,0,2.7027183,0,1.0203465,0.3585162
366,3.00843,0,2.2563763,2.207466,8.883241,1.6243548,1.8381934,4.0981297,0,0,0,0,0.6007512,6.313988,6.600374,0,4.950502,0,0,5.2144914,0.41474086,9.417437,11.128126,1.9028628,0,0.30885017,0,0,0,0,0,0,0.88237417,0,0.72557604,0
367,0,0.45754623,0,0,2.1855214,0.19461145,0.89227706,1.4526125,3.7408767,0,0,6.3816633,0.35866335,0,0,0,1.9386697,0,2.1172633,0.26410818,0.008230357,0.9732755,5.8292656,4.250813,0.10366139,0,1.6950792,2.6309428,0.92364013,1.1214482,0,1.4372948,0,0.6071312,1.4132177,1.0479506
368,0,0,1.2370911,0,0,0,1.3107724,0,0.014785787,0,0,1.3026904,0.32511243,2.2098558,5.1480603,0,0,0.96601015,0,0,0.8397334,0.56866497,0.45531332,0,0,0.56191903,0.08834732,0,1.4381541,0,1.2642089,0,0,1.0617145,0.069892935,0
369,1.9998928,2.5308056,0,0.23639007,0,0.40888873,0,0.93446535,0,0,0,3.4414003,1.3252712,3.1994276,0,0,5.6887584,0,0,0,0.06633342,0,6.7281857,5.9187512,2.027275,0.7307035,0,0,2.29552,0.3421742,0,0,0.20745862,0,0,0
370,0,0.5574808,0,0,0,0,0,0,0,0,0,1.0541382,0,1.8695052,4.729328,0,0,0,0,0,0,0,1.8101432,0,0,0,0,0,0.124415524,0.4026036,0,0,0,1.2756966,0,0
371,0,0,0,0.7747494,0,0,0,0,0,0,0,0,0,0,0,8.258788,0,0,0,0,0,0,0,0,0,1.8394338,0,0,0,0,0,5.8085136,0,0,0,0
372,0,0,0,0,0,3.2905285,0,0,0,0,1.2558076,0,0,0,0,5.6012406,0,0,0,0,0,0,0,0,0,7.508081,0,0,0,0,0,0,0,0,0,0
