x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035
650,8.326483,0,0.499413,2.8147516,7.0351057,0.8543416,6.7959595,0,0,2.784499,0,0,0,0,9.775019,1.3165957,8.597973,0,0,4.4857874,0,0,4.6340837,0,0,0,0,0,0,2.6284482,0,1.9407572,0,3.1060307,0,0
651,0,1.5869672,0,1.0781947,2.2385597,0.3408026,0,3.8233862,0,0.80812454,0,8.113792,0,6.4073663,0,2.6908433,10.354759,0,0,4.0637617,1.4263881,0,0.07901538,2.7119713,0.41558617,0,0,0.76860434,0,0,0.28171036,2.8769913,0,1.0735128,5.798515,0.058219463
652,0,0,0,2.114331,0,0,0,0,0,0.16650236,0,0,2.3244195,0,0,0,0,0,0.087824,0.09530752,0.8122393,0,0,4.3696923,0.2804018,0,0,0.27100444,0,1.274613,0,0,0,0.66437614,2.590829,1.1873676
653,0,0.63926965,0,0,0,0,0,0,0,5.0048656,0,1.1557907,0,0,0,0,18.010633,0.16993819,0.5008559,0.81122303,0,0,0,0,0,0,0,0.46228242,6.2936935,0.99897027,0.7113583,0,0.66116256,2.9864812,0,0
654,1.8086058,0,0.8965794,3.1142585,1.5879264,0,3.3529103,2.5306292,1.3764732,1.7061332,0.6908855,5.2280946,0.4609652,0.97569954,0,3.6787376,3.7558796,2.5075843,0,3.6717825,2.4251604,3.6305242,0.30692384,0,0,0,0,0,0,0,0,0.8025584,0,0.29388455,0.060168702,0
655,1.0730811,0,0,1.6442871,0,0,0.86043394,0,0,0.2733406,0,4.0134006,0,3.272367,0,0,0.5880299,0,0,1.385093,0.30493173,1.575729,4.615193,1.3411962,0.8881757,0,0,0,0,0.29066357,0.63811404,0,0,2.3450966,0.48147807,0
656,0.5261747,4.0384912,0.1788712,0,0,0.28984874,0,2.1874409,1.1698802,0.670036,0,3.1122594,0,6.172324,3.112669,0,0.4966155,0,1.1224787,1.3000987,0.42460915,0,4.896019,0,0.23341976,0.99015003,0,0,0,1.3301628,1.0272864,2.3808815,0,1.0215333,1.6882161,0.82110417
657,4.769106,0,0,3.6620157,0,0,0.9404659,0,0,0.3711541,0,0,0,0,1.7571535,0,2.6983697,0,0,2.8514137,0.13786247,0,0,3.9631867,0,0,1.3440404,0,0,0,1.8068529,0,0,0,1.3437856,0
658,0,0,0,0,0,0,0,7.1373215,0,0,0,0,0,0,3.1435654,0,0,0,0,5.4935856,2.113761,0.24130626,0,3.565537,0,0,0,1.028903,0,0,0,0,6.5221066,3.7168121,0,0
659,0,0,0,0,0,0,0,6.9239116,0,0,4.5974913,3.8452318,1.9913896,12.64971,0,0,0,0,0,0.31637812,0.60644823,0,6.044497,0,0.3254217,0,0.600651,0,0,4.242038,0,1.0927896,0,0,0,0
660,1.601211,0,0,0,6.40057,0.08293944,0,0,0,0,0.11673644,1.7722857,1.99658,0,0,1.375858,5.264111,1.6728305,0,1.9169345,0,0,1.6350486,3.7221508,0.99447775,0.63017666,0,2.8213592,0.61492294,0,1.3876646,0,0,0.52867573,2.1342418,2.1997514
661,0,0,1.3334876,1.478514,0,0,0,1.729342,0.92184603,0,0.8718115,0.22410044,1.4414853,0,0,7.1411023,0,1.5316516,3.037696,1.0681851,1.5917101,0,0.4331438,4.009286,0,0.61470383,0,1.3367987,0.41475645,0.6883711,1.7293696,3.4126077,0.07753097,0.46964285,0,0
662,0,0,0,0.015341645,0,0,0,0,0.73039407,0,3.3237448,4.6466966,1.8054215,0,5.8503823,0,0,1.0777234,0,0,0.9289201,0,0,0,0.6722924,1.8744441,3.064575,0.4655957,2.5929272,0,0.74914813,0,0.65577096,2.4149673,0,0
663,0,1.4930698,0,0,0,0.96526897,0.082973585,0,0.25592113,1.189274,0,0,1.7251654,1.3259844,0,0,0,0,0.5010127,1.0870346,0,4.403631,3.3563504,3.9339674,0.30040815,0,0.86789083,0,0,0.7036111,1.2213976,0,0,0,2.2946749,2.7912335
664,2.888261,2.8517897,0,0,0,0,0,0,2.1852968,3.2086058,2.1338124,0,0.40428123,1.9534186,0,0,0,0,1.1852835,0.080754615,0.38246927,7.0000315,0.14318,5.5112133,0.09458414,0,0.17851903,0,0,0,0,0,0.81029207,0,2.0502028,0.49091452
665,6.195321,1.1644093,1.1384821,0,3.978387,0,0.08016643,0,0,5.793784,0,0,0,0.79576415,0,0,0,2.015749,1.4116063,0,0.3976856,1.6278837,0,0,2.859158,0,0,0,0,0,0,16.99681,0.8386762,0,0,0
666,0,0.3325932,1.3112409,0.32150185,4.1559114,0.22752862,0.91822505,0,0,0,0,0,0,0,0.35744402,0,13.397559,0,0,3.6234782,3.493491,0,0,5.2130136,1.3844787,1.9018216,1.7844163,1.6588081,0.023805993,0,0,0,0.6757534,0,0,1.112068
667,0,2.9478822,0,0,0,0.3099672,0,0,0,0,0.3092791,2.6518273,0,1.8648545,0,2.2285364,0,1.2340845,1.2083453,0,0,0,0,0.9128032,0,0.4252931,0,0,3.2802453,0,0,0,0,2.358133,0,0
668,1.180587,0,0,1.8905551,0,0.6889425,0,0,0,0,3.9363232,9.10783,0.004201258,6.3103466,0,4.8553333,0.5645992,1.1880006,0.97379667,0,0,0,0,5.87418,1.1308706,0.52546537,0,1.6999508,0,0.87459457,0,0,0,0.97855926,0.2646244,0.27688596
669,0,0,0,0,0,0,0.8022655,0,0,0.8586334,1.3496126,5.093643,1.2874262,0,0,0,0,0.7554202,0,0.9597715,0,0,1.8017924,0,1.5201542,2.9892743,0,1.0928761,1.3673477,2.1947145,0.38167617,0,1.4969512,0,1.0037816,0
670,0,0,0,0,3.222391,0,1.580326,0.32027033,0,0,0,0,1.3049632,0,0,4.9020476,1.6504806,2.89146,0.13006175,0.44688785,0.5002998,0,0,0,2.543767,0,0.8685533,0,0,0.49861953,0.048932713,0,0,1.6854367,0,1.1234099
671,0,0,0,0,0,0.23834394,0,0,0,0,0,0,0,7.182364,0,0,0,0.004839103,0.71402514,1.9215122,0.53362703,5.728447,0,3.9453793,0.8112825,0.4777069,1.5590419,2.230276,0,0,0,0,3.5979419,0.90776455,1.1519847,0
672,0,0,0,0,0,0.500858,0,2.1180308,7.4124894,0,0,0,0,0,2.6026444,0,6.5410557,0.9826685,0,2.9157941,0.6465873,0,0,0,3.421782,0.08260374,0,0,2.7603154,0,0.7984645,0.58989394,0,0,1.1873366,0
673,0,3.01082,0,1.3686477,8.157959,0.14988145,0.14524096,0,0,0.054450724,0.9977617,3.0480132,0.24857265,0,0,0,0,0.11520605,0.61872405,1.5188404,0.21621194,0,4.2761164,6.351969,0,1.4978759,0,2.0452754,4.951253,0.10349752,0.45344055,8.737791,0,0,0,0
674,0,0,0.47354153,2.0810013,1.792977,0.98927945,7.7328105,0,0.34731975,0.08760493,0.84478664,1.5757011,0,2.0947149,1.1019403,3.6523063,0,0,0,1.0336607,0,4.817955,0,0,0,1.5826582,1.5761272,0,1.1220199,0,0,0,0.3543496,0,1.257735,0.7619287
675,2.6694653,0,3.4841266,1.5524405,6.6984854,0,0,0,0,0,0.2916486,0,0.7686868,0,0,3.6839035,0,0,0,0.06479377,0.76130456,0,0,0,0,0.182743,0.00877558,0.049979433,0,0,4.2321672,0,0,0.06128247,0,0
676,0,0,2.5916243,0,0,0,0,0,0.30637273,0.12336106,0,2.3054554,0.9596681,10.414279,0.85795075,7.405274,0.98087794,0.4233104,0,2.3982997,0,9.344446,2.6506102,0,0,0,0,2.9347584,2.0081422,0,0.3615018,0,0.5152391,0,0,0
677,0,0,0.3261325,1.4351698,0,0,0,0,0.5933947,1.6962618,0.25907546,0.6823985,0,7.7977934,0,4.0330906,5.607184,0,2.8006852,0.8447841,1.3799424,2.7827237,1.4604144,0.58506334,1.8968762,0,0.64405537,0,0.14700803,0,0.2678398,0,0,0,0,0.85864466
678,8.563709,0,0,3.2437825,0,0.0987729,3.5131474,1.0533086,0,0.5512214,3.9799547,1.1197344,2.1661386,5.4478483,0,0.72832876,0,0.8658386,0,0,2.7536724,0,0,8.036682,1.632559,2.2451892,0,0,0.096068956,1.3906294,2.769037,7.792695,0,0,1.6358675,0
679,0,1.301521,0,0,8.829035,0.28875625,0,2.8357449,0,0.6397391,0,0,0,0,1.0720435,0,0,2.315578,0,0,0,0.69499385,0,0.0998107,0.0729945,0,0,0,0.9240659,0,2.1918795,0,1.7954282,0.16128463,0,0.29225612
680,0,0,0,0,0,1.1416574,0,0.13085373,0,0,1.1409376,2.7830377,1.3976407,0,1.642703,0.09902094,0,0,1.8983581,0.21524127,0,0,0,0,1.0419024,1.7033896,1.9959244,0,1.0912142,0,0,0,0,0.7589722,0.1653106,2.464686
681,0,0,0,0,20.283768,0,0,0.3610042,0,0,0.118653685,0.9218665,1.4780021,4.423678,0,3.1534472,0.24764451,2.6042652,0.83128506,0,0,1.0080981,0,0,2.170641,0.45283875,0,1.9222108,0,0,0.57352865,0.5823284,0,0,1.4088142,1.4801929
682,0,0,1.204874,0,1.1691353,0,0,3.2587774,0,0,1.5296825,1.1558733,2.007033,0.5303683,1.4597383,0,0,1.2746031,0.7060443,0,0,0,0,0.2011565,1.6139696,1.0057045,0.06336915,4.113753,0.6455774,0,0,0,0.59158534,0,0,0.7159828
683,0,0,0,0,0.20150419,0.5574035,0,0.2560552,0,0,0,3.8956845,0,0,0,11.896201,0,0.027584508,3.2275786,0,0,0,0,0,8.990288,0,0.32438457,2.587428,3.9168248,0,0,0,1.9132246,0,0,0
684,0,0.12140586,0,0,4.3039837,0.5660338,0,0,0,0,1.5324019,1.560487,0,0,8.924966,0,2.9551528,0,0.87274516,0,0.948989,2.2300725,2.8683689,0,0,0.14648506,0.80893254,0.54430044,1.7013683,0.65147454,0,0.8105737,0.21581909,1.7867982,0,0.053305436
685,0,0,0,0,0,0.536162,0.67407316,0,0,0,0,0,0.2412962,0,7.1321154,0,0,1.1498752,0.24179138,1.2135936,0.46553454,0,0,3.454322,0,2.209297,1.0931618,1.9850804,3.9437766,0,2.358821,1.441566,0.6913891,0,1.4156095,0.25192347
686,0.8725208,4.4164853,0.26661697,2.1158137,2.5401247,0,0,2.0153732,0,0,0.57467943,0,2.8839524,0,0,8.261233,0,0,0,0,0,0,0,4.106378,3.7452536,0,0,0,0,0,0.61053425,2.4743185,0,0,2.7204914,0
687,0,5.1452913,0,1.0176083,11.897087,0,0.50653267,0,0,0,0,0,0.2945487,0,0,0,0,0.68643385,0,0.94752425,0,0,1.7770605,0,0.23059705,0,0.5242311,0.85849065,0,0,0,1.7483869,0,0,0,0
688,7.9105387,5.7081285,0.43042165,0.880667,8.80739,0,0,0,0.61219543,4.732884,0.30057633,0,0,0,0,0,6.960395,0,0,0,0,0,0,0,0,0,0,0,0,1.3147535,0,2.661695,0,5.003025,1.1656445,0
689,0,0,4.7663608,0,0,0,0,0,8.564166,0,0,0,0,0,14.652493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10446856,2.3399236,0,0,0,0.3524295,1.0926476
690,1.004315,0,0,4.2412996,0,0,0,0,0,0,0,0.53712696,0,3.6278927,0,0,4.2075534,0.39470094,0,0.998102,0.7970557,0,0.16180879,0,0,0,1.4563882,0,0,2.9952192,2.6416914,8.064931,0,0,0.08191982,0
691,0.8734931,0,0,0,0,0,2.4714997,2.0446517,0,0,0,0,0,0,0.604845,0,0,1.9154965,0.19306095,0,0,3.4951735,6.575678,2.5319746,0.88117725,0,0,0,0,0,0,0,0,2.0328689,1.345332,0
692,0.89012504,0,4.969046,3.2346575,0,0,0,4.1287804,3.034852,0,2.5148818,1.903665,0,0,5.842607,0,4.816439,0.7381829,1.0028611,1.3109852,0,20.379784,3.3184412,0,0,0,0,0,0,3.9179888,0,0,0,1.660472,0,0
693,0,0,0,0,0,0.003183004,0,0,0,1.4985666,0.5792299,0,0.24268018,0,0,2.8046281,0,0.14828588,0,0,1.3740113,0,0,4.0192084,0,0,0,0,0,4.212008,0,1.5853394,0,2.1578977,0,3.271669
694,0,3.232862,0,0,0,0.013125387,0,0,0,1.2986085,0,6.0978503,0,0,4.826145,0,0.9892455,0,2.1051838,0.14309002,0,0,0,0.2953179,0,0,0,0,0,0,0,0,2.0121686,3.1734228,0.90108037,0.16718607
695,2.9993598,0,0.78873265,0,0,0.07582069,0.12605776,0,0,2.7636015,0,0,0.4643891,0,0,0,2.8923848,0,0,0.7444624,1.5092207,0,0,5.891431,2.2291024,1.6175579,0.7213311,0.9358913,0,0,2.3271139,1.6106284,0,0.5675796,0,0
696,0,0,0,0,8.751963,0.35643187,0,0.20360921,0.35543865,0.22428857,0,1.4738479,0,1.2362975,0,4.013008,5.6892524,1.1840087,0,0.57252324,2.022249,0,0,0,0,0,0,0,2.2669811,1.1139488,2.2470992,0.7512318,0,0,0,1.4666768
697,0,0,0,0,4.3359513,0.8884185,4.284505,4.393436,1.8532047,0,0,0.9007272,0.790372,4.8742294,0,0,1.4101855,0.74765,0.13881269,1.4633802,2.102726,0,2.4140878,2.1720247,1.631425,0,0,0.6929889,0.59253305,0,0,0,5.6448708,0,0.264424,0
698,0.15573314,0.9426565,0,0,0,0,1.5000702,0,1.3039023,0,0,0,0.71155876,0.18983915,5.6435432,0,0,2.0845768,0.9640489,1.3080064,1.1221346,6.0895176,1.4937218,7.480506,0,1.7422414,1.2281824,0,2.8104177,0,0,1.5754601,0,0,0,1.7296624
699,0,0,0,0,0,0.35727742,1.8343686,1.5990762,0,0,0,1.3396195,0.36220434,1.7641444,9.635656,0,0,0,2.540537,1.3202423,0,0,0,0,0,0,0.6914479,1.2758487,0,1.4693651,0,2.6244195,0,1.0961348,0,0
700,0.3377927,0,0,1.8995517,0.83314735,0.34134534,0,3.138304,0,0,0,1.8563544,0.37092286,0.13669246,5.0723577,3.7335865,0.93545467,0.93510455,1.2422719,2.6580849,1.3152769,0,7.4010286,0,0,2.686442,3.5447001,1.7839764,0,1.4638846,0,0,0,0,0,0
701,0,0,0,0.9974488,0,0.19347256,0,1.8265958,0,0,0,0.9983657,0,1.1397151,8.027819,0,2.743166,2.518273,0,0,1.8071114,0,0,0,0,0,0,0,1.2029281,0,0,0,0.31787512,0,0,0.4615105
702,0.7472031,0,0,0,1.5073646,0.5708759,0,0.3846409,0.2767715,0,0,0,0.85838306,1.0128114,0.17048956,1.0448763,0,0.14330389,0.83511937,0,0.51647574,6.162582,0,1.1977398,0,0,0,0,1.659629,0,0,0,1.9049001,1.7416898,0,4.3846755
703,0,1.7876651,0,4.7003756,0,0,3.8298202,0,0,0,1.0913315,3.7800934,0,3.3177843,0,0,2.731095,0,0,0,0,3.3907301,0,9.348869,0.70768696,0.76404667,0.025585067,2.3981867,1.4399643,1.9412915,0,0,0,0,0,0
704,0,0,0,0,0,0.081970006,1.3623471,0,2.2669249,0.46222576,0,0.53149235,0,0,0,4.026564,0,0,0,0.91860425,0.12223114,2.3824687,7.7016053,0,0,0,1.0986129,0.52138436,2.5427775,0.3429787,0,7.0928984,0.20089479,0.2848628,0,0
705,0,0.32713366,0.08553228,0,0,0.52120566,4.894381,0,0,0.4768986,0,5.0950756,0,5.436856,3.6166623,0,3.3696334,0,0,0,0,0,0,0,0,0,0,0,0,0.38068804,1.3578753,0.7917802,0,0,0,0.72926086
706,0,0,5.5845084,0,0,0,3.3656936,7.6078925,0,1.1776887,0,0,0,0,8.104414,0,13.403434,0,0,0,0,0,5.1621947,0,0,0,0,0,0,7.708537,0,0,0,0,2.6347837,0
707,5.9111233,0,2.1422822,0,2.011586,0,0,0,0,0,0,1.9040132,0,0,2.0527802,0,7.292264,0,0,0,0,18.60073,10.05455,0,0,0,0,0.07730804,0,0,0,0,3.3099692,0,0,0
708,0,0,0,0,8.469484,0.5634105,0,0,0,0,0,0,3.272731,0,0,8.289761,0,0,1.2620928,0,0,0,0,0,0,1.6548902,3.5324929,0,0,0,0,0,0,0,0,0
709,1.2716714,0,0,0,0.5335242,0,0,0,0,0,2.1900468,0,0,0,0,7.8348193,0,0,0,0,0,0,0,0,0,1.357921,0,0.49344096,0,0,0,0,0,1.3404207,1.1971546,0
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0838656,4.169111,0,0,0,0,0,0,0,0,0,0.73676395,0.7684854,0,0,0,0,0,4.215796,0,0,1.5580868
711,0,0.84931844,0,0.16640742,0,0.12883598,0.48946792,0.4944157,0,1.6282355,5.0330944,0,2.667433,0,0,0,0,0.99907845,4.3430223,0,0.51042545,5.811459,0,0,0,1.7501153,0,0.5367021,0.2621042,0,0,0,1.498164,0,0.29392424,0
712,0,0,0,0.6289966,0,0,0.26643738,0,0,0,0.3875528,0,0,3.2787507,4.180684,0,0,0,0,0,1.0470115,0,0,0,0,0,0,0,4.023519,0,0,0,0.95795786,0,0.29733515,1.672372
713,0,1.4212463,0,0,0,0,0,0,0,0,0,9.245706,0,4.7005286,0,0,0,2.165055,0,0,0,0,0,0,0,0,0.6420565,1.5602478,0.25369883,0,0,0,0,0,0,1.1852394
714,0,0,2.012481,0,5.691164,0.89305204,0,0,3.0212634,0,3.0658293,2.7693799,0.009830373,0,0,6.8137794,0,0,0.57476085,0,0,0,0,0.5311943,1.6774182,1.7391828,4.0147886,0,0,0,0,0,0,0,0,2.8834286
715,6.8590126,0,0.51009095,2.1581044,0,0,0,0,0,0,4.253808,0,0,0,1.6976638,13.503205,0,0,0.387004,0,0,0,0,0,0,0,1.3602164,0.05372635,0,0,0.95203525,2.623812,0,1.368124,0.85493946,0
716,0,0,0.11469759,0,7.988711,0,0.38576016,0,0,0,0,8.073992,0,6.488827,0,0,10.34111,0,0,1.9855152,0,7.890917,0.16144098,0,2.078292,0,3.538726,0,0,0,2.256875,0,0.32707238,0,1.2035178,0
717,0,0,0,0,0,0,1.4941941,9.221327,0.9629775,0,0,31.01738,0,8.044272,0,0,0,0,0.19873327,0.6850448,0,0,0,0,0.60574216,0.3430889,0,1.0338182,0,0,0,0,6.4904823,0,0,3.1248002
718,4.977741,3.7197545,0,0.1495679,2.4144878,0,0,0,0,4.850799,4.854039,0,0,0,0,6.952785,0,1.5480834,0.42750016,0,0,0,0,0,3.7490315,0,0,0.5653632,0,0,11.141342,0,1.5921092,0.8721909,1.2623274,2.778363
719,3.1151237,0,0.28449005,0,1.7369211,0.5190824,0.7807965,0,5.254413,0,0,0,0,0,0,0,4.9244075,0,0,0,0,0,0,0,4.488587,0,0,0,0,0,5.2473855,0,0,2.8516297,0.9061382,0
720,0,0,0,0,0,0,0,0,0,3.6965852,26.630339,7.642432,1.589964,7.566147,0,35.168907,0,0,0,0,0,0,0,0,9.940586,2.813327,0,0,0,0,0,0,7.4739027,0,0,0.35735607
721,0,0,1.599681,0.97094923,1.1480479,0,0.06938184,3.6253731,2.6806133,9.134442,9.313763,37.424892,9.490908,30.787115,0,35.147564,0,1.327886,3.8464282,6.9315124,4.212181,4.0725865,25.325228,11.348461,26.339844,0,0.13721819,5.600009,33.737114,0.4430164,12.679666,1.5723522,0.5843637,1.0541608,2.9071891,0.9554982
722,0,3.4601338,4.5809875,1.5669974,0,0,0.27969807,2.10502,0,4.623206,0.8493436,19.266178,10.420316,10.236211,0,16.183804,13.720887,2.1353297,17.339418,19.540274,9.771688,0,32.795258,25.089851,15.570333,0,0,3.9400368,19.387793,0,0,0,6.6427817,0,0,0.71806866
723,0,0,2.58261,2.6899555,0,0,0.5995356,4.793131,0,2.2657955,0,0,5.09918,13.324014,8.36569,1.3474727,14.857901,3.0940123,6.229476,6.1601534,6.1899414,0,16.358538,24.305744,0,0,0,0,0,1.2346387,2.3578663,3.1597822,6.8428235,2.0596309,0,6.368238
724,1.4838184,1.4608305,0.45131516,2.185784,0,0,3.2157476,1.354062,0,6.133589,0.7548634,0,0,3.2354312,0,0,12.812495,4.5262585,2.3604367,1.2585523,5.175703,2.1358073,6.00762,8.166763,0.69971216,0,0.6825721,1.4523882,0,2.6598709,0.47738665,0,4.1897817,2.2440345,3.519857,0
725,0,0,0,0,10.686522,0,1.3295118,3.3472307,0,0.43781707,0,0.756485,1.3617568,0.5597341,6.6560817,0,6.2300773,1.7961597,0,3.6401143,1.6307902,5.542718,4.587631,2.4842079,2.4037647,1.130101,0,0,0,0.9060964,0,5.5830846,1.8680339,0,1.168446,0.59827995
726,0,0,0,0,1.278235,0.29141223,0,0,0,0,0,0.7939708,0,0,0,3.4318888,8.328639,0,0.8578457,0.82953215,0,0,5.371904,7.7795663,0,0,0,1.0647112,0.9161659,2.2097018,0,5.4347863,0,0.86252695,0.114473134,0
727,0.7381338,0,0,4.1541986,0,0.069613114,0,0,0.17049843,0,0,0.63904035,0,3.7721791,5.381878,1.0346545,0,2.4191823,0,1.300242,0,4.1900363,0.32703966,2.7328572,1.7639948,0,0.7983927,0,3.4099963,1.6512917,0,0,0.027023794,1.2236279,1.8372599,0
728,0,2.0163786,0,1.6978804,0,0,0,0,0,0,0,0,1.8768736,0,0,1.2226758,0,1.1629248,1.1126696,1.5432875,1.561624,3.2408295,0,4.2153125,1.3389444,0,0.889089,0.893958,0,0.7521022,1.2861621,0,1.1149652,0,0.7719253,0.64670867
729,0,0,0,0,4.4608073,0,0.6901129,0,0,0,0,0,0,0,0,0.18880346,0,0,0.92891645,0,0,0,0,0,2.3256497,0,0.7016135,0.20232849,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0.09709446,0,0,0,0,5.609826,0,3.1086137,0,0,8.581589,0,0,0.79803026,0,0,1.2824001,0,0,2.597435,2.6851544,0,0,0,0,0,0,4.8417454,0,0,3.3515651
731,0,0.112340435,0,0.7828467,0,0,0,0,0,0,3.9114814,0,0,0,0,9.4038315,0,2.0025804,1.2485671,0.71699995,0.05762028,0,0,2.9580383,0,1.8658866,0,0,0,0.08981439,0,0.30834898,0.35222253,0,1.9424665,1.966223
732,0,0.4752253,0,0,0,0,0,0,0.20050554,0,0,0,0,0,0,8.642272,0,0,0.25934312,0,0,0,0,0,0.32271737,1.2537582,1.3584257,0,0,0,0,2.8916247,2.30739,0,0,3.4419775
733,0,0,0,0,7.410773,1.0226556,0,0,0,0,3.3328657,0,1.6245599,0,0,0,0,0,0,0,0,0,0,0,0,1.0476773,0,0,0,0,0,0,4.263161,0,0,0.50260687
734,0,0,0,0,0,1.6548706,1.292619,0,3.0047371,0,0,0,0,0,5.260069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5392172,2.9652119,0.583117
735,3.8462713,0.4584533,1.4686013,0.6913512,0,0,0,0,7.255902,0.064123936,0,0,0,0,2.8878677,0,0,0,0,0,1.6289246,5.222915,3.0536838,7.5413256,0,0,0,0.8819941,0.12113818,0,2.052197,1.8645861,0,0.5665304,0.8655651,0
736,0.25290993,1.4767318,0,0.7233644,2.4578304,0.002772964,3.0826128,2.3927882,0,0.5173065,0,4.5990267,0,2.8480232,0.7002865,0,0.8664468,0.85556304,0,5.166733,1.3703806,2.1648998,0.668682,0.446163,0,1.5067708,0.50829935,0.003513295,2.8183024,4.6618166,0.4904102,2.1887436,0,0.07529575,0,0.023134165
737,0.8393684,3.063995,0,0,0,0,2.8440094,3.1885505,1.7517698,0.17524946,0,0,0.37530398,0,0,0,0,0.88789785,0,0.6134668,0.97868854,5.7047524,3.5007257,7.5265584,0,0,0,1.2009686,0,1.2070017,0.890511,0,0,3.934144,0.2397789,0
738,4.133031,1.7039397,0.7977084,0,0,1.3830847,0,0,2.0638506,1.464774,0.72689015,0,0.34420145,6.45142,0,0.34215742,2.2269628,1.5642465,0.41416824,1.0925127,0,0,1.2181602,0,0,0,0,0,0,1.2610399,0,0.87903816,1.218665,1.7227806,0.5037293,0
739,0.9085842,0,0,3.0590672,0.1837987,0,2.4430268,6.3765507,1.3008013,0,0,0,1.0693433,3.9398637,0,0,0,0.19595635,0,0,0.33300358,0,0,3.7908022,0,0,4.218036,0,0,0,1.0994756,1.3809597,0,2.2277622,0,0.45127955
740,0.8461895,0,2.0483975,0,0,0,2.395099,1.9727713,0,0,0.8648562,0.14918222,0,4.763313,0,0,0.44338885,0,0,3.5821328,1.4569651,12.46543,8.808722,0,0,0,0.29929528,0.155598,0,0,0.957157,0,0,4.070578,0,0.5059274
741,0,0,1.118322,3.297429,3.076219,0,2.5225534,0.17710201,0,0,0,0,0,0.88565946,0,0,0,3.0192864,0.19495586,1.1472613,0.0938998,0,0,3.4506,0,0,0,0,1.3536218,1.3672338,3.1783397,0.77162915,0,0,0,0
742,1.7004571,2.7932615,1.2344613,1.2973139,0,1.005188,0.7404844,3.3552377,3.8156703,0,0,2.256318,1.0096056,0,3.0995636,0,0,0,0,2.568663,1.0486221,4.3450956,0,5.9074,1.0427154,0,0,0,0,0.39712888,2.3533695,0,0,1.802653,2.4850113,1.4215633
743,0,0,0.36275396,0.8448319,0,0.25481758,0,3.3892796,0,0.73111993,0,2.5285528,0.0833402,0.06874563,3.2923164,0,9.961629,0,1.1828972,1.4612578,1.1515485,0.77776504,4.435062,4.5277963,0,0,0,0.5715993,0,1.7835037,0,0.8840838,0,0,0,0.47590023
744,0.33049542,0,0,3.1992705,11.253036,0.17228323,0,0.03552556,0,0,0,1.7617456,0,0,0,0,2.6734989,0,0,0,1.6896518,0,0,0,0,0,1.1697402,1.4875647,1.2735034,1.9779917,0,1.0586975,0,0,0,0
745,0,0,0,0,17.01866,0.8021593,0,0,0,0,0.446493,6.7283187,0,0,0,0,3.9206214,0.01872461,1.7008052,0,0,0,0,0,1.1398177,2.1343307,2.404834,0,0,0,0,0,5.2797875,2.1000779,0.48818973,0
746,0,0,0.44611105,1.1713809,9.918556,0.4176275,0.32605928,0.9873175,0.52591866,0,0.119642995,1.5971129,0,1.46605,0.9070311,0.115856215,6.2456822,0,1.9000533,0,0.42797005,0,4.8759046,0,0,0,0,0,0,0.5897867,1.3866476,2.9102945,0,1.5347501,0,0
747,0.6849949,0,0.20345235,0,0,0.4562535,3.2730517,0,3.4336176,2.0944333,0,1.9146223,0,1.7999185,0,0.056033768,0,0,0,1.2137009,0.23649187,3.7283554,0,1.2785568,0,0,2.275537,0,0.20187536,2.250882,0.75893116,1.8636228,0,0.050738286,0,0.2882369
748,0,1.5560468,1.1782044,0.8289996,0,0,0,0.39949948,0,0,0,2.7856877,1.1985275,3.2800708,0.43093464,0.06396016,0,1.9353433,0.14753744,1.2088965,0,3.6303995,0,0,0.074564874,0,0.18850751,0,1.5095404,0,2.5174255,0,0,0.011087627,0,0.7376419
749,2.588114,1.4871392,0,3.926952,5.354732,0.10874425,0,0.1436562,0.16633955,0,0,0,0.77294016,4.7609286,4.678264,0,1.7242997,0,0,2.792509,0.59291005,0,4.1941705,0,1.2824667,0.24104276,0,0.48351544,1.597411,3.7742085,4.136737,0,0,1.6702615,0,0
750,2.4109514,0,0,0.0359572,2.8742647,0.61290085,2.5149586,0,2.2657013,0,0,0,0,0,0,1.7969099,7.5035295,1.3094568,0,0,1.0565116,0,0,0,0,0.19882403,1.6617591,0,1.4892377,0.036823694,1.5953418,2.3288615,3.0235908,1.7001135,1.4657922,0
751,0,0.5451485,0,1.0068765,7.2712674,0,1.6427565,0,0,0,0,1.2455498,0.27108076,0.6202489,0,0,9.933892,0,0.25375846,0,0.59190947,12.526422,0,5.0165906,0,0,0.01718993,0.58972484,1.2153218,0,0,0,0,1.1429868,0,2.097378
752,0,0,1.6638479,0,11.445377,0.096776865,1.0420723,1.5194811,0.83358026,2.6546218,0,0,0.012484574,5.3923726,0,0,1.3347842,0,0,2.404748,1.0476592,1.4366286,2.8614311,4.9490685,0,0,0.04322407,1.7767509,0.6440265,3.2746468,0,0,0,0.70712095,0,0
