x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032
288,0,2.0708547,0.4610444,0,0,0.83849525,0,0,0.2407451,0,0,0,1.2175424,0,0,0,0.38499102,0,0,0,0.60425264,0.23406905,0.9791266,0,0,0.0201889,1.3315083,0.37847844,0,0.41601434,0,0,0.27941492
289,0.78551507,0,0,1.1934702,0.01893936,0,1.198268,0.6985771,0,0,0,0.51334894,1.5436946,1.4197114,0,0,0.370322,0.46578726,0,0,0,0,0,1.4067698,0.17411272,1.4462478,0.3724176,0,0,1.7684906,0,2.0453491,0
290,0.5818828,1.808763,0,0,1.0486349,0.014898697,0,0.4835333,0,0.47405627,0,1.5231816,0.7548922,0,0.5599106,0,0.57012403,0.54293704,0,0,0,0.9059228,0,0,1.3055829,0.121513166,0.44598886,0.54258955,0,0,0,0.70943916,0
291,1.8238724,0,0.2727588,0.79723024,0,0.25702295,0,1.4350303,0,0,0.9861046,0,0,0,0,0.7348917,0.3468719,0,0,0,1.3674289,1.6450112,0,2.3732977,0.7731691,0,0,0,0.1329857,0.652387,0.23644285,0,0.22085674
292,0,0,0.09399003,0.6871436,0,0,0.7017179,0,0,0.41247845,0.4049022,0,0.9819752,0.96389115,0,0,0,0.503236,0,0,0,0.86826545,0,0,0,0,0,0.45767662,0,0,0,0,0
293,0,2.6747794,0.05422863,1.5043905,0,0.06479744,0.36560836,0,0,0,0,0.3301131,0.79150754,0.32364917,0,0.90452373,0.059495784,2.3387926,0,0,0.6619977,0,0,0,0,0,0,0.35588932,0,0.25617734,0,4.7518406,0.84125096
294,0.41301644,0,0,0,0,1.6802875,0,0,0,1.6520728,0,0,0,1.3829188,0,2.010795,0,0.23623268,2.0398278,0,0.68928397,0,0.32896397,0,0,0.96981233,0.9130736,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0.8710373,0,0,0,0,0,0,0,0,0.7156353,0,0,0.100405835,0,0,1.0634874,0,0.6372824,0,0.9770581,0.05859819,0,0.3321592,0,0,0
296,0.51442593,1.0550988,0.8945424,0,0,0.38712683,0,0,0,0,0.9578457,0,0,0.21147366,1.4020228,0,0.49472097,0,0,0.21602203,0,0,0,0,0,0,0,0.61609465,0.37649348,0,2.5818427,0,0.52834755
297,0,1.0265422,0,1.3059132,0.73157674,0,0.89823794,0,1.1893982,0.6577458,0,0,0,0.7858843,0,1.1816331,0,1.8339984,0.68852013,0,0,1.4672487,0,0,1.1840774,0,1.4997541,0.09747596,0,0,0,0,0
298,0.7208725,2.3368433,0,0,0,0.53884906,0,0,0.54422843,0,0,0,0,0,0.5060939,0.26280567,0.037961993,0,2.0754426,0,1.0473392,0,0,0,0,0,0.8487184,1.1493043,0,0,0,0,0
299,0.21988878,0,0.29464516,0.14279558,0,0,0,1.0387326,0,0,0,0,0,1.0773208,0,0,0,0,0.4975746,0.26683763,0,0,0.5672482,0,0,1.756827,0,0,0,0,0,3.9984965,0
300,0,0,0,0,0,0,0,0,0.8008964,1.9064885,0,0,0,0,0.20208582,1.2853733,0.14720522,0.7043715,0,0,0,0.45890573,0.13637179,0,0,0.54428905,0,0.1911929,0,0.21025008,0,5.9399867,0.28173852
301,0,0.19191678,0.57311004,0,0,0,0,0.3228797,0,0.24419488,0,0,0.8354436,0,0.12366533,0.4529129,0,0.22316152,0,0.22249915,0,0.10395785,0.9763999,2.602775,0,0,0,0.23944889,0,0,0.1552312,0,0
302,0.056282025,0,0,1.9447773,0,0.18686981,0.08362981,0,0,0,1.5701475,1.477192,0.39658198,0.39455098,0.37058714,0,2.024139,0,0,1.7904593,0.15704946,0.07545573,0,0,1.4347734,0.35856044,0,0,0,1.0320967,1.4795135,1.9012525,0.21073397
303,0,0,0,0,0,0.8535181,0,0,0.9384407,0,0.50469273,1.2722015,0,1.187376,0,0,0,1.8953764,0,1.0110412,0.8888513,0,0,0,1.6531553,0.109054714,1.3485717,0.32772514,0.3372827,0.3812919,0,0,0
304,0,2.9810338,1.1612376,3.5196528,0,0,0.15707336,0.33294746,0.13583812,0,1.6377201,0,0.7981922,0,0,0,0,1.4481183,0,0,0,0,0,0,0,0,0.4747133,0,0,0.28491843,0.68188,0.5402489,0
305,0,0,0,0,0.3883997,1.1778867,0,1.3897685,1.6368147,0,0,0.15868768,0,0,0,1.1295719,0,1.5544869,1.0417154,0,1.5397681,0.6773527,0.06537733,0,0,0.7076487,0,0,1.0990874,1.427423,0.539283,0,0.40017375
306,0,0.62823856,0,0,0,0,0,0.94059247,0,0,0.6602312,0,0,0,1.9303168,1.8137523,0,0,0.58199453,0,1.7927159,0,0.115741834,0,0,0,0.19611087,0,2.3467827,0,1.9337817,0,0
307,0.3070891,0,0,0.5341985,1.7281026,1.9739388,1.106697,0,0,0.9924519,0,0.888794,0,1.8488,0,0,0.4555959,0,0,0,0,0,1.7624062,1.5442084,0.15191406,0,2.295908,1.9427545,0.31486177,0,0,1.765892,0
308,0,1.9489145,0,0,0.9567805,0,0,0,0,0.5415623,0,0.54908955,0.51468533,0,0,3.9360974,0,0,0,0,0,0,0,1.6117833,1.1329837,0,0,0.11428495,0,0.09487515,0.46906736,0.02911821,0
309,0,0,0.30649036,0,0,0.70281404,0,1.4860227,0,0.73140633,0,0,1.1717912,0,0,0,0.5917242,0,0.7747517,0,0,0,0,0,0,1.527787,0.31946886,0.2714294,0,0.05876097,0,0,0
310,0,0,1.2770953,0,0.6208691,0.56025445,0,0,1.4195589,0,0,0.796461,0,0,0,0,0,0.71891356,0.44778702,0.41421592,0,0.1142373,0.43211356,0,1.2878,0,3.33297,0,0,1.2676417,0.13665417,0,0.47996885
311,0.3525816,0,0.5362848,0,0,0.06669474,0,0,0,0,0,0,0,0,0,0,0,2.0737984,0,0,0,0.9838318,0,0.6538661,0,0.5737031,0,0,0.48009482,0,0.78174233,2.8857543,0
312,0,0.49158177,0,0,0,0,0.49356186,0.099347055,0,0,0.33332443,0.6649814,1.180346,1.0987759,1.5256573,0.82514644,0,0.24691118,0,0,0,0.123107284,0.19104394,0.22875695,0,0,0,0.12347986,0.42483976,0.44316065,0,0,1.2986611
313,0.23613623,0.5396663,0,0.49202755,0,0,1.033213,0,0,0,0,0.105948865,0,0,1.4371661,1.1742959,0,0,0,1.1425333,0,0,0,0.3150393,0,0,0,0.7532061,0.108670056,0.90869975,0.90457946,0,0.7719284
314,0.7345581,0,0,0,0.19410823,2.5253046,0,0,0,0.29334244,1.7140968,0,0,1.1098882,0,0,0,2.4498186,1.4054121,0.2616823,0,1.7005564,1.0638739,0,2.4077406,0.16685732,0.21304645,1.3203237,0.5255366,0,0.08531755,0,0
315,0,3.1559837,0,0,0,0,0,0,0,1.6944607,0.7496268,0.41946888,0,0,0,0.94105715,0,0,0.031917993,1.7505541,3.1694536,0,0,0,0,0,1.6169533,0,0.057615396,0,0,2.4400632,0.5199424
316,0,0,0,1.0275468,1.2875872,0,0,0,0.23925668,0,0,0,0,0,0,0,2.4021049,2.4178772,0.7457418,0.3216532,0,1.0427192,0.08087062,0.9870837,0,0.8327724,0,0,0,0,0.20985314,0,1.2189736
317,1.2028974,0,0,0.749986,0,0.180941,2.7911613,0.83945936,0,0,0,1.4416627,1.3888308,0,0,0.7738454,0.15661669,1.4050529,0,0,0,0.31080592,0,0.1995431,0,0.6221719,0,0,1.0727576,0,1.4416748,0,0.5978113
318,0,0,0,1.1771429,0,0,0,0,0,0,0,1.507852,0.41242242,0.8770275,0.13077606,0,0,0,1.0436685,0,0,0,0,1.9379189,0.095649466,0,0,0,0,0,0,0.19286838,0
319,0.23597383,0,0,1.0677276,0,0,0,0.14988148,0,0,0.26804188,0,0,0.43167043,0.6289581,0.57469606,0.84227645,1.7558769,0,0,0,0,0,0,0.99948525,0,0,0,0,0,0,0.7315624,0
320,0,0,0,0.38412288,0,0,0,0,0,1.1961039,0,0,0,0,0,0,0,2.7298985,0,1.2944856,0,0,0,0,0,0.78489715,0.23085031,0,1.2631463,0.0772166,0,2.2035205,0
321,0,0,0.99733055,0.89839774,3.2790163,0,0.4626861,0,0,0,0,0,0,0.35424632,1.5235804,0,0,0,1.9293785,0.6206592,0,0,0,2.319019,0,0,1.3312145,0,0,0.5365488,0,0,0
322,0,0,0,0,0,0.13820256,0.2331047,0,0.6437978,0,0,0.28238207,0,0,0,0.3762541,0,2.8375328,0,1.8091967,0,0,0,0,0,0,0,1.035663,0,0,0,0,0.9519511
323,1.1304444,0,0,0,0,0,0.161471,0,0.08125627,0.5771912,0,0,0,0,0,2.1247218,1.5918914,0,0,0,2.31208,0,0,0,0,0,2.2962058,0.9348957,0.09424656,0,0,0.72886705,0
324,0,1.1231825,0,0.7691888,0,0,0.5757386,0,0.7813381,0,0.9761788,0.40111113,0,0,0,1.0106493,0.066489145,1.5120722,1.0974982,0,1.126616,1.3769463,0.48061255,0,0,0.09713002,0,0,0,0,0,0,0.2939305
325,1.0783811,0.24690828,0.23691858,0,0,0,0.83361036,1.7637793,0.20179361,0,0.502264,0.72067094,0,0.38472655,1.7619836,0,0,0.46829084,0,0,0.31706858,0.61636245,0,0,0.44498405,0,0,0.47703627,0.34079382,0,0,0,0
326,0,0,0,0,1.2602553,0.06676311,0,0,1.4090981,0,1.4158599,5.185557,0,0,0,0.1710951,0,0.64200664,0,0,0,0.025603624,0,0,1.5931658,0,0,0,0,0,1.34287,0,0
327,0,0,0.5061837,0,0,0,0.4369324,0.6026687,0,1.2960193,0,0,0,0.6628424,0.58081543,0,0,0,0.84325606,0,0,0,0,0.7588181,0,0,0,0,0,0.58890134,0,0,0
328,0,0,0.4851659,0.9792956,0.15662546,0.6537975,0.98788196,0,0,0,0,0.72603273,0,0.860941,1.3529867,0,0,0,0.97760534,0,1.9145119,0,1.3400853,0,0,0.50123656,0,0,0.7772493,0,0,0,0
329,0,0.8369426,0,0,0.55047363,0,1.6675475,1.3183564,0,0,0,2.1030102,0,0.4308044,0.23134783,1.5389616,0,0,0,0.8204508,0,0.27154815,0.003025566,0,1.1191796,0,0,0,0,0,0,1.5035485,1.7473348
330,0.03335177,1.0758246,1.0644047,0,0.6433156,0.32443768,0,0,0.001799707,0,2.0101733,0,0,0.661463,0,0,0,0.37808296,0,0,0,0.38301784,0,0,0.5789665,0,0.7954224,0.62374604,0,0.22267336,1.3605627,0,0
331,0,0,0.8601703,0,1.3267473,0,0.54445934,0.8385331,0.4464634,0,0,0.7289194,0,0,0,0.51122695,0,0,0.26948306,0,2.0242763,0,1.2512524,0.8894499,0,1.4625592,0,0,0,0.9369923,0.2792237,1.10325,0
332,0,0,0,0.06348571,0,0,1.0258349,0,0,0,1.3149912,0,1.533984,0,1.1673418,0,0,0,0,0,0,0.79943204,0,0,1.4370363,0,0.070493855,0,0.35651532,0,0.17330953,0,0
333,0,0,0.50733435,1.1287094,0,0.40762046,0.21847247,0.41383576,0,0,0,0,2.9546084,1.4817502,0,0.89851576,0,3.6617205,0,0.07003945,1.8109215,0,0,0.042438786,0,0,0,0,0,0.49119046,0.14298095,0,0
334,0.45399177,5.0917497,1.1802691,0,0,2.108152,0,0.971161,0.73245823,0,0,2.0661447,0,0,0,0,0,1.0989782,0.33685258,0,0.7914932,0.83922386,0.6279129,0,0,0,0,2.1249986,0,0,1.2170615,2.0098102,0
335,0,0,1.0858766,0,0,0,0.40066412,0.056760695,0,0,0.7260368,0,0.822644,0,0.4667535,0,0,0,0.46316907,0,0,0,0.6975293,0,0,0.2598821,0,0.14513573,0,0,0,0.04446722,1.2373743
336,0,0,0.9159174,1.4328241,0,0,0,0,0,0,0,0,0,0.10375812,0,1.8657992,1.9024246,0,0,0,0,0,0,0.44530374,0.62406546,0,0,0,0,0,0,0,0.49844843
337,0,0,0,0,0.13041522,1.3885446,0,1.5475237,1.0018748,1.98384,0,0.79935586,1.2523426,0.34371883,0,0,1.3918539,0,0,0.3845842,0.9769712,0,0,0.2410843,0.46903658,0,0.1219103,0,0,0,0,0,0
338,0.67354375,0,0.26559338,0,0,0,0,0,0,0,0.033039078,0,0.16643295,0.291792,0,0,0,0,0,0,0,0,0.23105735,0,0,0.764303,0.9776251,0,0.043997765,0.5139781,0,0,0
339,0.40439954,3.9218652,0,0,1.4477956,0,0,0,0,0,1.315531,3.629791,0,0,0,1.6518881,0,0,0,1.4802336,2.4775765,0.6953869,0,3.0505762,0,0.773351,0,0,1.5531087,0,0,1.1317925,0.17221998
340,0,0,0,0.7969471,0,0.6058715,0,0,0,0.69179726,0.43350908,0,0,0,0.93128896,0,1.2755636,1.370679,0,0,0.33117992,0,0,0,2.7982564,0,0,0,0.8589423,0,0,0,0
341,0,0,0.33592644,1.6259588,0.56244904,0,0,0,0,0,0,0,0,0,0,0,0,2.441692,0,0,0,0,1.2232574,0,0,0,0,1.034413,0.65796715,0,0,0,0.77426404
342,0,2.5230207,1.0633065,0,0,1.2181306,0,0,0,0.3529947,1.1912785,0,1.616562,0.47359362,1.1567601,0,0,0.034869127,0,0,0,0,0.74247175,0,0,0,0,0,0,0,0,0,0
343,0.93597364,0,0,0,0,0,0.14407215,0,0.076736525,0.84831005,2.4382386,0,0,0,0,0,0,0.38979372,0,0,0,1.1951861,0,0,0,0.8169518,0,0,0,0,0,1.9418805,0.3864578
344,0.82460093,0,0,0,1.4398996,0,0.24723195,0,0,0,0,0.044996604,1.9483088,0,0,0.7432005,0,1.030475,0,1.5190338,0,0,0,0,0,0.09234929,0.9926789,0,0,0,0,0,0
345,0,0,0,0,0,0,1.9602672,0,0,0,0.5700426,1.1568764,0,0,0.08825765,0,0.5991698,1.6751006,1.6277885,0,2.5103872,0,0.037325397,0.7473996,0,0,2.1825116,0.016342565,0,0,2.2104187,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0.70552176,0.13989098,0,0.0190391,0.40351808,0,1.442421,3.4653988,0.6060529,0,0,0.39401126,0.4091336,0.168748,0,0,0.40876266,0,0,0,0,0
347,0.20919499,0,0,0,0,0,0,0,0,0,0,0,2.2073383,1.0989066,0,0,0.19261162,0,0.21146302,0,0,0,0.11406673,0,2.317519,0,0,0,0,0,0,0,0
348,0.18439622,1.8495661,0.1459504,0,0,0.37563416,0,0,0,1.7036986,0,0,0.21116313,0,0,1.4894919,0,2.0727224,0,0,0.6931362,0,0,0,0,0,1.910055,0.18214798,2.0611184,0,1.7831044,0,0.1153934
349,0.45842367,0,2.8747468,0,0.4578972,0.842782,0,2.2039912,0,0.20572463,0,0,2.7542024,0,0,0,0,0,0,0,0,0.7779639,0.46735033,0,1.5456878,0,0,0,0,0.8242523,0,0,0
350,0,0,0.7100975,0,0,0,0,3.0164225,2.5578067,0,0,0,0,0.40925467,0.70783746,0,0.99223894,0,0.15451944,0,0,0,1.1397054,3.1096265,0,0,0,0,0,1.9160266,0,0,0
351,0.99302834,0,0,1.4837272,0,0.26358473,0,0.008027218,0.18463369,0,0.24932916,0,0,0,0.10477213,0,0,0,2.8893278,0,0,0,0.18615493,0,0.5808348,0,2.3491232,0.8903465,0,0,0,0,0.8559784
352,0,0,0.025309619,0,0,1.4960188,0,0,0,0,0,0,0,0.6493539,0.29970214,0,0.32095477,0,0,0.68353254,0,0.10771146,0,0.84484285,0,0.96126586,1.376986,1.1459711,0,0.66619897,0,1.1508487,0
353,0,0.52859217,0.10705253,0,3.2275245,0,0,0,0,0,0,2.2414978,0,0.509799,0,0,0,0,0,0.034525137,0,0,0.20321997,0,1.5619744,1.8309637,0.5290641,0.16584514,0,0,1.1239227,0,0
354,0,1.7976439,0,3.5934064,0,0,1.0404277,0,1.006098,0.49852943,1.2715405,0,0.30882594,0.99112135,1.1099458,1.0832065,0,0,1.4251947,0.91502887,0,0,0,0,0,0,0,0,0.014482006,0.18266855,0.6744465,0.93231857,0
355,0.7297874,0,0.23882161,0.71055406,0,0,0.30563965,0,0,0.18322378,0,0,0.6152694,0,0,0,0,0,0.9881115,0,2.0335608,2.259653,0.64494485,0,0,0.24582036,0,0,0,0.021801073,0,0,0
356,0.49413538,1.9288881,0.71917295,2.1144876,1.1754208,0,0.51952136,0,0,0.85663134,0.1907326,1.6845226,0.15115939,0,1.2740717,1.139975,0.9413726,0,0,0.8184377,0,0.32489854,0,1.2318928,0,0,0,0,0.5618676,1.4628787,0.24980576,0,0
357,0.64499635,0,0,0,0,0,0,0,1.0605694,0,0,0,0,0,0,0,0.12718233,0,0,0,0,0,0,0,0,0,1.0921674,0,0,0,0.042300038,4.2878118,0.38429552
358,0.9685109,3.830832,0,0,0,0,0.42668915,0,0,0,0,0,0.7175797,0,0.8658971,0,0.8560208,1.5863816,0.72402143,0,0,0,0.12914103,0,0.14403681,0,0,0.4268859,0,0,0,0,0.78298074
359,0,0,0,0,0.6696139,0.15874222,0,0,1.2315142,0,0,0.16514544,0.9588188,2.242095,0,0,0,1.1471578,0,1.8573178,1.9694157,0,0,0,0,0.7945058,0,0,1.5199386,1.3585705,0,2.2461169,0.27097648
360,0,0.5976985,0.7989636,0,0,0,0.46921197,0.68884945,0.8415567,0,1.4694511,0,0,0.30923873,0,0,0.10318384,2.3328922,0.4383083,0.013682027,0.26145548,0,0,0,0.63597107,1.4016231,0,0.15355632,0,0.5367516,0,0.17852528,0
361,0,0,0,0.41335076,0,1.184023,1.4789867,0.37084916,0.058277257,1.0780779,0.42076257,2.4207027,0,0,1.0484793,0,1.0185522,0,0,0.05249485,1.3913395,0,0.95327544,1.7077434,0,0,0.7820816,0.76350015,0,0,0.20908256,0,0
362,0.030280836,1.7625673,0,0.9476208,0,0,0,0,0,0,0,0,0,0.6166821,2.0130405,1.4236184,0,0,0,0,2.3699923,1.9746021,0.12259597,0,0,0,0,0,0,0.5054193,0.57846624,0,0.84991634
363,0,0,0,0,0,1.0658941,0,0,1.5244617,0,0,0,0,0,0,0.3555647,0,0,0,0,0,0.4668322,0,0,1.6616796,0,0,0,0.31974104,0,0,0,1.2081141
364,0,0,0.6752632,0,0.38718402,0,1.2282561,0,0,0.4430209,0.5320661,0,0,0,0,1.6217222,2.148331,2.6531737,0,0,0.2754407,0.38066503,0.48323765,1.9931461,0.7646943,0,1.2661911,0.36705437,0.15335977,0.3669743,0.8411094,0,0
365,0,2.5099213,0,0,0.61366564,1.5983177,0,0.8828228,0.33351618,0,0,0,0,0.77011144,0,0,0,0,0.30765033,0,0,0,0,0,1.9066075,0.7740924,0,0,0,0,0,0.7682239,0
366,0,0,0.05408594,1.3664399,1.3400362,0.6384662,0,0.000753275,0,0,0,0.18424582,0.5366406,0,0,0,0.55075556,0,0,0,0,0,0,0,0.8211411,0,0,0,0,0,0.23497005,0,0.08493423
367,0,5.060583,0,0,0,0,0.38371852,0,0,0.19829799,0,0,0,0,0.6073748,1.2640446,0,1.7349963,0.37330475,0,0.52083945,0,0,1.2295413,0,0,0,0,1.5257717,0,0.07932751,0,0
368,0,0,0,0,0,0,0,0.62616384,0,0.055137083,0,0,0,0,0,0,0,0,1.1204007,0,0,1.5732391,0,0,0,0.05831668,0,0.6738175,0,0.5134023,0.04571994,2.0695403,0.073691286
369,0.79330355,0,0,0,0,0,0.9654657,1.4901737,0,0,0.25508288,1.2566049,0,0,0.051253468,0.47721004,0.2463256,0,0,0,0,0,0,0,0,0.21874313,0,0,1.983285,0,0,0,0
370,0,0,0.5328492,0,0,0,0,0,0,0.6345231,0,1.3265394,0,0.25264922,0.19320588,0,0.8420176,0.97501945,0.922093,2.497197,0,0,0,0.3370052,0,0,1.4492456,0,0,0,0,0,0
371,0,1.6551032,0,0,2.978411,0,1.5787345,0.17893603,0,0,0.92551935,0,0.17144229,0.10478908,0,1.0641693,0.039795402,0,0,1.4976403,0,0.5456201,0,2.7695224,0.37778345,0,0,0,0.46032172,0,0,3.3823497,0.76867515
372,0.4908876,0,0,2.647115,0,0,1.0407516,0,0,0,0,0.0888855,0,0.3543,0.07655404,0,0,0.5650807,0,0,0.2988684,0.6145987,0,0,0.5999357,0,0,0,0.3194386,0.6241519,0.040645283,1.1376064,0
373,0,0,0.050870944,0,2.2456234,0,0,0,0.9487756,0,0.28022712,0,0,0,0,3.631738,0,0,0,0,0,0,1.1114331,0,0,0,0,0,0,0.7608988,0,0,0
374,0,0,0.4792164,0,3.1442354,0,0,1.5039726,0.5222898,0,0,0,0,0,0,0,0,0,1.1067015,0,0,0,2.273873,3.4490511,0,0,0,0,0,1.2828811,0,0,0.1944432
375,0,0,0,0,2.568343,0,0,0.15463267,1.5783272,0,0,0,0,0,0,0,0,0,0,0.17614703,0,0,0,0,0,0,0,0,0,0.4592774,0,0,0
376,0,0,0,0,1.1077349,0.3287136,0,2.6573472,0,0,1.0598694,0,0,0,0,0,0,0,0,0,0,0,0.04798229,0.71973115,0,0,1.113426,0,0.56050426,0.3688974,2.0604942,0,1.1017685
377,0.7475726,1.3096015,0.16828412,0,0,1.4425241,0.62418216,0,0.46044123,0,0,0,0,0.20201218,0,0.46147498,0,0,0,2.329541,0,0,0,0,0.29910702,0,0.7663521,0.9473284,0,0.13020577,1.7424482,0,0.32965067
378,1.2184302,0,0.15852015,0,1.4953934,0,0.64395386,0.9543529,2.505213,0,1.7358978,0.5399985,0.4114523,0.43187872,0.42137685,0,1.3141999,0,0,0.5584811,0,0,0.30886874,0,1.8881879,2.2228432,0,0.1974383,0,2.898469,0,0,0.55817395
379,3.0840573,0,0.5624142,0,0.60274875,0.082832105,1.4894295,0.294003,1.8930424,0.17150985,7.570546,3.682003,0,0,0,5.3056273,10.014153,0,0,1.4594017,0,0.19684657,0.9490639,0,0,1.6936413,0.25784543,1.2467972,0,5.41578,0,4.395561,0
380,6.406614,0,0.6906633,0.8961774,0.42095724,0,1.3466421,0.33485815,0.7681469,2.6925921,7.658975,6.8601327,3.0152466,0.09492231,0.7825162,6.894498,9.397343,1.6612332,0,5.224315,1.3435111,0.2172842,1.5515546,0,0,6.6592064,0.2263319,3.09408,3.380373,9.095479,0.9860649,0,0
381,6.91864,0,0.16172236,2.8902736,0,1.4246024,0,0,2.2086182,4.186533,8.955693,11.290007,0,2.865403,1.17955,13.358401,9.6519785,3.1752775,0.496076,6.9509454,3.9296637,1.6553411,0,0,14.011809,8.696307,0,12.726797,6.5624876,4.9989824,1.1051418,0,0.6150635
382,3.3757753,0,0,1.6183413,0,5.5188394,0,0.1398053,3.3987916,1.3801748,5.6196637,12.861015,0.81082773,2.4110653,0.888234,9.389262,4.4882445,3.2423754,0.74058133,7.921867,2.750161,0,0,0,11.411796,3.4559062,0.8075828,11.882536,5.385839,3.287071,0,2.1977537,0
383,4.408521,5.388802,2.2923732,0,0.5570537,5.154397,0.7501495,1.6511157,0.2474155,0,2.7747583,5.8948035,0.00330373,2.5080063,1.9220607,6.839927,4.6665835,1.2626932,1.2159889,7.823053,6.657393,4.1260314,0,0,7.169272,2.120987,0,5.011933,0.1568987,6.787591,0,0,0.5221558
384,1.7417423,0,0.63611454,3.3582563,0,4.995724,0,0.21766981,2.0728745,0,0.3835291,2.1457217,0,0.8783604,0.63482934,3.3218985,0.7503262,5.0365543,0.3743154,4.3958855,5.2456737,0,0.45037088,0,6.452676,1.1456009,0,1.996368,0.12515807,0,0.014106389,0,0
385,0.040652763,0,0.15835963,3.2877488,0,2.5611606,1.2141865,0.3462151,2.0247204,0,0.43660197,5.156722,0,0,0.814292,0.73965544,0.89976937,0,1.545998,2.0271924,0.59410405,0,0.026349543,0.17442982,3.215989,0.6270737,1.1100029,6.8355927,2.5010285,0.55740577,1.4499534,0,0
386,0,4.941572,0.14525121,2.302228,0,4.594568,1.6316243,0,0.37127587,0,0,0,0,0,0,0.6654475,0,0.7518225,0,0.7365178,0,3.3884106,0,0.045592647,1.0374944,0,1.8185927,1.8087826,0.5121869,0,0.77956104,0,0.8458803
387,0.58660406,0,0,2.8387449,0,1.7485325,0,0,1.7808423,1.2695807,0,0.8341308,0,0.620447,1.8856533,0.75132924,0,0.97902477,2.169379,1.4016924,0,0,1.5377072,0.84375167,0,0,0,4.5523486,0,0.19485761,0,0,0.661504
388,0,0,0,0,0.22430582,2.4497063,0,0.28640735,0.7310933,0,0,0,2.4633226,0.5760649,0,1.9548895,0,2.2923048,0,0,0,2.476588,0,0,1.5410215,0.6928246,0.87989277,1.4113358,0.6871289,0.9124706,2.4356942,0,1.036653
389,0,0,0,0,1.2259314,0.75426674,0,0,1.1562512,0,0,0.46885833,0,0.9288686,0.30622584,0,0,0,0,0,0,0,0.17933619,0,0,0,0,3.3220189,0.55434936,0,0,0.013225856,0
390,0,0,0,0.29522884,0.20147255,0,0,0,0,0.545016,0.318121,2.0827153,0,0,0,0.036080163,0,0,0,0,0,0.55908036,0.45593715,1.2014245,0,0,0,0,0,0,0.64421093,0.9756195,0
391,0,2.2516878,0,0.58582866,0.43685377,0,1.4409429,1.5083369,0.6295442,0,0,0.66937184,0,0,0,1.1488239,0.9412862,0,0,0.28173625,0,0,1.8739476,1.656205,0,0,0,0,0,0.34352905,0,1.9072889,0
392,0,0,0,0,6.6526175,0,0,2.86378,1.3955984,0,0,0,0,0.52181983,0,0,1.4306796,0,3.0477707,0,0,0,2.0693197,1.0947125,0,0,0.13553648,0,0,1.0317768,0,0,0
393,0,0,0,0,0,1.5096722,0.12902574,0.58310586,0,0,0,0,1.1296505,1.0909115,3.281705,0,0,0,0,0.37662607,0,0,0.9988507,0,0,0.22296418,0.46755254,2.1784477,0,0,0,0,0.41411373
394,0,0,0.379725,0,0.93764156,0,0.6896188,0.35717595,0,0.92269546,0,0,1.7022829,0.87524444,0,0.917126,0,0,0,0.14665397,0,0,0,2.441764,0,0,0,0,0,0,0.58465767,0.52720803,0
395,0.4392739,1.3750447,0.77026683,0,1.0262034,0,0.5841082,0,0,0,0,1.220274,0,2.021541,1.6337174,0,0,0,1.0208865,0.08190937,0,0,0,0,0,0,0,0.92196995,1.0257273,0,0,0.37773034,0
396,0.12492608,2.7407084,0.26503062,3.4761834,0,2.87756,0,0,1.4762003,0,0,0.75653934,0,0,0,0,0,0,0,0.51062936,0,0,0.10113421,0,0,0.092756905,2.9602654,0.6032151,0,0,0.32916704,0.91552854,0.2210688
397,0,0,1.3195046,2.5622556,0,0.43151125,0,0.041118987,0,1.1309876,0,0,0,0,0.50920695,0,0,2.9513397,0,0,0.8029456,0,0,0,0,0,0,0,0,0,0,0,0
398,1.323928,0.05121914,0.1690467,3.4270678,0.35910517,0,0,0,0.39888588,1.5128454,1.0327538,0.2653089,1.2899948,0,0,0,0,0,2.3862953,0,0,0,1.6367909,0,0,0.33431107,0.44127154,0,0.8883934,0,0,0,1.0718126
399,0.79269594,2.8944287,0.5402299,1.2194763,0,0.51975095,0.18954723,0,0,0.4308992,0,0,0,0,1.3815631,0,1.313351,0,0,0.081526965,0,3.5381186,0,0,0,0,0,0.5105057,0,0,0,3.3002443,0
400,2.0059583,0.90003306,0,2.3763723,0,0,1.7875799,0,1.636732,0,0,0,0,0,0,0,0,3.2345283,0,0,1.5847255,0.3064295,0,0,0,0,0,0,0.77112925,0,0,3.7230346,0
401,0,0,0,2.4708881,0,1.6605539,0,1.1445472,0,0.37575924,0,2.5283275,0.78962827,0.84615046,0,0,0,0,0,0,0,0,1.0352876,0.569158,0,0,0.7465109,0,0.4823419,0,0,0,0
402,0,0,0.52491176,1.3143318,0,0,0,0.49018058,0,0,0,1.7181829,0,1.4304513,0,0,0,1.2426709,0,0,0.53183323,0,0,0.7928226,0,0,0,0,0,0,0.55946785,0.54355156,1.7729646
403,0.85622495,0,0,0,0.42243856,0,0,0,0,0,2.3017983,0,0.74810946,0,0,1.1916074,0,0,0,0,0,0,2.4959867,0,2.162761,0.32958224,0.55664814,0,0,0,0,0.40559703,0
