roi,ROI,Classification,x,Y
22,14,,174,443
17,12,,86.93706294,166.0629371
40,25,1,314,222
11,6,,381.7222222,147.7430556
23,15,,436,435
14,9,,237,371
5,1,,346.0675676,370.1891892
13,8,,125,337
12,7,1,15.38864629,323.7117904
32,21,,91,278
33,22,,166,275
10,5,1,230,145.5555556
