roi,ROI,Classification,x,Y
1,1,,89.47552448,116.5384615
4,4,,298.9461078,252.0658683
5,5,,385.3404255,284.0957447
7,7,1,273,473.5
9,8,,200,396.1511628
10,9,,180.78125,337
13,12,,169,487.233871
14,13,,261,356
17,15,,119,490
23,17,,264,433
25,19,,433,383
26,20,1,316,379
27,21,,149,377
34,22,1,204,303
37,24,,52,277
39,25,,30,222
42,26,,190,218
43,27,,336,219
45,28,,358,181
47,29,,284,164
48,30,,70,161
50,31,,223,58
