Trial,Behavior,Start,End
,walk,3978.59,3984.59
,both in vain,3985.59,3986.59
31.0,valve opened,3986.59,3990.59
,noise generation,4025.59,4060.89
,walk,4079.59,4089.59
,walk,4124.59,4127.59
,both licking,4128.59,4141.59
32.0,valve opened,4137.59,4140.59
,both reach,4142.59,4148.59
,both in vain,4149.59,4150.59
,both licking,4151.59,4153.59
,both in vain,4154.59,4167.59
,both in vain,4168.59,4174.59
,both in vain,4175.59,4179.59
,both in vain,4180.59,4181.59
,both in vain,4182.59,4183.59
,both in vain,4184.59,4187.59
,both in vain,4188.59,4190.59
,both in vain,4191.59,4193.59
,both in vain,4194.59,4197.59
,both in vain,4200.59,4203.59
,both in vain,4204.59,4206.59
,both in vain,4207.59,4211.59
,both in vain,4212.59,4214.59
,walk,4215.59,4226.59
,both in vain,4227.59,4231.59
,walk,4232.59,4237.59
,both in vain,4238.59,4239.59
,both in vain,4240.59,4241.59
,walk,4242.59,4248.59
,both in vain,4249.59,4251.59
,walk,4252.59,4257.59
33.0,valve opened,4254.59,4258.59
,noise generation,4293.59,4328.89
34.0,valve opened,4405.59,4409.59
,noise generation,4444.59,4479.89
,walk,4529.59,4548.59
35.0,valve opened,4555.59,4559.59
,noise generation,4594.59,4629.89
36.0,valve opened,4706.59,4710.59
,noise generation,4745.59,4780.89
37.0,valve opened,4856.59,4860.59
,walk,4853.59,4869.59
,noise generation,4895.59,4930.89
38.0,valve opened,5006.59,5010.59
,walk,5011.59,5015.59
,noise generation,5045.59,5080.89
39.0,valve opened,5157.59,5160.59
,noise generation,5193.59,5228.89
,walk,5304.59,5310.59
40.0,valve opened,5307.59,5311.59
,cont reach,5311.59,5316.59
41.0,valve opened,5425.59,5429.59
,noise generation,5464.59,5499.89
42.0,valve opened,5575.59,5579.59
,noise generation,5614.59,5649.89
43.0,valve opened,5726.59,5730.59
,noise generation,5765.59,5800.89
44.0,valve opened,5876.59,5880.59
,walk,5901.59,5907.59
,noise generation,5915.59,5950.89
45.0,valve opened,6026.59,6030.59
,noise generation,6066.59,6101.89
46.0,valve opened,6177.59,6181.59
,noise generation,6216.59,6251.89
47.0,valve opened,6327.59,6331.59
,noise generation,6366.59,6401.89
48.0,valve opened,6478.59,6482.59
,noise generation,6517.59,6552.89
49.0,valve opened,6628.59,6632.59
,noise generation,6667.59,6702.89
,walk,6733.59,6764.59
50.0,valve opened,6779.59,6782.59
,noise generation,6818.59,6853.89
51.0,valve opened,6929.59,6933.59
,noise generation,6968.59,7003.89
52.0,valve opened,7079.59,7083.59
,noise generation,7028.59,7063.89
,walk,7218.59,7237.59
53.0,valve opened,7230.59,7234.59
,noise generation,7269.59,7304.89
,walk,7313.59,7349.59
54.0,valve opened,7380.59,7384.59
,walk,7386.59,7394.59
,noise generation,7419.59,7454.89
55.0,valve opened,7531.59,7534.59
,walk,7537.59,7547.59
,noise generation,7570.59,7605.89
,walk,7665.59,7670.59
,both licking,7671.59,7683.59
56.0,valve opened,7681.59,7684.59
,both reach,7684.59,7692.59
,walk,7693.59,7696.59
,both licking,7696.59,7707.59
,both in vain,7708.59,7712.59
,both in vain,7714.59,7718.59
,both licking,7719.59,7723.59
,both in vain,7725.59,7729.59
,both in vain,7730.59,7733.59
,both in vain,7734.59,7735.59
,both in vain,7736.59,7737.59
,both in vain,7738.59,7740.59
,both licking,7744.59,7748.59
,both in vain,7749.59,7758.59
,both in vain,7759.59,7762.59
,both in vain,7763.59,7764.59
,both in vain,7765.59,7767.59
,both in vain,7768.59,7769.59
,both in vain,7770.59,7776.59
,both in vain,7777.59,7780.59
,walk,7781.59,7787.59
,both in vain,7788.59,7790.59
,both in vain,7791.59,7792.59
,walk,7793.59,7798.59
57.0,valve opened,7796.59,7799.59
,cont reach,7799.59,7801.59
,both in vain,7805.59,7811.59
,both in vain,7812.59,7817.59
,both in vain,7821.59,7827.59
,both in vain,7829.59,7837.59
,both in vain,7838.59,7842.59
,both in vain,7861.59,7863.59
,both in vain,7864.59,7867.59
,both licking,7868.59,7872.59
,both in vain,7873.59,7877.59
,both in vain,7878.59,7881.59
,both in vain,7903.59,7908.59
58.0,valve opened,7912.59,7915.59
,cont reach,7915.59,7918.59
,both in vain,7920.59,7928.59
,walk,7929.59,7936.59
,cont in vain,7937.59,7946.59
,both in vain,7949.59,7958.59
,both in vain,7965.59,7971.59
,both in vain,7991.59,7995.59
,both in vain,7996.59,7997.59
,both in vain,7998.59,8004.59
,both in vain,8005.59,8008.59
,walk,8024.59,8030.59
59.0,valve opened,8028.59,8031.59
,cont reach,8031.59,8033.59
,both in vain,8041.59,8049.59
,walk,8080.59,8102.59
60.0,valve opened,8144.59,8147.59
,cont reach,8147.59,8153.59
,walk,8196.59,8217.59
61.0,valve opened,8260.59,8264.59
,noise generation,8299.59,8334.89
62.0,valve opened,8410.59,8414.59
,noise generation,8450.59,8484.59
,two photon imaging,,8484.59
