Trial,Behavior,Start,End
1.0,valve opened,90.59,94.59
,noise generation,129.59,164.89
2.0,valve opened,240.59,244.59
,noise generation,279.59,314.89
3.0,valve opened,390.59,394.59
,cont reach,394.59,398.59
,cont in vain,399.59,400.59
,cont licking,401.59,406.59
,walk,407.59,412.59
,cont in vain,413.59,415.59
,cont licking,416.59,425.59
,cont in vain,427.59,430.59
,cont licking,431.59,434.59
,walk,435.59,446.59
,cont licking,455.59,463.59
,cont licking,467.59,477.59
,walk,485.59,492.59
,both in vain,493.59,495.59
,both licking,496.59,502.59
4.0,valve opened,508.59,511.59
,cont reach,511.59,514.59
,cont licking,515.59,520.59
,both in vain,521.59,524.59
,cont licking,525.59,529.59
,both in vain,530.59,533.59
,cont licking,534.59,537.59
,both in vain,538.59,541.59
,both in vain,547.59,552.59
,both in vain,563.59,566.59
,both licking,567.59,572.59
,both in vain,574.59,577.59
,both in vain,601.59,605.59
,cont licking,606.59,609.59
,both in vain,612.59,615.59
5.0,valve opened,624.59,627.59
,cont reach,627.59,637.59
,cont licking,656.59,660.59
6.0,valve opened,739.59,743.59
,cont reach,742.59,745.59
,cont licking,746.59,753.59
,both in vain,768.59,771.59
,both licking,772.59,778.59
,both in vain,779.59,782.59
,cont licking,783.59,790.59
,walk,810.59,825.59
7.0,valve opened,855.59,859.59
,cont reach,859.59,861.59
,cont licking,862.59,878.59
,both in vain,879.59,881.59
,cont licking,882.59,887.59
,both in vain,888.59,891.59
,cont licking,892.59,897.59
,both in vain,899.59,903.59
,both licking,919.59,927.59
,both licking,936.59,943.59
,both licking,952.59,959.59
8.0,valve opened,972.59,976.59
,cont reach,974.59,978.59
,walk,983.59,990.59
,walk,1036.59,1053.59
9.0,valve opened,1088.59,1091.59
,cont reach,1091.59,1097.59
,walk,1098.59,1102.59
,both in vain,1103.59,1105.59
,both licking,1106.59,1109.59
,both in vain,1110.59,1113.59
,both licking,1114.59,1130.59
,both in vain,1131.59,1133.59
,walk,1154.59,1159.59
,both licking,1160.59,1192.59
,both in vain,1193.59,1195.59
,both in vain,1196.59,1197.59
,both in vain,1198.59,1201.59
,both in vain,1206.59,1208.59
10.0,valve opened,1205.59,1208.59
,walk,1209.59,1212.59
,both reach,1213.59,1215.59
,both in vain,1216.59,1219.59
,both licking,1220.59,1225.59
,both in vain,1226.59,1228.59
,both licking,1229.59,1237.59
,both in vain,1238.59,1240.59
,both licking,1241.59,1246.59
,both in vain,1247.59,1249.59
,walk,1256.59,1328.59
11.0,valve opened,1325.59,1329.59
,cont reach,1329.59,1335.59
12.0,valve opened,1442.59,1446.59
,cont reach,1445.59,1449.59
,cont licking,1450.59,1459.59
,walk,1460.59,1484.59
13.0,valve opened,1559.59,1562.59
,cont reach,1562.59,1565.59
,both in vain,1571.59,1573.59
,both licking,1574.59,1579.59
,both in vain,1580.59,1588.59
,both in vain,1589.59,1592.59
,both licking,1593.59,1602.59
,walk,1667.59,1677.59
14.0,valve opened,1675.59,1679.59
,cont reach,1678.59,1681.59
,cont licking,1682.59,1687.59
,both licking,1693.59,1697.59
,both licking,1733.59,1768.59
15.0,valve opened,1791.59,1795.59
,both reach,1794.59,1797.59
,both licking,1798.59,1815.59
,both in vain,1816.59,1819.59
,both licking,1820.59,1825.59
,both in vain,1826.59,1829.59
,both in vain,1848.59,1851.59
,both licking,1852.59,1857.59
,both in vain,1858.59,1861.59
,walk,1904.59,1909.59
16.0,valve opened,1907.59,1911.59
,cont reach,1910.59,1914.59
,walk,1916.59,1929.59
,walk,1940.59,1948.59
17.0,valve opened,2023.59,2027.59
,noise generation,2063.59,2098.89
18.0,valve opened,2174.59,2177.59
,cont reach,2177.59,2190.59
,both in vain,2192.59,2201.59
,both in vain,2202.59,2205.59
,both licking,2206.59,2212.59
,both in vain,2213.59,2215.59
,both licking,2216.59,2222.59
,both in vain,2223.59,2225.59
,both in vain,2230.59,2233.59
,both in vain,2235.59,2238.59
,both licking,2239.59,2244.59
,both in vain,2245.59,2247.59
,both in vain,2249.59,2251.59
,walk,2252.59,2309.59
19.0,valve opened,2292.59,2296.59
,noise generation,2331.59,2366.89
20.0,valve opened,2442.59,2446.59
,noise generation,2481.59,2516.89
,walk,2546.59,2574.59
21.0,valve opened,2592.59,2596.59
,both reach,2619.59,2624.59
,walk,2629.59,2701.59
22.0,valve opened,2734.59,2738.59
,noise generation,2774.59,2809.89
23.0,valve opened,2885.59,2888.59
,cont reach,2891.59,2902.59
,both in vain,2904.59,2912.59
,both in vain,2913.59,2920.59
,both in vain,2921.59,2924.59
,both in vain,2927.59,2931.59
,both in vain,2932.59,2937.59
,both in vain,2938.59,2942.59
,both in vain,2943.59,2945.59
,both in vain,2946.59,2953.59
,both in vain,2956.59,2958.59
,both in vain,2959.59,2960.59
,both in vain,2961.59,2963.59
,both in vain,2964.59,2965.59
,both in vain,2966.59,2967.59
,both in vain,2968.59,2971.59
,both in vain,2976.59,2990.59
,both in vain,2991.59,2992.59
,both in vain,2993.59,2995.59
,both in vain,2996.59,2997.59
,both in vain,2998.59,3000.59
,both in vain,3001.59,3002.59
24.0,valve opened,3005.59,3008.59
,walk,3003.59,3013.59
,cont reach,3014.59,3022.59
,both licking,3023.59,3029.59
,both in vain,3030.59,3033.59
,both in vain,3036.59,3038.59
,both in vain,3039.59,3041.59
,walk,3042.59,3064.59
,both in vain,3065.59,3067.59
,both in vain,3068.59,3071.59
,both in vain,3072.59,3074.59
,walk,3075.59,3096.59
25.0,valve opened,3127.59,3131.59
,noise generation,3166.59,3201.89
26.0,valve opened,3278.59,3281.59
,noise generation,3317.59,3352.89
27.0,valve opened,3428.59,3432.59
,walk,3431.59,3448.59
,noise generation,3467.59,3502.89
28.0,valve opened,3578.59,3582.59
,cont reach,3605.59,3607.59
,both in vain,3610.59,3619.59
,both in vain,3620.59,3624.59
,both in vain,3633.59,3643.59
,walk,3687.59,3710.59
29.0,valve opened,3718.59,3722.59
,noise generation,3757.59,3792.89
30.0,valve opened,3868.59,3872.59
,cont reach,3872.59,3878.59
,both in vain,3879.59,3884.59
,walk,3885.59,3888.59
,both in vain,3889.59,3891.59
,both in vain,3899.59,3903.59
,both licking,3904.59,3913.59
,both in vain,3914.59,3917.59
,both licking,3918.59,3926.59
,both in vain,3927.59,3930.59
,both in vain,3960.59,3969.59
,both in vain,3972.59,3974.59
,both in vain,3975.59,3977.59
