x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6.065962,1.2645079,0,0,2.682854,5.6903367,0,0,0.0694937,0,8.388151,0,0,0,0,0,21.631027,0,0,0,0.55071545,0,0,0.37406087,0,0,5.8412385,0,0,0,0,0.38897902,0,1.368538,0,0.9600511,0,0,0,0,1.1355782,2.8893611,0,0,0,0,0
2,0,0,1.1065995,0,0,0,0,0,0,3.106204,0.15051919,0,0,2.0734656,0,0,0,0,1.6899556,0,0,0,0,0.8721015,0,0,0,0,0,0,0,0.08546137,2.0014114,3.2516322,0.10573064,0,0,0,0,0,0.7673818,1.6281453,0.4443935,0,0,0,0,0
3,1.1587478,2.6634982,0.5653728,0,0.73911583,6.5452647,0,0,0,7.9781227,0,19.534704,3.2823486,2.2961922,5.9799733,0.7034542,0,7.9670396,0,0,0,0,0,0,2.1262808,6.9676347,1.8787882,0,6.869252,0,0,0,15.76878,2.547229,0,10.630084,1.4549525,0,0,0,0,1.4615632,0,0,0,0,0,0
4,1.2585863,0,0.7300389,2.7088153,0,2.2123013,0,17.196257,0,0,0,9.717516,0,0,0.3498354,0,1.2014356,0,31.204662,7.8192525,0.29007635,0,0,0,0,0,1.9151846,0,0,3.4440072,5.803613,0,0,0,0.53149956,0,0,0.5181024,9.341561,0,0,8.107691,2.3909245,7.7983284,2.517845,0.9084983,0,0.8189683
5,3.9506936,5.838318,0,0,0,3.1781466,0,0,0,6.1070137,0,6.992559,0,0,0,1.5546323,0,0,0,0.10787948,0,0.8248895,0,0,0,0,0,2.8247263,0,0,6.8107767,0.022379398,0,0,5.969309,6.2756553,0,0.42743298,0,0,0,0.6163533,0,0,0,0.18682818,0.9175801,0.5448381
6,0,0,1.3482316,0,0,1.9332693,10.72651,10.342649,2.7584183,0.775114,0,0,0,1.4926693,1.9780883,1.0913444,0,6.7405515,6.1338453,3.5211341,5.5430965,0,0,0,0,0,0,4.4644732,0,2.3171701,0,0,0,0,0,0,0.38236994,0,0,0,0,0.7939451,0,0,0.1920846,0,0,0
7,2.2622201,0.114252925,0,1.4932339,5.0684996,2.7802408,0,0,0.5270961,3.177892,2.3440256,20.9447,0,0,3.4647357,4.3370485,0,1.1215988,0.1791602,0,0,0,0,1.7644154,0,0,0,3.6455822,0,7.77359,0.6492397,1.3169135,0,0,5.6999187,0,0,0,0,1.1824267,0,1.2500119,0.3398977,0,0,0,0,0
8,0,3.3038933,0,0,0,5.6051455,0,0,0,0,0,5.2769694,0,0,0.9000856,0,0,1.1041191,6.179704,0,0.44504684,0,0,0,1.0653323,0,1.0332389,0.33369696,0,0,0,0,0,0,5.8836355,0,1.6765774,1.0758171,7.9852014,0.23737913,0,6.2834063,0,0,6.7730103,0.16959359,5.2148466,0
9,0,6.415648,0,0,4.8063846,1.3738916,0,0,0,6.88865,0,13.089202,0,9.7336855,4.1472235,0.42910305,1.605507,4.0587068,0,8.942028,0,0.6259142,0,0,0,0,0.7637066,1.3855159,0,0,0,0.9122124,0,0,0,0,0,0,0,0,0,1.0040984,0,0,0,1.0661972,9.720783,3.61981
10,0.6467295,0,0,0.16528353,3.0191205,0,0,2.8824692,0,0.9446681,2.774515,0,0,0,1.6883359,0,0.058551498,0,0,0,0,0.8753276,0,0,0,0,3.0450907,4.862372,0,0,0,0,0,1.9749182,2.9039726,0,0,0.54738337,0,0,0,4.7719646,6.308718,0,0,0.32458314,0,0
11,3.2358918,0,0,0,0,1.3400351,3.8106577,0,0.66985565,4.8614106,1.3027065,4.537912,0,7.5707865,0,0,0,9.888573,0,8.00232,0,0,0,0,0,0,0.3836789,0,0,0,2.0804987,0,0,0,0.80372226,0,0,0,2.0787163,0,0,3.491269,0.011712736,0.55083174,0,0,10.616073,0
12,0,4.729212,0,0.45278376,0.9275554,0,0,0,1.4373142,6.7984514,0,9.076876,0,0,0,0,0,1.5570385,0,1.8035215,0,0,0,2.7377374,0,0,0.9450994,3.4449866,0,4.224825,0,1.1354297,0,0,4.7878914,10.291979,2.6439984,0,2.9429512,0,1.5326524,0,0.23808582,0,0,0,0.9532298,0
13,0,2.2175364,5.6771865,0,0,3.077758,0,1.6225612,0.002659454,0.64151984,0,0,0,0.009152168,0,1.0140384,0,0,0,0,0,0,0,0,8.22939,5.1824446,0,0,0,16.798048,0,1.5126508,0,0,0,4.6616874,4.464703,1.7527604,0,5.1302757,4.3234982,0,0.023268282,0,0,5.5496817,0,8.419843
14,0.39118856,0,0.49934405,0,0,0,0,0,0.26048648,0,0,0,0,7.6031866,0,0.51821,3.6418235,0,0,0,13.961794,11.696461,17.05479,4.0057464,0,4.5903373,2.0546672,0,0,0,0,0,17.64261,5.434018,0,0,0.36309507,10.5111685,15.078831,0,0.37996477,0,0,14.981975,2.3569827,0,0,0
15,0,0,0.42002067,0,0,0,8.653076,0,4.3586016,0,20.464853,0,16.228687,29.139317,0,3.3976529,10.1632595,0,0,0,30.644663,16.983158,25.18136,10.380146,7.6293936,3.5157468,0,0,8.570404,1.052461,1.6446313,0,0,0,0,0,0,0.5766472,0.49479565,0,0,0,0,0,0,0,3.572705,0
16,0,0,0,0,4.602972,0,0,10.603584,0.95309466,0,0.118186854,0,0,0,0,0,2.4490738,0,0,0,3.7066677,9.317557,17.970083,0,2.6606526,2.0989666,0,0,4.052233,0,0,1.7402935,10.646223,0,0,4.174987,0.4589416,0,0.49305826,0,0,5.790848,0,0,0,0,0,0
17,0,0,0,0,0,0,7.901371,4.259816,0,0,0.92572117,0,0,2.4674134,2.0216231,0,0,0,0,2.9049907,0,0,0,0,0,3.778259,0,0,0.34593052,9.485563,0,0,0,3.5216167,0,0,4.3084507,5.537922,0,1.7440356,0,0,2.4759715,1.3264166,0,2.3966045,0.018814797,4.415733
18,0,0,0,0,0,0,0,18.577545,0,0,0,25.581068,0,0,0,0,0,4.050975,2.66716,0,0,0.7038939,0,0.76133627,0,1.5082374,0,0,0,5.861106,0,0,0,0.42635435,2.1415358,0,0,0,0,4.568439,4.333398,0,2.2318695,9.23374,10.137522,2.7537029,11.830433,4.1993356
19,3.521942,0,0,0.29903144,0,0.7620227,0.37472036,6.536254,4.887011,0,0,0,0,0,0,0,5.0589523,0,0,6.431399,0,0,9.971892,0,0,3.0376954,0,0,5.89846,5.247519,0,0,0,4.7386675,0,0,3.8149352,0,0,0,0,1.6358289,0,0,0,0,6.861172,0
20,2.7964568,0,0,5.3424835,1.802662,0.72079444,0,0,0,1.9506377,0,8.079644,0,3.7457638,7.244899,0,0,0,3.3366423,0,0,4.1584644,0,0.0583946,0,1.181967,0,0.18249018,0,4.3575854,1.7996457,0,0,7.2572627,0,0,0,0,2.3857224,0,0.8704316,1.5404679,0,0,2.0549273,3.8181362,1.511553,0
21,0,14.056128,0,6.2843847,5.7118993,2.0152028,6.0520916,0,0,2.3923848,4.1435275,21.159218,0,2.320335,3.0042894,0,0,0,0,0,1.534953,0,3.9290092,1.2527443,0,0,0,0.8687763,0,0,0,0,0,8.86593,0,0,0.13328809,3.3872302,3.1770484,5.8940973,4.710961,0,0,18.062798,1.7497513,1.2333816,7.335283,6.129996
22,0,11.692838,6.343838,3.9173572,0,0,5.766005,5.2339373,4.464064,0,0,2.412551,2.5549994,18.212135,0,2.421368,6.7915497,0,0,0.83230966,0,0,12.721653,7.3926363,0.6433172,1.3372252,0,0,4.922669,0,0,13.299228,45.18914,0,0,26.672058,0,7.3766875,9.809212,3.6046894,9.102361,0,0,5.801095,1.9842595,2.180427,6.216709,10.533355
23,0,0.60526365,0.9592152,3.9931924,0.89489025,0,7.515327,8.645046,0.21932557,0,12.156086,0,0,18.65115,3.0762067,0.38904166,2.9382308,0,0,8.13964,6.506419,4.631298,17.887596,0,0,10.482723,0,0,5.9417033,15.835219,11.086677,0,0,10.50967,0,0,3.1083317,2.3721004,0.15610254,0,0,3.393845,0,0,0.6596677,0,3.6463587,2.7228642
24,0,0,2.4502165,3.3527913,0,0.3040692,0,0,3.3321135,2.024038,8.450014,5.49082,0,9.322234,1.9944851,0,4.985938,0,14.831079,2.3305054,0,3.084091,6.2140975,0.91863424,0,4.36304,4.0980587,1.9497195,0,12.520463,0,2.1855748,14.418824,7.1540937,0,0,0,4.008485,6.2829905,5.1369967,4.5443583,4.0872617,1.6692276,0,0,0,0,0
25,0,3.2503514,0,3.4533722,0.5054412,0,0,26.654577,2.2588348,0.3568861,4.3401074,1.700059,0,1.9822543,0.33501315,0,2.98847,10.764474,0,1.2414812,0,0,4.1832933,1.642638,0,0,1.0094051,1.9286939,0,32.569706,8.661846,2.2288487,0,1.5111732,0,0,0.33217794,0,0,0,4.775654,0,2.5704913,0,0.43765932,0.339551,12.241329,0
26,0.08153793,0,0,14.325046,0,0,2.3999248,0,2.191796,1.7555174,0,0,0,2.2069259,0,0,4.846005,1.9789441,0,0.8294218,6.313481,2.984512,9.357103,0,0,0,1.7734346,0.12880726,0,6.016624,15.591099,0,0,0,0,0,0,0.66716176,2.9437912,4.5749793,0,1.1680503,3.3441718,1.8252766,3.7568126,0,0,0
27,0,0,1.5493898,0,0,0,0,0,0,0,0,0,6.832867,31.833565,0,5.2577577,13.683636,0,0,0,4.166708,21.394957,19.84397,7.4297266,8.98408,7.409455,0.050615955,0,6.101532,6.608304,0,1.4080439,55.932995,0,0,32.86042,0,0,3.276456,0,5.8096986,0,0,14.577768,25.91273,0,0,0
28,0,0,8.378224,0,0,0,19.441746,0,4.5661163,0,21.965034,0,7.395506,35.339676,0,4.897619,6.1193805,0,0,0,0,0,0,0,0,5.049583,0,0,7.183538,0,0,10.099529,19.622156,2.6638412,0,8.991996,0,4.1265864,7.601752,8.764333,10.779886,0,0,12.71421,13.474644,2.1639814,7.919132,4.514373
29,0,0,0,4.1757345,0,0,0,0,3.976749,0,20.205692,0,0,0,0,3.7474332,10.40528,3.484122,46.41115,0,10.335934,0,28.54282,3.2611294,2.2786639,0,2.0176005,0,0,21.032825,10.547506,0,0,5.23454,0,0,0,0,14.179985,2.8709233,7.2090077,0,0,17.433224,0,1.5276368,9.383806,7.027902
30,4.811982,0,0,0.88739014,1.7526163,0,0,0,0,0,0,0,0,4.865419,0,4.4367847,10.69105,0,0,0,0,10.771494,0,5.2277784,3.1171718,0,0,0,2.8538122,0,9.016128,0.22038867,22.026003,7.95062,1.6611482,0,0.11592073,1.7480065,0,0,0,0,0,0,1.61543,0,16.41939,0
31,1.4914701,3.1508527,0,0,0,2.5565565,0,0,0,4.0675316,0,0,0.23136933,0,6.5408926,0.6340202,0,0,27.492619,0,0.9107611,2.6043248,0,0,0,1.0551971,5.94095,0,0,8.407395,13.783218,0,0,0,3.8828218,0,0,0,5.00337,0,4.5095243,2.0028517,0,0,0,0,6.757614,0
32,0,10.180433,0.61646104,2.7303865,3.2316432,5.581878,0,0,0,6.7884827,0,16.59474,0,0,0,0,0,7.880733,11.1961155,6.9221597,0,0,2.0874941,0,0,0,0,4.0571833,0,0,6.1937056,1.0532521,0,0,2.938878,0,0,0,5.27967,0,0.1996281,0,4.022814,0,0,2.5784388,0.2517356,0
33,0,0,0,4.4960146,0,0,0,3.0701022,2.2010603,0,0,0,0,6.2798467,0,0,0,5.6568465,4.7352743,8.724519,0.8117602,3.2913837,6.6104503,0,0,0,0,9.39508,0,0,17.037027,0,0,1.4781963,11.368985,0,0,0,0,0.64970857,0,0,0,0,2.5051203,2.727673,0.56122875,0.41462266
34,0.9051502,0,0.6711081,0,0,0,0,2.6688564,2.5984144,0,7.750175,0,0,0.1541376,0,0,7.332457,0,9.709824,5.260509,4.198111,0,7.2812185,4.404071,8.404848,0,0,0,6.6737866,0,1.8182545,3.6740687,11.911504,8.647552,10.297809,0,1.6330074,0,0,0,0,0,0,0,0,0,0,0
35,0,6.711351,0,1.7530806,0,0,0,0,0.09778961,0.1896171,1.071237,5.7429256,0,0,0.8959862,0,0,0,48.207237,15.242665,0,0,0,0,0,0,3.4259765,12.631613,0,0,19.350798,0,0,0,11.2280245,0,0,0.5261567,0,0,0,4.757222,0,0,0,0,8.234332,0
36,0.7149067,21.686369,0,2.8253958,2.2298582,2.5256088,0,0,0,0,0,0,0,0,0,0,3.7262318,10.535215,31.369982,0,0,0,0,0.6869757,0,0,7.0451074,8.38575,0,0,16.112988,0,0,0,10.51508,2.0163271,0,0,0,0,0,0,1.1025897,0,0,0,8.23829,0
37,0,8.053278,1.3751746,0,2.2612278,0.3864444,0,2.4912553,0,3.7997768,0,16.313902,0,0.30898178,3.0322115,4.903547,5.4463634,9.341548,24.067806,38.28053,1.7415085,6.5294795,10.766553,3.6407225,2.282829,2.832515,3.084938,4.0223265,0,0,18.329771,3.8026695,0,4.1253963,5.9141016,6.8670497,4.623415,0,1.8641107,0,0,1.927636,0,0,0,0,6.566887,1.7332919
38,0.81730366,0,0,4.3894744,5.749282,2.9487388,0,0,3.0115962,2.1836061,3.8380115,0,0,6.0038853,5.0183387,0,3.992317,12.414256,36.050747,7.0265965,0,4.4840493,0,0,0,2.231275,4.377508,11.718951,0,5.9581285,6.8953886,0,0,0,4.787841,0,0,2.9046242,0,0,0.6031187,0.6148402,0.045879345,0,3.3348634,1.3111205,0,2.9409745
39,0.45863312,0,2.2666693,2.0993724,0,1.2764772,0,12.362173,1.4537029,2.2105443,0,0,0.28089043,3.3129742,0,0,11.526747,0,0,0,29.915266,13.531893,0,14.173113,14.867983,0,0,0,3.548361,6.2056174,9.0957,1.107388,0,1.4031054,0,0,0,1.52417,0,0,0.050301258,0.14148377,0,0,1.4463342,0,0,2.3944342
40,0,0,1.0393564,1.9331772,1.534196,0,1.5997416,0,0,0,0,0,0.90976125,0,0.45971045,1.2414515,0,3.0103204,31.180573,7.9031453,0,0,0,0,0,0,0,0.58250654,0,6.454923,0,0,0,0,5.907923,0,0.0438976,0,3.7325172,4.295128,0,0,0,0,24.993212,0,0,0
41,1.0786557,0,0,0,0,0,8.735034,0,4.122208,0,22.238867,0,5.18685,8.530038,0,2.7173588,10.203737,0,11.558392,7.322915,0,0,14.778855,5.7483807,1.3388339,6.9171185,0,0,2.8436248,1.7351359,0,0.10135454,0,0,0,0,3.882009,0,2.1558099,0,1.3172667,0,0,0,0,3.2739544,1.4187663,4.701195
42,0,0,0,0,0,0,0,10.882564,0.66944915,0,0,0,0.3036552,0,1.2589874,0,2.12959,4.2842817,40.5079,9.7602005,0,7.8701305,9.06247,0,0,0.751406,0,0,1.8066204,0,0,2.0953126,3.7013688,0,0,0,0,0,5.909036,0,5.0873747,0,0,0,0,0.2272413,0.89598185,5.0041814
43,0,0,0.576784,0,0,0.29046723,0.8903626,0,0,0,0,0,0,0,0,2.7379944,0,0,14.145438,8.610908,0,0,0.1315993,0,0,1.3398988,0,0,8.933618,0,0,4.3304906,15.76263,1.7283003,0,1.7799033,0,4.4529696,1.3229003,5.150511,0,0,0,0,1.67854,5.028089,0,2.4077957
44,0,0.24337673,2.5670087,0,0,0,0,0,0,0,0,28.545979,0,0,0,0,0.105867766,0,21.96299,0,0,0.74440885,0,0,0,4.5432262,0,0,0.508664,0,0,12.858687,28.31433,0,0,16.949713,2.2957025,0,0,0,0,1.2604955,3.615185,0.05107619,0,0,2.4118745,0.12051276
45,0,0,0.19846316,0,6.940505,1.2164807,0,10.655975,1.1918904,3.3189874,0,0,0,0,0,0,0,6.914785,0,5.3391953,0,0,0,0,0,0,0,0.67792684,0,0,3.7929265,0,0,0.02231957,0,0,0,0,0,6.891055,1.7171689,0,0,6.775566,0,0,0,1.0700902
46,0,0,0,0,0,7.062776,16.190966,6.84595,4.096714,0,6.2587647,0,2.8166842,7.9517784,0,1.2777044,4.4764285,0,0,0,0,17.849697,14.067775,0.5732477,2.1940405,4.5832534,0,0,0,19.931835,1.5567681,0,5.3668127,4.728828,0,6.1257043,0,3.8005018,8.822985,0,2.5517073,0,2.6645908,1.9221433,0,0,1.3393013,0
47,0,0,0,0,0,2.8052683,1.479706,0,0,0,0,0,0,5.624298,0,0,1.1682495,0,0,0,7.013045,4.3049364,3.677103,0,0.5703074,5.9811535,0,0,0,0,0,0.6021559,0,0,0,0,0,0,0,2.778545,0,9.302354,0,0,0,0,0,0
48,3.8735425,0,0.26905257,0,0,0,0,0,0,4.9927945,4.8561015,0,0,0,0,1.3865066,0,6.426234,18.14916,6.298418,0,0,0,2.586905,0,2.4387174,0,2.3863647,0,0,0,0,0.9274455,0,0,0,0,0,0,0,0,4.4018173,2.8697245,0,0,0,0,0
49,0,7.4390097,2.282157,0,3.3988736,0,0,6.2381687,0,1.2649317,0,5.077432,2.729801,4.1369724,0,4.938978,0,0,9.567127,0,4.011444,0,0,0,0,2.2280834,0,0,0,5.81828,0,0,0,0,0,0,1.1080308,0,4.604349,2.2777023,0.7251035,0.27744317,0,0,0,3.4919066,2.0731971,2.2212946
50,4.841666,1.3083272,0,0.33999726,0,1.5366472,0,6.1249013,0,4.943668,0,0,0,0,0.22404423,0,0,1.726504,18.213865,0,0,0,0,0,0,0,0,1.0700495,0,0,0.48300505,0,0,0.97090393,0.3081487,0,0,0,0,0,0.1763079,4.7238526,3.005812,0,0,0,4.924612,0
51,0,0.39223573,0,0,0.73408586,1.3744185,1.5361676,3.511409,0,2.687538,0,5.755121,0.82289433,0,1.9904608,0,0,5.1376996,17.373972,6.419322,0,0,0,0,0,0,0,2.8944488,0,0,2.0983672,0,0,0,0.46649212,0,0,0,0,0,0,3.6716726,0,0,0,0,0,0
52,0,0.4270957,0,1.8795295,0,3.4733524,2.095592,0,0,5.907581,0,8.224634,0,0,0.024153125,0,0,6.958183,18.06027,0,0,0,0,0,0,0,1.5459248,1.4764067,0,0,8.681038,0,0,0,6.3802466,0,0,2.1892045,0,0,0,0,2.4070048,0,0,0,0,0
53,1.775405,0,0,0.26097453,0.5764519,1.5510616,0,0,0,0,0,8.336484,2.5898957,0,2.797869,0,0,2.8696868,5.538474,0,0,0,0,0,0,0,0,0,0,0,9.292935,0,0,0,2.207162,0.5732238,0,1.9551839,0,0,0,0,0,0,0,0,0.5002827,0
54,5.1023574,5.520828,0,1.5938957,0,0,0,0,0,4.563922,0,14.20059,1.0450019,0,0,0,0,2.913211,24.865852,0,0,0,0,0,0,0,0,5.757464,0,0,3.7529397,0,0,0,2.4190693,0,0,0,0,0,0,3.8871508,0,0,0,0,5.3218193,0
55,1.6361943,0,0,1.7376829,3.773983,0,0,0,0,1.4578087,0,11.628086,0,0,0,0,0,9.650299,0,0,0,0,0,0,0,0,0,2.3199675,0,3.5771668,0,0,0,0,0,0,0,0,0,0,0.032434933,5.4272866,4.4472194,0,0.19471276,5.9895043,0,1.5606492
56,0,0.21529199,0,0,0,0.4208348,1.8246745,0,0,0,0,2.595826,0,0,0,5.567455,0,3.9641519,0,0.8752582,0,0,0,0,0,0,0,0,0.0743188,5.9110456,0,0,0,0,0,0,4.097386,0,0,2.720069,6.9882665,0,0,17.70665,18.3872,0,0,0
57,0,8.358261,4.0765977,0,0,0,10.358112,0,4.158145,0,3.5965564,0,0,0,3.1378932,0,2.7862146,0,0,0,1.2077011,4.0525923,17.439287,0,4.12434,6.6792035,1.97321,0,8.600752,7.7753086,0,0.7875885,8.329906,3.120025,0,0,3.214191,5.240533,6.045038,0,0,0,0,0,0,2.1646168,7.4415464,6.9879537
58,0.6174576,0,0,0,0,0,10.467935,6.731222,3.101904,0,1.5343437,0,0.40172398,0,0,0.2606967,0,0,0,3.6478467,6.193948,0,11.858427,4.4449596,1.4281114,8.019086,1.175345,0,7.3916254,0,0,2.5714564,16.288671,1.1399586,0,5.6197376,4.7359033,0,3.214041,2.4368305,4.498117,0,0,0,0,9.152187,2.1137164,4.2137794
59,0,0,0.65991384,0,0,0,0,12.173297,0.90491444,0,3.665751,0,0,14.161942,0,0,3.3398015,0,0,0,8.002251,6.519984,0,2.9020457,0,2.5177002,0,0,0,5.496676,6.368115,0,0.09579648,1.5529573,0,4.382186,0.6138845,0,6.506988,3.2677388,0,0,0,0,0,0,13.973759,5.4089284
60,0,0,0,0,0,0,0,0,4.6410985,0,25.15764,0,1.1276267,0,0,0.83623004,5.0490594,0,0,4.081101,2.9505696,0,10.109133,0,1.3309596,2.5993874,1.0476092,0,0,0,0,0,0,7.0711226,0,0,0,0,0,0,0.91913897,0,0,3.1646113,0,4.02311,5.537569,0.42059615
61,0.19782765,0,0,0,0,0,2.5555725,23.110289,1.4390409,0.22943385,0,0,2.136436,2.5303228,0,2.7379959,0.74236864,0,0,0.89319766,0,8.33054,4.6735997,3.3708456,0,0,0,0,0,2.9594908,1.6441499,0,3.6644025,1.3568455,0.7855955,1.6355466,0,0,0,3.2577689,0.67613316,0.8352565,0,0.379218,3.3197138,1.874832,1.221597,4.404759
62,0.1445999,0,11.632604,0,4.955314,1.275186,2.7101786,0,0,0,1.116755,0,0.9726324,0,1.5132394,0.13360015,0.45017594,2.6785588,0,0.4603952,0,1.2822814,9.902997,0.7437958,0,1.416016,3.1494417,0,9.550591,0,4.5305705,0,9.763669,0,0,12.629302,0,1.4295275,0,3.8215873,0.4586723,0,0,13.029088,13.95312,0,0,3.8845973
63,0.9574516,2.7679422,0,1.8671745,1.5664086,7.1413603,0,0,0,0,8.398279,9.695847,0,0,0.88953567,0,0,0,0,0,6.000649,0,0,0,0,0,0,0.44203404,0,0,0,0,0,0,1.4977943,0,0,0,0,0,1.6766185,1.2143685,0,0,0,0,0,3.8008404
64,0,0,0,5.244997,0,0,0,0.79177123,0,4.029675,7.8696365,0,1.5671387,0,8.256688,5.6705832,0,0,0,0,7.2092543,0,0,0,0,0,0,0,0,0,0,2.3826382,0,0,5.62504,0,0,1.5578122,0,0,0,2.3977983,2.117073,0,0,0,0,0
65,2.0871005,15.135435,0,0,0,1.0028688,0,0,0,0.25322592,0,8.586283,0,0,0.31436303,0,0,7.1860905,26.680859,6.0142345,0,0,1.9039562,0,0,0,0.47990796,6.8188205,0,0,5.6642995,1.2375212,0,0,0.78138787,0,1.5820609,0,0,0,0,8.916245,0,0,0,1.2575225,0,0
66,1.0001051,0.15760608,0,0,2.4680002,0,1.9891585,0,0,3.618371,3.6604455,0.7040249,0.6862482,1.3929,0,1.6100929,0,0,2.7698998,2.6327515,0,0,4.29605,0,0.3230753,0,0,1.4214844,0,1.0744344,6.4133725,0,0,0,4.8123307,0,0.481839,0,0,0,0,0.98719525,0,0,0,0.7039753,0,0
67,0,0,0,0,0,0.5898371,0,6.3723135,0,4.237577,0,2.3052957,0,0,3.2365549,0.9720135,0,14.229716,7.6550627,0,0,0,0,0,0,0,0,3.7084947,0,10.023421,0,0,0,1.404351,0,0,2.3141556,0,0,0,0,0,2.23582,0,0,0,0,0
68,0,0,0,0,5.05035,0,0,3.754864,0,2.3700097,4.770054,13.59441,0,0,0,0,0,0,2.17382,6.3541794,0,0,0,0,0,0,0,0,7.673651,0,0,0.069386944,12.755601,0.29120597,0,23.360516,0.11450996,0,0,0,0,0,0,0,0,0,0,0
69,0,7.2088284,0,6.345385,4.821323,2.799881,0,8.739138,0,12.7255945,0,10.800089,0.2232495,0,0,0,0,0,6.2940574,0.39157927,7.1507387,0,0,0,0,0,0,4.160513,0,0,3.6570494,0,0,0,12.182062,0,0,0,0,0,0,3.6387255,3.8773026,0,0,0.5812486,0,0
70,3.708095,7.334999,0,1.7529247,0,2.8365982,0,0,0,0.37881687,0,14.3632555,0,0,0,0,0,3.2177482,0.80500317,0,0.024001993,0,0,0,0,0,0,7.6523867,0,0,12.229292,0,0,0,4.9647436,0,0,0,0,0,0,5.1346645,1.666142,0,0,0,9.874106,0
71,0,4.888014,0.11625565,0.83288074,0,0,0,0,0,4.054393,0,0,0,0,0,0,0,3.5384886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.160202,0,0,1.3367732,1.3842363,0,0,3.304819,0
72,0,0,9.077236,0,0,0,0,0,0,0,0,0,0,0,0,1.8270773,0,0,5.8420463,0,0,0,5.6563554,0,0.8555318,0,1.7155093,0,0,0,0,14.126352,0,0,0,0,0,4.1771107,7.6522245,0,0,0,0,9.914013,29.444923,0,0,0
73,0,0,0.21003269,0,0,0,2.5024877,0,1.3289468,0,24.645887,0,9.536788,25.866488,0,9.274782,11.55793,0,0,0,43.85885,18.355043,24.640545,7.2112813,10.275148,9.3606825,0,0,10.155652,0,0,0,29.590641,0.13738105,0,9.006282,0,0,14.3679,0,0,0,0,19.565771,20.22709,0,0,0
74,0,0,2.1317964,0,0,0,0,0,0,0,25.80432,0,5.243995,23.69532,0,3.7649758,4.3310924,0,0,0,13.937085,13.03668,19.719963,7.6198754,7.0974646,1.8438694,0,0,6.162472,2.5336864,0,3.6002612,13.700604,0,0,27.75207,0,0,11.709071,7.278226,5.238025,0,0,12.434646,3.9197114,0,1.0615728,0
75,0,0,2.2755616,0,0,0,15.359808,11.705524,6.0208297,0,0,0,2.1964798,10.446729,0.4031084,0,3.2281697,0,0,0,10.519181,0,10.964409,0.4808924,0,6.488063,0.7623798,0,5.3581724,2.2937021,0,0,1.7752459,3.5490382,0,3.7184582,4.877175,1.1001337,0,4.269826,1.2189275,1.2267882,0,10.843347,2.040714,3.2152207,6.7225986,5.236172
76,0,0,0,0,0,0,0.46304056,10.77008,0,0,18.614223,0,0.5699922,3.8365188,0,0,4.5562243,0,0,0,5.881827,6.57346,10.040266,2.111082,0.11371773,1.3725312,2.648386,0,0.022600388,6.6760707,0,0,0,0.1890264,0.27302667,4.939181,4.2243285,3.5442073,4.8846774,5.388851,3.295571,0,0,0,0,0,0,0
77,0,0,1.6048945,0,0,0,15.124871,0,1.7116115,0,27.791351,0,3.1393988,22.11503,0,5.1290455,2.287979,0,0,0,28.788815,6.8624187,10.480734,8.4411545,0.5099054,0,0.52796346,0,3.2615998,0.937196,0,0,5.2860093,3.657793,0,8.5382185,3.46943,0,6.6575804,0,0,0,0,4.274572,34.740993,0,0,0
78,0.27334604,0,1.8639886,0,2.2538106,0,18.96427,0,3.4683237,0,6.1407,0,4.9988904,10.670237,0,1.4034051,10.143148,0,10.194219,0,5.412483,11.431296,5.0632415,6.020651,4.136279,3.953007,0,0,6.1285696,4.1170235,0,3.2350473,15.488535,6.054452,0,17.856956,3.2005725,4.059689,10.127627,2.016522,2.595668,0,0,14.369071,0,3.9130018,13.069306,11.881378
79,0,0,1.9604369,0,0.5440105,0,1.6677859,0.30467865,0,0,5.617665,0,2.0397346,0,0,6.4460053,2.3503952,0,0,3.4203386,2.892641,0,21.549013,2.0659986,1.1558238,5.6668954,3.5806122,0,2.1373632,11.973759,0,0,0,0,0,9.439384,0,4.7383432,5.4568644,6.0160475,2.8883147,0,0,0,1.0859119,0.2601229,0.64591616,3.7551284
80,0,0,0,0,2.817808,5.610146,0.6998105,2.262579,1.758739,0,10.936633,0,2.3025713,5.745481,0,0,9.254764,0,0,0,7.862653,12.092435,0,1.4426491,1.3059496,7.4609814,2.2138011,0,3.1533751,10.377735,0,0,22.434643,3.2507954,0,11.037694,0,2.3366156,20.517082,0,0,0,0,11.9670725,3.9432082,0,0,0
81,4.207213,0,0,2.9477236,0,0,7.064843,13.265646,0,0,0,0,0,0.48187152,0,1.0691869,1.7710398,0,0,0,14.536055,0,0,2.2329803,2.7099106,1.5934072,2.747892,0,0,1.2789987,0,0,4.055282,2.3589547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
