x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047
247,0,0,0,0,0,2.0426354,0.077549115,15.987132,0,3.9757733,0,0,0,0,0,0,0,16.309929,22.051865,7.625026,0,0,0,0,0,0,1.0040792,1.6000434,0,5.1986227,35.468636,0,0,2.623642,3.604237,0,0,0,0,0,0,7.4263444,0,0,0,0,19.37398,0
248,8.326204,10.995529,0,0,0,0,0,6.043957,3.9859884,7.448971,0,19.643827,0,0,1.2813516,0,0,0,0.91137534,0,0,0,3.114864,0,0,0,0.07379582,1.0080125,0,6.30628,22.224506,0,0,5.36574,4.441233,0,2.490896,3.3112004,0,0,0,0.9046287,0,1.480134,0,3.5067651,0,0
249,0,1.134505,0,0,0,4.530982,4.312113,30.404335,0,1.0941136,0,1.924301,3.4534822,0,5.005842,0,0.1450412,1.2123023,0,0,14.539775,20.11916,0,7.5895925,8.758358,0,2.4379132,0,6.4485483,0,0,2.5547478,16.752579,2.2925134,0,3.0738575,4.382574,4.22652,2.2623274,2.9152703,2.8677056,0,0,0,0,0.36547813,0,2.914529
250,1.4899954,0,0,0,0,0,7.409164,0,0.5404246,3.4520583,0,2.7329936,0,0.2565814,4.068793,0,3.155388,0,0,0.10956319,0,0,2.012959,0,0,0,0.93019515,3.9032829,1.4310722,10.693165,0.466527,0,0,3.3872783,0.23777586,0,0,1.422123,0,0,1.3110775,0.33884472,3.5959022,0,0,3.346771,0,2.209382
251,1.3786826,2.71795,0,3.2482069,1.1849812,0,5.1551313,6.928729,2.065297,2.047018,0.84480965,12.246729,0,0,0,1.353147,0,0,0.6874454,2.2525115,5.6546354,0,0,0,0,0,0,0,0,4.9870644,8.666322,0,0,0,3.9428978,0,6.1312194,0,0,1.1576066,0,0,0,0,0,6.2045107,17.763727,0
252,0,0,0,0,2.7403529,2.0460165,7.3269114,3.5664606,0,0,5.5775876,4.9349804,0,0,1.6125168,0,0.09847094,2.6917562,0,8.871665,0,0,8.722839,0,0,2.0135863,2.04701,0.79997355,0,7.2726636,0,1.9567705,0,0.8017223,0,0,0,1.3431504,1.9135579,6.4443083,0,2.076852,0.31885263,0,0,0.4161596,0,0
253,3.4777682,0,0.96052074,0,0,0,12.3454485,0,4.8528957,0,17.541706,0,7.8489904,16.18598,0,0,8.807842,0,0,0,37.529015,15.729101,0,4.5560207,1.2062593,0,0,0,8.338794,0,0,0,23.426693,0,0,27.627115,0,2.0916896,7.0321026,3.0647335,0,0,0,14.8076105,16.1593,0,0,0
254,0,0,9.618715,0,0,0,0,0,0,0,13.3555975,0,6.931162,28.344229,0,11.302911,0,0,0,0,13.115828,11.987293,9.102085,10.846157,11.290035,0,0,0,0,0,0,9.034178,12.197246,0,0,4.8249702,0,6.1385264,3.1593401,0,0,0,2.3418934,6.7489963,0,0,0,1.6362419
255,0,0,0,0,0,0,9.248083,0,1.1093551,0,9.597317,0,0.79301834,0.8037528,0,0,4.8934636,0,0,0,0,4.1011496,9.994433,0,0,3.4066973,0.12886614,0,6.1635795,6.773428,0,0,2.3803546,7.0179653,0,11.487349,5.48179,2.9882267,5.1264625,2.6165667,0,0,0.34644124,12.339556,13.483656,0,0,0
256,0,0,0.46487346,0,0,0,8.120001,0,1.5867033,0,8.941232,0,3.4437459,17.64401,0,5.3544745,6.3926034,0,0,6.3013053,0,0,0,0,0.9531891,6.748378,0,0,0,2.8293593,7.022899,0,0,0.922192,0.817048,0,2.1699448,0,0,0,4.517427,0,0.38286042,0,0,2.385681,0.18610594,8.069748
257,0,0,0,0.77240926,0,0,0,11.900132,0.15428981,0,2.8660867,0,1.3663198,0,0,0,0,3.0599465,0,0,0,0,14.617881,0,0,0,0.29568428,0.9755271,0,9.79641,0,0,0,0,0,0,0.84127986,0,0,0.2527022,0,4.3023868,0,0,0,0,0,0
258,1.0859628,0,0,1.383935,1.9884623,0,0,0,0,4.0257726,0,0,1.4584459,0,0,0,0,23.558136,15.105522,0,0,0,0,0,0,0,0,9.442463,0,0,8.999745,0,0,0,10.175823,0,0,0,0,0,0,5.1563888,2.1474164,0,0,0,0,0
259,1.76375,0,0,0,5.5411777,3.8108685,0,0,0,8.22305,0,25.731789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8838027,5.353037,0,16.586424,0,0,0,3.5362866,0,0,3.5363479,0,8.798822,0,0.8057174,0,0,0,0,0.12674157,8.741961,7.4394507
260,0,0,0,0,0,0,5.4122124,0,1.7306845,0,21.64692,0,0,12.32608,0,1.965391,2.8789186,0,0,0,38.070183,16.08955,20.400042,2.4655204,5.849509,4.6120424,0,0,2.7762892,10.480234,0,0,13.996768,2.914717,0,5.6787677,4.3807034,1.2502593,6.5321026,12.488578,0,0,0.054984916,5.5921445,0,5.215378,0,2.3856473
261,0,0,0,0,0,0,0,0,1.8119961,0,2.4288597,0,0,0,0,0,1.8397632,0,0,0,0,2.6309357,9.92087,0,1.093635,1.1595007,0,0,3.934737,0,0,0.8939125,8.800197,1.5773569,0.55118823,0,2.7331793,3.16248,0,0,0.880837,0,0.05312925,0,2.6651063,0,6.261782,2.8257568
262,0.90754956,0,0,0,2.7287521,1.6295935,6.1889076,0,0,0,0,16.766981,0,0,4.72972,0,0,0,0,0,0,0,11.32031,0,0,0,0,0.8572039,0,0,0,0,0,0,0,0,3.5357335,1.8389305,0,0,0,0,0,2.9469492,0,0,0,1.2258894
263,0.06226189,15.959837,0,9.982743,0,0,0,7.4470396,0,0,0,25.539274,0,0,9.746969,0,0,0,0,0,0,0,0,0,0,0,0,1.9046361,0,0,0,0,0,0,11.70913,0,0,0,0,0,0,4.9891224,0,0,0,2.1118348,0,0
264,4.1454453,5.1152706,0,0.017143788,0,0,0,20.796106,0,5.261361,0,6.475355,0,0,5.7220364,0,0,0,0.89692885,8.345091,0,0,0,0,0,0,2.397308,7.1056514,0,6.5406127,2.5355809,0,0,0,3.9430435,0,0.26076886,3.0977447,0,0,0,5.674107,2.0505233,0,0,0,13.36314,0
265,3.0509496,6.389204,0,0,0,1.815658,0,5.963758,0,7.3759522,0,4.3813534,0,0,0,0,0,12.193595,14.631875,0.71692646,0,0,0,0,0,0,0,5.3173895,0,0,0,0,0,0,0,0,1.6429921,0,7.294828,0.668506,3.0193062,0,0,0,1.7098254,0,9.087399,4.867121
266,0,0,10.698277,0,0,0,0,0,2.5216515,0,0,0,1.154566,3.1347508,0,3.5718002,2.9128528,0,0,0,3.0531068,9.354282,24.841997,1.2859685,2.1314878,5.9741416,0,0,11.459373,0,0,10.663606,21.037096,0,0,0.37853852,0,0,8.672955,8.418936,0,0,0,0,2.5517309,0,0,0
267,0,0,0,0,7.240922,0,1.3826835,0,0.95227695,0,27.90128,0,0,12.530727,1.9653609,3.8002388,5.4365087,0,0,9.60863,21.306162,0.4119325,34.062477,1.9328272,0,1.1887503,0,0,1.5198851,19.161354,2.3011756,0,0.13176918,5.183036,0,5.4658427,8.236529,0,0,0,4.123991,0,0,0,2.0086284,3.7131875,9.877795,4.477973
268,0,0,0,1.0623962,0,0.14802486,0,16.436268,1.2484617,1.7223514,0,0,0.9547921,0,0,0,3.01525,0,0,2.9103987,0,0,0,0,0,1.1443852,0.9786521,0.31733534,0,6.5228863,0,0,3.2511318,0,2.5164099,6.266794,4.105645,0,0,1.5506943,0,1.7195915,0,3.6955755,0,2.0034544,0.8140117,3.3746622
269,0,0,0,0,0,0,2.8272226,15.88073,0,0.7669262,0.9884385,5.2137713,0,15.388817,0.15556988,1.8029963,0.31842917,7.6328964,19.003065,7.186001,0,0.4589808,19.554304,0,0,5.2847366,0,1.4735278,0,20.667551,0,0,6.8199983,0.25185692,0,0.8373451,0.813802,0,1.9097033,5.3307877,0,2.589497,3.5248358,0,0,0.08387249,0,5.7385426
270,2.329703,2.4988172,0,2.3874974,4.651723,0,0,25.153387,3.4634979,0,0,0,0,0,2.7641795,0,0,6.154264,5.4473596,4.0684237,0,6.7952213,6.946017,0,0,1.0749596,0,0.79319113,0,5.1686797,3.213515,0,0,2.3077462,1.1469343,0,1.1328287,0,0,0,0.6855777,0,0,0,0,2.0272958,13.068673,1.362049
271,0,0,0,0.7895906,0,2.8769636,3.0363724,18.702837,0,2.1446235,0,0,0,0,2.2828395,0,0,0,4.483733,3.0868838,0,0,17.404373,0,0,0.008385108,0.5294432,0,0.1898746,13.34906,6.982208,0,2.6566303,5.340007,5.6817517,9.367692,2.2693768,0,0,0.99293005,0,0,0.14747372,0.5538245,1.3991066,0,0.35838398,0
272,0,4.4550853,0,0,0,0,7.902101,0,0,0,0,0,0,0,4.1227193,0,0.88665384,0,1.8536471,0,0,0,3.2502625,0,0,1.7854103,0,0,1.2690637,14.2752495,5.421433,0,0,0.929781,0,3.0477247,1.0355618,4.0240555,0,5.615247,0,0,0,9.83071,0,0,0,0
273,0,0,0,0,0,0,7.310119,0,1.0673068,0,8.678057,0,1.0256504,0,0,0,0,0,0,6.5701156,0,2.9528596,29.948265,1.3801146,1.7735864,0.48439267,1.1530706,0,6.1170573,7.955225,0,0,0,0,0,0,3.7951193,0,1.4667085,3.5483356,3.751574,0,0.5965661,0,0,3.122987,0,4.576932
274,7.163585,0,0,0,0,0,6.0979304,0,0,0,0,0,0,0,0,0.37636328,0,0,0,0,1.8507341,0,0,0,0,0,0,0,0,0.43351814,0,0.3239403,0,0,0.28439337,0,3.701946,0.41639832,0,0,2.8896582,1.3067291,0.8672858,0,0,0,5.6137633,0.24382564
275,1.3331238,0,1.0313402,0,3.0738368,10.305602,0,0,0,10.778308,0,0.69363916,0,0,0,0,0,27.125393,32.129498,0,0,0,0,0,0,0,2.2887397,3.964522,0,0,0.4431518,0,0,3.4859173,2.9574215,0,0,0,0,0,0,1.3713266,0.5835891,0,0,1.1035569,1.4201876,0.5326649
276,1.2754017,0,6.245279,0,0,0.5579732,0,0,0,4.9120593,0,0.062442534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291881,0,0,0,30.204916,0,0,9.728217,0,1.7778656,8.705612,2.3892355,3.636903,0,0,20.381836,9.38005,0,0,0
277,0,0,2.0768783,0,0,0,1.6409186,0,0,0,26.845192,0,6.964424,36.372334,0,8.7933445,0,0,0,0,15.64483,12.68526,0,7.7344055,14.243652,0,0,0,6.022074,0,0,12.70495,13.939379,0,0,8.323958,0,0,10.008242,0,0,0,1.4812213,23.50266,10.315029,0,0,0
278,0,0,2.257718,0,0,0,0,0,0,0,6.481867,0,6.441518,20.721167,0,0,0,0,0,0,10.227411,12.884971,0,3.422042,6.298624,0,0,0,0,0,0,6.2117434,0,0,0,0,0,0,6.6941996,0,0,0,0,3.2806127,10.327954,0,0,0
279,0,1.3679123,0,2.2059493,3.298797,0,0.11836947,0,0,1.4835902,6.97949,37.520424,0.021906402,0,5.4589405,0,0.105087526,4.9279513,0,1.5883855,0,0,6.4941154,0,0,0.5907843,0,2.7503023,4.400209,10.287429,4.353751,0,0.19775607,0,0,1.1530589,4.9083977,0,0,0,1.7612329,1.4195471,1.7358636,0,0,8.187037,0,4.1602626
280,0,0,0,0,0,0,0,29.449347,0,0.21393918,0,0,0,0,2.9725862,0,2.310057,0,0,2.7176397,0,4.0062084,22.392813,0,0,3.4796617,0,0,4.0960827,2.106135,4.190569,0,9.252759,2.8571074,0,4.6940713,3.2940104,0,8.023272,1.1215419,3.4529862,2.139168,0,0,0,0,0,2.0075529
281,6.5808487,1.6527948,0,0,0,0,0,11.7625475,0,3.793871,0,0,0,0,0,0,3.8855991,0,3.3737671,3.6601894,0,0,0,0,0,3.1609304,0,4.235732,0,10.146918,25.183044,0,0,0,1.530376,0,1.3766009,0,0,0,0,0,1.8071114,0,0,3.9850178,16.39913,0.4082471
282,0,9.259472,0,0,0,0,6.0311456,24.106934,0,0.25107566,0,12.269707,0,0,0.2791903,0.56719494,0,0,5.772468,0,0,0,0,0,0,0,4.172023,0,0,4.643143,1.0673984,0,0,0.9251909,0,0,2.1957176,0,0,0,1.7106829,0,3.2237992,2.9674413,0,1.5317907,0,0
283,0,2.479464,3.4100645,0,0,0,1.1649591,9.860739,0,4.92697,0,9.527869,0,0,3.6115985,3.3910296,0.19340678,0,0,7.5034018,4.754412,0,0,0,0,1.6521512,1.8353088,0,0,5.388592,0.25248677,0,0,0,0,11.083335,0,9.544868,10.763267,0,0,0,0,0,0.9339998,0,0,0
284,0,0,1.3809578,0,0,0,1.2475382,0,2.6741104,0,2.517779,0,4.526851,7.1831503,0,2.1244168,7.290922,0,0,0,18.700521,12.557048,17.097853,0,13.764812,0,0,0,8.956703,0,0,8.63412,0,0,0,13.970052,0,0,10.852777,4.289091,0,0,0,6.798853,14.58867,0,0,0
285,0,0,11.489136,0,0,0,0,0,2.83069,0,28.340694,0,6.7846093,21.706245,0,9.820182,0,0,0,0,0,11.558195,0,8.090291,5.0824924,0,1.1783857,0,0,0,0,3.8563726,0,0,0,0,0,0,0,0,0,0,0,12.226199,13.320239,0,0,0
286,1.869002,0,0,7.206,2.0313027,0,0,0,0,0,8.27843,0,1.8815151,26.654337,0,3.5626438,0,0,0,0,4.692287,10.836844,3.8578627,3.042072,8.7043,0.3384205,0,0,0,0,0,0,0,0,1.065034,19.565672,0,0,21.23484,0,0,0,0,4.7547245,12.155266,0,0,0
287,0,0,0,0,0,1.1689239,0,0,3.3569558,0,0.39226723,0,0,0,0,0,9.631531,0,12.970498,5.604091,18.62695,4.561245,23.326147,3.924199,0,4.7102847,1.363557,0,5.739352,0,0,0.44324607,21.745335,2.8534918,0,3.6600604,6.355991,0.8044488,0,1.2266368,4.3029904,0,0,0,0,5.8356,0,6.673919
288,1.6426268,0,0,0,0,3.3203583,0,9.169428,6.534071,0,2.166437,0,0.33311772,1.2964967,0,0,1.9153297,0,1.7327098,0,0,5.376577,0,0.3909453,0,0,0.92459846,0,5.944001,0.9351959,0,0,12.711278,7.0384192,1.6349438,1.27046,2.3252845,0,0,4.296854,4.022023,0,0,0.19601676,0,0.40637884,4.0495124,0.8653018
289,0.813818,0,0,0,9.753162,2.1404588,0,0,0,0,12.837824,0,0,6.247324,0.86579597,0.5281444,3.5083148,0,0,9.53688,10.557933,3.0813072,23.703178,4.6697946,0,3.190802,1.19786,0,1.2489086,0,0,0,8.596415,2.424801,0.56268823,6.833794,0,5.1530595,0,0.007259812,0,0,0,1.6224487,0,2.6350107,1.4633796,6.0139923
290,0,0,1.0901432,1.9684101,0,1.1964046,4.914869,0.018534137,3.2132938,0,7.8911643,0,0,0,0,0,2.2741332,0,0,1.8426262,4.3305645,0,14.801062,0,0,1.012955,5.6331882,0,0.6098979,0,0,0,0,0,4.0274763,0,0,0,0,8.60503,1.194034,1.1410024,0,4.644878,0,0,0,0
291,0,0,0,1.6645539,0,0,3.8988595,12.2368355,0.32381624,0,0,5.2834845,0.649656,0,9.560154,0,0,0,0,0.236494,0.83851093,5.282882,1.9509109,0.6923607,0,0,0,0,0,4.3922744,0,0,3.4800286,8.064968,0,0,0,0,5.148636,0,0,0.22862466,1.9049774,0,0,0,0,0
292,0.6008068,6.640032,0,0.45962277,0,0,0,22.685768,0,11.657501,0,26.059408,0,0,5.473361,0,0,3.9539285,9.997688,6.403039,0,0,0,0,0,0,0,2.3930218,0,6.3747187,14.72996,0,0,0,5.610412,0,0,0,0,0,0,0,0,0,0,0,0,0
293,3.745239,0.17911205,0,0,0,7.989672,0,13.689859,0,4.8849015,0,0,0,0,0,0,0,10.7439995,11.894328,0,0,0,0,0,0,0,0,9.088536,0,4.1430693,5.3012104,0,0,0,3.8693252,0,3.3119006,0,0,0,0,8.003504,0,0,0,0.8873284,11.0123005,2.5369616
294,0,9.473141,0,0,0,0,0.20321466,9.939827,0,5.561397,0,14.374316,0,0,6.2995353,0,0,10.803725,3.8349133,15.145898,0,0,0.671334,0,0,0,1.169859,3.6589088,0,9.06542,0.9455901,0,0,0,3.621005,0,0,2.0199199,0,0.92522144,2.395099,4.7657814,3.35598,0,0,4.192553,1.9320532,0.51293397
295,0,7.220231,0,0.83831096,5.3084292,3.7975433,0,13.208732,1.1678468,2.9971642,0,9.102084,0,0,0.47112796,0,0,1.2130063,10.394111,0,0,0,10.220956,0,0,1.5771966,0,5.180262,0,0.9184418,0,0,0,0,0,0,0,0,0,4.130841,0.2605288,0.547184,0,0,0,2.802542,10.047337,1.9745346
296,7.6252785,8.129825,0,0,5.847765,2.5723274,1.7958521,21.370102,0.28039196,1.2235,0,6.2139626,0,0,4.6164875,0,1.7746329,4.8491836,1.8144621,8.078964,0,0,0,0,0,3.4446566,1.874349,3.2031982,1.5315729,21.835571,0,0,0,2.4946244,0,0,4.43915,0,0,0,0,3.914749,0,0,0,0.21438934,0,0.65756154
297,0.21803278,0,0,0,0,3.2453465,0,8.936776,1.1738343,1.6782932,0,1.067659,0,0,6.1981077,0,0.8612682,0,0,4.3866816,0,0,0,0,0,0,0,3.7058628,1.6116514,7.769826,4.2484303,0,0,0,4.5484576,0,0,0,4.656569,0,0,3.6186488,1.2959754,0,0,0,13.843463,0
298,0,8.21708,0,0.12375371,0.2045113,0,3.0521638,18.527006,0.029664824,0.16900395,0,13.204083,0,0,4.7610407,0,0.54048073,10.866986,0.3757686,6.190784,0,0,2.468803,0,0,0,0,3.7834375,0,8.602207,6.194195,0,0,0.8303771,2.6922164,0,5.4519534,0,3.2323613,0.9109922,0.8552467,0.96066874,3.5446422,0,0,3.9953408,7.309421,1.0881104
299,3.1864676,6.9910955,0,0,0,1.3133266,0,11.835684,0.1594503,10.223352,0,6.676925,0,0,3.5166273,0,0,1.2571391,17.571583,12.817769,0,0,4.5771184,0,0,4.369701,0.76744723,3.5968485,0,10.449773,12.132166,0,0,0,2.9403894,0,2.6869137,0.5132003,0,1.8978446,0.92354745,4.9170995,0,0,0,3.8771439,0,2.1011987
300,0,7.395498,0,6.0041723,1.4341809,0,0,33.77082,5.526974,2.621255,0,8.183105,0,0,1.382389,0,0.419643,0,5.053063,0.12753485,0,0,0,0,0,0,0,1.6053727,2.3254783,17.709343,6.0006027,0,0,0,0,10.938961,3.1665144,0,0,0.5602968,2.3683825,0,0,0,0,0,0,2.2833784
301,3.9418352,6.9510183,0,0,0,0.7834419,4.496992,14.747454,6.62656,0.026229968,2.4797413,0,0.82076067,0,4.301038,0,0.6522216,0,0,5.0595045,0,0,5.687097,0,0,3.8151507,0.8780497,4.2406654,0,8.778404,6.7012334,0,0,2.760269,1.1031954,0,3.4272408,0,0,0,0,5.392469,3.4380548,0,0,2.3283236,5.695736,0
302,0,0,0,1.1637431,0,0,0,0,2.4393253,0,0.75876075,0.38006005,0,0,0.26130426,0,2.9831686,0,0,0.27100825,0,3.2696698,0,2.5173945,0,3.4909606,3.704276,1.5490402,2.204824,16.90724,2.748799,0,0,3.856356,0.7430657,0,3.4884727,3.219602,6.876918,1.6742201,0,0,0.23008603,0,0,0,0,2.5674553
303,0,0,0,0,0,3.8492012,11.310007,13.573153,0,0,0,0.59652066,0.53282917,0,0.51387024,0,2.3655794,14.3409605,12.790661,0,0,0.23819591,0,0.11376552,0,0,0.6481875,0,0,0,0,0,0.31007224,0,0,0,0,4.61676,7.120274,0,0,0,0,14.694388,4.733872,0,0,0
304,0,0,9.234393,0,0,0,0,0,0.26352018,0,11.509309,0,4.5099726,15.033887,0,5.732186,5.3462944,0,0,0,11.835165,7.1199565,0,8.233804,8.935896,0,0,0,0,0,0,8.955655,0.049305934,0,0,0.25855583,0,0,12.969718,0,0,0,0,0,19.744446,0,0,0
305,0,0,7.9002194,0,3.4182825,0,3.1349404,0,0,0,8.198894,0,0,38.650234,0,14.246284,0,0,0,0,0,1.3052495,0,0.83774173,13.49654,0,0,0,0,0,0,11.049888,9.556724,0,0,0,0,0,1.4038619,0,0,0,0,0,18.369106,0,0,0
306,0,0,4.007104,0,0,0,2.9330635,0,0,0,8.596962,0,0,27.721964,0,9.138665,0,0,0,0,0,0,0,0,1.0395199,0,0,0,0,0,0,8.823537,18.096216,0,0,20.177902,0,0,2.3347492,0,0,0,0,11.027067,11.783184,0,0,0
307,0,0,5.731762,0,0,0,0,0,0.76585275,0,5.272474,0,2.295743,13.21235,0,0,0,0,0,0,0,5.8550963,0,0,0,0,0,0,0,0,0,10.768472,0.8006575,0,0,13.737242,0,0,4.1897135,0,0,0,0.041413523,0,11.514073,0,0,0
308,0,0,0.8047005,0,0,0,2.2576835,0,0,0,9.520274,0,3.6601164,31.461073,0,8.67324,0,2.7947714,0,0,0,10.083486,0,1.2122303,10.244108,0,0.30100513,0,0,0,0,2.2398121,15.375499,0,0,1.4608262,0,0,0,0,0,0,0,0,0,0,0,0
309,1.0575941,0,10.530459,1.0835394,1.9430728,0,0,0,0.86425453,0,0,0,3.5705445,23.391014,0,0.8808552,0,0,3.6130977,0,10.644574,6.346533,5.783101,0,9.029279,2.7118077,0,0,0,0,0,0,12.913494,0,0,0,0,1.869684,7.9512353,0,0,0,0,10.721057,0,7.8630037,13.279907,0
310,8.273825,0,0,8.804983,0,0,0,7.888933,0.67737335,0.8738165,0,0,0,0,0,0,8.418601,0,0,0,23.929634,8.160247,0,5.9194603,1.5824915,0.29297465,0,0,3.3535542,0,0,0,0,0,0,0,0,0,0,3.3915083,2.5880492,3.8382838,1.3289231,0,0,1.5431426,0,3.7792273
311,2.1249964,0,0,9.428712,0,0,0,0,0.7772338,0,16.90268,0,9.133446,13.121646,0,0,5.7047567,0,0,0,12.029559,0,0,2.3552175,0,0,0,0.1832945,2.4259644,0,0,0,0,0,12.428001,0,2.1170342,0,4.68561,1.3842994,0,0,0.079597324,9.920928,0,5.3897924,2.1542706,1.5944928
312,0.36007476,0,0,0,0,0,0,0,0,0,7.3347,0,5.376752,4.4239683,0,1.4449422,4.261044,0,0,0,18.165936,8.2299385,0,2.0532386,8.025143,4.2844343,0,0.19584288,10.347716,10.248609,0,0.6741257,14.561281,0.6441918,0.007115395,16.584507,2.238597,0,0,1.3891209,0,0.48530936,0,0,0,1.7316873,0,5.1187434
313,0,1.7251476,0,0,0.59344715,0.32570457,0,10.459217,0,0,0,12.257004,0,0,5.2961926,0,5.034916,0,0,0,10.222125,5.229362,26.19462,0,0,3.3673625,0.5929348,0.80386657,0,23.571598,0,0,12.655956,8.59269,0,8.897027,0,0,0,3.9331775,6.1408234,0,0.10279368,0,0,1.1137377,8.016956,4.46247
314,2.338876,0.4202672,0,1.0351425,1.8995438,1.8252616,4.0483413,25.707527,5.164615,0,12.147732,10.828975,0,0,8.3258915,0,7.039204,0,0,5.1641245,0,0,23.859459,0,0.484815,6.5738497,2.8209293,4.8544416,0.12591293,8.604808,7.936785,0,0,1.4481318,0,0.8530048,6.042031,3.7949975,0,3.6381369,1.2548717,6.081277,0,11.180255,0,3.6577594,4.9207835,0
315,0.76834977,0,0.7473395,0,0,0,0,0,0,0.9944688,2.3936608,0,0,0,0,0,2.0836277,0.09860801,0,2.9750524,14.176042,0,16.209295,0,1.7901851,8.327079,0.6577093,0,2.4449425,13.7753525,0,0,2.3640685,0.6958427,3.9797466,0,1.8969088,2.2636542,1.0084078,2.7916534,1.5748376,0,0,2.728175,0,0.8914091,2.3890224,6.8288975
316,3.440322,6.5691075,0,5.2933493,1.1199074,5.9747667,6.828881,16.927551,0.6919526,5.7402573,0,18.100092,3.6821923,0,1.7758794,0,0,7.5038905,8.304368,11.529112,0,0,12.151922,0,0,1.3498561,6.4123898,0,0.9658377,15.257569,0.7752384,0,0,10.079986,0,0,0,2.0373993,0,0,0,0,0.75253975,0,0,0.040412657,0,0
317,0,8.2137375,0,0.02633554,0,0,3.3379273,43.80739,1.2671388,2.7820249,0,8.160199,0,0,2.3904848,0,1.3458226,3.2054138,17.60259,10.733101,0,2.0541313,10.602401,1.6223202,0,0.3380297,0,0,0.85447973,0,0,0,8.225613,0,2.2311103,0,5.386607,0,0,0,0,1.7966963,0,0,0,0.9218266,0,4.105366
318,0,0,7.3306594,0,0,0,0,0,0,0,0,0,0,10.6495285,0,0,0,0,0,0,35.890793,7.543862,0,2.0759382,4.7119474,0,0.21536183,0,5.0249133,0,0,0.42468336,0,0,0,16.665876,0,0,0,0,0,0,0,0,15.582705,0,0,0
319,0,0,2.849234,0,3.5782483,0,0,0,0,0,0,0,0,29.100021,0,22.394573,0,0,0,0,7.6043015,0,0,0,0,0,0,0,0,0,0,16.842968,0,0,0,3.6771693,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,3.7722824,0,0,21.014654,0,15.554577,0,0,0,0,0,0,0,4.396427,5.931896,0,0,0,0,0,0,7.239178,6.3143682,0,0,0,0,0.029535323,0,10.320883,1.8598489,0.016427735,0.05117821,12.102545,0,2.5110767,0,0
321,0.42751536,0,0,2.622271,0.043101296,0,0,0,0,0,0,0,0,0,2.0864742,0,6.0022345,0,0,0,17.004284,25.266356,5.167539,2.1870651,4.762751,5.633421,3.8899,7.994803,0,20.4011,11.433033,0,0,5.545553,5.619932,0,0,0,0,0,1.2720438,0,0.51797855,8.791348,3.3302665,0,4.4962006,0
322,0.57402474,0,0,2.6559982,0,0.61149997,4.295624,0,1.7922143,4.6996326,15.700544,0,0.85016346,0,2.835852,1.1122129,4.14034,0,1.4508895,3.4399774,14.881687,0,32.78283,0,0,3.528985,0,0,8.804761,4.0026827,3.7557006,0,10.972718,3.5359187,0,2.9555748,6.0154023,3.264677,0,0,2.6755888,0,1.0510775,0,0,3.6724803,0,6.070494
323,0,0,0,0,0,0,3.3174927,19.948544,2.4007847,6.9351954,0,8.796752,0.78792286,0,8.232796,7.558709,3.4067762,0,0.1701235,6.6852,0,3.4523463,22.624676,2.8826017,0,2.1452017,1.8191769,0.7079218,2.3933332,5.3916183,6.790892,0,8.668977,2.3662877,4.7599854,4.3855305,0.29782927,0,0,0.89403963,1.5468166,3.9749281,0.037709657,0.51199985,0,0,0,3.5279396
324,0,4.8421507,0,0.6822474,2.3695703,7.6748037,15.355196,44.795593,0.6548937,0.64192873,0,22.527744,0,0,3.3222864,0,1.7654237,8.312336,0,15.498815,0,0,9.073259,1.2377898,0,6.5143933,0,5.267607,2.883194,5.41875,0,0,6.155404,1.6068162,0,0,3.5365608,0,0,0.6851704,2.9662771,0,0.810426,0,0,0.28413278,6.716967,4.8917065
325,0,0,0,4.6614165,0,1.3346785,13.881978,5.8749595,2.313179,2.3058925,0,1.7819991,0,0,1.2526143,0,1.1768223,0,3.6072798,2.7247787,2.479471,0,14.883498,0,0,0,1.3644302,0,3.9230044,0,0,0.78419936,0,3.795692,0.9745577,0,5.8982124,6.393799,0,0,0,5.5334916,1.0533776,3.6740255,0,0,2.5794675,0
326,6.511401,0,0,1.1161147,6.116805,0.08393386,0,26.942358,6.6422434,0,0,0,0,0,0,0,0.60049874,0,6.3000445,2.7173014,0,0,0,0,0,0,1.7122349,4.7961054,0,0,17.316278,0,0,0,8.069562,0,0,0,0,0,0,10.021239,1.0576988,0,0,3.4377205,10.795224,4.4235435
327,2.6205022,3.6987672,0,0,0,10.962258,1.2794468,27.735096,0,10.529865,0,8.418139,0,0,0,0,0,29.450455,35.841064,0,0,0,0,0,0,0,2.709228,14.317345,0,25.155832,0,0,0,0,7.0649014,0,5.7256293,0,0,0,0,0,0.34391677,0,0,4.7055,15.863181,0
