x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037
286,0,0,0,0,0,0.17611074,0,0,0,1.230214,0,0,0,0,0,0,6.37753,0.047137264,0,0,0,6.439425,1.9818791,0,0,2.0850885,0,4.619917,0,0,0.83838016,2.1885242,0,0.6750193,2.4521987,0,0,0.10296786
287,0.4338713,0,0,0,0,2.098011,1.5966618,0,0,0,0,4.2563224,0,1.437689,0,0,1.0778338,0,1.7237374,0,1.6022252,2.3024414,0,0,2.3321984,0,0,0,0.8279728,0,1.8602104,0.052210372,1.3937256,0.051613294,0,0,0,5.181323
288,0,0,0.093287565,0,15.765358,5.2509694,0.7543799,4.773844,4.035513,0,0,0,0.78063774,0,0,0,0,2.279722,0,0,0,0,0,19.159908,0,3.5663288,0,1.4134189,0,0.13944696,0.75522554,0,0,2.7858615,2.7448728,0,2.8245049,2.8893974
289,0,0,0,0,0,1.2752322,2.6058042,0,4.6742625,0,2.3561227,0,0,3.5420766,0,0,2.8620238,6.7975307,0,3.9881737,0,5.654057,0,0,0.7812272,0,3.9461238,0.17209701,2.9033723,0,0,0.21952274,0,0,0,0,0,0.6183603
290,2.037939,0,2.2433715,4.8475385,0,0,0,0,0.09789217,0,1.686272,2.0436277,3.157408,0,1.2369345,0.43869433,0,0,0,0.19783618,0,1.4600272,0.32078117,0,1.900986,0,3.525555,0,0,0,0,0,0,0,0.51176757,2.3436158,7.5449824,2.203766
291,0,0,0,7.6906624,0,0,1.5713725,1.3670396,0,2.2025192,1.311879,0,0.35933784,0,0,0,0,1.2471887,0,0,0,13.890505,0,2.8408892,1.3779286,0,4.2126193,0,0,0,2.3351872,1.9801408,4.831336,1.0896906,0,2.7068443,2.9662015,2.0460021
292,1.1370097,5.9987106,0,0,8.036428,0,0,0,0,0,0,0,0,0.04407703,0,0,0,0,5.695564,0,5.5994406,7.0548286,0,9.175747,6.416141,0,0.48411477,2.1667104,0,0,0.23579259,6.7865825,0,7.299811,1.6876156,0,0,0
293,0,0,3.9435892,7.696345,5.0350046,0,0,1.8484244,0.7507001,1.3061178,0,0,0,0,2.9175217,0,4.9966154,0,4.052541,6.5996003,0,0,3.0877864,0,0,0.68431276,10.578852,0,0.14876963,1.384329,0,0,1.8447448,3.165095,0,1.6698282,0,0.12177193
294,0,0,0,9.467993,2.8611834,0,5.0752587,0.5705746,8.976396,0,3.1351705,0,2.3339038,0,0.2448942,0,4.9863386,2.4994292,0,0,4.0651965,0,0,5.9755263,3.5843918,0,7.220396,3.022365,0,0,0.8857931,0,5.026666,0.34816846,0.26294953,5.453089,0,9.684185
295,0,0.99903893,0,12.797965,0,0,11.167352,2.7007484,0.58364826,2.3483117,0,0,0,0,0.49733496,3.3425746,3.417823,0,3.819532,1.0623344,8.274186,1.503046,0,13.442743,0,5.442497,2.4517803,0,0,0.9134662,1.5942922,0,0,0,0,0,8.100746,0
296,0,0.17637774,0.7161981,0,3.6579123,0,0,0.41258815,1.0134064,0,2.5205224,0,0.7942945,0,3.7825541,0,0,1.7621948,2.4586186,1.3691212,0,6.421501,1.2902586,0,3.052968,3.4982746,8.710956,0,0,2.1506722,0,1.5983412,2.4289978,0,2.3847175,0,4.5808325,0
297,0.6618493,3.5786333,0,0,0,0.086797,6.4914546,4.2799473,1.1041899,1.0787741,0,0,0,0,0,1.059866,1.0194827,0,0,3.6718342,1.0007275,0,0,0,0,0,2.9557683,0,0,0.52758944,0,0,0,0.72123355,0.7750694,0,1.0431325,0
298,0,5.980083,0,14.38639,0,0,3.8974001,4.8245134,1.5579265,0,0.36318353,0.6484857,0,1.0062519,0,0,2.0194654,6.722363,0,3.188985,0,0,3.2638686,0,5.564193,0,0.8013606,0.5994884,0,1.1885686,1.9310132,0,3.7201579,0,0,6.8529525,7.3077292,0
299,0,0,2.6445267,0,0,0,3.8666124,0,0,0.9173623,0.7775747,0.26733056,0,0,0,0.65384066,0,0,0,0,1.8122256,1.1904125,0,2.4456477,3.9482558,3.2310174,1.796308,0,0,0.18981506,0,0.31131318,0,0,0,0,18.454952,0
300,0.17758927,6.171568,0.28461456,0,0,0,1.4158431,0,0,1.9248277,3.5789573,0,0,1.8877323,0.47162303,0.9856361,2.9041533,0,0,0,0,7.634789,0,8.3550825,2.9924307,0.7466509,2.1295295,0.16744605,0,0.24989995,1.4787991,0,1.4076055,4.9075356,0,1.1254138,0,0
301,0,4.7929606,0,1.132147,0,0,0,5.201985,0,0.9303739,0,1.5030386,0,0,0,0,0.33444163,0.54812455,1.7603295,5.916967,4.903364,0,1.4662735,0,0.848838,0,1.2230992,4.181604,0,0,0,1.504681,1.4979396,0.8735252,1.1262914,0.7014673,13.167201,4.0879793
302,0,2.5904381,0,0,6.3635716,0,0,0,0,0,0,2.8916502,0,3.5999453,0.9990536,0,0,0,0,0,0,8.104945,0,0,3.7451255,0,0,0,0,0,0,3.715017,0,0.42058283,2.9509933,0,0,0
303,1.5444341,0.08881765,0,0,0,0,0,0,0,0.8136252,0,0.3665684,0,2.3265169,3.7172017,0,4.8460364,4.950495,0,0,0,4.6974096,0,15.659086,0,0.46793354,4.58147,0,1.8520997,0,2.4427838,1.3472552,0.40700203,0.669134,0,0,0,12.185967
304,0,0.9652286,0,0,0.31892926,0,0,1.3583666,3.5926583,0,0,1.3874403,0.47024325,0.33240262,0,0,0,0,0,0,8.176073,0,0.34825167,0,0,7.7704773,0,0.89390755,0.96113473,2.3320906,0,0,1.7948389,0,0,0.43336818,0,0
305,1.1517758,0.12694691,0,19.022758,0,0.26544052,0,3.1098804,3.875746,0,1.3058869,0.6767724,2.2238386,0,0,0,3.3462193,3.7712955,0,0,2.0630744,0.48948634,0.39816162,0,5.5943785,0,3.468737,2.092052,0,0,0,0,2.8098328,6.9895797,0,0,19.148592,0
306,4.526976,9.35673,0,0,0,0.36390072,0,0.6815685,0,0,0,0,0.41057202,1.7178779,3.6881082,0,1.8415413,4.8381805,0,0.07205918,0,12.432792,3.0924966,0,0,5.317053,2.7720027,0,1.7482716,0.9077327,0,1.8416609,1.6606575,1.1352199,5.5944858,0,0,0
307,0,1.4766133,0,14.874348,0.7908614,0,0,0,0,0,1.9676087,0,2.436961,0,0,0,0.7143042,0,5.934365,0,0.42470607,0,0,6.590421,0,0,0,0,0,0,0.9800155,0.037615288,0,0,0,0,0,0
308,0,0,10.057349,0,0,0,0,4.0339594,0,0,0,0,0,0,0,1.6659138,0,0,12.922081,0,0,0,0,2.1939254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.5894201,0,1.3093055,0,0.009303876,1.5350136,0,0,0,0,0,0,1.1429243,0,0,4.2909927,1.9190247,0,17.922197,0,0,0,0,0,0,0,0,0,8.169612,0,0,0,0,0,0.6264732,0,0,4.4103284
310,0,0,31.08176,0,5.2095456,0,0.8443281,0,0,0,0,0,0,0,0,0,0,0,0.24136294,0,0,0,0,0,0,4.2806754,0,0,0.22453845,0,0,0,0,0,0,0,0,0
311,1.7962003,0,0,0,2.0390995,2.4168587,1.3859335,0,0,0.8792963,0,1.0309564,0,0,0,5.1720357,0,0,19.867735,0,0,0,0,0,0,0,0,0,1.7239609,0,0,0,0,0,0,0,0,0
312,0,1.7915665,13.348513,0,0,0,0,0,0,0,0,0,0.08381102,0,0,5.8815327,0,0,16.493721,0,0,0,0,0,0,13.5099945,0,0,0,0,0,0,0,0,0,0,0,2.5925508
313,0,0,0,11.688372,5.4651256,0,0,0,0,0,0.40202382,2.1692808,2.7777586,0,0,2.4504395,0,0,12.196637,0,0,0,0.79583824,0,0,0,0,0,2.6616929,0,0,0,0,0,0,0,0,4.832414
314,0,0,15.9013815,0,0,0,0,0.07211839,0,0,0,0.35660872,1.8023002,0,0,0,0,0,9.496953,0,0,18.088013,0,5.014422,2.8561037,0,0,0,3.2511234,0,0,0,0,0,0,0,0,0
315,0,0,12.168399,18.229074,0,0,1.5519294,0,0,0,0,1.4770943,0,0,0,5.509216,0,0,7.9829698,0,0,0,0,0,0,0,0,0,0.9985843,0,0,0,0,0,0.6971042,0,0,0
316,0,0,8.929375,0,7.2697306,0,0,0,0,0,0,0.23929864,0,0,0,4.9901004,0,0,4.3922253,0,0,5.0918794,0,9.236138,4.4927444,0,0,0,0,0,0,0,0,0,0,0,1.5507257,4.600137
317,0,0,18.160446,11.153548,0,2.159597,0,0,0,0,0,2.63004,0,0,0.22050029,4.8275776,0,0,9.180562,0,0,0,4.1571693,0,0,0.44885215,0.002097871,0,0.29296252,0.17764732,0,0,0,0.3648166,0,2.481297,0,2.3147442
318,0,2.407789,10.458624,0,1.4947652,0,0,0,0.22386996,0,0,2.7233224,0,0,0,0,0,0.36220002,12.513768,0,0,0,0,0,0,4.70118,0,0,3.1185477,0,0,0,0,0,0,0,1.1665863,0
319,0,4.912537,0,0,0,0,0,0,0.9761876,0,0,0,0,0.037760906,2.9988787,0,4.4605937,17.31037,0,2.6263454,0.76263463,1.1250014,0.26242107,2.1606238,1.6219156,1.1766212,0,2.3086545,0,0,0,0,2.8964562,0,0,0,7.277057,0
320,0,13.488636,0.8014292,0,0,0,0,4.02468,0,0,0,4.6135902,0,0,1.9332739,0,0,2.4237065,0,0,0,0,0,0,0.7922478,0,0,0,0,0,2.8126092,0,0,0,0,0,0,0
321,1.324195,2.9851246,14.688033,0,9.604308,0.9022167,4.7232676,2.3322444,0.60889053,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1830441,0,0,0,0,0,0,0,1.7807564,0,0,0,0,0,0,0
322,1.4480238,0,0,0,0,0,0,0,11.836385,0,1.4664214,2.7290113,0,0,0.58224726,0,3.1707604,5.221687,0,0,0,0,5.739864,0,0,0,0,0,0,0,1.6348233,0.045972813,2.754482,1.882965,0,0,0,0
323,0,0,6.484632,0,0,9.463117,2.7681124,0,3.8610811,5.5777564,3.8975317,3.5805688,0,6.4917517,1.3063216,0.6698787,0,1.3041216,0,0,0,0,3.0123205,0,0,0,0,0,0,0,0,0,0,0,0.8858261,0,0.20270932,0
324,7.445919,0,0,0,0,16.016113,0,0,5.4309273,8.295769,0,3.798694,0.27634147,23.934914,0.52040887,8.942428,0,0,0,10.874973,2.4946337,14.26049,0.90762186,5.1200166,2.5069652,0,14.097669,24.212744,0,8.93303,0,4.6731615,0,5.3013153,1.6718476,2.538173,5.7251377,2.9407003
325,1.6360344,0,2.448666,11.74349,0.94437057,9.909903,0,0,18.279385,19.554216,0,3.9209335,3.6249146,22.61671,0.7562342,0,7.34193,1.929354,0,25.448875,0,0,0.043302998,3.569547,0,0,0,20.882109,0,18.643843,5.5404725,0.8552065,0,0,0,0,0,0
326,0,1.9947122,0.8176938,12.522347,5.2866483,17.646204,0,0,8.731745,12.34562,5.5623455,3.0490677,0.2972865,6.9132185,3.0138657,4.2901363,0.57359314,1.8131372,0,12.554417,0.93827444,0,1.7872651,2.8062472,0,4.4228835,0,20.083008,2.0198326,15.65232,2.5204144,8.99458,12.343303,0,6.857146,2.720256,0,0
327,0.60694796,0,25.141836,9.647754,0,10.398587,0,4.314777,13.594215,8.665349,0,7.6734486,0.84790206,8.086025,4.249012,7.9709053,3.7012463,1.9358718,0,14.847753,14.643811,0,2.9258778,1.5587596,0.6892558,8.663259,13.218163,5.2702193,0.85385674,15.546073,16.094107,10.646769,5.4310985,0,0,0,6.2616744,0
328,0,0,0,14.838151,0,6.115471,1.9888911,1.097062,3.570614,6.749848,7.2491117,0,0,4.9187765,5.382557,7.2271566,4.651606,8.7497425,0,5.251232,5.545515,0.6424353,0,0,2.576989,0,3.0808365,5.4832926,4.456475,17.443842,3.4516015,12.455794,11.740315,3.9501972,0,0.08080102,13.963258,1.2682879
329,0,2.6559927,0,0,0,4.0871596,1.2787881,0.30648756,2.7846138,10.2079735,2.4697125,0,0.57746243,4.2656107,1.1608695,9.031866,0,0,0,8.296878,1.1900086,2.3802402,0,0,0.8939877,0,2.980053,5.3744783,0,5.3592963,4.2371993,13.654696,9.505838,1.2679164,0,0,0,0
330,0,13.302535,12.895637,0,0,5.578311,4.417541,8.865354,1.0141674,0,0,0,6.056766,0,0,6.858942,4.7081294,0,0,10.025924,0,6.8426948,0,0,0,18.351284,15.004436,0,0,3.6075425,0.6546813,7.8774776,3.7261405,1.4272621,0,5.42809,0,0
331,0.18067299,0,0,0,0,0,2.421747,3.8057804,0,0,1.9963136,0.6238535,0,1.2993929,0,0.289631,0,4.915062,0,1.0096849,0,0,0,0,0.1551603,0,0,0,4.082479,0,0,1.0214335,1.2462184,1.0402935,2.4559917,0,3.6845028,0
332,0,4.6610475,2.2161906,0.43996236,0,0,1.5221078,0,0,0,0.77967626,0,0,0,0,0.6262932,1.299737,1.8727877,1.1526682,0,0,0,1.3482004,0,9.484691,2.65678,18.081198,5.6358747,1.522911,0,4.223384,2.3378468,0.30775535,0,0,0.25581697,3.9013226,6.363042
333,0,0,0,0,3.5448446,0,0.9744959,0,2.423803,0,0,0,0,0,0,0.2322757,0,4.901509,0,0,4.6271577,2.4206204,0,11.2924595,0.6792325,0,3.4346507,3.7401967,0,0,0,0,0,0,0,3.4467065,0,0
334,0,1.501714,0,0,0,1.0407605,0,0,0,0,0,1.4039987,0,0,0.06349156,0,0,3.0489185,0,4.955462,0,0,3.4536555,0,0,0,0,0,0,0,0,0.015325219,0.6450059,0,0,7.9245105,0,0
335,0,3.60991,0,0,0,0,0,0,0,0,2.931542,0,0,2.750571,0,3.8588057,4.6542215,0,0,0,0,8.01109,0,10.154821,0.040347017,0,3.9479053,0.60691005,0.6653788,0,2.5297315,0.368579,0,2.3552618,0,0,8.265457,7.763462
336,0,10.500927,0,1.4573168,0,2.9774008,0.68324196,4.1623116,0,0,0,0,0.33461702,0,0,0,0,0,0,0.28774333,1.7636882,0,0,9.133738,2.4818275,0,0,0,0,0,0,1.4944025,0,0,0,4.0396223,0,0.84015584
337,2.2793543,0,0,3.0387564,0,0,0,4.6535335,0,0,0,0,0,0,0.6869787,1.156106,0,5.7567005,0,0,1.34555,0,0,0.33695003,1.2740291,1.5024275,7.6508136,0.44532305,0,0,0,0,0,1.1420826,0,2.6869695,0,4.0724773
338,3.0927505,0,0,0,5.754487,0,2.8992429,0,0,1.9995255,0,0,1.8033562,1.5912201,0.6556309,0,0,0,0,1.8115044,1.3262327,12.643607,0,0,0,8.402307,0,0,0,0,0.07991177,0,0,2.5848782,1.2654421,0,0,0
339,0,2.0254495,0,0,17.041424,0,2.1522603,0,0,0,3.5430527,0,0,0.93422306,2.0403988,0,1.6076995,2.8302252,2.43966,0,0,8.079497,0,0,0,0,7.3476505,0,0,0,0,0,0.9661248,0,0.19257018,0,0,4.1488886
340,0,0,0,0.63605636,0,0.08770118,2.1795394,5.20828,0,0,0,0.40574694,0,0,0,0,0,0,0,0,2.2992005,0,2.587451,0,0,3.0341265,1.5257161,0,0,0,0.0824141,0,0,0,2.7771237,0.31152412,7.9277964,3.4399557
341,0,0,0,0,0.42569345,2.544572,8.474405,0,0,0,0,0,0,0,0,0,0,0,0.15531115,0,0,0,0,0,3.4630451,1.330064,10.191698,2.7268121,2.9993982,0,0,0,0,0,0,6.0020633,0,0
342,0,3.2595356,3.5406106,0,0,2.1102197,0,0,0,0.8432351,0,0,0,0,4.3394265,1.3197547,0,3.3826852,0,0.05395783,0,0,0,7.6987133,0.31800705,1.9071033,0,0,0,0,0.045822553,0.44764656,2.5411963,0.12000698,0,0,12.038031,0
343,0,0,10.081052,14.965076,28.007011,0,2.7254162,0.44150385,6.1792607,0,0,0,0,0,0,0.6847685,4.0923133,0.3929016,0,1.1968949,4.8199944,0,0,14.970136,1.6951149,1.0433581,3.2637472,1.775742,0,0,0,0,0.61181116,2.2185078,0,0,3.612289,0
344,0,0,0,16.203989,0,1.520447,0,0,0,0.26134497,1.2204281,0,1.1533947,0,0,0,0.43055063,0.43773282,0,0,0,8.488834,0.83933914,0,4.4754524,0,0,0,0,0,0,0,0,1.9939463,0,0,0,3.8205633
345,0,3.4996233,3.335717,9.689656,14.783028,0,0,0,0,0,0.100974716,0,1.7024573,2.0530984,0,0.10553441,0,0,4.7489276,0,0,0,0,0,0,0.2076997,0.6942688,0,1.5589164,0,0,0,0,0,0.07615965,0,3.3711462,0
346,0,0,4.6832814,0,0,4.963848,2.0527108,0,0.4893905,0,1.0920503,0,0.19128263,1.5086153,0,0,0,3.0865657,0,0,4.893858,10.193806,0,1.7285663,0,4.7130365,0.35920948,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,9.70065,0,0.060724996,0.64755195,0,0,0,2.1638997,0,0.61691815,0.72349215,0.14084576,0,3.7838569,0,1.3993033,0,0,0,2.7032444,3.4471323,0,0,0,1.6595875,0,0,0,0,0,5.974237,2.5160594,0,2.38513,2.272695
348,0.01606354,0,0,9.797672,0,0.26967847,0,0,7.472754,0.27676693,0,0,0,0.30254823,0,0,0,3.2214086,0,0,0,0,0,0,0,3.4715009,0,0,0,0,0,0,0,1.690215,0,0,8.816684,8.626409
349,1.9667828,0,0,0,9.334439,0,0,1.732636,0,0,0,0.9360837,0,1.5796462,0.53891844,0,0.5471613,14.469101,0,2.371562,2.3261821,0.59094113,4.0338173,0,0,0,0,3.0290244,0,0,0,2.4819148,2.3595982,0,0,0,0.14020745,0
350,0,0,0,0,0,3.2207773,4.523275,0,0,4.820069,0,0,0,1.3340086,0,0,0.5187357,0,3.333843,0,0,10.672582,0,1.2465556,0,2.1745532,2.0215223,0.46393108,0,0,0,0,0,0,0,3.178657,0,0
351,0,9.94849,0,0,5.706046,0,0,0,0,0.56246626,0,0,0.086484514,1.2962093,0,3.4550204,3.809522,0,0,0,0.25201884,0,1.1571358,0,0,0,1.8168719,0,2.6899545,2.9732752,2.2182486,2.4770658,0,0,0.9426193,0,8.072568,0
352,3.2625177,2.0857744,0,5.036321,0.25708306,0,0,2.8392174,2.5903206,0,2.751183,0,0,0,0,1.7234759,2.760388,2.9140856,1.4994969,0,2.7248943,0,0,1.3918597,1.8462949,0,10.742797,3.5280986,0,1.5928437,0,0.3700789,0,0,0,0,1.2075472,0
353,2.1794164,2.6419075,0,0,0,0,0,7.7188454,0,0.2886838,0,0,1.0635328,0,0,0,2.8174865,0,0,0,0,6.0670185,2.378113,1.1299318,0,0,0.93761957,0,0,0,1.791951,0,0,0,2.2096343,0.33946317,12.535383,0
354,0,0,13.47681,0,1.7144598,0,0,0,0,0.85685027,0,0,0.16839516,0.99635077,0,0.9153493,0,1.0199126,1.945026,0,0,3.3954391,3.274341,14.821946,2.2491353,0,3.5649207,0,3.1673653,0.81693673,2.0848753,0.39040145,0,1.5230823,0.061537366,0,0.9486491,0
355,0.4447595,0,0.18395002,0,0,0,0,0,3.3243127,0,1.4098446,3.6236625,1.6684636,0,0,0,1.8314004,1.6407127,0,0,2.293591,15.363199,0,0,0,0,3.429624,0,0.50286096,1.4791942,0,1.9157517,0,0.25570768,0,0,6.2533474,0
356,0,0,0.03335601,14.036455,0,0,0,0,1.8717381,0,0,0,0.7028708,0,0,0,2.048931,1.7366283,0,2.582946,3.8322906,0,0,0,0,0,0,0.8933943,0.6479195,0,0.6564979,0,2.8776352,0.3794488,0,0.7794345,1.2500027,0
357,0,5.272731,0,0,0,0,0,0,0,0.9398822,0,0,0,0,0.6272427,0,6.5736823,1.3234769,0,0,0,6.6207457,0.5820971,0,3.792418,6.112319,0,0,0,0,1.150509,0.95463365,0,0.8957718,0,1.3748188,0,0
358,0,1.073412,0,0,5.85525,0,0,0.190713,3.1355052,0.8857015,0,0.32335672,0,0,0,2.407558,0,3.7911396,2.5829442,3.1175153,0,0.15642272,0,0,0,0,3.3332624,0.91145325,0,0,0,0,0.75508225,0,0,0,0,0
359,1.0811125,1.1191579,0,0,0,1.9475796,0.79343617,0,0,0.5948024,0,0,0,0,0.7817173,0.5196228,1.4686806,0,3.9403868,0,0,0,0,0,0.5642057,0,8.381327,1.0645913,0,0,0,0,0,0.2589719,0,0,0,0
360,0.297789,12.817917,0,0,0,3.5189693,2.5042286,0,0,0,0,0,0,0,0,0,0,0,7.6986456,0,0,0.8318174,0,2.245869,0,7.4421797,0,0,0,0.54911625,0,0,4.813018,0,2.0093765,0.5602706,11.18382,0
361,1.2845631,0,6.5006313,10.37559,4.5800376,0,0,0,0,0,0,1.0554663,1.3947052,0.9851732,0,0,0,1.1047308,0,0,0,4.063324,0,0,0,0,4.84496,0,5.7998586,0,0,0,0,0,0,0,0,4.474586
362,1.1466336,0,0,1.5505368,0,1.1287806,0,0,0,4.351776,0,0,0.08048971,0.045658797,4.591671,0,0,0,3.8006709,1.5868355,0,0,0.16512723,5.461809,2.0267103,0.047101073,0.058960486,0,0,0,0,0,0.19628415,0,3.1841953,2.3530166,3.7293336,4.5039034
363,0.2531163,14.690083,0,0,0,0,0,0.67466414,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9345536,0,0,0.08426009,0,0,0,0,0,0,2.130347,0,0,0,1.3201159,0,3.9635463
364,0,0,4.6993895,0,8.793523,0.5472637,0,0,0,0,0.6302154,0,0,0,0.25983942,0,0,0,0,1.6445395,0,20.327572,2.7283595,0,3.5806088,6.8731337,3.2458417,2.069675,0,0,0.1740251,1.0249512,0,0,0,0,0,0
365,0.36557382,0,0,7.7895837,0,0,1.0944481,3.0533807,0,0,1.00003,0,0,0,0,0,0,2.3862216,0,0,4.6199594,0,0,0,0,0,0,0,0,1.0954764,0,0,0,0,0,0,0,0
366,0,0,0,14.182969,0,0,0,0,0.35121536,0.11517028,0.5983828,0,0.3190542,0,0.94984734,0,0,0,0,0,3.859717,0,0,0,0,5.168204,1.3399907,0,0,0,0,2.0675263,0.32523435,2.6859322,1.5536749,2.5350034,0,0
367,0,5.0856347,0,3.0013814,0,1.8467566,2.899861,0,0,0.5098102,2.3297637,0.7591703,0,1.2873846,0,0,0,5.3202195,1.3205247,0.7761406,0,1.6982366,0,1.655636,0,0,4.0723963,0,0,0.39291406,0,0,0,1.5662091,0.53072697,0.15073682,0,3.1089342
368,1.5192908,1.8195249,0,0.23756428,0,0,1.4899864,0,1.2943838,0,0,1.0039911,0,0,2.8071988,0,0.70749176,0,1.1489455,2.3287504,2.8145301,0,0,16.093525,0.026502341,0,0,0,0,0,0,0.023248287,1.244761,0,0,0,0.23560877,0
369,0,0,0,0,4.0162187,0,5.925476,2.4572036,0.12803178,0,0,0.09050818,0,0,1.9679561,0,1.7223569,7.2042413,0,0,0,0,0.9678152,0,0,2.206171,5.279816,1.5309057,0,0,0,0,1.2083436,0.98117936,0,0.25929976,0,0
370,0.88623965,0,0,0,0.608358,0,3.525409,3.55489,0,0.443284,0,5.646661,0,0,0,0.7988732,1.7505522,0,2.921996,3.1419852,6.4657187,0,0,0,0,3.4853842,0,0,0.7202023,0,1.7828755,0,0,0,0.12644792,2.6793847,0,6.8583484
371,0,0,11.911758,0,0,0,0,0,0,0.54063857,0,0.5973961,1.412405,0,0,0.81385773,0,0,7.6483045,0,0,0,0,0,0,2.1181877,0,0,2.4895923,0,0,0,0,0,0,0,0,2.9600284
372,0.66273826,0,10.27036,0,0,0,0,0,0,0,0.6152501,0,0.24109113,0,0,0,3.2673726,0,0,0,0,0,0,7.605196,0.29483178,0,3.5632894,0,0,0,0,0,3.8620176,6.64528,2.764165,0,0,0
373,0.9257427,0,3.2786322,0,9.3690195,0,0,0.8018647,9.909026,0,0,0,0,0,1.5238035,0,0,0,0,0,1.4967047,0,0,0,2.257261,0,0,0,0,0.8427218,0,0.62954676,2.847621,0.3665291,0,0,10.66288,0
374,4.284009,0,0,0,3.9910157,0,0,0,3.1226943,0,0,0,0,1.7605035,0,0,1.454747,8.1292,0,0,0,7.03737,0.27938393,0,0,0,0,0,0,0,0,2.3290887,0,0,0,0.052175142,0,0
375,0,0,0,1.3132622,1.9507302,0,0,0,0,0,0,0,0,0,0,3.279663,0,0,2.6244888,0.023591707,0,2.9372678,0,0,0,2.7327888,0,0,5.827195,6.178202,0,0,0,0.83682346,0,0,0,1.9017577
376,0,0,0,0,4.238015,0,0,0,0,0,0,4.1588397,0.41019756,0,0,0,0,0,9.290292,0,0,2.6359963,4.1322784,1.5483443,0,0,0,1.7617986,6.045012,1.3939424,3.5443468,0,0,0,0,0,0,0
377,0.7811734,0,0,5.085722,0,0,0,5.7404513,0,0,0,3.504949,0,2.564474,0,0,0,0,3.515259,0,0.86428887,0,3.7021022,7.198853,0.7402962,0,0,0,0,1.670707,0.9078261,0,0,0,0,1.9951603,10.304606,0
378,0,0,0,0,0,0,0,0,0,0,0,0,3.2040145,3.9915047,0,0,0,2.298455,0.7021304,0,2.218601,4.2533937,0.19237712,0,4.3779316,0,1.445084,3.123994,0,1.3885128,12.608811,0,0.8571982,0,1.6222522,0,0,0
379,1.5989687,3.437349,0,8.944082,0,11.914648,0,0,0,1.15302,0,0,5.3875356,12.2135935,1.1013961,2.1946702,0,0,1.9154524,0,0,0,0.8566017,3.6707346,0.9754663,6.606119,0,0,0.94739014,5.569378,12.775707,3.2718613,0,2.5894732,1.4232919,4.157634,0,3.743633
380,0,0,0,2.5011313,0,1.4203929,4.2912707,0,0,0,0,1.3703452,0,0,5.7366824,0,0,0,21.69937,0,0,0,0,4.835675,0,0,0,0,0,16.02996,8.230381,7.3630505,3.0513532,12.769289,13.740059,2.9774625,0,19.439054
381,5.4192405,0,0,0,0,0.3407652,0,0.11401829,7.9304414,2.110605,7.1093755,7.6785545,9.755731,7.806351,0,4.191792,0,0,13.451644,4.4395876,0,0,0.6704191,5.1448092,0,0,0,3.526551,2.4275742,21.239038,15.285581,14.202578,15.309546,2.1916003,20.358479,7.292487,0.76328903,36.254124
382,3.0139365,12.904211,17.173405,7.52018,0,18.612207,0,0,18.466158,12.021576,11.606837,2.2237961,17.317375,19.9911,0,10.387279,0,0,0,7.4954987,12.872988,0,6.6879315,16.803278,14.29787,2.776435,0,14.460651,1.9250225,16.517279,17.580189,18.030416,23.627028,23.435883,12.493489,9.94281,17.160337,45.090775
383,6.4908133,37.070797,14.982441,17.0335,0,6.584404,27.170353,0.62609065,17.343273,6.004087,16.361673,0,8.025957,7.746515,10.689783,19.075964,0,3.6057355,3.34038,16.948658,24.488192,0,2.117143,25.734373,11.928678,8.140228,2.613804,12.34371,2.9122243,18.941254,16.95252,14.682095,10.464392,16.903347,10.756237,12.0185995,24.38986,29.024105
384,7.0602174,9.5237055,0,5.5643573,0,7.6752453,17.403982,2.292604,14.632249,0,7.9224477,3.2827318,0,7.056707,19.839544,11.570906,4.4331183,0,0,7.9576516,4.1719565,0,0.8200798,30.139593,5.676533,20.354757,1.9947511,21.062616,2.4416559,12.82539,9.112412,18.857473,16.326117,7.408523,6.673792,21.678967,14.709194,16.178425
385,0.1077316,0.4135806,0,10.293421,7.162157,2.053001,13.381081,3.2399828,6.444305,0,0.39537355,0.5700307,0.591063,0,5.8651023,10.223612,2.0373302,0,0.18279342,7.8346906,0,0,0.8371437,18.004713,3.3156474,6.7937727,1.0733438,10.899143,3.6546628,7.45084,16.047188,12.364967,7.6788683,9.545602,4.6850114,9.389927,2.256879,24.427036
386,1.7654213,10.929706,12.260907,0.53870565,1.0272361,6.7463903,5.454244,0,2.7963753,2.2557821,0.57863903,3.0367322,1.3487577,0,0,12.402888,0.42803708,3.229096,1.3264621,10.806917,0,5.162601,0,0.29208377,6.458001,14.238597,0,0.28204948,4.7964864,5.04286,0,8.423641,0,0,0.08001235,6.962703,3.3720016,7.6672893
