x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037
623,0,0,3.1874366,1.6938455,0,0,0,0,0,0,0,0.65850794,0,0,3.1920354,2.5998752,0.90693647,3.9760935,5.041746,1.7794235,0,0,0,0,1.9493939,0,2.1087735,0,0,1.6749749,0,0,0,0,0,0.8844444,0,0
624,0.7811465,3.3083994,3.6633768,0,0,0,0,0,2.1011581,1.6521412,0.45630705,0,0.8118053,0.8062984,0,0,0,0,0,0,0,0,0,0,0.2325151,0,5.891633,0.5066984,0,0,0,0,0,0,0,0,18.639902,0
625,0,0,0,0,0,0,0.7346635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4992468,8.361753,0,1.6877908,0,0,1.9963793,0.47224617,1.3367445,0,0,0.7769373,0,0
626,0,10.876847,0,0.056414902,6.32678,2.7116547,0,0,1.7207475,1.0202781,0,0,0,0,1.1570843,0,0,0.18939184,0,3.904139,2.0834231,0,0,0,0,0,0,0,1.116146,0,0,0,0,0.7452434,0,0,0,0
627,1.162048,0,0,3.5832624,7.128201,0.9376707,3.6367025,4.9912114,5.044906,0,5.2157917,0,0,0.59921205,0,1.6954855,2.780023,4.4877834,0,0,0,7.651484,3.0676856,4.5113397,0,0,0,0,0,0,0.24244155,0,0,0,0,0,0,2.7404006
628,0.8151259,4.3266716,0,3.601996,0,0,0,0.14028382,0,0,0,0.9090701,0,0,0.75298667,0,0,0,0.7472018,0,0,1.6504799,0,9.951507,6.8796787,0,0,0.5021614,2.1716614,0,0,1.8420042,0,0,0,0,0,0
629,0,0.5220721,0,0,6.8993316,0,0,0,3.5073495,1.3331487,2.0180354,0,1.0283529,0,3.5165365,0,2.2135074,0.47323868,0.17909122,5.3468447,2.6507244,0,0.13218102,0,1.1213293,13.021605,0,2.0006106,0,3.6920688,0.006820497,0,3.08103,2.181975,0,0,0.17820099,0
630,0,0.4067628,1.1954112,6.5232825,0,0,0,0.8416644,0,0,0.17703049,0.0604402,1.4116193,1.9936653,1.605027,1.710956,0.27710477,1.729282,0,0.54071647,0,0,3.565903,0,0,2.127414,3.024602,0,0,0,0,7.1513143,0,1.9679413,0,0,9.043953,0
631,0,3.8430676,0,0,0,0,1.0494046,3.4991844,0,0,4.190552,1.5416492,0,0,0,1.1832103,0.6148939,0,4.527549,0.7081242,0,5.9399877,0.027379593,0,0,0,0,0,0,0,1.5716606,3.503375,0,1.9684129,0,0,4.268104,0.86289155
632,0,6.192134,0,5.2783694,0,3.0993347,0,1.4827628,12.092654,0.9661328,0,0,0.76632667,1.0844786,0.2808713,0,0.4908444,0.8730005,0,0,0,0,1.8716019,0,2.4271452,14.28007,0,0,2.3196745,0,1.1057982,1.2288129,4.113197,0,0,0,4.2618327,0
633,0,0,0,3.202819,11.435285,0,0,0,0,0,0,0,0,1.9867147,0.021437911,0,0,0,0,6.739357,3.2410502,0,0,0,0.70068544,4.786514,0,0,0,0,1.66658,0,2.8956244,0,2.643186,0,0,0
634,4.0245256,13.771448,0,0,1.4251168,0.10982714,0,1.0619404,1.6091168,0,5.306291,0.77599,0,0,0,0,0,0,0,0,0,3.5818865,1.1889594,0,0.62488055,6.033433,2.8192098,1.3164386,2.674637,1.6979369,0,1.0648594,0,0,1.1278822,0,0,0
635,1.1252973,0,15.570178,5.5525985,0,1.8861061,0,0,4.4119945,0,0,0,0,2.4802308,0,3.04378,0,4.392219,2.2946591,0,0,0,0,0,0.6967139,2.9040394,0.5370542,0,0,0,0.9242455,0,0,2.701991,0,2.80692,3.2276108,1.0286751
636,0,0,0,7.4321003,0,0,6.357404,0,0,0,0,0,3.8701134,1.6187534,0,0,0,2.237169,0,0,0,5.742973,0,8.899678,0,0,0,0,0,0,0,0,0,2.252227,0,1.2707562,0,1.726694
637,1.0242013,0.58136183,0,1.3906417,0,0.71557164,9.429997,0,0,0,0,0,0,2.4454625,0,0,4.082377,0.19732074,0,0,4.2568836,0,0,0,0,7.2093177,1.8375504,0,0,1.125756,0.9078392,0,1.6252979,0,0,0,3.5907993,0.723987
638,0,0.43088198,0,5.291371,6.711718,0,0,0.82998383,2.5756161,1.86451,1.0642419,0,0,0,0,3.25309,0,2.7488048,0,0.90739655,0,0,2.6282902,0,0,0,0.51296854,0,0,0,0.6019495,0,3.1753626,0.56578606,0,0,9.421191,0
639,0,1.2646542,7.1262627,0,0,0,0.22550161,0,0,0,0,0,3.0690444,0,0,0,0,0.8316866,2.0954776,0.5902062,0,0,0,0,0,0,6.8351917,0,0.29013902,3.015859,0,0.45303544,6.9790225,0,1.7108669,0,0,0
640,0.73528934,0,9.657742,0,0,0,0,0,0.15484917,0,0,1.3475064,0,0,0,1.215488,1.2104611,0.18209212,0.80268484,0,2.8952434,0.71891516,0,4.759238,0.45548877,0.24954084,0,0,0.48313642,2.2501636,0.61114687,1.6628606,0,0,0,2.1809804,0,0
641,1.0920756,9.035724,1.8336217,7.413379,4.453669,0,0,0,0,0,0,1.2225703,0,0,0.034350555,2.6790497,0.1274157,0,12.516303,0,0,4.541221,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6276267,0,3.492592
642,0,1.4116849,14.861652,2.431414,8.208474,0,0,0,0,1.5890924,0,0.49964395,0,0,0,0,0,0,0,0,0,0,2.6661935,0,0,0,8.444919,0,5.4747357,0,0,0,0,0,0,0,0,0
643,0,0,0,9.809535,0,0,0,0.119668745,0,1.3166714,0,0.97059333,0,0,0.39264953,0,1.1848309,0,4.7213483,0,0,0,1.1909852,11.09187,0,0,0,0.18204422,0,0,0,0,0,0,0,4.2923465,0,0
644,0,0,0,10.788931,0,0,0,0,0.014895638,0,3.4608262,0,0.88130945,0,0,0,0,1.133072,0,0,0,0,2.9120324,0,1.5557683,1.6645224,0,0.6391706,0,1.9768072,0,5.115737,0,2.674839,0,2.471302,0,1.6942829
645,3.509626,0.95539045,0,3.5306404,0,2.3557155,1.4923842,0,0,0,0.20387438,0,0,1.6343883,0,0,3.3020382,0,0,4.757204,0,0,3.1027706,5.763965,1.8194784,0,0,0,1.6626668,1.0134666,0.35753483,0.6715379,6.0842986,1.9356233,1.4458146,0,0,3.4042797
646,0,0,0,0,0,0.501343,0,1.0222428,0,0,0,1.8717242,0,0,0.25130662,0,0,3.013663,0,0,6.8722386,0,0,0,0,0,0,0.6938405,0.49308196,0,0.8101642,0,0,0,0,0.052733935,0.66110885,0
647,0,0,0,0,0,2.3388684,6.049399,6.398277,0,0,0,2.4295685,0,0,0,4.2666483,0,0,3.5567055,0,1.192498,2.7947032,0,0,3.426867,0,0,0,4.2359505,0.1390211,0,0,0,0,0,4.4539623,0,0
648,0.5068273,0,0,0,4.8879504,1.841959,0,0,2.256473,0.4819395,2.9656646,1.8093972,0.09720655,0,1.6859928,0,0,0,0.3816478,0,1.2589713,0,0.71520746,1.0513433,3.6173913,0,0,1.3640572,0,0,2.3388324,1.9346768,0,0.20066896,2.452523,0,0,0
649,3.161361,0,1.736094,3.5144527,0,4.622885,0,0,4.5093317,0,0,0,0.23461789,0,0.5966122,0,0.9101609,1.7591568,0,0.27637255,0,0,0,17.655674,0,1.1169715,0,0,1.6850933,0,0,0,0,0,0,0.4702592,9.034352,0
650,0.672439,0,8.578907,0,19.005016,0,7.5643992,0.60190403,0,0,0,0,0,1.7839681,0.8845617,0,0,0,5.748459,0,0,7.3872814,0,0,0,0,0,0,0,0,2.5719676,0,0,0,0,0,4.8230495,3.6500494
651,0,7.5286264,0,0.210567,0.042144608,0,0,0.54975474,8.540979,0,0,0,0,0,0.5951572,3.1087892,0,0,4.463746,0,1.4285214,11.1314945,0,0,1.0319653,0,0,1.0202696,0,0,0,0,1.5911512,1.3110833,0,0,3.1750557,0
652,1.4720583,0.5226735,0,0,2.177619,4.5180655,4.220119,0,0,0.31497625,0.06824064,0,0.589401,0.05077545,0,2.3186374,1.0547163,0,0,0,0,11.344611,0,9.949063,0,0.9562628,2.0091996,2.9598603,0,0,0,0,5.424148,0.5361761,4.0159593,0,2.1369636,0
653,0.78874964,1.6197655,0,0,3.3005528,0,2.5560148,0,0,0.687066,0,2.6466777,0,0.04356679,0,0,0,0.22107825,0,0,0,6.4729996,1.8359312,0,0.82233936,0,8.828563,0,0.16676252,4.4323974,0,0,0.12338453,0,3.2129128,0,0,2.2210226
654,0,6.173559,0,0,0,0,0,0.4290504,0,2.2061903,1.7736946,0,0.4582369,0.7194111,1.5675755,0.050399076,0,2.2209172,0,5.159175,4.629169,0,0,0,0.9882411,4.542074,2.3762474,2.1752067,0.72654736,1.1085016,0,0,0,0,0,0,0,4.972105
655,1.3159863,3.4731,2.6835816,0,0,0,12.171866,0,0,0.06312875,0,0.2738143,0,0,0,1.8236283,0,0,3.6719847,0,0,0,0,2.8799114,1.1582029,0.97660244,0.34051806,1.4582416,0.31803742,0,0,1.179863,0,0.22709697,0,4.3805027,0,0
656,0,0,0,0,0,0,0,0.13199785,0,0.040401507,0,1.4782693,1.6598315,0,0,1.3504633,0,0.9710137,5.486868,1.4369596,3.5436113,13.066557,0,0,0,0,0.26265854,0,0,3.0389435,0,0,0,4.2255387,2.1328979,0,0,0.30706388
657,0,1.4675448,0,0,5.136502,0,0,0,3.6510286,0,0.37439552,0,0,4.7277203,0,4.500644,9.747161,0.7815761,2.3796828,0,2.7825413,0,0.9312733,0,0,4.1708975,0,0,2.6878579,0,1.4673281,0,0,1.9137071,0,0,0,0.5037778
658,0,1.0196018,0,6.266996,0,0,0,0,0,0,0,0,0,1.2585001,0.002071611,0,0,0,0.7616577,0,0,0,0,0.2276253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2.4404085,15.274012,0,0,0,0,0,1.7824724,0.101744115,0,0,0,0,0,0.6463925,1.0250229,2.801135,4.5028586,1.3928342,0,0,0,2.4806428,0,0,0,0,2.2910144,1.7974132,0,0,1.8207924,0,6.140638,0.028128995,0.34319887,0.61626875,0
660,0,8.356626,0,0,18.069597,0,0,4.309677,0.9928318,0,0,0,0.5656504,0,1.6167533,1.534206,0.5670721,0.5132633,0,1.3047417,0,0,0,0,0,8.435011,0,3.2107368,0,0,0,1.0051448,2.6525795,0,4.8697743,0,1.6710621,1.6765661
661,0,0,0,0,0,2.0591362,0,0,7.6259613,0,0.5122734,0,0,0,0,0,0,2.1318576,8.382995,3.0708017,3.4428978,0,0,0,1.4855161,0,1.261018,0,0,0,0,0,2.4284992,0,1.9833175,0,12.000841,0
662,1.1156737,0,0,15.701906,0,0,0,0,0,0.19723327,0,0,1.213191,0,0,0,2.0572536,1.361126,0,0,1.8437111,0,0,0,0.05269712,0,0,0,0,0,0,0,0.12124953,0,1.9190346,0,1.4541593,0
663,0,0,4.6646104,12.586607,2.2291722,5.5317597,0,2.7501483,0,0,0,0,0,0,2.2264977,1.773155,3.1222558,0,2.7512012,0,0,0,0.9578132,0,1.1103987,0,6.9516697,0,0,0,0.09498242,0,0,0,0,3.6873152,0,1.2086807
664,0,2.9461372,0,0,7.0998473,0,0.71482474,4.048004,0,5.2446737,0,0.8777586,0,1.5137326,0,0,0.95228416,0,1.4342985,0.57242244,7.2803802,9.118303,1.3020183,7.821337,0,0,0,0,0,0,6.457043,0,0.40672964,1.3409692,2.523845,0,18.430214,2.9035702
665,0,0,0,3.970644,0,0,2.0511668,1.733758,0,0,0,0.17240518,2.622118,0,0.3134372,0,0,0,10.68217,0,0,2.8498955,0,6.203537,0,0,0,0,2.0883489,0,0,0.49664372,0,0.36703193,1.7299731,7.0357656,2.326376,5.03236
666,0,1.1808274,4.0452266,6.857139,0,1.1091257,3.593455,0,2.734653,0,5.013413,0,0,0,0,2.159382,0,0,2.882358,0,0,0,0,0.43965203,5.1439137,0,0,0,0.68712103,0.97425854,0,0,0,0,0.4526833,0,1.5749836,0
667,0,5.682624,5.3543196,0,0,2.5323303,0,0,2.2812316,0,0,0,0,0,0.47725993,0,0,3.0258873,0,1.7743198,0,0,0,0,1.9278194,0,0,0,1.8186688,0,1.1583016,2.6775565,1.6457558,2.0126507,0,0,0,0
668,0,0.6550176,0,0.79278415,0,0.37775496,6.0559025,2.8523784,0.8336047,2.6505241,2.5185978,0,2.206558,1.0070562,1.9418312,1.0568918,0,0,12.352206,0,0,3.170183,0.3154952,0,0,0,0,0,1.3768444,1.500338,0,1.500577,0,1.5357432,0,0,14.990597,3.0830529
669,0,0,0,0,0,0,5.1473894,0.7590138,0,0,0,0,0,0,0,0,0,1.1575025,0,0,0.5093164,0,2.5047722,0,0,4.744519,0,1.5470393,0.22631782,0,0,0,0,0.0786437,0,0,0.13696896,0
670,0.85171217,0,12.14587,0,0,0,0,0.48734987,0,0,0,0,0,0,0,0.14728698,0,0,0,0,0,0.37240273,0.61720294,0.52733606,1.7186289,0,0,0,1.0473785,0.22262584,1.3789488,4.2871337,0,0,0,0,9.755864,0
671,0,0,0,14.640773,0,0,0.3068442,0,0,1.1879537,0,1.7290595,0,3.0862284,1.8437566,0.6925033,2.9728916,6.0791683,0,3.686597,2.4347582,6.18366,0,0,0,5.840038,4.8186097,0,0,3.9270027,1.4686887,0,0,1.5035223,0,0,0,0
672,1.8048421,1.7586513,0,0,0,0,0,0,2.681936,0,2.701742,0,0,4.125952,0.23621318,0,0,0,0,0,3.247283,5.3955398,0,11.018118,0,7.5796847,0,0.8930128,0,0.14607406,0,0,0,0,0,1.515055,9.3778,0
673,0,0,0,0,0,0,0.6058826,0,1.6197065,1.3801241,0.26983935,0,2.3558888,0,1.5332036,0,3.233458,0,0,0,13.892554,0,0,0,0,2.3678749,0,2.1378577,2.0940018,0,0,0,6.7037997,0,0,0,0,4.6544847
674,8.0509405,0,0,22.18147,4.5841546,0,1.1754439,0,0,0,0,0,0,0,1.7554144,0,0,0,0,0,0,3.2125757,0,0,0,0,2.2513378,0,0,0,0,0,1.6574181,0.8463881,0,0,0.95674086,0
675,0,3.026599,3.1740494,0,0,0,0,0,0,0,0.8699223,0,3.80626,0,0,0.51825607,2.9333253,0,0,0,1.5433856,0,0.6155686,0,0,9.737931,0,0,0,1.5431095,0,1.7736876,0,0,0,4.0993266,0,4.176478
676,0.34100288,0,0,0,0,4.186722,0,0,0,0,0,0,1.4120651,0,0.06151168,0,0.4999178,0,0,3.3911433,3.8013668,0,0,0,2.0523384,0,2.5489926,0,0,0,0.8547475,0,0.6916331,0,0,0,5.135087,0
677,0,0.240322,0.5598539,14.746663,0,0,0,2.7476976,8.493345,0.338482,0,0,0,1.2182533,0.79931813,2.7732065,0,0,0,0,0,0.033631656,9.507182,7.1558046,0,0,0,1.7378349,0,0,0,0,0,0.14506017,0,1.3903303,0,2.8829584
678,1.8045028,0,0,0,0,0,0,0,0,1.6647948,2.3603506,0,0,2.1048207,0,0.6557851,8.409996,1.2076349,0,3.7399542,0,0.5148216,0,0,1.0291303,0,0,2.0615914,0,0,0,0,0,1.5688983,0,0,2.597704,0
679,0.39495078,0,0,0,0.69224465,0,0.3052449,1.2638468,0,0,0,2.7248492,0.76529795,2.5720325,0,0,0.21672621,0,0.23981865,0,0.53244615,7.568316,0,0,0,4.6503725,0,0,0,0.50731814,3.8616934,0,2.831404,0.99278563,0,0.31169102,0.3893647,0
680,0.28610343,0,0,0,17.882675,0,0,0,0,0,0,1.8420216,0.73530394,0,1.1512477,1.046616,0.67776144,0,0,0,0,1.3657936,0,0,0,0,0.26688227,0,0,0.24226582,0,2.3027585,0,0,0.6610853,0,0,0
681,0,0.80664223,0,5.935748,0,0,0,0,0,0.7582842,0,0,1.5318203,0,0,0,0,11.3820095,0,1.9950742,0,8.978987,0,0,0.85497093,0,1.4096367,0,0.42578107,0.462512,0,0.52412105,0,0,1.0737301,0,26.7068,0
682,0,0,5.8821692,3.2840157,0,0,3.2411718,0,0,0,2.1062024,2.5760067,0.7466256,0,1.5177394,0,0.1017531,0,0,0,0,0,0,0,1.3358676,0,0,0,1.183152,0,0,0,0.17824659,0,2.3667867,0,27.103928,1.6644193
683,0,3.2107193,0,3.8972213,0,0,0,0,2.25298,0.14851724,0,0,0.08638736,0,0.45619008,0,0,2.0773485,0,0,5.598295,6.5646276,0,0,0,0,0,1.6364081,0,0,0,0,0,0,0.55071723,0,0,0
684,3.630667,0,0,0,0.40825582,0,0,0,0,0,0,0,1.4078965,0.8209055,2.6522555,0,5.075875,0.14526789,0,0.77512187,0,0,0.6168469,0,0,0,0,0,0,0,2.458902,0,0,5.571633,0.054512896,1.1715509,0,0
685,0.6191411,0.35363737,4.323253,0,0,0,0.15038766,0.87716216,3.084473,2.3144188,2.4450128,0,0,0.25601345,0,1.6048322,0,0,1.5202782,3.0411162,3.088919,0.3267465,0.7947912,4.9025736,0.38586003,0,0,0,0.012486655,0,0,0,1.4394107,0.46913126,2.065787,0.98291665,0,0.58334166
686,0,0,0,0,0,0,3.9638648,2.1525965,0,0,0,0.12683246,0,0,0,0.118071094,0,5.3561325,0,0.24759355,0,5.7225685,2.2191703,2.703422,0,0,0,0,0.83595043,2.0350423,1.7914602,0,0.29311708,0,0.44629315,1.2096274,0,6.6863313
687,0.4323614,0.18506216,0,3.087756,0,1.5323093,0,1.0306214,0,0,0,3.5514915,0,0,0,2.1178217,0,0,10.715877,0,0.4421304,7.753718,0,0.6760217,0,0,0,0,2.3806157,0,0.9489569,0,0,0,4.796322,0.37334508,0,10.195343
688,0,0,0,0,2.8060539,0,0,0,0,0.6116538,2.370933,0,0,2.0016153,0,0,0,0,0,0,0,0,2.0878553,0,1.8871156,4.7820735,7.3460283,0.28392744,0,3.72965,0,0,0,1.8981756,0,0,0,0
689,4.337907,0,0,7.325628,0,5.993426,0,0,0,1.1164484,0,0,0,0,0,0.6093996,2.2855453,1.7066847,0,0,3.4859867,0,0,2.6635172,1.7797914,2.553813,0,0,0,1.9766134,0,2.6218681,0,0,0,1.21191,0,0
690,0,2.2183883,4.926166,0,0,0,4.7433653,0.3542905,0,0,1.0243063,3.22724,0,0,0.8025534,0,0,2.5703478,0,4.442595,1.2483485,0,0,1.1393085,0.4314701,4.915974,7.22428,0,1.9092146,0,0,0,0,0,0,0,11.099771,3.1600003
691,4.5646124,9.597363,3.019311,1.4418013,0,0,0,1.8544687,2.339199,0,0.23223485,0,4.3275514,0,0,0,0,0,5.126165,0,0,0,0.5416125,0,0,0,2.1201754,0.49750552,0,0.39707664,0,1.0108242,0,0,1.7888709,1.0535798,0,1.0929188
692,0,0,0,0,3.7626789,0,0,0,1.861832,0,0,0,0,0,0,0.51666325,0,0,0,2.7499564,0,0,0,0,1.3220636,0.40061936,0,0.8915667,0,0,0,1.9953135,0.3165917,0,0,0,0,1.2517887
693,0,0,0,0,2.6053758,0,0,0.8021335,6.673535,0,0.20274049,0.816534,0,0,2.145267,0,0,1.4682811,0,1.5839874,3.9198055,0.31696323,0.730895,4.020201,2.9205244,0.32189482,0,0.7123776,0,0,0,2.004588,1.4056945,1.085742,0,0,0,0
694,0,0,0,9.131406,21.982113,0,4.6490645,0,3.7995057,0.11525785,3.1919594,1.8632358,0.6260328,0,1.6459469,0.13790777,0,3.0355365,2.582937,2.4390032,4.775411,0,2.4396782,0,0,0,0.99897677,2.079541,1.3378427,0,0,0,0,2.5943575,0,0,0,0
695,0.14557217,0,7.0880985,0,0,0.9257653,2.0747592,0.46084964,0,0,0,3.071375,0.1207789,1.623162,0.19825493,1.5474309,0,0,0.28678384,4.897554,0,0,2.5865896,0,0,2.389231,2.4940906,0,0.08598729,0,2.657672,0,0,1.6465638,0,0,0,0
696,0,13.289967,3.2333634,8.091314,27.077818,0,0,1.6704403,0,1.8640779,0,0,1.2596939,0,0,0,0,0,8.979885,0,0,0,1.0517485,0,0,1.2110344,1.91877,0,0,0,0,2.5044956,0,0,0,0,0,0
697,0,0,0,0,0,0,0,0,4.769895,0,0,0,0,0,0,5.360789,2.7309847,2.2783031,0,0.9657873,0.20442116,0,0,0,0,2.2148423,0,0,0,1.7945682,0,0,4.636243,1.01824,0,0,0,2.24763
698,0,0,0,0,6.764007,1.4188493,7.807655,0,0,0,0,3.053713,0,0,2.6574836,0.38966337,0,6.047376,0,0.7206307,0,0,0,0,0,0.43649492,0.4063704,4.463039,0.743028,0,3.7503018,0.15069444,1.4705645,0,0,0.5636788,0,0
699,0,0,0,1.3749998,0,0,1.568549,2.4723153,0,0,0,0.46659088,2.7611828,0,0,4.16961,0,0,0,1.0578003,0,0,0.02413963,6.031523,0,18.834465,0,0,0,0.32828107,0,0,3.1470137,1.7155452,0,2.6376333,0,0
700,0,0,4.505284,0,0,0,1.7274915,0.56414,0,0,0,2.7318687,0.20448533,2.7748609,0,0.8785731,0,2.2382832,0,0.7866032,0,0.6385816,0,6.035716,0,0,0,0,0,0,0,0,0.37962142,0,3.0208912,0,2.502656,3.7941976
701,0,2.420611,2.218497,0,0,0,0.93975556,1.0414424,0,0,0,0,2.6967773,0,0,0.015749732,0,2.2089183,0,0,0,0,3.1129847,4.7038646,0.15798382,5.7758117,0,0,1.6430258,0,2.936292,1.7100087,0,0.34468308,0.20894831,0,0,0
702,0.3241421,0.42028436,0,0,0,0,0.92803705,0,0,0,0,1.1112049,1.6198707,3.708983,0,0,0,0,0,0,0,1.340349,0,0,0.3850648,9.196253,0.6289054,0,0.2353196,0,0,0,1.486077,1.3376584,0,0,12.338773,0
703,0.40654,0,0,6.9571476,0,1.3185905,0,0.81195277,0,1.6974258,0,0,0,0,0,0,0.69519395,0,0,1.9334027,0,0,0,0,0,0.5435903,0,0,0.465662,0,0,1.9079609,0,0,0,0,0,1.2382703
704,0,0,0.21622081,0,4.6245008,2.2779453,0,6.2521625,3.046418,0,0.7818586,0,0,2.2679899,0,0,1.8891417,3.3373184,0,0,0,0,0.4892099,0,0,0,0,2.0709736,1.5360619,0.60069096,0.87127465,0,0,0,0,0,0,0
705,0,2.3614333,1.6338695,0,4.5991554,0.7951869,0,1.6673317,4.5753336,0.6840325,0,0,0,4.6022997,0,0,0,0,0.25439453,0.58757865,3.1967225,0,0,1.9177706,0,7.127121,0,0,1.3263061,0,0.99448663,0,6.6374087,0,0,0,0,0.22265676
706,0,1.3626442,0,0,0,0.5849286,0.87330836,0,1.5220433,2.414591,1.014911,0,0,0,0,0,0.818113,0,0,0.9542187,1.1574656,9.062716,0,0,0.9619379,0,0,1.0774809,0,0,0,0,0,0,1.6715083,0,0,0
707,0,0,0,0,0,3.726699,0,3.8889644,0,0,0,0,0,0,0,0,1.6418446,0,5.4121284,0,0,5.945568,0,0,0,0.79271173,0,0.2892919,5.043623,4.1978126,0,0,0,4.251855,0,5.358181,0,10.663281
708,0,3.0176728,4.999951,0,7.6534605,0,0,0,9.711046,3.1915653,3.5687146,0,0,4.72576,2.6265302,0,0,0.32540822,0,0,0,4.0731163,0.46558434,0,1.0440277,1.3331937,1.1827658,6.549574,0,0,3.027066,1.0211323,0,0.9807929,5.6298556,0,7.543438,0
709,0,0,0.73083967,3.865943,0,0,0,0,6.772961,0.085545704,4.987724,0,0,0.10397355,0,0.438142,6.468096,4.565774,0,1.5543352,1.2408276,0,1.3439856,3.8800874,0,0,0,1.6683638,0,0,1.0957512,0,0,0,0.82707316,0,17.924133,0
710,1.4953283,9.323713,0,0,0,0,2.6455002,0,0,0,2.133341,0,0,0.8784792,0,0,0,0,0,0,2.7897696,4.744245,0,4.4421706,0,0,0,0.98249334,2.7794943,0.13070172,0,0,0.4320712,0,0,0.6045427,0,2.1778746
711,0.13297799,0,0,4.8673935,1.716299,0,0,0,0.82522327,0,3.370443,0,0,0,0.54042304,0,0,0,0,0,0,0,0,0,0,2.2045803,1.9694049,0.6384304,0,0,0,1.5301749,0,0,0,0,3.1918235,0
712,4.245269,0,0,0,0.18613891,0,0,0,0.73272187,0,0.23833515,0,0,0.4841467,0,0,0,0,0,0.90450644,0,6.437279,0,8.122018,0.5653812,3.7278464,0,1.564907,0,0,0,0,0,0,0,0,5.731848,5.323021
713,0,0,1.7688246,0,8.018012,1.0362244,0,0,0,1.946755,0,0,0.08523112,0,1.4157982,0,6.312605,0.3990126,0,0,0,0,0,0.39522788,0,3.5500247,0,0,0,0,0,0,0,0,0,0,0,0.5824805
714,3.4185863,0,4.544033,0,3.6036775,0,0,0,0,1.9433315,0.073136166,1.9523666,0.3831686,1.821919,0,4.3894234,0,0.3620662,2.4725266,0,2.0691555,3.7248611,0,8.004818,0,1.1487384,1.6034464,0,0.5267519,0,0,3.068973,0,0,0,0.8266108,0,0
715,0,0,0,0,1.6017883,0,2.0160072,1.1489779,0,2.5779667,0.93804073,0,0,0,0,0,0,0,0,0,4.2697096,4.770031,0,0,0,0,0,0,0,3.824436,0,0,0,0.4078635,2.9343913,1.7582699,1.2693892,0
716,0,0,0,10.583941,13.276042,0.9230571,1.8111668,0,0,0.11468181,1.4482265,0.47539648,0.22579369,0,0,7.4556117,0,0,7.483068,0,0,7.6035047,0,3.9829814,0,0,0,3.149823,0,0,0,1.0558461,0,2.536354,0.58786714,0,1.7094603,6.6080585
717,1.5515898,0,9.230394,1.7313992,0,2.8651762,7.657862,0,0,0,0,2.0012226,0.8856585,0,0.29663473,0,0,1.7095742,0,0.7700705,0,4.344185,0,2.4932108,7.5318637,0.65594715,0.4378259,1.0038577,1.1570997,0.17901567,0,0,0,0,0,2.4390125,15.938432,0.3429894
718,1.2291492,3.4741883,0.25577036,12.530392,0,0,0,1.0166789,0,0,0,0,0,1.1547996,0.15693286,3.5683222,0,3.3036063,0.9520509,2.3662498,0,0,0.94100064,2.8431947,0,0,0,0,2.9180508,0,0,0,2.1622553,0.15334266,0,0,0,0
719,0,1.4197956,0,0,0,0,0,0,0,0,3.2180068,0.8126519,0.38512853,0,2.611664,0,0.64387655,0,0,6.57555,0.492399,0,0,0,3.6273775,0.9727299,0,1.6660116,0.07858767,0,0,0.11145549,0,0,0,0,13.867476,0
720,0,8.095963,0,0,14.903015,0,5.3664355,0,0,0,0.20504726,0,0,0.25284684,0,0,0,0,0,0,0,2.2320006,0,0,0,0,2.1799798,4.8185964,0,0,0,0.51006943,0,0,2.40909,0,22.751995,1.3416425
721,0,0,0,3.4406395,0,0.22537616,0,4.0783534,0,0,0,0.1845479,0,0,0,0,0,0,0,0.15978749,0,5.55514,0.5907604,0,0,15.754454,0,0,0,1.4760433,1.7349559,0,0,0,1.8509142,0,0,0
722,0,6.8123655,0,2.8605957,0,0.88812345,0,0.7090369,0,0,0.96341383,0,0,2.0601823,0,0.61866415,0,0,3.424405,1.2737852,0,0,0,0,0,3.1925879,0,4.655055,1.3620096,0.015288452,0.2506044,1.5638739,4.9562664,0,0,0,0,0
723,0,0,0,0,0,1.2820977,0,0,0,0,2.6249835,0,1.3965354,0,0.08257209,0,2.0019336,0,0,0,0,8.801697,0,0,4.8785095,0,0.8820808,0,0,1.4557574,3.6679451,0,0,0,0,0.7100925,4.700997,0
724,0,0,0,0,0,0,0,0,0,0,0.6008597,0.59614545,0.89441544,1.6939913,1.0853772,0,0,0,0,0.7844428,0,0,0.8066499,0,2.0690184,0,3.8531044,4.0253577,2.1154597,0,0,2.510912,0.18918999,0.069647476,0.048908893,0,0,0
725,2.0145211,0,0,0,0,2.9457426,0,1.6072297,0,0.5633099,0.18177779,0.05269437,2.312949,1.1168276,0,0,0.2392863,0,0.88559824,0,6.092448,3.316847,0,8.235252,0,6.2249565,3.7783077,0,0,3.1698446,0,0,0.6990937,1.2802004,1.7555679,0.54689765,0,0.8490143
