x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023
158,0,0,0.103342056,0,2.1995614,0.31134194,0,0,0,0,0,1.2154753,0,0,0.018737968,0,0,0.3014718,0,0.40586305,0,0.4549513,1.2058293,0
159,0.8141753,0.07175513,0,0,2.8420541,0,1.0665289,1.3521172,3.7371614,0,0,0,0,0.42539844,0,0.522634,0.669392,0,0,0,1.8064004,1.2580256,3.6295922,0
160,1.0701001,2.6253877,0,0,0,1.2769017,0,0,0.4694106,0,0.116952315,2.3500547,2.5605378,1.2483029,0,0,0,1.3835154,0,0.4757099,0,0,1.0244126,0
161,1.8595326,0,0,0,0.40096554,0,0.22025064,0,0,0,0,0,0,0.6606254,0,0,0,0,0,0,0,0,3.1907787,5.5223036
162,1.1024493,1.1963116,0.7096111,0,0,0.074805215,1.9768143,0,1.9259838,0,0.041226387,0,0,0,2.0205755,0,0.06405214,0,2.1790898,1.053893,1.7575504,1.5565417,8.94941,0
163,3.2345915,0,0,0,1.3854485,0,2.405035,1.7074888,2.5486546,0.34556216,0.051112827,0,0,0,0,0,0.0658962,0,0.119388,0,1.0851368,0,1.6169268,0.6303534
164,0,0,0,1.5687686,0,0,0,0,0,0,0,0,0,1.7493268,1.4320153,0.6842832,0.9439244,2.6484656,0,1.0943471,1.0997283,0,0,0
165,0.79538286,0,3.619786,0,0,0,0,0,0,0,0,0,0,1.9428331,0.597876,0,0,0,0,1.2853206,0,0,2.7550888,0
166,0.116775215,0,0,0,0,1.0087054,0,0,1.1298771,0,0.47419176,0,0.74484986,0,2.6007652,0.43272483,0,0,0,0,0,0.1739443,0,0
167,0,0,0.8188388,3.0333717,0,0,0,0.046632364,0,0,0.025871605,0,0.76090056,0.05380156,0,0.10073455,0,0,0,0,1.4710896,0.70810366,0,0
168,0.88669145,0,0.7548931,0.31686625,1.9849997,0,0,0.001670007,0.06153378,0,0.75205624,0,0,1.1752676,1.1053522,1.3615226,1.2591726,0.9691618,0,0,0,0,12.294176,0
169,0,1.7397698,0.8874216,0.30393624,0,0.018818052,0,0,0,0,0,0,0,0,0.4891119,0,0,0,0,0.086561635,0,0,0,0
170,0,0,0,0,0,0,0.51222914,0,0,2.0856655,0.5638758,0.26070032,0,1.4339347,1.2868166,0.35910678,0,1.153521,0.019344099,0,0.29348406,0.29653645,0,0
171,2.16537,5.8797574,2.1272712,0,1.3372711,0,0,0,0,0,0,0,0,0,0,0,0.07676459,0,0,0,0,0.3781355,6.077805,0
172,0,0,1.6549054,0,0.6180103,0,2.5795171,0,1.9597287,0,0,2.3891747,0,0,0,0,0,0,0,0.93131673,0,0,0.08202128,2.0312903
173,0,1.7890512,0,0.95632017,0,1.9177616,0,0,0,2.3346395,0,0,0,0,0.8357086,0,0,0,0.45181575,0,0.19093615,0,4.890654,0
174,1.969563,0.7285527,0,0,0,0,0,3.0075498,0.45745116,0,0,2.105643,0,0.7502176,1.1985893,0.712945,0,0.31882942,0.14922994,1.006303,1.3428173,0,0,3.1822045
175,0,0,0,3.948282,1.2845186,0,0,0,0,0.079540856,0.19903855,0,0.102986455,0,0,0,0,1.1111267,0,0,0,0,1.4309556,0
176,0,0,0,0,0,0,0,2.7505276,0,0,2.5038106,0,0.8034046,0.30334702,0,0.46991268,2.571723,1.4718769,0,0,0,3.5421906,0,0
177,0,0,0,0,2.726308,1.323991,0,0,0,0,0,0,0.31037793,0,0,0,0.5542629,1.4432538,0,0.37878403,0.079931475,0,0,6.459663
178,0,0,0.5108815,0,0,0,0,0,0,1.1031632,1.7445773,0.010149488,0,0,0,3.2372694,0.24115197,0,0.84624195,0,0.5768485,0,10.257227,0
179,0,0,0,0,0,0,1.6914772,0,1.0979092,0.40813044,0,4.608673,0.308306,0,0,0,0.30528894,0,0,0,0,0,0,0
180,2.6382153,0,0,0,0,0.285644,1.7978034,0,0.22307576,0,0,0,0,0.3110794,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0.548017,0,0,2.3007796,0,1.693135,0,0.38526574,0,0,0,0,0.2905043,0,0,0.3080355,0,0,0
182,0,1.1538179,0.25999153,0.6022754,0,0,1.5039756,0,0,0.54179984,1.3868961,0,0,1.1910716,0.3504221,0,1.0897605,0,0,0,0,0.31812647,0,0
183,0,0.19093452,0,0,0,2.3016138,0,0,0.046649277,0,0,1.5007305,0,0,0,0.19064027,0,0,0.56963325,0,0,0,0,2.1885426
184,0.12106435,0,0.56808496,3.5954447,0,1.3065023,0,1.4237125,0,0,0,0.8810984,0,0,1.2758236,0,0,0.81379676,1.2434809,0,0,0,0,0
185,1.0943621,0.9736497,4.4413366,0,0,0,3.7229338,0.14810173,0,0,0.75857,0,0,0,0,0,0.5186194,0,1.9235576,1.5772213,0,0,0,4.740433
186,0.5925761,4.619767,0,0,0,0,0,0,0,0,0.17122294,0,0.47072935,0,0,0.7970996,0,0,0,0.13982846,0.3295853,0,0,2.4154923
187,0.40201575,0,0,0.71493715,0,0,0,0,0.5092827,0.13527064,0,4.7767973,0.4437311,1.8570639,0,0,0,0,0,0.78326404,0.92075115,1.4946982,0,2.4046774
188,1.6003059,0,0,0.16352178,0.81344324,1.2301569,0,0,0,0,0,0.5098261,0,0.4173755,0,0,0,0,0,0,0,0,0,2.5707994
189,2.9222157,1.5720527,0,2.3428962,2.7781048,0,0,0,1.2202295,0.30254686,0,0,1.5272822,0,0.79188144,0,0,0.018872024,0.74878764,0,0.43335697,0.36996648,7.78435,0
190,0.24482337,0,2.397206,0.06985731,0,0.4620537,0,0,0.81974244,0,0,0,0.05639174,0,0,0,0,0,0,1.3591746,0.63476056,0,0,0
191,0,0,0,0,0.13122822,0,0,0.9913877,0,0,0.20373961,0,0,0,0,0,0,0,0,1.2684201,0,0,0,0.8234923
192,1.1595817,0,0,0,1.8494201,0.6764727,3.1251044,0,0,0,0,0,0,0,0,0,0,0,0.39112523,1.8054676,0,0.78980565,0,4.090362
193,0.8071011,0,0,1.7071342,0,0,0.38266775,0,0,1.1700785,0,0,0,0,0,0.36802676,0,0,1.8873565,0,0,0,0,5.3806996
194,0,5.006775,0,0.12573057,0,2.0463858,1.3477437,1.5273079,0.12880804,0.94862026,0,0,2.337382,0.19803318,0,0,1.7674524,0,0,0,0,0,1.5762233,0
195,0.26423156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2556369,0,0.8983398,1.0858158,0,0.89921767,2.177832,0,3.925272,3.0235186
196,1.9155837,0,0,0,0,0,0,0,0,0,0.48557597,0,0,0,0,1.286056,0,0,0,0.81087434,0,1.1208,0.52708447,1.1962998
197,0.26277024,0,0.038582917,0,0,0,0,0,0,0.18408927,2.2251658,0,0,0,0.35948727,0,0,2.985568,0,0,2.015862,0,0.23440048,0
198,3.0053992,0,0,0,0,0,0,0,0.51719797,0,0,0,0,0,0.7086759,0.14856236,0.68341196,0.17939992,0.40340117,0,0,1.933272,8.373429,0.20024082
199,0.30326027,2.2229064,0.7766242,0,1.1961983,0,2.2363198,1.9635445,1.018346,0,0,0.98804444,0,1.9387894,0,0,0,0,0,0.18059789,0,0.15679775,0,0
200,0.8385317,0,0,0,0,0,2.1696193,0,0,0,0.69796336,0.08495309,2.5769265,0.26250884,1.6224245,0.39508092,1.4182299,0,0,0,0,0,0,0
201,0,0.8493054,0.7458289,0,0,0,2.7761755,0,0,0,0.1881482,0.38025165,0.42780104,0,0,0.28538716,0.3502937,0,0,0,0,0,0,0
202,0.17661402,1.0716949,0,3.0068793,2.597663,0,0,0.46382165,1.7638475,0,0,0,0,0,0,0,0,0,0,0.99222887,0.48169574,0,0,0
203,0,0,0.89851767,1.9816537,0,0,3.8631434,0,0,0.5426138,0.95083976,0.23970143,0.5570147,0.885005,1.5266802,0,1.0348822,0,0,0,0.27942842,0,0,4.4543676
204,0,0,0,0,1.1173427,0,0.956692,0.9711145,0,0,0,2.5374765,0.61459404,0.39100158,0.55238163,0,0,0,0,0,0,0,0,0
205,0,0,0.78425413,1.6365458,0,0.050220687,0,0.1157191,0,2.8769171,0,0,0,0,0.5082215,1.620735,0,2.8399367,0,0,2.5408869,2.4543872,4.0557647,3.4483376
206,0.51277834,0,0,3.4344742,0,0,0,0.51518303,0,0,1.9123908,0,0,0,0,0.006709217,0,2.3409302,0,0,0,0.13771412,0,0.20588607
207,0,0,0.01390342,0,0,0.7042393,0.97753,0,0,0.9631245,0,0,0.11321182,0,0.14495048,0.79723644,0.25970533,0,0,0,1.5430127,0.56111115,0.8819091,3.5809193
208,0,0,0,1.5393289,1.1513585,0,1.4425409,0.29182968,0.18169922,0,0,0,0,0,1.31382,0,0.2576161,2.7170374,0.01011519,2.6021752,0,0.11524104,0,0
209,0,0,0,0.002312274,0,0,0,0,0.27007577,1.2165356,0,0.46327683,0.37992814,0.576078,1.5541205,0,1.6041051,0,0,0,0,0,0,0
210,0.9481854,0,2.6755672,2.6799703,0,0.5145428,0,0.34550524,2.1095548,0.06910272,0.6188506,0.5181073,0,0,0,0,0,1.0058911,0.409654,0,0,0,0,0
211,0,9.810694,0,2.5847528,0,5.225252,0,0,0.37996787,0.4824838,0,0,0,0,0,0,0,3.0923126,0,0,0,0,9.991883,0
212,0,0,0,3.6071737,0,0.4910161,0,0,0.7631325,0,0,0,0,0,0,0,0,1.1414411,0,0,0,0,0,0
213,0,0,0,1.5612113,0,0.76926625,0,0,0,0,0,13.826903,0,0,0,0,0,0,0,0,1.7102152,0,0,0
214,0,0,4.8222084,2.93683,0,0.40929294,0,0,0,0.8394262,1.9224399,5.2915235,1.008051,0,0,0,0,2.041636,0,0,1.7722749,0,1.7861683,0
215,0,0,0,2.1012034,0,2.996583,0,0.17122033,0,1.8184543,0,0,0,0,1.0789696,0,0.2471495,1.1951193,0,0,0,0,0,0
216,0,0,0,0,0,2.0649493,0,0,0.20431413,0.09240166,0,8.89666,0,0,0,0,0,0.6098761,4.1774697,0,1.0927993,0.5019602,4.8214893,0
217,0.22427584,0,3.5351388,0,0.048933037,1.7740779,2.3764317,0.68108183,2.529143,0.25499117,4.677022,6.437533,0,0,0,0.49258155,0,0.04356396,9.711432,3.4823084,0,0,0,0
218,0.24317932,0,0.5131727,0,0.22562622,3.6616862,1.8843486,0,0,0,2.6228318,23.487053,0,6.463794,0,0,1.73203,0,8.666393,5.45963,0,2.8451679,0,8.430279
219,0,2.0914953,2.3549423,0,0,0.6595272,0,0.70439714,0,0,1.8586206,11.512419,0,13.236814,1.0729783,0,0.44349423,0,6.3855195,5.3181415,0,6.5334034,0,0
220,1.7296728,0,4.7343316,3.8207326,0,0,0,0,0,0,0.20323832,16.683239,0.82623965,2.8911479,0,0,1.7859621,1.9922996,6.72649,5.805321,0,11.219306,0.7410857,0
221,0,0.3618667,4.886919,0,0.26253587,2.0494828,0,0,0,0,5.1231904,18.65198,0,5.471119,3.8733659,1.5557635,1.402347,3.1853344,3.951142,5.1816015,0,10.427616,0,0
222,0.86889523,1.4980577,9.591286,1.7034761,0,3.2171876,0,0,1.3475499,0,1.2233534,10.938491,0,4.5767207,1.0665826,0,0.91200984,1.8960928,7.642609,6.19049,0.75507766,4.054486,0,0
223,0.7104769,1.2647438,6.2484245,0.35401267,0,0.31561273,2.1060398,0.26191014,2.4137278,1.7944808,0,18.061527,1.7203572,5.548238,0,0.76202834,1.4950054,0,0,6.401213,2.7118409,7.7940025,0,0
224,0,0,4.383153,1.4931408,2.6340916,0,1.7471431,0,0.5844018,0,4.307091,13.893619,0,5.0142617,0,0,2.7589397,0.7683727,3.8412278,6.534535,0.19769977,8.643299,11.008509,3.663825
225,1.4644843,0,8.460003,3.5498745,0,0,1.4484743,1.2464972,2.2021835,0.04005584,4.42761,17.784758,1.5817175,12.413966,1.504103,0.89408475,4.5109825,0,7.9951296,6.0548058,1.1024934,9.798276,0,2.2292893
226,0,1.2669237,0.0514344,0,0,0,6.681568,0,1.082767,0,0.42979822,12.9886,1.0112877,1.8581972,2.3962858,0.5157956,0.95665276,1.538532,3.1989703,6.7713456,0.8934995,9.227441,7.42907,2.2061327
227,0,0,11.123682,0,2.7188122,0,2.5253074,0,0,0,0,19.035545,1.2546313,6.5423245,0.8181725,0,0.560214,0.052066825,0,10.530119,0.09795988,8.95495,6.1988034,0
228,0,3.514095,3.3355212,0,0,1.02124,3.5771155,1.8527858,2.915521,0,0,14.762826,2.6334698,2.930702,1.290328,0,0,0.77802557,0,7.4026585,0.16062552,5.2821794,0,9.959291
229,1.6587996,0,1.5945904,2.0737157,0.64781743,0,5.494087,0,0.102335684,0,0,15.250038,0,2.5793145,0,0,0,0,0,6.2923326,0,4.35945,0,0.032330424
230,0,0,4.3817244,0,0,0,0,0,0,1.0702945,0.32708347,23.962086,1.9460248,0,0,0,0,0.08056095,0,2.6826982,1.9002488,2.2167084,0,4.0314612
231,0,0,0,0.002116863,0,1.9185696,0,0,0,0,1.0983033,13.440039,0,0.11019489,2.225053,0,0,1.6471951,0,3.7598727,0,3.1830785,8.462039,1.2870471
232,0,0,0,1.6611717,0.5116137,0,0,0.510872,0,0,3.198251,13.985582,0.25512847,0,0,2.8448918,0,0.075439654,0,7.529739,0,2.0459306,5.8931055,0
233,0.5158602,0,0,1.831085,1.508653,0,0.051335234,0,0,0,0,14.403214,0.39732763,0,0,0,0,0,0,7.1238875,0.6876487,0,0.9511237,0
234,0,7.2608376,0,0.624629,0,0,0,0,1.8332232,0,0,13.758193,0.10731779,1.3610615,0,1.2757379,0,1.1288797,0.08154767,5.948687,0.6265328,1.8797338,3.8084245,0.46533427
235,0,1.3492936,0,0,0.8226576,0,0,0,1.321564,1.0411383,0,16.636148,0,1.34908,0.84900516,0,0,0,0,4.7023396,0,0.18940786,9.931787,0
236,2.3459792,0,0,0.7500856,3.2523043,0,0.23068468,0.9154198,1.5307115,0,0,8.572937,2.3751967,1.0315936,0,0.73116153,0,0,0,7.4552884,0,0.39780852,0,0
237,0,6.303286,0,0,0.6304234,0,0,0,0,1.2006898,2.210891,11.363908,0.34582582,0,2.295448,0,0,0,0,1.9057322,0,0,0,0
238,0.7741957,2.165848,0,0.6368622,1.2359185,1.4167842,0.7751258,0.016388228,0,1.4676871,1.8901135,13.270744,0,0,0,0,0,1.0357714,0,0,0.3903176,0.72619754,0,2.070488
239,0,4.7871594,0,1.61917,0,0,1.3114018,0.20242426,0.1023795,0,0,6.951207,0,0,0,0,0,0,0,0,0,0,0.5544189,1.7327752
240,0,0,3.6859612,0,0.054570254,0,0,0.7344071,3.8340392,0.9818912,0,0,0.86476827,0.08903531,0.26300067,0,1.152163,3.4077482,0,1.4003973,0,0,5.4135704,4.5537324
241,0,0,1.708557,0,1.5251943,0.46369088,1.2528561,0,0,0,0.8572694,6.998617,0,0,4.183471,0.91358316,0.128773,0.13052088,0.27488127,0,0,0.9773412,2.830611,0
242,0,0,0,0,0,0,0,0,1.6518359,0,0,0,0.082759455,0,0,0.98485017,0,0,0,0.6705546,0,0.6384061,0,2.614369
243,2.4455543,0,0,0,1.8742522,1.2349737,3.5066829,1.7212373,0,0.36824265,1.0187511,1.1145701,0,0,0,0,0,0.4122948,0,1.6711814,1.4203092,0,0,3.371863
244,0,0,0,0.16786985,0.8249233,3.1620505,0.16905937,0.8152791,3.0274153,0,0,5.651061,1.4998276,1.3248887,0.42852402,0.16900122,0,0,0,0,0,0,10.439453,0
245,0.6137306,2.8936923,0,2.1606224,0,0,2.0525467,0.2752051,0.26769924,0,1.7100551,0,0,0.6312543,0,0,0,0,0,0,0,0,0,1.2850707
246,0.887464,0,0.7509556,0,0,0,0,1.0432956,0,0,0,1.6938219,0,0,0.41195738,0.743147,0.20299,0,1.1053283,0,0,0.39711314,0,0
247,0,0.41857055,0,0,0,3.1583273,0,0.2338178,0,0,0,2.1566727,1.1930506,0,0,0,0,0,0,1.4863721,0,0.54462916,0,0
248,0,0,0.39659935,0,0.8997222,0,3.419552,0.140179,0,0.35843533,3.126922,0,0.38812438,0.908045,0,0,2.151207,0,0,0.7167522,0,0,0,7.1714597
249,0,0,3.4790568,0,0,0,0,0.112603486,1.5730796,0,0,0,0,1.6355008,0,0.6564224,0.059158027,0.42063436,0,1.9828318,0.30314496,0,0,0
250,0.7939332,0,0.02562506,1.0447011,1.9305949,0,1.7050827,0.113106124,1.4476143,2.079437,0.053403124,0,0,0,0.19931765,1.9637139,0,0,0.066147506,0,0,0.93779093,0,0
251,0,0,0,2.2649016,0,0,0,0,0,0.57542604,0,0,0.97690016,0.36225086,0,0,1.2528358,1.6621109,0,0,0,0,6.7784204,0
252,0,3.4214783,1.7896216,0,1.4557153,0,0,0,0,0.73987615,0,0,0,2.0586762,0,0,0.075301014,0.70596313,0,1.6033221,0,0,0,0
253,2.9403093,0,0,0,0.15662616,0,1.498616,0,0,0,0,0.23155178,0.39812014,0,0,0.005452875,0.3536907,0.7056106,0.72305787,2.0662198,0,0.70974267,0,0
254,0,0,0,0,2.169689,0,0,0,0,0,0,0,0,0.47792515,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0.7209913,0,0,0,0.53981894,0,0,0,0.63505787,0,0,0,0,0,0.6708094,0,0,1.6714011,0,0,0
256,0.40379882,0.60762143,0,0,1.4275751,0,2.2977383,0.53002113,0,2.3191757,0,0,0,0,0,0,1.1251794,0,0.068068065,0,0,0.7083576,0.055023767,0
257,1.6591614,0,0,0,0.40455347,0,0,0.54871935,0,0,0,0,0,0,0,0,0,0,0,0.70247895,0,0.05723619,2.5109775,1.439598
258,0,0,1.5302428,2.4955628,0.112283856,0.21991594,0,0,1.5202143,0,1.8926018,0,0.68763995,0,0.021050142,0.7838712,1.0368958,0,0.6478486,0,0,0,0.2270854,0
259,0,2.062808,0.4387401,0.2482567,0,0,1.0181051,0,1.4245458,0.72038096,0,0,0,0,1.1003693,0,0,0,0.756209,0,2.0240355,0,0,0
260,0,0,0,0,0,0,0,0.67158186,0.5028632,0.20989253,0,0,1.3939546,0.2948841,0,0.30218562,0,0,0.03343892,0,0,0,1.8406801,0.09642471
261,0,7.471354,1.1069155,0.16788295,0,1.852808,0.6423211,0,0,0.52746844,0,0.7132271,0,0,0,0,0,1.1628103,0,0,0,0,0.06649139,0
262,0,0.2699243,0,0.849629,0,0,0,0.37513658,0,0,0,0,0,0,0,0,0,0.8514652,0,0,0,0,0,0
263,0.079664014,3.68077,0,0,0.1924584,0,0,0,0,1.6121045,0,0,0,1.1749187,1.7522639,0,0.20318092,1.1789227,1.3752638,0,0.07395133,0,0,3.954769
264,0,4.844148,0,0,0,0,0,0,1.7531582,0,0.54485476,0,0,0,1.4091415,0,0,1.3932728,0,0,0,0.19783834,0,0
265,0,0,0.8184041,1.805879,0,0.5233513,0,0,0,0,0.162471,0,0,0,0,0.87796706,0,1.2062737,0.23997737,1.6787829,0,0,0,0
266,0,0,0,1.3231397,0,3.8326082,1.8311427,0,0,2.2502344,2.4627447,5.395762,0,0,0,0.45059165,0,0,1.2712998,0.15426295,0,0,0,0
267,0,4.770993,0,0,0,0.40900892,0,0,0,0,0.6123928,0,0.4499029,0.7822265,0.6135773,0,2.2707915,1.094197,0,1.0989045,0.31764078,2.302576,5.2332277,0
268,0.6099234,0,0,0.36858338,0,0,0,0,0,0,0,1.9122235,0,0,1.3898089,0,0,0,0.66321784,0,1.9272724,0,3.5831177,3.320431
269,0,0,0,2.1340952,0,0.44396198,1.9626973,0,0,0,0.66916835,0,0,0,0.3258513,0.87874186,0.42281866,0,0.47755322,0,0,0,0,0
270,0,2.1542535,3.5902147,0,0,0,0,1.8940829,0,1.2820302,0,0,0,1.2438983,0,0.78071874,0.005053371,0,0.26040277,0,0,2.806376,2.0460954,0
271,0,2.700411,0.7878601,0,2.1595528,0,1.4280816,0,0,0.7262226,0,0,1.0926751,0,0,0.34165215,0,0,0,0,0,0,0,5.077018
272,0,0,0,0,0,0,0,0,0.5432333,0,0,0,1.3832021,0,0,1.0428474,0,1.2685504,1.006245,0,1.0609822,0,2.3112395,1.0559078
273,0,0,0.2060622,0,0.19402212,0,2.1182022,2.2491071,0.9921067,0.21669137,0.7442157,0,0,0,0,0,0,0,0,1.1506529,0,0,3.4014559,0
274,3.071306,2.2677717,1.453255,0,0,0,0,0.35235304,0,0,0,0,0,0,0.6848594,1.2356321,0,0,0,0,0,0.3680272,0.9959569,0.5563605
275,0.075618125,0,0,0,0,0.64295924,0,1.4639076,1.8764008,0,0,0.20704667,1.5638402,1.1852531,1.0027666,0.47358212,0,0,1.0472358,2.4502723,1.2891074,0.2844656,9.181144,0
276,0.5921961,0,0,0,0.7018435,0,0,0.7573813,0.43626603,0.3478461,0.483999,0,0.061004702,0,1.15792,1.9142423,0,0,0.4876618,0.6270372,0.82449955,0,9.588775,0
277,0.12742668,0,2.9288673,0.0799596,1.1167955,0,4.13067,1.0634265,0,0,0,2.6345482,0.5716175,2.3354585,0,0,0,0,0,0.64474875,0,0,0,8.3023615
278,0.16263613,1.4993304,0,0,0,2.8620934,0,0,0.76275086,0,0.5695574,0,0,0,0,0,0,0,0,0,0,0.18660523,0,0
279,0.87401986,0,0,0,0,1.3187624,0,0,0,0.893319,0,2.2633705,0,0,0,0,0,0.59656125,0,0,0,0,0,0
280,1.123401,0,2.25409,0,0.18076466,0,0,1.6262246,0.36192152,0.9188623,0,0,0,0,0,0,0,3.8433878,0,0,2.7127295,0,0,5.419616
281,0.6206631,0,0,4.828564,0.8177886,0,0,2.3142571,3.0011792,0,0,0,0.5531169,0,0,0,1.3999858,0,0,1.3316823,0,0.24104999,0,0
282,2.2173953,0,0,0,0,0,0,0.07010657,0,0,0,0,0,0,0,0,0,0,0,2.4523566,0,0.9870722,3.3843403,0.08535371
283,0,0,0,0,4.5280647,1.1053061,0,2.7504444,0.23541248,0,0.8244364,0.6656386,1.5040547,2.255954,0.036562588,0,0.3231657,0,1.2606033,0,0.20298482,0,0,1.7204823
284,0,1.6598823,0,0,0,0,0.632279,0.5555914,0,2.3895154,0,3.1084,0.3325206,0.4535004,0.37377322,0.72139794,2.417022,0,0.040162854,0,0,0,0,0
285,0.53852034,4.103069,0,0,0,0,0,0.69497776,0,0,1.982011,0,0,0,0,0.98372036,0,0.09025683,0.05105077,0.7681237,0,0,0,0
286,0,0,0,0,0,0,1.6052165,0,0,0,0,0,0,0,1.1296583,0.584012,1.233154,0,0,0,0,0,1.7011901,0
287,0,0,0,1.079853,0,0,0,0,0,2.4502447,0.647482,0,0,1.040141,2.0707085,0,0,0,0,0,0,0,0.26083225,0
288,0,0,1.4421377,0.20528859,0,1.2733558,1.7826182,0,0.85670215,0,0,1.0106783,2.4610167,0,0,0,0,1.1525899,2.403213,0,0.09504411,0.36592293,3.3389177,0
289,0,0,0,0,1.3791989,0,0,0,0,2.6854079,0,0.15331118,0.41306788,0,1.2597282,0,0,0,0,0.7932974,0,0,2.2490053,0
290,0,0,0,4.2940936,0.15945034,0,0,1.7853835,0,0,1.5814407,2.5134037,0,0,0,0.13351957,0,0,0.79586774,0,0.88176453,0.00014484,0,0
291,0,0,0.37164453,0.04925208,1.9937638,1.0892572,0,0,0,0,0.056454666,1.9458448,2.0259104,0,1.0817031,0,1.3942643,0,0,3.2027779,0,1.0828164,1.0893193,0
292,4.382684,0.5319085,0,0,2.2143874,0,4.2171392,1.5648361,0.2303889,0,0.9021856,0,0,0,0,0,0,0,0,0.14723918,0,0.7510218,0,0
293,0,4.6652517,0,0,0,0,1.5740288,0,0,0,0.4032365,0,0,0,0.8890181,0.19269909,0.16445167,0,0,1.1908513,0,0.2333337,0,3.6007905
294,0,0,2.1238437,0,0,0,0,0,0.06183033,1.8696063,3.3571956,0,0,0,0,1.8336124,1.7728891,0.7843919,2.2939656,2.6498904,0.001899235,0.9547555,0,0
295,3.6014302,0,0,0,0,0,0,1.7674744,0.6026868,2.0077255,0,0,1.6926053,2.2240763,0.9582086,0.98869467,0,0.026064364,0.43975037,1.0906059,0,0,0,3.938476
296,0,0.17105749,2.223672,0,0,0,0,0,0.022272514,0,0,1.0623429,0,0,0,0,0.08261962,0,0.5701063,0,0,0,0,0
297,0,0,0.49757767,4.3798523,0,1.5957314,0,0.27913687,0,0,0,0,0,0,0,2.0071301,0,2.278764,0,0,2.99639,0,1.9915833,0.9896192
298,0,0,2.7207665,0,0,0,0.5768299,0.82676035,0,2.6964452,0,0,0,0.603005,0.562343,0.15938485,0.32400873,0,0,0,0,0,0,0
299,0,1.7115494,0,0.7685178,0,0,0,0,0,1.154264,0,3.6792614,0,0.13390477,0.89209616,0,1.187431,1.8673314,0,0,0.13515957,0,10.044473,0
300,0.49074483,0,0,0,0,0,0,0,0,0,0,0,0,0.014145837,0,0,0,1.6913346,0,2.3405402,1.2284371,0.7098325,0.9414592,0
301,0,0,0,0,1.3221219,0,0,0.25238344,1.0416387,0,0,0,0,0.69766104,0.6394111,1.2588533,0,0.600335,0,0,2.326299,0,0.3864802,0
302,0,0,0,0,3.744357,0,0,0,0,0,0,0.15698992,0.32683223,0,0,0,0,0,0.18290596,0.7801642,0,1.019654,0,0
303,3.0619504,3.383036,2.9150193,0.63041013,0,3.2530413,0,1.3940535,0.020898331,0,0.34533352,0,0.4262414,0,0,0,0.4323139,0,0,0,0,0,0,3.4743993
304,0.8023099,0,0,0,0,0,1.3686111,0,0,0,0,0,1.0572145,0,1.6005026,2.2509203,1.3117052,1.1995324,0,0.66789734,0,0,2.0139377,5.872771
305,0,0,2.5847313,0,0,0,0.91396713,0,1.836773,0,0,0,0,0.16648142,0,0,0,0,1.0242128,0.14760315,1.3007396,0,0,1.2113607
306,0,3.3208323,0.06329664,2.6679401,0,0,0,0,0,0,0,4.0615845,0,0,0.048953272,0,0.27601302,0,0,0,0,0.774878,0,0.4275304
307,0.86587083,1.6590757,0.4210766,0.42472592,2.519449,0,0,0,0,0,0.17371099,0,0,0.44652924,0,1.6160647,0,1.3414415,0,0.09459204,0,1.7944953,0,0
308,0.31626078,0,0,0,1.1017786,0,0,0,0.5785105,0,0,1.9874898,0,0,0.15117662,0,0.076586016,0.5439981,0,0,0,0,0,0
309,2.4039474,0,1.2111647,0,0,0,0,1.4954138,0,0,0.14032845,0.001115365,0,0.52826345,0.050793126,0,0.749863,0,0.80895317,0,1.4138122,0.06894994,0,4.6710596
310,0,0,0.9216763,0,1.2102965,0,2.375128,0.7305912,0,0,0.056211773,0.15647388,0.23893647,0,0,0,0.79382807,0,0,0.58940303,0,0.43530238,4.499742,0.5028791
311,0,0,2.5765204,0,0.16841981,0,0,0,0,0.08149655,0,0,0.45892298,0.2767415,0,0,0,0.5156906,0,0.18395664,0,0.71423286,0.7774173,1.7686619
312,0,0,0.5802278,0,0,2.2541611,3.1179776,2.34946,0.19606462,0,0,0,0,1.8005214,0.89993674,2.081847,0.16855444,0,0,0,0,0,6.863114,0
313,0.51030284,0,0,0,0,0.75797766,0,0.15208949,0,0,1.5385216,0,0.39935508,0.91966933,0,0,2.01345,0,0,0,1.5021666,2.0384643,3.9451578,0.07688192
314,0,0,0.4167042,0.78622735,0,0,0,0,0,0,1.6042082,0,0,0,0,0,0,0,0,0,1.1673262,0.5406342,2.8863113,0.9226552
315,0,2.880266,0,0,1.2029573,0.58891916,1.5036488,0,0,0.67216235,0,0,0,0,2.7534153,1.0427018,0,1.6329843,1.0757958,0,0,0,0,0
316,1.8259219,0,0,0,1.8909216,1.1642424,2.0539696,0,0,0.82342815,1.2006972,0,1.4407257,0.73953557,0,0.001157884,0.99380624,1.2264684,0,0,0,0,0,0
317,0,0.32598898,0.8237201,0,0,1.946405,1.3117074,0,1.4406035,0.22875194,0,0,0.77090424,0,0,0.37929925,0,2.0623734,0.5246162,0.20181027,0,0,0,0
