Trial,Behavior,Start,End
1.0,Spout movement,92.59,97.59
,Cont reach,96.59,99.59
,Cont in vain,100.59,116.59
,Cont in vain,117.59,132.59
,Both paw licking,145.59,152.59
,Walk,153.59,162.59
,Walk,195.59,200.59
2.0,Spout movement,211.59,216.59
,Cont missed,213.59,216.59
,Cont reach,217.59,242.59
,Ipsi moved,222.59,243.59
,Cont in vain,243.59,258.59
,Ipsi moved,247.59,259.59
,Walk,260.59,264.59
,Both in vain (2),265.59,284.59
,Both in vain (3),302.59,333.59
3.0,Spout movement,331.59,336.59
,Cont reach,334.59,357.59
,Ipsi moved,338.59,359.59
,Cont in vain,358.59,372.59
,Cont in vain,373.59,375.59
,Ipsi moved,362.59,375.59
,Walk,378.59,383.59
,Both in vain (4),384.59,404.59
,Walk,405.59,412.59
,Walk,430.59,442.59
4.0,Spout movement,450.59,455.59
,Cont missed,452.59,456.59
,Cont reach,457.59,480.59
,Ipsi moved,466.59,482.59
,Cont in vain,481.59,513.59
,Ipsi moved,486.59,513.59
,Walk,514.59,530.59
,Cont in vain,546.59,552.59
,Walk,555.59,558.59
5.0,Spout movement,571.59,576.59
,Cont reach,573.59,576.59
,Cont in vain,577.59,588.59
,Cont in vain,589.59,610.59
,Cont in vain,611.59,626.59
,Ipsi moved,586.59,626.59
,Both in vain (8),627.59,694.59
6.0,Spout movement,691.59,695.59
,Both paw licking,695.59,707.59
,Cont reach,708.59,718.59
,Ipsi moved,711.59,721.59
,Cont in vain,719.59,720.59
,Cont in vain,721.59,747.59
,Ipsi moved,735.59,747.59
,Both in vain,752.59,760.59
,Both in vain,761.59,768.59
7.0,Spout movement,812.59,816.59
,Cont reach,814.59,823.59
,Cont in vain,824.59,838.59
,Ipsi moved,828.59,840.59
,Cont in vain,839.59,853.59
,Ipsi moved,847.59,855.59
,Cont in vain,854.59,864.59
,Walk,865.59,877.59
,Walk,908.59,925.59
8.0,Spout movement,933.59,938.59
,Cont reach,936.59,943.59
,Cont in vain,944.59,951.59
,Cont in vain,952.59,973.59
,Ipsi moved,958.59,975.59
,Cont in vain,974.59,979.59
,Ipsi moved,979.59,983.59
,Cont in vain,980.59,984.59
,Both paw licking,1003.59,1012.59
,Walk,1013.59,1022.59
,Walk,1042.59,1047.59
9.0,Spout movement,1059.59,1064.59
,Cont reach,1061.59,1066.59
,Cont in vain,1067.59,1079.59
,Ipsi moved,1072.59,1080.59
,Cont in vain,1080.59,1098.59
,Ipsi moved,1085.59,1100.59
,Cont in vain,1099.59,1116.59
,Ipsi moved,1101.59,1116.59
,Both paw licking,1117.59,1124.59
,Both in vain (4),1125.59,1139.59
,Cont in vain,1154.59,1157.59
,Walk,1158.59,1174.59
10.0,Spout movement,1177.59,1182.59
,Cont reach,1181.59,1183.59
,Cont in vain,1184.59,1190.59
,Cont in vain,1191.59,1196.59
,Cont in vain,1197.59,1223.59
,Ipsi moved,1206.59,1219.59
,Both paw licking,1229.59,1234.59
,Walk,1235.59,1246.59
11.0,Spout movement,1296.59,1301.59
,Cont reach,1299.59,1301.59
,Cont in vain,1302.59,1311.59
,Ipsi moved,1308.59,1314.59
,Cont in vain,1312.59,1332.59
,Ipsi moved,1318.59,1334.59
,Cont in vain,1333.59,1340.59
,Walk,1341.59,1352.59
