Trial,Behavior,Start,End
1.0,valve opened,90.59,95.59
,cont reach,93.59,134.59
2.0,valve opened,208.59,213.59
,cont reach,213.59,246.59
3.0,valve opened,327.59,332.59
,cont reach,330.59,371.59
,walk,433.59,447.59
4.0,valve opened,446.59,451.59
,cont reach,448.59,490.59
,walk,513.59,519.59
5.0,valve opened,564.59,569.59
,cont reach,568.59,609.59
6.0,valve opened,683.59,688.59
,cont reach,687.59,724.59
,walk,725.59,740.59
7.0,valve opened,802.59,807.59
,cont reach,806.59,833.59
8.0,valve opened,921.59,925.59
,cont reach,925.59,960.59
9.0,valve opened,1039.59,1044.59
,cont reach,1043.59,1060.59
,walk,1132.59,1140.59
10.0,valve opened,1158.59,1163.59
,cont reach,1161.59,1189.59
,walk,1221.59,1234.59
11.0,valve opened,1277.59,1282.59
,cont reach,1280.59,1291.59
,walk,1353.59,1380.59
12.0,valve opened,1395.59,1400.59
,cont reach,1400.59,1432.59
13.0,valve opened,1514.59,1519.59
,cont reach,1519.59,1528.59
14.0,valve opened,1633.59,1638.59
,cont reach,1638.59,1660.59
15.0,valve opened,1752.59,1757.59
,noise generation,1793.59,1828.89
,walk,1803.59,1823.59
,walk,1878.59,1884.59
16.0,valve opened,1906.59,1911.59
,cont reach,1910.59,1934.59
,walk,1935.59,1939.59
,both in vain,1940.59,1946.59
,walk,1947.59,1966.59
17.0,valve opened,2025.59,2030.59
,walk,2023.59,2030.59
,cont reach,2031.59,2069.59
,walk,2101.59,2115.59
18.0,valve opened,2145.59,2150.59
,cont reach,2149.59,2188.59
,walk,2224.59,2237.59
,walk,2244.59,2255.59
19.0,valve opened,2264.59,2269.59
,walk,2273.59,2281.59
,walk,2292.59,2301.59
,noise generation,2305.59,2340.89
,walk,2340.59,2357.59
,walk,2389.59,2394.59
20.0,valve opened,2418.59,2423.59
,cont missed,2422.59,2425.59
,walk,2456.59,2461.59
,noise generation,2459.59,2494.89
,walk,2531.59,2537.59
,walk,2542.59,2565.59
21.0,valve opened,2572.59,2577.59
,cont reach,2599.59,2603.59
,cont in vain,2604.59,2613.59
,walk,2638.59,2653.59
,walk,2675.59,2681.59
,walk,2686.59,2701.59
,both licking,2702.59,2706.59
,both licking,2707.59,2709.59
,both licking,2710.59,2711.59
,both in vain,2712.59,2714.59
,both in vain,2715.59,2717.59
22.0,valve opened,2714.59,2719.59
,both reach,2718.59,2720.59
,both in vain,2721.59,2725.59
,cont in vain,2726.59,2727.59
,cont in vain,2728.59,2735.59
,walk,2757.59,2759.59
,both licking,2760.59,2762.59
,both licking,2763.59,2766.59
,both licking,2767.59,2769.59
,both in vain,2770.59,2775.59
,both licking,2776.59,2780.59
,both licking,2781.59,2784.59
,both licking,2785.59,2786.59
,both licking,2787.59,2788.59
,both in vain,2789.59,2793.59
,both in vain,2794.59,2796.59
,both in vain,2797.59,2800.59
,both in vain,2801.59,2806.59
,both in vain,2807.59,2810.59
,both in vain,2811.59,2814.59
,both in vain,2815.59,2820.59
,both in vain,2821.59,2823.59
,both licking,2824.59,2826.59
,both in vain,2827.59,2829.59
,both in vain,2830.59,2834.59
23.0,valve opened,2835.59,2840.59
,cont reach,2840.59,2843.59
,walk,2744.59,2847.59
,cont in vain,2848.59,2851.59
,cont in vain,2854.59,2854.59
,both in vain,2855.59,2857.59
,both in vain,2858.59,2860.59
,both in vain,2861.59,2864.59
,both licking,2865.59,2868.59
,both in vain,2874.59,2876.59
,both in vain,2877.59,2880.59
,both in vain,2881.59,2884.59
,both in vain,2885.59,2888.59
,both in vain,2896.59,2900.59
,both in vain,2901.59,2904.59
,both in vain,2905.59,2908.59
,both in vain,2910.59,2913.59
,both in vain,2914.59,2916.59
,walk,2917.59,2920.59
,both in vain,2921.59,2923.59
,walk,2924.59,2937.59
24.0,valve opened,2954.59,2959.59
,noise generation,2995.59,3030.89
,walk,3033.59,3061.59
25.0,valve opened,3108.59,3113.59
,cont reach,3112.59,3122.59
26.0,valve opened,3227.59,3232.59
,noise generation,3268.59,3303.89
,cont in vain,3348.59,3355.59
27.0,valve opened,3381.59,3386.59
,cont reach,3385.59,3390.59
,cont in vain,3391.59,3426.59
28.0,valve opened,3500.59,3505.59
,cont reach,3506.59,3508.59
,cont in vain,3509.59,3511.59
,cont in vain,3512.59,3514.59
,walk,3515.59,3518.59
,cont in vain,3519.59,3521.59
,cont in vain,3522.59,3525.59
,walk,3526.59,3542.59
29.0,valve opened,3620.59,3625.59
,noise generation,3661.59,3696.89
30.0,valve opened,3774.59,3779.59
,noise generation,3815.59,3850.89
,walk,3868.59,3878.59
,walk,3883.59,3889.59
31.0,valve opened,3928.59,3933.59
,cont reach,3932.59,3937.59
,cont in vain,3938.59,3941.59
,cont in vain,3942.59,3946.59
32.0,valve opened,4047.59,4052.59
,noise generation,4088.59,4123.89
,walk,4191.59,4199.59
33.0,valve opened,4201.59,4206.59
,spout removed after whisker detection,4257.59,4261.59
,cont in vain,4257.59,4259.59
,walk,4260.59,4265.59
,both in vain,4266.59,4267.59
,walk,4268.59,4277.59
,walk,4283.59,4291.59
,walk,4331.59,4341.59
34.0,valve opened,4334.59,4339.59
,cont missed,4360.59,4364.59
,cont reach,4365.59,4377.59
,cont in vain,4379.59,4383.59
,both in vain,4385.59,4390.59
,cont in vain,4391.59,4393.59
,walk,4394.59,4415.59
35.0,valve opened,4479.59,4484.59
,noise generation,4521.59,4556.89
36.0,valve opened,4633.59,4638.59
,cont reach,4640.59,4655.59
,walk,4656.59,4658.59
,both in vain,4659.59,4663.59
,walk,4664.59,4671.59
,both in vain,4672.59,4674.59
,both in vain,4675.59,4677.59
,both in vain,4678.59,4681.59
,walk,4682.59,4691.59
,walk,4705.59,4715.59
,walk,4727.59,4752.59
37.0,valve opened,4752.59,4757.59
,cont reach,4759.59,4763.59
,cont in vain,4765.59,4768.59
,walk,4769.59,4784.59
