x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033
602,0,0,0,0,5.7630396,0.09861134,0,0,0,2.2462342,3.268743,0,0,2.3039799,3.9431942,6.280553,0,0,0,2.3258493,4.9607477,3.8204997,0,0,0,0,3.7365472,0,0,0,0,0,0,0
603,1.3507065,0,1.1671404,0,1.4591725,2.5318294,0,0,0,1.556456,0,0,0,0.77128863,0,14.022942,0,0,10.216801,17.723326,0,0.9528244,0,0,0,1.8465413,0,0,0,0,3.8289704,0,0,1.0732946
604,2.5799756,0,9.473921,0,1.7402236,0,0.9916467,0,11.076542,6.883519,0,0,5.9527965,0,5.8601947,12.149302,0,0,3.8717406,8.83613,0,0,0,0,2.938956,0,0,0,5.834449,0,3.8258147,10.726417,0,0
605,0,1.4238507,3.2950075,0,7.1575117,0,0,0,0,1.6301149,0,0,0,3.7324827,0,4.1828074,0,0,0,0,16.859756,3.7101822,0.7852481,0,0,0.047846396,0,1.0774484,2.4061017,0,2.6671996,0,1.4001884,0.8017901
606,0,0,0,1.0826062,1.3742716,0,1.8496304,0.32259887,0,0,0,0,5.431048,0,0,1.0651819,0.46170136,4.8745437,0.4631032,0,0,0.34960753,0,3.7761898,0,6.1854043,0,0.70313096,0,0,2.0196679,0,0,3.8466854
607,0,2.5020025,2.171037,0,0,0,0,0.44866905,0,0,1.8040156,0.12397832,0,0,0,4.567261,0,3.0779576,0.64419293,0,2.730868,7.939333,1.0988646,0,0,1.9370595,2.1060722,0,0,0,1.0647321,8.269046,9.328259,0
608,0,2.0724537,0,0,0,0,0,0,0,0,0.005880064,1.0696348,0,0,0,0.87157923,0,0,0,0,0,0,1.8757572,0,2.0382257,2.2591004,0,0.5051687,0.85291064,0,0.536262,0,0,0
609,0,0,1.7382585,0,5.3642607,4.0041943,0,0,2.0576136,0,0,0.5477944,0,2.2883878,9.216852,0.4203573,0,8.543201,0,16.879705,0,5.53486,0,0,0,0,0,0,0,0,4.54785,0.19156376,0,0
610,1.8112637,0,0.72518873,1.4258868,0,0,0,0,0,3.6124318,0.50262177,0,0,0.5529488,0,2.943925,0,0,4.8154216,0,0,2.1626213,0,0,0,0,0,1.3977339,0,0,0,0,2.136229,3.6817572
611,0,0,0,0,5.7298183,2.0407984,2.3536346,0,1.5659643,0,0,1.7676436,9.885314,0,5.6228013,0,7.492386,7.9127913,6.8961225,0,0,2.8617153,0,1.2833517,0,0,0,0.98515123,0,0,0.40058735,1.349618,0,0.58138555
612,0,0,0,1.1725456,2.6225893,2.1251004,0,1.5173799,8.103923,0,0,0,0,0,0,4.2959356,0,0,4.0782695,0,0,0.44295868,0,0,0,2.5625563,0,0,0,1.3716228,0,0.69793016,0,0
613,0,0,2.2308948,0,0,0,0.06107769,3.0709536,0,0,3.213942,0,2.2548094,1.8800086,0,0.37165242,1.5470086,0.742612,3.8255038,0,2.3760235,2.6105597,1.8455127,2.0323436,10.198362,0,0,0,3.0391,1.4386345,5.231495,0,0,0
614,0,0,3.6562142,1.0602177,0,5.220723,2.0308375,0,5.112197,5.8625984,0,2.9878194,5.4288325,0,10.963489,0,7.3831525,0,0,11.646826,0,0,0,0,2.302606,0,0,0,0,0,0.4783768,0,1.4925444,4.286916
615,0,12.474193,0,0,0,0,0,7.830134,0,0,0,0,10.088692,0,0,0,1.3095162,0,0,0,4.5422435,0,0.6063513,0,29.568497,0,3.4195693,1.1082584,0,1.4313356,0.22803174,0,8.225614,0
616,2.3990912,0,1.7859193,2.6312485,1.3417362,0,0,8.699109,0,0,0.96315426,0,3.9178128,0.75361276,1.5128912,0,0.20599973,0,0,0,5.5636683,7.9801083,0,0,8.538289,0.38874805,3.0905843,0,2.0323203,2.5522113,0,2.2040436,0,0
617,2.1580749,0,0,0,0,6.654302,0,0,0,0,0,0,0,1.1566904,0.8995945,0,5.178516,13.907377,0.49709404,0,0,0,1.938134,1.0729464,0,0.40258297,0,4.152058,0,0,1.7697752,6.401017,0,0
618,3.3034155,1.0746412,2.814616,0,0,2.4596508,0,0,5.1760993,0,0,1.6154664,0,0.9495399,4.3624506,0.77101463,0,0,0,5.209295,0,0,0,0,0,0,0,0.6611121,0,0.37481287,0,3.7921941,0.6907908,0.6361254
619,0.74355817,4.296556,0,1.0647713,0,2.0349813,1.2449267,0,0,0,2.9138305,0.44110155,5.9508414,0,0,0,0,0,11.260905,0,22.926815,4.266154,1.9630202,0.9838141,0,0,0,0,0,0.3306464,5.2916117,0,0,0
620,0,0,0,0,0.530816,0,0.11066005,0,0.91972935,0,0,0,0,0,0,0,0,0,0,0,1.09106,0,0,0,0,6.6292114,0.13592969,0,3.013223,0,1.0422984,0,0,0
621,0,0,1.2423996,0,1.6689893,0,0,2.7443855,0,0,3.8357701,0,0,0,1.5766655,0,3.0507507,4.6333165,1.7972548,0,0,0,0,0,0,0,4.845554,4.6162105,0,0,0,0,0,0
622,7.186957,0,0,0,0,0,1.1149626,1.9839374,3.3831544,0,0,2.8020484,0,0,0.97055304,0.35820818,0,0,0,0,0,0,1.6862605,0.78719705,0,4.223526,0,0,0,1.7444748,3.0903766,0,0,0
623,0,0,0,0,1.1484431,0,0.5967857,0,0,0,0,2.3540971,0,1.8521327,1.1688219,0.62941134,2.956434,0,0,7.7530518,0,10.565371,0,2.5670907,0,0,0,0,1.2648271,0.71722454,0,0,0.31221992,2.239015
624,0,1.0985736,0.7423397,2.4992034,0,7.983685,0,0,0,4.4032445,0,0,0,0,0,0.96419334,0,0.8873744,22.870583,0,0,0,0,3.0046017,0,1.5773158,0,0,0,1.9826294,1.2775781,2.7579865,0,0
625,0,0,6.699244,0.5682216,0,1.385018,0,0,1.2160271,0,1.5180265,0,0,0,0,0.74579155,0,0,0,15.719894,0,0.24072148,0,0,0,2.027473,0,0,0,0,6.043029,0,1.5586581,0.7166279
626,9.889803,0,0,1.1444399,0,0,1.5901176,4.1081524,2.1456335,0.12287358,0,0.19767328,0,2.8147662,2.7486382,0,0,0,2.7768939,0,6.187754,0,0,0,0,0,0,7.5471005,0,0,0,0,8.902065,1.4434253
627,0.17691068,1.0357819,4.6662087,0,0,0,0,0,0,0,0,3.3742323,7.14528,2.4018521,3.1447165,0,0.47670305,0,0,5.0089836,0,1.2710671,0,1.5788574,0,0,0,0,5.132922,0,1.8148991,0,0,0.8708414
628,1.3083934,0,0,0,3.2213993,0,0,0,0,0,0,0,1.3084446,0.39150363,0,0,0,2.9856687,0,10.23663,7.686807,0,1.200246,0,17.614347,0,2.222853,0,0,0,0,0,0,0.7339501
629,0,0,0,0.04445207,0,1.7069031,3.2250156,2.9282746,0,0,2.322397,0.6869341,0,2.8926077,1.1840185,0,0,13.969582,0,0,4.614399,0,0,0,3.5772634,4.197513,0,0,0,0,0,2.1596754,0,0
630,2.4585872,0,1.5593002,0,7.363074,0,0,0,9.115571,0.16527723,1.5515279,3.9206295,0,1.156343,9.371707,2.1851184,4.4495754,0,12.404678,7.7484155,0,7.447364,0,0.10126449,0,1.725553,2.4071634,0,0,0,0,0,0,1.9640422
631,0,5.561778,0,0,0,0,0,0,0,1.3817158,0.115417816,0,0,0,0,0,1.5244617,2.4653559,1.8650466,9.149515,0,0,0,0,15.070984,0,0,2.2220707,0,0,1.1965098,0,0,0
632,5.078172,2.885909,2.1797707,4.1164074,0,3.2173235,1.1079649,1.491139,0,0,0,0,2.1027973,0,0,0,0,15.743478,0,0,0,0,1.0904593,0,8.406711,0,0,0,1.5905738,1.4864012,0,0,3.8107984,0
633,0,0.46262982,0,0,0,0,2.210243,0,3.9555175,0,0,0,10.972954,0,0,0,0,0,0.001055205,0,0,9.268478,0,3.4134169,15.077462,0,0.24461654,0,2.2929332,0,1.297484,0,6.698296,0
634,0,0,0.27879524,0.8772496,0,0,0,1.8758053,0,0.11254287,0,1.8282477,0,0.7932799,0,0,0,0,0,6.5235114,0,4.174616,0,0.96606094,0,2.5534716,0.18730257,0.43104514,3.6057243,2.1140823,0,0.9731603,3.6801198,0
635,0,0.2993344,3.5069747,0,7.534692,1.9017632,0,0,0,3.7464347,0,1.204646,10.335413,0,0,0,0,0,9.670053,0.36833942,0,0,0.08987721,0,0,0.1233496,0,0,1.7355043,0.29399937,2.4723709,0,0,0
636,0,0,0,0,4.007342,1.5912309,0,0,0,2.948399,2.2703097,0,0,0,0,0.060956106,0,10.301164,0.20394912,3.6863651,0.2898053,2.4103174,1.9149382,1.963654,0,0,0,0.538211,0,0,0.308956,0,0,4.2754393
637,0,4.677023,0,0,0,0,0,0,0,2.289753,0,0,0,0,0,0,0.71307325,0,0.34551188,0,0,2.7222226,0,0,0,0,0,0.6164769,0,0,0,0,0,0
638,0,0,0,0,0,0,0,2.3649628,0,3.3515615,0,0,0,0,1.8070058,0,0,0.644765,6.2169905,0,0,0,0,2.8508875,0,1.7574911,0,0,0,1.3606684,0,0,0,1.374372
639,0.28062883,0,0,0,0,0,1.5950139,0,0,0,0,0,3.2840767,0,4.549694,1.0675039,0.9067955,0,9.772558,23.145647,0,0,3.3281028,1.9127338,0,8.842476,5.0580406,0,0.16375217,0,5.027063,1.9489313,0,0
640,0,0,0.8258757,0,0,0,0,0,0,0,1.0045819,0,0,2.4294593,0,1.7161939,0,0,0,0,15.671857,0,1.8462014,0,3.6671014,0,0.52265763,0,2.7140326,0.30556062,0.6164602,2.0595055,0,2.533141
641,0,0,0.6350161,1.700504,0,0,0,3.1702576,0,0,0,0,0,0,0,0.5537144,0,0,0,0,0,0,0,0,6.6783857,0,0,0,2.8478496,0,2.350133,0,0,0.97062945
642,3.207459,0,0,1.8911176,2.3301291,0,1.2492993,2.0693605,0.6603428,0.75988674,1.2957187,0.2517567,9.80858,2.3414395,3.6253507,0,0,0.7484389,4.2704477,0,0,0.6933108,0,0,7.494308,0,0.34439558,0,0,0,1.6963576,1.5029254,0,0.11094684
643,0,0,0,0,2.1743953,0,0,0,0,0,0.016995048,4.441,0,2.5699284,0,0.59663534,0,10.801858,0,1.3079681,0,0,2.1419988,0,0,0,0,0,0,0,0,2.2151308,0,0.05831676
644,0,0,0.12569684,0,0,0,0,2.8765216,0,0.3464636,0.2980132,0,0,0,0,0,0.9107519,4.191971,6.030831,0,13.993644,0,0,0,8.835472,0,0,2.8735135,4.223533,0.115584604,0,8.355139,0,0.3752844
645,0,0,5.2304993,0,1.7845243,2.0613675,0,0,0,0,0,0,0,0,1.093216,2.5137324,0,0,0,0,0,0,0,1.6428714,0,0,0.06400567,0,0,0.7849191,3.7411332,0,0,0
646,0,0,0,0,0,0,0,0,4.1530237,0,0.68561,4.256145,0,2.0245483,0,0.22139595,1.561171,0,0,2.9559019,0,7.4997735,0,1.0115943,0.37086564,3.4198132,0,3.548019,0,4.1011276,0,0,2.1200395,1.6532862
647,0,5.0592184,0,0.6647754,0,0,0,5.042527,4.5906043,0,0,0,0,0,0,1.7654234,0,14.766777,0,0.11172616,0,1.3082242,0,1.7888591,0,0,0,5.6256313,2.1087465,0,2.267449,0,2.6422114,0
648,0,0,0,0.47589985,0,1.4122287,1.1627928,0,0,0.87149745,0,0,0,0,0,0.57928944,0,0,0,0,0.57059526,0,1.5057756,0.039838362,4.180635,0,0,0.7526906,0,0.96420795,0,0,0.17621465,0
649,1.3445315,0,4.294276,0.6220733,0,6.0809712,0.41165438,3.4277897,5.716481,0,0.32618266,0,2.670765,1.0981581,0,0,0,0.94584394,0,0,0.9719797,0.27713528,0,0,0,0.8099292,0,0,0,2.0893564,0,2.3560977,1.4848789,2.2015965
650,0,6.358068,2.9877431,1.6497335,0,0,0.9660443,0,0.90388656,0,0,0,5.8430285,1.0968299,0,0.37379232,0,15.960341,0,0,14.407102,0,1.9779533,0,9.081719,0,3.088048,2.3154485,1.7030466,0.12553193,0,0,1.1863153,0
651,0.03583291,0,0,2.637596,0,0,1.8577132,0,0,0,0,0,4.3726306,0,0,0,5.7087674,8.088444,6.199766,0,0,0,0,0,0,0,0,0,0,2.0579615,0,0,2.181824,0
652,4.4560013,0,4.696369,0,8.472471,0,0,0,0,0.7908212,0,0.35263047,0,1.5952863,3.7900307,0,0.8974788,5.8753896,0,0,17.446678,0,4.264081,0,0,12.236723,0,2.3021185,0.26277807,0,3.512452,0,0,0
653,0.15280779,1.507511,0,0,0,5.223273,0.59054637,0,8.390578,0,0,3.5188732,0,2.3111227,1.7539229,2.815346,0,0,10.984592,13.237155,5.677754,0,2.30475,0,0,0,0,0,3.0974944,0,0.10888392,0,0,0
654,0,4.0710816,0,0,0,4.0656285,0,0,0.9122714,1.2541941,0.4435282,0,0,0,0,3.574797,9.517942,0,0,0.5168153,0,0,0,1.65442,0,1.8694738,0,0,0,0,3.0756543,1.2832783,0,1.3728386
655,3.9978287,0,1.6148671,0,6.6547313,2.9766989,0,0,0,0,0.46423137,0.356849,2.8538458,0,4.866555,0,0,0,0,12.17612,0,0,0,0,0,0,0,0.49388397,0,2.3453882,0,0.22751862,3.2731497,0
656,0,7.8964496,1.8607941,0,0,0.9103866,0,0,5.224607,1.5418211,0,0,0,0,0,2.3919494,0,4.6479325,0,0,2.2401094,0,0,1.0148435,4.121853,0,0.88309044,0,0,0,0,0,0,0
657,3.516846,0,0.4918426,1.752349,0,2.1649358,3.0820758,0,4.4862857,0.92005503,0.014871806,4.385686,0,0,0,2.5845184,0,0,9.782622,0,0,0,0.7382446,0,0,1.8353567,0.8935729,0.91130304,0,0,0,0,2.615402,1.1706902
658,0,0,0.64467037,1.7600093,0,0,0,1.8418831,0.8004135,0,0,0.8035559,0,0,4.0443735,1.1458554,0,0,3.9263687,2.8590724,0,0,0.4077326,0.8282347,0,0,0,0,0,0,1.2140009,0,1.2044655,2.3843508
659,0,0,0,0,4.496025,0,1.8352275,0,1.4730668,0,0,1.7740155,0.79030585,1.3574334,0,0,0,0,0,0,0,6.2488885,1.7001832,0,19.181618,0,0,3.1920485,0.14589049,2.219815,0,0,0,1.1656758
660,0,0,0,0,0,0,0,3.5245268,0,0,3.3211496,0,0,0,0,0,0,11.940251,0,5.3810096,15.754688,0,0.020415254,0,0,0,0.03700539,0,0,0,0,0,0,0
661,1.4098988,0.8299865,0,0,5.255026,0,1.4605001,1.7966712,0,0,0,0.9093505,0.14070071,0.6697513,0,1.5191071,2.826413,0,5.5580335,3.6715863,2.4430537,0,5.8768673,0,3.643822,5.346807,1.407669,0,0,0.5641176,0,2.3726482,2.104132,0
662,6.744738,0,0,1.905699,0,1.1166896,0,3.318853,2.1000202,1.6962285,0,0.10381477,0,2.491484,0,0,1.4237629,0,0,1.6585318,0,4.8757653,0,0,0,0,0,0,0,3.1959476,0,2.9305308,0,0
663,0,0,11.566649,2.4130166,15.83437,0.2986832,0.095719166,0,2.4014754,3.9192634,0,0,12.754275,5.45241,0,0.6047341,2.2201247,0,2.143451,21.640194,3.2050865,11.016532,0,3.728091,0,0,0,0,0,0,1.323979,0,0,0
664,0,1.5452214,0,0,0,0,0,2.0500681,0,0.7149725,0,2.1273756,0.47244814,0,1.9191386,0,2.9852293,0,0,0,0.86703587,0.766299,2.6210377,0,0,0,0,0,0,0,0,0,0,0
665,0,4.3048687,5.7206345,0,0,0,0.55318075,3.4715612,0,0,0.16728793,1.7885041,7.945273,2.1136317,2.1110892,0.573902,1.5799791,8.841784,3.7094996,0,11.240627,0,3.9783258,0,12.80172,0,3.6638377,0,2.7385442,0,0,1.7048138,1.495324,0
666,2.9222538,0,0,0,0,0,0,0,0,0,3.8124654,0,11.0088005,0,0,1.668663,0,0,0,0,4.382657,7.4856067,0,4.482989,15.685323,0,0,0,0.035404753,0.103171065,0,0,0.29143554,0
667,0.2914336,0,0,0.6723469,1.6273764,0,0,3.4176352,0,0,2.4025671,0,8.066342,0,0,0,0,0,4.4159827,0,0,0,3.1177204,0,9.27207,2.483771,5.9493046,0,0.19847399,0.65218973,0,0,2.8312252,0
668,1.692499,7.544017,0.29492214,0,0,0,0,0,3.8827302,0,0,0,0,4.043122,6.5572233,1.7837437,0,0,0.36263487,0,0,1.9165369,0,0.98190093,0,4.048312,0,4.836543,2.903864,0,5.4416695,0.4262505,0,0.9494609
669,0,0,0,0,2.2057831,0,0.32813963,0,0.3989506,3.3366482,2.5568023,3.6487336,0,0,0,1.0629075,3.2125673,0,0,15.358296,0,2.7409675,0,0,0,0.37292728,0,0,1.9744065,0,0.66599643,2.6350596,0,3.615086
670,0,0,0,0,0.60204154,0,0,0,0,0,0,0.37737334,0,0,0,1.5848678,0,0,0,5.9031067,0.86220914,0,0,2.297735,0,0,0,0,0,0,0.8885053,1.0532374,0.81732523,0
671,0,0,1.3007003,1.4100645,0,0,0,4.186209,0,5.1923776,0,0,0,3.4121943,0,0,0,0,10.806724,0,0,0,0,1.0828419,0,0,0,0,0,0,0,0,0,1.3446151
672,0,2.9129372,0.74138224,0,0,0,0.40655667,0,0,0.5909522,0,1.2449434,0,2.2666795,1.9747003,0,0,0,11.190694,0,0,0,0,0.31745738,0,4.575921,0,0,0,0,7.64059,0,0,0
673,0,0,1.8510832,0,0,2.0899699,0.26611972,0,0,0,0,0,0,0,7.9194074,0.12587525,0,0,2.8598955,0,0,1.8310499,0.6462919,0,0,0,0,0.08810661,0,0,0.54994386,0,0,2.9856958
674,0,0,0,0,0,2.2049203,0,0,0,0.30604956,0.038170833,0,0,0.5518712,0,0.83444583,0,0,8.727474,8.791171,8.957902,0,0,0,0,8.590499,0,5.6980395,1.4113648,0,3.365712,2.4965823,0,0
675,0.7416265,0,0,0,7.120757,0.005819812,0.12790804,0,0,0,0,0,1.7162814,3.9698715,0,0,4.7580132,14.933118,0,2.0203178,0,0,0,0,0,0,0.63112724,0,0,0,2.5013404,0,0,0
676,8.220973,0,0,0,0,0,0,0,2.456026,0,0,0,0,0,0,0.86697763,1.8929946,0,0.31575963,0,0,0,0,0,2.3688388,8.233551,0,0,0.89550364,0,1.530285,2.3635902,0,0
677,0,2.9467845,4.189312,0,2.0111663,5.4004817,0,0,8.55543,0,0,0,2.3524642,4.349382,0,1.3342798,0,6.256684,4.827383,0,0,0,0,0,0,0,0,0,3.6868732,0,0,0,0.97714204,0
678,0,0,0,0,0,0,0,0,0,3.2516942,0,0,0,0,0,0,0,0,3.7163014,0,10.624684,0.7043748,0.81918824,1.0999763,1.6219765,0.021329165,0,0,0.664272,0,0,0,0.13197431,0
679,1.7125844,0,1.879332,0.11895542,10.014581,0,0,0,4.777573,0.07929131,0.46729302,0.52974945,0,0.13823944,1.3536627,5.823588,0,0,12.896514,8.948384,0,0,0,0,0,4.1696506,0.47393045,0,0,0,4.2790275,5.4067054,0,0
680,0.52921236,2.9276836,4.0780993,6.296349,0,2.8297005,0,0,0,1.6220366,0,0,0,0,7.2914467,0.9088137,0,19.881584,0,21.072876,0,3.3820508,1.9133152,0,0,0.40097025,0,0,0,0,0.882714,1.7840111,0,0.057325568
681,0,0,0,1.045412,0,0,0,0,0,4.72947,0,3.8411138,0,0,0,0.56906044,0,0,4.287531,11.959211,0,0,0,0.9709448,0,0,0,3.1304884,0,0,0,0,0,1.255681
682,0,6.5571446,0,0,3.5429723,0,1.603145,0,0,0,0,0,1.005839,0,0,0,0,0,0,0,0,0,2.3382053,0.8699758,12.971865,0,0,2.3917165,1.1696492,0,0,0,0,0
683,0,0,0,0,0,3.3670344,0.31204936,9.698233,2.4721494,0,0,0,5.925888,0,0,0,0,7.962426,0,0,2.2524595,0,5.978921,0,0,0,2.1643815,0,0,0,0,0,0,0
684,0,5.232339,0,0.18199432,0,1.0457954,1.4135383,0,0,0,0,0,0,0,2.2543266,1.3041571,0,0,0,0,2.990932,0,0,0,0,0,0,12.664285,0.30928752,0.76638746,0,0,2.2904496,0
685,0,0.04567919,0,2.3079295,0.7630441,0,0.17601195,9.012197,0,0,0,0,2.097801,0,0,0,5.291954,11.059238,0,0,0,0,0,0,10.921112,0,0,51.69245,0,1.0454816,0,7.0207505,0,0
686,1.5658442,3.870966,0,0,8.925284,0,0,0,0.7336386,0.98811173,0,0,4.719712,0,5.6232915,0,6.5940623,0,0,0,5.682179,3.767215,0,2.377629,0,0,1.5098301,32.766003,2.5675325,2.3382063,0.14881341,0.9347602,0,0.03742754
687,3.234201,0,0,1.9595428,0,1.1809032,0,0,4.3627167,1.3911183,0,2.110807,5.760081,0.3491864,0,0,0,23.376614,0,0,1.5957196,0,0,0,12.117964,0.56623167,4.144163,27.611145,3.1939816,4.5438976,0,12.426224,0,1.8020678
688,0,0,2.9225867,0,0,0.53388476,0.948118,1.8554039,0,0,3.986141,0,1.1887813,0,0,1.1012859,2.046158,16.873857,0,40.522835,0,4.130756,5.1841846,1.0991046,0,1.6390637,0,19.10681,5.258724,5.103401,0,14.240822,6.1577373,3.1676226
689,4.1812925,0.6898234,0.92954355,1.6331344,0,0.5583952,1.1979598,1.8880521,0,0.3488209,0,0,0,0,0,1.405628,11.970835,11.108005,3.577171,23.799986,0.2903269,3.641301,0,0,5.520078,4.3624625,0.62475055,9.993747,5.7540474,5.180966,0.25404158,14.42634,0,6.1408935
690,2.6598988,0,2.3501754,2.0771005,0,0.2510003,0.41910678,0.9603984,0,0,1.141835,5.177138,4.3992867,0,0,0,0,0,1.2407666,0,14.835778,4.6024246,0,0,0,5.0963054,6.3238215,5.1322284,0,2.519283,2.7433224,12.425406,6.0466714,4.224067
691,4.61561,1.5480376,0.76385957,0,4.1313887,1.0576874,0.5125188,0,0.621511,0,6.022993,0,9.653289,1.2289556,0,0,0,10.63032,9.907134,3.734059,0,13.638639,4.1186523,2.3160062,0,0,2.3473175,8.43885,8.958412,13.556039,0,0,0,0
692,0,0,0,2.873136,0,2.31806,0,1.6574067,0,0,1.693856,0,13.420827,0,0,0,0,7.3177414,0,0,0,0,0,0,19.280556,1.8464401,5.6131444,0,9.443149,5.8750343,0.20757638,5.262484,0,0
693,0,1.4182404,1.4525225,0,0,0,0,5.779697,0,0,0.6184333,0,14.292152,0,0,0,0,6.7559385,1.0000936,0,7.5920153,0.50356895,4.794548,2.1965392,0,0,10.153526,2.5031524,7.850055,2.1333349,0.1367015,0,1.6703936,0
694,1.0145943,1.5176197,0.4169239,1.385701,0,0,0,3.4417124,0,0,1.826391,0,0,0,0,1.1042653,0,0.19044629,0,0,0,0,0.37840873,0,11.409062,2.4326594,3.368212,1.694578,3.2039359,9.194703,0,6.2228813,0,0
695,0,4.221891,0.12842406,2.291565,0,0,0,6.7766695,0,0,0,0,0,0,0,0,0,21.282795,0,1.9367117,0,0,0,0,0,0,0,0,0,2.3715248,0,0,0.10561051,3.5838194
696,0,0,0.30172405,2.273459,5.098318,0,1.0068464,0,0.08067681,0.18766846,0,0,0,4.0220156,0,2.4769092,1.3768821,0,0,0,1.835781,0,0,2.1314702,5.3795776,0,2.6994064,0,1.5845916,2.5156999,0,0,0,0
697,0.6764529,1.2455068,5.2787766,0,0,0,0,0,1.9934461,4.2088203,0,3.6059065,0,5.9130335,0,2.8011692,0,3.9745665,7.220754,25.713432,0,4.606691,0,2.239996,13.347741,5.694319,0,0,0,7.784163,1.1741837,0,3.754869,0.43293953
698,1.6726029,0.08548583,0,0,0,0,1.2538009,4.6923547,2.6018887,0,0,0,5.268232,0,4.911145,0.092856266,0,0,13.406292,0,4.111083,0,5.245676,0,3.434981,0,4.7838707,0,1.4239,5.2275176,0.46720517,0.00998455,8.278363,2.1131535
699,0,8.140416,3.8921213,1.242358,0,0,0,9.944075,0,0,0.37998995,1.0337454,2.9663286,0,0,0,5.405015,0,0,0,18.929932,1.1672739,0,0,0,0,10.48815,1.018207,4.9048424,0.7500687,0,4.5936904,0,0
700,0,0,0,0,1.4643823,0,0,7.963229,0,0,1.8797914,0.25133312,5.4341397,5.867197,0,0,1.1147575,0,3.694223,0,8.90293,6.111076,3.2820568,3.763055,10.578785,3.3152459,0,0,0,0,0,0,0,0.48677504
701,0,0,0,0.42696756,7.216829,0,0,0,2.7460063,0,0,0,3.0556033,0,0,0,0,0,0,0,0,0,0.2686176,0,6.4515476,4.1908793,5.009285,1.2264798,0,2.6989272,0,0,0.78543425,0
702,0,4.640408,0.033122577,0.32268038,0,0,0.85931635,2.3605163,0,0,0,0.8726355,0,0,0.64144844,0,0,18.99364,0,0,2.6100767,0,0.92530364,0,9.447514,0,4.8350053,0,0,0,0.58422375,0,0,0
703,0.5645461,0,0,0,0,0,2.8854492,3.0058465,0,0,0,2.932401,0,0,0,1.8286989,8.203024,0,0,0,5.463003,0,2.6951373,0,0,0,2.7299628,0,2.6764648,2.6618018,0,0,0,0
704,2.0537233,0,0,1.0856762,0,0,0.063935444,2.736028,0,1.7665398,0,0,0,0,0,0,0,0,0,0,4.2508163,0,0.44403124,0,6.913156,0,0,0,0,0,0,0,1.1497494,0
705,0,2.1127172,2.2509582,0,0,0.66601956,0.9964989,0,0,0,0.94254065,3.7036188,8.299463,0,0,0,0,1.216056,0,0,8.099568,4.2289567,0,0,11.361179,0,2.1059437,1.2288069,0.74413854,0,0,0,0,0
706,0,0,0,1.1925937,0,0,0.35478067,0,2.6215582,0,0,2.1377459,0,0,0,0,0,0,0,0,4.575843,1.8098036,0,0.033235464,0,0,0.84699035,0,0,0,0,0,1.7553979,0
707,0,1.893142,6.5012007,0,0,1.0321333,0,0,0,2.94093,0,2.9990706,0,4.2925615,2.6152458,0.29008448,0,0,13.784801,19.622889,0,0,0,5.880069,0,5.0392957,0,0.24170496,0,0,4.428336,0,0,0
708,0,1.6417345,3.589518,0,0,0.28968936,1.4502506,0,2.2359507,0,0,0,0,0,8.9815855,0,4.4784536,8.259862,1.350458,0,0,0,5.4152718,0.015610862,0,0,3.2204554,1.5178041,0.068624236,0,0,3.030919,0.31188542,0
709,0,3.755055,0,0,0,1.47056,0,6.207153,0,0,0,0,0.13895512,0,0,0,2.7704837,0,0,0,0,0,0,0,0,0,2.5762682,0,2.4946647,0,1.1707991,0,1.8796617,0
710,3.443275,0,0,0,0,0,0.9245439,0,5.8854327,0.6370235,0,0,0,5.3598914,5.603002,0,0.0680135,0,8.837496,13.048206,1.7168589,4.3405147,0,1.9420632,4.494655,0,0.09547726,0,0,0.035247132,0,0.8097233,0,3.422236
711,0,0,0,2.079524,0,2.593076,0,4.096946,0.7884034,3.0804863,0,0,0,0,0,0,3.4938269,0,0,0,6.9137926,7.2724776,0,1.184594,0,0,1.4418738,0,3.2461987,0,0,0,6.492898,0.64854294
712,0,0,1.9412886,0,7.021256,1.2459888,0,0,0,0.9433811,0.31307876,3.763862,1.1765672,0,0.7206341,0.9419485,0,0,0,12.196639,0,0,4.5326266,1.8911186,0,2.8857956,0,4.937286,0,0,0,0,0,0
713,4.986491,0,6.658415,0,0,1.4264985,0,0,0.08235799,0,0,0,0,0,2.7737362,1.0461562,0,0,0.4343185,14.222511,0,0,0.16579334,0,1.1989499,8.317414,0,0,0,0.051927887,2.2643795,3.160446,0,0.6389109
714,0,0,2.8458142,1.8075391,0,0,0,0,1.5952542,0,1.1161124,0.051080123,0,1.6011086,0,0.09126328,0,0,0,0,0,0,1.8642733,0,0.31228083,0,0.75618005,0,0,1.1449786,0,2.3326905,0,0.21104762
715,0,0,0,2.3413382,0,0.41486284,0,0,0,0,0,0,0,0,0,0,3.8977299,8.412158,0,0,7.772114,5.312504,0,0,18.774761,1.6642193,0,1.906673,2.1829307,2.309833,0.021220408,0,0,3.3735306
716,0,4.150385,0,1.6477655,0,0,1.085408,0,0,0.70509905,0,0,9.430249,0.036331497,0,0,0,3.8067553,3.860172,21.87573,0,0,0,0,2.6169739,0,1.7679209,0,0,1.587871,1.525121,2.2278135,2.8299825,0
