x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033
313,3.4900165,14.804981,0,0,0,5.0606494,0.4718197,13.081199,0,0,1.6774969,6.2170486,0,0,0,4.493999,4.872244,0,15.987958,2.8316255,0,0.46302727,0,0,5.6278095,1.2020227,0,0,0,0,2.6936586,0,0,0
314,0,6.4387116,0.32094142,0,0,0.15667163,0,1.9996729,3.8982978,0,0,0,0,0,0,0,0.122697696,0,0,0,1.1558386,0,0,0,0,0,0,0,0,1.0885998,0,0,6.625884,0
315,1.5226392,20.656946,0.26331005,0.45344687,2.1748714,0,0,0,0,0,0,0,0,0,0,0,2.871093,7.489275,0,0,2.5647638,0,2.7064135,1.5748363,26.361053,0,0,2.4773355,0,0,4.70407,0,1.1544524,0
316,0,1.1092206,0.3873236,2.520296,0,0,0,5.1879115,4.1029234,0,3.9307952,0.4127392,0,0,4.1142755,0.5412248,0,3.5662084,0,0,0,8.756427,0,0.11285724,9.03474,0,0,0,5.3387027,0,0,0,0,0.19495833
317,0,17.001995,2.1309295,0.9179459,1.612111,0,0,5.315718,0,0,0,0,9.349175,0,0,0,0,1.1595973,0,0,11.218299,0,4.148225,0,0,0,0,0.39927,6.2162075,1.9202473,0,0.59556085,0,0
318,0,3.3281093,0,7.6088657,0,0,0.8062868,7.2080283,0,0,0,0,15.451178,0,0,0,0.06620052,1.223915,0,0,3.590754,0,0.96273917,0,0,0,2.5678859,0.23973586,0,2.5326548,0,0,0,0.8265577
319,0,0,0.98398644,1.5279468,0,0,0,0,0,1.1353604,0,0,0,0,0,0,6.290248,0,0,12.1622095,1.6910594,0,0,0,0,0,1.5835704,0,3.2611234,0,0,0,0,0
320,0,1.8113441,0,7.8851705,4.352861,0,0.3732702,3.4769008,0,0.54549736,0.15148135,4.19761,0,0,0,0,0,13.064063,0,0,3.7362313,0,5.135245,0.43253362,10.489118,0,0,0,0,0,0,0,3.1716201,0
321,1.1498263,8.251848,5.6612945,4.7035923,0,0,0.6658058,0,0,1.2821852,0.12800346,0,0,0,0,0,0,5.4680324,0,0,0,0,0.5996737,2.2583096,4.1658325,0,0.84557694,2.4993646,3.2196143,1.881757,0,2.6463583,0,0
322,0,1.6203715,0,3.2119346,0,0,1.2421042,0,0,3.8901274,4.486904,1.6773034,0,0,0,0.36737144,6.3104706,0,0,0,15.312775,0,0,0,10.499816,2.0379863,0,0,0,4.9116015,0,1.1918067,3.356079,0
323,0,0,0,2.3087304,0,0,0,6.705749,0,0.6560061,0,2.3664482,16.973387,0,0,0,1.4956478,2.0018783,0,0,0,0,6.052926,0,13.046634,7.366297,0,0,3.2626555,0,0,0,0,2.0623512
324,0,0,0,1.4111385,0,0,1.1688794,2.731186,0,1.616843,0,0,0,0,0,0,0,0.9093961,0,0,0,0,2.79962,0.4316073,0,1.2382369,0,0,1.8983531,5.8188863,0,0,1.3549179,0
325,0,0,1.9305509,2.2992914,0,1.0190177,0,0,0,0.46959928,1.9618133,0,0,0,0,0,0,0,6.5811024,16.93045,0,11.398052,0,0.57835627,0,0,1.297638,1.5776153,0,0,3.034022,0,0.12259129,0
326,6.8019586,0,3.264431,0,1.5800849,2.663739,0,0,12.392993,0,0,1.6598179,0,0,2.198454,2.3218372,0,0,6.6765394,3.6520338,0,11.514441,0,0,0,0,0,0,0,0,2.431125,2.9173145,0,3.2528803
327,0,0,0,0,3.639574,7.6789045,0,0,5.408105,0,0,0.314474,0.03188385,1.0125237,5.624826,2.0073273,0,0,0.31272778,0,0,0,0,0,0,0,0,1.8401592,0,0,0.48380312,0,0,0
328,5.8311067,0,6.1149116,0,2.9525685,0,0.51924783,0,3.7723782,0.46639618,0,0,0,0,1.0521144,0.15335041,0,0,8.059955,0,0,0,0,0,0,2.73314,0,0,0,0,0,0,0,0
329,1.5083382,0,0,0,8.862336,2.830539,0,0.3123547,0,1.8412182,0,0,0,2.492717,0.3688555,0,0,3.578021,6.4731264,7.8652453,0,0.40238887,0,0.670134,0,10.663462,0,1.4078163,0,0,0,0,0,3.7174246
330,2.0164778,0,1.7279962,0,0.74073523,2.3390553,0,0,7.5323043,0.75889003,0.4830458,0,1.0844345,2.265432,0,0,4.2071204,0,0,6.2425704,0,0,0,0,0,0.8495587,0.9453065,0,0,0,0,0,0,0
331,0,1.3436688,0,0,0,2.547028,0,0,1.9153394,0,0.36619812,2.3146076,0.4828235,0,2.8976183,0,3.2234006,0,0,11.904404,0,0,0,0,0,0,1.1837131,5.0171824,0,0,0.83903825,0,0,2.130658
332,0,0,0,0,0,4.4257345,0,0,0,0,2.8703618,0,0,2.6656559,0,0,2.176584,0,14.788293,9.905586,5.01798,9.927599,0.7640311,4.626056,0,0,2.6842546,0,0,3.8106585,0.39657217,3.3182397,0.13560948,0
333,4.8891196,0.6841389,0,0,0,0.4800946,0,0,1.5156456,0.7355189,0.16204919,1.379238,0,2.8916757,0,0,0,0,3.5409608,0,0,0,0,0,2.721712,0,0,5.9672627,0,0,0,0,0,0
334,0,0,0,0,8.639033,1.3934615,0,0,3.0782046,0,0,0,10.057625,0,0,0,0,0,0,0,7.2018847,2.8812728,1.4475378,0,0,0,0,0,0,0,4.586502,0,0,0.81026596
335,1.7318175,0,3.4876528,0,0,0,0.7457455,0.67089415,1.164601,0,0.15810744,0,0,0,0,0,0,6.895691,0,7.2201877,0,6.342068,0.26012355,0,0,0,0,0,0,0,0,3.0615854,0,0
336,4.040625,0,4.670247,0,0.5184795,1.8861179,0,0,5.9143887,0.40109453,0,0,0,2.923676,1.102446,1.719378,1.8416749,0,4.972095,0,0,0,0,0,0,1.2856067,0,0,0,0.38716942,0.58164674,4.3194904,1.2405742,2.2668068
337,3.2994394,0,0,0.5987087,0,0,0,0,0,0,0,0,0.40425622,0,0,0.82188207,0,0,8.311258,0,0,3.768589,0.1262677,2.3209643,0,0,2.4827204,0,0,0,2.2781036,0,0.5679676,1.179845
338,1.3855659,0,0,0,0,0,0,0,3.4867964,0,0,2.710021,0,0,0,0,0,0,0,0,8.8674345,8.907369,0.15909629,0,0,0,0,0.50400776,0,2.9229603,0,0.15139079,3.2583287,1.0740916
339,3.876487,0,9.6227255,0,19.44735,0.29421464,1.683522,0,0,0,0,0,1.6716369,1.7529534,0,0,0,0,0,0,0,6.2478557,0,1.3769636,0,2.485892,0,0,0,0,3.9886165,0,0,0
340,0,0,0,0,1.8445444,2.055856,0,0,0.8837978,0,0,0,0,0,5.8797636,0.13002248,0,0,0,0,0,1.0874573,0,0,0,0,0,0,2.3826406,0,0,0,0,0
341,0.022900745,0,0,0,1.0394063,5.482605,0,0,3.6893148,0.39235514,0,0,0,0.37180263,0,0,0,10.961753,0,0,0,4.4157786,0,2.742054,0,0,0.2099317,0.8847988,0.92032546,0.9316939,1.7923474,0,0.22180007,2.6912935
342,2.9088926,0,3.9939232,0,0,4.446634,0,0,0,0,0,0,0,2.8473802,0,0,0,0,13.430034,0,0,2.2658768,0,1.8910234,0,1.3998195,0,0,4.096598,0,2.6784785,2.1731682,0,0
343,2.401724,0,0,0,0,0,0,0,0,0.67945445,0,0,0,0.11475994,3.422462,0.51802635,0,0,0,0,0,0,0,3.7853515,0,0,1.3991268,4.3008676,0,0,3.9009073,0,0,0.7256413
344,0,0,3.2236688,0,0.3039122,5.6322417,1.5972537,0,0,0,0,0,0,1.410149,0,2.7888443,0,5.7276936,2.5907998,0,21.323141,0.87409943,0,0,0,0,0,1.7212545,0,0,0,0,0,0.38036078
345,6.0317254,0,0.18028654,0,0,0,0,0,3.5923872,5.086095,0,0,0,0.9801808,2.8870623,0.48754242,0,0,3.948645,0,0,5.3881354,0,0,16.16308,0,0,0,0,0.44853595,0,4.4890037,0,0.16499762
346,0,0.6276296,3.3025422,0,3.4239154,0,0,0,0,0,3.372177,3.6408389,0,0,4.0961456,0,5.0779696,0,0,6.6164107,0,0,0,0,0,0,5.1885076,0,0,0,0,0,0,0
347,0,2.3019905,0,1.7764162,0,0,0,1.6485449,0,0,2.714532,3.4493036,0,2.8438582,0,0,1.4907465,2.3786654,0,0,0,0,4.444764,5.7617483,5.965689,7.229627,0,0,0,0,5.104316,2.4878402,0,0.48090693
348,4.5557256,2.9114702,0,0,0,0.09510477,1.1627879,2.4223156,0,2.6264808,0,0,0,0.5385014,0,1.3866799,0,0,3.4876342,21.181265,0,17.539343,1.6167798,0,4.7273855,3.1131442,0.8882534,1.8538332,0,0.4367206,4.141885,1.2845424,4.182407,1.010298
349,0,0,0,0,0,3.73592,0,1.1465935,0,0,0,2.2204208,0,4.0454984,0,0,0,0,9.456553,31.20824,0,1.7527062,4.0509944,0,0,0,0,0,0,0,1.6962515,0,0,0
350,0,0,1.7429966,0,5.935941,1.9856585,0,0,0.5728848,0.73322,0,0,0,0,3.0507174,0.082686275,0,10.873397,0,17.654125,0,15.229658,0,1.7503641,19.000397,4.5265675,0,0,0,0,2.2649891,0,3.522392,3.8812633
351,0.29264906,0.69006646,3.8557274,5.2038236,0,0,2.279853,0,0,0,1.710988,1.2726959,10.736889,0,3.0935304,0,8.436931,0,0,0,0,2.288562,0,0.6924885,7.0904384,3.3961189,0,4.5486383,1.9667082,0,0,0,0,0.19753961
352,0,5.306323,0,1.4173846,0,0,0,14.062158,0,0,0,0,11.141628,0,0,0,4.8921733,10.436648,0,0,7.6025543,0,0.87673694,0,10.710068,0,0,0,5.6064014,0,0,0,9.1443615,0
353,0,0,0,0.19590825,0,0,0.8349199,8.434976,0,0,0,0,0,0,0,0,0.20153324,0,0,0,0,37.884846,6.924108,0,21.946703,0.022006206,0,0,0,3.2328467,0,0,0,0
354,0,0.72235686,0,1.9919183,0,0,0,2.2715895,0,0,0.33863798,0,12.020874,0,0,0,2.255478,11.921464,0,0,11.4604025,27.581654,3.8649466,0,6.9192557,0,0,0,2.365041,0,0,1.6076941,3.4796007,0
355,0,0,0,0,0,0,0.28930327,0.0941153,0,0,0,0,2.4118733,0.37815145,0,0,0,8.588416,2.8832126,0,18.800903,54.699173,0,0,20.151117,0,1.0700703,1.9237211,5.9331355,0.83652496,0,0.35051313,3.249565,1.9115782
356,0,7.845984,4.416913,4.83781,2.0641901,0,0.3641878,3.8279564,0,0.87092143,0,0,21.110378,0,0,0,0,0.66357535,0,12.5563345,12.988963,46.269894,1.1521164,4.286223,12.2660055,0,0.75160754,0.8477798,0,0,0,0,3.6529129,0
357,0,7.1761246,3.732275,0,0,0.21919335,0.7971852,0,6.92815,0,0,0.55442715,10.482542,0,0,0,0.1532537,13.86975,5.7229223,0,0.79546595,36.62982,0,2.376324,0,5.5447903,0,0,4.4520116,0,2.920638,1.1203914,0,2.515428
358,0,0,0,0,0,3.357536,1.3406352,0,1.0650953,0,1.2697273,1.0851024,4.897983,0,9.185114,3.5765655,0,6.184108,8.17531,0.32407892,0,20.102858,0,5.5264277,0,6.2564225,0.2154156,0,0.8672909,0,1.7462338,0,0.63125324,1.5973268
359,0,0,0,2.4927824,0,0,0.016273579,0,7.7035747,0,0,2.8571224,0,0.95196444,2.6858215,4.145209,0,0,9.032786,0,9.863577,12.360345,0,10.525507,0,3.5753794,0,0,0,0.110554524,0,0,0,2.2939923
360,0,0,2.5119853,0,0,0,2.3538544,0,0,1.655077,0,0.9468794,0,0,0,1.7355705,0,0,14.281232,0,3.160942,29.874163,4.5196724,28.63034,0,1.71233,0,0,0,0,4.828942,0,0,4.935282
361,0,8.558587,0,2.2149918,0,4.917395,0.3197894,0,0,0,0,0,0,0.61730623,2.4331682,0.9087607,0.44227174,0,4.202198,0,0,15.055787,0,5.8098803,0,0,2.5965466,2.7447546,2.390867,0,0,0,4.884558,2.8828564
362,1.3200574,3.2206206,1.1069802,0.34502402,0,0,0,1.5907232,0,0,0.26033458,0,0,1.0577075,0,0,2.3258333,3.7889204,0,0,5.3560996,0,0,10.493367,12.03231,0,0,2.4693336,0.5760559,1.6029891,0.39313912,0,0.11409717,0
363,0,0,1.3996874,0.40571493,3.5473022,0,2.5403244,2.5239415,0,0,1.9543917,0,9.284139,0,0,0,7.063657,30.297838,0,0.19771528,14.905891,0,1.9110162,1.6912712,2.2323577,0,2.2141035,0,0.699829,1.0510178,0,10.163135,1.9117749,1.4184464
364,0,0.9791381,0,0.8113701,0,0,0.6892385,0,0,0,0.84818816,0,4.6437597,0,0,1.4126377,0,0,15.304499,0,10.390597,0.793565,7.1135583,6.3034143,0.68618566,0,1.8962743,0,7.890059,0,0,0,2.5022407,0
365,0,0,0.006433775,0,1.2386976,0,0.7160248,4.5626607,0,0,0.73136556,0,0,0,0,0,5.2038937,6.587754,0,4.458807,0.30328807,2.2284212,0,0,12.861293,0,0,0,0,2.2002091,0,0.6473516,1.0951422,2.4654813
366,0,0.94393957,0,0.949494,0,0,0.63037235,0,0.45695043,0,3.6711593,0,13.883362,0,0.31415305,0.4253914,0,3.5693474,0,0,15.383498,0,0,0,17.512537,0,1.2565233,1.2195176,0,0,0,0,0,2.2383533
367,0,0,2.6183386,1.2453731,5.109052,0,0.8429361,0,3.605188,1.3318068,0.093232244,0,2.0274866,0,0,0,1.7757981,0,0,0,0,0,0,3.2902715,0.19721071,0,0,3.9992278,0,0,0,0,0,0
368,0,0.059643928,3.0764854,0.24982792,0,3.5749052,0,0,0.6792549,3.18986,0,2.1907666,5.0623856,1.5027165,5.7472553,3.6121159,0,0,8.936094,27.205626,0,0,0,0,0,0,0,0,0,0.92898005,5.600416,0,2.922705,1.5836341
369,3.2773201,0.006289439,0,3.0349329,0,2.6678324,0.45609385,0,4.3558354,2.0274851,0,0.24948847,0,0.7952448,1.5046716,0,0,0,1.0216441,0,0,2.682712,0,0,0,0,0,0,0,0,1.378182,0,0,0
370,0,0,0.9866404,0,6.0110054,0,0,0,0,0.3870972,1.6145885,1.7669446,3.209609,0.8267006,0,1.3484409,0,0,0.18331902,0,0,6.0591187,0,1.9890081,0,2.5224168,0,0,7.2405643,0,0.4339102,0.16876085,0,0
371,0,0,0,0,0,0,2.2093222,2.6165998,0,5.545832,0,0.38169786,9.882806,0.9261508,0,1.0217893,2.114596,0,2.646782,5.640258,0,0,0,0,5.0165696,0,2.5520258,1.9396065,0.5229925,0.79358953,0,0.17848296,0,0
372,0,2.7033749,0,0,0,0,0,0,0,0,0,0,11.771688,0,0,0,2.8605201,1.4499463,6.8782887,0,23.439747,0,0,0,0,4.420878,0,4.350415,0,0.09730377,0,0.5132134,5.4549513,1.6711582
373,5.724853,0,0,0,1.9871818,1.8572974,0,0,5.930443,0,0,0,22.877953,5.851849,1.2220889,0,0,0,10.197911,3.2427762,0,0,0,0,0,0,0,0.74487364,0,1.7963585,0.12822482,0,0,2.4098985
374,0,0,0,0,8.331396,4.661146,0,0,7.58751,0,2.0456893,2.0221088,0,0,6.3426805,0.21182542,0,0,0.028798413,0,0,0,0,0,0,0,0,0,0,0,2.8058712,0.8506604,0,0
375,0,10.800493,3.0545483,0,0.48760366,1.4453695,0,0,10.979152,0,0,0,0.9881464,4.600623,0.96462655,0,0,0,0,0,7.034018,0,0,0,0,6.0559406,0,2.310865,0,0,1.6489608,0,0,0
376,2.7713847,0,0,0,0,3.576693,0,0,0,0,0.5443656,0,0,0,0,2.5001132,0,0,3.0813427,0,5.135621,16.67611,0,0,0,0.91275924,0.48225537,0,0,0,4.307751,0,0,0
377,0,1.1955626,4.3984923,0,0,1.1195847,0,1.3042868,5.054473,1.9456981,0,0,0,0.25286254,1.9455156,0,0,0.53414416,2.477838,26.444517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15591438
378,0,9.106555,0,0,0,0,0,7.76385,0,2.2027738,0,0,18.75221,1.0825123,0,0.4086095,0,0,0.024253845,0,0,0,0.29371968,0,22.397419,0.32117268,0,4.8829656,4.3844376,0,1.3635482,0,0,0
379,0,0,3.8228593,0,5.433296,0,1.1230056,0.6456508,0,6.396817,3.703992,0,1.3025573,0,4.6996083,0,7.19909,0,0,7.304463,0,6.451105,0,2.080764,15.423737,0,0,0,4.81951,1.1879972,0,0,0,0
380,0,1.3967677,0,2.285457,0,2.533508,0,1.4724126,0,0,1.1415951,0,3.714208,0,0,0.9031479,4.6986046,10.737785,0,0,14.125507,0,0.8079181,0,0,3.5872009,0,3.0109088,0,3.9812376,0,4.119346,0,0
381,2.699623,0,0,0,0,1.4415863,0,0.38486868,3.240478,0,0,0.43475163,3.1570814,0,0,0.12862332,0,2.456059,0,6.8913727,0,0,1.9015273,1.5729697,0,9.791748,0,2.3282285,3.4795773,0,0,3.499968,0,6.4263573
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.427887,0,0,3.707448,5.586195,0,2.2302513,0.5607574,0,0,12.109168,0.3141824,3.4974144,0,0,0,0,0,2.653529,0
383,0,3.8274832,1.5748229,3.4589386,0,0,2.0336936,0,0,1.3958417,0,0,0,0.669811,0,1.2032454,0.78124964,0,0,0,0,0,1.8448806,0,0,2.10997,2.0062532,0,0.7398876,0,0,0,0.70067877,0
384,0,0,0,0,1.8411704,0.19367953,0,0.36721495,0,0,0,1.0736268,19.62194,0,0,0,0,0,0.54343796,4.2211475,9.999247,5.2033534,2.2532392,1.4072663,10.542005,0,0,1.4822607,6.1943183,0.96314836,0.35220867,0,0,0
385,2.2766585,0,0,0,0,0,0,0,0,1.3878809,0.8983753,0,11.602624,0,2.9757876,0.5316802,0,0,0,9.22203,0,0.328808,0,0,0,2.333233,0,1.2877573,0,0,0,5.41596,0,0.49050876
386,0,0,0,0,1.0742158,0,2.3663132,0.7926167,0.23318787,0,1.5764008,0,0,2.4072802,0,0.17731164,0,0,0,0,0,0,0,3.6278615,4.114487,0,0,0,0,0,4.090708,0.7866451,0,2.2115452
387,0,0,0.64136535,2.4919577,0,0,0,0,4.6300435,0,2.0175922,3.880717,0,0,5.43032,0,0.36291754,0,6.260443,9.250165,0,0,0,1.301214,16.697645,0,0.97059524,0.71922034,0,0.58425,0,0,0,0
388,1.7324328,0,0,0,9.889473,0,0,0,0,2.5206933,0,0,0,0,2.3335931,2.2808368,3.148698,0,0,0,0,0,1.3484799,0,0,1.280385,1.2937027,0,1.4823537,0,0,0,1.66898,0
389,0,0,0,0.06889497,0,0,0.31613392,0,0,0.3381922,0,0.8741276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.744497,3.884049,1.6648068,0
390,0,3.760777,0,0,0,0,0,12.275417,0,0,3.8814368,0,0,0,0,0,0,0,0,0,19.14247,0,2.31969,0,0,0,0,0,1.8976737,0.47323382,0,0,2.2143786,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037702,3.3943784,6.9867454,0,0,1.5800323,0,0,0,0,0,0,2.2857895,3.418831,2.9302213,4.247437,2.83658,0,0
392,1.0728936,0,0,0.63572025,0,0,0,0.9386187,0,0,1.0663275,0,0,1.4782716,0,2.3938057,0,8.51453,0,0,0,0,5.4619694,1.1504382,2.9650161,1.7746372,0,0,0,0,0,0,0,0.9653946
393,1.4268277,0,3.1401672,0,15.4033,7.636796,2.7125616,0,4.1116486,3.2910926,0,0,0,0.46583104,0,0,2.9646738,0,9.076601,0,0,0,0,0,0,0,0,0,1.7568661,2.081936,0,0,0,0
394,0,5.9522624,2.772154,1.1573696,0,2.2494912,0.90010303,0.7354254,0,0,0,4.6356015,2.0264897,1.7101892,0.4958505,0,0,0,0,0,0,6.1867437,1.1497664,2.447574,8.59283,1.5030797,0,0,3.1353211,0,0,0.47261637,0,3.3386393
395,3.310182,0,0,0,0,0,0.036520947,0,0,0,0.5978534,0,13.8090725,0,0,0.5605326,2.978494,0.5900033,0,13.476427,11.112687,0,0.66150886,0,0,0,1.5113853,7.301924,4.016594,2.1915624,0,0,4.837367,0
396,2.0872984,0,6.5335393,0.47206584,8.099269,0,0.10339953,2.1661553,0,0.5323504,0.75038755,0,3.5219793,0,0,1.6873697,3.1488538,12.044989,0,4.5806785,0,8.204778,3.875979,0,4.914689,0,1.1652726,0,0,0.8772375,0,2.1367035,1.0974914,0
397,1.8152184,0.98400027,2.7378354,1.5111493,0,0,0,0.029981205,0,0,0,0.6878263,4.5163655,1.0726949,0,0,3.271932,6.4893627,0,0,7.4095025,0,4.1715956,0,0,0,1.716203,1.3096286,0,0,0,0,0,0
398,0,0,0.812054,0,0.9689271,0,0,0,2.7231855,0,0,0,0,6.066905,0,0.96985656,0,0,15.1790085,2.8835516,0,8.850045,0,0,0,2.08343,0,2.107017,0,0,0,0,0,1.9929191
399,0,0,0,0,0,2.6335714,1.5263716,0,0,0.2861155,1.5902784,3.0571387,0,0,4.5748153,0,0,0,10.077602,14.237225,0,0,0.18119687,2.1342952,0,2.8604884,0,7.221326,0,0,0,2.2574277,1.0263348,0
400,0,2.33796,1.765844,0,3.0989168,0,0,0,4.673426,0,0,0,0,0,0,0,1.83954,0,0,0,0,0,0,0,0,0,2.0386512,0,0,0,0,0,0,0
401,9.987804,0,0,0,0,1.9748064,0,0,3.4634302,0,0,0,0,0.03508864,0,0,0,0,0,1.2036391,0,0,0,0,0,7.2658963,0.44184026,0,0,0.28832307,0.67875046,1.9680738,0,3.0299551
402,0.8497107,0,0,0,0,0,0,0.7546885,0,0,0,0,0,0,0,0.48078418,0,0,5.810545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,5.7243223,0,0,0,0,0,1.0929031,0,0,0,0,0,0,0,1.3156037,0,0,0,0,13.112507,0,0,0.8110792,0,0,0,0,0,0,0.24800909,0,0,0,0.96368176
404,0,3.4718406,0,7.519648,0.7041604,3.4280202,2.8049016,0,0,0.63035303,0,0,0,2.066589,3.3384764,0,2.0862598,0,6.9903655,2.9606621,0,4.023949,0.38703388,2.973082,0,0,0,0,0,0.89700127,3.7149818,0,0,0
405,0,6.682511,0,0,0,0,0,3.8578045,0,0,3.1635587,0,6.25515,0,0,0,0,7.5084085,0,0,16.267488,0,1.2780995,5.2415776,7.201242,0,4.981083,0,7.853147,0.03115609,0,0,0,0
406,7.40989,0,0,0,0,0,0,4.7790675,0,0.5809157,1.468503,3.228581,0,0,0,1.9368165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44544467,0.59741515,3.846754,0,0
407,3.6646037,4.4678636,7.403122,0,0,0,0.11007461,0,5.747682,3.7625163,0,0.44818664,0,0,3.815257,0.6046761,0,0,3.7238352,0,0,0,0,0,0,0,0,0,1.1281163,0,5.20472,0,0,1.6648648
408,0.34254566,0,0,0,0,7.041715,0,2.341734,2.2458212,0.6888313,0,1.2014697,0,0,0.4643007,3.543588,0,0,0,0,0,0,0,0,0,3.038883,0,0,0,0,0,0.22343498,0,3.1950054
409,4.9950805,0,2.4908302,0,0,1.1173456,0,0.27013573,0,0.37465054,0,1.7748909,0,4.491174,0,0,0.34537932,0,18.19001,10.192886,0,5.6891074,0,3.6716769,0,7.421796,0,3.8542662,0,0.25690278,4.107801,0,2.1129742,6.2591553
410,0.8794521,1.69144,2.3779368,1.6864163,3.7160995,0,0,0,0,0.7977527,0,3.4319704,0,0,1.4027779,0,6.6672006,4.1289787,0,0,0,4.5695496,2.6599994,0,0,6.567882,0,5.8163147,3.5913928,3.492306,0,0,0,1.510966
411,0,8.436135,0,1.0012894,4.885315,0,1.1065253,3.3370657,0,1.9741073,2.0991306,0.3143317,14.932145,0,0,0,0,4.3982544,0,0.2973011,7.795536,0,3.2687204,2.1110845,3.5502217,0,1.062565,0.21812579,0,0.7834913,0,0,3.9533756,0
412,0,0,3.4714837,0,2.7148678,0,2.5635312,4.604722,0,0,0.3604399,0.85192025,0,1.658486,0,0,1.4191265,3.2624736,0,0,0,0,4.361345,2.8238392,15.373203,0,3.444091,0,0,6.7338176,0,0,0.67221683,0.21195358
413,4.521229,2.755598,0,0.9696199,2.6913743,0,0.5158053,0,1.4823295,2.5921202,1.6293849,5.6402497,0,0.83198535,0.9385054,0,0.79269844,3.799516,0,0,13.751062,3.7243025,0,0,14.315664,0,0,6.640726,7.842227,0,0,1.6213659,2.647357,3.6347446
414,0,0,0,0,0,0,0.4073834,0.71429574,0,0.9388446,0,4.681896,3.4328616,0,0,0,0,21.411957,0,0,3.1083636,0.037376758,3.3393886,0.78459835,7.416624,0,0.16499338,0,0,0,0,0,0,0
415,0.5822017,8.593285,0.13796787,0,0.29741654,0,1.7538011,3.3153965,0,0,0,0,0,0,0,0.45754972,0,0,0,16.340172,8.3747,4.1124225,3.173681,0,5.8973455,0,3.782903,0.87237746,0,2.625598,1.76133,0,2.1169739,1.4797964
416,8.414445,1.4125232,0.074777,0,0,0,0,0.42943618,6.921678,1.1020846,1.6008813,3.1948643,0,0,0.7506446,0,0,0,3.591341,0,0,7.6769266,0,0,5.727355,0,0,0,0,0,3.2539442,2.4767277,0,0
417,0,0,3.087397,0,0,0,3.1182177,0,2.4321902,0,0,0,7.4874277,0,6.039492,0.33841443,0,0,0,0.1756573,0,0,1.1427763,0,0,0,0,0.3302861,1.920912,1.8811053,2.5926597,0.008948269,0,3.7310455
418,0,2.5761285,0.5960884,0,0.08247808,2.6310787,1.695296,3.8663378,0.95925945,0,0,0.29492116,0,0,4.463771,0,1.4398843,1.2965274,0,0.31657717,0,0,0,0,7.4817142,0.05886931,0,0,0,0,0,1.5496888,4.665558,0
419,1.8714515,0,0,0.48761266,6.150011,0,0,8.212565,0,0,0,0,7.3585362,0,0,1.5205773,1.1535331,5.4527364,0,0,7.763916,0,4.67895,2.048036,8.774976,0,0,0,0.5576391,5.072238,0,6.4567738,0,0
420,1.1392587,3.1711965,0,4.3368783,0,0,0,0,0,0,0,0,0,4.1526365,0,0.03166589,0.14540412,0,0,0,5.8855467,0,2.086611,1.2600397,17.868525,3.7653406,0,4.7970667,1.9384439,1.0452094,0,0,3.1637425,0
421,0,6.9919634,0,1.4563984,0,0.6577393,0,4.1461816,0,0,0,3.857352,18.71238,0.96232504,0,0,5.1618137,9.175316,0,0,1.0165466,10.172864,6.4406557,0,11.779951,0,2.2212548,0,0,0.38613626,0,1.4887495,3.4749503,0
422,0,0,0,4.0902734,0,0,0.9884296,0,0,0,1.9052162,0.29727167,0,0,0,0,0.7179883,0,0,0,9.151143,0.4472032,0,0,0,0.019800171,1.4043717,0,2.7861874,0.9779394,1.5182397,0,0,2.1464436
423,0,0,2.6000278,0,0,6.4561806,0.5425022,0,3.125479,0,0,0,0,0,5.6869955,0.48571143,1.3624173,4.537601,0,5.196297,0,1.9906346,0,0,0,0,0,3.5590432,0,2.7622163,0,0,5.660862,0
424,0,1.3912166,0,3.5049412,0,0,0,4.9634137,0,2.8608098,0,0,0,0,0,1.8971285,1.110814,0,1.8812264,0,5.5977845,0,4.310633,0,3.2140405,3.2820082,0,0,1.4768181,1.4066873,0.5265012,1.7028229,0,1.2289641
425,2.0210485,0,1.3418657,0,7.310345,2.910141,0,0,9.994577,2.6768265,2.6298752,0.59889036,0,2.9719338,5.5529404,0,0,0,7.428965,14.732097,0,0,0,0,0,0,0,1.1888863,0,0,3.8470826,5.6208124,0,3.5126855
426,0.97387415,0.003216891,4.682305,0,0,3.1706538,0,0,1.9681112,1.8237492,0,3.1131237,0,0,1.0305865,0.21978459,0,0,6.09277,0,0,0,0,2.9735882,0,1.3774589,0,0,0,0,0,1.7736921,0,0.2288745
427,1.1280453,8.512213,0,2.0073233,0,0,0.89278203,0,0,0,0,0.92861915,3.269665,0,0,0.07198298,3.717763,2.5578928,3.5989897,0,0,0,1.4580766,6.120275,5.0076632,3.3725238,0,1.1156722,0,0,0,0,1.6921031,0
