Trial,Behavior,Start,End
,both in vain,4280.59,4289.59
,both in vain,4290.59,4302.59
,both in vain,4303.59,4309.59
,both in vain,4310.59,4312.59
,both in vain,4313.59,4318.59
,both in vain,4319.59,4323.59
,both in vain,4324.59,4329.59
,both in vain,4330.59,4331.59
,both in vain,4332.59,4335.59
,walk,4336.59,4346.59
,both in vain,4349.59,4352.59
,both in vain,4353.59,4355.59
,both in vain,4356.59,4357.59
,both in vain,4358.59,4359.59
,both in vain,4360.59,4361.59
,both in vain,4362.59,4364.59
,both in vain,4366.59,4369.59
,both in vain,4370.59,4375.59
,walk,4376.59,4387.59
38.0,valve opened,4385.59,4388.59
,cont reach,4388.59,4390.59
,walk,4448.59,4497.59
39.0,valve opened,4501.59,4507.59
,noise generation,4540.59,4575.89
40.0,valve opened,4651.59,4654.59
,cont reach,4654.59,4692.59
41.0,valve opened,4767.59,4770.59
,cont reach,4770.59,4772.59
,cont in vain,4773.59,4809.59
42.0,valve opened,4883.59,4886.59
,cont reach,4885.59,4906.59
,walk,4907.59,4916.59
43.0,valve opened,4998.59,5002.59
,noise generation,5037.59,5072.89
,walk,5098.59,5116.59
44.0,valve opened,5148.59,5152.59
,cont reach,5151.59,5190.59
45.0,valve opened,5264.59,5268.59
,cont reach,5267.59,5305.59
46.0,valve opened,5379.59,5383.59
,cont reach,5382.59,5421.59
,walk,5454.59,5460.59
47.0,valve opened,5495.59,5498.59
,cont reach,5497.59,5505.59
,walk,5506.59,5513.59
,walk,5608.59,5612.59
48.0,valve opened,5610.59,5614.59
,cont reach,5613.59,5615.59
,cont in vain,5616.59,5626.59
,walk,5627.59,5632.59
49.0,valve opened,5725.59,5729.59
,cont reach,5727.59,5770.59
,walk,5801.59,5818.59
50.0,valve opened,5841.59,5845.59
,noise generation,5880.59,5915.89
,walk,5935.59,5939.59
,both in vain,5940.59,5946.59
,both in vain,5951.59,5956.59
,both licking,5957.59,5967.59
,both in vain,5968.59,5970.59
,both in vain,5971.59,5972.59
,both licking,5973.59,5992.59
51.0,valve opened,5991.59,5994.59
,cont reach,5993.59,6005.59
,cont in vain,6006.59,6017.59
,both in vain,6018.59,6019.59
,both in vain,6020.59,6021.59
,both in vain,6022.59,6024.59
,both in vain,6027.59,6030.59
,walk,6031.59,6042.59
,both in vain,6043.59,6045.59
,both in vain,6046.59,6047.59
,walk,6048.59,6054.59
,both in vain,6055.59,6056.59
,both in vain,6057.59,6058.59
,both in vain,6059.59,6062.59
,walk,6068.59,6105.59
52.0,valve opened,6106.59,6110.59
,noise generation,6145.59,6180.89
53.0,valve opened,6256.59,6260.59
,cont reach,6259.59,6279.59
54.0,valve opened,6372.59,6375.59
,walk,6374.59,6379.59
,noise generation,6411.59,6446.89
,walk,6474.59,6492.59
,walk,6520.59,6538.59
55.0,valve opened,6522.59,6526.59
,noise generation,6561.59,6596.89
56.0,valve opened,6673.59,6677.59
,noise generation,6712.59,6747.89
57.0,valve opened,6823.59,6827.59
,cont reach,6826.59,6867.59
,walk,6938.59,6958.59
58.0,valve opened,6940.59,6944.59
,noise generation,6979.59,7014.89
59.0,valve opened,7090.59,7094.59
,walk,7087.59,7099.59
,noise generation,7129.59,7164.89
,walk,7193.59,7219.59
60.0,valve opened,7241.59,7245.59
,noise generation,7280.59,7315.89
61.0,valve opened,7391.59,7395.59
,noise generation,7430.59,7465.89
62.0,valve opened,7542.59,7546.59
,walk,7579.59,7587.59
,noise generation,7581.59,7616.89
,both licking,7626.59,7644.59
,both in vain,7645.59,7646.59
,both in vain,7647.59,7648.59
,both licking,7649.59,7651.59
,both in vain,7652.59,7653.59
,both in vain,7654.59,7655.59
,both in vain,7656.59,7658.59
,both in vain,7660.59,7661.59
,both in vain,7662.59,7663.59
,both in vain,7665.59,7666.59
,both in vain,7669.59,7671.59
,both in vain,7673.59,7675.59
,both in vain,7676.59,7679.59
,both in vain,7680.59,7682.59
,both in vain,7683.59,7684.59
,both in vain,7685.59,7686.59
,both in vain,7687.59,7692.59
63.0,valve opened,7692.59,7695.59
,both reach,7694.59,7700.59
,both in vain,7704.59,7709.59
,both licking,7710.59,7719.59
,both in vain,7727.59,7731.59
,both licking,7732.59,7740.59
,both in vain,7741.59,7745.59
,both in vain,7746.59,7751.59
,both in vain,7753.59,7754.59
,both in vain,7755.59,7757.59
,both licking,7758.59,7761.59
,walk,7762.59,7775.59
,both in vain,7776.59,7779.59
,both in vain,7780.59,7783.59
,both licking,7784.59,7787.59
,walk,7788.59,7820.59
64.0,valve opened,7809.59,7813.59
,noise generation,7848.59,7883.89
,walk,7894.59,7905.59
,walk,7949.59,7960.59
65.0,valve opened,7959.59,7963.59
,cont reach,7961.59,7964.59
,walk,7965.59,7975.59
66.0,valve opened,8075.59,8079.59
,noise generation,8114.59,8149.89
67.0,valve opened,8225.59,8229.59
,walk,8223.59,8231.59
,noise generation,8264.59,8299.89
68.0,valve opened,8376.59,8379.59
,noise generation,8415.59,8450.89
,two photon imaging,,8487.59
