x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1.1566573,0,1.562831,0,0,3.7696333,1.6453861,0,0,4.3894076,0,0.32150117,0.8787618,0,0,11.827695,0,0,0,4.700375,0.662649,0,0,0,0,0,2.9897256
2,0,10.353871,0,3.5264595,0.523737,0.11133771,0,2.0922208,0.713774,2.5906243,0,1.8401617,0,1.1605926,1.2700748,0,0,4.4168563,0,1.2423475,0,0,0,0,2.8753724,3.1744595,0,5.4540377,0,0,1.2578746,4.6393094
3,0,0,0.36913103,2.906559,0,5.9699826,0,0,0,0.75868404,0,0,3.1084132,3.9443853,2.345557,0,2.4845333,0.5130564,0,0.39943135,0,4.7935166,0,0,0,0,2.0246685,0,0,3.5605712,1.3260399,6.6560497
4,0.9522097,0,0.7862059,0,0,0,0,0,1.1623676,0,0,1.6058599,0,0,0,0,1.1492236,4.887156,0,0.6228486,0,0,0,3.9725504,0,0,1.0127639,0,0,2.408883,0.3296435,0.060287077
5,1.8525789,1.5404348,0.46028057,0,0,7.6952195,0,6.653762,0,0.7076851,3.9732218,0,0,3.3681016,0,0.19667913,0,0.45697603,0,2.3598313,0,9.397483,0,0,0,1.1632315,0,0,0,2.4756052,0,0
6,1.5103415,0.40778682,1.3794636,0,1.4836469,0,2.689237,3.5383725,2.157417,0,0,0,1.0681473,0,0,0,0,1.6564039,0,0,0,0,1.5084429,2.5755558,1.8828928,3.716171,0,0,0,0.16621225,2.6867278,0
7,0.49932447,0,0,2.5859108,0,0,0.5007283,0,2.1820898,0,4.133695,3.8644638,0,2.658731,1.6517397,0,0,0,0.10646704,0,0,0,0,0,2.4751484,0,1.1765141,0,0,0,4.354225,0
8,0.82881194,0,1.3963013,0,0,0,1.0362134,0,1.0849727,2.9858677,0,3.4182777,0,0,0,0,0.005255674,13.232586,1.1283826,0.5720295,0,3.1538289,0,0,0,0,0.32555112,3.3709276,0,1.6654624,1.2131133,0
9,0.21192327,2.9358683,0,0,4.8881593,2.4855592,0,0,0,0,4.609717,7.348605,0,0,0,0,0,4.296909,0.073824,2.5699763,0,0,0.6013488,0.5889206,0,5.013473,0.6534623,2.1343498,1.6076257,0,0,0
10,0,0,0,0,0,0,4.164219,0,0,0,3.0011425,0,5.470345,0,0,0,0,0,0.3704921,0,2.9215086,0,0,6.849505,0.49749142,0,7.023765,2.7140772,0,0,0,0
11,0,0,0,0,0,0,0,0.07097592,4.2554097,0,0,0,0,0,0.3629147,0,1.4487864,2.0897632,0.64646345,0,0,4.52155,0,0,0,0,0.9050547,0,0.9560995,0.80338454,0,0
12,0,0.7509733,0,0,0,0,0,12.037447,3.9762418,2.0658696,0.7789874,0,0,1.7559438,0,2.0384505,0,2.0869021,2.8030794,0,0,6.363103,0,0,0,0,0,0.13832058,0,0,0,0
13,0,0,4.592498,0,0,3.0630665,1.7249826,0,0.07640792,0,1.6334052,2.985575,0,0,0,0,3.0987215,0,0,0,0,0,4.7838845,0,0,1.1935326,0,2.291296,1.7363925,1.4889301,0.99864745,0
14,0,0,0.17712882,0,0,0,1.6136311,0,0,0,0,0.8222247,0.28570265,0,2.9664764,0.57936746,0.57044953,0,0,0,12.380479,0,0.8707086,0,0,0,0,0,0,0,0,0.47355068
15,0.40463164,0,0,6.07755,0,0,0,0,0,0,0,3.03976,0,0.6724871,1.0652599,0.48730865,0,13.333118,0,0,0,0,2.9660356,0.9649288,0,0,1.5635027,6.4727316,0.5334284,0,0,0
16,0,0,0,0,0,0,4.427496,0,0,0,0,0,0,0,0.31004727,0,0,0,3.894701,2.1098294,15.116556,0,2.1451573,0,0,0,0,0,0,0,0,3.8713229
17,0,0,0,2.6281877,1.2535843,0,4.5070724,2.7563355,0,0,0,0,7.1325717,0,0,0.5434153,0,9.497496,0,3.955185,6.1312656,0,2.3356233,0,1.6117209,0,0,2.994052,4.8235173,0,0,0
18,0,0,1.4285228,0,0,3.6632364,0,0,2.877875,0,0,0,6.059457,0,0,5.3207755,0,0,0,0,2.6089666,0,0.6794297,0,1.7577555,0,0,2.4923928,0,2.3907297,1.5631372,0
19,0,1.149328,0,12.585593,4.1629643,0,1.9170884,0,0,0,0.2798135,0,6.9505186,2.0612478,2.2656953,19.311518,0,0,0,0,0,0,0,0,2.9423249,0.7946601,2.8734705,5.72927,2.887771,0,1.4941992,0
20,0,1.3026997,0,0.9437733,0,1.8308442,0,0,0,0,2.3608365,1.6414423,0,0,0,0,0,0,0,0,0,6.5310373,0,0,0,0,1.2171435,0,0,0,0,2.4957085
21,0,0,0,8.524067,0,0,5.8140597,15.172851,3.1336834,0,0.7229066,0,0,0,0,1.9988866,0,0,0,2.5442977,0,0,0,0,0,4.770423,0,0,1.331799,0,2.1374722,0
22,0,0.22160338,0,0,1.4797311,0,0,0,0,0,1.9646908,4.6927056,0,0,0.4823844,0,2.0033813,0,1.7610414,0,0,0,2.2148256,0,0,0,4.1749244,0,0,0,2.5429049,0
23,1.5778406,0,0,0,0,4.387332,0,6.7364893,0,3.1928074,0,7.0374055,0.41538715,0.34564194,0,0,0,0,0.58189356,0,0,0,0,0,0.42157555,2.7031255,0,0,0.26338294,2.374753,0.032811373,5.5349116
24,0.15095112,5.5977783,0,0,1.9009111,0,0,6.076139,0,2.652875,0,0,0.20894678,2.7297525,0,0,0,0,0,2.0900192,0,0.813473,0,4.6489058,3.831103,0,0,4.356363,0,0,2.7630384,0
25,0,0,0,0,0,3.455338,5.787632,4.5614486,0,0,0.79056156,0,0,0,0,8.183242,0,5.1524496,0,0,1.8860476,0,0.6034142,0,1.5490842,0,0,1.0538846,0,0,0.5001922,0
26,6.149158,0,2.9373488,0,0,3.7854173,0,0,0,0,0,0,0,0.6786802,5.48819,0,0,5.215065,0,0,0,3.9066565,0,8.424203,0,2.0762331,0.5213127,0,0,0,1.7897044,2.947458
27,0.41428682,4.976472,1.6059778,0,0,0,0,5.7690234,0,3.928717,0,0,0,0,0,0,0.69829464,0,0.183077,0,4.4263687,0,0,0.35995165,0,0,1.5988168,0,0.76427525,0,0.5934091,0.15449739
28,0,0,0,12.570366,0,0,0,0,1.5495862,0,0,0,0,0,0,0,1.3870581,0,0.9029448,3.0469472,0,0.50779325,1.0538396,1.5436977,0,0,0,0.23105718,0,5.863467,0,2.9423113
29,1.9287821,0,0,4.0434785,0,0,1.7003888,0,0,0.6486529,0,0,0,0.095895335,2.7218897,4.4339747,4.064721,0,0,0.8602456,15.061012,0,1.7927774,0,0,0,0,0,0,0.80115175,0,0
30,2.9135537,0,0.62991816,0,0.16173735,1.3352976,4.000254,0,0,0,0,0,1.7823681,0,0,0,6.625242,0,6.299553,2.145766,11.670123,0,0,6.9691634,0,0,0,0,0,0,0,0
31,0.56971407,0,0,0.3447903,0,0,0,0,1.5058374,0,0,0,0,0,0,0,0,1.4755708,0.9602785,0,15.893909,0,0,0,0,0,0,3.2212596,0,0,0,3.8084419
32,0,0,0,0.3014027,1.8140196,6.7600813,0.95487887,9.966864,2.2349398,0,0,12.639351,1.1862191,0,0,2.3288512,0.36478034,6.833856,0,0,21.909128,0,0,0.6788578,0,0,0,0,0,0,0,5.5923777
33,0,1.0187879,4.2526226,0.32453626,0,0,0.5052348,0,3.0083005,1.670083,0,3.6907427,0,0,0,0.082143754,5.1631355,0,0,0,0,0,0,0,4.8361263,0.9972378,0,6.198259,0,0.763349,2.8893583,0
34,0,7.4420424,0,0,0,0,0,0,0,0,2.1371646,5.9512434,0,4.2108483,1.2549167,2.0944586,0,0.21477653,0,0,3.5610123,0,0,0,1.3226209,4.4039636,0.7305431,0,0.9803451,0.21374385,0,0
35,3.3894854,0,0,0,2.8084166,5.154592,0,0,0,2.9896986,0,3.7244956,0,0,2.6273086,0,0,0,0,0,0,4.886174,2.3872495,0.96284246,0,0,0,0.18681958,1.6409833,0.08611075,1.9402201,2.6835425
36,0,0,0,0,2.3443017,0.38011107,0,12.7968855,0,1.0161729,3.4798267,0.22857761,0,2.9298232,2.8875608,0,6.455464,7.133832,0.14745334,5.7654796,0,0.819743,1.2881929,0,0,0,0,0,4.646527,0,2.9813764,0
37,0,0,0.51168895,0,0,2.080663,1.428396,0,0,0,0.110161945,0,2.3940508,1.7230744,0,0,2.0195174,3.1199474,0,0,0,3.6582167,0,0,3.8639822,2.9895031,0.54833215,0,2.4663427,0,0,2.4511368
38,2.7161233,4.765694,2.9009717,0,0.038131904,5.7976522,3.9786909,0,7.2259336,0.7154152,3.4201772,7.8720284,0,0,1.1432269,0.04758696,0,0.8508787,0,0,0,2.860444,0,0,0,0,0,0,0,1.1777914,0,0.08513096
39,0,1.104213,1.542026,0.41515878,3.0819564,0,0.24343166,0,0,1.6059844,0,0,0,0,0,0,1.419544,0,1.5138485,5.1403565,0.5490452,0.67396176,0,0.6100199,0,0.001931222,0,6.2492156,0,0.6765061,0,0
40,0,0,0,0,0,0,1.4108305,0,0.48852456,0,0,0,0,2.5565827,1.9866619,0,0,0,0,0.12417795,2.0789483,0,0,1.4406854,0.069165565,0,0,0,0,0,1.0121834,0.67231005
41,0,0,4.8896503,0.71141744,0.19082993,0,0,0,0.997189,0,2.5736926,3.3070912,12.138607,0,0,2.4258587,5.117915,6.273656,0.9550246,0,2.3446455,7.1260915,0.8499648,0,0,1.5703516,0,0,0,0.85684687,0.8800525,0
42,0.77391297,3.933241,0,0,1.8367534,0,5.8500586,0,1.9643537,0.15223315,4.6336517,3.0890653,0,0,0,0,0,0,0,8.609555,4.970926,0.045212768,0,0,2.2164564,2.1000402,3.2317889,2.1787946,1.153287,0,0.47853968,3.99133
43,1.0972784,0,0,0,0.53814995,0,0,0,0,0,0,0,0,0,0,0,4.614796,0,0,3.0024328,0,0,0,0,0,0,0.7646569,0,0,3.674404,1.4387869,0
44,1.5613673,0,0,1.6466148,3.0978675,0,0.27407202,0.063249454,0,0.70995766,0,0,0.021704271,0,0.21963888,0,5.444335,0,0.6325551,0,0,6.894906,0,3.153653,1.0927415,0,0.10680987,0,0,0,0.5743046,0
45,1.815582,1.1369811,2.5750377,0,0,0,0,18.851997,0,3.875203,0,0,0,0.12787747,0,1.831577,4.2697725,7.58067,0,2.9216967,0,0,0,0,1.599442,0,2.6793835,1.1484227,0,0,2.9403937,0
46,0.2824593,0,0.4867096,2.4529223,0.5570892,0,2.6541693,0,7.3229384,1.4,3.861906,5.639488,0,0,0.6352966,0.45122224,0,0,0,0,0,0,0,0,0,0,0.53832924,0,1.110642,0,0,0
47,0.83852184,0,0,12.092681,1.6825776,0,0,0,0,0.31276596,0.23228621,0,0,0.8621428,0,6.125518,0,0,0,0.022477409,0,0,0,0,0,0,4.602249,0,0,0,0.98644674,0
48,0,0,0,0,1.657143,6.0172777,0,0,0,3.459628,2.547745,0,7.658665,0,0,0,0,0,0,0,0,0,0,0.5951542,1.9493134,0,0,0,0,0.42677224,0,2.6145988
49,0,0,0,0,0.5938191,2.0077162,3.871438,0,0.9398557,0.056686427,1.5111996,0,0,0,0,0,0.08767303,0,0,0,0,0,0.95126987,0,0,1.4180362,0,0,0,0,0.4663413,0
50,0,0,0,0,0,0,0,0,0,2.195621,0,0,0,0.70271164,0,9.021296,3.2469127,0,1.2000244,8.70222,0,4.688324,0,0.51442724,3.9610472,0.3843118,0,0,1.969549,0,2.5397286,0.43933102
51,0,0,1.1189158,1.6585437,1.6372617,14.759161,0,10.04235,4.2306633,0,6.0122933,0,0,1.4507076,0,0,0.2766059,0,0,0,0,6.6016994,0,0,1.0380492,0,0.62981,0,0,2.327774,0,0.41543734
52,1.0402519,0,0.74489236,0,2.9812784,0,0,1.6996258,4.011854,1.611412,0,3.975638,0,0,0,0,0,4.1806197,0,4.352595,0,0.281477,0,5.0816655,0,0,0,2.8774943,6.3395133,0,5.8317943,0
53,0.60762596,0,2.085806,0.33701906,0,0,0,14.0740385,1.1155876,0,0,0.9126253,0.6136992,0.5472947,2.6181428,0,0,0,3.1709335,4.690851,0,0,0,0,0,0,0,7.8316956,0,0.39596248,0,2.855063
54,0,2.7651868,0.05739437,4.5775228,0,1.9219782,0,0,0,0,1.7874948,0,0,0,1.7874902,0,0,0,0,0,0,5.4226003,0,0,3.9111426,0,1.7187697,0,0,0,6.2621274,2.78208
55,0.24463522,0,0,1.01433,0,3.7477915,0,0,0,0,0,0,9.233796,0,0,2.5826364,0.61678857,3.6766596,0,0,13.086821,8.111505,2.7780058,0,0,2.5539894,0,0,0,0,1.1155041,1.857025
56,0,0,0,3.1861477,3.8166173,0,0,0,2.2152374,0,2.027821,1.838525,0,0,3.0452738,0.4421092,0,2.185175,0,0,0,0,1.0184528,0,0,0,0,0.120583266,4.35282,2.0053709,2.6598976,0
57,6.6627555,0,0,0,0.03515558,0,2.75655,0,0,0,0,0,0.7429421,0,0,0,0,3.2332594,6.460244,3.5818837,3.3211486,0,0.027710566,16.952173,1.2381265,0,0.16320945,0,0,0,1.8791709,0
58,0,1.2780799,0,4.493116,0,0,0,10.398237,0,0,2.424923,1.7913433,1.0925438,0,0,4.9586196,0,0,0,0,0,1.3234327,0.8018754,0,0,0,2.837664,3.6535661,5.670658,1.4099052,0,0.72877926
59,0.74805874,0,0.23660596,0,1.2422842,2.0479228,3.323009,2.563991,4.1615863,3.159829,0.25821653,0,0,4.155173,4.5564003,0,0,0,0.11972909,0,0,0,0.5459879,1.2626139,0.21907687,2.2890038,1.1763676,2.905849,2.3506384,0,0.26852822,0
60,1.1413412,2.16691,0.20881146,0,1.8385566,0,0,13.338731,1.3649799,0.81915706,1.1524844,7.0313087,0,0.0913976,0,0,0.7137995,0,0,1.4738609,0,3.2433858,0.09327408,0,0,1.8126987,0.73155606,2.6004236,0,1.2952998,0,2.5177333
61,0,0,0.09086492,0,0,0,0,0,0,3.716909,4.5900326,0,0.64283186,0.5994013,0,7.6212354,5.6909895,0,0,0,6.9556923,5.0786886,0.53365314,0,0.1049141,0,1.538113,0,0.10287069,1.7724907,0.8739679,0
62,1.7170736,3.3885612,0.70305693,0,0,0,0,0,4.1047673,0,0,0.13275076,2.2177827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,6.0262437,2.0364718,0,4.673933,0,0,0,0,0,7.38106,0,0,0,0,0,0,7.2079697,0,0.95796514,11.884317,7.34601,0,0,0,0,0,0,0,0,0,0
64,0,0,0,3.140576,0,0,3.9099243,0,0,0,0,0,8.18329,0,0,0,0,4.391094,4.876138,0,11.126189,0,3.7948601,6.481317,0,0,0,6.526512,0,0,0,2.5830774
65,0,0,0,4.059644,0,0,0,0,2.0849998,0,0,0,0.1615544,0,4.223968,0,1.552172,0,0,0,7.0043693,0,1.6868201,0,0,0,0,0,0.40170333,2.0661447,0.021829868,0
66,0,2.0412376,0,0,0,0,0.63182974,2.8295035,0.18400674,0,0.28939956,0,0,0,0,0,5.010785,0,0,8.55013,19.243935,0,0.91635925,0,0,0,0,0,0,0,0,4.3557687
67,0,1.8428684,0,0,0.07539801,0,4.1140494,0,0,0,0,0,0,1.4929417,0.47166255,0,0,0,0,0,3.0665567,0,0,1.3515568,0.9846542,1.0765474,0,0,0,0,0,0.6380826
68,6.1248474,3.740122,0,6.2889857,0,0,2.241912,1.9422896,1.2879148,0,0,0,0,0,0,2.3655875,6.1782856,8.068955,0,0,0,0,0.20445597,0,0.62641156,0,0,4.690624,0,0,0,0
69,0,0.6961738,2.4706855,1.9801424,1.1500309,4.7539144,0,0,0,0,0,0,5.0434837,3.8264527,3.0787246,0,1.323442,0,4.0858073,0,0,0,0.46861768,0,0,0,0,3.1519349,1.7981889,0.11818489,3.567018,0
70,0,0,0,1.931145,0,4.4710393,0,8.868044,0,2.0498905,1.8269465,0,0,0,0,1.1387068,2.3410583,0,0,2.387589,0,2.4827082,0.45738187,0,0,1.8004111,1.0661453,0,0,0,0,10.485574
71,0.73628974,1.445149,0,0,1.5167713,2.7180474,0,0,0,0,0,0,3.4316447,0,0,0.877617,2.4495308,0,0,1.8857067,0,6.588077,0,0,1.9432659,0,0,0.48408937,2.104882,0,1.237199,0
72,0,0.9890066,0,0,0,0,0,0,0,0,3.3534904,1.1983815,5.8669524,0.24426122,2.0045164,8.379953,0,0,3.018105,3.4699028,0,0,0,0,0,1.5892483,0,0,0,3.875547,0,0
73,0,0,0,0,0.5756914,0,0.49447817,0,1.691933,0,0,0,0,0,4.17041,0,0,0,0,0.8083688,0,0,0,0.524534,0,0,0,4.5809727,1.6665609,0,5.111868,0
74,0,1.8547671,0,0,1.0591614,0,1.4734793,0,3.295291,0,0,1.8784621,2.8433986,0,1.6472195,0,0,4.908109,0,4.221246,5.4663076,0,0,0,0.5325423,2.523527,0.53489524,0,0,0,0,0
75,0,0,0.8623498,0,0,0,0,9.732226,0,0,0,0,0,0,0.7371992,3.148921,0,0,0,0,0,0,0.8507481,1.4387302,0,0,1.7786303,3.0850766,0,0.14325592,0,2.387834
76,0.6188115,3.3770552,0.6603281,0.20229104,0,2.179499,1.6424861,0,0,0,0,7.453459,0,0,0,0,0,1.3378382,0,0,0,0,0,3.226957,0.5761042,0,0,5.80658,0,0,0,0
77,0,1.1038334,0,2.3058107,0.6491555,0,0,4.49493,5.1524396,0,1.524133,3.5414844,0,0,1.312951,0,0,9.483175,5.530897,0,1.9518718,0,0,0,0,1.7286941,2.1748857,0,0,0,0,0.29399043
78,0,0,0.2413763,2.131067,0,0,0,8.881544,5.585445,0.22687219,4.0469584,4.9432425,2.0192251,2.1576822,0,0,1.8401402,0,0,0,0,1.9888837,0.14437869,1.9319115,0,0,0,4.3635244,1.1991835,1.5468996,0,1.3123224
79,0.7034068,0,2.1871119,0,0,3.9779537,3.6902184,0,0,1.3118128,3.8521564,0,1.9906113,2.4592562,3.8152041,5.175549,0,1.1325912,0,3.0025146,4.1721225,0,0,0,0,2.7084959,0.29197177,0.14386868,0.01807592,0.6353318,0,2.4564629
80,3.5255756,0,0,6.5130258,0,0.21398756,0,0,0,2.314618,0,0,0,0,0,0,0,4.805452,0,0,2.8813791,0,1.6562792,0,1.9992015,0,0,0,0.3462056,0.131214,0,0
81,0,2.1360235,0,0,2.6790497,7.1996965,0,0,0,0,0,0,0,2.0561483,2.4055576,0,0,0,0,0,2.2337427,2.819122,0,0,0,0,0,0.37424967,5.768712,0,0.14347073,0
82,0,6.171401,0.65727544,0,0,0,2.0044425,0,0,0,0.74846226,0,0,0,0,3.4080546,0,0,0,0,9.196516,0,0,0.47104985,0,1.6838843,0,1.1383828,0,1.4944135,2.1563554,0
83,1.4606594,0,0.89054185,0,0,0,0,8.351135,0,2.1504917,0.43429586,9.197746,2.9812078,3.3041866,0,0,2.2901864,5.3461094,2.617177,0,3.4280882,0,0,0,1.3442869,0.7384347,0,0,0,4.686596,0.3715387,0
84,1.1257479,0,3.1916738,0,0,0.3056202,0,0,0,0.5707898,0,3.30582,0,0.49430174,0,0,0.035118114,0,0,3.7684722,11.805924,0.4012541,2.3841672,1.8586408,1.9197224,0.26244557,1.1217797,0,0,0,0.09503993,4.569113
85,0.26397058,0,0,0,0,0.34129894,5.671703,0,0,0.48193043,0,0,0.9170152,0,2.413898,0,0,4.4567056,0,0,6.507328,0,0,0,0,0.10910077,0,0,1.6042086,0.36731815,5.1729894,1.8223393
86,0,0,0,0,1.9382237,4.062492,1.5344136,0,0.010080842,0,4.1624746,0.62951094,2.5748339,0,0.4785883,0,0,2.323755,0,0.9373136,0,0,0,0,1.42207,3.439516,0.5352065,0,0,0,0,0
87,0,2.79333,0,0,0,0,0,5.674427,0,0,1.3407978,0,0,0,0,0,0,0,0.68787277,1.2021849,0,0,0,0.40164292,1.4379562,0,0.23337625,0,0,0,1.0136007,0
88,0,0,0,0,0.5902654,0,0,0,3.2424848,0,0,0,0.99311256,0,0,0.74420947,0,0,2.8391507,0,0,0,0,0,1.8509454,5.302303,0.95474833,12.720963,0,0.50531286,0,0
89,3.446402,0,0.45132202,1.2234023,0,3.0134964,0,0,0,0,0,0,0,0,0,11.510835,0,0,0,0,0,0.6510091,0.33662716,0,0.5112426,0.66471183,2.3430061,0,5.4526944,1.7060152,1.0300212,0
90,0,0.74419063,0,0,0,7.4571295,0,0,0.80327225,0,0,0.6213683,0,0.6537278,0,0,1.6413202,0,0,0,6.0937047,5.8731194,1.1399492,0.9987667,1.4857165,0,0,0,0,0,2.7438586,1.2461805
91,0,0,1.9425651,0.27277228,0,0,0,11.069304,0,1.742261,0,0,0.23488465,3.3093245,0,0,2.4937427,2.8804655,0,0,0,0,0,0.17347604,0,3.062921,0.33799207,0.25571433,0,0,0.1314438,0
92,1.589834,1.6820303,1.9185685,3.1384196,0,0,0.68337786,0,0,2.0677679,0,2.346163,0,0,0,4.1580396,2.0162463,0,1.3231399,0,0,0,0,0,0.25987658,0.7033993,0,0,1.4127636,4.8274217,0,0
93,0,0,0,11.476065,0,0,0,4.0109534,2.0760753,0,5.7287703,0,0,0,0,0,0,5.3409085,4.5378838,0,0,7.2033587,0.76793444,6.0735765,0.51859546,0,2.163613,0,0,0,0,0
94,0.12036781,0.18883802,1.2809404,0,2.3561542,0,0,4.004616,0.004231066,0.4967786,0,0,3.3770285,0.55174744,0,3.6637187,0,0,0,0.12493107,0,2.384274,0,5.6680484,0.11679328,1.3992772,0,1.721484,0,0,0,3.7317681
95,0,0,0,0.9479172,1.0934556,0,0,3.3367937,2.7215939,2.1741867,0,3.6010327,4.022938,2.3057444,0,6.3955193,0,0,0,1.46373,7.708208,0,0,3.413761,1.3311121,0,1.1646948,0,0,0.19006838,1.2077874,0
96,1.0450004,0,0,0,0,0,0,0,0,0,0.7476353,0,7.200774,0,2.1815143,0,0,0.38260677,0,0,10.58193,0,0,3.4615219,0,1.2867022,0,4.146136,3.462301,1.0095413,0,0
97,0,0,0,0,0,3.6340275,0,8.990849,0,0,2.8186526,0,0,0,0,0,4.960052,1.1219172,0,0,7.845086,0,6.659572,0,0,0,0,0,0,0,0,5.643795
98,0,0.29786813,0.6508593,4.813384,0.60809237,0,0,0,1.9433396,0,0,2.1589196,3.3140774,0,0.9271389,0,0,0,0,6.76547,0,0,0,0,0,0,0,0,0,0,0,0
99,1.0833845,2.3442883,0.6221781,0,0,2.460929,2.090735,1.7118876,0,1.8466401,0,0,0,2.306299,0,0,2.940953,0,0.7960417,0,0,6.2822566,2.6440666,0,3.1084523,0,4.9407067,0,0,0.26862085,0,0
100,0,0,0,0,0.9098372,0,1.2741364,0,0,0,0,5.7391295,0.07009565,0,0,0.071070895,0,0,0,0.9526549,0,0.059893202,0,0,3.1043036,0,0.062185585,0,1.403669,0,0,0
101,0,0,0,0,0.12464448,3.2396429,0,7.647612,2.0260732,0.14764856,0,0,0,2.1009994,0,0,3.9313076,0,1.2166475,0,1.1153668,2.6377301,0.9542294,0,0,2.2387164,0,0,0,0,0,0
102,1.9817271,0,0,0.22499143,0,0,0,0,0,0,0,6.9260364,0,3.2289858,0,11.44663,0,0,0,1.0856936,10.967923,0,0,0,3.088123,2.047266,1.2717799,0,5.284305,1.5767667,0,0
103,0.25020635,0,1.1036961,0,0,2.6953292,5.267199,4.760155,2.8493583,0,0,0,4.780227,0,0,0,0.64088166,0,0,0,0,0,0,0,0,0,0,0,2.7783158,0,0,0
104,0,0,0,0,0,1.651865,1.2239559,0,0,0,0,0,0,3.6115594,1.0904782,0,0,0,0,0,11.269094,0,1.2940934,0,0,0,0,10.496959,0,0.16331081,0,4.3634024
105,0,0,0,3.6928558,0,0,0,2.9225612,0,0,0,0,11.078195,0,0,0,0,0,8.943489,0,21.18056,0,0,4.904921,0,0,0.3174609,0,0,0.4033755,0.1747695,8.7567215
106,0,0,0.41403463,1.9641144,0.080852486,0.9738497,0,0.45231935,0,3.5018518,0,3.3715606,0,0,0,0,0,14.128986,0,2.8476727,0,0,1.277319,0,0.8045503,0,0,0.045713842,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,4.3745747,1.0872954,0,0,2.4001808,0,0,0.5427786,2.3084366,0,0,0.74221295,0,4.67071,0,0,1.3270154,2.0156298,0,0,0.7131697,2.6206992
108,0,5.474031,0.16959411,2.9419084,1.4015213,0,0,0,0,0.8992809,0,1.9950899,0.26870093,0,0,0,0,6.8307457,0,1.4246829,0,0,0,3.7307777,0.6398979,1.2331799,0.7888734,0,0,3.9432764,0.49465585,7.7361197
109,0.91333854,0,0.15537265,0,0,2.096613,4.3100553,3.649,0,0,0,0,0.8540975,0,0,0,12.462186,4.0083113,4.8756995,5.822471,7.4388337,0,0,0,2.4900305,0,0,0,0,0,0.8279397,2.6856103
110,0,0,0.98000044,1.0864172,0,0.7298435,0,0,0,1.638469,4.0053363,2.166066,1.2568402,5.1867948,0,3.5408003,0,0,0,0,0,1.8757186,0.17715493,0,0,0,3.9844706,0.97780067,0,0,0,0.31377852
111,0,0,0,3.611315,0,3.0183482,2.8751297,8.937492,5.626504,0,0,0.69752383,5.2903895,0,0,0,0,6.8482184,0,0,4.520448,0,0,3.332716,2.315378,2.3836436,0,1.3451433,7.8572598,0,2.2449434,0
112,0,0,1.9404975,0,0,0,0.6308975,1.6167659,0,1.6481084,0,0,0.23262073,0,0,10.359277,0,0,0,0,0.46763805,0,0.66256636,0,0,0,0,0,0,0,0,1.0857025
113,0.43719488,0.53577507,0,7.086254,0.000482471,5.8731513,0,0,0.3580885,0,0,4.6326156,0,1.6686333,0,4.7325864,0,0,0,0,0,2.8002067,0,0,0.836707,0.54803914,0,1.6796542,0,0,0.6287829,0
114,0,0,0,0,0,0,4.990775,7.5591846,0,0,0,5.8856397,0,0,2.5769312,0,0,0.32710698,3.2645686,0,0,0.22693218,0,0,2.9887652,3.8942385,0,0,0,0,3.7628121,0
115,3.2246373,2.1838255,1.2547661,0,0,10.762487,0,0,4.096478,1.2447132,0,0,0.9164675,0,1.6240166,0,1.1921086,0,0.58752203,0.29882112,0,0,1.2841537,0,0,0,0,2.8701632,0.10929371,1.4511284,0,0
116,0,1.1168001,0,5.7917,0,0,0.37868395,7.4538293,0,0,0,0,0,2.2829614,0,0,0,17.999096,2.942055,4.581807,0,0.625425,0,1.8382703,0,0,1.3485478,2.9454756,1.952823,0,0,0
117,2.8797953,3.4438484,0,5.1208286,0,0,0,10.328276,0,1.1585869,0,0,0,0.5169946,4.0374913,0,3.0123277,0,0,0,0,0,0,0,1.4997327,0,0,0.36897606,0,0,0,0
118,0,2.4555173,0,0,1.8135867,0,0,0,0,4.200876,1.5993109,0,0,0.2681466,0,0,3.881512,0,2.504987,0,1.4521793,0,1.4608079,0,0,0,3.7082202,0,0,0,1.4380982,0
119,0.85456705,1.2315345,0,0,0,7.5451555,0.38086674,0,0,0,2.5142927,0,0,1.5720223,0.78713846,0,3.2856731,0,1.5846076,6.1217165,2.2444234,6.982101,0,0,0,0,0.748811,0,0,0.43928725,1.0909159,4.1641216
120,0,0,0.13828091,0,1.8018523,0,0.6161047,0,0,0,0,0,0,0,0,0,0.3029506,0,1.8931482,8.6421,0,0,0,0,0,0,2.9182792,1.5500213,5.063777,0.311948,0,3.368717
121,2.3302922,0,0,0,0,0,0,0,1.9252355,0,1.4233586,0,0,0.25590077,0,0,0,0,0,0,0,7.0009413,0,0,0,0,0.33670717,1.9566371,0,0,0,0
122,0,0,2.7566469,0,4.680514,0,1.5133646,0,0.9128222,0,3.7189403,0,0,1.6533681,0,0,1.3415776,0,0,0,0,0,1.4678632,2.5530798,2.4399207,0,2.3679059,0,2.5286481,2.2721012,0.8166032,0
