x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2.5089743,6.169113,0,0,0,0.20661865,0.9382329,0,0,3.8731928,3.560544,0,4.638108,1.9022994,4.423919,0,10.623202,0,0,3.9092863,8.6396885,0,0,0,8.416864,0.88018495,0.8007877,0.983498,0.22264394,0,1.617195,2.5773797,0,4.910886,0,0,0,0.66155994,11.702773,4.1193943,2.6009111,1.6474668,0,7.006778,2.7280734,0,4.9962664,10.231612,0,0.6219811,0
2,0,0.2977046,0,0,6.9600797,2.3380058,1.7335584,3.5213397,0.82551503,0,0,0,0,0,2.029026,2.2710936,0,0,0,0,0,0,0.5960569,3.2239141,0.40846834,1.1406173,0,11.08496,0,0,0,0,0,0,0,0,0,0,0,0,1.1904011,2.2633605,13.875168,0,0,7.9988627,1.6078768,0,0,7.248129,0,1.833179,0
3,0,0,0,4.678125,0,1.1510853,4.0615706,2.5567484,10.23459,0,11.256864,2.892235,0.3751982,0.42340037,0,0,0,0,1.2686919,0.68671477,0.26131687,3.378274,12.110182,0,1.1031884,0.35758445,21.032093,0,5.54344,17.1663,6.596248,2.3502119,1.0847366,0.8330445,1.4712611,7.306159,0,7.1837373,0,6.25317,10.18002,6.9530253,0,5.33875,0,10.302558,2.9716678,1.7777506,3.7900662,1.1317033,0,5.017717,0
4,0,0,1.8722545,0,4.672093,1.1208909,0,0.011746752,0,0.28532794,0,6.178444,13.042889,0,0,0,9.994223,0,0,0,0,0,0,0.73498905,0,0,3.0043576,0,0,4.582885,6.3771996,1.708207,0,0.07112617,0,4.54674,5.639665,0,3.0142694,5.6870255,6.053723,7.751584,0,0,1.9649541,4.296258,4.239814,1.4334407,2.915254,3.2345545,0,0,11.482693
5,2.594751,0.2336565,0,0,0,1.6885152,3.3435485,0.38836306,6.7025094,0.08237566,8.921207,0,1.0181401,0,0.17631714,2.5563567,0,0,0,0,0,0,0,0,0,0,3.3728826,4.307273,0.0234768,4.6334314,3.6205115,1.7071614,0,0,6.0979056,2.9745202,1.458073,3.8921602,0.06030722,0,0,7.1590095,2.2000976,0,0.08128851,0,12.75274,0,5.2861214,4.7572126,0,0.36545727,0
6,0,0,0,0,0,0.11373193,0,4.1337166,0,0,0.9099089,0,0,14.199165,0,2.4031892,0,0,0,2.8314154,0,0,0,0,0,5.074335,0,4.7010922,2.034902,5.6260076,2.2723837,1.409191,4.0640078,3.3357925,0,0,0,5.709128,0,0.96614677,0,2.826391,0,0,0.7789747,2.7621386,0.44259232,1.2600496,0,3.2042408,0,0,0
7,0,0,0.81389993,0,14.081654,0.75193864,1.4554034,0,0,0,0,1.2818683,0,0,2.9405248,0,1.2818052,5.5809155,0,0,2.5957112,0,0,2.3201046,1.4718267,5.8037405,2.2916827,0,0,0,1.345455,1.1478328,0,0.009672833,0,3.912008,1.792923,4.8371096,0.021621576,0,8.396466,2.635386,4.4998245,5.149691,0,0.39376378,8.726973,0.28869233,3.8088973,0,0,1.7063375,0
8,0,0,0,0,24.45354,0,0.14469677,0.72899693,0,0.42394865,0,8.659887,0,0,6.2268667,0,0,0,5.3298225,0.030786764,0,0.20875281,0,0.32740542,0.0522145,0,0,15.068797,3.5011432,0,0,0.83457506,0,0,0,0.8936438,3.0814493,0,0.70117706,0,2.8093424,0.42608088,5.413339,0,1.7351924,1.58983,0,0.53447044,1.8977336,3.0923126,5.678032,0,0.8107182
9,0.78267753,0,4.2138596,7.916693,4.931644,0.94035375,0,0,3.3248413,0,0,1.672958,0,3.9399483,0,3.966763,0,0,0,0.87885404,0.35366642,1.7102225,0.07046798,0,1.4635023,4.27077,11.72418,0,2.5855103,7.894833,5.230521,0.15364337,0,2.1562848,0,0,1.8096724,0,0,0,0,0,6.5925546,0,0.009403008,0,1.2229819,0,0,2.5660655,0.5282953,0.4879079,0
10,0.30031845,0.10502092,2.502782,2.197765,0,0,0,0,4.376052,0,0,9.934341,0,0,2.119035,2.7798352,0,0,0,0.73089087,0.40741807,0,0,0,2.39313,3.206655,11.399306,1.4572023,0,2.4378362,1.2473316,0,0,0,0,0,0,0,0,0,0,0,3.5846643,13.315702,0,0,0,1.3935173,0,4.5609107,1.177168,0,4.5732775
11,0,0.48315623,0,0,1.563575,1.2888929,0.45197228,0.24223989,0,0,0,0,4.699624,0,0,0,6.60494,4.6300197,0,0,0.30718148,3.090823,0,0,0.95859134,2.7937088,5.3669734,0.69476724,0,7.033192,1.5332804,2.190176,0.20176004,2.4976802,0.6663359,1.0352056,0,5.7879496,1.872316,7.022718,1.3197438,0,0,0.63915503,0,0,0.401283,0.09804551,2.9352791,1.3373076,0,2.5176232,0
12,0,0,1.2799217,0,10.877234,1.8157048,0,0,0,0.36128607,0.54746026,0,0,0.3597252,0,1.1712478,0,0,5.757057,0.54458207,0,0,2.2880938,2.2000678,0.36047548,0,3.5974734,7.601336,6.625032,0,0,0,3.0077684,0,10.45548,1.3660737,1.4304478,0,0,2.6884277,0,0,0,0,0,1.1109848,10.81869,0.33210015,3.8127334,6.429641,0,0,0
13,1.0928651,0,0,0,0,0,2.898808,0,3.0953918,0,0,1.8382744,2.4805138,0,0,1.4265733,0,4.533831,0,0.46967852,0,0,0,0,0.09329601,0,5.7786236,0.8619556,0.63570523,11.431592,5.4636607,0,0,0,0,0.54241073,2.2246778,11.461171,0,11.982844,0,0,0,0,0,0,5.9955993,0.8788223,0,6.3018947,0,1.0403191,14.815104
14,0,0.26446235,0,0,0.050806098,0,0,0,0.24713625,1.0733265,3.5025463,0,2.866395,0,0,0,0.6951696,0,0,0,1.1975517,3.890505,0.60038894,0.47623113,3.205736,0,0,0,4.0857835,1.9464235,0,1.6941043,2.0562963,0,0,1.5716208,0.8141026,0,0,0,0,0,0.1625086,2.2448888,2.0774121,0,0.14778568,0,0,0,0,0,3.0813022
15,0.9143683,0,2.2145207,0,0,0,0,0,12.810644,0,0,0,1.9263635,1.7201934,4.4223666,0,0.95226616,0,3.4803665,0.060558967,0.9417425,0,0,0,0.36535037,0,0,0,0,4.5171876,0,0.2969478,2.3695858,4.7804503,0,0,0,0,1.4521539,0,0,4.772292,14.548504,0.3328249,0.79068774,0.21146636,0,1.0370991,0.14959635,0,11.983988,0,0
16,0,0,0,0,0,0,0,0.52266693,0,0,1.5232533,2.4966369,0,1.9860682,2.2044232,1.9982271,6.4072695,0.16563112,0,0,0,2.7119043,0,2.5283003,2.0039163,2.2077796,4.7942667,1.869555,2.0374093,0,3.7974138,1.486802,0,1.0047377,0,0.44305417,4.4282417,2.9474485,2.2010326,4.4467325,0,0,2.3144171,0,0.18853354,0.88999933,4.0535526,1.1092224,5.814612,0,0,1.079453,0.468873
17,0,0,0,2.9754422,4.628449,0,0,1.7251354,0,0,2.3200927,0,0,5.173717,6.918213,1.5351168,0,0,0,0,0,0,0,0,1.4299138,0,0,1.9590292,0.15173371,0,0,0,1.3962648,0.029839307,0.449204,0,0.5421843,0,0,0,0.97117233,1.3234148,0,0,0.973097,0.94241416,0,1.7012119,0,0,3.9736335,0,0
18,2.0106325,0,0,1.9074254,0,0,0,0,0,0.061595656,0.5990851,12.767381,0,0,0,0,0,0,0,0.2201847,0,0.9489887,12.455816,0,0.28166604,0.6429098,0,1.3676885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61058927,5.4283586,0.7344299,2.9691324,1.8363495,0,0.2137167,0,0,4.5161204,0,0
19,0.4725275,0,0,2.4523509,0,0,0,0,0,0.24404444,0,0,0,5.313184,0,0,0,7.0081997,0,0.40683466,0,0,2.7520447,1.9094708,0,8.830979,0,0.54198253,0,0,0,4.2726755,0,0,4.0926967,0,4.2137504,0,1.5163689,5.8740535,0,0,3.557855,8.523333,0,0,0,1.0427091,0,0,0,0,0
20,0,0,0,0,0,0,2.3913426,0,0,0.20534357,0,8.223973,0,2.8294387,0.32596615,2.7958417,0,0,5.0689874,1.1615702,0,2.61505,1.4912755,0,1.3291918,0,4.8621383,2.1929905,0,6.0681396,0,0.3611004,2.4671972,2.0859973,0,1.7988343,1.8218514,3.6415582,0,0,1.8591892,0.74530935,0,1.2748533,2.7259443,0,6.8154216,0,2.318848,0,0,1.0114167,0
21,4.353285,0,0.7785966,0,0,1.0766273,0,0,0,0.40627506,0,0,0.42716333,3.2203245,0,0,0.05832595,0,0,0,0,0,0,1.9262561,1.0062613,0,1.0237765,6.2727666,0,4.0025682,1.1738725,1.7802778,0,0.9612432,2.4465773,0,5.820965,0,1.854051,0,0.8397342,0,5.5236387,0,0,0,0,0,0,0,10.579806,0,0
22,0.82712644,0,1.4429272,0,8.489644,0,0.6004495,0,1.273933,0,0,1.2068121,0.5783735,7.6536736,0,0,0.4040343,1.6338781,0,0.5408924,0,3.4524639,0,4.2935834,2.5978806,7.230841,0,8.492328,0,2.1805556,0.34879023,0,2.0521226,2.755407,0,0,0,0,0,0,1.7069898,0,3.2908344,7.591462,2.7032359,2.6395204,0,0.9973996,0,0,0.38559872,0,0
23,0,0.30509344,0.27117363,0,0,0,0,0,0,0,0,0.5380849,0,2.890306,0,0,0.2506533,0,0,0.4326884,0.4286853,0,0,0,0,2.6231263,3.5091975,0.14816363,2.6273274,0,1.3847578,0,1.4723743,3.2984877,0,0,0,0,1.3153198,0,0,1.5790706,2.1283014,3.6696947,0.2488841,0,0,0,0,0,9.036616,0,0
24,4.948138,0.25537837,0,0,16.287544,1.2559526,0,0,0,0,2.2468657,0,0,8.098703,0,0,0,0,0,0,0,0,7.362999,0,0,7.8396645,0,9.12331,0,0,0,0,1.5208206,2.0675378,0,0,0,1.7820983,0.80852944,0,0,0.3246422,7.5396256,0,0.9086004,2.7011752,0,0,0,2.0926268,3.840558,0,3.201014
25,1.6115205,0.083948575,0,0,0,0,0,1.7958481,0,0.4916748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0063393,0,0,0,0,1.1245604,0,0,0.91939694,0,0,0.4493059,3.5271335,0,0,0,4.334463,3.7162504,0,3.5587046,0.9740761,0.49959287,0,0,4.8347707,4.5318766,0,0,6.546019
26,0,0.07293045,1.4414978,0,0,0,0,2.375644,0,0,0,0,1.3293378,6.826763,3.169031,0,0,0,0,0,1.6737245,2.4591768,0,0,0,0,0,0,0,0,0,0,0,0,5.1422677,0,0,0.5619248,0.26225293,4.931191,0,0,0,0,0,0,0,0,0,0,0,0,0.7745275
27,0,0.042385105,7.8140054,0.21706924,0,0,0,0,0,0,17.7871,0,13.650929,0,13.462622,0,0,0,0,1.9879501,1.6777086,0.20027937,0,0,0,0,13.102858,0,13.12044,0,0,0,0,0,21.355282,0,9.613509,1.043552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0.46311402,0,0,27.912548,0,0,0,0,0.027572598,2.4615667,0,0,0,11.458745,0,0,0,0,1.0079805,0,9.241815,11.94798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,1.002077,0,0,0,2.6125689,7.6053658,0,0,0.63909763,0,0,0,0,5.6810617,3.9556828,0,5.749657,0.37274715,3.5427527,0,0.32894596,0,0,0,0,0,13.37686,0,0,0.26244462,0,0,15.761163,3.0557742,0,7.153704,0,12.1368265,0,0,0,0,0.26038605,0.79999465,0,0,0,0,2.2044613,0,0
30,0,0,0,9.074178,0,1.0616581,6.2694674,0,3.4854984,0,0,12.305334,0,0,0,0,5.4404016,0,0,0,0,0,0,0,2.1467648,0,0,0,0,0,0,0,1.0176944,0.83744574,0,0,0,7.8843255,0,0,0,0,1.1955179,0,1.0873885,0,4.4896073,0.49635136,0,0.42230758,0,1.3299197,0
31,0,0.19119872,2.8123152,0,23.629461,3.4767885,0,0,0.72457665,0,0,0.19329658,0,0,2.1733398,0,0.14892405,4.8874445,0,0,0,0,0,0,0.042754725,2.468544,0,7.469915,0,10.729875,0,0,0,0,1.821259,1.9295765,0,1.9083234,0,3.5476198,5.8903613,0,0,0,0,0.36995453,5.940903,0.8129252,9.564722,9.007815,5.8022094,2.5340223,3.3322196
32,0,0.27404177,1.6985823,0,0,0,3.4874806,0.3023166,0,0,0,0,0.29351205,3.0705097,2.3366282,5.5525346,1.5395303,0,0,1.6811101,0.31170428,0,0,1.3557361,1.4022752,1.883338,8.319342,0,0,0,2.6910691,1.5334498,0,0,1.1272777,0.91224396,2.9130697,0,0,2.13499,5.420279,1.1897714,0,0.7189255,0.031366505,0,0,0,0.5834706,0,0,0,7.9615436
33,0,0,0.42307043,3.7475345,0,0.60082567,0,0,0,0.14036223,0,0,1.9359807,0.47197214,0,0,0,5.280851,1.2878978,0,0,0,1.4430815,2.7877772,0.6163401,5.0953283,3.0567229,0,0,6.9267735,3.1963542,0,0,0,4.1679707,0.3926232,10.050229,3.6539512,0,5.459127,1.3806828,0,0.05544683,0.576243,0,2.6143527,10.181239,1.0858501,3.3503995,0,0,2.9615784,0
34,0,0.32603446,0,0,0.82723176,0,2.2216675,0,0,0,9.434548,0.25858667,9.578704,0,0.5136169,0,0,9.877584,5.8873844,0,1.8160952,0,0,6.0923715,1.2405838,0,18.025244,0,0,1.0434866,5.9802165,1.1323462,0,0,0,0,1.6114057,3.7689407,0.98791164,0,0,0,0,0,0,0.07808326,0,0,6.6832943,1.5612301,0,1.5880213,5.3307524
35,0.90325534,0.06733616,5.7820187,5.8646727,36.43294,0,0,1.0339754,9.214997,0.21278544,0,5.707401,9.910827,0,0,2.7289283,2.0044127,0,0,0,2.1014466,1.8718328,3.8913414,2.1139913,0,4.9144907,8.49567,0,0,5.6229787,5.6567407,4.6061273,3.953235,0,6.6161304,0,0,0,0,0,0,1.4930602,0,0,0,0.35781717,13.212862,3.904863,9.951982,2.001833,0,0.80865055,0
36,0,0,3.1441066,4.391718,0,0.46673426,3.009658,0,0,0,0,2.8042655,0.0890977,0,0,0.9449992,0.5895057,1.0913523,2.1984482,2.223564,0,0,2.0145617,3.3387234,1.3295225,0,0,5.008579,5.316532,1.2052262,8.6757145,0,0,0,0,3.1059875,0,10.209345,0,4.0219083,1.4729128,0,0,0,0.57901007,1.6980908,8.390884,0.28116688,1.7424756,5.3384557,0,2.8172686,0
37,0,0.75695884,0,3.518662,0,1.3519142,2.26444,3.226138,0,0.12746646,10.089622,0,0,3.5902114,3.684866,0.27399048,2.3953693,0,0,0,0,0,0,4.6375513,0,4.305965,0,0,2.2180638,0.1110853,6.2565336,0,0.23553412,0,5.7538314,0.4083508,0,0,0.9615153,5.9731708,0,0,0,0,0.006222269,0,7.5140395,2.2519374,0,4.892575,0,0.88322276,10.031538
38,0.07080255,0,1.5298359,0,0,0,0.9973829,0.75821495,5.340002,0.6693669,5.139521,0,0,0,0,0.2393194,0.44775525,0,15.66887,0,1.6213622,4.2474375,7.8427196,1.0957334,0.6270806,0,0,2.0093362,0,8.68166,0,1.3525226,0.24754608,0,4.737459,0,6.64732,3.906788,0,2.307668,0,0,0.5766906,0,0.34608948,0.44664788,8.06347,1.5221756,0,2.6676197,1.5724227,0.912403,0
39,0,0.045452606,0,0,0,0,0.373189,0.32934445,2.7676237,0,2.0556607,7.556146,0,11.237307,0,0.47916338,0,0,0,0,0,0,0,0,0,0,0,8.074377,0,3.0703547,5.0301347,0,0.9512055,0.12274592,3.9407213,2.2623346,0.037123278,1.0336529,5.2805605,0,2.248326,0.63276845,0,2.9951859,0,0,0,0.108603805,5.489948,0,2.2159805,2.0687945,0
40,1.2326666,0,0.41920802,3.1015408,31.159506,3.262453,0.38309368,3.3084583,4.383004,0,1.3879521,1.140278,0,0,3.2647738,1.6783149,4.0315657,11.845093,0,0,0,0,0,0,0,0,0,2.185352,0,1.8055608,0,0.059286963,1.338789,1.7132897,0,0,5.266391,3.8022454,0.657785,0.4179466,3.0467057,0,0,0,0,0.5947183,4.0800185,1.5424387,1.9219197,0.4467221,0,3.011805,0
41,0.75845015,0,0,0,7.8119116,0,0,0,0,0.5779815,0,0,0,0.5128902,0,0,0,0.17783761,0,0,0,0,0,0.83981234,0,3.3249805,0,1.161953,0,0,0,0,0,0.91585135,0,0,0,5.314929,0.8730063,1.4168494,5.426937,0,0,6.7774014,1.4618062,0,6.285469,0,0.21166871,0,0,0.9205085,0.4910035
42,0,0,1.3569468,0,17.291119,0,2.106343,0,0,0,0,0,0,0,0,0,0,2.0240407,0.6228308,0,2.1687286,0,0,0,0,0,0,0,0,0,1.4499846,1.8063276,0,0,0,2.8661597,1.0844226,2.9736705,0,0,0,0,0,5.6032643,0.2079125,0.54480356,0,0,0,0,8.037654,0,0
43,0,0.1195393,0,0.668892,0,0,0,0,0.8240026,0.020664046,0,1.173407,0,0,0,0,0,1.8068143,0,1.031112,0,0,0,0,0.29881835,2.2963896,0,3.474613,2.2244542,0,0,0,1.7219099,1.5867704,0,0,0,0,0.46476394,0,0,0.29175317,0,0,0.7740245,0.32794553,0,0,0,0,7.4628577,1.2865517,0
44,0,0.18356879,5.2837605,3.6495273,0,2.838478,0,0,1.4702772,0,0,0,5.425379,0,2.199454,5.819684,0,3.7709284,0,0,2.188355,0.3620786,1.7780185,0,0,0,18.189995,2.6746097,1.4365785,4.3422084,5.917821,0,0,0,0,1.6739565,0,4.46127,1.224594,1.1029838,0.81600666,1.4703186,1.7783206,0,0.5675299,1.5231223,5.8093843,0,3.3597457,2.2831311,0,0.8832846,5.728108
45,0,0.06791927,1.1141877,0,4.5569687,0.34235775,0,0,0,0,6.1146483,3.5831943,0,0,0,0,2.7346365,7.0071354,0,0.13776946,0,4.458291,0.79411876,1.4606582,2.3912997,2.380537,0,0,0.74210817,0.51335263,2.1415174,0,1.6118207,0,0,0,2.0591872,2.7329938,1.0086542,4.20005,0,0,4.9365172,0,0,1.4893731,0,0,0.010775732,6.9612556,0,0.7560749,0
46,0,0.057022505,0,3.5129995,32.63859,0.75190467,3.691758,0,0,0,0,0,0.36377794,0,0,0,0,0,0,1.1692561,0,0,1.4002206,1.7258772,1.3271877,0.43039066,0,0,0,0,4.976426,0,0,1.8505019,6.7582097,3.3443394,3.820095,0,0,6.7326775,0,0,0,0,0,0,7.4362473,0,0,0,0,1.5753158,6.9053164
47,0,0.28610176,0,13.527942,0,0,0,2.4756393,1.8390505,0.9135467,0,0,2.7927248,0,2.5553575,0,0,0.30330577,0,0.3381454,0,2.3044488,2.5675912,1.2610012,0,0,8.785905,0,6.22794,9.608346,4.9675922,0,0,0,5.1862884,0.08195126,0,0,0.936391,0,0.12001652,1.184124,0,2.3120134,0.38843468,0,5.459672,0,5.5012445,2.5337226,0,5.3019133,0
48,2.9972255,0,0,0,0,0,1.1274344,0.33590668,7.4655895,0,1.1105968,0.02186261,2.6229322,0,0.033737168,0,0,0,0,0,0,1.2633165,6.4532666,2.1316416,1.349555,0,0,2.5015073,0,2.0676167,2.9957042,0,0,1.4477236,4.0011806,0.5810052,7.385008,0.97136784,0,0,0.9148448,0,0,0,0,0,3.9604475,0.17652132,1.8873909,0,0,3.340668,1.3938731
49,0,0.01078659,0,0,0,0.0740582,0,5.1890516,6.5765896,0.73236334,0,2.645958,0,5.431447,0,3.1136382,4.2575307,0,0,0,0,1.2153817,0,0.94114286,0,6.028286,0,5.4926558,0,0,0,0,1.0139877,2.915646,0,0,0,0,0,1.2194744,1.2771378,0,1.9446564,0,0,0,0,0.6593873,0,2.5808873,0,0,2.4626894
50,0,0.25545785,0,0,5.513486,4.1490803,0,1.8592025,3.8543823,0,3.410657,0,14.018861,0,6.5747075,2.5592606,4.47395,0,4.0407066,0,0.69147825,0,1.4251659,0,0,0,0,0,0,11.046894,4.6020036,2.2337017,0.7390154,0,2.1873217,3.9428205,4.7305913,4.767766,0.31730112,1.4033914,1.5644125,2.326954,1.5970029,0,0.8016515,0,0,0,0,0,0,1.9109355,5.842138
51,1.1887958,0,0,3.8035657,0,0,0,0.8701507,0,0.06713779,4.240205,0.97619087,0,3.6586418,1.1932847,0,0,0.36529896,0,1.6575158,0,0,0,0.76851,0,0,0,0.2109807,4.245289,4.2385235,2.092666,0,0,0,4.0977826,0,0,0,1.4776944,2.1155384,0,0,0,3.0192983,0,0.96604615,4.857885,0.91934735,1.6030076,1.1528382,0,0,0
52,0.028984044,0.1311093,0,0.27066293,0,1.4022405,0,0,4.2280307,0,0.9280145,0,1.2887536,0,0,1.1691922,0,7.5544724,0,1.0752136,0,3.0215936,7.614947,0,0.7588614,0,2.4194453,3.598383,4.478844,9.161208,2.4302297,2.6074119,0,0,8.344403,1.258421,1.7984947,3.5486798,0,4.020362,0.48306873,0,0.64232916,0.4488169,1.4658703,0,5.7832756,0.6474163,2.367647,2.1135223,0,2.7682886,0
53,0.5922162,0,2.0235507,0,0,0,0,0,0,0,0,0,0,0,0,0,3.032012,5.85901,0,0,0,0,0,0,1.7346762,0,0,0,3.4206975,0,0,0,0,0.9526131,0,0.88622,2.0850477,6.546841,0,0,0.37601823,0,3.1590075,0,0,1.9020255,0,0,2.0610135,5.2778473,0,1.0858029,0
54,3.1897764,0.0495226,0.76945025,0,0,0,0,0,0,0,0,0,0,0.3766091,0,0,0.9139083,0,3.1464095,0,1.3545643,0,0,0,0.3589578,0,6.688805,0,0,2.0146217,2.3762734,1.2099466,0.2412195,0,0,2.4771552,0,2.487932,0,1.6944597,3.0173903,0.5997262,0,3.0285764,4.4684095,0,0,0,0,0,0,0,0
55,0,0.27696288,1.163238,0,0,2.2798712,0,0,1.0966448,0.26575667,0,0,0,0,0,0,0,0,1.3252091,0,0.6721187,5.1802874,6.669009,1.6353159,0,9.841838,7.5769024,5.3552957,0,0,3.1882973,0.49875548,0,0,0,0,3.0425532,0,0.8278197,1.0867225,0,0.75628936,0,0,0,0,6.4773993,0,4.011414,1.2783911,2.3109934,0.38202164,1.0408306
56,0,0.6515917,0,0,0,0,0,0,0,0.15251908,3.0149481,0,4.429468,1.8683702,1.699965,2.975214,8.325846,0,0,0,0,0,1.8390934,0,0,0,0,0,0,2.707788,4.1275983,0,0,0,0,0.20943156,0,5.107467,0,0,2.307595,0,0,0,0,0,0,0,0.06559566,0,0,0,0
57,0,0.13904995,4.6172466,0,5.5489926,0,4.031314,0,0,0,9.672539,0,12.677327,11.818516,4.1138353,0,1.6816908,0,6.40064,0,0,0,0,0.85410285,0,0,8.827839,0,1.032575,0,0.9717665,0,0,0,0,0,3.6035135,8.164233,0,0.97144747,0,0,0.09659811,0,0,0,0,0,0,1.5839195,8.012667,0,0
58,9.092117,0,0,0,11.630216,0,0,0,0,0,0,0,0,1.5708297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.633345,0,0,0,0,0.07545609,0,0,0,0,0,0,0,0.19756646,11.432829,1.6461167,0,0,0,0,0,0,8.247338,0,0
59,7.713268,0.2389407,0,0,0,0,0,0,0,1.8969139,0,12.786157,0,7.7342753,0,0,0,0,0,0,0,8.216404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.088379,1.5259752,0,0,0,0,0,0,0,0,0
60,0,0.1962676,0,0,13.362134,0,2.4949996,1.1263732,0,0.2691507,0,0,1.8469253,0,0,0,0.6742561,0,0,0,0,0,0,0,2.0401149,0,0,3.7872663,0,0,0,0.14564875,3.1968663,3.4946992,0,0,0,5.2136374,0.65816325,6.6864023,3.6942847,0,0,3.35243,0.9667788,0.82862175,0,0.4949669,0,0,4.7323246,0,4.9242873
61,0,0,0,0,0.48489255,0,0,0,0,0,0,0,0,0,1.3990413,0,0,3.814628,7.2958283,0.34522188,0,0.6979889,0.036907192,0,0,1.211711,3.8083332,3.772831,0,0,0,0.035343908,0,0,0,0,0,0,1.3469797,0,3.340254,0.002423214,2.470019,4.4066067,2.688596,0,0,0,0.16859943,0,5.0990567,0,0
62,3.2586384,0,0,0,0,0,0,0,0,0,0,9.105398,0,3.1258848,3.488941,0,0,0,0,0,0,0,0,0,0.88879216,8.032852,0,7.165773,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3724207,0.52401507,3.9710412,0,0,0,0,0,0,8.928631,0,0
63,0,0,0,4.82091,0,0,0,0.38020983,7.6956925,0.093557395,0,0.58572936,0,15.923689,0,0,0,0,0,1.1720811,0.9062005,0,3.2787442,0,0,2.5715728,0,0,0,0,0,0,1.6662922,2.7926695,0,0,0,0,0,0,0,2.3940418,4.0041037,7.392557,2.7217922,0,0,3.9691355,0,0.31791162,0,1.6347171,0
64,0,0,0,0,0,2.1473706,0,0,0,0,0,0,0.7309285,0,11.947424,0,1.1211684,0.53715384,0,0,0.76106083,0,0,0,2.7867665,0,0,7.2312355,0,5.183687,0,0,1.0215532,0,1.9293469,1.1920388,0,0,0,0,7.0780025,0,0.6683637,0,0,1.3532394,3.1387854,0,5.5767107,0,2.37883,0.012268955,2.6027305
65,0,0,2.3018022,2.8984141,0,1.2962253,0,0.06368403,0,0,8.103018,0,10.116474,0,0,0,0,0,0,0.46366993,0,0,0,0.2628496,0.3011274,1.5588391,2.1143465,0,0,3.2589462,5.673658,2.9312315,0.96831435,0,0,2.9265032,0,9.074514,0,0.67294246,0,0,0,0,0,0.27720115,3.050027,0.21138097,2.2463715,7.946507,0,0,0.3345929
66,4.898187,0,0,0,3.9801152,0,0,0.3300553,5.965149,1.0822062,0,0,0,6.960496,0,0.80744386,0,5.5338435,0,0.7613483,0.0929681,0,6.3936214,4.621889,0,0,0,0,3.780542,0,0,0,0,0.24280165,0,0.44935763,3.1566248,0,1.5880256,0.22964403,0,1.4234562,0,2.0696468,0.3966725,0,0,0,0,0,1.5500088,0,1.5702901
67,4.0892572,0,0,0,5.7423944,0,0,0,0,0.43397057,0,26.481684,0,15.067207,0,0.08172496,0,0,0,0,3.8112898,0,1.3336984,2.0442564,0,0,0,0,0,0,0,0,3.8928378,1.3389902,0,0,0,0,0,0,0,1.3793404,5.308816,7.731796,0,0,0,0,0,0,3.5444288,0,0
68,0,0,0,4.2478113,0,0.5714074,0,0,5.792952,0,0,2.25519,0,0,0,0,0,5.427569,0,0,0.3869346,0,4.356418,2.8043532,0,7.171418,2.0527472,7.3433375,0,4.912357,2.1724577,0,0.04795731,1.5057986,0,1.4172637,6.7191944,1.1975751,0,0,0,4.8327127,0,0,1.663555,1.6403074,0,1.0921456,5.427073,0,2.655426,0,0.89159024
69,0,0,0,0.7242218,0,0,2.6892588,0.48583323,0,0,1.4459978,0,0,0,0,0,0,0,3.5482397,1.0071487,0,6.0297008,2.4913309,0,0.80028474,0,0,7.190558,0.91270715,7.9908924,0.5129174,0,0,0,2.5853188,9.673784,1.383085,0,0,0,0.9743276,22.900375,0,0,0,6.9891624,0,3.0258858,1.2838681,0.8734612,3.342,0.7100647,1.7651684
70,0,0,3.6468742,0.9571519,0,0.6871678,0,0,0,0,2.7398074,0,5.215688,0,3.1289914,0,1.0398018,2.101665,0,0,0.6104491,1.8612381,0,0,3.300907,2.8127427,0,2.8180954,0,0,4.7321744,1.918009,0,2.6443665,0.60601264,3.5689657,1.0460176,0,4.008461,0.5599917,2.6140432,11.712968,4.117138,6.2607784,2.0283992,8.332782,11.344062,3.1998463,0,0,0.9565193,1.4878742,0
