x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052
330,0.1644852,0.13125291,0,0,0,0,0,0.5743671,0,0,2.5000763,0,0.21050808,2.5868454,4.1557655,0,4.216736,0,7.2347603,0.39151582,2.0579739,0,4.6746593,4.3988934,0,0,0,2.461859,5.6465826,3.0142179,0,0,0,0,2.5586007,0,1.3306432,3.0217686,0.73678154,0,1.3335963,0,0,0,0,0,0,0,0,0,12.804254,0,0
331,3.6205676,0,2.556466,2.1320906,0,2.0540526,0,0,0,0,8.142851,0,0,0,0,0,0.19499725,3.3997009,0,0,0,0,0,0,1.8137139,0,0,5.1518955,3.9575205,14.852333,7.2348075,0,0,0,0,0,3.1503258,6.689517,0.30164382,4.4981604,0,0,0,0,0,0,0,0,0,0,3.7102022,1.5481278,0
332,0,0,0,0,0,0,3.279974,0,2.2405386,0,0,0,0,2.8885622,0,0,0,0,1.4736371,0.06505288,0,0,0,0,0.013674432,0,9.281285,0,0,0,0,0.4157285,0,2.3254344,0,0.8571683,0,8.153413,1.1274338,0,0,0.56877315,0,0,0.42487207,2.251289,0,0,4.3428235,4.312655,0,0.07697619,0.83090514
333,0,0,0.22644338,4.5364428,0,0,3.0582268,1.429136,1.0040722,0,4.3121433,0,9.9002075,0,13.602242,0.65378416,3.289153,14.843386,0.4928265,1.1364862,2.013274,3.119465,2.8606904,9.884128,0.6505831,0,0,0,6.484001,6.0136213,5.124524,0,0,0,10.408015,2.7090063,1.7069271,4.9662085,0,2.2801914,1.5801187,0,0,0,0,0,9.431173,1.7004591,5.692663,0,0,4.7788243,0
334,0,0,3.4785445,1.0385894,0,0,0.27179545,0,0,0.40181923,2.9070332,3.4266553,0,0,3.676716,5.7872796,0,2.2395747,0,1.6176391,0.10343957,0,0,0,0.42798355,1.1714823,8.82513,0,0,0,3.9462159,2.7970355,0,0,8.337067,1.8240166,2.7711186,6.885999,0,3.9870684,0,0,0,0,0,1.0752598,8.148362,0,0.87146837,4.1911464,0,1.6512743,2.2777574
335,0,0.02014535,0.14045891,0,0,0,1.0549133,4.3240137,0,0,3.3688877,0,0,0,0,0,3.1547492,11.447638,0,0,0.6028316,0.06937217,0.1885629,1.1608926,1.4671783,0,1.3679482,8.197594,0,0,0,2.4063854,1.3381922,0,0,2.3977962,7.0844297,0,0,8.101716,0,0,0,0,3.5599189,0,2.815466,0.078683555,0,4.041253,0,0.5106312,1.6103487
336,0,0,0,0.21838461,0,1.4532014,0,0,0,0.08963172,0.7866837,0,3.6656656,0,7.601657,1.0290406,0,0,3.9987907,0,0.7756654,6.7927804,0.61682886,0,0,0,1.8471154,0,3.1167014,5.726856,1.5501938,0,0.20356336,0,3.434832,1.2465868,0,6.9604607,0,5.02553,4.9655657,0,0,0.15764317,0,2.3207033,2.6115403,0.7245859,4.5630045,0,0,0.24504459,9.516737
337,0,0.52263796,0,1.9002082,8.791036,0,2.1773162,0.9154392,0,0.7394507,0,0,0,3.3748524,0,0,6.9395533,0,0,0.27297366,0,0.024085933,0,0.07109124,0.3910426,0,0,1.750556,0,9.055662,0,0,2.4124277,0,0,0,0,4.0917625,1.8330145,0,1.170575,0.6301962,0,0,0,0,0,0.57311845,4.159558,3.031061,21.581875,0,1.9102705
338,0,0.48081475,3.6258357,0.19390708,0,0.12526742,0.35135603,2.7380946,9.073826,0,0,3.97453,0,0,0,2.33598,0.10463371,14.632177,0,0,0,0,10.004059,0,0,1.1239122,0,0,0,2.4945457,0,0,0.2889627,0,3.1077669,0.6704312,0,0.116030395,0,0,0,0.5330132,0,2.0767517,4.1184716,1.2088593,0,1.5051556,0,0,0,0,0
339,0,0,0.5011069,4.7900944,0,0.6727935,0,4.007712,1.3442897,0,0,0,0,0,1.2018284,0,0,0,0,2.040614,0.039647415,0,0,0,2.196439,0,0.74049854,0,0,0,0,0.03028482,0.02085303,0.8596721,2.4959123,0,0,0,0,5.146142,0,0,2.6959946,0,0,0,9.987601,0,0,0,0.1820032,0,0
340,2.2312047,0,0,1.410949,0,0.8385198,1.6447957,0.13084336,0,0,3.177639,9.432394,0,9.44621,0,0,0,4.019227,0,0,0,0,0,5.807366,0,9.00861,0,0.7919464,0,0,0,0,0.21180145,0,0,0,0,0,1.1713669,0,0,1.2604742,9.417944,2.5443964,1.5915687,0,0,1.9321257,0,0.45486286,2.7465367,4.2698116,0
341,0.21313053,0.32968107,0,0,11.382655,0.31814477,1.241094,3.3250368,1.4440626,0,0,0,0,0,0,3.9940412,0.49499324,0,0,0.50140655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5975714,0,0,0,0,1.7666618,6.0037737,1.5248388,3.7878582
342,0,0,0,0,0,0,0,0.6733712,0,0.38351145,0,22.462416,0,19.100424,0,0,0,0,0,0,1.2743506,4.654937,0,2.056094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3189511,11.72452,1.2573961,1.1561259,0.424505,5.4555554,0.27225694,0.3499523,0.57169974,0,0,0
343,0,0,0,1.5417138,0,0.77327293,0,0.5464178,0.789653,0,3.0925562,0,1.0913941,0,0,0,0,0,0,3.081896,0.80894804,0,0,0,2.6958325,0,5.7507896,10.723705,0,0,4.6502995,0,0,2.3880754,0,1.1596333,0,0,1.0553564,0.068036534,8.671927,0.3516801,0,0,1.7682503,0.10333255,0,0,0,0,3.2984533,0.76079315,0.30773732
344,0,0,0,1.5305576,0,0,0,0,4.4186273,0.017440114,0,0,3.0418394,0,4.3188014,0,0,0.4979798,0,0,0.4168114,0.24056564,4.522085,0,2.375726,4.3461967,1.9772708,0,1.732973,0,0,1.3032157,0,1.0909722,3.9714625,1.0176882,3.8290496,0.50069433,0.69351155,2.456597,1.8867552,1.5428667,0,0,3.1190507,0.8877105,3.8228216,1.0605178,0.66532093,0,1.573126,0,0
345,4.0258822,0.5632666,2.3454204,0,6.8512197,0,0,0,1.7514399,0.082436815,6.5164075,6.8381605,3.15452,6.1458006,0,0,0,4.372417,0,0,0.6303459,0,0,0.82849205,0.117169894,0,0,0,0,4.9123006,0.11600698,1.0475444,0,0,0.83149636,0,1.1805037,0.49555522,0.8150064,0,0,1.2659433,0,4.2000666,0.26346382,1.4784027,1.1290033,1.3195839,0,1.55887,2.8329828,0,0
346,1.5932801,0,0,0,0.40529355,0,0.5768668,0,2.8018785,0.8334957,6.537838,0,2.9083793,4.0023584,0,0,3.5346572,0,0,0,0,0,0,0,0,0,0.17013206,3.4406538,7.0293,0,0,2.9784205,1.5505667,1.9376326,0,0.42694753,3.9893057,0,0,0.92850876,0.53399646,0,0,4.963348,0,0,5.0494695,1.0135684,0,6.8218064,0.38896725,2.5365248,0
347,0,0,0.5316428,0,24.82749,2.635451,0,0,0,0.36039615,3.2372925,0,0,0,0,0.6483428,0,3.9264562,6.3264923,1.0475161,1.3321979,0.18490508,0,7.311372,0,1.5665244,0.000600624,0,2.3351488,3.3753645,0,1.1422628,0,0,3.2903051,0,0,0.41174003,1.329489,3.5964077,2.4124484,0,0,0,0,0,12.285641,0.20892283,1.6953837,0,0,0.7253385,0
348,1.8822418,0.7707275,5.459417,0,2.6119378,0,5.9957066,0,9.834558,0,0,0,0,0,0,5.6728835,6.820733,2.5842714,0,0,0,1.9756955,1.5549139,2.148301,0,0,8.26696,0,6.2489767,0,0,2.6800096,0,0,12.078791,0.38237172,0,16.460142,0,18.09199,0,0,4.0468955,0,0,0,13.530037,0,0,0,0,5.038946,14.104504
349,0,0,0,1.0621507,0,3.4870758,0,2.7377193,7.7401037,0.27680257,2.4404278,0,1.7296143,0,0,0,3.1155791,4.506538,4.376732,0,0,0,0,1.28123,0.4369333,2.883505,0,2.0921986,0,0.86313266,5.257693,0,0,0,6.893352,1.2059662,3.8532495,0,0.12758848,0,0,0,0,0,0,0.3089277,2.9495997,2.465232,1.5316032,3.485823,0,0,0
350,0,0,3.2754083,0,0,1.1619781,5.539329,1.5947454,0,0,0,0,9.626086,0,3.5471103,0,6.0354133,10.296298,6.127246,0.10459594,1.7144514,0,0,1.3833207,0,0,16.960419,0,3.5180964,3.296084,4.0864143,0,0,0,21.291674,1.6097152,3.5234895,13.876473,0,2.921741,0,0,0,0.23970659,0,0,7.559431,0,8.237485,0.98598045,0,3.1360772,0
351,0,0,0.43536806,0,0.53040564,0,0.28589463,0,0,0.19727658,0,2.078543,0,3.8338516,0,0,0,0,0,0,0,0,0.45091143,0,0,5.3476033,0,0,0,0,0,0,0,0,7.5452228,1.0175747,0,0,0,1.9840531,3.1421602,0,0,0,0,0,3.6972048,2.0737643,3.358406,5.2658978,0,1.0969193,0
352,0,0,1.3041265,0,17.824675,0,0,0,0.10697313,0.20032498,0,0,0,0,3.8835053,0,0.35232913,0.15037006,0,0.4008468,0,3.2610981,7.269726,0,0,0,0,2.827256,3.4075103,1.7322109,0,1.4234669,1.0927994,1.602808,0,0,0,0,0,0,0,1.8525048,5.2655883,0,0.09264432,0,0,0,0,0,0.5213539,0,0
353,0,0.19515933,4.7328424,1.8656869,0,0,0,0,1.7452327,0,4.5713716,0.5697988,6.4501905,0,9.345486,4.74413,0,0,0,0,0.11641923,0,0,1.1185428,0.822668,1.4546394,0,0,0,0,1.7573928,0,0.6347595,0.9180328,0,0,0.6643507,0,0,0.5651741,6.3080077,2.5114608,0,0,0.38343695,1.9674274,2.8375819,0,0,0,0.29672202,0,0
354,0,0.48458028,0,6.679064,11.455094,0,0,0,0,0,0,0,0.14936252,0,0,0,0,0,0,0.15180694,0,0,0,0,0,0,0,0,0,0,0,5.064298,1.2010819,3.6142075,3.536534,0,0,0,0,0,1.7132511,0.9942511,0,0,1.8652725,0.0446751,0,0,0,0,0,0,0
355,1.6925536,0.059198245,0.9379729,6.782046,0.12380003,0,0,1.1093473,6.127578,0,0.27385512,0,0,0,0,0,0,0,7.9355907,0.06441771,1.0536598,0,0,0,0.36601567,0.5337113,0,2.5152586,1.7266455,3.0911572,0.8704851,0.114183605,0.46502873,0.6280688,5.4521737,3.2159162,1.5648522,5.3558373,0,0,0,1.8788925,4.30655,4.024673,0.21981013,0,2.5593216,0,0.36214688,0.014550927,0.79046154,1.0671473,0
356,0,0.14536658,0.37148097,0,15.331018,0,0,0,0.031765595,0.57970387,0,0,0,0.8221384,0,3.441495,1.2092832,0,5.7551956,1.1620859,1.5640616,0,0,1.525345,0.19277625,0,0,0,0,0,0,0,0.7412827,2.518238,2.5607846,0,1.6751255,6.568876,0,1.2415367,0,0,0,0,2.6860232,0.03958961,7.7482243,0,6.188652,0,0,0.3655593,4.4142265
357,0,0,1.3122126,0,0,0.71669024,0,0,0,0,0,0,0,0,4.5417995,0,0,0,0.1633841,0,0,5.3096156,0,0,0,0,0,2.087247,3.4793062,0,0,0,1.8377687,0,3.9638963,1.2496463,4.189711,0,1.052288,0.44090578,3.7927914,3.4452453,0,0,1.6055648,0,0,2.9128017,0,0,7.9814634,0,6.0880632
358,0.83110255,0.54633117,0,0,0,0,0.4482777,0,0,0,3.718988,9.206088,0,8.867487,0,0,3.7596486,0,0,0,0,0,0,0,0,0,0,0.84476745,0,0,0,0,0,2.465983,0,0,4.1174574,0,0.36979264,0,0,0.57275176,4.9883604,1.8575686,0,0,0,0,0,4.284088,0,0,7.283688
359,0,0,0,0,0,0,0,0,0,0,2.6620324,0.8521789,8.032284,2.5800376,0,0,0,0,0,0,0,2.9335988,10.948121,0,0.21543343,1.3185035,0,4.2009687,0,0,0,0,0.88287723,0.25906923,0,0,0,0,1.5294892,0,0,0,0.8444265,5.6573906,0,0,0,0,0,0,0,0,0
360,9.145729,0,0,0,0,0,0,0,0,0,0,12.122663,0,0,0,0,0,0,0,0,0,3.932595,10.942975,0,2.0745406,3.4842737,5.3077865,5.32168,0,0,0,0,0,1.6294304,0,0,0,0,0,0,0,1.2820126,12.332109,5.358468,0,0,0,0,0,0,0,0,0
361,0.21243325,0,0,0,1.0367149,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8405592,0,0,0,1.0782073,2.7206461,0.21352684,2.530649,5.967743,0.022509815,0,5.929241,6.1198034,0,1.7899617,0.6620306,0,0,0,0,0,0,0,0.35358176,0.81888604,7.2505107,0,0,0,0,0,0,6.8197823,0,0
362,0,0,0,3.4511812,0,0,1.7767817,0,0,0,0,0,0,0,0,0,3.8688633,0,0,0,0.92985886,0,0,0,0.29570135,2.1519623,0,2.7815452,3.3505127,0,3.0452325,0,1.1039431,1.2158415,7.539626,2.0741432,0,0,0,0,4.0854497,0,0,0,1.3806735,2.3527374,4.662921,4.0857277,0,0,0,0.32650173,0
363,0,0.059170216,1.9425614,0,6.763623,0.100803755,1.162284,0.9629557,0,0,0.4394271,0,0,0,6.6509814,2.4083033,0,0,0,2.1550376,2.7756047,3.0008852,0,0,0,7.3514905,0.75512934,6.5044637,2.9601736,0,0,1.6350482,0,0.19715858,1.5056342,0,0,0,1.0852095,0,0,0,0,1.4652098,0,0.42808437,0,0.9723925,0,0,0,0,0
364,0,0,0,0,0,0,0.7656824,0,0,0,1.6206874,0,0,0,3.325664,0,0,0,0,1.6715745,1.6205158,0,0,0,3.3486195,0,5.017446,0,0,0,4.3612156,0,0,0,0,1.5966897,0,0,0.46220425,6.068045,0,0,0,1.9526792,0,1.7998911,9.107415,0,0,0,12.306666,0,0
365,1.7090371,0,2.0609894,1.5392323,11.110123,4.7455125,0,0.97132355,0,0.20355992,8.226859,0,9.005109,0,2.2098224,0,0,0,0,0,0,0,0,0,0,0,3.244352,0,0,13.69424,7.1496105,0,0,0,14.952249,3.1778233,0,2.190662,0.41942772,5.0556407,2.9715796,0,0,0,0,1.1567298,17.808481,0,6.4937625,1.5579191,0.77388823,0.6935426,0
366,0,0.3395908,0,0,0,0,0.47703615,0,0,0,1.8270975,0,4.49978,6.23073,0,2.9736784,8.674932,5.9840903,8.005387,0,0,0,4.7663608,6.368916,0,1.1948576,6.5582256,0,4.7051244,9.38779,0,1.944778,0,0,12.947089,0,8.428189,23.551867,0,18.27953,0,0,0,0.88342047,0,1.8530259,0,1.3399864,2.5124004,0,0,0,4.2976465
367,0,0.26664725,4.2563353,0,10.620413,3.0222785,5.632848,3.597507,6.2470584,0,7.848612,3.1117003,18.204813,0,13.435039,5.6286554,3.79296,5.787949,12.890556,0,2.49634,1.42031,0,1.0473655,0.5007942,0,11.790089,0,4.618594,0,4.14085,1.6080989,1.2063521,3.3990414,0,0.5228333,0.9765151,0,0.10216578,3.0750213,3.1275816,0,0,0,0,0,8.259365,0,17.89618,11.278744,0,4.961873,1.6316642
368,0,0.44356593,3.4221234,21.585714,0,0,4.0251226,0,1.3230517,0.73636407,1.1868379,0,0,0,6.0456743,0,4.84883,9.145003,2.4354982,0.98612845,3.5025535,0,8.417396,8.75974,0,0,8.236995,0,0,3.8092675,0,1.4477763,0,0,6.6539884,0.8338151,0,5.8726883,0,0.52025247,0,0,0,0,0,0,14.8244705,0,0,3.1002452,0,0,8.410934
369,0,0.25725156,6.4222383,0,18.197119,0.75410056,2.3544614,0,4.3119273,0,8.047017,0,14.952492,0,5.9423714,0,0,0,0,0.693586,2.253578,3.1241066,0,2.478468,0,0,0,0,0,5.0322037,5.683758,0.6683502,0,0,14.917663,0,3.6315193,0,0,2.7229633,0,0,0,0,0,0,2.788254,0,7.4327626,8.165362,0,2.004609,6.6424446
370,0,0,0.70678633,0,0,0,0.7386518,6.7382407,0,0,0,0,0,0,0,0,6.460076,0,2.3643153,0.561199,0,0,0,0,0,0.27166155,0,2.249724,1.2610439,0,0,0,1.314929,1.7898271,0,0,0,0,0.7338785,0,0,2.7838287,2.421429,6.898169,0,0.13519284,0,0,0,0,3.3132572,0,0
371,0,0,2.1927075,0,0,0,0,0,0.7475071,0,0,2.5732164,0,5.501441,5.532778,0,0,13.074242,0,0,0,0,0,0,1.4128875,0.808838,0,4.4317884,6.1371503,1.5967532,0,0,1.8640596,0,0,0,0,0,2.445369,8.056185,0,0,7.589148,0,2.4352472,0,9.909389,1.2281297,0,0,0,2.0733898,8.319185
372,0.7932345,0.53654015,0,0,0,0,0,0,2.9135573,0.18356626,10.278731,2.444316,0,3.472412,0.45147112,0,0,0,0,0.4985806,0,0.9180867,1.0621613,0,2.217422,5.265348,0,0,2.5164557,0,0,0,0,1.317402,0,0,0,6.5114403,0,1.1899316,0,0.9135347,0,7.2960334,0,0.6182556,0,0.37215558,0,0.8003391,2.1231112,0,0.07520518
373,0,0,0,0.528496,0,0,0,0.2801639,0.2429431,0.5481121,0.43211433,0,0.18182981,0,0,4.2984796,2.2320116,0,5.393889,0.0143674,0,2.3156264,0,0,0.74281114,3.9841967,0,0,0,3.1549582,4.852045,0,0,0.5744166,0,1.929713,0,6.1622896,0,6.809374,0,0.6902115,0,0,0.28625986,1.9856712,5.4288054,0.42230093,0,2.793032,0,0,2.9981236
374,0,0,0,2.7658372,14.4471035,1.2199379,1.5466137,0,0,0.4400234,0,0,0,0,0,0,0.010568298,0,0,0.11350391,0.5821143,0,0,0,2.5841444,0,20.245855,8.133926,0,13.3604145,5.276377,0.7615343,0.38860598,0,0,0,0,0,0.14626434,3.9540732,3.0463867,0.41156536,7.056594,0,1.2816337,0,0,1.8523161,0,1.029065,0,0,0
375,0,0,0.65224195,0,20.774748,0,0.24334098,0.29383984,0,0.15735912,0,7.3965497,0,0,2.2351165,0,4.806388,0,0,1.4331979,0,0,0,0,0,1.0149571,0.6275679,0.00276948,0,0,5.927514,0.7448226,0,3.19683,0,1.9900726,2.7286475,0,1.0903964,0,1.0614774,1.0107199,0,0,0,0,0,0,0,0,3.94154,0,0
376,0,0,2.219558,0,0,0,0,0,0,0.4132031,0,5.970388,0,3.7288516,0,2.8544106,0,0,0,0,0.64123213,4.437764,0,0,1.7662461,2.5977159,0,0,0,0,0,3.3750842,0,0,2.3059242,1.5145111,0,0,0,0,0,1.3140128,5.48421,4.3701086,0,0,0,0,0,0,13.43028,0,1.2571555
377,0,0,0,0,0,1.7919674,0.042828433,0.62965244,0,0.35496378,0,9.252199,1.0394275,0,0,0,0,0,0.35442454,0.50605446,0,0,0,0,0.5627421,0,0,2.7710087,1.1762478,5.625857,4.8973145,0,1.0819012,1.1313457,0,1.0568672,3.4781456,0,0.24304248,3.3873434,0,0,0,4.455882,3.9174786,0,0,1.5775694,0,0,0,1.9879128,11.51627
378,0,0.08648384,0,0,0,0,0,0.8434377,2.628729,0.31291884,0,0,12.065402,1.030482,0,0,0,1.632752,0,0,0,0,0,0,2.7293525,4.388833,6.94232,0.29708624,0,6.0006213,3.95881,0,0,0,0,1.3378291,2.528364,0,3.5905113,2.320065,2.0087593,0,0,1.030808,0,0,0,0.31335625,5.062783,3.988583,0,0,0
379,1.9077511,0,0.03878578,0,22.948807,0,0,3.0178092,2.648101,0,0,0.86982715,0,0,0,0,0,0,0,0.2785715,0.92514884,1.370243,2.0814612,0.64340395,0,0,0.8075526,0,1.7110274,0,0,0,0,3.1297326,0,0,0,6.515036,0,1.894914,2.971171,0.4173283,0,1.2672985,0,0.59339726,3.386702,0,1.4305054,0,0,0,0
380,3.2571032,0,0,7.552059,0,3.6082294,0,1.2061144,0,0,2.1727927,0,0,2.1461458,6.2463765,0,1.0832015,11.286065,2.7758296,0.044872336,0,1.172487,11.804195,0,1.0990282,0,0,0,0,6.168023,0,0,3.266091,0,0,0,0,2.9539344,0,0,2.3202374,0,2.0187147,0,1.5018348,2.1262615,6.7546844,0.08856451,8.709316,13.4689665,0,4.719668,8.170918
381,0.9938053,0,0,0.9935724,0,0.25213364,3.3449779,0,0,0,0,0,0,1.8901674,0,0,0,3.9597259,0,0,0,0.84059525,0,0,0,5.187809,9.83354,6.340077,1.1536787,3.8449318,4.4536567,0,0,1.5895296,0.23663776,0,0,0,0,0,1.104311,0.95388705,2.0523095,0,1.000691,0,0,0.42510957,0,0,1.4942384,0,0
382,2.485462,0,0,3.6351767,0,0,0,0,5.096244,0,0,0,0,4.3922415,0,0,0,1.5846224,0,0.6233607,0.013108682,0,0,4.248456,0,5.0470004,0,0,0,0,0,0,2.5468593,0,0,0,0,0,0,0,6.0674496,3.3135703,0,0,0,0.36918354,0,0,0,0,0.59841496,0,0
383,0.54260844,0,0,1.8657492,0,0,8.290727,0,3.2091095,0,0,5.338061,0,0,0,14.148262,8.88832,12.369664,0,0,0.99694806,0,0,5.3231964,0,2.1854527,0,0,2.4625022,0.3675748,0,2.188271,0,0.99221534,4.7088304,0.2754941,0,8.650675,0,3.6294332,0.90006006,0,0,0.49290186,0,0,9.401728,0.21047845,4.0081253,10.92739,0,3.6868885,12.65305
384,1.7046576,0.109700784,1.0475373,0,0,3.5270662,0,0,0,0,3.3105903,0,16.224655,0,9.143278,0,0,4.6140213,2.3868785,0,0,0,4.059084,0.7184679,0,0,0,0,0,0,3.9377599,0,0,0,6.0962687,1.328473,1.6324683,2.609107,0,9.868322,0,0,0,0,0,0,6.5581107,0,1.1504431,0,0,1.4943465,0
385,0,0.78354424,0,5.498832,0,0,0,0,0,0,4.089147,0,0,0,0,0,3.178565,0,3.707617,0,0,4.2752075,1.0807879,0,1.1090273,1.9210045,0,0,0,0,0,0,0,0,1.7615792,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0814033,6.5338244,1.2488889,0,0
386,1.9687384,0.021902971,0,0,0,0,0,0,0,0,0,14.192614,0,8.467095,0,0,0,0,0,0,0.3732812,0,3.3198667,0,0,5.8766437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6240476,7.3675013,4.4701385,0,0,0,0,0,0,5.676131,0,0
387,0.36286104,0,0,0,0,0,0,0,0,0.55308914,0,8.432168,0,10.740591,0,0,0,0,0,0,0,0,0,0,0,0.39544082,0,0,0,0,0,0,0,0.45824775,0,0,0,0,1.4389887,0,0,0,0.06508301,6.300378,0,0,0,0,0.557514,0,6.3421483,0,0
388,0.79840654,0,0.50665617,0,0,1.1121442,0,0,2.4676285,0,0,0,0,0,3.9061184,0,0,0,0,0,0,0,0,0,2.7826862,0,0,1.4825233,0,0,0,0,0,0,0,4.017758,0,0,0,0,0,0,0,0,0,0,3.3282201,0,0,0,0,0,1.2583705
389,0,0.07029887,0,0,1.022285,0,0,0,3.4856112,0.4637941,9.109325,3.0817194,0,0,1.1942896,0,0,0,0,2.0697377,0,0,0,0,0.0522746,2.0925736,0,4.137744,0,0,0,0.25652927,0.972682,2.8320417,2.2494755,0.34475884,0,0,1.5826737,2.904735,5.949479,0.42017484,0,0,0.9370366,0,0,0,0,0,0.5223027,0,0
390,0,0.108739495,0,4.5692177,0,0,1.3832896,0,0,0.3958111,0,0,0,0,0,3.2201993,0,0,0,0,0.12901811,6.017313,1.9513896,0,1.388605,1.5203632,11.2371025,2.0707986,0,0.4292387,2.1209106,0,1.9666408,2.4490643,0,0.17534885,0,4.9377017,0.15354893,0,2.1156723,0.38807178,0,1.2407781,0,0,0.10475766,0,0,0,0,0,0
391,1.9093697,0,0.52992827,0,0,0,0,0,2.3050506,0,1.8598822,5.227122,1.184675,0,15.436049,0,2.4409528,0,0,0,0,1.6122856,4.444797,0,0,0,0,0,0,0,0,1.1863,0.7575454,0.26876578,0,1.1241833,0,0,0,9.537379,1.1681083,0,0,7.0742636,0,3.504696,3.0211766,1.1520263,0,4.8539796,2.3393462,0,0
392,0,0.10769692,0.41917256,0,0,0,0,0,1.528105,0.10922425,0,0,0.8090181,0,0,0.6392923,0,0,0.99715114,0,0,0,0,0,2.157355,2.0748553,6.1494775,6.6304526,0,0,1.1867187,0,0,1.2277714,0,0.23580906,2.6563115,0,3.8518727,0,0,2.0783794,0,0,2.1123776,0,0,0,0,0.47636163,0,0,5.4630375
393,0,0,0,0,0,2.4515057,0,2.3241036,1.0796763,0.3887932,4.3597093,0,2.0358436,0,0,1.6979562,0,0,0,0.91106737,0.8985626,1.9990396,0,1.7250152,0,0,0,6.328004,8.378147,4.0724826,0,0,1.5681996,1.7082375,0,0.113521166,0,0,0,0,1.9955223,0,0,0.31754202,0,0.71534437,1.4291422,0,0,0,7.637716,0.3361775,6.6708946
394,0,0,0.58890104,0,1.8632705,0,0,0,3.63049,0.40811333,3.5118983,0,2.1995552,0,3.1511254,0,0.11974695,0,0,0.082749814,0,1.3933431,0,1.2149514,1.7393548,0,0.24733965,0.23394144,0.84149224,0,0,1.2264726,1.8627282,0.77578855,0,0,2.7562327,2.33792,0.5659437,0,1.7451599,2.3967192,4.738328,0,0,1.4560055,0,0.67299765,5.5772824,0,2.2476828,0,0
395,0,0.07860954,3.3193629,1.3091975,19.744343,0.39377373,0,0,0,0.21774237,0,3.197039,0,0,0,1.7079179,2.3292155,0,0,0,0.15443027,1.9806834,1.7569325,0.15508799,1.9807796,10.32512,0,0,2.6996825,0,0,0.65834314,0.1698077,0.6495338,0,0,0,0,1.9680494,0,0,0,9.560361,0,0,0,0,0,4.8215423,0,1.2898835,0,0
396,4.945911,0.08805368,0,0,15.509276,0,0,1.6702746,0,0.1153681,0,0,0,1.9728162,8.546266,0,0,0,0,0,0,3.3524773,4.2002096,0,0.36291128,0,5.4136534,2.956039,0,2.6076598,0,0,0.37568095,0,0.822288,0.75505656,0,0,0,0,0,0,2.4871333,0,0,0,0,0,0.26233146,0,7.4178286,0,4.1131372
397,0,0.41019037,0,4.6919155,0,0.98776114,0.5931451,0,1.9130764,0.590617,0,0,0,4.6636553,0,3.0887978,0,6.2185044,6.6796203,1.118066,0,0.44521677,9.930502,0,1.2840656,0,0,0,0,5.519862,0,0,0,1.4924786,3.8781242,0.9800659,0,5.3450923,0.80458313,0,1.6470455,0,0,3.238073,1.8335764,0,5.468092,1.9379399,0,3.2352338,0,0.8753754,3.0168977
398,0,0,0,0,3.301066,0,0.011453333,2.1718292,0,0.030200522,0,0.22268921,0,0,0,0.58576703,0,4.097168,0,0,0,0,0,0,1.0628697,0,0,0,4.6951747,0.94429517,0,0,0,0,0.40375724,0,0,0,0.8810497,0,3.3120978,0,0,0,0,0,4.1535196,0.321821,7.6232095,4.1584167,0,1.8099982,0
399,0,0,0,0,0,0,0,1.0497508,0,0,0,7.1633625,0,0,0,2.0319052,0,3.5326345,0,0,2.8661017,5.2980304,0,0,1.4573482,2.059576,0,1.4972699,0,0,0,0.23052393,0,1.9618353,0,0,0,0,1.7969565,0,0,0,10.679844,2.920038,0,0,1.6966974,3.7223437,4.138113,0,0,3.7219806,4.451939
400,0,0.51231146,0,0,0,0,3.7866383,1.7162409,1.3900378,0.6665675,0,0,0,8.89352,0,0,5.1235003,0,8.218451,0,2.6300552,1.8743724,0,0.2266317,1.6381559,0.031877946,0,0,0,0,0,0,0.6048159,1.5553983,0,0,0,0,0.41828573,0,0,1.711921,0,0,0.6775234,0.9375859,8.088684,0,7.350682,7.3783145,0,1.7222804,11.393798
401,0,0.39050975,2.070812,7.466761,0,1.9100729,1.7402328,0,3.7557464,0,9.577957,0,9.390423,0,4.1991487,0,0,0,0,1.6592973,0,0,0,5.8658834,0,0,4.7710056,0,6.6699724,6.423199,2.3961518,1.3746036,0,0,15.128859,0.15733719,8.259649,11.254777,0,4.6279836,0,0,0,0,0,1.0169287,4.955908,0.5059249,3.0235868,4.8724475,0,1.9860673,0
