x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.4977472,0,3.5128844,2.5196075,0,0,0.878094,0,3.9383204,3.4215283,0,0,0,13.497916,0,0,0,0,1.6560831,7.3264294,4.3962975,0,7.1832113,0,0,0,5.835836,0,0,0,2.29505,1.7307702,4.4425473,2.7420032,0,0,0,0,4.1054463,4.5279922,0,0.272425,0,0,1.2378194,5.6502037,1.0929872,0,0,0,0,0,2.25484,3.5623243,0,0.6161546
2,0,13.155209,0,0,0,0,1.9056329,0,0,0.57848406,0,0,0,0,0,1.5420363,0,0,0,2.3343363,3.7526498,0,12.376006,7.452534,0,12.830691,0,0,0.35411376,0,6.7582684,0,0,0,23.000057,0,0,0,0,0,23.413933,2.83169,0,0,0,0,1.5831056,0,0,0,0,0,0,0,0,0
3,0,1.9633887,0,0,1.2179372,0,0,0,0,6.1327868,0,0,0,0,4.7963595,0,0,0,0,14.750751,0,0,0,3.8557062,0,15.587789,0,0,0,0,0.6623704,0,0,0,1.4291399,0,0,0,28.648987,0,15.984633,0,6.2380614,0,0,4.888077,14.7503805,0,0,0,0,0,0,1.0795009,0,0
4,0,2.3308995,0,0,0,0,4.9726677,0,0,0,0,0,0,0,0,0,0,0,0.6567782,35.593773,0,0,14.926165,3.7523203,0,7.101033,0,0,0,0,3.7951136,0,0,0,3.6971889,0,0,0,15.3190155,0,1.6342582,0,0,0,0,0,0.38014388,0,0,0,0,0,0,0,0,0
5,0,4.839815,0,0.4523257,0,0,0,0,0,0,0,0,0,0,0,0,1.3804392,0,0,0,0,0,23.371328,5.432472,6.453379,0,0,0,0,0,5.9026732,0,0,0,3.7124906,0,0,0,7.2610173,0,0,2.3027117,0,0,0,0,12.593355,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.21057105,0,0,0,3.9925644,2.781865,0.6614842,0,0,0,0,0,0,0,0,22.642956,0,0,0,21.317165,0.31000572,8.287563,0,0,0,2.3399045,1.8402345,0,0,3.6829731,15.108801,0,15.018953,0,1.7524282,0.3799701,14.437157,0,2.662095,0,1.1937959,17.607832,1.9338886,0,0,0.08915448,6.120786,0,0,2.3483021,1.7533565,0
7,0,0,0,0,0,1.6085905,0,0,0,2.052083,0.4460871,0,0,0,4.9277735,0,0,0,0,15.047002,0,0,0,1.1845008,0,5.681296,2.9452906,0,0,0,2.9904795,0,0,0,9.342132,0,0.1686774,0,24.305712,0,25.897943,0.1655207,0.56986797,0,0,15.425127,4.5694056,0,0,0,0,0,0,2.8061607,0.13210903,0
8,2.7463229,4.2275033,0,0,0.5215117,0,0,1.9135784,0,0,0,0,5.2913218,0,0,0,5.56584,0.9686577,1.585258,2.2470126,2.589473,0,10.252285,5.6180644,3.9958692,3.3234427,0,2.1178336,0,0,2.652681,0,0,1.0711684,2.4166343,0,0,0,1.6802635,0,0,0,0,0,2.530898,7.8227673,4.8934608,0,0,0,10.558899,0,0,0,0,0
9,0,0,0,0,0,1.2978337,0,0,0.18563804,0.8855571,0,0,0,8.409452,0,0,0,0,0,0,3.001878,1.1939353,8.014465,16.292068,0.6517038,0,0,3.5909455,0,0,3.5916328,0,0,0,0,0,8.108893,0,7.0630293,2.118445,0,0,2.0145323,5.4423018,0.9682699,9.63997,7.2114005,0,0,0,0,0,0,0,0,0
10,0,8.084727,2.2723093,0,0,0,1.655686,0,0,1.6069334,0,0,0,0,0,0,0,0,0,30.861027,0,0,19.905462,5.63086,1.1919922,6.693874,2.9671552,1.5698628,0,0,4.2026715,0,0,0,12.579943,0,0,0,0,0,13.662815,0,5.473935,0,0,10.181225,10.980931,0,0,0,5.497812,0,0,0,5.031141,0
11,0,0,0,0,0.20954914,1.9085908,4.4846606,0.75514287,0,5.609666,0,0,0.5093033,0,0,0,0,0,0,0,3.174351,0,12.166965,8.115292,2.779953,1.3250309,0,0,0.7372377,0,3.3796382,0,0,0,16.21458,0,1.598224,0,6.924923,0,0,9.340311,0.28594795,0,2.0004206,9.463267,2.3095276,0,0,0,4.914932,0,0,0.79068524,0,0
12,0,4.9136477,0,0,0,0.51063454,0,0,0,0.06200069,0,0,1.3568488,0,0,0,3.7905946,0,0.3912094,16.792446,0,0,9.968456,4.100652,5.721416,0.6706406,0,0.5751411,3.6264637,0,0.45285812,0,0.37040898,0,4.0220957,0,0,0,0.79944336,0,12.127096,1.1396894,0,0,0,12.07582,2.3746202,0,0,0,2.4166553,0,0.04708073,3.686301,0,0
13,0,0,0,0,0,0,0,0,0,1.1734644,0.5799282,0,0,0,0,2.2144637,0,0,0,6.874949,0,0,0,10.849255,0,5.284041,3.8315785,4.775805,0,0,6.9011574,0,0,0,7.8726277,0,7.868744,0,0,0,0,0,0,0,0.6642861,12.4730215,0,0,10.546142,0.47903898,0,1.3477147,0,0,0,0.09004322
14,0,0,2.458594,0,0,0,0,0,3.825864,0.30647346,0,0,0,0,0.97942954,0,0,0,0,0,0,0,0,3.9550154,0,7.1247587,0,0,0,0,1.7387333,0,0,0,10.518307,0,0,0,0,2.484649,0,0,0,5.058156,0,0,0,5.154071,0,0,0,0,0,0,0,0
15,3.3499503,0,4.78892,0.2912245,1.034702,1.301026,4.3400455,1.0286931,0,0,0,0,9.42379,0.5777888,0,0,3.1206884,2.83852,0,0,0,0,7.680376,0,0,0,0.7988011,0,0,0,0,3.4326546,4.284243,0,0,1.0863382,0,0,0,6.47454,0,0,0,0,0,0,0,0,7.3425603,0,0,1.9961815,0,0,0.83163625,5.885507
16,0,5.4460993,0,0,0,0,0,0,0,1.6267656,0,0,0,0,0.091903046,0.018290998,0,0,0,17.51866,0,0,0,5.007718,0,8.153566,0,0,0,0,7.1310773,2.5361817,0,0,2.461377,0,0,0,25.994215,0,2.4213877,0,0,0,3.5758219,0,0,0,0,0,0,0,0,0,0,0
17,0.6990025,0.49064726,0,0.21442036,3.9356005,0,0,0.05594078,0,0,0,13.618741,0,5.121403,0,10.425996,0.46460593,2.978813,2.276227,0,0,2.5028152,0,0,0,0,0,0,0,0,0,3.322937,0,0,14.915707,0,0,0,0,0,3.3911738,3.2336912,5.8482447,0,0,0,2.3297446,0,0,0,0,0,0,0,0,0
18,2.8409963,0,6.6147895,0,0,4.953518,7.5590715,0,0,6.2686834,0,0,1.2678602,0,1.9295932,0,18.238983,0,0,15.591715,0,0,0,2.0414855,2.185566,0,0,0,0,1.0730714,0,8.430752,27.549164,12.791058,0.5628502,3.1097841,0.44831342,5.9600353,0,0,0,0,0,2.2626095,0,0,0,0,1.6575899,0,0,0,0,0,0,0.14010787
19,6.60341,0,6.9602447,1.4651568,1.8453543,9.723033,5.588005,0,5.3587875,0.46288645,1.7279527,22.966888,61.216675,46.385113,0,8.384598,3.803157,8.474486,5.7942257,0,48.153675,12.719938,0,0,0,0,0,8.735868,5.591462,21.40953,0,7.743832,16.233938,14.363636,3.7401814,2.381518,0,10.557111,0,1.0050002,0,0,0,8.747602,3.152563,0,0,30.035046,15.786093,23.656876,2.1787405,31.742064,60.026245,3.308973,4.857256,7.2831326
20,14.020941,0,0,2.2384927,13.54052,0,1.8635654,3.913786,5.0661244,0,3.5901663,53.733932,74.51732,22.345776,4.3836,5.222377,0,6.766801,3.1084294,0,42.64979,8.124599,0,0,0,0,9.515406,7.4178967,9.594061,17.407366,0,0.73386043,11.712053,13.267016,0,5.1596203,17.442368,14.441976,0,0,4.075394,0,0,9.306667,0,0,0,49.123913,0,30.81385,0,35.42687,48.48543,4.3937683,3.058844,16.195322
21,7.557452,0,1.3623013,11.724727,8.686045,2.7665524,6.377695,4.514138,10.464235,0,1.738169,45.774918,60.783653,13.506269,0.009426597,5.337985,0,8.6656475,4.7020035,0,7.0778656,8.638556,0,0,4.9852633,0,0,8.05574,4.663402,10.132491,0,0.03166894,23.58205,49.55865,0,11.022535,20.981586,20.077988,0,0,0,0,1.7657176,3.4798696,2.239217,0,2.5165715,28.200329,18.807175,11.708428,12.1553955,31.237106,35.432255,4.7186723,3.9691787,16.8502
22,6.520261,9.854528,0,6.5579643,5.3226275,0,2.8821542,0.4454819,7.9245305,0,2.8594894,7.052185,40.983013,5.994084,1.6700281,4.6985674,0,1.1338603,4.074981,0.6434835,0,9.857109,0,0,2.6886046,0,0,4.8036094,0,5.2752748,0,0,19.867998,33.07699,13.505337,8.6286335,16.998837,0,42.73238,0,10.542736,7.374472,8.01983,6.258965,7.055972,9.148579,11.909589,0,0,0,7.2992463,11.459954,10.137334,1.7053041,0,4.5228677
23,13.681425,0,0,0,0,7.1613903,0,0,0,4.982826,2.4279912,0,0,0,15.013047,0,5.7345147,0,0,21.239481,0,4.767028,6.17809,17.68658,7.3838673,14.089018,0,0,0.2557771,0,0,0,0,18.271807,6.8491774,5.779955,0,9.149821,1.7496612,3.8824708,0,0.4344247,0,2.7653205,4.979774,0.56075716,1.3418715,17.29382,30.886553,5.0999455,6.9558196,4.567104,31.291807,3.1404614,0,0
24,5.7892227,0,0.38733128,3.375572,3.2737134,1.8683827,0,1.5716003,8.150806,0,0.40786448,0,25.778206,0,0,2.0886898,2.4476395,3.806081,5.412869,0,13.804892,5.093409,0,0,6.53302,0,23.031826,4.559337,11.526509,2.0255413,0,0,20.987736,31.07407,0,14.239209,5.3777475,6.6230717,16.555717,1.7890313,0,0,0,3.6728332,1.4098941,0.13791452,0,8.596207,7.1534333,6.538003,8.98308,13.20244,17.811253,0,2.2496836,2.5433323
25,5.715487,5.3103447,0,1.7142462,5.910275,2.1792674,3.6330078,0,9.5802555,0,0,7.076328,12.5935955,12.269274,0.21940601,0.72254634,3.3042994,0,5.1416554,0,20.580893,4.853779,5.5158243,0,0,0,0,0,0,2.5486114,1.4290602,0.95388883,8.561903,1.4230144,0,6.7663164,27.75854,9.641406,7.962435,2.142806,9.313811,7.083755,7.354276,2.0838478,0,2.254785,17.595028,0,0,0,0,0,0,0,0,0
26,11.393655,0,0,1.7437001,0,4.689822,0.053422138,0,1.1770127,0,0,0,12.344017,0,0,0,2.0375226,1.9257833,1.17707,1.6058255,7.0338798,0,5.0044403,4.6030135,0.4059314,6.4311776,6.0659776,5.798978,3.3556476,0,3.585246,0,0,14.590397,1.1454343,4.5868864,10.302731,5.51546,0,0.734837,0.14817436,4.0131598,0,3.700472,5.3478603,6.9771547,0,16.275537,10.018136,5.7341256,3.5273833,0,8.747873,0,0.6806409,0
27,7.8500404,1.9011523,0,5.1311626,0,4.4050336,8.879707,0,0.5447163,0,0,0,4.4166355,0,4.936292,0.56383836,3.082621,1.9434407,2.319132,0,0,0,0,0,0,0,0,0.46885788,7.032584,0,0,0,2.3735464,16.56111,0,2.1589952,0,3.3827133,14.270674,2.50545,1.8571721,14.214012,0,5.610804,0.08732507,7.838658,0,0,0,6.3349514,12.987275,0,10.97699,5.989115,3.249683,0
28,9.030121,0.6003617,0,0,0,1.7144918,0,0.0357337,0,0,0,0,15.751664,5.8505116,0,0,0.69761103,0,2.0506852,0,0,1.3917896,19.84128,0,2.8943014,0.84609115,0,2.0670195,0,0,2.6704836,0,0.6068903,19.57033,0,1.9994068,15.906771,6.402553,0,0,5.822095,4.9787807,1.8488925,2.302847,1.019578,9.764982,0,0,0,5.601252,5.595603,0.7138328,6.5622196,0,0,0.4707952
29,8.610828,0,0,0,0,0,2.9682298,0,0.41820672,2.1750095,0,0,2.1286476,0,0,0,0.50630337,2.575633,3.921596,8.901806,0,2.424572,0,0,1.8016051,0,4.0774264,0,0,0,0,4.068664,0,11.5281315,0,0,14.181027,1.0446358,0,0,0,1.1152765,0,0,0,0.545184,0.02809004,0,0,0,1.8974509,0,0,0.37831002,0,0
30,9.871775,0,6.508027,0,0,0,5.30364,0,0.9442609,1.5828338,0,0,5.6678286,0,1.5140123,0.8472938,0.77996635,0.15627639,0.15688753,0,0,0.95309305,13.592688,0.29371473,0,7.0553293,2.0575447,2.8558986,0,0,0,1.3955574,0,4.544459,0,0,5.3844905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,2.901937,0,4.143847,0,0,2.013602,0,0,2.1097329,0,12.627584,12.4011965,4.568197,0.8361164,3.8284304,0.04821695,4.527766,2.8700085,0,0.72992295,0,0,2.0584352,3.8420541,2.8063745,0,0,0,0,7.002354,0,0,0,16.202745,0,0,0,8.045928,0,0,1.454471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4.2609496,0,0,5.1153717,1.3769649,0,1.484324,0,0,0,1.5561123,27.232164,0,7.7271924,0,0.59300375,0.13232903,1.5987258,5.2182426,0,10.435752,1.9890288,0,0,0,0,0,0,0,0,0,0,0,0,4.103852,1.1440328,22.46402,0.33702698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,2.3577023,0,0,0,0,0.15297826,2.962374,0,0,0,0,1.56759,0,1.6567802,0,6.854149,0,0,0,0,0.23925759,5.8464065,0.34820437,0,10.339066,0,0,0,0,5.0190496,0,0,0,9.781123,0,20.008429,0,16.320698,0,7.4905443,0,2.3965337,0,0,8.951241,10.352682,0,0,8.193864,8.643896,0,33.321453,2.975517,0,0
34,16.283016,0,1.1146235,0,0,3.3084931,0,0,0,0.31169584,0,0,0,0,2.2288556,0,0,0,0.9990364,0,0,0,14.329796,2.4419868,0,0,0,0,0,0,0,0,0,15.525952,0,1.2355961,16.307674,0,0,0,0,0,0,5.3806725,0,0,0,10.915945,10.316721,21.75886,7.8753395,0,42.361717,0,5.811264,4.6815085
35,7.3709035,0,0,0,0,0,0,0,0.37720314,0,0,1.7592322,19.783377,3.390465,0.88540417,0.7307943,0,0,5.409453,0,6.071902,0.05488807,0,0,0,0,5.8430266,1.5514516,4.2840424,0,0,0,15.953984,0,0,0.09902769,10.419214,8.168252,0,6.3024435,0,0,0,7.5336905,0,1.4922804,0,0,0,16.059675,12.504354,5.9192376,47.798206,0,0,0
36,4.386427,0,0,1.2420555,4.843747,0,0,0,0,0.40629053,0,0,23.571095,0,3.5114846,1.7747484,0,4.139031,4.369017,0,0,2.7392886,0,0,0,0,0.30074647,2.1641684,11.620157,0,0,0,11.081426,10.622345,0,0,12.090388,5.167545,0,2.0806425,4.8349357,0,0,3.6179438,1.1959155,4.1238565,0,21.575972,16.75601,11.538866,0,0,34.794445,0,3.3551958,0
37,8.743046,0,0.16340867,0.07846541,3.4724557,0,0,0,0,0.6225087,0.4715083,0,16.762909,0,1.5367761,2.8145843,0,3.276583,3.3196716,13.5730715,7.065235,8.125804,0,0,0,0,0,3.7039602,0,0.038841736,1.5261208,2.0349202,7.8963084,0.15483652,0,0,15.297608,0,0,1.6751442,0.21012832,0,0,0,0,13.05105,0,0,0,10.262149,10.383476,5.868875,38.367672,0.92812103,0,0
38,6.7341,0,0,0,0.20078729,0,0,1.5387285,1.3566897,0,0.13412768,2.5559099,9.613525,0.24986807,0.48316506,0,0,0.98321825,0,11.509852,0,2.9811497,0,4.930982,0.6683008,0,0,3.1049266,0,0,1.8690916,0,7.711138,12.439939,2.3459618,0,17.250141,0,1.5205543,2.4873364,3.7456505,0,1.0904707,5.2306137,2.354317,0,4.250421,0.005446685,0,5.8195734,17.199549,0,5.028779,1.5404264,0,0
39,0,4.2832456,0,0,0.8634136,0,0.022921845,2.7961726,1.2612337,0,0,0,10.06615,0,2.943644,1.476198,0,1.4210827,4.75921,0,5.667534,0,2.807661,0,0.24393961,0,1.6311532,5.8477626,2.1575842,0.71050835,0,0.043685347,4.8986673,1.518072,0,0,25.897287,0,12.855686,0,11.645682,5.016581,4.7831264,0,1.0972981,0,7.40445,0,1.6498909,3.9561088,0,0,17.551722,0.18872184,0,0
40,8.099372,0,0.8852258,0,0,0.9810537,0,0,2.9137259,4.812639,1.3287351,0,0.11551058,0,0,1.3480074,2.0727594,1.2051728,0.08256157,7.6413746,0,0,6.27497,8.599533,2.5987692,0.8518135,1.2420951,0.63248247,0,0,0,0,15.362596,10.349827,0.4813082,1.4274726,4.406615,0,0,0,0,0,2.1355078,0,2.9221451,15.800374,3.461647,0,0,3.6839466,8.699376,0,3.051039,4.8286214,0,0
41,8.152719,0,0,2.6785905,0,1.7023093,0,6.50224,0,0,0,0,11.586051,7.146525,0,0.9343674,0,2.2765477,3.8211026,0,6.1512027,0.7277452,0,0,0,0,1.692482,1.7092788,0,5.400406,0,1.2883248,0.92898434,20.988905,0,0,0,5.6132216,1.7365063,4.4413443,0,0,0,2.8286686,0,0,0,16.983532,8.007111,12.880828,9.679769,9.527047,17.82349,0,1.7261013,5.008544
42,5.8671646,2.108249,1.3243814,0,0.94419515,0,4.7879,0,3.7015438,0,5.620107,0,2.0805042,0,0,0,0,1.4447505,3.070692,2.236535,10.905962,4.966212,0,0,0,0,9.349934,2.3100123,5.1267824,2.410321,0,3.547138,19.431509,0,0,0,15.830396,0,0,0,0,0,0,0,0,0,0,4.7291594,5.643358,3.2786317,0,4.429128,0,0,0,0
43,1.7828602,0,0,0.17230551,0,3.1360326,0,0,0,2.6927104,0,0,7.9864535,3.3811228,0,0,0,1.1922787,3.2043786,9.704312,1.4312168,3.7614286,0,0,2.7205925,0,3.7445993,0.2125384,0,1.1163837,0.4432467,0.9519042,18.974344,9.319122,0,0,12.998028,0,3.2234552,2.5192363,15.070306,1.6344389,0,1.7139083,2.1266272,7.22181,0,4.358808,2.643118,8.426586,19.554382,8.767914,5.7448697,5.203263,3.5785356,0
44,3.9835975,0,3.3550253,0.583133,4.292224,2.3355985,0,0,1.8303607,0,1.3217344,0,0,0.68727297,0,0,2.5485542,2.3979764,2.3035092,0,1.2609818,0.67922485,0,0,0.15729511,0,6.6974196,1.4252592,2.9162557,2.582817,0,2.0751183,3.9399052,2.8453853,0,0,2.5405614,0,0,0,0,4.5282683,0,0,0,0,0,7.510419,14.539155,9.3621,0,4.9209275,9.82012,0,2.377126,3.7990775
45,0,0,0,0,0,2.2028663,7.8779163,0.123455964,0,1.5396467,0,0,0,6.4547625,0.29057917,0,1.664565,0,2.3365588,0,4.088196,0,12.123193,3.282004,0.0319285,0,0,0.1664213,0,0,0,0,0,3.0255315,0,0,0,5.1411076,0,4.9930634,0,0,0,0,0,0,0.021837592,4.1020865,0,9.177217,13.520169,2.9370785,13.081949,2.4113748,0,0.44449714
46,6.92905,1.1972485,1.493512,0.9145667,0.52521217,0,0,0,0,0,1.0373996,0,0,5.523998,0,0,0,1.3458335,8.510622,0,0,0,0,0,0,0,8.599618,0.43259513,0,0,0,0,0,0,7.092562,0.9280519,0,0,0,0.86783755,0,0,0,0,0,0,0,0,0.16597483,6.5075183,0,3.9068055,0,0,0,0
47,10.658576,0,0,0.7473141,0,2.448919,0,9.96996,2.248764,0,0.2518668,1.9194146,4.1401386,0,0,2.524699,2.5770502,5.439432,0,4.4000916,8.983003,2.8085463,1.201114,0,0,0,0,0,12.902811,0,0,0,0,0,5.6295533,0,0,0,0,1.6805196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0.65385085,6.0280433,8.223777,1.978411,0,0,1.7860694,3.0311706,0,0,41.959396,0,12.297654,0,5.6791263,0,9.925153,3.2768612,0,0,0.35647348,0,0,0,0,0,4.3362746,0,0.9631962,0,1.7183027,13.742899,10.307844,0.6421316,3.2818673,0,0,0,1.956671,0,0,0,0.8436349,0,0,0,0,7.3584375,14.280682,0,0,0,0,0,4.4985056
49,8.402639,0,6.3218136,5.797236,1.5144433,0,0,0,0,0,0,18.182386,0,17.040613,0,0,0,0,1.3586261,0.79400396,0,0,11.961244,3.5265486,1.8096207,0,0,0,4.749504,0,0,0,4.541409,9.808404,0,1.7708306,0,0,0,0,0,0,0,0,0,0,0,0,3.0686133,2.8656726,0,0,0,0,2.0631802,0.81276107
50,1.4685714,0,8.698999,0.42420596,2.3982644,0,0,0,4.8176694,0,1.0372844,2.7793539,0,0,0,4.5437694,0,12.562144,0,0,0,0,0,0,0,0,8.984923,0,5.0816555,14.087297,0,0.2072897,5.0274715,0.2046721,0,1.8097321,0,3.928583,0,0,0,0,0,0,0,0,0,0.8355477,0,10.078863,0,3.1469893,6.350591,0,0,0
51,6.874676,0,5.3315115,4.2357817,0,0,0,2.7640777,0,0,0,11.333445,0,15.791845,0,3.5297773,0,2.5487099,5.3833265,0,0,1.4477416,0,0,0,0,10.3258915,1.7831664,5.9017506,2.6285627,0,0.47621113,0,0,0,0,0,0,0,0,0,0,0,1.14503,0.15569137,0,0,3.240778,20.643072,3.2858217,0,0,0,0,0,0
52,0,0.2828385,2.6166272,7.9777503,0.58602154,0,0.08225669,0,0,0,0,12.1047325,0,1.9956765,0,1.4654149,0.8032256,0,5.119441,0,0,0.2716567,21.450333,5.5597515,3.2235692,6.1980963,0,0,0,0,4.2126994,0,0,0,13.967327,0,1.3335881,0,0,2.3369448,5.8510895,0,0,0,0.24478483,0,0,2.1753395,3.243652,6.335878,6.081546,16.799255,8.878077,0,0.6743446,8.292783
53,1.2245343,0,0.5726627,4.029125,0,0,0,1.197356,0,0,0.7138247,19.72398,0,2.1768107,0,1.5903952,0,8.152964,0.18586671,0,2.2583253,0.36468354,0,0,0,0,13.606853,6.6196165,1.1038907,9.317054,0,2.2293212,8.446762,5.6501455,0,0.036553,0,4.2978187,0,0,0,0,0,0,0,0,0,4.43254,8.514374,8.985476,0,0,3.106243,0,0,5.8696785
54,0,1.1283159,0.7078893,0,2.8366716,0,3.380055,0,0.17183182,0,0,0,0,1.505892,0,4.63723,0,1.4010464,4.226747,0,0.16619383,3.6130333,0,0,0,0,0,1.6161507,8.09993,1.8787681,0,1.4671915,7.2055926,11.516972,0,0.05629351,0,6.419327,0,0,0,0,0,0,0,0,0,0,2.1658833,7.2389035,0.24362807,5.5797586,14.6363535,0,3.9299,2.4678307
55,0,0,4.3739886,3.5993128,1.18733,0,0,1.7517076,0.74492794,0,0,5.7824416,3.557179,11.588373,0,0,0,8.456705,2.0552664,0,0,0.092741065,0,0,0,0,2.1106524,0.6283344,0,9.198602,0.597577,0,15.473497,1.2262962,0,0.46282458,0,3.676036,1.5800534,0,0,0,0,0,0,0,0,2.8661585,20.269209,6.4370527,0,0.97549856,4.866053,0,0,5.9378457
56,3.006876,0,1.6146904,0.52563673,1.383239,2.4397979,0,0,4.603666,0,3.7212274,9.637256,0,10.779166,0,0,0,6.0015683,2.9593432,1.7157909,2.1120706,4.437296,0,0,0,0.40941003,1.7698328,0.69907176,2.3764536,2.336356,0.29450223,0.8139096,3.195053,6.881728,0,0,0,4.483869,0,0.9362261,0,0,0.72654176,2.8009932,2.0162508,0,0,5.0362844,0,5.1568756,0,10.502882,0,0,6.4849763,6.9177933
57,6.029748,0,0.111191206,3.7092679,0,0.8887866,5.9389687,8.928074,0,0.92806864,0,12.118402,0,14.581345,0,2.2026796,0,7.087888,1.8857136,0,0.8815545,0,0,0,0,0,1.4232752,1.6247175,0,5.2205563,0,0.071705535,26.325575,8.094043,0,3.560139,0,3.4007149,0,0.13442305,0,0,0,2.7496228,0,0,0,3.8036768,5.7951994,4.463602,0,0,0,0,0,0.9530908
58,0,0,5.8551254,1.802945,0,0,0,0,0.78922534,1.0714753,3.7700171,8.688138,0.6654053,0,0,0.56408054,0,5.545618,2.356773,0,0,0,0,0,0,0,12.271202,0,0.5425507,2.6757288,0,0,0,5.1641808,0,0,0,2.3759007,0,0,0,0,0,0,0,0,0,4.417688,5.650841,3.1569932,4.362256,0,2.731924,0,0,3.0684009
59,0,0,0,0.9017604,0,0.2800157,1.8126338,0.044673186,0,0,0.40618336,9.003595,13.357545,17.375778,0,1.2002593,1.1909171,5.3115473,4.782014,3.5396132,3.588462,2.4262776,0,0,0,0,2.392678,0,5.2334404,5.241516,0,2.0555916,5.060047,0,0,0.7680773,0,4.202692,0,0.31870988,3.3311281,0,0.16268189,0,3.8004448,7.6036973,0.8387711,6.8565245,0,0.12295085,14.422953,12.146701,0,0,0,0.32108623
60,0,1.5517925,3.7839403,1.1072664,0,0,5.7771783,0.35358143,4.172709,0,3.0818298,0,0,0,0,0,0.40414956,6.193322,4.388093,0,0.5303802,1.1326997,0,0,0,0,0,1.4602363,5.0580378,6.3195977,0,3.0251963,6.447605,4.342743,0,1.927089,0,5.3736243,8.028951,6.975424,0,4.5471272,0,0,0,0,0,11.425,7.8146086,3.3445878,0,3.071164,6.7931495,1.515901,2.5466704,5.2056136
61,0,0,1.122462,1.5857462,2.1351757,0,0,4.748815,0,0,0,12.056999,3.1103008,9.556588,0,1.7916292,0,6.268956,0,0,0,2.7076607,0,0,0,0,0,0,0,2.2816696,0,0,8.225784,0,0,1.0516016,0,1.8047439,0,0,0,0,0,2.1728647,1.4586835,0,0,0.9930766,11.490764,6.310591,0,2.9973586,3.1496274,0,7.460957,8.929923
62,3.116656,1.0451525,2.1226466,0,4.404843,0,0,1.3822864,0,0,0.4363508,10.458055,0,2.2094836,0,0.043877363,0.21681574,4.9301133,2.447714,0,0,2.30875,0,0,0,0,14.779994,4.6955605,3.6776774,2.9151192,0,1.9562743,8.572864,0,0,0,0,1.0557345,0,0,0,0,0,0,0,0,0,12.951756,14.311985,0.30709398,0,3.6743557,7.3166986,0,0,1.0093066
63,0,0,1.326825,3.6098702,3.6473227,5.8823977,0,1.0674764,0,0,0,5.943416,0,8.569187,0,2.1640744,0.47921965,1.3955617,0.14626615,1.3591685,7.114658,1.334006,0.41505128,0,0,0,1.0856236,2.7025545,0,3.975756,0,0,0,0,0,2.3085725,0,6.2909613,0,0,0.46790528,0,0,0,1.3347106,0,0,3.343265,0,0,0,1.6935827,0,0,0,0
64,0,0,0,3.5578413,0,0,3.1749837,0,0,0,1.0120151,0,0,4.72073,0,0.22867502,2.6306036,0,0,0,0,0,0,0,0,0,0.36042523,1.0286003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02223639,0.69048333,0,0,0,0,0,0,0,0,0,0,0,0
65,0,8.982634,0,0,0,0,0,0,0,3.3369772,0,0,0,0,3.1192331,0.24934033,1.1371683,0,0,24.221788,0,0,0.3558965,11.2714405,2.2820296,15.120373,0,0,0,0,6.9878864,0,0,0,19.328657,0,0,0,29.82895,0,24.088495,2.2902732,1.6264908,0,0,0,15.318106,0,0,0,0,0,0,0.81919855,0,0
66,0,0,0,5.2623205,1.3925147,0.83701926,4.1872253,0,0,0,0,0,5.966571,4.9448295,0,1.8306365,0,8.152401,0,0,1.5987122,0,0,0,0,0,7.8523326,0,0,0,0,2.3257008,0,0,10.5091,0,0,0,16.225225,0,0,4.71088,0,0,0,21.052828,9.732948,0,0,0,0,0,0,0,0,0
67,6.4173913,0,3.1334882,0,0,0,4.1761804,0,0,0,0,0,8.208587,0,0,1.0952054,0,0,0,0,0,0,0,0,0,0,0,0,4.910834,0,0,0,0,0,0,7.29706,0,0,0,0,0,0,3.699512,0,3.0162303,2.8931859,0,0,0,0,6.382983,0,0,0,0,0
68,0,1.0661633,0,0,0,0,4.648208,0,0,4.2363935,0,0,0,0,2.313874,0,0,0,0,23.125385,0,0,0,14.833584,0,10.841296,0,0,0,0,10.328343,0,0,0,27.542372,0,13.983253,0,18.693855,0,11.91932,1.9205059,0.15805596,2.235842,1.1028098,0.95202214,0,0,0,0,7.629493,0,4.956169,0,0,0
