x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057
681,0,0,0,0,4.2693353,0,0,0,0,0,2.839286,0,0,0,0,2.34775,0,0,0,0,0,0.81572133,0,0,1.5741361,0,0,0,0,0,1.3946025,1.037801,2.4405172,0,0,5.9465427,0,0,0,1.1651571,0.4213535,0,0,0.5105881,4.568244,0,0,0.678279,9.454117,3.8569856,9.260424,0,2.9233005,0.8815907,1.0196087,1.891444,7.0382257,0.62219656
682,0.97504294,0,0,1.7536056,0,4.6832657,0,0,4.061036,0,7.3528943,0,0,4.5897675,0.75489014,0.18226917,0,5.6181865,0.22686076,0,0,1.4364291,10.182791,0,0.2677701,0.23449698,2.6224768,0,0,0,0,0,0.06617399,4.7906795,0,1.690545,0.11216673,0,0,0,1.3743005,0,8.732369,0.31436485,6.4664774,4.048527,0,0,16.803888,2.1261594,9.47665,0,0,0,0.044986058,0.0992244,0,1.4787583
683,0,7.4528494,0,0,4.2942643,0,3.0715165,0.25432658,0,0,0,0,0,0,0,0,0,2.3672013,0.34227088,0.15938492,5.485499,0,0,0,0,0,0,0.078441486,0.53598535,2.908258,0,0,0,0,1.7164061,0,0,0,2.014714,0.76297975,0,0,0,0,0,0,0.2884669,2.9649248,0,0,0,0,1.2801684,0,1.9979748,0.93813914,0,0
684,2.2068915,0,1.0516316,0,26.660309,0,0,0,0.90776134,0,0,0,3.0281756,0,0,6.239845,0,0.71016365,0,0,0,0.026596492,11.997429,0.48223457,1.1383268,0,1.2427306,2.364291,0,2.474078,0.41952083,0,5.5208426,3.3738065,0,3.998631,0.43311942,1.0180073,0.48207206,0,0.7401883,0,0,0,0,0,0.93796784,0.06321111,0,7.1309137,3.711414,2.0515504,0,0,0.6484786,1.7164171,0.19475274,0
685,2.9911644,0,0,7.6414003,0,0,0,0.5445265,0,0,0.6530475,0.29614645,0,4.1077743,0,0.51972115,0,0,0,1.3297204,0,0,0,2.42061,0,0,0,0,0,0,2.192175,0.96114534,0.7742925,0,0,1.9294019,0,0,0,0,0,2.1136658,0,0.3814301,4.081164,0,0,0.14394082,0,0.68826956,6.96141,0,1.976788,0.84139746,0,1.1078373,2.381113,0
686,1.6125735,35.30577,0,0,0,0,0,0.09447284,0.18564786,0.16512159,1.7506962,0,0,0.6660924,0,0,0,0,0,0,7.449992,0,18.548197,8.897616,0.11489614,0,11.321242,0,0,2.9369164,0,0,1.2684633,0,4.2763586,3.8353412,0,1.3642126,0,0.48890835,0.105530426,0.768469,1.9068666,0,7.248073,1.619758,1.0864184,1.6665796,0,0.7629155,2.3275878,1.0664594,2.4933975,0.9544009,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0.5652801,0,0,0,0,0,0,0,0,1.329514,0,0,0,5.2213902,0,0,2.5798347,0,0.9226483,0,1.2477566,1.5300553,0,0,0,2.341234,0,0,0,0,0.70395625,0,0.62316024,0,0,1.0739616,0,0,4.064699,0,7.754805,1.7463225,0.9200589,0,0.034698874,0,2.542505,2.6040552
688,0,0,0,0,0,0,0,0.19984229,2.1617239,0,0.23158644,0.05415512,0.47501478,2.0607526,0,3.8814912,0,8.497632,1.6292589,0.002805383,8.158594,0,2.9549825,0,1.2066495,1.8211219,3.8990695,0,0,0,0,0.49826112,0,0,0,2.29833,0.4500293,0,0,0.8076472,0.37087458,0,4.8795295,2.0441885,0,1.0562503,0,0.27975234,3.3747876,0.05999937,12.8994255,0,0,0,1.5208051,1.4364841,3.5523367,0
689,0,0,0.95786643,0,0,0,1.4328945,0.27936035,0.37089315,9.0086,0.3929271,0,0.38117185,0.034134954,3.6704073,0.028979897,0,4.449745,1.6992128,1.190609,0,1.114598,0,0,0.7125919,1.2676021,0,0.35064858,0.6942097,0,0,0,0,0,0.46772513,0,0,0,0,0.8557883,0.5741411,0,2.675837,0.7303433,0,0,0,0.34688798,2.1427662,0,0,0.11184888,0,1.6347873,0,0,3.0576537,0.74965745
690,2.529153,0,2.4621136,0,0,3.2637794,0,0.066867225,0,2.8188934,0.63081646,0,0.5544546,0,0,3.6968794,0,0,0,0,7.0626645,0.6353832,0,0,1.3706521,0,0,0.9894866,0,0.5350731,0.16463424,0.73263526,0,0.89091736,0,0,3.549118,0.42519915,3.7623408,1.0205766,0,1.2366512,0,0,0,0,0,2.5797458,0,0,0,0,0,2.0882962,0.8155117,0,0.17582975,0
691,0,0.24885578,0.5160773,2.0056748,0,1.3525726,1.1915444,0,2.991042,0,3.2845519,1.8249482,0,0.53943026,0,0.040101804,1.3002946,0,0,0.058724582,0,0,0,0,0,0,0,1.1632594,0,0,0,0,0,0.86788964,0,0,0,0.9036183,0,0,0,0,1.4390858,0.83748287,0,0,0.5263687,0,0,1.9160744,0,0,0,0.24693426,0,0,0,0
692,0,0,1.9404993,1.7166469,6.911525,1.3878568,0,0,0,8.353939,0,0.072434954,0,0,0,0,0,0,0,3.8771012,0,0,0,0,0,0,0,3.187919,0,6.1529217,0,0,0,4.4170346,15.44868,0,0.27470914,0,0,0,0.7171336,0.187062,1.7037129,0.08072284,0,0,0,1.2336969,0,0,0,0,0,0,0,0,0,0
693,0,0,2.6677947,0,0,1.6222297,0,0,0,0.7238398,0,0,2.5546217,0,19.881947,0,0,0,0.10286389,0,0,0,0,12.822698,0,0,0,0,4.308309,0,0.6876331,2.482852,2.5943365,7.334626,0,0,3.0412285,4.05643,4.59481,2.588433,0,0,0,0,0,0,0.7654541,0,0,0,0,0,2.0729175,0.37027174,0,0,0,0
694,0,11.769982,0,0,0,12.495204,0,0,0,3.413399,0,0.03455631,1.0197989,0,0,0,0,0,0.30303755,0,0.7446502,1.260868,0,0,0.75247836,1.7779561,6.029111,0,0.89745635,0,1.0779526,0,3.5949574,1.4482621,0.3486818,0,0,0,0,0.64398354,0.8772698,0.5386538,0,0,0.9133737,0,0,3.6313705,0,0,0,0,0,0.34806418,0.7973312,0.45625624,3.6746392,0
695,1.004361,3.3422518,0.19421968,0,0,1.357603,0,0,1.4701219,2.3367932,1.2588388,1.642678,0,0,0,0.0465243,1.032272,0,1.5567658,0,5.744337,1.0576458,0,1.2014751,0,0,0,0,0,0,0,0,0,7.526437,5.349127,0,0,2.185229,0,0,0.2765742,1.6984148,0,1.5926837,0,0,0,0,1.2432245,0,0,0,0,0.33001617,0,0,0,0.5749378
696,2.3221526,27.160269,0,0,0.77497816,0,0,0.15865576,0.12027734,10.692067,0,0,1.9501857,0,8.332843,0,0.34169888,0,0.36533803,0.23597255,0.6886212,0.95797217,0,0,2.2796938,0,0,0,0,0.23352377,0.19822817,1.7508838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4703376,0.17015362,1.5340441,2.161235,0,0
697,0,0,0,0,0,3.1605003,0,0.016670134,4.0104685,0,6.906707,0,0,0,0,0,6.0424256,0,0,0,5.5790415,0,19.395298,7.971482,0.05123589,0,0,0,0,0,1.5995387,2.7613072,8.762695,0,0,0,0.2637946,0,0,0,0,0,11.153905,1.7114258,1.4069079,3.237061,0,0,8.863493,11.965187,6.1450996,0.9950794,0,0,1.982093,3.1810963,4.7978263,0
698,0,3.2356298,1.1868076,0,10.251242,0,0,0.36699575,1.6406419,0,4.4098196,3.3561323,0,10.850432,2.010667,0,0.007413785,2.7164629,0.8814507,0,0,0.2992875,6.987234,0,0,0,6.045118,0,0,0,0,0,1.7575814,0,0,9.275097,0,0,0,0,0,0,1.6913654,3.3183594,16.878479,1.3092281,0.007893221,0,8.968743,10.919154,18.08356,0.5534854,0.37194505,0,0,0.8864571,0,0
699,0,0,2.1695025,0,0,5.891726,0,0,0,0,0,0.3433179,0,0,0,2.7476492,0.26593328,0,0.12572023,0,0,0,0,8.807053,0.48004243,0.5688458,3.6861405,0,0.4998686,0,0,0,0,0.11797379,8.61906,0,0,0,0,0,2.6131518,0,0,2.771932,0,0.78753257,1.4935621,2.6938212,0.96287996,0,0,0,0.45534799,0,1.2944634,0,0,0
700,0,0,0,10.10455,0,0,4.8808813,0,1.8107919,0,0,0,4.310506,0,11.11644,0,0,0,0,2.9133728,0,0,0,0,0.49862593,0.116558895,0.22363879,0,2.3582191,1.737938,0.6213678,0,0,0,0,3.9647863,0,0,0,1.5749989,0,2.4233122,0,0,0,0,0,1.1053096,0,0,3.4654844,0,0.3011134,0,0,0.960862,0.012835874,1.113481
701,0,0,0,0,0,0,0,0.001332514,0.45455047,0,0.50609857,1.6421378,0,0.43762407,16.718174,0,0,10.185172,0,0,0,0,2.038099,0,1.013631,0.8630833,0.11029411,0,0,0,0.9196705,2.0067682,1.5191839,0,1.2828934,2.2459445,0,0,0,0,0,0,1.8675002,0,0,0.8669447,1.3165895,0,0,9.792743,0,0,0,0,0,0,2.925358,0
702,1.6622709,0,0,0,0,0.6790855,3.9746313,0,0,1.6964438,2.299699,0,4.096298,0,0,0,0,7.4679875,0.2939581,0,0,0.7431677,0,0,0.11178416,4.093127,5.6516986,1.0877148,0,0.074230485,0,0.3163633,0.3356922,0,0.73872846,4.9926944,0,1.63312,0,0,0,0,0,0,2.4795976,0,0,0.40376082,3.1397533,0.9330393,0,0.30361703,0,0,0,0,0,0.17651777
703,0.45956415,0,0,0,11.886399,0.025540901,0,0.16119577,0.18785226,0,1.6094884,0,0,0,5.954147,2.673308,0,3.1175377,0,0,0,0,0,0,0.07804166,0.8790121,0,0,2.3121202,0,0,0.99490964,0,0,0,0,0,0,2.2945323,0,1.0622449,0,0,2.0878491,0,0,0,1.2985271,0,0,0,0,0,1.4155571,1.2083471,1.9384664,0,0.112037234
704,0.39632466,0.57031596,0,0,0,0,0,0,0.37494814,0,0.79456556,0,0,0,4.467621,1.6331785,1.4662184,9.131039,0,0,4.3180623,2.7535849,0.7433941,5.135578,2.210807,1.6344299,0,0.87644804,1.5610429,0,0,1.7159492,3.539372,0,3.824358,4.60002,0.72544056,1.283612,0,2.0518706,1.0980952,2.291509,3.344239,0,0,1.3835597,0.1385411,0.89795756,0,4.332264,13.9525,0,0,0,0,0,0,0
705,5.954666,0,0,9.979965,0,0,0.29237497,0,0.48052752,0,0.36449274,0,0.7481679,0,0,0,5.04899,1.1212935,0,0,0.97106475,0.5532604,1.0962273,0,0,2.9348013,4.433708,0.30334333,0.2621479,0,1.1199727,0,0,2.7326021,0,6.0058413,2.0085053,2.8924987,1.2098833,0.6589073,0,0,0.32187936,0,0.9359455,0,0,0.39602017,2.1240351,1.0526623,0,2.6786523,0,0,0.344012,0,6.888452,0.18990673
706,0,12.460783,0,20.632221,5.466676,0,5.2391143,0.68786806,0,0,1.6722248,0,3.5666108,3.714354,0,0,0,0,0.09957048,0,3.342343,2.3585093,0,0,0,0.9236806,0,0,0,0,0,0,4.5542,0,8.980313,0.6854999,0.19208926,0,0.24117684,0,0.073362544,2.1508894,0.24777398,0,0,1.4285194,0,0.42192793,2.242181,0,6.9167037,0,0,0,2.3386385,0,0,3.1464362
707,0,1.6314887,0,0,0,0,6.3043776,0.19767055,0,0,0,5.401742,0.5396973,0,18.156189,0,0,2.8285463,1.426813,1.1487173,0,0.94191927,0,0,0,1.2885741,2.6255417,0,0,4.70468,0,1.4319941,0,0,0,0,0,0,0,0.5046693,0.32976574,0,3.9070835,2.238323,0,0,0.554497,0,0,0,2.1789234,2.9419997,0.22247295,0.24974379,0,0,6.5756683,0
708,0,1.0835022,0,0,0,0.778098,1.9854935,0.10626753,0,1.2307057,0,0,1.2628249,1.3259549,1.3837831,0,0,9.943674,0,0,3.0599144,0,3.8350089,6.0450816,0,0,0,0,2.4568996,0,0.21302494,0,0,0,0,0,0,0.76691616,0.910227,0.6568023,0,0,0,0,0,0,1.2763981,0,0.9816059,0,0,0,0,0.75292856,0,0,1.9247674,0
709,0,12.42837,2.1016343,0,11.180526,0,0,0.60778224,0,8.827668,0,0,0,0,0,2.0645638,0,3.5013428,0.3224849,1.2413949,1.1710044,0,2.5150967,12.4979105,0,0,0,3.1231177,1.220664,8.992126,1.4548967,1.3881276,0,7.7127833,1.6948934,1.1030809,2.486521,0,0.061918408,1.742786,0.7645712,1.0914358,0,0,0,0,0,0.70463693,0,0,3.5589635,0.26562446,2.4131835,0.26309982,0.17949991,0,0,1.2793796
710,0,0,0,0,11.683056,2.6146827,0,0,0,0,0.049673393,0,0,0,2.1104424,0,0,1.1917267,0,0,0,0.40680137,1.2949106,3.33406,0,0,3.7980144,0,0.24203889,0,0,0,0,7.0999403,0,3.4830391,1.2792865,0,0,0.76693416,0.58338594,0.26292613,0.2158347,1.6267209,0,0.95327246,0.56131786,2.7162952,0,0,0,0.15005209,0,0,0.5537576,0.81038934,0,0
711,0,12.753695,0,0,0,0,0,0,0,0,1.655617,2.620111,0,0.30007398,0,0,0,5.8324666,0,0,0,0,9.437243,0,0,0.7677516,3.0139759,0,0,0,0,0.37574923,0.5316873,0,0,0,0,0,0,0,0,0,0,0,0,0.78216505,0,0,0,4.9419646,8.5128765,0,1.9689349,0.6774637,0.49820638,0,0,0.9330712
712,0.60999906,0,0,15.965076,0,0,1.2828703,0,2.2756479,0,0,0,1.6394504,0,19.166996,0,0,0,0.6897276,0.2088161,0,0,0,0,1.0277944,1.2036202,2.8807235,0.041296836,3.329663,0.4923357,0,2.329529,0,2.966736,0,1.8423762,2.0975847,2.7706757,0,1.6368089,0,0,0,1.8685862,0,0.029980714,1.1186553,0.9254707,0,0,3.645096,0,0,0.71749216,0,0,0,0
713,0,0,2.8660944,0,0,0.25362653,0.62848705,0,0,3.893729,0,0,0,0,0,0,2.6390073,0,0,2.556389,0,0,3.0017004,0,0.08084223,0,1.1370507,0.40027863,0,1.526291,0,0,0,0.5257348,4.8048534,0,0,1.8888338,0,0,0,0,3.5904846,0.8823462,0,0.5939887,0.7269786,0.91377723,0,0,0,0,0,0,0,0,0,1.501874
714,1.4780419,4.3095293,0,7.4156904,2.2668447,5.019922,6.4954386,0,0.07315158,0,6.596953,0.84882385,0,0,5.1118,0,0,0,0,3.6073008,8.441555,1.263,0,0,0,0,4.421823,1.2493836,0,0,0,0,0,0,2.034385,0,0,0,1.9132787,0,0,0,1.146137,0.8805053,0.5572979,2.2169673,0.16678931,1.5337615,6.385597,4.3925886,17.809357,0.41908485,1.504916,0.002889038,0.16554976,1.9036075,1.2214844,0
715,1.6339954,1.3004328,0,0,0,0,0,0,0.47118053,0,0,2.6413755,0.33364668,0,0,0,0,2.2568824,0,0,0,0.17189877,1.9088846,0,0,0,6.861216,0,0,0,0.009835166,0.5346514,4.6998615,0,0,5.592771,0,0,1.2356955,0,1.622827,0,5.1335506,0,2.3140619,0,0,0,0,0,0,0,1.4177185,0.56447965,0,3.0484664,6.5848866,0
716,0,2.0399773,0,0,0,0,6.687469,0,0,0,3.0737803,0,0,2.931699,0,0,2.551489,6.2976327,0,0,0,0,10.626273,0,0,0,0,0,0,0,0,3.6989758,1.6420401,0,0,0.74653006,0,0.5658115,0,0,0,0,0,1.1151667,5.8969383,2.43975,1.6383281,1.1324741,4.18084,0,0,0.99486595,0.7633645,1.3946047,0,1.2708719,0.070174344,0
717,1.5178117,26.167494,0,0,0,7.157641,0,0,0,0,3.6118548,0.2819762,0,0.58674043,0,0.5591453,1.5951823,1.4143624,0,0,0,1.7626586,0.7222312,0,0,0.94113934,0.23629567,0,0,0,0,0.004795655,2.7587163,0,0.0096802,0.8673106,0,0,0,0,0.3701368,0,7.7458563,2.6688251,4.237651,0.8519983,0.93372333,0,2.6871824,0.5326322,0,0,0,0.8940091,1.7525766,5.0552025,1.7056795,0
718,0.24449366,0,0,0,0,0,0,0,0,1.2127448,0,0,3.5517251,0,0,3.6624703,0,2.2461941,0,0,0,0,0.49214944,0,0,0.7904107,4.2439375,0,0,0,0.24050468,1.1745331,0,0,0,0,1.9467479,0,2.4446862,1.0770203,0,2.6311133,0,0.32437497,0,0,0,0,0,0,0,0,0,0,0,0,3.2158432,0.8843111
719,0,0,2.6348522,0,0,0,0,0,0,1.7532628,2.7477658,0,0.80663997,1.4920748,0,3.1989574,1.1631726,4.6292224,0.48827448,0,0,1.0529137,0,1.9867872,0.48034322,0,0,0,2.1001384,2.4770856,1.8220944,0,0,0,0,0.68043494,0,0,0.047897235,0,0,0,0,0,2.0146754,0,1.468647,0,0,7.2640266,7.480001,0.20140333,0,0.28150788,0,0,2.4340076,0
720,0.30728444,0,0,0,0,0,0,0,0,0,0,0,1.0281537,0,5.808988,0,1.564657,0,0,1.9236192,0.06885737,0,4.8299627,8.235416,0.3257148,0,4.8167663,0.11246536,1.0655633,6.7654333,0.3138402,0,0,0.99742633,2.315597,0,0.9677435,0.3561589,2.073323,0,0,0,0,1.7546912,0,1.2759439,1.3201491,2.13958,0,0.015092245,0,0.3855387,0.4958282,1.2270883,0,0,0,0
721,1.4741483,0,1.2609187,0,0,0,0,0.31435674,0,4.172036,0,0,2.3289614,0,12.844914,0,0,9.058852,0,0,0,0,0,0,2.0907586,0,0,0.4416177,0,0,1.6684998,0,0,5.944755,0,0,0,0.001076646,0,0,0,2.4742322,0,0,6.5324483,0,0,0.26562178,0,0,0.62421805,0.4078247,0,0,0,0,0,0
722,0,0,0.573728,0,0,6.09697,4.338383,0.23066214,0,0,0,0,0,0,0,0,0,0,0.6449836,2.8859272,5.572951,0,0,2.8794823,0,0,0,0,0,3.2075815,0.11956729,1.0411845,0,0,0,0,0,0,0,0.09398429,2.5097456,0,5.5705004,0,4.293365,0.12768996,0,1.6075646,0,0,0,1.0608987,1.0118914,0.48955736,0.7237164,0,0,0.25306818
723,0,20.969194,6.3808236,0,0.8636928,3.757029,0.7597065,0,0,0,0,0,0,0,0,0.8831336,1.4869117,0,0.26810348,0,0,0.13578722,0,1.5836926,0,0,0,4.9528975,0,0.045906406,0,0,0,2.4406898,1.0284011,0,0,0.18176112,3.3296888,2.960389,0,0,0,0.64799434,4.992166,1.2634538,0.009000834,0.99176836,0,0,0,0,0,0.32434058,0,0,0,0
724,0,4.625031,0,0,0,0.43736863,0,0.22948408,1.4318956,0,0,0,3.1712751,0,0,0,0,0,1.3901364,0,0,0,0,2.4791298,0.043828588,1.9211636,0,0,0.5308095,0,1.2318168,0.2593098,2.6070452,0,0,0,3.6582828,0,0,0,0.5304136,0,1.5651994,0,0.98529506,0,0,3.5784905,0,0,0,0.57449394,0,0,0.43506095,0,0,1.5782187
725,0,12.6818695,0,0,0,5.3544493,6.6870027,0.2839638,0,0.45212278,0.46657357,0.63586193,0,0,0,0,0.10429996,0,1.056137,0.27547884,0,0,0,10.819973,0.29270622,0.08257067,6.1189456,0,0,0,0,0,2.4000716,0,0,3.430235,0,0,0,0.18633796,0.003164156,0.10125875,0,0,0,0,1.5775303,0.115699306,0,0,3.5768518,0,0,0,0.5989384,0,4.424678,0
726,0,0,0,5.832796,0,0,0,0.3021997,0.67390496,0,0.5374301,0,0,1.529211,0,4.129645,0,0,0,1.4470001,0.09370127,3.7126372,4.5367846,2.5257165,1.6752323,0.77069604,4.120304,0,0.038374703,0.8183668,0,0,0,0,0,3.5266836,0,0,0,0,0.5448779,0.7541693,0,0,0,0,0,0.39592275,0,0,7.2303905,0,1.8516753,2.2965858,0,0,7.821095,1.8683846
727,0.79207087,18.852467,0,0,0,0.85291326,3.4754982,0,0,0,0.1124102,0.7724877,0,0,0,0,0,6.123676,0.80952245,0.98032075,4.681092,0,3.72362,1.2400192,1.35584,0,6.730116,0,0,0,1.3608328,1.4232061,0,1.4516141,0,5.0857396,0,0.30765286,0.045872714,0.63391525,1.9233756,2.98886,0,1.2894595,0,0,0,0,0,8.918537,2.2795105,0,0,0,0,0,0,0.043845516
728,2.4567108,0,0.07707028,13.473976,0,0,0,0.25743067,0,5.317486,0,0,0,0,0,3.4278636,0,2.6724641,0,0,0,0.7113197,0,0,0,0.2988391,3.9796221,0,0,5.6385617,0.7376794,0,0,0,0,0,0,0.1192627,0.3748764,0,0,0,0,0,0,0,0,0,0,0,0,1.2758536,0,0,0,0,0,1.3251728
729,2.0704482,0,0,0,2.0916147,0,0,0.09404939,0,8.998247,0,0.29048482,3.9968157,2.4464302,0,0,0,3.3273795,0,0.11196742,12.563068,0,2.5390027,2.8817809,0.98107547,2.2073462,0,1.8178713,0.22982466,5.0652785,0,0,0,1.4406744,2.1320467,0,0,0,0,1.9423478,0.13660826,1.1794367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,1.177957,0.78952175,0,3.3653722,3.1831303,0,1.3667407,0,0,0.4847158,5.8572307,1.3174045,0,0,0,0,0,0,0,3.07547,2.1737766,0,0,0,0,0.29964486,0,0.35739863,1.3917955,0,2.4450355,0,1.6902883,0,0.30831045,3.470442,0,0,0,0.4355347,3.0300364,1.0945361,2.1785567,0,0,0,1.4811413,0,3.5989006,1.2406106,0,0,0.17298123,0.2574775,7.38579,0.47195116
731,1.752171,0,0.059516665,18.604345,0.90875417,1.7778193,6.5153604,0,2.3417206,0,0.8923742,0.1138033,0,0,0,2.1406703,3.9256656,0,0,0.08910405,0,0,0.46612048,0,0,0.4158372,3.8357213,0.28061056,0,0.82885665,0.82582414,2.3919656,0,0.8345655,7.443826,0,0,0.22051303,0,0,0.0641275,0,0,0,4.7640057,0,0,0,8.598368,8.818548,12.549138,0,0,0,0,5.3778954,0,0
732,3.2985795,0,0,0,0,0.63732,0,0,0,0,0.5228221,1.0875833,0,5.986168,4.2569656,0,0,11.67985,0,0,5.402046,2.832811,23.009775,0,0,0,7.487701,0,0,0,0,0,0,0,0,10.04388,0,0,0,0,1.4068999,0,19.260626,0.6229175,11.5676155,1.0665852,0,0.23937805,4.540324,2.8517294,0,0,0.63858956,0.0957094,0.85615987,2.6552563,0,0
733,0.0826615,0,0,0.028505761,0,0,0,0.5195485,4.2459044,0,8.301712,2.220278,0,5.4943566,16.997263,0,0,1.3094044,0,0,10.124597,0,4.0023527,0,1.5872042,0,1.801641,0,0,0.8390731,0,3.1802645,3.7944949,0,0,12.998471,0,0,0,0,0.72914004,0,6.582506,1.4684703,14.608894,2.4711702,0.7607327,0.5806155,9.368277,9.177747,0,0,2.9551878,0,0,1.8813089,0,0
734,5.5596128,0,0,0,2.9488173,0.22517332,1.5108844,0.008129524,0,0,0,0,0,0,0,0.40007183,0,0,0,0,0,2.2353446,9.202891,0,0,0.21492904,4.0665455,0,0,0,2.9746616,0,0.5251782,1.1683145,0,0.27168602,0,0,0,0,0,0,1.1412706,0,0,0,1.5962656,0.48544407,0,0,7.02941,0.42181504,0.5446258,0.36793482,0,0,0,0
735,0,0,0,3.6534615,0,3.0218015,0,0,0,0,0,0,3.586991,0,0,0,0,1.7250357,0.27703506,0,0,1.5540026,0.7346071,0,0,0.46983677,0,0,0.034248505,0,0.97142637,0.04265268,0.6389364,0,0.79737735,0,0,0,0,0,1.2114695,0,1.7141562,0,6.0926023,2.655056,0.6815987,0.23724945,0,0,0,0,0.75961024,0,0,0.55447114,0,0
736,3.6422906,0,0.95923144,0,3.535342,0.29113862,0,0.30145517,0,0,0.4184737,0,1.5608491,0.70229685,0,0,0.7378225,8.667512,1.5868586,0,0,0,0,0,0,0,1.0264543,0,0,0,0.061220706,0.8447546,0,0,0,0,0.9418945,0,0,0,0,0,4.129403,0,0,0,0,0,7.4968443,0,5.70191,0,0.16884808,0,2.2613044,2.608712,0,0
737,0,0,0,0,2.4757419,0,4.742355,0.61252403,0,0,0.03513302,0,1.914364,4.448381,0,0,0,3.8210166,0,0,0,0,0,0,0.5078086,1.1172836,0,0,1.3052821,0,0,0,0,0,0.66051584,0.623027,0.10699091,0,1.4287541,0.6846121,1.2761276,0,0,0,0,3.0587027,0.6864283,0,5.6989975,2.8846724,15.3452015,0.33425093,0,1.8048617,0.4037507,0.4311218,1.1479679,3.7613344
738,4.3189707,0,0,0,36.832058,0,0,0,2.0695624,0,0,0,0,0.20669372,0,2.002936,0.39139768,5.1724567,0,0,6.2859306,0,12.732281,0,1.3681153,0.30802935,4.251128,2.0534198,0,2.4035745,1.7675396,2.1407862,1.0026174,1.4392153,0,0,0.7290267,0,0.15723416,0,1.4613125,0,0.09567418,3.0091758,0,0.009845006,0,0.13079289,0.25662,8.478775,0.19574189,0,1.6437286,0,0.53071207,0,0,0
739,0.5828336,0,0,0,0,0,0,0,0,9.214124,0,0,0,0,1.7064428,0,0,3.6477914,0.5375204,0,6.590893,2.5885007,6.712191,1.0091925,0,0.11685166,0,0,1.9835197,0,0.22368269,0.03850864,0,0,4.3932137,0,0,0,0.71374804,0.5077782,0,2.4705508,0,0,0,0,0,1.50926,0.37536353,0,0,0.16086896,0,0,0,0,3.6185074,1.3754485
740,1.5668634,8.486594,0,0,0,4.05165,0,0.20499559,1.3621876,8.9536,0,3.7401998,1.3706882,1.7137163,14.217499,0,2.6993012,0,1.6322452,0,13.573055,3.0569468,2.7018113,0,0,0.7648491,0,0,0,1.6303917,1.6826216,0,0,0,0.20017986,0,0.24530247,2.9859934,0,2.2903275,0,0.6269023,0,0,0,0,0,0,0,0,0,1.2552227,4.0095057,0.38343096,0.66730744,0.67452663,3.5181463,0
741,0,6.326765,2.8549867,19.99365,0,1.4925996,5.2997565,0.22074535,0,0,0,0,2.7197459,0,11.010571,0.28675932,0,0,0,4.2310357,0,0,0,0,0.6765135,0.784566,0,0,0.1936542,0.042522393,0,1.915073,0,5.866589,2.5778716,0,0.66320264,0,1.8169376,1.2671884,0.052752063,0,6.6890244,0,0,0,0,2.8895087,0,0,0,0.5153548,0,0,0,0,0,1.1303458
742,0,0,0,0,0,0,0,0,0,0,0,0,5.314276,0.04085099,16.76578,4.567688,3.3116765,0,2.450366,0,0.7554449,0,0,5.7816215,1.9664459,2.4386187,0.15137143,0.59076995,3.9776418,5.294979,3.1465604,0,0,0,0.99156106,0,1.8395747,0.74041533,0,1.2875007,0,1.3510681,4.0966225,0,0,0,0,1.80888,0,0,0,0,0,0,0,0,0,0
743,0,0,1.7181104,4.7255626,0,0,0,0,0,3.2136679,0,0,3.5574248,0,0,0,1.2670436,0,0,2.2919085,0,0,0,16.148039,0,0.06540636,2.0701952,2.8540812,2.3288732,0.93251306,0.4335667,0,0,0.17320377,0.18385376,4.3453197,0,0.07648141,2.264271,0,0,2.7424984,0,0,0,0,2.5092115,0,0,0,0,0,0,0,0.11826441,0,0.019979188,0
744,0,0,3.420186,5.8176646,0,0.26205015,0.27339876,0,0,0,0,0,2.6527894,0.93068284,33.91068,2.2554631,0,0,0.27033296,0,0.6277693,0,0,0,0.5268932,0,0,0,0,6.431618,0,0,1.6785991,0,5.331371,2.4762707,0.707809,0,0.8021792,1.853344,0,0.8528039,0,2.4089038,3.113214,0,0,0,0,0,0,0.7054042,0,0.14445028,1.4532787,0,0,0
745,0,0,0.9171279,0,7.3320646,0,6.4364414,0,0,7.254542,0.06890061,0.30371445,2.5929537,0,0,0,0,4.1615615,0,0,7.7959785,0.57636696,5.88733,6.2523723,1.9127445,0.698228,1.9260943,0,0,0,2.429554,0,0,5.628007,0,1.7210982,1.5337421,0.030985404,0,0.4708335,2.7705483,0,0,0,0,0,0,2.2644024,0.102817595,0,3.3154385,0,0.0140838,0,1.2564907,0.19379297,0,2.2916646
