x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.684739,0,0,0,0,0,0,0,0,4.859542,0,0,1.7798795,0,0,2.8942485,3.2342536,3.9091275,1.0016667,0,7.3327336,0,12.576417,11.215494,2.269742,0.40140805,3.4210434,0.7403872,1.8957096,2.7774303,0.80834204,0,3.5960371,0,0,3.3682892,0,0,0,2.0350754,0.9493654,1.374737,0,2.0120394,0.08166005,1.7454573,0,2.7568946,0,0,0,0.18374115,1.7315344,0.7204836,0.24056299,1.0582845,0,2.0184696
2,0,0,0,0,10.081132,15.01692,0,0.19628474,0,0.18908322,0,0,5.1213946,0,22.051018,1.3431078,0,5.5089273,2.8616166,0.32581088,0.86456406,0,0,3.8317802,0.20524907,0,2.8151536,1.5884043,0,0,1.4029982,0.88340175,0,3.3664262,0,1.1637652,0,0,3.325886,4.935786,0,0,1.3327341,0.1411641,0,2.911378,4.732287,2.0276072,0,0,5.1476116,0.76943237,0,0.66110414,0,1.9985112,3.857338,0
3,0,0,1.1902852,0,0,0,1.5775402,0,0.8650746,2.3419657,0,0,4.7345414,0,0,0.6249073,0,2.6971803,0.71206796,0,12.948335,0,0,12.222194,1.0943966,0.2486726,0,0.11291664,0.39495888,0,1.4695096,0.99944144,0.49924222,0,0,1.8499317,0,0,0,0.16313447,0,1.4949874,0,1.3621427,0,0,1.6426961,0.13029964,0,0,0,0.7300436,0.6085374,0,0.65795696,0,0,0
4,2.3382325,0,2.0236728,0,0,2.0283566,7.484012,0.16201772,1.1110086,0,0,0,0,0,0,0,1.5992975,1.762342,0.17623946,0,1.4584122,2.0827928,0,0,2.668155,0,0,1.6657718,1.912274,6.66753,3.2387846,0,0,0,0,0,0,0.8168984,0.520275,1.1542968,0,0.58638346,0,1.143989,0,0,1.2048658,1.3675789,0,1.5551467,5.0178046,0,0,0,0,0,0,0
5,5.1578774,3.7705579,0,13.160765,4.2772164,1.4008487,0,0,0,2.2193623,0,0,3.3784006,0,0,0.1354761,0.6610288,5.248624,0,0.25161114,0.23895292,0,9.09792,4.681999,0.9909379,0,0,0,0.681613,0,0,1.2307708,0,0,0,0,0.10385926,1.7752419,0.51229113,0,0,1.4450634,0,0,0,0,0,0,0,0,0,0.5097721,0,0.14377598,0,0,0,0
6,0,8.158488,3.4910104,0,0,0,0,0,0,14.440957,0,0,1.3607849,0,15.054329,0,0.8758596,0.7461616,0,0.8443365,12.6380625,0,0,9.608622,0.38824,0.76360226,0,0.38174984,7.4270883,0,3.1754434,1.1364279,0,0.7351051,5.637932,0,6.848504,0.26244015,4.2235317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23113653,0,0,0
7,0,9.992227,0,0,0,2.9992187,3.783962,0,0,0,0,0,3.6031146,1.2323557,0,2.1304736,0.054897938,0,0,2.332222,10.267052,1.1955998,0,3.5560398,0.60470957,0,7.816168,0,1.8482199,1.0539503,0.22746797,1.1013,0,1.325664,0,0,0,0,0.4291937,0.81502175,0,0,0,2.413117,0,0.58621866,0.8774692,4.2818923,0.68420815,0,0,0.27519414,1.290684,0.16751751,0.8686372,0,0,0
8,0.3395531,2.1022184,0,0,4.7672663,1.1914508,4.117477,0,0,0,0.07152514,0,0,0,0,4.433521,0,4.288439,1.1939223,0,0,0,0,4.6559796,0.12515017,0,0,0,0,1.0938218,3.2905664,0.6198209,0,7.345941,3.5208712,2.3679967,0,1.1973195,0,2.1325243,2.4864683,0.38881826,0,1.1018895,7.2637925,0,0,0,0,0,0,0.5748057,0.16940553,0,0,0,0,0
9,0,26.314436,0.035449427,0,0,0,0,0,0,14.174981,0,0.22241153,0,2.4228446,0,0.66830206,0,7.4878755,0,0,10.791857,0.7141758,0,0.8838424,0.7121199,0.7241722,1.6560028,0,0,0.5393362,1.3315939,0,2.2264533,0.103458,4.257008,0,0.81800663,0,0,1.3364086,0.8823235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6326874,0.37081575,0.7204182,0
10,1.2332233,0,0,0,0,3.9412355,0,0,0,0,0,0,3.517965,0,0,0.18174694,3.5349102,0.47087,0,0,6.1272674,0,0,5.559375,0,1.4583694,3.056925,1.4578009,0,4.409494,1.1205493,0,0,1.731864,0.8268148,0,0,0,0,0,0.10659597,0,0,2.0757053,6.693973,0,4.469136,5.046549,0,0.9503615,5.8632283,0.050094116,1.2393836,0,0,0,0,0.5967852
11,0.005515692,0,0.09888614,0,0,0,10.769366,0.35691863,0,0,0,0,0,0.91647005,0,0,0,0,0,0.048227575,0,1.4539154,0,7.6650157,1.316075,0,0.17125377,1.0448126,0,0.4761818,0.18310253,1.5138963,3.1821349,0,0,0,0.7168394,1.9875144,1.6050164,1.3137087,0,0,1.606613,0.77391547,0,1.5301962,0.1599039,0.49559724,0.12391858,1.206351,0,0.10034443,0.24532312,0,0.537562,1.2787473,3.490469,1.1365407
12,0,0,0.69335383,9.604745,0,0,0,0,0,0,0,0,0,5.1556635,0,0,0,0,0.028180348,0.9336282,0.9364981,1.4918308,0,0,1.9318806,0,3.693451,0,0,0,0.32743776,0,0,0,3.1030545,0,0,0,0.66277665,1.7190502,0,1.5596923,0,0,0,0,0,5.054236,0,0,0,0,0,0,0,0.93228304,0.27452242,0
13,0,0,0.5087607,0,0,1.240041,12.186134,0,0,0,0.26337728,0,2.23975,0,1.8190695,0,0.88425785,0,0,0.62091357,0,0,0.6098524,0,0,0,0,0,0,0,2.7914522,0.26466024,4.0091295,0,0,1.9614924,0,0,0,0,0,0,6.6620483,0,0,0,0.04898205,0,0,0,1.280249,0,0,0.66442806,1.6521634,0,0,0
14,0,12.05887,0,0,0,13.93564,0,0.13935012,4.2783394,0,12.022395,8.917005,0,5.2953544,20.971064,0,0,3.3453486,0.77465534,0,0,0,0.44176582,0,0,0,0.86105615,0,0,0,0,3.5320475,6.581771,0,0,12.829065,0,1.0474607,0,0,2.328266,0,10.639813,0.3527595,19.06523,0,0,0,20.86986,11.09805,24.544022,1.4417543,1.4365022,0,0.7139423,0,0,0
15,2.4212513,0,0,0,13.386046,0,1.4147394,0.35406792,3.5768633,0,6.467243,1.4973037,0,6.3404193,29.634083,2.2350159,0,4.3861084,1.3639417,0,0,2.0523431,0,0,0,0,0,0,0,0,0,0,2.3110032,0,0,0,0,0,0,0,1.2202466,0,8.346382,0.08177669,9.298609,1.1873296,0,0,4.1150055,13.6947775,10.282483,0,3.1531613,0,0,5.4416738,4.7625103,0
16,0.4702068,0,0,0,23.886724,0,2.9075017,0,0,0,0,2.2629678,0,3.7202914,0,0,4.8339596,3.7145135,1.5312998,0,4.436264,0.8127083,5.394615,0,0,3.4040205,3.0779018,0,0,0,0,0,11.268578,0,0,2.1510708,0,0,0,0,0.6765707,0,13.797268,3.5624967,0,2.3899145,0.30182603,0,0,0,18.073364,1.4170477,0,1.3120553,0.59969044,3.0168152,0,0
17,1.312547,3.2779498,0,0,0,0,5.7184844,0,3.8756676,0,8.504396,8.190425,0,0,0,1.5438826,0,2.2646613,0.97065324,0,3.3987768,1.7533458,14.051748,0,0,0.75157917,10.62646,0,0,0,0,0,5.7978053,0,0,9.39833,0,0,0,0,0,0,15.459728,2.1449633,11.373625,3.2314265,2.3176093,0,8.57121,4.9098916,15.910842,1.1310982,2.799684,0,0,0,0,0
18,2.1204371,41.450012,0,0,0,0,6.700392,0,0,0.059635244,0,0,2.2413578,0,3.8512332,3.1796484,0,0,0.80826086,0,7.324145,0,2.0404375,0,0,0,2.5999856,0,0,0,0.07917064,2.8792098,0,0,0,0,0.07791123,0,0,1.3671126,0,0.012968173,0,0,2.0784297,0.72195965,0,3.6415267,0,0,0,0,0,0,0.7510551,0,3.9982166,1.018439
19,0,0,0.95267975,0,0,0.15384114,5.058698,0.17650852,0,0.2671731,0,0,1.5550861,0,0,2.0234025,0,0,0,2.5194938,0,0,0,5.38705,0,0,0,0.76915926,3.6797078,3.7918465,2.1335857,0,0,0,4.815817,0,0,0,0.7176553,0,0,3.1942008,0,0,0,0.8263157,0,2.7572348,0,0,0,0,0,0,0,0,0,0.80247885
20,0,0,0.8360845,13.302534,0,0,0,0.14009875,0,4.0124836,0,0,0,0,0,0,0,0,0,0,0.9059766,0,0,2.689348,0,0,1.5765728,0,0.78177935,0,1.1002785,3.370546,0,3.896182,0,0,1.0926462,0,1.7668753,1.7059917,0,0,2.020355,0,0,0,1.4417292,0.4118582,0,0,0,0.50778556,1.0500546,2.1492603,0,0,0,1.1803967
21,1.2146119,17.795563,0.9275568,2.32237,0,0,0,0.010997526,0,0.57759655,0,0,0,0,0,0,0,9.173539,0,1.8435161,0.22904637,0,0,1.9222019,1.9167334,0.79049367,0,2.848908,2.4105742,8.159104,1.3261575,0,0,11.910834,10.924654,0,1.2442111,0,1.7724186,0.60547847,0,0,0,0,0,0,0.03744761,2.1109762,0,0,16.403189,0,0,1.4105297,0,0,0,0.07946348
22,0.48506826,0,1.2918214,0,0,0,7.955233,0.090344675,0,1.2780563,0,0,0,2.1374989,6.4544344,0.97594947,0,0,1.6972885,0,0,2.0154786,0,3.881154,0,0,7.131113,0,0,0,2.6873744,2.6405025,0.6221167,0,0,0,0,0,0,0.7191761,0.17295149,2.1497827,1.7438834,0,4.321354,2.3216195,0.6781183,2.725451,2.3565924,7.0982976,9.940233,0,0.5421685,0,0.38521037,0,0,0
23,1.908169,0,2.094078,0,0,0,11.585951,0,0,0,0,0,1.3697155,0,0,0,5.6554503,0,0,0,0,0,0,12.733359,1.398335,1.6585697,0,0,0,0.56530195,0.90212876,1.4306316,0,0,0,6.0156474,0,0,0,0.31364,1.1896871,0,3.3824868,0,3.874895,0,0.40210083,1.8595084,0,0,0,0,0.8318505,2.330088,0,0,0,0.6303668
24,0,11.194812,0,17.829874,0,5.839232,0,0.08195123,0,0,0,0.80576533,0.8452171,0,0,0,2.0141637,0,0,0.494098,0,0,0,0,1.7881792,0,0,0,0,0,0,0,0,0,0,0,0,0.08684285,0.66670984,2.1344967,0,1.1675693,0,0.5774975,0,0,0.9617073,0.8032973,3.963188,0,0,0.8494553,0.65833646,0,0.8831487,0,0,0.002690026
25,0.94651127,0,0,0,0,0.43997195,0,0.32047412,0,0,0,0.40933308,0,0,0,0,0,0.3690357,0.6892176,0,0,0.8359846,3.2319176,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1384012,0,1.6002574,1.8325816,0,2.3111732,0,0,0,0,0.34497607,3.0766444,1.8987173,0,0,0,0,0,1.728831,5.9040165,0.90294737,0
26,3.324929,0,0,8.156971,0,0,0.055147447,0,0,9.748812,0,0,0,7.4381576,8.81776,0,1.0210924,1.8024722,0,0,0,1.6787362,11.128703,0,0.29858395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012831,0,0.95581746,0,1.2917904,0,0,0,0,0,0,0,0.58022827,0.3695985,0,0,0,0,0.5889473
27,5.2682233,12.2593775,10.203202,3.3837662,0,1.4854919,0,0,0,20.293863,0,0,3.1172009,0,8.447378,0,0.18357816,0,0,0,0,0,0,15.786285,0,0,0,7.8030114,3.289109,4.5694175,0.40532014,0,0,7.0893583,1.394401,0,3.2352939,1.1969258,0.7099948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0.16518381,0,7.22268,0,0,0,0,0,0,0,3.1244931,0,0,1.8270259,0,0,0,3.6215787,0,0,0,3.4120395,0,0,0,0,4.94527,6.3552938,0.22542864,0,0,0,4.648642,0,0.35441995,0.16258247,2.2914066,0,0,1.3753942,0,0,0,0,0,0,0,0,0,0,0,0.8677686,0,0,0,0.6530985
29,0,0,1.5146475,0,0.8684772,5.5385714,0,0.7143963,0,2.7415583,0,0,3.3676825,0,0,0,0,0,0,6.0954657,0,0,0,0,0,0,0,0,8.945149,3.1828327,0,0,0,6.02326,0,0,0.0631089,0.7512302,1.1275296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20607539
30,0,0,0,5.9414625,0,0,0,0.8959861,0,0,0,0,0.48621237,0,0,0,0.29188898,0,0,9.750045,0,0,0,0,0,0,0,0.170588,8.663898,0,0,0,0,0,0,0,0.9738937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08124817,0,0,0
31,1.8158855,0,0,0,0,0,0,0.27767643,9.086483,0,12.353637,13.7388525,0,6.5662355,40.722992,0.054531958,9.212958,5.200402,1.6003985,4.096689,8.903657,1.8482263,2.7195866,0,0,0,7.542574,0,0,0,0,0,8.889359,0,0,12.918263,0,0,0,0,0.9352681,0,18.88486,0.40989137,22.450636,1.2638462,0,0,17.200003,19.39724,3.942289,0.88278484,1.5664173,0.38957486,0,0,0,0.72564214
32,1.2553128,0,0,0,0,0,0,0.53544724,0.35919788,0,4.9177513,0.6178139,0,2.5295155,0,1.6168897,0,7.414541,0.3678769,0,0,0,24.031284,0,0,0,0,0,0,0,0,0,3.1132746,0,0.523969,3.6210139,0.6258771,0,0,0,4.3673615,0,9.524003,0,2.777273,2.7850308,0.3228386,0,7.9945335,3.5688405,18.664738,0,0,0.69089663,0,5.5658107,5.5320477,0
33,2.0536587,0,0,0,24.98256,0,0,0.12448212,0.66618305,0,4.6209717,0.00359278,0,0.5955847,8.648548,0,0,1.8515948,0,0.3434243,5.1651154,1.0617167,3.9392562,0,0,0.956186,9.479474,0,0,0,0.4258659,0.5538642,0.10755358,1.8466678,22.8027,10.978216,0,0,0,1.7024193,0,0,18.06723,2.329575,4.114384,2.3076801,2.3200884,0.9635939,8.816194,1.4276454,23.41123,0.6043035,2.815406,0.41572803,0,0,0,0
34,4.5186033,15.983597,0,7.871591,0,0,0,0.3100332,0,0,0,0,4.4504337,0,0,1.8917863,1.0415305,0,0,1.5033119,12.980396,1.9869622,5.857134,0,0,1.9146792,9.128091,0,3.9755182,0,3.318531,0.3427637,1.9848043,4.82294,11.522713,9.580764,0,0,0.45272475,0,0.3968263,0,0.46036968,0,1.1899104,3.10664,0,1.0741986,0,5.257409,0,0,2.4825544,0.21941084,0,0,0,0
35,0,0,0,0,16.063688,0,0,0,0,0,0,0,3.3459876,0,0,1.9861777,0,0,0,7.224417,0,0.5938569,0,1.362,1.0667528,1.7474198,3.1971855,3.1868243,5.7956476,4.335588,0,0.6009131,0.26910684,8.251822,11.896849,2.0197625,0.322554,0,1.7609847,1.049845,0,0.7965605,0,0,3.757456,0,0.85866153,2.1874352,0,0,7.473113,0.9959277,0,1.9045043,0.40043187,0,0,0
36,0.96358925,0,0,0,7.8682446,0,0,0.2766488,0,0.76374453,0,0,0,0,0,1.2031589,0,11.452496,2.4841492,4.339804,0,1.1784797,4.50461,0,0,0,6.180968,1.6220461,7.029528,3.5182395,0,0,0.07267026,10.263563,4.960831,7.131609,0.5748256,2.5068033,1.992527,2.866762,0,0.9760235,0,0.76391006,1.2922798,0,1.5218469,0.1986269,0,5.173128,9.460931,1.2745725,0,0.20434435,2.4567442,0,0,0
37,0,5.425482,0.13229437,0,15.1954975,9.572162,0,0.053895276,0,11.931146,0,0,0,1.1180115,0,0,0.10646418,0,0,1.7905785,0,0,0,9.835562,0,1.7410752,0.12214223,0,0.91106474,14.104309,2.2671385,0,0,23.39652,3.3165264,0,0.97264963,0,3.8448477,0,0,2.0719526,0,0,0,0,0.690691,3.1448045,0,0,0,0.18295592,0,0,0,0,0,1.2248993
38,0,0,0.8314391,0,0,0,0,0,0,0,0,1.8669574,1.7765441,0,0,0,0,0,0,1.6908612,0,0,0,12.768379,1.3302999,0,0,0.9723834,5.4276347,0,0.9981875,0,0,14.8269615,0,0,0,2.108024,0,1.4507176,0.7917,0,0,0,4.4852915,0,0.3541582,2.406056,0,0,0,0,0,0.3110773,0,0.4767757,3.4285462,0
39,0,8.739682,4.18716,0,12.466516,0,4.5862103,0.46453354,0,0,0,0,0,0,0,0.11415171,0,0,0,4.76955,0,0,0,7.3101993,0,0,0,1.7249821,2.8327217,1.6730403,1.1363851,1.3493363,0,7.5213356,3.0350227,0,0,1.0397037,0,0,0,1.1225852,0,0.50542575,0,0,0,0.25553176,0,0,0,0.54068875,0.22151132,0,0,1.5881754,0,1.1631049
40,0,8.24911,0,5.0562735,3.4995875,0,0,0.039892163,0,0,0,2.123745,4.759275,6.146876,0,0,0,9.578844,0.038463898,0,7.394789,0,11.992635,0,1.5078079,2.3523192,0.7671767,0,0,2.1913705,0,0.2587966,0,0.7209084,0,0.6937681,0,0.3002903,0,0,2.268063,0,12.596537,2.1062024,9.327331,0.18311098,0,0,0,0,0,0,0,0,0,0,0,0
41,2.2967746,0,0.029853886,8.320741,0,0,0,0.27279103,0,18.714037,0,0,0,0,10.775287,2.6640446,3.471436,0,0.1292403,0,0,0,4.7621617,0,0,2.5897264,0,0,0.29583156,2.347266,0,1.4944105,0,0,0,0,1.8213134,0,4.0597763,1.5692595,0,0,0,0.78833395,0,0,0,0,0,0,0,0,0,0,0.70401716,5.2782736,0,0.43869045
42,0,0,0,0,0,0,0.24626249,0,0,19.618235,0,0,0,8.271919,0,0,0,0,0,0,12.629883,2.8403742,0,0,0,1.8295461,7.949506,0,0,0,0,0,4.389483,0,0,0,0,0,0,1.4392507,0,2.9082072,0,0.23362799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,2.3768747,0,0,1.8389667,3.3934639,0,0,0,0,0,0,0,2.0702252,0,0,0,0,0.25764504,0,0.22356741,0,0.75797105,0,0,0,0.1249139,2.6132295,1.6681391,1.5233368,4.0625324,0,1.8438087,0,0,1.8767945,1.2169054,0,1.8081511,0,0,0,0,0,0,0,3.7863855,0,0,0,0.7481392,0.33296812,0,1.4650471,0.45086128,2.1376922,1.439099
44,1.6606886,32.801815,3.0879805,0,0,0.8779557,3.8260472,0,0,1.09343,0,0,1.763424,0,0,0,0,0,0.28324994,0,0,0,0,4.9877515,1.338874,0,0,0.6851913,0,7.6633477,0.4876817,1.5269814,0,0,0,0.14521529,1.1149079,1.1037729,1.2068022,2.4412718,0,4.018386,0,0.13133128,0,0,0.029067604,1.4697403,0,0,0,0.005759894,0,2.7676535,1.4847199,0,1.9120036,0.15093893
45,0,0,0.15679678,0,0,0,5.5072412,0,0,0.46915048,0,0,2.5119169,0,0,0,1.3683554,0.577815,0,0.28974602,0,0,0,2.4865682,0,0,0,0,1.6673985,0,0,0.93221086,0,5.4180613,2.1602976,0,0,0,2.3824928,0,0,0.50442314,0,0.1744264,0,0,0,0.9866,0,1.7129948,0,0.7694294,0,0.7948499,0,0,0,0.34752783
46,0,0,0,0.09639471,0,0,5.4818687,0,0,0,0,1.1844257,0.5503187,0.05517671,0,0,0.8825879,0,0,0,0,0,0,0,1.0501062,0,2.9595892,2.3601267,0,1.6809403,0.23735896,0.22826886,0,0,0,0,1.487495,1.2321855,0,0.65058094,0,1.2314925,0,0,1.2774922,0.56504416,0,3.4511297,0,4.7649107,0,0,0.8701011,0,0,0,3.9834998,0
47,0,0,0.21658239,0,2.0059245,0.5914633,2.5801425,0.017965293,0,0,0,0,0,0,5.1274376,6.6838293,0,0,0,2.7335312,0,0,0,1.1655263,0,0,0,1.7628065,0,1.1729243,0,2.0150228,0,0,3.5496073,0,1.1090089,0,0,1.2240046,0.03352015,0.0799495,0,0.70720506,0,2.2908373,0,0,0,3.1670115,0,0,0,0,0,0.31819424,0,0
48,3.835307,0,0,0,0,0,1.3988454,0,5.9854865,0,9.7933035,0,0,1.5462687,3.8154414,0.4972193,0,0,0.087915294,0,0,2.8728807,8.91985,0,0,0,0,0,0,0,0,0,2.4376285,0,0,8.656462,0,0,0,0,0.729902,0,12.825851,2.4181583,17.444513,5.4681945,3.6669102,0,16.329836,7.218422,9.297671,1.8231527,0,0,0,4.892409,3.2943635,0
49,0.5370061,0,0,0,0,0,3.9917996,0,0,0,0,0,0,3.6302555,13.103873,0,0.17345622,0,2.2279491,0,10.655289,0,1.1147561,0,0,0,0,0,0,0,0,0,4.6716127,0,0,2.7151086,0,0,0,0,0,0,1.351045,0,2.070198,0.9653433,0,0,0.95444226,0.16985846,14.337147,0.9539913,3.8603084,1.0856068,0.33416307,6.420827,11.827632,0
50,0,0,0,0,0,0,0.036798004,0,2.5917203,0.3677254,8.278221,0,0,3.8371942,0,0,1.2375275,7.7079635,0,0,1.0701337,0.10085109,4.5834436,0,0,0.53106725,14.129095,0,0,0,0,0,1.9129163,0,0,2.5156128,0,0,0,0.0483992,1.8063936,0,17.168419,0,12.15748,1.2646198,1.169239,0,4.9573016,10.147525,4.206593,0,1.929523,0,2.71496,2.5236995,0,0
51,3.7986581,4.7081017,0,8.3687,0,6.630764,0,0.04770328,0,0,0,1.6882548,0,1.6254568,2.9867692,0,0,4.0573177,0,0,3.6870623,2.0366018,0,0,0,1.3305061,2.949012,0,0,0,0,0.896701,0,0,0,10.791291,0,0,0,0,0.2549478,0,21.91351,1.7164493,0,1.5984844,0,1.4600635,0,0,18.572792,0.06911074,1.8266939,1.373453,0,0.6624095,0.20457229,1.5053227
52,3.3810432,0,0,16.207304,0.16647992,3.8163223,0,0,0.5898516,0,0,0,0,0,1.1816554,0,0,6.2541647,0.8799418,0,5.4784684,0.1291681,0.5593781,0,1.2987792,0,0,0,0,0,0,0,0,0,0.60677654,4.9635,0,0,0.5115421,0,0.2943881,0,2.1813781,0.3270202,0,2.2537575,3.3598125,0,1.9953744,1.7714928,2.8880916,0.7570945,0.21547192,1.1061168,0,3.833523,0,0.010440825
53,0,0,1.7406346,10.959863,0,0,8.707774,0,0,0,3.2767925,1.8095491,0,0.81519175,6.464295,5.931843,0,0,1.1005073,0,0,0,0,8.629092,1.8273269,0,0,0,1.8419266,0,1.2509022,0,0,0,0,1.4674968,0,0,0.712881,4.000349,0,0.5251341,1.5644404,0.6900405,2.93038,0,1.8918697,0,9.586035,4.635868,11.139174,0,1.0314064,1.1384734,0,0,0,0.9258312
54,0.534838,0,0,0,0,0.11973681,0,0,0,0,0,0,2.954445,0,7.428062,1.8715683,0.43392795,7.8369117,0.5889993,0.8906385,0,0,0,0,0.45120427,2.071345,0,2.3349006,0,6.3364916,0,0.67359954,0,0.992963,7.0425625,0.16223742,0,0,2.609009,0.21330103,0,1.8570904,0,1.9444394,0,0,0,2.0727808,0,0,0,0,0,0.2087683,0.6280625,0,0,0.3406314
55,0.39109835,0,1.5921336,0,0,0,1.9596261,0.48787004,0,1.5588716,1.0428236,0,1.515931,0,0,0,0,0.9013324,0.5159215,0,10.003168,0,1.8725185,0,0.44047746,0.05289192,0,0,0,2.7718968,0.5417958,0,0.3349957,4.0632,0,0,0.4386717,0.11485962,0,0,1.4170531,0.105523944,0,0,3.8830104,0,0.85075146,1.633746,0,0,2.4042225,0,0,0,0.40569788,0,3.4838898,0.15880921
56,0,2.870523,1.3752583,0,0,6.652525,0,0,2.2331707,1.9222041,0.31820345,0,1.229174,0,0,0,7.2580285,6.2637386,0,1.6787189,0,0,0,0,0.862855,0.42152438,2.1595812,0,0,0,2.078731,0,0,0,0,0,0,0,0.27338198,3.3606179,0.2665381,2.5315611,0,0,0,0.21878357,0.59702826,1.3116174,0,0,0,1.1903809,0,0,0,0,0,0
57,0,0,1.8982209,0,6.8707833,0,0,0,0,0,0,1.3296463,0,0,2.971891,0,0,2.7870882,0,0,1.795106,0,4.809786,0.040044043,2.2747025,1.0502154,3.468728,0,0.5409489,3.5865839,0,0,0,3.68938,4.4366655,3.6104949,0,0,0.9351791,0.22495365,0,0,0,0,0,0,3.2342668,0.050271258,0,2.0575736,7.7951837,0,0,0,0,0,0,0
58,0,0,0,0,3.786717,0,6.34083,0,0.2979677,0,1.6518112,0,2.601687,0,8.605955,0,0,0,1.326228,0,0,0,0,1.0200149,1.1054192,1.2267152,0.31747627,0,2.9459813,0,0,0.19802698,1.5396836,0,0,0,0,0,0,0,0,0,2.5741618,0,6.8782063,0,0.30472052,1.1125116,0.22108853,7.3979483,0,0,0,0,2.0871508,1.3733356,2.4339595,0.38555196
59,3.7738855,16.600239,0.116114035,0,0,0,0,0,0,2.0691748,0,0,0.9800156,0,0,4.2054157,1.516178,3.4442751,1.069265,0,11.738393,2.17063,1.2195197,3.303418,0,0.52514136,2.0567415,1.183549,0,1.1835003,0,0,0,0,0,0,2.1300554,1.4997555,2.3241858,0,0,0.6939057,3.3332045,0,1.775272,2.0941913,0,0.682248,0,0,0,0,0,0,0.7998586,0,0,0
60,3.1599162,0,0,16.302862,0,0,4.80403,0,0,0,0,0,0.17298514,0,0,0,0,7.3866105,0,0,0,2.7303905,0,0,1.1758893,0.7475239,0,2.0136883,1.3594393,0,0,0,0,0,2.399084,0,0,2.8826687,1.5951376,0,0,1.6383784,0,0.30415517,0.25473925,0,0,0,0,0,0,0,0,0.8224544,0,0,5.474662,1.1144803
61,0,0,3.2084436,0,0,0,0,0,0.6576092,0.6946231,3.1433372,0,0.5741722,0,16.917181,0,0,3.1116836,0,0.28612462,6.5817013,0.31583142,0,2.8954687,0.021356944,0,0,0.76723003,3.0378525,0,0,0,0,0,3.930027,0,0,3.0900335,0,0,0,2.1823568,0,0.51329035,0,2.5054605,0,2.0307958,1.4180355,6.097314,10.330005,0.90617585,0,0,0,0,0,0
62,0,0,0,0,0,0,6.0321975,0,0,0,0,0,1.5256795,0,0,3.4996305,0,0,3.007662,2.5212202,0,0,0,0,0,1.5098964,0,0.6273138,1.2718549,9.665681,2.1677866,2.5656595,0.1792351,0,2.07198,1.0048085,0,0,0,1.348473,1.5877166,0.2531849,0,1.0488795,0,0.94733185,0.43674096,0,0,0,5.940772,0,0,0,1.8668907,0,1.2411524,1.7021612
63,0,0,0,20.116053,29.636877,0,1.5487136,0,0,0,0,2.8277025,0,1.3081893,0,0,0,0,0,1.4057721,2.5809488,1.4313259,0,10.814332,0,0.9999614,0,0.47395828,0,0,3.1892524,0,0.53797793,0.88935095,0,0,0,0,0,1.661,0.8107418,0.46741834,0,0,0,0.04356426,1.5141326,1.0285138,0,0,0,0.89058656,0.25912106,0.18920237,0,0,0.46639493,0
64,0,0,0,0,0,0,3.6348867,0.28311208,0,0,0,0,0,0,28.686115,0,3.8622606,0,0.21191385,2.153695,0,0,3.1412451,0,0.92054254,0.7902129,1.0032282,0,0,0,0.000592176,3.6206799,6.9794955,0,0,0,0.737274,0,0,1.2680831,0,0,13.005191,0,0,1.5433308,2.1937652,4.6405625,0,1.093856,0,0,0,0,0,0,0,0
65,0,43.79714,0,17.894886,0,0,0.90586245,0,0,0,0,0,0,1.7335962,4.9361844,0,0,0,0,2.2789388,0,0,0,0,0,0.5657973,0,1.6895828,0,0,1.9205977,0.7234238,0,0,0,6.494728,2.8335843,0,0,2.0071337,0,0,0,0,0,3.0773597,1.4130485,0,2.1653664,0,8.429755,0.004715873,1.8470178,3.3127422,0.9318849,1.6539042,0,3.0085652
66,0,2.1816413,0,0,0,0,3.9593236,0.29431233,1.0061448,2.57134,0.6499716,0,0,0.53437734,0,3.0836186,1.1712346,12.216786,2.1221914,0,4.5000477,0,16.342426,0,0,0.5652054,7.703076,0,0,3.4079497,0,1.3695812,0.14332232,0,0,4.2918553,0,0,0,0,0,0.24787416,0,2.2355144,2.1390927,3.617021,1.8008984,2.080112,4.3858404,5.0571833,18.648869,2.2735481,1.6820427,0,1.5402557,0,0,0.24096084
