roi,ROI,Classification,x,Y
41,32,1,93,127
33,26,,300,259
31,24,,389,291
18,18,,276,482
24,22,,203,403
3,3,,183.8466667,344.5666667
14,14,,171,495
7,7,,262.1973684,364.1842105
13,13,,122.7848837,497.6511628
9,9,,266.94375,439
10,10,,436.1976744,385.1162791
8,8,,320.7951807,385.0843373
25,23,,151,385
4,4,,202.9424084,309.0575916
32,25,1,56,287
35,27,,34,232
36,28,1,193,226
0,0,,339,224
38,29,,359,186
40,31,,288,170
39,30,1,74,170
44,33,1,225,66
