Trial,Behavior,Start,End
1.0,Spout movement,91.59,96.59
,Cont reaching,96.59,107.59
,Cont in vain,108.59,116.59
,Cont in vain,117.59,122.59
,Cont in vain,127.59,134.59
,Cont licking,151.59,160.59
,Walk,186.59,200.59
2.0,Spout movement,212.59,217.59
,Cont reaching,216.59,223.59
,Cont in vain,224.59,228.59
,Cont in vain,235.59,242.59
,Tongue,245.59,246.59
,Cont licking,263.59,268.59
3.0,Spout movement,331.59,336.59
,Cont reaching,335.59,341.59
,Cont in vain,342.59,349.59
,Cont in vain,350.59,354.59
,Cont in vain,358.59,362.59
,Cont in vain,372.59,376.59
,Cont licking,391.59,397.59
,Walk,401.59,415.59
,Walk,432.59,449.59
4.0,Spout movement,450.59,455.59
,Cont reaching,453.59,456.59
,Cont in vain,457.59,464.59
,Cont in vain,477.59,483.59
,Cont in vain,485.59,492.59
,Walk,511.59,529.59
,Walk,544.59,552.59
5.0,Spout movement,572.59,577.59
,Cont reaching,576.59,582.59
,Cont in vain,583.59,589.59
,Cont in vain,591.59,599.59
,Cont licking,638.59,643.59
6.0,Spout movement,691.59,696.59
,Cont reaching,693.59,697.59
,Cont in vain,698.59,704.59
,Cont in vain,717.59,723.59
,Cont licking,724.59,726.59
,Cont in vain,728.59,732.59
,Cont licking,751.59,755.59
7.0,Spout movement,812.59,817.59
,Cont reaching,816.59,820.59
,Cont in vain,821.59,832.59
,Cont in vain,846.59,852.59
,Walk,871.59,880.59
8.0,Spout movement,931.59,936.59
,Cont reaching,935.59,937.59
,Cont in vain,938.59,943.59
,Cont in vain,944.59,949.59
,Cont in vain,952.59,957.59
,Cont in vain,958.59,961.59
,Cont licking,980.59,987.59
,Walk,988.59,999.59
9.0,Spout movement,1049.59,1054.59
,Cont missed,1052.59,1058.59
,Walk,1153.59,1167.59
,Noise generation,1091.59,1126.8899999999999
10.0,Spout movement,1203.59,1208.59
,Cont reaching,1208.59,1225.59
,Cont in vain,1226.59,1233.59
,Cont licking,1234.59,1239.59
,Walk,1276.59,1284.59
11.0,Spout movement,1323.59,1328.59
,Cont reaching,1325.59,1332.59
,Cont in vain,1333.59,1341.59
,Cont in vain,1357.59,1363.59
,Cont in vain,1364.59,1370.59
12.0,Spout movement,1442.59,1447.59
,Cont reaching,1445.59,1453.59
,Cont in vain,1471.59,1478.59
,Walk,1511.59,1527.59
,Walk,1538.59,1543.59
,Both in vain,1560.59,1566.59
13.0,Spout movement,1563.59,1568.59
,Cont reaching,1567.59,1570.59
,Cont in vain,1571.59,1573.59
,Cont in vain,1586.59,1596.59
,Cont in vain,1598.59,1606.59
,Cont in vain,1607.59,1610.59
,Both in vain,1626.59,1637.59
,Both in vain,1638.59,1644.59
,Walk,1646.59,1657.59
14.0,Spout movement,1682.59,1686.59
,Cont reaching,1684.59,1696.59
,Cont in vain,1706.59,1713.59
,Cont licking,1714.59,1723.59
,Cont licking,1725.59,1727.59
,Cont in vain,1728.59,1730.59
,Walk,1789.59,1793.59
,Both in vain,1794.59,1802.59
,Walk,1808.59,1813.59
15.0,Spout movement,1820.59,1825.59
,Cont reaching,1825.59,1829.59
,Cont in vain,1830.59,1837.59
,Cont licking,1838.59,1851.59
,Cont in vain,1859.59,1867.59
