Trial,Behavior,Start,End
,walk,60.59,65.59
,both licking,66.59,76.59
,both licking,77.59,78.59
,both in vain,79.59,81.59
,both licking,82.59,93.59
1.0,valve opened,90.59,93.59
,both reach,94.59,106.59
,both licking,107.59,110.59
,both in vain,111.59,114.59
,both in vain,121.59,124.59
,both in vain,126.59,130.59
,both in vain,131.59,133.59
,both in vain,134.59,136.59
,both in vain,137.59,139.59
,both in vain,140.59,142.59
,walk,143.59,145.59
,both in vain,146.59,149.59
,both in vain,150.59,154.59
,both licking,155.59,172.59
,both in vain,182.59,189.59
2.0,valve opened,207.59,210.59
,cont reach,211.59,215.59
,cont in vain,243.59,245.59
,cont in vain,246.59,247.59
,walk,248.59,263.59
3.0,valve opened,324.59,327.59
,cont reach,327.59,329.59
,both in vain,330.59,331.59
,cont in vain,340.59,341.59
,both in vain,342.59,344.59
,both in vain,347.59,352.59
,both in vain,353.59,358.59
,both in vain,372.59,375.59
4.0,valve opened,439.59,442.59
,cont reach,442.59,447.59
,cont in vain,452.59,454.59
,both in vain,455.59,457.59
,both in vain,458.59,461.59
,both licking,462.59,475.59
,both in vain,477.59,482.59
5.0,valve opened,554.59,558.59
,cont reach,558.59,561.59
6.0,valve opened,670.59,673.59
,cont reach,673.59,676.59
,cont in vain,680.59,682.59
,both in vain,683.59,690.59
,both in vain,691.59,693.59
,both in vain,694.59,696.59
,both licking,697.59,699.59
,both in vain,700.59,702.59
,both in vain,716.59,718.59
,both in vain,719.59,721.59
,both in vain,722.59,724.59
,both in vain,725.59,729.59
,both in vain,730.59,731.59
,both in vain,735.59,736.59
,both in vain,738.59,740.59
,walk,747.59,750.59
,both in vain,751.59,753.59
,both in vain,754.59,755.59
,both in vain,756.59,757.59
,both in vain,758.59,760.59
,both in vain,765.59,768.59
,both in vain,769.59,771.59
,both in vain,772.59,777.59
,both in vain,781.59,783.59
,both in vain,784.59,785.59
,both in vain,786.59,788.59
7.0,valve opened,785.59,789.59
,both reach,809.59,814.59
,walk,825.59,834.59
,both in vain,836.59,839.59
,both licking,840.59,853.59
,both in vain,856.59,859.59
,both in vain,865.59,867.59
,both in vain,868.59,870.59
,both in vain,871.59,873.59
,both in vain,874.59,876.59
,both in vain,877.59,880.59
,both licking,881.59,888.59
,both licking,903.59,913.59
,both in vain,922.59,924.59
