Trial,Behavior,Start,End
,Two photon imaging,11.59,8286.59
1,valve opened,59.59,61.59
,cont reach,61.59,87.59
2,valve opened,125.59,128.59
,cont reach,128.59,142.59
,cont in vain,143.59,423.59
3,valve opened,191.59,194.59
,cont reach,194.59,210.59
,cont in vain,211.59,217.59
4,valve opened,258.59,261.59
,cont reach,261.59,266.59
,cont in vain,267.59,277.59
5,valve opened,324.59,327.59
,cont reach,327.59,336.59
,cont in vain,337.59,344.59
,cont in vain,345.59,349.59
6,valve opened,391.59,393.59
,cont reach,394.59,417.59
7,valve opened,457.59,460.59
,cont reach,460.59,463.59
,cont in vain,464.59,478.59
8,valve opened,524.59,527.59
,cont reach,527.59,531.59
,cont in vain,532.59,566.59
9,valve opened,591.59,593.59
,cont reach,594.59,598.59
,cont in vain,599.59,614.59
10,valve opened,657.59,660.59
,cont reach,660.59,666.59
,cont in vain,667.59,679.59
11,valve opened,724.59,727.59
,cont reach,727.59,749.59
12,valve opened,791.59,794.59
,cont reach,794.59,813.59
13,valve opened,858.59,860.59
,cont reach,861.59,869.59
,cont in vain,870.59,887.59
14,valve opened,924.59,927.59
,cont reach,927.59,946.59
15,valve opened,991.59,994.59
,cont reach,994.59,1010.59
16,valve opened,1057.59,1060.59
,cont reach,1060.59,1075.59
17,valve opened,1123.59,1126.59
,cont reach,1126.59,1130.59
,cont in vain,1131.59,1139.59
,cont in vain,1140.59,1146.59
18,valve opened,1190.59,1192.59
,cont reach,1192.59,1209.59
19,valve opened,1257.59,1259.59
,cont reach,1260.59,1270.59
,cont in vain,1271.59,1274.59
20,valve opened,1323.59,1326.59
,cont reach,1324.59,1343.59
21,valve opened,1389.59,1392.59
,cont reach,1392.59,1408.59
22,valve opened,1456.59,1458.59
,cont reach,1459.59,1475.59
,walk,1511.59,1520.59
23,valve opened,1522.59,1525.59
,cont reach,1525.59,1541.59
,both in vain (3),1554.59,1567.59
24,valve opened,1589.59,1592.59
,cont reach,1593.59,1603.59
,cont in vain,1604.59,1608.59
25,valve opened,1656.59,1659.59
,cont reach,1659.59,1671.59
26,valve opened,1722.59,1725.59
,cont reach,1725.59,1731.59
,cont in vain,1732.59,1735.59
27,valve opened,1788.59,1791.59
,cont reach,1791.59,1797.59
,cont in vain,1798.59,1803.59
28,valve opened,1854.59,1856.59
,cont reach,1857.59,1871.59
29,valve opened,1920.59,1922.59
,cont reach,1923.59,1936.59
30,valve opened,1986.59,1989.59
,cont reach,1989.59,1993.59
,cont in vain,1994.59,1999.59
31,valve opened,2052.59,2055.59
,cont reach,2055.59,2063.59
,cont in vain,2064.59,2070.59
32,valve opened,2119.59,2122.59
,cont reach,2122.59,2128.59
,cont in vain,2129.59,2133.59
33,valve opened,2185.59,2187.59
,cont reach,2188.59,2202.59
34,valve opened,2251.59,2253.59
,cont reach,2254.59,2270.59
35,valve opened,2317.59,2319.59
,cont reach,2320.59,2332.59
36,valve opened,2383.59,2385.59
,cont reach,2386.59,2389.59
,cont in vain,2390.59,2401.59
37,valve opened,2449.59,2451.59
,cont reach,2452.59,2465.59
38,valve opened,2515.59,2517.59
,cont reach,2524.59,2539.59
39,valve opened,2588.59,2590.59
,cont reach,2594.59,2606.59
40,valve opened,2657.59,2660.59
