Trial,Behavior,Start,End
,both in vain (6),4446.59,4475.59
,both in vain ,4478.59,4486.59
,walk,4487.59,4500.59
37.0,valve opened,4553.59,4558.59
,cont reach,4558.59,4574.59
,ipsi moved,4559.59,4578.59
38.0,valve opened,4674.59,4679.59
,cont reach,4679.59,4697.59
,ipsi moved,4680.59,4705.59
,walk,4793.59,4800.59
39.0,valve opened,4796.59,4801.59
,cont reach,4801.59,4819.59
,ipsi moved,4801.59,4825.59
,walk,4894.59,4908.59
40.0,valve opened,4917.59,4922.59
,cont reach,4922.59,4941.59
,ipsi moved,4941.59,4953.59
41.0,valve opened,5038.59,5043.59
,cont reach,5042.59,5059.59
,ipsi moved,5043.59,5062.59
,walk,5151.59,5162.59
42.0,valve opened,5158.59,5163.59
,cont reach,5163.59,5179.59
,ipsi moved,5164.59,5179.59
,both in vain,5244.59,5251.59
,walk,5252.59,5264.59
43.0,valve opened,5279.59,5284.59
,cont reach,5284.59,5303.59
,ipsi moved,5283.59,5304.59
,walk,5389.59,5397.59
,both in vain,5398.59,5406.59
44.0,valve opened,5400.59,5405.59
,cont reach,5407.59,5423.59
,ipsi moved,5408.59,5423.59
,both in vain,5499.59,5505.59
45.0,valve opened,5521.59,5527.59
,cont reach,5527.59,5541.59
,ipsi moved,5528.59,5553.59
,walk,5595.59,5603.59
46.0,valve opened,5642.59,5647.59
,cont reach,5647.59,5659.59
,ipsi moved,5649.59,5662.59
,walk,5707.59,5722.59
47.0,valve opened,5763.59,5768.59
,cont reach,5768.59,5779.59
,ipsi moved,5779.59,5786.59
48.0,valve opened,5884.59,5889.59
,cont reach,5889.59,5906.59
49.0,valve opened,6005.59,6010.59
,cont reach,6010.59,6022.59
,ipsi moved,6010.59,6024.59
,both licking,6047.59,6057.59
,walk,6092.59,6112.59
,walk,6123.59,6126.59
50.0,valve opened,6126.59,6131.59
,cont reach,6131.59,6142.59
,cont in vain,6143.59,6146.59
,ipsi moved,6143.59,6152.59
51.0,valve opened,6247.59,6252.59
,cont reach,6252.59,6266.59
,walk,6310.59,6315.59
,walk,6347.59,6368.59
52.0,valve opened,6368.59,6373.59
,cont reach,6373.59,6386.59
,ipsi moved,6375.59,6391.59
,both in vain,6411.59,6425.59
,walk,6446.59,6450.59
,walk,6462.59,6478.59
,ipsi moved,6485.59,6488.59
53.0,valve opened,6489.59,6494.59
,cont reach,6494.59,6517.59
,ipsi moved,6496.59,6519.59
,walk,6575.59,6584.59
54.0,valve opened,6610.59,6615.59
,cont reach,6615.59,6628.59
,ipsi moved,6615.59,6628.59
,both in vain (17),6642.59,6719.59
,walk,6722.59,6734.59
55.0,valve opened,6730.59,6735.59
,cont reach,6735.59,6747.59
,ipsi moved,6737.59,6754.59
56.0,valve opened,6851.59,6856.59
,cont reach,6856.59,6873.59
,ipsi moved,6856.59,6879.59
,walk,6934.59,6945.59
,walk,6960.59,6967.59
57.0,valve opened,6972.59,6977.59
,cont reach,6976.59,6992.59
,ipsi moved,6978.59,6997.59
,walk,7063.59,7074.59
58.0,valve opened,7093.59,7098.59
,cont reach,7098.59,7111.59
,ipsi moved,7111.59,7114.59
,ipsi moved,7122.59,7126.59
,walk,7162.59,7169.59
,walk,7178.59,7213.59
59.0,valve opened,7215.59,7220.59
,cont reach,7220.59,7234.59
,ipsi moved,7222.59,7237.59
,walk,7292.59,7301.59
,walk,7316.59,7321.59
60.0,valve opened,7336.59,7341.59
,cont reach,7341.59,7360.59
,ipsi moved,7341.59,7364.59
61.0,valve opened,7457.59,7462.59
,cont reach,7462.59,7473.59
,ipsi moved,7464.59,7468.59
,ipsi moved,7472.59,7483.59
62.0,valve opened,7578.59,7583.59
,cont reach,7583.59,7592.59
,ipsi moved,7585.59,7601.59
63.0,valve opened,7699.59,7704.59
,cont reach,7704.59,7716.59
,ipsi moved,7706.59,7718.59
64.0,valve opened,7819.59,7824.59
,cont reach,7825.59,7841.59
65.0,valve opened,7940.59,7945.59
,cont reach,7946.59,7959.59
,ipsi moved,7948.59,7952.59
,walk,8020.59,8035.59
66.0,valve opened,8061.59,8066.59
,cont reach,8069.59,8083.59
,ipsi moved,8072.59,8076.59
,ipsi moved,8082.59,8088.59
,walk,8160.59,8172.59
,walk,8177.59,8187.59
67.0,valve opened,8185.59,8190.59
,walk,8191.59,8201.59
,noise generation,8228.59,8263.59
68.0,valve opened,8342.59,8347.59
,cont reach,8347.59,8350.59
,cont in vain,8351.59,8363.59
,ipsi moved,8353.59,8358.59
,both in vain (2),8364.59,8375.59
,walk,8377.59,8395.59
,walk,8439.59,8454.59
69.0,valve opened,8463.59,8468.59
,Two photon imaging,,8485.59
