Trial,Behavior,Start,End
1.0,valve opened,93.59,98.59
,noise generation,135.59,170.59
,walk,181.59,219.59
2.0,valve opened,249.59,254.59
,noise generation,291.59,326.59
3.0,valve opened,405.59,410.59
,cont reach,410.59,425.59
,ipsi moved,414.59,434.59
,cont in vain,439.59,454.59
,ipsi moved,443.59,454.59
,walk,473.59,484.59
4.0,valve opened,526.59,531.59
,cont reach,531.59,550.59
,walk,588.59,594.59
,walk,627.59,633.59
5.0,valve opened,647.59,652.59
,cont reach,652.59,675.59
,ipsi moved,654.59,667.59
,walk,715.59,751.59
6.0,valve opened,768.59,773.59
,cont reach,773.59,799.59
,ipsi moved,775.59,778.59
,cont in vain,826.59,829.59
7.0,valve opened,889.59,894.59
,cont reach,894.59,913.59
,ipsi moved,896.59,913.59
,walk,932.59,953.59
8.0,valve opened,1010.59,1015.59
,cont reach,1014.59,1046.59
,ipsi moved,1016.59,1047.59
,cont in vain,1048.59,1055.59
,ipsi moved,1051.59,1062.59
,both in vain,1110.59,1119.59
9.0,valve opened,1130.59,1135.59
,cont reach,1135.59,1165.59
,ipsi moved,1137.59,1170.59
,cont in vain,1169.59,1175.59
10.0,valve opened,1251.59,1256.59
,cont reach,1256.59,1279.59
,ipsi moved,1258.59,1281.59
,walk,1298.59,1306.59
,walk,1348.59,1371.59
11.0,valve opened,1372.59,1377.59
,cont reach,1377.59,1412.59
,ipsi moved,1379.59,1416.59
,both in vain (9),1440.59,1494.59
12.0,valve opened,1493.59,1498.59
,cont reach,1498.59,1519.59
,ipsi moved,1500.59,1518.59
,cont in vain,1521.59,1527.59
,ipsi moved,1524.59,1531.59
,cont in vain,1574.59,1579.59
,ipsi moved,1578.59,1582.59
,walk,1604.59,1612.59
13.0,valve opened,1614.59,1619.59
,cont reach,1618.59,1642.59
,ipsi moved,1620.59,1647.59
,cont in vain,1647.59,1659.59
,walk,1687.59,1696.59
14.0,valve opened,1735.59,1740.59
,cont reach,1739.59,1761.59
,ipsi moved,1741.59,1762.59
,cont in vain,1762.59,1770.59
,ipsi moved,1764.59,1775.59
,walk,1842.59,1860.59
15.0,valve opened,1856.59,1861.59
,cont reach,1861.59,1899.59
,ipsi moved,1862.59,1904.59
,walk,1954.59,1972.59
16.0,valve opened,1977.59,1982.59
,cont reach,1982.59,2000.59
,ipsi moved,1983.59,1998.59
,cont in vain,2020.59,2024.59
,both in vain,2025.59,2034.59
17.0,valve opened,2097.59,2102.59
,cont reach,2103.59,2115.59
,ipsi moved,2104.59,2117.59
,cont in vain,2116.59,2133.59
,ipsi moved,2119.59,2138.59
,both licking,2190.59,2203.59
18.0,valve opened,2218.59,2223.59
,cont reach,2224.59,2243.59
,ipsi moved,2225.59,2247.59
,walk,2248.59,2266.59
,both licking,2312.59,2325.59
19.0,valve opened,2340.59,2345.59
,cont reach,2346.59,2390.59
,ipsi moved,2347.59,2389.59
,both licking,2418.59,2427.59
20.0,valve opened,2461.59,2466.59
,cont reach,2467.59,2487.59
,ipsi moved,2468.59,2487.59
,both licking,2547.59,2559.59
21.0,valve opened,2582.59,2587.59
,cont reach,2587.59,2619.59
,ipsi moved,2588.59,2621.59
22.0,valve opened,2703.59,2708.59
,cont reach,2707.59,2734.59
,ipsi moved,2709.59,2743.59
,ipsi moved,2802.59,2808.59
23.0,valve opened,2824.59,2829.59
,cont reach,2828.59,2858.59
,ipsi moved,2830.59,2841.59
,cont in vain,2860.59,2868.59
,ipsi moved,2864.59,2874.59
,walk,2927.59,2949.59
24.0,valve opened,2945.59,2950.59
,cont reach,2950.59,2977.59
,walk,3006.59,3033.59
25.0,valve opened,3066.59,3071.59
,cont reach,3072.59,3087.59
26.0,valve opened,3187.59,3192.59
,cont reach,3191.59,3214.59
,ipsi moved,3194.59,3211.59
27.0,valve opened,3308.59,3313.59
,cont reach,3312.59,3332.59
,ipsi moved,3313.59,3332.59
,both licking,3333.59,3341.59
28.0,valve opened,3429.59,3434.59
,cont reach,3434.59,3459.59
,ipsi moved,3436.59,3439.59
,walk,3462.59,3475.59
,walk,3531.59,3536.59
29.0,valve opened,3550.59,3555.59
,cont reach,3555.59,3594.59
,ipsi moved,3593.59,3598.59
,walk,3646.59,3656.59
30.0,valve opened,3671.59,3676.59
,cont reach,3675.59,3691.59
,walk,3745.59,3757.59
31.0,valve opened,3791.59,3796.59
,cont reach,3798.59,3810.59
32.0,valve opened,3914.59,3919.59
,cont reach,3918.59,3935.59
,ipsi moved,3918.59,3940.59
,walk,3961.59,3975.59
,walk,4011.59,4057.59
33.0,valve opened,4035.59,4040.59
,noise generation,4077.59,4112.59
34.0,valve opened,4191.59,4196.59
,cont reach,4196.59,4210.59
,ipsi moved,4198.59,4216.59
,walk,4217.59,4223.59
35.0,valve opened,4312.59,4317.59
,cont reach,4316.59,4337.59
,ipsi moved,4319.59,4340.59
,walk,4384.59,4413.59
,both in vain (5),4414.59,4438.59
36.0,valve opened,4433.59,4438.59
,both reach,4439.59,4445.59
