x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.6150357,0,0,0.14116104,0,0,8.829027,0,0,2.5921187,0.4589269,1.794206,0,0.8720652,0.9027916,1.2203324,0.4627385,0,2.0793877,0.12166592,0,0,0.70428294,3.5408952,1.2442594,0.32995495,2.6890109,1.5809625,0.7901249
2,0,1.5992671,0,0.32276613,0,0,0,0.34435344,0,0.48187077,0.490164,0,1.4474312,0,0,3.1310954,1.3909279,0,0,0.32491726,0,0,0,0,0,0,0,0.037857696,0
3,0,1.9835075,0.033367038,0,0.4681105,1.5341017,1.4454514,0.5046977,0,0,0,0.1490751,0,1.3725554,0,0,1.3523251,0,0,0,1.1937621,0,0,1.4309057,1.4751241,0,0,2.0683084,0
4,0,0.427641,0,0,0,0,0,0,0.031434324,0,0,2.423154,0,2.9088047,0,4.4817243,0,0.64948434,0,0.63338554,2.3834167,0,0.19786845,0.44617423,0,3.2087386,0,0.11032782,0.99719274
5,0.85086817,0,0,0.58211535,0.3261658,0,4.9260283,0,0.21262543,1.5806179,0,2.570561,0,0,3.3866599,0.7356733,1.4333409,1.4533997,2.7197034,0,0,0,0,2.4559247,0.3414242,0,0,0,0
6,0.15415065,0,0,0.54580194,1.9375314,1.0855798,0,0,0,0,0,0,0.30427852,0,3.7384038,3.129649,0.07022292,0,0,0.8941665,0,0.29387718,0.7533165,1.3715402,0,0,0.408541,0,0.24385598
7,0,0,0.084072046,0,0,0.17651828,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0165763,2.9980626,0,0,0,0,1.2170591,0,1.0421445,0
8,0,0,0,0,0,0.11822861,0,2.6622908,0.9164308,0.5190797,0.6884555,4.483691,0,0,0,1.3914858,0,0,0,1.0271412,0,0,0,0,0,0,0,0,0.002039672
9,0,0,0,0,0.13433294,0.49587658,3.2634335,0,0,0,1.2847755,0,0,3.9982967,2.1282573,0,0.3811201,0,0,0,0,0,1.2394563,0,0,3.0708282,0.7483303,0,0
10,0.7366041,0,1.1147784,0,0,1.1414227,0,0,0,0,0,1.660961,0.40151432,0,0,0,0,1.3494171,0,0.41633075,1.9392942,0,0,0,0,2.952753,0,0.6509137,0
11,0.47826323,0.7938925,0,0.9511212,0,0,0,3.2106466,0.10411097,0.7448108,0,0,0.11650233,0,0,2.6444564,0,0.11696218,1.2526286,0,0,0,0,0.49205497,0,0,0,0.46812066,0.42156178
12,0.22786187,0,0.099495135,0,0,0,0,2.6936812,0,0.8299648,0,2.7046342,0,0,0,1.5130857,0.7658939,1.1767877,0,0,1.5108427,0.81618214,0,0,0,0,0,1.096834,0
13,0,0,0.5445289,0,0.6236445,1.7526407,0,0,0.8231686,0,0,1.9282292,0,0.017192194,0,0,1.3940477,0.52214056,12.691481,1.6422518,0,0,0,0,0.78405035,0,0.49478826,0,0
14,0,0.0995395,0,0,0,0,0,0,0.45102692,0,0,0,0,0.5141005,1.2219359,4.7102365,2.797449,0.70171213,0,0,0,0,0.9060936,0,0.3963311,0,0,0,1.1818373
15,0,0.33538336,1.2079628,0,0,0,0,0,0,0,1.4080061,0,0,0,1.2524456,0,0,0,0,0,0,0.0889619,0,0,0,0,0,0,0.30375633
16,0.9754138,0,0,0.12384343,0,0,1.8498831,2.5088203,0,0,1.032192,0,0,1.5717556,0.8351619,0,0,0,4.7578144,0.7818904,0,0,0,0,0,0,1.8747556,0.6105434,0.3169661
17,0,1.0641186,0,1.4345465,0.7350583,0,0,0,0,0.15583354,0,0,0,0,0.98747385,0,0,0,2.44677,1.1549038,0,0.3674928,1.2030771,1.9926078,0,0,0,0,0
18,0,0,0,0,1.9579564,0,6.016769,0,0,0,0.24345738,2.3129141,0.64653325,0,0,0,0,0,0,0,0,1.4255887,0.7543939,0,0,0,0,0.60462236,0.050430045
19,0,0,0,0.85447794,0.58539885,0,0,0,1.486295,0,1.0001967,0,1.0478727,0,0,0,0.64841163,0,0,0,0,0.78391665,1.8419617,0,0,0,0,0,0
20,0,0.95220923,1.209422,0,0,0,0,0,0,0,0,2.2608464,0,1.4994476,0,0,0.5387113,0,2.3257883,1.0573926,0,0,0,2.0002806,2.563647,0,0,0.019901786,0.42588523
21,0,1.1922908,0,0,0.86881816,0.022700148,4.617559,0,0,0,1.1940918,2.1351838,0,0,0,0,0,0.11252612,3.3721876,0,0,0.076783694,0.77966017,1.3894683,0.44130838,0,0,0.676657,0
22,0,0.694681,0.514955,2.0577984,0.90357244,0,0,0.8953035,0.85308975,0.27908412,0.14478363,0.9826206,0,0,0,0.19998257,2.6942859,0.083822116,7.142031,1.098946,1.2165473,1.9978048,0,0.9980517,2.5881324,0.116640866,0,0.42359987,0.6406308
23,0,0.59054136,0.41881382,0.4821702,0.12780143,0.39770445,0,0,0,0.6964607,0.548511,0,0.45056403,0,3.2843947,1.8370516,0,1.0607332,2.1183698,0,2.4878347,0,0,0.84582937,0.090361685,0,1.9717095,0,0
24,0,0,0.073588,0,0,0,0,1.4782331,0,0.14972867,0.36651275,0,1.1401832,0,0,4.9665794,0,0,2.086761,0,1.0967423,2.1041613,0,0,0,0,0,0,0.015242744
25,2.5776265,0.28783035,0,0.49320486,0.36405712,0,0.31217805,1.2373377,0.101327315,0.28908327,0,0.24809304,0,0,0,0,0,0,0,0,1.6182424,0,0,2.9381287,0,0,0.52452826,0.3771492,0
26,0,0.32475868,0,0,0.51278645,0.9565069,0,0,0,0,0,0.09459748,0,0,0,2.5504606,0,0.5958982,0,0.15456513,0,0.18890299,0,0.60104924,0,2.5288458,0,0.2622589,0
27,0,0,2.391904,1.3031033,0,0,0,0,0,0,0.10530609,3.5588505,0,0,0,0.8546978,0.3887128,0,3.1226485,1.1301526,0,0,0,0,0,0,0.35366923,0,0
28,2.304644,0,0.15199535,0,0,0,0,0,0.38712636,0.5689156,0,0,1.0960531,0,1.064636,0,0.6801776,1.4670982,2.4355218,0,0,0,0,0,0,0,0,0,0
29,0.5330417,2.005971,0,0.510705,0,1.5408267,0,1.5803323,0,0,0,0.75477535,0,0,0,0,0.8005275,0,0,0,0,0,0,0,0,0.36427203,2.0250645,0,0
30,0.8742462,0,0,0,0,1.3113716,0,0,0.6899092,0,0,0,0.27276918,0.46795577,0.98233485,3.8236907,0,0,5.1891913,0,4.3531466,0,0.44950038,0,0,0,0,0,0
31,0,0,0,0,0,3.1274238,0,0,0,0,0,0.29443341,0,1.7697195,2.2899823,0,0,0,0.29717225,0,0,0.05779637,0,0,1.0027533,0,3.9525676,0,0
32,0,0,0,1.0986917,0,0,0,0,0,0,2.1048234,0,0,0,3.6843274,0,0,0,0,0,0,0,0.14328802,0,1.2631909,1.84673,4.744614,0,0
33,0,0,0.16122454,0,0.91717404,0,0,0,1.4969395,0,0.85513955,0,0,0,2.218102,0,0,0,0,0,0,0,1.1452961,0,0,0.6100335,0.1698694,0,0
34,0,0,0.44129756,0.43688634,0,0,0,0.5639579,0,0,0,0,0,1.2889898,0.29005483,0,1.8549742,0.2525423,0,0.023053149,0,0.7041508,0.08857231,0,1.0523697,0.09586245,0.18813479,0,0.92210114
35,0,0.30402246,0,2.044415,0,0,0.8572101,0,0.99179256,0,0,0,0,0.19201408,0,0,0,0.81360567,0,0,0,0,0,2.0378296,0,4.2814593,0,0,0
36,0.4634346,0,0,0,0,0,0,0,0.89738154,2.5204923,2.9701693,0,0,0,0,0,1.8740262,0.086863816,0,0,0,0,0,0,0,0,0,0,0.111053735
37,0,0,0,0.14624608,0,0,1.9989728,0,0,0,0,0,0.7909634,0.32602006,2.8983626,0,0,0.86122084,0,1.4375621,3.564175,1.0765504,0.36686334,0,0,2.2474134,0,1.1114776,0.22790053
38,0,0,0.7574723,0,0,0,0,1.6118034,1.3058463,0,1.2854973,3.7616498,1.3156841,0,0,0.7621646,0,0,1.9166999,0.20276017,0,0,0,1.3616916,0.62981004,0,2.1647425,1.0666763,0.6724715
39,1.5852706,0.109300904,0,0.9819299,0,0,9.562288,2.6764052,0,0,0,0,0,1.381298,0.012213009,0,0,0,0,0,0,0,0,0.48999876,0,0,0.6814347,1.5335478,0
40,0,0,0.4195079,0,0.7171778,1.6537752,0,0,0,0,0,0,0.3549369,0,2.44155,0.6523978,0,0,3.4295769,0,1.5993879,1.4263573,0,0,1.5046858,0,0,0,0.5430859
41,0,0.27998218,0.14168733,0,0,0,0,0,0,0,0,0,1.1863359,1.5905917,3.2322223,0,0,0,0,0,0,0,0,0,0.9224114,0,0,0,0.6703004
42,0,0,0,0,0.55563784,0,0,0,0,0,0,2.3511658,0,0,0,0,0,0,0,0,1.1426779,0,0.060520314,0,0,0,0.70748,0,0
43,0,0,0,0,1.4131851,0,5.6038227,0,0,0,0,0.24942945,0.10785505,0.7013894,2.2343466,0,0,0,0,1.01197,0,0,0,0,1.7291249,1.7791914,2.112314,0,0
44,0,0,0,1.480918,0,0,0,1.4055482,0,0,1.7346791,0,1.2010893,0,6.1063294,0,2.300315,0,4.7189107,0,0,0,0,0,0,3.3540454,0,0.5198689,1.539793
45,0,0.7323697,0.2591034,0,0.50744534,0,0,0,0.7266328,0.050879776,0,0,0,0.1684052,0,1.0844885,0,0,5.9415374,1.3237734,0.05354664,0,0,0,0,0,0.4964892,0,0
46,1.2684089,1.8844048,0,0.1658239,0.4607816,3.434314,0,1.3588572,0,1.1385401,0.7772699,0,1.5967191,0.30620638,0.10738823,4.809467,0,1.4508722,0,0,0,0.32888776,0.47538137,0,0.80224365,0,0,0,0.80190724
47,0,0.113749474,0,1.7522107,0,0,7.977252,0,0,0.6120015,0,0.14394592,0,0,0,0,0,0,0,0,2.060139,0.8910361,0.37961337,0.9201801,0,0,0.05038293,0,0
48,0.4565577,0,0.41376206,0,0,1.2697407,0,1.4416974,0,0,1.1004366,1.5099646,0.5826508,0,0,0.17085393,0,0,2.244291,0,1.3257643,0,0,0.6453262,0,1.5776203,0,0,0.07860748
49,0,0.46583956,0.07529284,0.36404282,1.7921916,0.26260433,0,0,0,0,0,0,0.2504873,0,0,1.320395,1.0051495,0.6963181,0.56259185,0,1.1476885,0,0.86891806,1.1856666,0,0.8260634,0.2508783,0,0
50,0.002890617,0,0,0.5205135,0,0.9365423,0,0,1.0288863,0,0,0,1.8189018,0.1192586,0.016145626,0,0.5749572,0.9969285,5.188226,0,2.4870014,0,0.06874904,0,0,0,0,0.912389,1.0052205
51,0,0,0,0.78056806,0,0,0,0,1.6061511,0,0,2.829382,0,2.1924286,0,0,1.5030845,0,0.21956038,0.20202538,0.22383219,0,0,0,0,0,0,1.7158352,0.30353448
52,0.34197837,0,0,0,0,1.7824274,0,0,0,0,0,0,0,0,0.18596046,1.990011,0,0,0,0,0,3.1483042,0.070262335,0.676924,0,0,0,0.45848528,0
53,0,0.2920879,0.21620524,0.21814094,0,0,3.7965183,2.35527,0,1.188782,0,1.0529239,0,0,0,0,0,0,0,0.405121,0,0,0,0,0,0.9266545,0,0,0.30081585
54,0,0,0,0,0.5795555,0,4.425913,1.017227,0.6197251,0.05361126,0,0.44006267,0,0,0.8411776,0,0,0,0,0.4864431,1.4820459,0,0,1.5324054,0.5846038,0,0,0.52904576,0.074628316
55,0,1.298476,0,0,0.69004774,0,0.981665,0,2.199799,0,0.34727934,0,0,0,0,0,0,0,0,2.2026987,0,0,0,0,1.5540698,0,2.7135072,1.282947,0
56,2.9086883,0,0.26863715,0,0,0,0.98772955,0,0,0,0,0.57385075,1.2187179,0,0,0,2.054612,0,0.98091114,0.57105875,1.6973765,1.4365999,0,0,0,0,0,0.46788642,1.2342808
57,0,0.95873094,0.7248574,0,0,0,0.6511689,3.0384228,0,0,0,2.7901087,0,0,0,6.922289,0,0,1.0367334,0,0.8228141,0.28322276,0.78602225,0,0,2.1406233,0,0.58697325,0.54756176
58,0,0,0.08500348,0,0,0.406491,0,0.042999435,0,0.8895269,0.27391857,1.2990134,0,0,0,0,1.6424989,0.10748135,0,0,0.86716187,0,0,0,0,0,1.2166494,0,0
59,0,2.830064,0.07550457,0,3.3729024,0,0,1.0940597,0.35036686,0.16126193,0,1.7190652,0,0,0,0,0,0.104003824,0,0.5021964,0,0,0.9410923,2.082298,1.5252938,0,0.5629727,0,0
60,0.027559754,0,0,0,0,0,1.7627232,0,0,0,0,1.4879208,0.35523972,0.1173508,3.990269,0,0,0,7.3782816,0,0,0.68692964,0.4243269,0,0.9547365,0,0,0.35831362,0
61,0,1.7300179,0.54423404,0,0.53566235,0,0,0,0.5712562,0,0,0,0.12516783,0,0.85429186,0,0,1.3283064,1.4240438,0,0,0,0,0,0,0,1.3750358,0,0.8245713
62,0,0.15295163,0.013755295,0,1.0028329,0.13316482,4.0412,1.084819,0.44656214,0,0,0,0.14415844,0,1.3026485,0.37539542,0,0,6.3353915,0,0,1.0629584,0,0,0,1.0570974,0,0,0
63,0,0,0,1.2429284,0,1.0412195,0,0,0,0,0.77232945,0,0,0,0,0,0,0,0,0.39291048,0,1.6549981,0,0,0.022791443,0,2.7169142,0,0.03073187
64,2.2579167,0,0.23338166,0,0,0,0,1.1681398,1.5605831,0,0.4861786,0,0,2.3994665,3.8598738,0,0,0.40960792,0,0,3.3415136,0.8491601,0.34476036,0,0,0,0,0,0
65,0,0,0,0,1.0855061,0,0,0,0,0.8754089,0,0,0.61677265,0,0,1.0395874,0.5379831,0.82077587,0,0.38157335,0,0,0,0,0,0.88122684,0,0.8483648,0
66,0,0,0,0,0.6718436,0,0,3.347869,0,0,1.9131747,0,0.18955296,0,0,1.0046726,0,0.15523106,0,0,0,0,0,0.9262982,0,0,0,0.1768617,0.19104953
67,0.49301142,0.60534483,0.4316397,0,0,0,1.047732,0,0,0,1.115922,0.8531431,1.106068,0,0,0,0,0,0,0.37905428,0,0,0,0,0,0,0,0.19096147,0
68,0,0,0,0,0.11609415,0.8531266,0.41799647,0,0,0.92781335,0,0,0,0,0,0,1.2741258,0,8.350685,0,0,0,0,0,0,2.9083197,0.82336074,0,0
69,0,0,0,1.1341575,0,0.85625464,2.4665375,0,0,0,0,0.16258624,0,0.7998819,0,4.0814905,1.0813415,0,0,0,0,0,2.0980077,0,1.5467898,0,0,0.582152,0
70,0.6441945,0,0,0.16870475,0.547099,0,0,0,0,0.042803798,0,2.1620986,0,0,0,0,1.0161601,0,0,0.83907354,1.962448,0,0,0,0,0.13498312,0,0,0
71,0,3.0257397,0,0,1.6366439,2.2849917,0.0900253,0,0.1005496,0.57614785,0,0,1.0794101,0.8797025,0,4.828811,0,0,0,0,0,1.2891413,0,0.19300997,0,0.8482457,0.50732875,0,0.88284165
72,0,0,2.3017354,0,0,0.15632598,4.2801824,0,0.16531466,0,1.4310871,0,0,1.2801349,0,0,0.46502045,0.108044855,0,0,0,0,0.9781105,2.757628,0,0,0,0,0
73,0.30189013,0.23227581,0,3.1947687,0,0.83179075,0,0,0,0,0.49521014,0.20219594,0,0,0,2.0703046,1.4112921,0,3.2815073,0,0.81648755,0,0.10822495,0,0,1.5107212,0,0.7902708,0
74,0,0,0.08405147,1.8688037,0.14598542,0,1.9453405,0,0,0,0.78038645,0,0.45744455,0.7350621,0.71056974,0,0,0,0,0.14040874,0.6751666,0,0.9437004,0,0,0,0,0.63987935,0
75,0,0,0.4447849,0,0,0,0,2.4913445,0,0.9426831,0,2.1494281,0,0,0,0,0.16661485,0.7307826,0,0,2.1491892,0,0,0,0.6555959,0,0,0.9196059,0
76,0.95447737,0,0,0,0,2.0637026,0,1.9392669,0.1439479,0,0,0,1.9240646,0,0.87517333,0,0,0,5.394344,0,0,0,0,0,0,0.20899983,0,0,0
77,0,0,0.57444066,0.12935773,0,0,4.3503575,0,0,0,0,0,0,0.060398445,2.3745208,0,0,0,0,0,0.59254026,0,0.07829782,0,0.48336953,0,0.07007339,0,0.61955875
78,0.81353104,2.8686202,0.7098655,1.8470525,0.9051842,0,0,0,0,0.37562206,0,0,0.38231066,0,0,0.792966,0,0,0.39597476,0.43053693,0.08272134,0,0,1.6601826,1.324852,2.4048054,0.041299097,0.0876821,0
79,0.6108883,0,0,0,0,0,3.3665304,0,0,0.46453232,2.6948266,0,0,2.94205,0,0,0,1.0387604,0,0,0,0.47109526,0,1.0986705,0,0,0.7901162,1.1433994,0
80,0,0,0.33795196,0,1.2786249,0,0,0,0.26920056,1.0434134,0,2.25761,0,0,0,0,0,0,7.05331,0.676515,0,0,0,0,0.7093605,0.29771373,0,0,0.9791419
81,1.5012524,0,0.26965535,0,0,0,1.7849103,1.8119202,0,0.52824223,1.6430104,0,0.61173016,0.41611296,0.5649254,0,0,0.54923594,0,1.9010588,0.544424,1.5715945,0,0,2.5441735,3.6737921,0,0,0
82,0,0,0,0,0.575532,0,3.5692217,3.1626608,0,0,0,0,0,0.6057607,0.19439675,1.874196,0.22191875,0.51953435,0,0,4.645861,1.6896417,0,0,0.3324434,0,0,0,0.077800535
83,0,0,0,0,1.5409319,0,3.8286421,0,0,0,0,0,0.63089335,0,0,4.5478096,0.27614608,0,0,0.5597495,0,0,0,0,0,1.8709981,0,0.45492405,0
84,0,0,0,0,0,2.5010397,2.5528193,0,0.13226542,0,0.59306455,0.8842882,0.71554303,0,2.108963,0,0,0.5978032,1.8585943,1.1113245,0.6624457,0,0.90605813,0,0,0,1.170502,1.6413167,1.252657
85,0,0,0.50864595,0,0,0.2656623,0,1.833592,0,0,0,0,0,0,0,0,0,0,0,0,1.9458872,0.7175671,1.203728,0.6815441,0.33071458,0,1.6586307,0.8900912,0
86,1.7309783,0,0,0,0.025583206,0,1.3099915,0,0,0,0.8121928,0.4608924,0,0,0,2.4894102,0,0.18849438,0,0,0,0,0,0,0,0,0,0.0815378,1.889629
87,0.4210292,0,0,0,0,0,0,0,0,0,0.987707,1.869623,0,0,0,0,0,0.34763917,0,0.075932205,0,0.13056813,1.3343987,0.24110113,2.2465038,1.110697,0,0,0
88,0,0.44427833,0.6969268,0,0.6492664,0.15288472,0,0,0,0,0.22204062,0.50518143,0,0,0,0,0,0,7.7014327,0.5824525,0,0.5636259,0,0.4080964,0,0,0,0,0
89,0,0,0,0,0,0,0,3.2525935,0,0.14889947,0,0,0.56458527,0,0,0,0,0,1.7616374,0.9295644,0,1.0335833,0,0,0,1.4517567,0,0,0
90,0.7130259,0,0,0,0,0,0,0,1.113393,0,0,0,0,0.23935294,0,5.192617,2.3035605,0,0,0.5664446,0,0,0.084569514,1.1696862,0,0.1508713,0,0,0
91,0.28339654,0.38019797,0,0,0,0,3.9657235,0,0.19466947,0.23961683,0,2.5430243,0,0,0,0,0.9917852,0,0,0,0,0,0,0,0,0,0,0,0
92,0,1.1034936,0,0.37658006,0,1.187917,0,0,0,0,0,0,0,0,0.5878427,0,0.086263485,0.6447342,0,0,0,0,0,0.38337767,0,0,0.106486216,0.43676662,0
93,0,0,0,1.7746773,0.29049358,1.6953192,0,0,0.91251963,0.3869732,0,0,0,0,4.6842184,0,0,0,3.4125123,0.054502375,0,0,0.52056736,0,2.5250187,0,1.7908884,0,0
94,0,0,0.5634294,0,0,2.4671183,0,0,0.000865592,0.60486764,1.1668363,0,0,1.3282907,0,0,0,0.5976091,0,0.43816927,1.5619112,0,0,0,0,0,0,0.47440615,0
95,0.66964257,0,0.17920016,0,0,0,0,0.77557045,0,0,0.89725655,0,0.000301728,0.41259885,0,0,0,0.07661252,6.493437,0,0,0,0,0.14196654,0,0,0,0,0.2886933
96,0,0,0.10280063,2.4171963,0,0,1.8127948,1.1670551,0,0,0.20778817,0,0,0,0,0,0.1321005,0,0,0,0,1.1626592,0,0,0,0,1.2879099,0.010179202,0
97,0,3.6640265,0,0,2.0230408,0,2.561157,3.0131629,0.80085665,0,1.9132323,0.27067754,0.1601031,1.7333342,0,0,2.0032392,1.235008,0,0,0,0.055083793,0,0,0,1.658976,0,1.6777269,0
98,0,0.4020411,0.36283052,0,0.6972581,1.6612227,0,0,0.734407,0,0,1.6554226,1.7614993,0,0,0,1.6156832,0.32274643,0,0,0,0,0,0.8935304,0,0,0,0.17342973,0
99,0.5338479,0,0,0,0,0,0,0.29455313,0.59160966,0.97237605,0.09004453,0,0,0.43107787,0,4.4537325,1.1631184,0.2734528,0,0,3.3544235,0,0,0.43856478,0,0,0,1.0823325,0
100,0,0.4780639,0.018042568,0,0,0,0,0,0.35807168,0,0.50570846,0.4607188,0,0.49791926,0,0,0,0.006100472,0,0,0,0,0,0,0.8180287,0,0.23629162,0,0
101,0.43120822,0,0,1.072547,0,0.056218583,0.002124674,0,0.850689,0.67056024,0.9716458,0,1.9591489,0,0,0,0.027866963,0.7428502,2.223113,0,4.615847,0,1.3851346,1.4195436,0,0,0.20961392,0,0
102,0,0,0,0,0.8449718,0,0,0,1.2812756,0,0.26865497,1.9326957,0,0,0,0,0.395969,0,0.43625692,0.4952995,0,0.30068675,0,0,1.505139,0,0,0,0.23181674
103,0.38332966,1.4544034,0.86982465,0.6453679,0,0,3.7036965,0,0,1.9630138,0,0,1.4547006,2.0994725,1.5929128,0.3099295,0,0.95946383,0,0,0,0,0.08687978,0,0,0,0,0,0.5281989
104,0,0,0,0,0.1935474,0,3.3060343,1.5797642,0,0,0,0,0,0,0,0,0.15673336,0,1.9807953,0,0,0,0.06850765,0,0,0,0.17059433,2.1051347,0
105,0,2.8877547,0,0,0,0,0,0,0,0.31912854,0.5124954,1.1655728,0,0,0,2.3199177,0,0,0,0.04197723,0.6267388,2.5021868,1.0044448,0,0,0,0,0.44961035,0
106,0.24937141,0,0,0,0,0.038951635,0,0,0.08844425,0,2.0814576,2.6032898,1.5807991,0,0.77226275,1.241894,0,0,0,0,0,0,0.44109926,0.43033922,1.4206471,0,0,1.4057485,0
107,0.11505762,0,0,0.02317645,2.0770988,0.8333677,1.4647875,3.6278465,0.401351,0,0.17930882,0,0,1.7751698,0,0.124080144,0,0,0.49626005,0.39245832,0,0,0,1.1477429,1.0914097,0.035921466,0,0,0.06762128
108,0,0,0,1.3051898,0.59467787,0,0,0,0,0.1646024,0,0,0.11773355,0,0.020321375,0,0,0.041741416,2.031827,1.294564,0,0.7653365,1.6013919,0.2257011,0.8721356,0,0.23741269,0.43551615,1.2694324
109,0,1.0509675,0.14834516,0,0.6219593,1.3576643,2.9298859,0,0,0.61583596,1.81706,0,0.77677333,0,0,0.3518902,1.0952721,3.1440492,0,0,0,0.2219492,0,0,0,2.9863722,0.793958,0,0
110,0.43320438,0,1.5639045,0,0,1.0848268,0,0,0.5745415,0,0,3.1943402,0.3794456,0,0,4.511829,0,0.23662469,7.7922196,0,0.43296143,0,0,0,0.003861107,0,1.6120436,0.7774732,0.16023456
111,0,0,0,0,0,0,1.4113743,0,0,0,0,0.20790565,1.1653769,0,0.30473787,0,1.0879653,0,0,0,0,0.68930453,0,0,0.36098626,3.111575,0,0.2696861,0
112,0,0,0,0.32517913,0.896595,0,0,2.1257076,0,0,0,0.082659416,1.8351363,0,0,0,0,0,0,0.2401263,0.6886607,0,0,1.263186,0,0,0,0,0
113,0,0,0.054188676,0,1.6785399,0,0,0,0,0,0,0.86136866,0,0,1.5721712,0,0,0,0,0.02397105,0.52864337,0,0,0,0,0,0,0,0
114,0,0,0.16834733,0.21123354,0,0,0,1.6860226,0,0.40073776,0,0,0,0,0,0,0.9954401,0.6151555,0,1.696068,1.7542582,2.9681244,0.18452622,0,0,0,1.3800441,0.0928156,0.2390832
115,0,0,0,0,0,0,0.84947985,0,0.25790235,0,0,0,1.0147569,1.2965175,0.11033211,0,0.53758866,1.2393917,2.993731,0.46879143,0,0,0,0,0,3.3929157,0,0,0
116,0.1831316,1.1861079,0.33629635,0,0,2.6653502,0,0,1.2764888,0,1.4133712,0,0,0,0.42317823,0,0,0,0,0.52138275,0,0,0,0,0,0,0,0.9004604,0
117,0,0,0,0,0,0,0,0,0.012576558,0.4487059,0,0,0,0.692656,1.0942621,0,0,0,0,0.6813644,0,0.9616528,0.012818607,1.6014878,0,0,0,0,0
118,0,0.7813302,0,0.6327171,1.478065,0,0.6733467,0,0,0.3069257,0,1.186743,0,0,0,2.8544865,0.5340171,0,5.5447235,0,0.9884524,0.4838357,0,0.7745545,0,0.16941942,0,1.1933366,0
119,0.53766304,0,0,0,0,0,0.24055976,0,0.14456505,0,0,1.4073918,0.3424058,0.02154201,0,3.0864203,0,0,0,0,0,0,0,1.293362,0,0,0,0,1.2138935
120,0,2.0244486,0,0,0,0,0,0.5036303,0,0.09694775,0,2.2811792,0.23506092,0,0,1.8605692,0.1773988,0.08985018,2.116552,0,0.25508603,0,0,0,0.13280244,0,0,0,0.11652824
121,0,0,0.68528146,1.4188949,0,0,0,0,0,1.0253612,1.2325537,3.6226661,0,0.654864,0,0,0,0,0,0,0,0,0,0,3.408351,0,1.6213937,0,0.11757825
122,0,3.7749615,0,0,2.1473625,0,0,0,0,0,0,0,0,0,5.042568,0,0.03766741,0,0,0,1.8540205,0.53153706,0,0,1.4789398,2.7429562,0,0,0.5475579
123,0.7076469,0.11466654,0,0,0,0,0,1.6994313,0.66037804,0,0,0.7692392,0.4624097,0.7459291,0,2.783243,1.2974885,0.017451316,5.5162754,0,0,3.0558846,1.0341489,0,0,0,0,0,0.5157853
124,0.2812843,0,0,0,0,0,4.384992,0,0,0.03159691,0,0.1901756,1.5981668,1.0968783,0.86783755,0,1.4100685,0,0,0.4263062,1.2777845,0,1.0208021,0,0,1.2364147,0.29674056,0,0
125,1.0913044,0,1.0669945,0.39535773,0,0.6772955,0,0.082818694,0.3121368,0,0,0.026550595,0,0.58544624,0,0,0,0,0,0.26308706,1.1198463,1.0555847,0,0,2.505535,1.3802054,0,0,0
126,0,0,0.004082909,0.19227506,0,0.5616863,0.687485,0.647897,0,0,0.06252512,0.4647525,0.095634215,0,0,1.9554989,0,0,0,0,0.42178628,0.8130485,0,0,0,1.909629,0.3913021,0.46030268,0
127,0.005038343,0,0,0,0,1.3733475,0,0.28155786,0,0,0,0,0,0,0.67054194,0,0,1.3631775,2.3041573,0,0,0,0,0,0,0,0,1.2462181,0.38545868
128,0,2.4239373,0,0,2.4437854,0.2501519,2.7863855,0,0,0.66731495,0,1.2766519,0,0,0,0,0.24127355,0,2.8157363,1.1677804,0,0,0,0,0,0,0.49012405,0,0
129,0.71652913,0,0,1.5766698,1.1525371,1.0663435,0.8801274,0,0,0,1.518346,0.1419355,0,0,0.31225505,0,0.6875356,0,0,0.5987731,4.304538,0,0,2.2017355,0,0,0,0,0
130,0.42062947,0,0,0.50158805,0,2.9375653,2.8363056,0.4500455,1.8515733,0.3144682,0.36581466,0,0,0,0,1.8364172,1.8262979,0.4051911,0.20337795,0.61113954,0,0,0.9654993,0.04802279,0,0,0,1.0611732,0.05717548
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15654443,0,1.3061019,0,1.3548381,0,0,0,0,2.223973,0,0.9980536,0,2.3027344,0,0.53966695
132,1.2154237,0,0.21193591,0.10346773,0,0,0.22735547,0.7396954,0,0,0,1.9964496,0,0,0,1.1409931,0,0,5.183483,0,0,0.040765453,0,0,0,0.4077111,0,1.486119,0
133,0.25808832,0.33491945,0,0,0,0,7.1707635,0,0,0,0,0,0,2.202903,0,0.018710807,0,0,4.7654696,0.97511137,0,0,0,2.9807932,0,0.6747599,0,0,0
134,0.25536847,1.235958,0,0,0.3566626,0,0,0,0,0,0.23500046,0,0,0,0,1.1626185,0.83366525,0,0,0,0,2.917349,0.32837665,0.1684215,0,0,0.27594525,0,0
135,0,0,0.13483584,0.5908565,0,0,0,0,0,0.61395645,0,0,0,0,0,0,0,0,5.238055,0,0,0.77549213,0.11515681,0.048945796,0,0,0,0.7436439,0
