x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061,y0062,y0063,y0064,y0065,y0066,y0067,y0068,y0069
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2.1313443,0,1.2840308,3.401841,0,0,0,0,0.6103747,0,0,5.4762,1.9323928,0.7617651,0,0,0,2.0543666,1.6787806,0.20307912,1.0729567,0,0.82975495,0,1.0565577,2.3721654,4.853233,0,1.335205,3.242829,0,0,2.1583004,4.638359,1.0244957,0,0,0,0,2.1985574,0,1.1220832,0,0.734713,0,0.500894,0,0,0,0,1.0280461,0,0.59042937,0,8.490941,0,0,0,0,0,0,0,4.7369595,5.213174,2.2745824,1.173601,0,2.5851188,3.1183348
2,0,0,11.031023,0,4.251784,3.5760138,0,0,0,0,0,0,0,8.074491,0.09873302,0.5187698,0.6172433,0,0,2.1814208,0,0,0,0,0.59792656,0,0,0,1.1450694,5.2486753,1.2635711,0,0,0.7237822,1.9669441,0.6232423,0,0,0,0,5.039359,0,0.3838023,0,0,0,0,0,0,10.392398,0.62993693,1.7275167,0,0.38407758,0,4.478164,0,0,0.96456933,0.6364241,0,0.47589242,0,0,0.35941517,1.0636925,0,0,0,0
3,0,0,3.6062138,0,2.4214246,5.333307,0,0,3.192089,0,0,0,0,5.728343,0,0.16740085,0,0,0,0,2.400056,0,0,0,0,0.57356745,0.31294677,0,0,0,0,0.9176482,0,1.0768468,0,0,0,0,0,0.025038406,2.5247042,0,0,0.7687016,0,1.8826717,0,0,0,0,0,0,0,0.8386397,0,0,1.4075246,0,3.6193876,0,0,0.37342232,0,1.9624213,3.3318834,0,0,0,2.7445076,6.030969
4,1.3722422,0,0,0,0,1.6522638,1.099345,0.56001073,0,0.27796584,0.14149994,9.055587,3.3185203,0,0.80725634,0.07071833,0.13288164,4.1699967,0,0,0,1.6179103,0,0,0.09680286,6.233574,3.0057456,0,1.1907921,0,5.8571973,0.40919003,0,2.7938194,0,0.008352684,1.1288785,2.247387,3.4115016,0,0,0.51558477,0,4.2940655,0.65184784,0,0,4.681955,0,2.6581035,3.1176405,1.9002678,3.9936528,0,2.852436,3.0039477,0,0.78218013,0,6.2176986,0,0,4.491998,0,2.0427778,0,6.0379076,0,0,0
5,0.24085087,0,0,0.29388356,0,1.8056264,0.984073,0,0,0,0,0,1.628066,0,0.0936702,0,0,0,1.2699344,2.622155,1.1886204,0,0,0,0,0,0,6.2083774,1.37624,8.959935,0,0.9768352,0,12.066473,4.8979945,0,0,0,0,0,7.745884,0.88595295,0.47424963,0,0,4.365148,2.7808547,0,1.1078452,0.90610653,0,0,0,0.6246863,0,3.2606165,4.3900347,0.41376334,0,0,0,2.6143286,0,0,3.2165732,3.9821,4.359417,0,0,0
6,0,0,0,0,0,1.8089137,0,0,1.6787337,0,0,1.0576725,0,0,1.6273359,0,1.2808594,0,0.1782322,0,0,0,0,0.9157621,2.6629503,0,0,0,2.9739344,0,0,0,1.9866854,0,0,0,0.56854427,0,0,0,3.8218641,0.76342064,0,0,0,0,0.04956345,0,0,0,0.6150615,8.366828,0,3.9803221,2.639962,11.956328,8.4087715,0,0.7520316,0,0.1842097,0,7.4259734,0,3.399502,0,1.3152218,0.54188895,0.025839759,0
7,0.36801603,0,1.1626861,1.0027523,5.72322,0,0.94489133,1.2643933,0.71202374,0,0,0,0,9.238117,0.005078122,3.0367153,2.7549646,0,3.6011975,0.058122747,0,0,0,0,1.6933997,0,0,0,0.8154984,0,0,0.4187192,1.4712857,0,0,1.8146297,0.50280756,0.081618994,0,0,0,1.2689317,0,0,0,0,0.18476273,0,5.669226,0,1.5759366,6.5669637,0,0,2.2386136,0,0,0,1.1970197,0.474003,0,1.2298008,0,0.22627299,1.4687558,0,0.009590936,0,1.3404192,0
8,0,0,2.8884118,0,1.578114,2.532904,0,0.14344713,1.0448018,0,0,0,0,0,0,0,0,0,0,0,0.91875845,0,0,1.356488,0,0,0,0.5667265,0,0,1.0418842,0,0,4.0888925,0,0,0,1.0038732,0,0.24829979,0,0,3.7538893,0,0.74503624,0,0.33802864,2.8264096,0,4.7960424,0,0,0,2.0007718,0,3.4695983,3.0783484,0,1.4645015,0,7.8502927,0,0,0,0,3.2861702,3.9373152,0,0,0
9,0,0.15046674,0,0,0.7043622,3.6805196,1.7079829,0,0,0,0.85932946,0,0,4.646269,0,0,0,0,0,0.72940993,0.78464514,0,0,1.5247815,0,0.26265916,0.3349123,5.4635053,0,0,0,0,0,0,3.2819188,1.1701187,0,0,3.4118342,2.8931735,4.5011187,0,0,0,0,0,0,2.3971663,0,3.6173425,0,2.7862685,0.33595368,1.0764029,0,5.6334147,0.20698702,1.0925064,0.5664209,3.7576032,0,2.2274473,0.58570284,3.286442,0,4.363676,0,0,2.8937118,2.7280273
10,3.2045002,0,0,0.4484249,5.117365,0,0,0.1349269,0,0,0,5.2877593,0,6.9417434,0,0,0,0,0,0,0,0,0,0.17364864,0,0,0.026541553,0,0,0,0.8347815,0.02029712,0,3.0986369,0,0,0,0,0,0,0,0,0,3.9577363,0,0,0.8990054,0,0,0,2.1981192,0,0.4294182,1.3542372,0,1.6250322,2.3031504,0,0,1.2635173,0,0,1.9584044,2.6288044,0,0,2.043323,0,0,0
11,0,0,0,0,0.9832986,7.2293916,0,0,0,0,0,0,0,2.2512896,0.13900484,0,1.246816,2.6260877,0,0,3.112754,0,0,0,0,0,0,0,2.0333893,1.129858,1.2169936,0,0,0,5.678737,0,0,0,0,0,0,0.78135645,0,0,0,0,0,0,0,0,0,5.9522076,1.7754233,2.1973007,0,2.8919325,0,0.031969354,0,0,0,0,0,1.0207237,1.5659754,0,0.38138574,0,1.0790807,0
12,0,2.5227487,0,0.58153933,1.1311408,0,0,0.19465177,0,0.22773166,1.9179835,0,0,9.715776,0.3197405,0.26004747,0,2.241247,0,1.4530296,0,0,0.8127988,1.2139984,7.3634067,3.936972,0,0,0,0,0,0,0,1.4659989,1.9058597,1.5523722,2.1425529,1.196816,5.00048,3.257533,0,1.8749355,0,3.4286022,3.5171597,2.9993541,0,9.458796,5.0016985,0,0,0,1.1876218,0,6.1437573,0,1.4116534,1.3165045,0,0,0,0,0,2.703656,0.6146083,2.0800319,0,3.7170906,1.2329942,0
13,1.3798852,0,5.552978,0,0.6029198,0,0,1.4135809,0,0,0,0.8552883,0,0,0,2.2359562,0,0,0.7980724,0,0.1767916,0,2.6300197,0,0,0,0,0,0,0,0,0,8.267893,10.077368,0,0,0,0,0,0,0,0,0,0,0,2.954623,0,0,0,0,1.5387626,0,2.7281528,0,0,1.2330569,0,0.9037003,8.182082,0,3.150372,0.19927347,0,1.6233016,0,0,0,0,3.7246897,4.3114634
14,0,0,0.0744892,1.7698224,0,0,0,0,0,2.5675292,0.21941972,3.253082,11.148143,0,0,2.5177236,0.4707466,2.3276165,2.2405305,2.2277505,0,0,1.1331171,1.2441502,0,3.0037236,8.119402,0,0,0,0,5.3489027,3.7591963,0,0.4913534,0.20263356,0.52839047,4.6823263,2.0262482,0,0,2.0901077,0.43042085,3.4816833,2.047911,1.4185125,1.9107527,0,0,0,0.2834057,0,2.8097036,0,0.45309466,0,0,0.015175995,2.9912505,0,1.2005354,0,0,0,0,0,2.3601804,0,0,0
15,0.1990175,0,0,0,0,0,0.000428001,1.6350039,0.67997557,1.2744728,0.33887285,0,0.29483014,0,0,1.1202769,0,0,2.976806,0,0,3.1879172,0,0,2.5910654,1.1484723,4.0150175,0,0,0,0.9382631,0,0.4136861,0,0,0,0,0,0.9964419,1.6858544,3.2044697,0,1.3614233,0,0,1.0177873,0,0,3.7356043,0,1.7498533,0,3.0146365,0,1.1491545,0,0,1.6854389,0,2.2268207,0,2.6863658,1.1341751,0,0.52447665,0,0,0,0,0
16,0,0.54487324,0,0,0,0,0.29701602,0,0,0,0,1.8518876,0,0,0,0,0,0,0,0,0.74993014,0.9465549,0,0.42738178,0,0,1.0291547,6.808018,3.812017,0,0.8612451,0,0,1.8976357,0,0.787285,0,0,0,0,2.0706131,0.26390857,0,0,0,0,0,0,0,0,0,4.1714554,0,0.3017027,0,0,3.7410004,0,0,0,0,0,0,0,5.30404,0,0,0,1.6545289,0
17,0,9.489883,3.9587493,0,4.3273993,2.1945908,0.7399624,0,0,0,0,0.65050757,1.9727951,2.3571134,0,0,0,0,0.26494622,0,0.16169678,0,0,0,3.0074282,0,0,0,0,0,0,1.9320953,0,0,0.38107064,0,0,2.1223013,0,0.4641514,0.7677301,0,0,0.6126579,0.34886625,0,0,0,0,2.6368198,1.2032183,0,1.4131442,0,0,2.9798763,1.6068702,0.86937577,0,0.602676,3.7236636,0,0.52433085,0,0,0,0,0.06083849,0,0
18,0,0,0,0,0,2.0562887,1.294051,0,2.5199404,0,2.3301222,0,0,0.19544087,0,0,0.096184134,0,3.969397,5.438355,0,0,1.7022836,0,0,0,4.600107,0,0,6.930434,0.55163544,0.16208452,2.1564302,3.5563548,3.1623673,0,0,0,0,0,0,0,0,4.9358354,0,0,0,0,0,0,0,0.077840656,1.6545867,0,0.40827987,1.7697757,2.6238353,0.5028603,0,1.0926213,2.9953177,4.0568285,3.7576036,0,0,0,0,0,0,0.3179367
19,3.5262334,0,0,0,0.15831201,0,1.0376453,1.9242128,0,0,0,0,3.3766086,10.473933,0,1.694397,0,0,0,0,0.37642363,3.1972919,0,0,0.17535457,0,0,2.5149782,0,0,0,3.007859,0,0,0,0.26587194,0.12751922,0,0,0,5.8286157,0,0.34224766,0,0,0,0.27765888,0,0,0,0,0,0,0,0,13.3613825,0,0.40833965,0,3.90626,0,0,2.540292,0,0.35060495,0.39759457,0,0.21124493,0,0
20,0,0,6.205937,1.6778369,0,1.2007648,0,0,0.2884524,0.6756713,0.6225011,0,0,0,0,0.5454282,0,6.521402,0,0,0,1.897279,1.0923238,0,2.6256015,0,1.3444111,9.079021,0,0,0,0,1.4338893,0.36944818,0,0,0,0,0,1.659759,2.0432572,0,1.1969564,3.724785,0,0.7561611,0,0,0,5.5504107,0,0.7068496,2.3726985,1.2967788,0.37571642,0,0,0.9788024,0,1.4899857,0,1.264158,0.00258364,0,0,0,2.499786,0,2.4701416,0
21,2.7472126,0,0,0,0,0,0,1.343045,0.47272426,0,0,0,1.211558,4.3934693,0,0.75177485,0,0.5338793,0,5.2382884,2.9325757,0,0,1.157473,0,0,0,0,0,3.44442,0,0,0,2.5207894,0,0,0,0,0,0,3.3245263,0,0.49645957,0,1.2762443,4.846447,0,0,0,0,0,0,0,0,0,1.0562674,1.0178161,0.17130837,0,4.5440865,0.7546334,0,1.9063606,0,0,0,1.4781315,0.61893255,0,0
22,0,0,0,0,0,0,0,0,0,0,0,2.6444728,0,7.6856556,1.7384363,0.8063325,0,0,0.20441128,0,0.49899015,1.5225093,1.0271424,0,1.3749752,9.362521,0.58611554,0,0.6527901,0,0,0,0,0.99225587,0,0,0,0,0,1.7173777,0,0,0,0,0,0,0,15.667694,0,0,0,0,0,1.5595806,3.0851336,3.1873884,0,0,3.4635558,0,0,0,0,0,0.011097063,0,0.84495664,0,0,0
23,2.2187653,1.6277089,0,0,3.5781329,2.049079,0.4313976,0,0,1.1177282,0,0,0,0,0.70091164,1.5969495,2.6988926,0,0,0,0,0,1.5635562,0,0,2.1328201,0,0.1302528,0,0,0,0,0,6.400307,0.4877293,0,0.025054656,0.64760983,0,2.2832978,0,0,0,2.5675778,1.1419443,0,0.12135623,0,1.0127976,4.7822976,0,0,0.9290042,0,1.283346,5.815693,0.40737292,1.8402987,0,0,3.2405596,1.5988406,0,0,0.66291016,3.4316537,3.7298408,0.466889,1.8526242,0
24,0,0,2.1769545,0,0,0.46116894,0,0.7132681,0.5868715,0,0,0,1.6273882,1.1172142,3.0054538,0,0,2.0232708,0,0,3.3389852,0.1529459,0,1.3393923,0,0,0.8944478,1.3700961,3.1637485,0,0,0,0.85488594,2.946507,5.059292,0,0.6370418,1.8327103,0,0,5.055959,0,0,1.1219432,0,1.0470676,0,0,0,0,0,0,0,0,0,0,2.9046416,0,0,0,0,0,1.9251018,0,0,0,0,0,0,0
25,0,0,6.489093,0,0,0.23047759,0,0,0,0,0,1.8782709,0,0,0,0,0,0.022669334,3.5095165,0,0,3.4626827,0,0.34196863,0.5007791,1.7760576,0.61076695,3.6460123,0,0,5.0946374,0.78253716,0.3875547,2.0780861,1.8257228,0,1.2253135,0,6.592413,0,0,0.2779208,0,0,0,7.0413938,0.21262084,2.640791,0,1.171993,0.46738845,0,3.8327,0,0.8331307,0,2.2092025,0.06500946,1.0452762,0,0,0,2.408897,0,0,0,0,0,0,0
26,0,0,2.2276793,0,0,0,0,0,0,1.2659761,0.8533107,0,0.3061867,1.5462474,0,0,0,0,1.1049812,0,0,0.28720194,0,1.0985736,0,0,2.2435644,0,0,0,1.546591,0.576571,2.9286616,0,0,1.5844514,2.382991,7.157325,3.5619986,6.9427958,0,3.193013,0,0.93029135,0,0,0,0,0,0.067480534,0.12423963,0,0,0.5681237,4.5304985,0,0,0.6782321,0,3.829004,0,0.91815555,0,5.5753355,0,0,0,2.7813308,0,0.6271432
27,0,0,0,0.90163904,1.9100655,9.239498,0,0,1.2905356,0,0,4.049819,0,12.881394,0,1.3199061,0,0,6.2055826,0,0,1.6029321,0,0,0,0.18804058,0,2.410545,1.1833813,1.6423769,1.5174013,0,0,0.33645746,0,0,0,0.28227153,0,0,0,0,1.9596652,1.1425347,0,0,0,0,0,1.7216926,0,0,0,0.172973,0.21484272,0,0,0,5.3641257,1.3814917,4.26221,0,2.8951607,0,0,0.3718277,0,0,0,0.8535231
28,0.000824189,0,4.37045,0.18662962,0,0,0.45916015,0,0.06883782,0.5950538,0,4.856463,0,0.76255053,0.4324446,0.1243093,1.5453734,6.572946,0,0,0,2.7274294,0,0,0,7.186837,0,2.5974534,0,0,1.8309028,0,0,0,0,0.017472714,2.2300878,0.9460799,2.6221423,0,0,0.15739913,0,0,0.002662897,0,0,4.510806,0.7396564,0,0,6.7703743,0,0,3.4483438,0,0,0,0.005388792,1.5263315,0,0,0,1.0117373,0,1.5389118,0,0.06624435,0,1.2957635
29,0,8.880079,0,0,0,0,0.39049882,0.2916867,0,0,0,0,1.0415719,0,0,0,0,0,0,2.3678465,0.6112717,0.7673595,0,0,2.303968,2.257186,0,2.5229561,0,0,0,0,0.30657446,0,1.3810564,0.43094885,0,3.9420738,0,1.4220258,0,0,0,0,0.7018301,0,1.744307,3.769731,0,0,0,0,0,0,2.5218835,0,0,0,0,0,0,0,0,2.5500796,0,5.889591,0,0,0,4.607283
30,0,0,0,0,1.6692683,1.7143216,0,0.45334625,0.54950154,0,0.41872746,0,0,0,0,2.279508,0,0,3.5600963,0,0,1.4871591,1.3485812,0.42739135,1.9298488,2.764791,3.9666855,0,1.3411194,2.5959966,0,0,0,1.1598513,0.7111561,0.09128767,0,0,0,3.6294134,0,0,0.018769924,0,0.48526058,0.93840027,0,0,0,0.67882085,0,1.5925411,0,0,0,3.5846999,2.05734,0,4.0684624,0,3.442183,0,0,5.928828,0,0,0,0.53713065,0,0
31,0.3799378,0,0,0,0,0,0,0.5155461,0,0,0.9507303,0,0,0,0,0,2.1821868,0,0,0,3.3568063,0,1.4996552,0.16499726,0.25548118,0,0,0,1.6205863,0.5833766,3.3114064,2.7144582,4.8099813,0,0,0,0.70035666,0,0,0.42523578,0,0,1.3562179,0,0,0,0.36923775,0,0.32326627,0.91322106,0,4.7810483,3.2476885,0,0,0,1.3676142,2.573187,2.6663742,0,0,0,0.41730404,3.333869,0.20025614,0,0,0,0.42351237,2.0667753
32,0,0,6.4443555,2.3770196,0,0.11081048,1.6663362,0,1.022919,0.10818789,0,0,0,0,0.0844405,0,0.49402246,0,0.8028309,0,1.1637022,0,0,0,0,5.592026,1.8408995,0,0,6.5223227,1.7211623,2.0802953,0.15670358,0,0,0,0,0.9933773,0.25831142,0,0,0,0.66690576,0,0,3.336906,0.33618906,2.5517902,2.7453065,0,2.8998792,0,0,1.2378765,1.6199926,0,0,0,5.6223946,0,4.9683533,0,0,0,0,0.6026053,0,1.2145075,0,0
33,2.3322191,0,0,0,2.5288327,4.867226,0,0.38910195,0,1.82319,0,5.607413,1.4203781,0,0,1.2859769,2.8752513,0,0,0,0.8333531,3.3413272,0,0,0.44749454,5.4890203,0.8980543,0,0,0,3.1313515,0.9139559,1.1299808,1.5886694,1.5617721,0,0.7081152,2.3060956,1.9985574,0.6280851,0,2.6764717,0,0.49659088,1.8409065,0,0,3.8671713,0,0,0,0.60811996,0.36532408,0.15560785,0,0,0,0,0.09539794,0,0,0,2.606922,0,2.7871826,0,0,0,0,0
34,0,3.9579222,2.1151798,1.302575,0,0,0.66940963,0,0,0,0,0,0,0,0,0,0,2.1392689,0,0,0,5.0576587,2.23459,0,0,0,0,0,1.5321243,0.5013887,0,0,5.21067,0,1.1554924,0.12914293,0.3449451,0,0.06581692,2.4759462,0,0.8008279,0,2.100322,0,7.8226905,0,5.0265393,0.1397184,0,0,1.2321752,0,0,10.282036,0,0,0,1.8672678,0,4.0210853,0,0,1.5371058,0.63905215,0,1.4811382,0,1.9580202,6.018233
35,0,0,5.0514684,1.5639329,0,0,4.5428596,0.2547515,0,2.1740775,1.7478015,1.9984665,2.046873,0,0,1.7981131,0,0,0,0,1.2751697,0,2.1311426,0.7301168,0.41294414,0,0.59058774,0,0,0,0,1.7998986,0,0,0,0.24260373,0.48600954,0.7159979,1.6454778,2.2074227,0,1.0946043,0,0.16030397,2.126084,1.1914759,2.7336786,5.901417,4.0068035,0,2.1018863,0,0.58474296,0,10.229001,0,0,2.3404953,6.8465776,0,0,1.9521313,0,0,0,1.6224427,0,0,0,0.21128576
36,1.669249,0.42353547,0,0,0,0,0.042155176,0,0,1.7754523,0.75709045,7.3930674,0,0,0,0.53645885,2.907134,2.6920686,1.6946952,0,1.0315493,4.5439053,0,0,0.58822507,2.7693381,0,0,1.2566078,0,0.09283003,1.0289531,1.5349694,0,0,0.016786741,1.2858915,4.7027698,7.450436,3.846807,0,2.8069205,0,0,0,2.1157374,0,1.2842478,0,2.760528,1.8294734,0,0,0,0,1.1028572,0,0.65651476,0,0,0,0.9459911,0,8.125484,0,0,0,2.3799307,0,1.6412815
37,0,0,6.8523192,0,6.627055,0,1.3583626,0.55049694,0,0,0,0.89999056,0,0,0,0,0,1.4329386,1.434521,0,0,0,2.8469248,1.2556834,0,0,3.2823243,0,0,4.0941877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6302825,1.9176483,13.923852,0.71953166,0,0,0,7.2083893,0.11346469,0,0,0,0,0,0.97966236,0.17343019,0.21997331,0,4.2715054,0,0,0,0,1.5060219,1.2113242
38,0,2.7691228,1.6654084,0,2.5737355,0,0.55770534,0,0,0,2.0085328,0,1.7826678,0,0,0.069600366,0,0,2.210373,1.0630662,0,1.1031945,0.4195329,0,0,0,2.8813994,0,0,0.14072451,0,0,0,0,0.80315495,0.095165275,0,0,5.3709908,0,0.8529154,1.871851,0.87746227,0,0,1.6587185,1.0427163,0,0.7447589,0,0,0,0,0.5530178,1.9044378,0.8158043,3.2006946,0,0,0,5.7310834,0,4.427116,0,0,0,0,1.0703464,0,0
39,0,0,0,1.7465066,0,0,0,0,0.43628368,0.45243254,0,0,1.113627,3.3837912,0,1.1607622,0.015334377,0,0.034459364,0,0,0,0.45778048,0.13172549,0,6.9211698,0,0.25027135,0,0,0,2.6439397,4.1786675,0,0,0.9574644,0.9854762,0,0,0.30955932,3.6718817,0,1.2467071,0,0,3.3331437,5.2820983,0,0,0.9484654,0.326033,0,0,0,1.1081474,2.3207223,0,1.7628176,0,2.4264224,4.6096573,2.4039993,0,5.284681,0.60828465,0.5149692,0,2.82913,0,0
40,2.3307524,0,0,0,6.386252,0,0,0,0.4708086,0.6684732,0,0,0,0.47913474,1.85419,0.8358821,0,0,5.625035,0,1.0050783,0,0.8560298,0,0,0,4.605285,10.12523,0,0,0,0,0,5.1470356,0,0.93602496,0.8027596,0,0,3.0299027,1.1851218,0,0,0,0,1.2182487,0,0.3299159,0,0,0,0,0,0,0,0,0,0.63659817,0,3.9668987,0,2.1226711,0,0,0,0,0.5731224,0,0.23382543,0
41,1.426078,0,0.79677856,1.2430971,0,0.5147808,0,0,0,1.5048593,0,8.072019,3.8135164,0,2.2825885,1.1128726,2.064279,0,0,0.64786047,1.3002968,0,0,0,0,1.6082147,0.5073617,0.000378283,0,0,0,0,0,0,2.6918874,0,0,0.7495315,0,0,2.4016657,0.60907567,1.9425896,0,0,0,0,0.18812704,0,0,1.193355,0.6931903,0,0.051840514,0,0,0,0,0,0,0.045969907,0,2.107132,0,5.102793,2.8159423,0,2.166537,0.8680385,5.171893
42,0,0,0,0,0.5526914,0,0.24937814,0,0,0,0,0,0,0,0,0,0,0,1.741596,0.5564832,0,4.2788515,2.7875984,1.8967626,0,0,3.7692997,4.6168504,0.994304,3.6690826,1.4428291,0.25881556,0.85769457,0,1.6091266,1.154985,0,0,0,0,0,0,0,0,0,0,0,0,0.7159097,0.23731041,0,2.3298354,0,0,2.7218997,2.861514,0,0,4.271922,0,0,0,0,3.4891217,3.9678023,0,0,0,3.4675658,0
43,0.37163365,0,0,0.42377728,0,0,1.6140441,0,2.3287408,3.8147144,1.0171218,0.8134102,0,0,0,0,4.057779,0,0,1.0334641,0,2.0041492,0,0,0,0,0,0,0,0,0,0,4.118246,0,0,0,0,3.8155284,1.9870919,0,0,3.7495062,0,4.73898,0.8764761,0,0,2.8127632,0.37289914,0,0.39994425,0,0,0,2.4046707,0,0.7491593,1.0121993,0.31490004,0,3.2463992,1.4727284,3.0968237,1.4297061,0,0.47710687,0,0,0,0
44,0,0,0,0,0,0,0,0.4877056,0.07043557,0,0,1.3093874,0.978996,0,0,0,0.66463035,0.5820692,0,0.46363607,0,3.0241861,0.54731095,0,1.7756723,0,0,0,0,0,0,0,5.802445,0,0,0,1.0738626,0,0,0.098577216,0,0,0,4.147551,0,0,0.034969334,1.201897,0,2.2225213,0,0,4.3674755,0,0,0,0,0,0,1.5740438,6.155139,4.219109,4.920093,0,0,0,0,0,0,0
45,0,0,0,0,0,3.9529676,0.51907885,0.87129176,0,0,0,1.6572019,0,2.1461463,0.2630046,0,2.205971,0.18748264,4.207126,3.3877285,0.8736774,0.77152574,0.18095656,0,0,3.0901594,2.4023132,0,0,4.483496,0,0.11104023,0,0,2.5561788,0,0,0.48789656,0,0,5.4242177,0,0,0,0.18381934,2.2875278,0.66863716,0.46385977,2.7080412,0,3.5756447,0,4.3010273,0,1.3678849,0,0,0,0,2.629112,1.6593751,3.0023987,0,5.487857,0.74791884,0.89578986,1.6304405,1.887944,0,0
46,0.39836738,3.5639734,10.779761,0,0,0,1.0578622,0.78881264,0,0.874805,1.9261233,0,8.344286,0,0,0,0,2.5280194,1.5094696,0,0.54784775,0,0,0,0,0.5617421,2.4447532,6.1035643,0,0,4.4213853,3.6156776,0,1.9458033,0,0.17890708,0,0,0.08161652,0,3.91874,0.4544554,0.09832357,0,1.1166537,0,0,1.3515346,0,4.2272615,0,1.2769456,1.1475476,0.30934006,0,1.3166009,0,0,0,0.63890344,0.2577596,0,3.192472,0,1.9396532,1.714045,0,0,0,0
47,0,0.8143836,0.20146094,0.7524831,0,0,0.4132898,0.013184452,1.8135054,2.645202,0,2.276702,0.31938797,8.782395,1.3347162,0.48671007,0.16887954,0,2.4118052,0,0,2.184003,0,1.5082095,0,2.7635877,0.57245326,0,0,0,0,0,2.951402,0,3.4643056,0,0,0,1.2317568,1.5731164,3.796928,1.2896234,0,0,1.7206153,0,0,0,3.1179998,7.5257964,0,0.6275121,0,1.8472873,0,0,3.0597532,0,0,0.29934075,4.1547074,0,0.024347933,0,1.0798405,0,3.7552848,0,2.5064917,1.4154667
48,1.5408154,0,0.86165255,0,0.049304817,0.10728935,0,0,0,0,0,1.8590267,4.200931,3.1511602,0,0,0,0,0,0,2.0653927,0,0,0,0,0,0.57335126,0,0,0,3.7747898,0,0,5.7155867,0.9216711,0,0.9912023,0,0,0.99063456,8.382267,0,0,0,0.3616762,0,0,2.2707837,0,4.2397547,0.7127937,0,0,0,0,7.5770197,0.873789,1.5407087,0,5.532432,0,0.11975143,0,0,0,0,2.726052,0,0,0
49,0,4.054877,0,0,1.5891224,2.815411,0,0,0,0,0,0,4.008303,0.5507442,0.3689476,0,0,0,0,0,0,0,0,0,8.2316675,0,0,0,3.7013795,0,0.47654024,0,0,0,0,0,1.1175188,0,0,0,1.3104006,0,1.9211916,0,0,8.95392,0,0,2.1702633,0,0,2.6863253,0,0,0.8028371,0,5.9683633,2.2461271,0,2.16667,0,0,1.0558656,0,1.3614247,0,2.7075949,0,2.0271616,0
50,0,0,0.5993635,0,7.9148865,1.5401376,0.07065251,0,0.5803811,0,2.1982906,0,0,8.152627,0.7448522,1.1159021,0,1.9669007,2.856824,0,0,0,0,0.32095453,0,0.42077994,0,1.0655105,0.8905677,0,0.12246469,0.34899685,0,1.3541393,1.3447987,0,0.7307374,0,1.2696538,0,0,1.1663119,1.3466887,0,0.5372137,0,0,0,0,0,0,1.6432456,0,1.6662515,0,0,2.1847248,0.27850857,0,1.2273366,0,0,0,0,0,0.94835955,1.7829757,1.0713447,0,0
51,0,0,0,0.5898233,0,5.1680193,0.7791487,1.7620119,0,0,0,0,0,0,0,0,0,2.5184681,0,0.28691432,0,0,0,0,1.356456,0,0,0.18378596,0,0,1.2154009,0,0,3.6284251,2.8363342,0,0,0,0,0,7.4061375,0,0,0,1.6370939,0,0,0,0,0,0,0,3.810838,0.53425074,0,12.114762,0,0,0,4.5504484,3.5771325,0,0,0,2.253244,0,1.6977569,3.3222322,0.7326812,1.3555034
52,1.566775,0,0,0.0605155,1.7555928,0.24543355,1.1126273,0,0.39684868,0,0,1.3439847,1.6752353,0,0.48299128,0,0,0,0,0.57515067,1.6105351,0,2.5009198,0.22502889,2.92558,0,2.9019551,0,0,2.284212,0,2.4608119,1.3541987,0,0,0,0,2.1133566,0.46974203,0,0,0,0,0,0,0,0.9296672,0,0,0,0,3.0919943,2.914468,2.1009989,0,0,0,0,0,0,0,0,0,0,1.9018968,0,2.8827815,0,0,0
53,1.2209351,0,7.6509943,0,0,1.2469015,0,0.13044931,0,0,0,0,0,0,0,0,0,2.0567145,0,3.4362528,0,1.0590798,0,1.2486979,2.1910515,6.391133,0,0,0,0,0,0.20188059,4.760917,9.15261,0.9489706,0,0,0,0,3.1510408,0,0,0,0,0,0,1.0927933,0,3.693743,0,0.43874153,2.8846812,0,0,0,0,2.6141667,0.12190856,0,5.819773,0,0,0.30108717,0,0,0,0,0,0,0
54,0,1.7885469,8.829609,1.421668,0,1.6779684,1.2661935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060681097,0,2.0346978,0,0,0,0,0,0.958106,3.787585,0,0,0,0.517023,0,0,0,0,0,0.5096827,0.82466435,0,0,0,0,1.9851638,0,0,0,0,0,1.4757135,0,0,0,0.9354344,2.053522,2.482674,0,0.42686206,0,0,0,0.809999,0,0,0,1.507033,0
