x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061,y0062,y0063,y0064,y0065,y0066,y0067,y0068,y0069
1049,0,2.8836741,0,2.04246,0,0,0.47490752,0,0,7.800543,3.7590237,4.3822465,0.066725716,0,0,5.0336304,3.5531833,0,1.8930081,0,0,14.291467,6.880195,0,0.65587646,8.1146965,3.8365574,0,0,0,0,2.2353106,10.949769,0,0,0.13032193,0.7707685,6.939016,4.3176966,8.889232,0,3.8361728,0,0,3.2456198,4.7948847,4.557607,0,4.3230753,0,3.8578072,0,0,0,11.450714,0,0,0,2.1304612,0,0,1.5456414,0,0,0,0,0,0,1.4020181,0
1050,0,1.7008563,0,0,0,0,2.1104774,0,0,0,0,2.8376849,3.9451563,0,0,0,3.8974419,0,0,0,0.42089358,0,0,0,0.82622886,0,7.0773363,0,0,0,0,1.4456213,0,0,0,0,1.3006424,5.1763597,0,0,0,2.047847,0,0.23902029,2.7600465,2.2669725,1.3418995,1.0620811,4.4428015,0,1.5212134,0,0,0,6.561884,0,0,0,4.3949943,0,0,0,0,0.7829121,0,2.9478993,0,0.09855829,0,4.6469393
1051,0,1.9872072,0,0,0,0,3.8289464,0,0,4.008892,1.85273,5.861058,2.3598588,0,0.38263476,4.0950017,2.6905775,0,1.2179759,0,0,5.0665774,5.6051526,0,0,0.37165892,0,0,0,0,0,1.5919213,2.9153922,0,0,0,0.3040117,7.1477103,3.315431,6.324617,0,3.5635014,0,0,0.7494411,6.408071,3.7850366,2.1458955,0,0,3.5599608,0,0,0,6.507303,0,0,0,3.5844872,0,2.4462397,0,0,1.6054987,0,0,0,0,1.6050705,10.362043
1052,0,0,0,1.6661642,0,0,0.40362358,0,0,4.877108,2.6239922,10.917406,0,0,0,0,1.7775437,0,0.3647118,0,0,0,0,0,0,1.5223641,0,0,0,0,0,0,4.7161913,0,0,0,2.4718852,6.3949575,2.2983673,3.7485921,0,4.360496,0,0,1.5063666,1.2112092,1.5712153,0.014167574,10.740633,0,0.10121283,0,0,0,9.901919,0,0,0,5.720451,0,2.86291,1.1049759,0,4.9690466,0,0,0,2.9949431,0,7.0202518
1053,0,0,0,1.492146,0,0,2.3320215,0,0,1.0528316,0,0,5.729945,0,0,2.096054,0,0,0,0,0,3.1451566,2.5465062,0,0,1.0697142,0,0,0,0,0,3.6765604,0.7575256,0,0,0,3.0912821,4.841499,6.7826724,1.1743646,0,5.3220444,0,4.454663,1.9811707,3.8745308,3.933693,0,9.396451,0,5.3149166,0,0,0,4.8473954,0,0,0,7.040197,0,2.2788393,0.5136942,0,0,0,0,0,0.21438086,0,6.4781294
1054,0,0,8.595836,0.93496007,0,0,0,0,0,0,0,11.150471,0.043311648,0,0,0,0,0.67806,0,0.98084253,0,1.4969387,11.616563,0,2.415017,4.533392,0,0,0,0,0,0.4031764,2.6056066,0,0,1.2348162,1.8652372,0,0,0,0,0,0,0,2.566523,3.8817391,6.5508065,0,4.072135,0,0.93274605,1.6883001,0,0.5474169,4.339586,1.4727345,0,0,0,0,0,0,0,0,0,0,0,0,3.1143012,3.826172
1055,2.3003297,0,0,0,0,3.6066725,0,1.8784955,3.9571216,0,0,3.692031,0.4810274,0,1.7998823,0,0,6.4169765,0,1.5915058,0,0,0,0,0,1.3013089,0,0,9.941341,0.34266907,1.2230498,4.1897883,0,11.761084,11.204463,0,0,0,0,0,0,0,6.9902415,5.095913,0,0,0.6550436,0,0,0.93154997,0,8.288579,8.264932,1.9402992,0,4.047639,2.2976024,0,0,0,0,0,3.0541513,0,0,0,4.273156,1.0517297,0,0
1056,0,5.5876517,0.8032355,3.8114023,0,1.170407,0,0,0,2.7376418,7.288087,0,6.721864,8.417137,0,1.2221878,0.3453502,0,0.70191324,0,0,7.003049,18.10532,0,0,0,0,0,0,0,0,13.21929,10.343029,0,5.8482704,0.48766226,2.4180496,1.5600733,6.733317,11.807662,0,9.616094,0,3.0157394,5.6743793,16.593716,4.9810076,0.4562712,4.9237714,1.6113707,0,6.4535465,11.180947,4.920731,8.405926,4.0215445,0.2508474,0,20.885946,0,3.561287,13.894347,0,12.705071,7.6284533,0,0,6.063209,0,10.552588
1057,0,0,9.796247,0,9.747728,7.5058646,2.268077,0,0.107402265,0.30365586,0,10.454955,3.9465508,0,0.6792227,0.22876512,0,0,0,0,11.357143,5.890978,5.3627486,0.17434847,0,0.65745723,0.056396164,0,11.2526455,0,0.6308308,9.248145,16.38908,0,0,5.19923,4.537742,7.352262,20.722878,3.1637714,17.294924,3.6705425,0.7089611,9.97802,2.3331206,3.1370518,0,0,0.24772123,7.3271956,0,5.0117855,7.2500124,2.8257983,6.1344733,18.602173,0,4.826591,9.81958,7.56945,15.563345,3.254749,0,14.363366,3.9447727,0,0,9.5529995,0,13.838882
1058,0,0,0,4.6677513,1.1527392,0,0,0,0,0.16877443,3.42673,9.033999,20.309525,0.9895548,0,6.850745,1.012333,2.465555,0,0,0,16.871254,11.063602,0,0,0,0,1.7652681,9.418634,0,0,4.6722355,15.800738,0,0,0.98076046,4.374278,1.4793688,11.331203,9.887585,6.855264,9.145532,1.3205774,0,1.276561,5.6509132,7.0559573,0,6.901317,1.2407585,7.032637,3.417523,0,0,18.779114,9.290102,0,4.3155107,11.541478,15.155589,9.728695,4.3271804,0,20.727377,0,0,2.811572,1.7001973,0,10.506409
1059,2.4484682,5.9629593,7.625306,0,4.071263,0,0,0.8260895,0.2895025,0,0,0,0,0,0.025085604,1.2637086,5.545905,7.2340884,3.199031,0,1.1131113,6.838019,4.376243,1.6981405,2.8773367,0,6.595886,5.60417,9.247036,0,0,2.193344,12.791871,13.0561,3.1069424,0.2900746,0,0,0,0,0.16249679,0,6.164124,3.953599,0,3.5374734,0.16037655,0,1.3775648,0.9721748,0.19944142,2.3273504,0,0,3.9469724,5.2202945,5.906392,6.1216707,11.538288,5.9857574,5.894412,5.5879807,5.285778,13.37269,6.859451,0,3.474405,0.14912471,0,8.405883
1060,2.9740062,9.849611,0,7.2517715,16.031052,14.267588,0.6597375,2.5753865,2.0275595,0.20426656,2.4092875,1.9322472,0.33737582,8.700631,2.8505147,3.2780595,2.4269576,0,3.0952075,1.2225149,3.4423237,4.3827214,0,0.79139733,0,0.6997426,4.930504,10.375416,4.8365226,1.6862918,2.7669625,6.103068,0,11.980393,1.1174471,0.12332136,0,2.207799,14.645306,9.731374,11.402206,0,0,0,3.7978716,7.4126334,1.7309213,9.194104,3.6675386,3.131485,0.6226614,4.8031797,12.639402,4.162968,0,9.52239,0.3403788,2.5098803,0,14.513989,15.765524,9.67517,21.037731,10.557657,1.5855858,12.622854,1.7429018,9.324174,0,8.872152
1061,0,0,13.748398,0,0.14723942,4.0289135,1.2906781,0.5193631,0.77246857,0,3.129999,4.163108,0.052431613,9.898898,0,2.2192848,1.890963,0,0,3.3630369,3.589713,0,0,0.79466075,0,10.239736,6.195967,10.369288,8.4293375,4.5996804,1.2315679,6.076127,3.0561428,0,9.924464,0,1.0682187,0,1.13807,0,16.128717,1.2978448,0.3020732,9.122469,0,1.1525831,0.935538,10.086367,0.93196595,9.210594,3.8821092,9.95161,0,3.0020337,6.037573,0,0,0.11600877,3.2007537,10.798249,3.5942397,6.724247,7.1175847,12.932856,7.495008,1.3899257,6.650552,2.1161346,1.9704093,11.203755
1062,1.5280601,0,1.3177521,0.40930516,0,2.8520613,0.9766598,0.7677453,0,0.79945487,3.27233,2.9776583,0,0,0,2.863743,1.7203687,0.07640277,3.607583,0,2.3002224,0,2.55948,0,0,4.548029,1.8950473,2.0604763,7.5160136,6.952645,2.7223136,0,8.089091,4.7181525,0,2.3872235,0,1.8853643,0.39503387,1.1548456,2.0099332,0,2.0961044,2.280637,0,11.2297125,1.652996,2.9965138,1.7744894,0.3427311,0,7.9008603,0,0.8258812,0.9314715,0,0,0,0,2.360993,7.0696845,0,0,9.807778,0,9.558932,0.297951,4.2623787,0.8131995,0
1063,0,3.034737,3.687756,1.6641612,1.6640648,0,0.11742971,0.059733216,1.3465973,0,0.038726714,0,0.1306761,2.55494,0,0,1.5062441,5.546194,1.159521,2.2826574,0,1.513037,0,0,0,0,0,1.2372175,0,5.58669,0,0,0,8.471897,0,1.0268561,0.59369314,0.85802704,0,0.32094303,0,0,0,0.33767998,0,0,0,4.9552774,0,0,0,0,0,0.043150067,1.8158569,0,0,0,2.0250614,0,2.7703178,0.24729586,0.36601174,0.9893487,0,3.9760613,0,0,2.2378244,0
1064,0,0,0,0,0,0,1.8912127,0,2.738175,1.6982274,1.5369622,2.574466,2.3737693,0,0,0,0,0,4.036775,0,0,0,0,0,0,1.3998929,0,0.3050076,0.13179335,1.8980116,0.46537283,0,3.6961133,0,0,0.75185615,0.45821595,4.502759,0,2.9464054,0,0.8007422,1.3437647,2.0413575,0,0,0,0,5.381462,4.8735533,0,0.29017663,0,0,0,0,2.7469301,0.00369854,1.784064,2.0602145,2.729685,0,2.1402204,3.8575487,0,0,0,0,2.8440204,0
1065,1.917723,0,0,0.4863437,1.1528673,3.157861,0,2.188425,0.12905379,0,0,0,0,3.0474362,0,0.37925607,0,0,5.4200897,0,0.6440127,6.243503,0,0.05871091,0,0,0,5.2600703,1.4018811,3.792423,0,0.803062,0,4.0153704,4.963536,0,0,0,0,1.8208795,0.7186669,0,0,0,0.723078,0.5838571,0,0,0.9580012,5.012611,0,3.686596,0,0,0,6.0199103,2.6765091,0,0.7290032,0,0,0,0,2.9441829,0,0,0,0,0.6226137,0
1066,1.2104645,0,7.98053,0,1.282559,1.2797921,0,0.86590314,0.602526,0,0.5307878,0,0,0,0.33026645,0,5.429856,0,0.3506937,2.3235977,0.09476977,0,0,0,1.1447369,0,0,4.424534,0.9322058,0,0,0,0,6.0506735,0.1450373,0,0,0.9186877,0,0,0,0,0,2.3962312,0.94896686,0,2.300239,2.7095654,0.88905185,0,0,4.623361,0,0,0,0,0,0,3.108117,6.5690503,0.34431273,0,1.2840713,8.12716,0.09953655,0,0,0,0.5730314,0
1067,1.0375781,0,0,0,0,1.6719068,0,0,0,0,0,0,0,5.1500673,0,0,0,0.8988208,0,0,1.2004019,0,0,0,0.94357413,0,3.1021764,7.0054264,0,1.4529454,4.3940983,0,0,0,1.7173054,1.3125056,1.6815981,0,0,0,3.7395952,0,0.30140063,4.366897,0.73110276,3.7818747,0,5.228199,0,8.12364,0,0,0,0,0,0,0,0.2328385,0,0,0,0.90890914,0,0,0,0,0,0,2.3830495,5.413235
1068,0,0,0,0,0,0,0,0,0,0,0,12.423167,0,0,0,0,0.5270144,0,0,0,0,1.4527447,0,0,4.820093,0,0,6.0728745,0.8571452,0,0,0,0,3.7022433,5.3032374,0,0,0.016159251,0,0,0.8321222,0.73586506,0.20760424,0,1.8056595,0,0,1.8594757,1.6405771,0,0,0,0,0,10.747643,0,0.23220792,0,4.747692,0,0,0.2126236,0,0,0,0,0,0,0.9486539,8.751204
1069,0,0,0,0,0.30656412,0,0,0,1.1235912,0,0,0,0,0,0.47715616,0,0,0,0,0,0,0,0.41594696,0,1.1055605,0,0,4.9501247,0,0,4.0120797,0,0,0,3.5140703,0,0,0.77940863,0.9092704,0,5.072042,0,0,4.3027663,0,0,0,0.9885015,0,0,0.33765772,0,0,0,0,0,0,1.1593963,0,1.6905978,0,0,0,0,0,1.6514163,2.6749341,0,0,0
1070,0,0,1.5223864,0,4.438008,4.3852544,0,0.9041793,0,0.95970035,0,0,0,3.0055995,2.2822893,0,0.595384,3.1175904,0,0,0,0,0,0,0,0,1.9593425,0,0,6.27952,2.384443,0.36172533,0,2.5618007,2.1432555,0,1.3081794,0,0.6161317,0,2.051998,0,0,0,0,0,1.0456451,0,1.0913826,2.2707882,0,5.9927406,0,0,0,3.1699321,1.4656917,0,0.7850466,3.0007672,6.377236,3.345097,0.40682665,5.6689577,3.9991632,0,0.50056314,0.6943845,0,0
1071,0,0,2.7027898,0,0,0,0.002605786,0,3.3902252,1.1751566,0,0,3.8145833,1.7878871,1.0255527,0,0.6631259,0,2.9617758,0.5152602,0,2.2669508,0,0,0.26989886,2.7595055,0,0,0,0,1.0592291,0,0,1.3644823,0,0.10571898,0,0,0,0.08715188,0,0,0,0,0,0,1.1779919,9.975243,0.97334313,2.1752694,1.6294426,0.46033993,0,2.5183902,0.59067446,10.729501,0.73460364,0,1.9486055,0,0,0,0.6950568,0,0.13200474,2.8113647,0,0.06418028,0,0
1072,1.236865,0,0,0,0,0,0,0.6494154,0,0,0,0,0,0,0.4545944,0.18438812,0,0,3.7399178,1.3260375,0,0,1.6530045,0,1.5076842,0,0,0,0,1.8692123,0,0,0,4.097391,2.319134,0.100184746,0,0,0,4.4261255,1.888096,0.5866649,0.21652734,0,0.27922094,3.6558433,0.12336125,8.475366,0,1.3268434,0,4.430132,3.033093,0,0,0,0,0,0,3.425279,3.8513484,4.395883,0,0,0,0,0,0,1.5225692,0.44841373
1073,0,0,0,0,3.5956337,4.9911113,1.2875088,0.28412625,0,0,0.25530976,0,0,5.3869147,1.7860476,0,0,0,0,4.409767,1.3900088,1.3162999,4.4615655,0,0,0.9552501,0,0.64834845,3.4189525,0,0,0.50338066,7.403061,0,0,3.2921574,0,0,0,0,1.5486835,3.4700918,0.295803,0.54079527,0,0,1.3707759,0.74579513,0,9.849346,0,0,1.2396733,0.9456862,0,0,0.9407872,0,0,0,0,0,3.7899144,3.5802062,0,1.5916338,0,0,0,0
1074,3.1028724,0,0,0.2224296,3.2162566,0,0,0,0,0,0,1.1621712,0,6.542564,0,0,0,0,0,2.1703,0,0,0,2.0045788,8.72706,0,0,0,0.98038137,5.0304785,3.1037846,0,0,2.979119,4.325482,0,0,0,0,0,1.3936355,0,0,0.057652004,0,0,2.5238001,0,0,0.34080967,0,0,0,0,0.5071388,1.1334492,0,2.0191603,0,4.666067,0,0.74857885,3.2994092,0,0.57577384,0,0,1.7895188,0,0
1075,0,6.007304,0,0.15576598,2.3515105,1.2335368,1.2547401,0.10848112,3.2626944,0,0,0,0,0,1.060158,0,0.79930085,3.521612,0,0,0,0,0,0,0,0,3.8899899,2.4476607,0,0,6.9944854,0,0,7.5344157,2.576871,0,0,0,0,0,0,0,0,4.331283,0,0,0,0.51944345,0,0,1.1620263,2.013401,0.55842274,0,0,3.196631,2.767363,0,0.22256556,0,0,0,5.378683,0.6037488,0,0,0,0.7154453,0,0
1076,0.684531,0,0,0,0,0,0,0.37621573,0,0,1.1144439,0,1.0569302,1.4730796,0,0,0,0,0,1.8959441,0,0,0,0,1.6865833,7.466177,1.2292749,3.1095777,0,2.9777737,0.59872717,0.6848865,0.056935888,0,4.3080697,0,0.91133195,0.24094789,0,0,0,0.9827989,0.37282425,1.3551413,0.57705486,0,0,0,0,0,0,0.15886195,0,0,0,0.52869445,0,0,0,0,3.4678009,0,0,4.950364,0,1.1503564,0,0,3.008784,0
1077,0.5934175,0,0,0,0,5.066857,0.76932305,1.0316831,1.2160702,0,0,0,0,2.320511,0,0.46960625,0.16000396,6.267139,1.3199228,0.4831326,0,0,0,2.884027,3.9200473,0,0,4.584368,0,0,0,0.47174415,6.4387865,3.039533,0.5800918,0,0,0,0,0,3.489866,1.92993,3.821591,0,1.0845679,0,0,0,0,1.8438967,0,0,0,0,0,3.884166,0,0,0,3.5147247,0.5599607,0,2.8315413,0,0,1.798291,0,0,0,1.2469459
1078,0,0.74452686,5.536644,1.5173959,2.7284904,3.0217273,0,0.4167288,0.5087225,0,0,0,0,3.49652,1.5995024,0,1.0857034,0.42385226,0.40993044,1.3110441,0.98825115,0,1.8373518,0,3.418265,0,0,5.315942,0.567124,0.39980856,0,0.19587573,0.80742735,5.3388057,0,0,0.012175543,0,0,0,0,0,0,0,0,5.0649323,0.03551457,0,0,2.3466797,0,2.9108198,2.945548,1.7460061,0,0,0,0,0,0.5834711,0,0,0,0,0,0.04006101,3.3126032,0,0,0
1079,3.098211,5.878926,0,0.15854019,0,0,0,0,1.5772715,0,0,4.1179957,0,0,0.44348642,0,0,0,2.0319166,0,0,0,0.2674397,2.190801,0,0,0,0,0,3.6422267,0.58554715,0,0,2.0891838,0,0,0,0,2.330746,0,6.667515,0,0,0,0,0,0,0,0,4.3240037,0,1.0391068,0,2.053792,0,0.58438945,2.4193115,0,0,0,0,0,3.6352715,1.0233384,0,0,0,0,0,0
1080,0.66428,0,4.615235,0,7.692178,2.5312965,0,0.47360283,1.6478678,0,0,0,0,6.7666044,0.536463,2.1161132,1.8323164,0,0,0,2.8880177,0,0,1.0741302,0,0,0,0.63603437,0,0.5510564,4.6324205,0,0,0,0,0.67218214,0.023687733,0,0,0,0,1.0082891,0,0,1.6931772,3.7452228,1.1482586,0.2504186,0,5.5787168,0,0,0,0,0,4.9478393,0.16896576,0.36521912,0,0,6.5642247,0,0.885279,0,0,0,0,2.1324596,1.1911197,0
1081,0,0,0,0,7.20543,0,0.82857585,1.4171878,0.7834061,0,0,0,3.2976732,0,0.4419003,0.037898783,0,0,0,0,0.015128781,0,0.21616717,0,0,4.013296,1.8853985,0,0,0,0,3.2699013,5.1013336,0,0,2.0525043,1.7814058,9.211816,4.108236,7.1336875,0,1.7753869,0,0,0,0,0,8.747007,0,0,0,0,3.3644183,2.181922,0,7.5263457,1.4236606,0.3681102,0,6.469009,0,1.0972568,3.429988,0,1.5077218,3.0459762,0,0.09320844,0,0.08068359
1082,0,4.073249,0,0,1.2860658,0,0,1.4780123,2.8569217,3.2089858,1.3581802,0,0,3.9888425,0.50467926,0,0,0.3004432,0,1.5733944,0,2.7737913,0,1.8072927,0,0,0,2.230084,1.2270683,6.9792833,0,0,0,1.5658016,0,0,0,0,0,0,0,0,0,0,1.4955812,3.9492962,0,2.7913008,0,4.0918665,0,9.057397,0,0,0,8.927604,0,0.17929038,0,3.918901,0,0,0,0.6385095,2.7307463,0,0,0,0,0
1083,2.0054584,1.0484403,0,0,2.058202,0,0.78510433,0,0,0,0,0,0.40842235,5.5933576,0,1.067569,0,5.2706685,0,1.0484957,0,0,0,0,9.270571,0,0.00109819,0,0.5830533,0.77294433,0,0,0,7.838711,3.5425932,0,0,0.1540296,4.395213,0,0.039600424,0,0,0,1.1671432,4.454194,0,0,3.0486715,0,0,0.1917945,0,0,0,0,0.3802772,0,3.3987505,3.5240183,0,1.591157,0.53628767,1.9109697,3.281181,5.1260457,0,2.0343053,1.9097838,0
1084,3.0218859,0,0,0,3.718782,0,0.4023052,0,0,0,0,6.4133043,0,0,0,0,0,0,0.19708784,0.8450786,8.422768,0,0,0,0,4.2046328,0,5.865932,1.588693,6.560639,4.3755665,0,0,3.145932,6.4489894,0,0,1.408076,0,0,7.7860537,0,1.2498852,0,0,0,0,0,0,0.31289685,0,1.2456558,0,1.763286,5.2937937,1.890777,4.3510623,0,1.5835232,3.5254164,0,0,0,0,0,2.9232457,8.797377,1.9415379,0.21516758,0.16967879
1085,0.91968626,0,0,0,7.881361,4.659011,0.03218874,0.2658751,0.67792386,0,0,0,0,0,2.8481565,0,0,1.9459038,0,3.4234176,0,0,0,0,0,0,0,0,0,8.536439,0,0,0,17.370571,0,0,0,0,0,0,0,0,3.8836532,0,0,0,0,0,0,5.9143753,0,0,3.93574,1.16382,0,2.714582,0,0,0,0,0,0,2.5059485,0,0,10.557977,3.1336398,2.585971,0,0
1086,1.8459426,0,1.2463062,0,2.935517,7.766542,0,0.9497451,0,0.017661808,0,0,0,2.9600394,0,0,0,1.0852367,1.2440932,0,0.73538435,0,1.7762063,0,1.5173588,0,3.6816626,0.66524667,0,0,1.5429178,0.6627424,0,0,0,0,0,0,0,0,0,0,0.68931484,3.5350935,0,0,0,0,0,4.079616,0,0.6550035,3.135826,0.5106224,0,0,0,2.091427,0,0,0,3.9471924,0,0,0,0,0,0,0,0
1087,0,0,4.117852,0.46283558,0.29443574,6.8913536,0,0,0.4273611,0,0.28915414,0,0,0.2111613,0.34525234,0,0,1.470481,1.5464267,0,0,0,0,0.6519688,0,2.1009262,0,5.7794375,4.07525,0.26946065,0.2675754,0,1.0066413,0,2.411473,0,0,0,0,1.9570985,4.110386,0,0,0,0,0,0,0,0,4.2188125,1.2939291,0,1.6376836,2.2565358,0,16.822655,5.584459,0,0,3.9848444,0,0,5.5091763,0,6.6589475,0.5370296,4.8453655,0,0,0
1088,2.2945461,0,1.3178018,0.01955432,5.360611,0,0,0.73218566,2.323705,0,0,3.0076323,0,7.209154,1.8397254,0,0,2.8813667,0,1.7770424,0,5.830117,0.049356088,0,0,0,0,10.434493,0,4.3405066,1.9051144,0,0,11.059843,2.2805908,1.0374454,0,0,0.003964967,1.8126208,2.2186308,0,0.5420282,0,0,0,0,0,0,0,0,0.77076834,0,0,2.9742367,0,0,0,0,0,0,0,5.584519,0,2.7812476,4.5244527,11.059468,0,0,0
1089,0,0,1.1821616,0.2880243,1.4524672,6.2961392,0,0,0,0,0,0.30353406,1.7956884,0,0,0,1.442748,0,0,3.3222203,0,0,0,0,0,0,0,4.1190486,0,1.1578084,0,1.788192,0,0.19788091,9.31198,0,1.4189736,0,0,2.155761,0.98807853,0,0.340081,0.4127215,0,6.9458513,0.23162249,1.5855125,6.8513894,8.078624,0,0.6608071,4.9166985,1.1058146,0,1.3899616,0,0,2.0932887,0.17587793,1.1079673,2.4557855,0.7591867,2.5607426,0,2.6657166,0,0,0.036936305,2.8693478
1090,0.7514615,4.7923336,2.0428426,0,0,0,0,0,0,1.7964636,0,0,2.1210265,0,0,0,0,4.561011,0,0,0,0,5.3189435,0.49106258,0,0.39091963,0,5.7686906,0,0,0,0,0,0,0,0,0,0,1.5362467,0,8.059175,0,0,0,0,0,0.46083185,0.6501135,0,0,0,6.842312,0,1.117733,4.4189878,0,0,0,0,4.2242994,1.7669526,0,0.5559465,0,2.5592246,1.5172727,3.0714245,0,3.299726,0
1091,0.120188944,1.3039725,0,0,0,1.6542475,0,0.9467688,0,0,1.1157371,0,0,2.8997796,0,0,0,0,0.64500123,0,0.22499363,0.76112217,0,0.7146311,1.0976381,0,0.10240518,1.4777853,0,3.465216,0,0,0,0.9582561,0,0,0,0,1.8415427,1.0707539,1.1864924,0,1.6802125,0,1.1853554,0,0,7.098839,0,0,0.7917947,8.954167,0,0,0.85229135,0,3.1178226,0,0.8436156,6.2402143,1.8533399,0,0,0,5.2576327,0,1.0806649,0,1.0627402,0
1092,2.3069434,0,10.706764,0,4.373399,3.2000983,0,1.9746246,0.72116446,0,0,0,0,0,1.8212556,0,0,0,0,0,0,0,0.39342275,3.5639176,0.2257428,0,0,4.9406204,2.1218414,3.9151506,0,0.5312014,0,0,2.0339944,0,0,0.80194134,0,0,2.8366003,0,1.9469677,0,0,0,0,2.870348,0,0,2.5161378,0,0,0.01489694,0,7.002457,6.509829,0.09384983,0,0,0,0,0,0.06873081,0,1.0306566,0,0.03328211,3.1529157,0
1093,0,0,0,0,0,0.2887129,0.6565493,0,0,0.06433845,1.1775885,9.587527,6.566151,3.8950975,0.679904,0.8425911,0.15032798,0,0,0,0,0,0.5505061,0,7.324732,0,0.19247214,0,0.53173685,2.650026,0,0.38869762,2.0274239,0,0.51460403,0,0,0,0,0,1.9816781,0,0,0,1.029224,0,0.45345393,7.8835845,5.7026205,0,0,2.9112396,0,0,0,0,0,2.1799324,0.98461163,0,1.1928817,0,0,0,0,4.965425,0,0,0,7.441551
1094,0,3.7847705,0,0,0,4.1765018,0.06205759,1.6160785,0,0,0,0,6.370064,0,0.15791932,0,1.0017813,3.3425596,0,0,0,0,1.6003869,0,0,0,0,1.0345515,1.4373634,0.77900845,1.6279868,0,0,9.815287,7.3616514,0.78066653,0,0,0,0,4.9341702,0,0,0.84366584,0,0,0.15696758,0,0,0,0,0.17317769,1.8621833,0,0,0,0,0,0,0.07457265,5.0193095,0,0,9.9368,0,1.3961031,0,0,0,0
1095,0.23043153,0,0,0,7.3879294,3.6214485,0,0,2.6810718,1.2344542,0,0,0,0,1.031336,1.0166324,0.12971282,3.6579318,0,4.293302,1.8819264,0.010778737,0,0.93589324,4.6137123,0,0.9590088,3.425722,1.7798887,2.2714548,1.9655958,0,0,2.1041188,0,0.40364873,0,0,0,0,5.2138095,0,0,0,0,0,0.5308483,0,0,0,0.1507225,0,0,0.34131214,0,0,0.64910877,1.4597676,0,5.9708424,0,0,0,0,1.2407718,1.1342747,0,0.036114175,1.6225064,0
1096,0,0,0,0,0,4.7087708,2.8393166,0,0.01017901,0,0.66526604,0,0,0,0.12628353,2.092377,1.0458493,0,0,0,0.64422226,0,0,0,0.86136156,0,0,0,0,6.795181,3.640663,0,0,2.759112,4.7317524,2.0826657,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8198557,0,0,0,0.8025011,1.8834705,0,0,0.9009888,2.1521719,2.8939085,5.3526816,0,0,0.17885488,0.5410536,0,0,2.558898,0,0
1097,1.6979402,1.7551166,0,0,0,0.4676878,0,2.5641057,1.6509396,0,0,0,0,8.61356,0,0.5280131,1.5426716,0.2727959,0.90880644,0.43429556,0,1.9958044,0,0,0,0,0,9.442749,1.7617446,0,0,0,0,4.4044414,2.2595413,0,0,0,0,0,3.1249576,2.9195275,0,0,0,0,0,0,0,6.435772,0,0,1.6551709,0,0,9.056358,0.001152331,0,1.2770406,0,0,0,0,0,0,2.5228813,1.9360976,0,0,0
1098,0.23839143,0,5.995351,0,2.7636838,8.685518,0,0,0.3210311,0,0,0,0,5.886677,0,0,0,7.1030536,3.9860733,2.2468717,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922344,3.5102892,1.2165508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8879357,0,5.6731586,0,2.113168,0,0,0,0,0,0,0,2.5681818,0,4.092318,0,10.579377,0,2.9106357,0.547614,0
1099,0.85699576,0,0,1.7843853,1.9828576,0,0,0.912322,0.49351162,0,0,0,0,9.875791,2.056027,0,0,0,0,3.6553397,0.6651654,0,0,0.12973359,0,2.3254387,0,0,0,5.544337,0.20594741,0,0,3.8738225,2.2476823,0,1.5546415,0,0,0.6558357,0.49132633,0,0.17704019,0.92858195,0,8.628727,0.2767725,0,0,3.026466,0,0,3.5765142,0,0,0,2.5776622,0,0,5.7954187,0,0.2252894,0,0,0,0,0,0,0,0
1100,0,2.474468,6.4540663,0,0,5.640068,0,0.37048483,0,0,0,2.3844123,0,0.9043412,0.8555486,0,0,3.4277053,1.8111975,0,0,0,0,0.8146835,0.8662075,5.5737267,0,1.7330339,2.658394,1.0234834,1.5500667,0,1.1481695,1.2627199,0,0.30129206,0,3.2306879,0,0,0,0,0,2.7584136,1.1576003,0.40527624,0,0,0,0.31325936,0.26957494,4.0804105,4.8220515,0,3.7985282,0,1.68029,0,0,0.22331417,0,1.135678,0,0,0,0,0,0,0,0
1101,1.9165206,0.3561556,2.9224148,0,0,4.0536165,0,3.3644853,1.666644,0,0,0,0,3.7979622,2.1737406,0,0,0,0,0,2.4720678,1.1249849,0.26660034,0,0,0,0,0,0,0.059370387,0,0,0,0,1.249557,0,0,0,0,0,0,0,0,0,0,0,0,9.47452,0,0,0,0,0,0,0,5.993737,0,0.39739928,0,0.8573062,0,0,4.7968025,0,4.7377834,0,3.3297493,0,0,0
