x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024
151,0.38778865,0,0.74841577,0.37922743,0.32900995,0,0,1.4525367,0.80156404,0,1.1471012,0.72058225,0.6938218,0,0.016972763,0,1.5548663,1.4671073,0,0.4444129,0,0.81290567,0.29050648,0,0.36669648
152,0.652762,1.0165378,0,0,0,0.30660954,0.036705118,0.1463531,0.56006414,0.056434803,0,1.3454317,0,0,0.21756902,0.001211071,1.0645592,1.3968762,0,0,1.5665729,0,0.8119421,0,0
153,0.09037718,0,1.6962306,2.890714,0.11269893,1.6936569,1.7274781,1.5194967,0.0986734,0,1.4631879,1.663709,0.063338995,1.2663833,0.70986825,0,0,0,0.8639477,0,0.0780517,0,0.004116288,0,0
154,0,0,0,0,0,0,0.35777414,0.46240023,0,0.8613379,0.2803582,0.9578181,1.1734515,1.840473,0.34990728,0,0.14757897,0,0,0,0,0,1.7510856,0,0.95024115
155,0.39027014,0.8752691,1.5463768,0,0,0.28533816,0.6795239,0,0,0,0,0,0,0,0.7161847,0,0.5192048,0,1.713371,0,0.8237625,0,0,0,0.6922663
156,0,0,0.27213147,0,0.37523004,0.20461318,0,0.87614053,1.1259027,0.4947165,1.7824425,0,0.5924437,0,0,0,0,1.2757246,0.59720516,0.11414681,0.1591791,0,1.2136494,0,0
157,0.077823356,0.063162945,0,0,0,1.0874823,0,0.12928541,0.117222294,0,2.1615,0,0,0,0.20070627,0,0,0,0,0.78781,0.072600305,0.2970226,0.30679148,0,0
158,0,0,0,0,0,0,0,1.2688721,0,0,2.2784479,0.46741632,0,0.5280878,1.2044734,0,0,3.9691217,0,0,0,0.20918593,0,0,0.041135658
159,1.6074488,0,0,0.41921645,0,0,0,0.30427408,0,0,0.49233493,0,0.40016758,0.019390572,0,0.75734776,1.1145382,0,0,0.116447896,0,1.2296317,0,0,0.12921238
160,0,0,1.0200348,0.856882,0,0,0,0,0,0,0,0,0.03232961,0,0.11132363,0.8048063,0.4519983,0,1.2741456,0.86727506,0,0,0,0.5307541,0
161,0,1.1675986,0.29351774,0,0,0,0.03189335,0,0.29612815,0.82137156,0,0,0,0,1.3787239,1.3404093,0,1.8023043,0.43653294,0,0,0.076151416,0.28773114,0,0
162,0.4103068,0,0.24722505,0,0,0,0,0,0.15174155,0,0,0,0,0.4656372,0.92033464,0.4958941,0.7083574,0.48041752,0,0,0.5862391,0.9989285,1.509771,0,0
163,0,2.7971103,0,0,0.8181983,0,2.5752003,0.040936075,0.41268525,0,0,0,0,0,0,0,0,0.667988,0,1.3218224,0,0,0,0,0
164,0,0,0,0,0,0,0,1.5806725,0,0.7481367,0,0,0,0,0,0,0,0,0,0,0.3720029,0,0,0,0
165,0.44373277,0,0,0,0,0,0,0.78797805,0,0,0,0.82030046,0,0,0,0,0,0,0,0,0,0,0.041900076,0.96376586,0.30597714
166,0.48987496,0,0,0,0,0.2897981,1.5818666,0,0,0,0,1.3797402,0.06767626,0,0,1.1983045,0.39387006,3.150136,1.2008333,0,0.28643304,0,0.3145002,0,0.67491305
167,0,0,0,0,0,0,0,0,0,0,0,0,0.40546435,0,0,0,0,0.54879266,0,0.8395446,0,0.9358097,0.17780472,1.5205194,1.0521071
168,0,1.6717832,1.7398081,0,0,2.8243072,0,1.0130948,0.6617915,0.3585691,2.50425,0,0.22988187,0,1.1643723,0.7436529,0.42647457,0.7487778,0,0,0,0.79820055,0,0.14992735,0
169,1.5354016,0,0.11728142,0.6880391,0,0.10481045,0,1.1917704,0,0,0,0,0,0.002352816,0,0,1.8816335,0.65023845,1.8625368,0,0,0,0,0,0.7022547
170,0.94944215,0.23637386,2.4465992,1.7143207,1.536804,0.93033946,0,0,0,0,3.1061893,0.09059856,0.70260304,0.68462765,0,0,0,0,1.943313,0,0,0,0,0,0.8235562
171,0,0,0,0.1090189,1.4733711,0,0,0,0,0.42864767,0,0,0.28724483,1.1399671,0,2.5794883,0.7728886,3.4629288,0,0,0,0,0.29668304,0.6424197,2.0721538
172,0,0,1.3993924,0,1.0974566,0.44696456,0,0.8173273,0.40882573,0,1.5540928,0,0,0,0.3179078,0,0,0,0,0,0,0.06719015,1.6808829,0.42562884,0
173,0,2.2334807,0,0,0,1.0308658,0,0,0.88941234,0,0,0.41550294,0.86678106,0.55171716,2.633571,0,0.56378657,2.1927173,2.3847284,0.314718,0.3915214,0.4672293,0.06971099,0.18367758,0
174,0,0,0,0,0.6221638,0,1.8475035,0,0.47340262,0.60238355,0,0.62080073,0.09574931,0.5207322,0.15344338,0.080247365,0,1.9846057,1.5363052,0,1.4993114,0,0,1.3668939,1.4175042
175,1.7739344,0.27984223,0,0,1.1637766,0.45762914,0.6181388,0.45085967,0.863812,0.45742655,3.18446,0,0.97612476,1.4099483,2.9734545,1.7872225,0,0,3.3565836,0.394736,1.3069031,0,0,0,0
176,0,0,0,0,0,0.24074714,0.832094,0,0,0,1.0724003,1.3857634,0.9864198,0,0,1.4251683,0.57206553,1.313376,7.9560795,0.317863,0,0,0,0.7035802,1.1547556
177,0,0,0,0,0.9087407,2.2580512,0,0,0,0,0,0,0.49613112,0.15640087,0,1.2703315,0.20972437,0,5.0900974,0.08695973,0,0.54012585,0,0,0
178,0.7457736,0,0,2.2631435,0,0,0.23071426,0,0,0,1.1354322,0.5031464,0,0,0,1.1036077,0.7029772,0,6.003724,0,0,0,0.3358414,0,0.3863053
179,0,1.6515034,0,0,0,0,0,0,0.5518271,0,0,0,0.12520537,0,0,0,0.43815997,4.835977,0.92664343,0,0,0,0.45631754,0.17255345,1.0655434
180,0,0,1.3571497,1.3629689,0,0.7055241,1.9644011,0,0,0,6.777462,0,0.20189358,0,1.6158378,0,0.34164914,0,6.2660527,0.3305192,0.3560419,0,0,0.015237525,0
181,0,1.3376493,0,1.5032064,0,2.0973282,0,0.25655836,0.7141705,0.23949938,0,0,0,0.47398144,0.69063574,0.54073185,1.540446,2.2839193,3.7014048,0,0,0,0,0.19874924,2.0002313
182,1.5408067,0,2.4886606,0,0.9202593,0,0,0,0,0.035598285,0,0,0,0.23301291,0,0,0,0.014379643,3.0055294,0,0,1.4150945,0,0,1.0779607
183,0,0.3459532,0,0,0,1.4528024,2.4480991,0.8334066,0,0,0,0.9627627,0,0.1699336,0,0,1.3835341,2.5473688,2.3165736,0.091271386,0.4188205,0,0,0,0
184,0.095703974,0,0,0.6985654,0.5241803,0,0,1.8399783,0.87366813,0,0.6180931,0.48180166,0.2769551,0,0,0.34583908,1.8510759,3.1099825,0,0,0.45384613,0,0,0,0.46571168
185,0.56128573,0.83914185,0,0,0,0,0,0,0.021337146,1.1969839,7.285729,0,0,0,0.5370107,0,0,0,1.7828745,0,0,0,0,0,1.141418
186,0,0,0,0.014233642,0,0,0.83887094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,1.0777175,0.13826154,1.6074959,0.50123835,0.572844,0,0.6896915,0.24146989,0,0,0,0,0,1.3797933,0,0,0,0,0.39693138,0
188,0.4796035,0,0.49406573,0.18634595,0,0.23923627,0.34358123,0,0,1.4144039,0,0,0,0.15662502,0,0,0,0,0,0.15874544,0,0.17843421,0,1.4065617,0.12172517
189,0,0,1.8154842,0.1824648,0,0,0,0,0,0,0,0,0,0,0,0,0.21493566,0.22091778,0,0.6249582,0.035433915,0,0,0,0.8403854
190,0,0,0.67345405,0,0.7087673,0.96320647,0,0.074603535,0,0.305989,0,0,0.3118653,0,0,3.3053,0.61751693,0,0.95679176,1.512381,0,0,0,0.1478586,1.0860623
191,0,0.47930536,0,0,0.30632645,0,0.5856814,0,0,0,0,0,0,0.76543546,0,0,0,0,0.66117924,0,0.20367207,0,0.24982262,0.26478082,0.15955898
192,0,0.70319474,0.08840024,0,0.6731499,1.7034065,0,0,0.819755,0,0,0,0,0.5335634,0.49741924,0,0,0,1.3888673,0.42754474,0,0.71002823,0.8150739,0,0
193,0,0,1.680675,0,0.14810371,0,0,1.0461645,0,0,1.073017,0,0,0,0.052821152,0.8424706,0,6.095633,0,0,0,0,1.473084,0,0.43542293
194,0.6851283,0.2563828,0,0,0.8528653,0,0,0.7075839,0,0,0,0,0,0.4640424,0,0.08002057,0,0,0,0.6300678,0,0,0,0,0
195,0,0,0,0,0,0.8058768,0,0,0.81712365,1.6732454,0,0,0,0.32876027,0.34915537,0,0,0,0,0.19241431,0.40975487,2.2479634,1.2030711,0,1.627711
196,0,1.1984268,0,0.7491232,0,0,0,1.6477102,0,0,0,0,0,0.4883538,0,0,1.1733167,0,0.6617158,0,0,0,0.17088287,0,0.34985366
197,0,0.5804776,1.7184471,1.6754662,0,0.031096444,0,1.0143882,0.0408967,0,0.27552474,1.4755838,1.6806232,0.43617746,1.3221859,0,0,0,0,0.034430318,0.58385175,0.33520195,0,0,0
198,0.10927363,0,0,0,0,0,0.28667307,0,0,0,0.12948023,0,0.04494875,1.4708513,1.2834296,4.009641,0,1.9881974,0,0.61884874,0.060012307,1.0994643,0,0,0
199,1.4301101,0,2.4853635,0.43307552,0.5371748,0,0.64271957,0,0,0,0,0.17558613,0.40015036,0.62511885,0,0,0,0.44662714,0,0.02845346,0,0,0,0.9677473,0
200,0.051948983,0,0.3135793,0.62055165,0,0,0,0,1.6520423,0.018604206,0.7353273,1.7946837,0,0.029151423,0,0.030368494,0.8147458,0.632683,0,0.89292854,0,0.024116483,0.54097754,0.18179476,0.6556897
201,0,0.40975323,0,0.6877781,0,0,0,0,0,0,1.7320513,0,0.40918088,0,0,0,0,0,0,0,0,0,0.4775142,0.2457275,0
202,0,0,0.45295274,0,0,0,0,1.8262445,0,0,0,0,0.1126114,0,0,2.4671571,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,1.1077495,1.1764708,0,5.6604123,0,0,0,0,0.7296855,0,0,0,0,0,0.5652948,0.5017006,0,0
204,0,0,0,0,0,0,0,0,0,0.4577144,0,0,0.7017635,0,0,0,1.2324268,0,0,0,0.54626256,0,1.013701,0,0
205,0,1.3169506,0,0,0,0.7451439,0.3686629,0,0,0,0,0,0,0,0,2.6020553,0,0.1638676,0,0,0,0,0.1778241,0.5092889,0
206,0,0.73785836,0,1.0059994,0,0,0.34464115,0,0,0,0,0.043415908,0,0,0,0,0,0,1.2537351,0.634482,1.0943291,0,0.5540649,2.067541,0
207,0.054072864,0,0.48065028,0,0.40353847,0.51909757,0,0,0,0,4.7394795,0.06481781,0.8461855,1.0000163,0,0,0,0,0,1.2735746,0.6798283,1.0253443,0.44740877,0,0.09301302
208,0.5917051,0,0,0.72046816,0.4781062,0,0,0,1.4430689,0,0,0.98866516,0,0.7407817,0,0,0,4.014322,0,0,0,0,0,0,0.49226293
209,2.1464663,1.5270602,0,0.24313658,0,0.8229268,0,0,0,0.74828804,0,0,0.8770788,0.39931288,2.9483435,0,0,1.9200585,0,1.1955106,0.8425401,0,0,1.3748425,0
210,0,0,0.21536204,0,0,0,0,0,0,0,0,0,0.24061817,0.08842049,0,0.18640359,2.030457,0,1.5990489,0,0,0.86524135,0.5258321,0.36631528,0.26272497
211,0,0,0.59682244,0,0.19770876,0,0,0.15623508,0,0.41280425,0,0,0,0,0,2.183795,0,0,0,0,0.78381157,0.8955282,0,0.48023412,0
212,0,0,0,0.5791725,0,1.5052549,2.3675494,0,0,0,0,0,0,0,0,0,0,0,0,0.16618353,0.77459884,0,0,0,0
213,0.79748225,0,0,0,0,0.4402129,2.0731502,1.2332729,0,0,0,1.8301599,0,2.1374686,0,0,2.1080596,3.0423336,0,0,0.4765054,0,0.52694535,0.5929221,0
214,0,2.6054807,0.77977127,1.6512362,0,0.8164066,0,0.23220582,1.4651254,0.044925146,0.78690535,0,0,0,2.0158842,1.8155072,0,0,0,0,0.41045475,1.1562375,0.9665844,0,0.1410692
215,0.9826421,0,0,0,0,0.11200245,2.571922,1.9302468,0,0,0.16690613,0,0,0,0,2.9757202,0,1.1926229,0,0.47219688,0,0,0,0,0.71315515
216,0,0,0.087422825,0,0.18301854,0,0,0,0.15430586,0,0,0,0,0.44179478,0,3.9326167,0.2986046,0,1.3835465,0.6471646,0.4791616,0,0,0.709805,0
217,0,0,1.1979492,0,0.057899,0,1.1007301,0,0.113508455,0,0,0,1.1149596,0.9051514,0,0,0.183063,0,0,0.6394771,0.59154403,0,0,0.54789126,0
218,0.03404341,0,0,0,0,0,0,0,0,0.22900854,0,0,0.05176036,0,1.6084667,1.0152309,0.14727882,0,0.28567216,0.6210443,0,0.48598817,0,0.2854043,0
219,0.8205466,0,0,0,0.701719,0,0,0.2708756,0,0,2.8298945,0,0,0,0,0,0,0,0,0,0,0.96124446,0,0,0.23433359
220,0,0,0,0,0,0.031752028,0,0,0,0.09396322,1.0651406,0,0,0,0,0.76412535,0,0,0.7075794,0,0,0,0,0.12938163,0.059813656
221,0,0,0,0.48465133,0,0.021912303,0,0,0.1284847,1.1624237,0,0.23024781,0.12156487,0,0,1.3538127,1.4346992,5.1966133,0.7921637,0,0,0,0,0,0
222,0,0,0,0,0,0,1.2393137,0.9408175,0.40137357,0,0.17637494,0,0.35064387,0,0,0,0.41474825,0,1.0416857,1.410833,1.0522099,0,0,0,0.20024258
223,0.7275361,0,0.6488156,0,0.3014805,0.77993625,0,0,0.6017987,0,0.40729862,0.3973384,0,1.1162682,0.01699862,0,0,0,0.002624088,0.5094288,0.09900866,0.3108032,0.9774679,0,0
224,0,0,0.29081595,1.7615082,0,0,0,2.2857904,0,0,1.5715963,2.286069,0,0,0.8533119,0,0,0,0,0,0,0,0,0.064803116,0.2871647
225,0,0.6462365,0,0,0,0,0.346053,0,0,1.2616009,1.0029697,0,0,1.2665011,0,0,0,3.4930904,0.34419027,0,0.30199093,0,0,0.18000701,0
226,0,1.2324015,0.0642112,0,0.01543985,0,0.13526851,0.29106194,0,0,0,2.0918713,0.88077575,0.17837948,0.042124987,0,0.30317178,0,0.4582437,0,0,0,0,0,0
227,0,0,0.78608245,1.8987646,0,0,1.1194417,0,0,0.5926314,0,0,0.78458095,0,0.2719424,0,0.007425041,0,0.066523954,0.85675955,0.2709175,0,0,0.5263984,0.15072164
228,0,0,0,1.0996801,0.6322357,0,0,0.26845092,2.2026432,0.16931689,3.726178,0,0,0.22189935,1.6647862,0.46828002,0,0,1.4445902,0,0,0,0,0.12203563,1.3565218
229,1.1004454,0,0,0,0,0.7284412,0,0,0.39637104,0,0,0.17904969,0,0.70112336,0,0,0.80279833,0.3509465,0,0.9349,0,0,0,0.58517075,0
230,0,0,0,0,0,0,0,0.5823739,0,0,0,0.206601,0.6945294,0,0,0.37673438,0,0,0,0.068113744,0.5158408,0.7321438,0.7257861,0.532442,0
231,0.68541884,0.57804596,1.7202537,0,0.7345915,0,2.2376652,0,0,0.5835918,1.7528096,0,0,0,0,0,0.18549465,3.859789,0,0.6159787,0,1.2515644,0.18929884,0,0.4955695
232,0,0.21380313,0,0,0,0,1.6234204,0.86806303,0,0,3.7027252,0.27773085,0,0,0,2.6035938,1.0383954,4.1465907,0,0,0,0,0.12088548,0.7958063,0
233,0,0,0,0.14884588,0,1.5927402,0,0,0.753491,0,2.0289295,2.0744414,0,0,0.05725051,0,0,0,0.39662647,0,0.42337534,0,0.44501996,0,0.3707168
234,0,0,0,2.9139354,0,0.78773135,0,0,1.3377291,0,0,0,0,0.39545682,0.014712943,0,0,0,0,0,0,0,0,0,0
235,0,0,0.9351343,0,1.1767501,0,0,0,0,0,0,0,0,0,0.39672902,0.008592416,0,0,0,0,0,0,0,0,0
236,0,1.7922564,0,0,0.08564734,0.39383188,0,1.8308349,0,1.1742377,0,0,0,0,0.7630402,0,0,0,0,0,0,0.7113875,0,0,1.1141593
237,0,0,0,0,0,0,0,2.2228944,0.109197244,0,0,0.032637954,0,0,0,0,0,0,0,0,0,0.49702355,0.91483593,0,0
238,1.0094391,0,0,0,1.722369,0,2.1355941,0,0,0,2.596158,0,0.336122,0,0.06218834,0.3944564,0,0,0,0.58718073,0.39027768,0.3748148,0,0.29234698,0
239,0,0.796467,0.19402449,0,0,0,0,0,0,0,0,0.2577834,0.4306858,0,0,0,0,2.73063,1.4460856,0,0,0,0.2864121,1.0402688,0
240,1.005388,0.5806912,0.50891787,1.4119493,0.003776733,1.4527408,0,2.0488107,0.62723726,0,0,0.93443835,0.7883292,0,0.9226179,2.241607,1.7716856,0,0,0.78774214,0.93208843,0,1.7721596,0.11850239,0
241,0,0.16061193,0,0.08639195,0.7188306,0,0,0,0.4309565,0.15333937,0,0,0,1.0624795,0,0,0,1.4541534,0,0,0,0.38911685,0,0,0
242,2.3257697,0,0.43162498,0,0,0,0,0,0.3202593,0.19958486,0,1.4384776,0.41404247,0,0,0,0.14667144,2.634216,0.45614114,0.0411527,0,0,0,0,0.49500486
243,0,0,0.737906,0,0.6049133,0,0,0,1.1118906,0.6488544,0,0,0,0,0,3.3430855,1.5614055,0.20727909,0.049639404,0,0.5005519,0.89255613,0.9914014,0,0.54976743
244,0,0,0,0.72357166,0,0,0.0011,1.2032311,0.3492638,0.9307718,0,2.2845597,0,0,0,0,0,0,0,0,0,0.27923366,0,0.015968306,0.15263547
245,0,0.39680696,0.44257745,0.28117272,1.2184323,0.14460771,0.57709765,1.5343403,0,0.04072783,2.524942,0,0,0.8192312,0,0.8581323,0.7109826,0.92043185,0,0,0,0,0.15201102,0,0.3191986
246,0,0,0.25228068,0,0.22181785,0,0,0,0.16271776,0,0.47907457,0,0,1.1631706,0,0,0.64295757,0,1.0418959,0,0,0.69045645,0.9369613,0,0.923103
247,0.64286923,0,0,0,0,0,0,1.1708065,0,0,0,0,0.8941361,0,0.44542694,0,0,3.0938292,0.22759676,0,0,0.32771438,0,0,0
248,0,1.2491668,1.1039666,0,0,1.628863,2.435858,0,0,0.08547358,0.04897489,0,0.54605114,0,0.541407,0.7306384,2.2666285,2.0695944,0.060563266,0,0.022586579,0,0.5735662,0,0
249,0.07654078,1.0170296,0,1.160516,0,0,0,0,1.0444108,0,0,0,0,0.38525087,1.142511,1.0344934,0.029262582,3.6274533,0,0,0,0,0.3111099,1.3586359,0
250,0,0,0,1.718821,0,0,0,0,0.083063595,0.21641508,0,0,0.3727267,0,0,1.8390697,0.3914597,0,0.17489214,0.19501385,0,0.77928096,1.0196533,0,0
251,0.40915227,1.0091037,0,0,0.045824707,0,0,1.2564539,0,1.3167546,4.730753,0,0,0.6179442,0,0,0,3.8929164,0,0,0,0,0,0,0.27453953
252,0,0,0,2.0719209,0,0,0,0,0,0,2.1499913,0,0,0,0,0,0,0,0,0,0,0,0,1.271358,0
253,0,0.6553722,1.3233635,1.0939989,0.43534908,0,0,1.5741429,0,1.5674843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0.68117744,0,0,0,0.57192075,0,0,0,0,0,0.3051104,0,0.63960505,0,0.19609523,0,0.39346078,0.16772026,0,0,2.8079057
255,0,0,2.440741,0.707973,0,1.5035669,2.951893,0,0,0,0,0,1.8980873,0,1.551421,2.1516702,0,0,0,0.49281353,0.09487287,0,0,0.51166064,0
256,0.11569864,0,0,0,0,1.4591745,0.44739205,0,0.19087477,0,4.2675853,0,0,1.946545,0,0,0,0,1.0869547,1.4269927,0.9997533,0,0.45346123,1.0222158,0
257,0.8953674,0.25022116,0,1.5525044,0,0,2.1231866,1.9048731,1.1992891,0,0,0.3033217,0.09704438,1.1393638,0,0,1.1707805,0.7663751,0,0,0,0.5372467,0,0,0.1964698
258,0,0,0,0,0,0,2.5482883,0.0860038,0,0.29523212,0,1.5660346,0.41598934,0.88650405,0,0,0,0,0,0.6801876,0.8333257,0.9463938,0,0,0.012671234
259,1.1011225,0,0.20066278,0,0,0,0.42611718,0,0.3813804,0,0.33245882,1.03558,0,0,0,0.31144243,1.0218832,0,1.1685548,0,0,0,0.74879164,0,0
260,0,0.19961426,1.6045314,2.0549018,0,0.4432146,1.9134822,1.4236233,0.7066275,0,0,0,0.66613656,0,0.692163,0,1.0758226,0.942204,0,0.35523874,0,0.52163094,0,1.0416322,0.33258137
261,0,0.19535165,1.2169842,0,0,0.7478837,0.51762044,0.73675925,1.3255237,1.1306884,0,1.0074492,0,0.10062816,1.0863553,0,1.0595304,0.2472722,1.5413116,0,0,1.0402797,0,0,0
262,0.7327892,0.91180557,0,0,0,0,0,0.39936396,0.1924882,0.19970413,0,0.19752562,0,0.20991528,0,0.3373802,0.8570305,0,0.00128331,0,0,0,1.6106845,0,0.4291923
263,0,0,0,0,0,4.103374,3.7685852,0,0.39791593,0,1.7041239,0,0.3428279,0,0,0,0,0,0,0,1.0116812,2.079667,0.13557635,0,0.04615469
264,0.43861884,0,0,0.1025312,0.29205522,0,0.27686822,0,0,0,0.69644344,0.42899376,0.2608785,0.2453809,1.6584822,2.2539544,0,1.0138272,0,0,0,0,0.34253606,0,0.47232533
265,0.68546695,0,0.8163807,0,0.31744462,0.7019077,0.28278348,0,0.25877637,0,0,0.81238,0,0,0,1.3757887,0.39605352,0,0,0,0.585422,0,1.3264686,0,0.10120982
266,0.044531427,0,0.9547721,0.20139502,0.3683605,0,1.3749701,0,1.3524727,0,0,0,0.076492846,0,1.8716512,1.7483784,0,0,0,0,0,0,0,0.60745186,1.1240858
267,0,0,0,0,0.60708094,0,3.3098001,1.3653744,0,0,0,0,0.066637844,1.2746769,0,0,0.9368527,0,0,0,0,0,0,0,2.103444
268,0,0,0,0.42278036,0,0,0,0,0,0.28703743,0,0,0.043283008,0,1.4824464,0,0,0,0.47063363,0,0,0,0,0,0
269,0,0.35843328,0,0,0,0,0,0,0,1.8598192,0.4992487,0,0,0,0,0,0,0,0,0.74506265,0,0,0,0,0
270,0.7409496,0.42568338,0,0.13471709,0.4717716,1.156242,2.1955986,0,0.14463271,0,2.0096924,0.11197409,0,0,0,0,0,3.8306906,0,0,0.90082115,0.3410591,0,0,0
271,0,0,0.06503988,0,0.36130828,0,0,1.1768248,0,0.67690146,0,0,0.269193,0,0,2.351296,0,0,1.3051226,0,0,0.52388924,0.25418103,0,0
272,0.3870281,0.37055376,0.27710244,0,0,0.7720816,0,0,0.73161036,1.179139,0,0.22641298,0,0,0,0,0.42226917,0.3885359,0,0,0.27388674,0.2854357,0,0,1.5286834
273,0,0.5615824,0,0,0,0,2.0469933,0,0.21019737,0,0,0,1.0422769,0,0,0,0,1.8624847,0,0,0,0.64713246,0,1.714497,0
274,0,0,0,0,0.40933555,0,0,1.9935935,0,0.65127,0,0,0.87460864,0,0,0.2787527,0.8160537,0.75525904,0.2303525,0,0,0.63315743,1.1325,0.1348855,0
275,0,1.7763655,0,1.0774641,0,0.5900667,2.1903877,0,0,0,0,1.4251543,0.5374298,0.5409968,0,0.88547456,0,0,0,0.5116469,0,0.44213027,0,0.2946348,0
276,0,0,0.6753395,0,0,1.0437745,0.20414059,0,1.2034165,0,0,0,0,0,0.5905471,0,0,0,0.18717311,1.646138,0,0.34783417,0,0,0
277,0,0,0,2.178295,0.8256378,0.32867628,0.26765987,0,0,0.13432588,0.18926758,0,0.358902,0.97693974,0,0,0,0.27975342,0,0,1.1944267,0,0,0,0.14042452
278,0.26302257,0.61587274,1.1286258,0,0,0,0.07792352,0,0.61144584,0.3083164,0,1.6543281,1.0702524,0,1.1021804,0,0.77409637,0.8219651,0,0,0.19659224,0,1.0968332,0.9815732,0
279,0.27698475,0,0.34264117,0.15485069,0,0.5866682,0,0,0,1.2361255,0,0,0,1.8101048,0,0,0.81447005,2.8914826,0,0,0,0,0,1.0353961,0.894151
280,0,1.2072134,0,2.2638342,0,0,0.9990088,0,0.054993242,0.41570234,0,0,0.9285096,0,0,0,0,1.2777096,0.6196319,0.77684003,0,0.72525316,0.6377042,1.3142043,0.17736457
281,0,0.39556256,0,0,1.8446894,0,0,0,0.744605,0,2.722442,0,0,0,1.0487227,0,0.97092885,0,1.3036937,0,0.4754842,0,0,1.6164856,0
282,0,0,0.891692,1.5397058,0,0,0,0,0,1.2664229,0.018562576,2.6218944,0.97010684,0.81193835,0.6178172,0.27198118,1.2403039,1.7746375,0.5230482,0,0,0,0,0.16130216,0
283,0,1.2554449,0.26822612,0.8392005,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3144062,0,0,0,0,0.1643534,0,0
284,0.5836717,0,0,0,0.2616975,0,0,0,1.2213109,2.1490908,1.1020771,0,0,1.1204171,0,0.046460703,0,0,0.098841354,0,0,0,0,0,0
285,0.5481369,0,0,0,0,0,0,2.66461,0,0.00189336,5.8800764,0,0,0,0,0,0,0,0,0.8335156,0,0,0,0,0
286,0.36344045,0.7140863,0.8771347,2.245765,0,0,0,0.10480897,0,0.002176876,0,0,0,0,0.480746,0,0,0,0,0.11183755,0,0.38847062,0,0,0
287,0,0.118098505,0,0,0,0.8076236,0.33506164,0,0,0,0,0,0,0,0,2.1510067,0,0,0,0,0.55501544,0,0,0,0
288,0.6427593,0,0,0.01977846,0.3421391,0,0,1.1121864,0.9068997,1.2047408,0,0.9264206,7.587313e-05,0.119644664,0,0,0,0,0,0,0,0,0,1.4612181,1.201625
289,0.4294056,2.1853383,0,0,0,0,0,0.2670022,0.23254111,0.22407013,5.2048945,0,0.2670613,0.3330701,0,0.08151408,0,0,0,0,0,0,1.0451658,0,0.1090004
290,0,0,0.2921656,0,0,1.6327053,0,0.6845317,0,0,0,0.10841354,0.12983413,0.77069616,2.2499843,0,0.24783485,0,0,0.49078858,0,0,0,0,0
291,1.7282044,0,0,0,0,0,0.5329912,0,0,0.75327057,0,0,1.7248605,0.60146654,0.16902097,2.473239,0,0,0,0,0,0,0.25239822,0,0
292,0.16080454,0,0,0,0.9987886,0,0.8965825,1.4269346,0,0,0,0,0.13929254,0,0,0,1.3174752,0.6791359,0.6728174,0,0,0,0.3372471,0,0
293,0,0.13376886,0,0,0,0.06543518,1.4544313,0.2153988,0,0,0,0,0,0,0,2.3140478,0,0.20781699,0,0,1.4062557,0,0.5559807,1.2002993,0
294,0.93122303,0.37420413,0.44764766,0,0,2.2158086,0,0.3042809,0.58818537,0,0,0.6117152,0.6919325,0,2.3220289,2.1071334,0.7296307,1.1292902,3.4037063,0.044771988,0.67441493,2.346196,0,0,0
295,0,0.7637911,0,0,0.16571844,0,0,0.4743248,0.4359875,0,2.5253665,0,1.1601493,0,0,1.3736778,0,3.788416,0.70727146,0.39411765,0,0,0,0,1.2945209
296,0,0,0,0,0,1.0464709,1.5407083,0.5108304,0,0,0,0,0.12805882,0.5295501,0.39703336,0,0,0,0,0,0,0,0,0,0
297,1.0467002,0,0,0,1.0655286,0.47237352,0.024286935,0,0,0,3.724333,0,0,0,0.9708661,1.5184329,0,0.44994754,0,0.4847999,0,0,0,1.1386749,0.90956837
298,0,0.7651854,0,0,0,0.75470674,2.246546,0,0,0,0,0,0.6775742,0,0.22491857,1.2724057,0,1.1373786,0.65562046,0.33781916,0,0,0,0,0
299,0,0.31964567,1.0674639,0,0,0,0,0,0,0,0.9594422,0.623218,0.15681887,0,0,0,0,0,0,0,1.2018744,0,0,0.15055475,0
300,0.62925816,0,0,1.8957034,1.0284518,0.13126779,0,0,0,0,1.0900803,1.4240723,0,0.14922884,0.8951478,0,0,0,0,0,0,0.06348233,0.04710566,0,1.0542976
301,0.17459211,0,0,0,0,0,0,0,0.22952078,0,0.35597372,0,0,0.44151554,0,0,0,0,0,0,0,0,0,0,0
302,0.60527366,0.565512,2.0742226,0,0,0,0,1.1543121,0,0,1.6565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,0.37889257,2.0662434,1.4000673,0,0,0,0,0,0,0.2120168,0.41267306,0,0,0.9366311,0.60121727,1.4762989,0,0,0,1.3146186,0.4902678,0.5277943,0.29426932
