x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0025,y0027,y0028,y0029,y0030,y0031,y0032,y0034,y0040,y0042,y0043,y0044,y0046,y0047,y0049,y0050
602,0,0,0,0,0,0,0.4028972,0,0,0,0,3.191435,0,0,0,3.994791,0,0,0.82696396,0,0,0,7.6844707,0.9817382,1.2254822,1.6291523,0,1.1856681,1.3157729,0,2.3570232,0,2.124691,0,0,0,4.6928325,0,6.6221027,1.1634116
603,0,0,0,0,2.8996077,0,0,0,0,0,0,0,0,1.3791844,0,4.7768164,0,0.92767066,0,0,0,0.12600483,0,0,0.57538164,0,0,0,1.0434651,0,0,0,0.31317627,0,4.2904296,0.08357524,0,0,0,0
604,1.0674363,0,0,0.102562904,0.14713772,4.284548,0,3.288996,1.457321,0.8000761,0.3546771,0,0.27270883,0,1.2142333,0,0.17991947,0,0,0.9624261,0.7409173,0,3.6087332,0,0.192217,0,0.7747121,0,2.7084067,0,0,0,0.61325455,0,0,4.9551134,0,5.989726,0,0
605,0,0.5064537,0,0,3.0178068,0,0,0.5070542,0.72211426,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1063044,0.45915332,0,2.352723,0.58207685,1.3985687,0.76533407,0,5.930606,0,0,0,2.3064044,0,0,0,0,0.5355029
606,0,0,3.8670993,0,0,0,0,0.49762917,0,0,0.46558207,2.2332718,0,1.539008,0,0,1.8050376,0,0,0,0,1.4689761,0,0,0.34305412,0,0,0,0,0.67869943,0,0,0.3788763,1.1623769,0,2.8644135,0,0,0,0
607,1.7963507,0.70040673,4.9063888,1.9102045,2.4473944,0,0,0,0,0,0.034724224,0,0,1.3527234,0,4.345632,0,0.6484712,0,0,0,0.7836102,3.192688,0.504093,0,0,4.546105,0,0.3683751,0,0,3.5570142,0,0,0.42503342,5.7190714,0,0.59716564,2.8858573,1.1786083
608,5.73523,0.64508533,0,0,0,0.48350182,0.34121385,0,1.6881853,1.221988,5.696826,0.115799636,0,0.5253825,0,5.3022957,0,0,0.33227104,0.9657324,1.874731,0,9.112795,0,0,0,1.0878406,2.001724,0,0,1.3847911,0.75868577,0,1.6351749,0,2.706797,0,0,3.844451,0.5722979
609,0,0,0,0,0,0,0,4.778756,0,0,0,6.76052,2.75931,0.23030809,0,3.700354,0,0,0,0,0,0,1.1081139,1.5801495,1.6242405,0,0.801877,0.83964723,0.53962547,2.0595155,3.4271135,2.4775314,0,1.6763426,0.31780034,0,2.677714,0.3872019,0,0
610,0.8459124,1.3915561,0,0,1.3357592,0,0,0,0.65584105,2.6154125,0,0,4.4030447,1.7643028,0,2.3842864,0,0.6556723,0.8579859,1.3800856,0,1.7234259,0,0,2.8399985,0,0,1.0777029,2.3690865,0,0,0,0,0,1.1243564,0,2.8595986,0.26977643,0.13616525,0.8793298
611,0.3556822,0,0,1.7605398,0,2.4533298,0,4.4813914,0.19491637,0,0,0,0,2.9129615,0,0,0,0,0.279664,0,0,0,0,0,0,6.740895,1.8437095,1.1810017,0,3.4331522,0,1.3439579,0,0,4.4065146,4.284954,0,2.4025514,0,0
612,0,1.2004243,0,0,0,1.3761743,0.12787238,0,0,0,0,0.3355413,0,1.1094594,0.025518542,0.7601398,0,2.0253115,0.9114353,0.4806847,0,1.1505413,0,0,0,3.5358877,0,0,0,7.4294267,1.2609191,1.8511548,1.2511009,1.3505781,0,7.659415,0,6.728925,0,0
613,0.44493175,0,1.2799202,0,0,0,0,0.79979944,0.17607749,0,0,2.222224,0,0,1.5714102,3.5147276,0.3431199,0,1.9752293,0,0,1.4192802,0,4.770627,1.7802526,0,1.5713743,0,0,0,0,0.9075709,0,0,0,0,2.0459733,0,0,0
614,1.8306329,0,0,0,1.5483365,0,0,0,0,3.4614828,0,0,0,0,0,0,0,0.37952083,0,0,0,0.15158555,0,0,2.4943237,0,1.5403576,0.5279423,1.4393567,0,0,1.6566389,0,0,0,0.21344553,1.4793851,0.61287504,1.282925,0
615,2.0337493,0,0,0.8514435,1.2755303,7.271557,5.3720393,0,0,0.5664042,0.97816896,1.9098167,0,0,0,0,0,2.0418656,1.0291247,0,0,0,0.9732671,3.1086876,0.31678054,0,0,0,2.3655298,6.3592124,0,0,0,0,0.90891415,1.5504298,3.3678184,0,6.507711,0
616,0,0,0,0,0,0,0,1.4458289,2.938095,0,0,0.4098258,0,0,2.046244,0,2.8340046,0,0,0,2.1076076,1.9859576,0.47169265,0.39176267,0.11309398,0,1.211237,0,0,5.3162966,0,0,0,2.5807955,0,2.2628,0,9.999479,1.0807657,0
617,0,0,0,2.6585352,0,1.1976331,1.5906329,0,0,0,0,0,2.1966016,1.5177451,0,0,0.58976847,0,0.25918302,0,0,0,0,0,1.2952303,0,6.7302103,0.3118506,3.4736066,0,0.39387333,0,4.03495,0.32135412,0,0,0,0,0,0.6300084
618,1.1966015,0.23059462,4.062874,0,0,0,0,1.0271565,0,0,0,1.9510871,0,0,0,1.2718852,0,0,0,0,0,1.1574891,0,0,0,0,0,0,0.75820345,2.971116,0,0,1.8826816,0,0,0.4295996,8.479537,0,0,0
619,0,1.565952,0,1.6102847,0,5.587332,0,0,0,4.974644,0,0,0,0.15382683,0.1971673,0,0,3.136859,0,0,0.7838937,0,7.4909472,2.5726762,0,0,0,0,0,5.8123245,0,0,5.3010597,0,0,4.011829,1.5400457,0,0,0.4822334
620,0,0,0,0,1.9584166,0,0,2.3108683,0,0,1.050206,0,0,0,0,0,1.8085133,0,1.3720669,0.9664635,0.71440685,0,0,0.09217851,0,0,0.60489625,0.8321707,1.7933338,0,0,0,1.035796,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,2.983005,1.7332058,0,0,0,3.3178146,0,1.6725427,1.5966079,1.4501976,0,0,0,2.4952152,1.7930578,0,2.5616539,1.527412,0,0,0.83025557,0,0,0,0,0,0,0,0,2.4753163,0,0,0
622,0,0,1.0775781,0.2671594,0,0,0.55362296,0,0,0,0,0,0,0,0,0,1.2550244,0,0,0,0,0,0,0,1.7945554,4.2467093,0.11722464,3.0963144,1.1224678,5.0533924,0,0,0,0,0,0,0,3.1162002,0,0
623,0.18116225,0,2.0992458,2.4020681,2.6804202,0,0.23107053,0,0.5386322,1.8166203,0,0,0,1.319502,0,0,0,1.0571566,0,0,1.6643599,0,1.3050989,0,0,10.66897,0,5.2932124,0,0,0,0,0,0,0,0,2.623573,0,0,2.7823722
624,1.1871058,1.7652575,0,0,0.6048212,0,0,0,2.8108683,3.9759994,0.21769264,0.2119747,2.828287,0.6588761,0,3.0002604,0,0,0.5457613,0,1.2538443,0,4.7689447,1.5296429,0.7158672,4.0732794,0,0.3830958,0,0,0,0,2.4050426,2.06702,0,0,2.6221867,0,3.6157167,0.74691874
625,0,0,0,0,2.4469857,2.143076,0,0,0,3.259795,0,0,0,0,0.47174513,0,0,0,0,0.27516562,0,0,0,0,0,7.9255886,0.2480265,0.48917833,0,2.8465402,1.9650686,0.25212544,0,1.1904899,0.36008546,3.2178795,0,0,0,0
626,0.40068316,0,1.7239354,0,0,0,0.25005558,1.9317678,2.2880044,1.9116293,5.4106283,0,5.830051,2.4514832,0,3.1198986,3.9001987,0,0.07618587,0,1.4885197,3.2457416,1.0692266,0,0.8593768,11.01867,0,0.90860164,1.2871621,0,0,3.5292318,0,0,0.6771413,3.3599584,0,2.507975,0,0
627,1.6507945,2.3022132,3.998874,1.8003919,0,0,1.3351789,0.13702583,0.4860068,0,2.5305026,0,2.6643865,0.9824964,0,2.3723547,1.9522634,3.6540658,1.1497195,0.9757159,1.9691131,0,0,4.512924,0,0,1.8356708,2.6107113,1.9403412,6.727213,0,0,0,0,0,0.12843756,0,1.1582667,0,0
628,0,0,0,1.3145511,0,1.6679249,1.9319429,0.38416767,0,0,0,0,0,0,1.7530156,0,0,2.258444,0,0,0.02699885,0.44618735,3.761551,0,0,8.91186,0,0,2.13704,0,1.3345208,0,0,0.5395535,0,0.30528873,0,0.892016,0,2.6119204
629,0,0,0.9023604,0,0.34329054,0,0.6777986,0,2.5375495,0,0,0,3.342867,0,3.4768426,3.6972234,0,5.187472,0,0,0,0,3.11863,0,0,0,0,0,1.3808563,0.04317051,2.5829542,3.5082762,0,0,0,1.7888883,0,0.83585405,2.8267694,0
630,1.9138011,1.4994285,0,0,0.9038643,0,0.9295487,0,0.33781946,0,2.3715422,0.62637603,2.6540575,0,0.39714646,4.495308,0,0,0,0,0,0.59035,0.5402711,0,1.0207025,1.1855252,0,0,1.9759023,0,2.4793227,0.70808154,0,0.7531149,3.1575477,0,0,0,5.1990557,0
631,2.315591,0,0,0.9566732,0.15188938,0,1.3931859,1.2526602,0,0,0.29119483,0.7474079,2.8383703,0,0,0.56126136,0,0,2.4279828,2.780619,0.9988364,0,4.543982,0,0,0,0.68599755,4.767846,0,0,0,0.36579826,0,1.7609112,0,0,0,0,0,3.0153224
632,0.20774192,0,0,0,0,1.0454948,1.7464521,0,0.3034679,0,1.8645769,0.21459313,0.95722675,1.0459203,0.06560189,0,0,0,1.6277206,0.14098932,3.0568628,0,0,0,0,5.282872,0,5.899082,0.34723312,0,1.988049,0,0,0,0,0,0,1.1341739,0.39244467,1.7780206
633,0,0,0,0,0,0,1.1252017,0,0,1.6185206,1.1654449,1.640126,0,0,0,0,2.4766877,0,2.0051632,0,0,0,2.1420677,1.0231553,0,0,1.6519617,0,0,5.4914813,3.527921,3.1045148,2.4927304,0,0.6235459,0,0,1.7372872,3.0816739,1.0940654
634,0.06856255,1.3668911,0.39554158,0,1.031903,2.4651382,0,0,0.7507385,0,0,0.3130756,0,0,0,0.7519754,3.7759242,0,0,0,0,0,0,0,0,13.654052,0,0,0,6.304835,0,0,0,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0,0,0,0,0,0,2.8782725,0,0,0,0,5.7994833,0,0,0,6.035314,2.9325876,0,0,0,0,2.3391585,0,0,0,0,0.4857579,0,0.95097077,0,0.2561837,2.91047,3.2840025,0.93737775
636,0,0,4.7941337,1.2289448,0,0,0,0.5012065,1.1059313,0,0,0,0,0,0.5590343,0,0,2.2792184,0,0,0,0.6942893,0.26024896,0.19203243,0,4.9447203,0,0,0,0,0.76218086,0,0.43463722,1.8096246,1.527713,0,3.0954616,0,2.9394932,0
637,0,0,0,2.3585446,3.5222032,0,0,0,0,0,1.2481039,0,1.9470779,0,0,0,0,0,0,1.2418453,0,0,0,0,3.844768,9.512798,0,0.5506345,0.2614982,0,0,0,0,0,2.1331747,0,0,0,0,0
638,1.2147211,0,0,0,0,4.9625177,0,1.6202698,0,0,0,0.62529176,1.2229279,0.07301189,0,0,0,0,0.004511971,2.897546,1.4628301,0.097661845,0,0,0.7391247,0,0.74638283,0,0.8832109,3.145633,0,2.131405,1.7495121,0,1.7376857,0,0,0,2.1116168,0.1933373
639,0,0,0,0,0,0,0,2.9186,0,0.37432396,0,4.1874595,2.2031033,0,0.9174802,0.9213061,1.7245666,1.0289325,0,0,0,0,0,2.5561757,0,0,0,0,1.954942,0,0,2.0758884,0,0.65093917,0,0,1.5186285,0.03614431,4.7972083,0
640,0,0,1.1008276,0,2.766009,0,0.21030231,0,0,0,0.30282474,0,2.130579,0,0,0,0,0,0,0,0,0.267853,0,0,0,5.495992,2.2422156,0,1.8623148,0,0,0,0,0,0,0,0,4.132362,0,0
641,0,0,0,0.23739114,1.1883655,0,0,0,2.0096338,1.4031943,0,0,0,0,2.4669938,1.1289445,4.6607623,0,0,0,0,0,0.9966456,0,0,3.2104375,1.0098882,0,0.3400699,0,4.0064054,0,0,0,0,2.2434635,0,0.7782632,0,0
642,0,0,0,0,0,0,0,0,0,0.6282437,0,0,2.3397484,2.2507868,0.2468706,0,0,0.16237886,0,0,0.69743013,0,4.821721,1.3823442,0,0,0,0.45335695,0.4781308,4.723473,2.8006797,2.5770748,1.9184268,0,0.6979973,0.4918856,0.5480671,0,0,0
643,0,1.0696758,0,0,0,0,1.6017702,2.911524,0.5664165,3.793421,0,0.55652183,0,1.1864988,0,0,0,0,0,0,0.56911623,0,0,0.50383735,2.5200412,4.7062526,0,0,0,0,0,2.0631857,1.757572,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,3.140512,0,1.0259131,0,1.5840049,4.6026816,0,1.259396,0,3.9180439,1.113812,4.449109,0,0,2.571604,4.162609,0.3096903,0,0.860038,1.4470515,1.374686,1.8767011,0,2.0293484,0,3.5863972,4.935171,0.6265932,0,0,0.44300702,0,0.46626484
645,0.4865214,4.2371964,0,0.3909261,0.03923129,3.5194924,0.6931741,0,0,0.41123837,0.6623364,0.336746,0,0,0,0,0,0,0,1.0259749,2.0231576,0,0,0,0,0,0,0.12168271,0,0,2.2963316,0,0,0,2.381636,0,0.27207592,0,0,1.7292237
646,3.4138372,0.300598,0,0,0.35374358,1.2773476,0,0,0,0,0,0,0,0.7294165,0,0.7184649,3.9310753,0.7790293,0,0,0.73821425,0.6519556,4.7202463,0,1.231293,7.8614774,2.6290648,0,1.4645553,1.5556009,0.15971048,1.3658757,3.9287512,1.3984475,0,1.0108296,2.4562535,0.9619022,6.0831876,0
647,0,0,0.096757405,0,3.0030606,0,0.25009567,2.2765675,0,0,0,0,0.41171187,0.54573613,1.4216173,0.6773172,0,0,0.8643742,0.40068462,0,1.2509767,0,0,3.4775329,4.5220404,0.14258784,0,0,7.846214,2.3980181,0,0,0,0,0,9.829117,0,0,1.0540466
648,0,0,3.6390514,0,0,4.408081,0,0,0,0,0,1.0190622,2.00507,0,0,0,0.25435993,0,0,0,0,0,0,0,0,0,0,0.4281181,0,8.903104,0,5.3955894,0,0,0,1.1052802,7.9561963,0.4879778,0,0
649,0,2.6248782,0,4.961358,0,4.433532,3.6467102,0,0,0.8221285,0,1.9393998,0,0,0,3.4344962,0,0,0.9455271,0,0,0,0.08840804,0,2.1794906,0,0,0,0,0,4.347799,1.7765925,0,0,0,0,0,0,1.7497108,0
650,4.0834284,0,0,0.8035483,0,1.3494538,1.2552001,0,4.6249866,0.31586024,0,0,0,0,0.30405375,0.7737274,0,0,0,2.5835428,0,0,0,0,1.5782994,1.87794,0.62251544,0,0,0,0,0,0,0,0,0,1.0584054,0,0,0
651,0,0,2.1564524,0.7108805,0,1.6202885,2.6478062,0,0,0,0.23801857,0,1.467865,0.9301185,1.1571773,0,0.37280142,0,0,0.63973117,0,0.7679735,0,0.6209624,0,1.470877,0,0,0,0,0,7.0742393,0,0,0.9188933,0,4.6017885,0,0,0
652,0,0,3.8456154,1.1303558,0,0,0.4511061,0,0,0,0,0.27591327,5.91493,0,0,0.5335847,0,0,0.22479948,0,1.7070857,0.5927432,0,0.14191283,0.41036087,0,0,1.3551544,0.013927495,0,0,0,1.0526325,0,1.4106244,0,0,0,1.7737734,0.9016172
653,2.0599172,1.1495512,0,0,2.2972994,3.5032985,0,1.8726676,0,0,0,0,0,1.840989,0,0,0,0,0,4.124602,0,0.7556765,0,0,0,0,0,0,0.6261734,5.124228,0,0,0.65419656,0,0,0,5.4679213,0,0,0
654,0,0,0,0,0,0,0,0,0,0.14797567,0,0.20187445,0,0,1.7478335,0,0.9898426,4.174375,0,1.096899,0,0,0,0,0,0,0.14799382,0.4521075,0,0,2.800624,0,0,0.62910026,0,0,0,1.253869,0,0
655,0,2.3203778,0,0,0,0,0,0,1.6691034,0,0,0,0,0,0.14578693,0,0.36608085,0,0,0,0,0,0,2.1563864,0,12.138531,0,0.017209895,1.9864591,0,0,0,0,0.71637046,0,7.255096,2.1704025,0,4.751835,0
656,2.3739514,1.2186654,0,0,1.1135219,0,4.0547166,0,0,0,0,0,0,0,0,0,2.7964828,0,2.790665,0,1.3878176,0,2.4353518,0,0,0,0,0,0,0,3.1671705,2.614877,0,0.23315072,0.09090258,0,7.852133,0,3.0471964,0.7633442
657,0,0,0,2.7123053,2.8447273,3.4794226,2.476299,1.5023566,0.9651948,0.6717018,0.5767413,0,0,0,0.89068776,0.038718216,0,1.7503783,0,0,0.06261256,0.36191934,0,0,0,3.7740774,0,0.8968357,0,0,0,0,0,0,0,0,2.2454438,0,0,6.4188957
658,0,2.0412135,0,0,0,0,0,0,2.6876674,1.7111189,3.9114482,1.404464,0,0.3230011,0,0,0,0,0,0,1.5705302,1.9880351,7.224455,0,2.062349,0,0.5477091,0,2.4687614,3.0218332,5.560845,2.2577088,1.290356,0,0,3.8642952,0,0,1.6890041,0
659,0,0,0,1.2242055,0,0.80328554,1.8371146,0,3.5341682,2.020738,1.2666382,0,3.894665,1.5287164,0,0,0,0,0,0,0,0.45733944,0,0,0,9.131775,0,0,0,0.6578002,0,0,0,0,0,0,0,0.28328127,0,0
660,0,0,1.9337785,0,0,0,2.4901898,0.9283791,0,1.2734747,0,0,0,0,1.7517725,0,0.2997845,0,0,0,0,0,6.841278,0,0,0,0,1.5459578,0,2.665219,2.5636704,1.3093055,0.27535456,1.1159649,1.2212014,3.233229,0,0,0.2689284,0
661,0,0.38711348,0,0,0,1.2882231,0,0,2.7215984,2.2611935,1.8939844,1.8539205,0,1.1404936,0,0,0,0.98852336,1.0459093,0,0.5312407,1.3086888,0,0,1.1084021,0,0,0,0.7250612,2.9780936,0,0,1.3106945,0,1.892602,0,9.486334,0,0,0.04615201
662,0,0,0.23281835,1.3226632,0,2.4990964,1.128481,0,0,0,0,0.40481153,0.78286904,0,0,0.72579116,2.2978518,0,0.120942265,0,0.90648186,0,0,0,0,0,0,0.7851509,0,0,0,0,0,1.2522756,3.766341,0,0,5.2513947,0,0.1627841
663,0,0,1.9344302,0.042651083,0,3.3721905,0.16479698,0,0,0,1.4672221,0,0.01817713,0,1.7437027,0,0,0.69453216,0,0,0.07042496,0,0.5346216,1.3989224,2.028451,0,0,1.0193536,0,0,0,0,0,0,0,1.0156097,0,0,0,0
664,1.2726798,0.1422801,0.82441545,0,0,0,0,0,0,0,0,0.5784163,0,2.6616132,0.8593636,0,0,0,0,0,0,0,2.588383,0,0,0,0,0,0,0,2.4783561,0,1.2723584,0,0.2665598,0,0,0,0,1.3978176
665,0,0,0,1.0440925,0.96956164,0,2.099922,2.4804776,0,0.59941286,0,0,2.7909849,0,0,0,0,0,0.65550846,0,0,0,0.17018083,0,0.17203726,1.5829023,0,2.5197163,0.35501626,0,0,0,0,0.6724916,0.20665841,0,3.545617,0,0,0
666,0.17591523,0,0,0,0,0,0,0,0,0,2.1560986,1.4600588,0,0,1.6644926,0.21426508,3.8485656,0,0,3.1455164,0.48236978,1.3372757,0,0,0,0,8.242073,0,0,0,0,2.411813,0.015463859,0,4.1800222,0,0,2.785129,0,4.0771503
667,2.9267247,0.02162857,3.3443344,0,1.4316876,0,1.2152059,0,0,0.39302415,0.30428144,0,0.97152984,0,0,5.305283,0,0,0,1.2371026,0,0.9008152,0,0,0,0,0,0,0,0,0,0,0,0.0725682,1.6025046,3.4199178,0,2.3673463,0,0
668,0,0,0,2.0255625,0,6.2276373,0.59727395,0,0,0,0,0,1.5605423,0.52935624,1.8694116,0,0,0,0,0,0,1.2317518,3.6460934,0,0,0,1.1389414,1.3138343,0,0,0.684871,0.3148291,0,1.7556506,0.4968088,1.2121347,0,0,0,0
669,0,0,0,0,0,0,0,0,0,4.574083,0,5.4500155,0,0,0,0,0,1.9618082,0,2.3692763,0.5575907,0,0,2.306386,0.11244932,11.078916,0.8557734,0.614732,0,0.59110665,0,0,0,0,0.24902543,0,0,6.2106757,0,0.5708496
670,1.4075327,1.4487104,0.011700428,0,0.1428018,4.11939,0,3.1487186,0,0,0,0,2.9208481,0,0,4.8163714,0.9540403,0,2.6336308,1.5513955,0,1.9172969,1.4344527,0,3.9752226,0,0.07983591,0,1.4253939,0,0,0,0.48144853,2.1146803,0,0,0,0,0,0.56926125
671,0,0.99076486,3.147546,0,0,0,0.33071786,0,0.5064471,0,1.2688259,0.25128627,0.3013481,0,3.6832974,0,0,0,0,0,0,1.2793568,2.0312788,0.13387294,1.1425843,10.165057,1.7276759,0,0.7710859,0,4.4270573,0,0,1.5144603,1.1074973,0,3.2076266,0,0,2.1218367
672,1.3801144,0,0,1.7897364,0,0,0,0,1.5859218,0,0,2.8599677,0,0,0,2.8195038,0,0,2.6897583,1.1567209,2.7182434,0,1.0445901,1.0610797,0,1.315108,0.3244355,0,0,5.2820344,1.2437683,0,0.9405378,0,3.1928608,3.054112,7.787264,0,2.62303,0
673,0,0,0.43176663,0,0,0,0,3.163485,0,0,1.4237212,0,1.8262031,0,0,0,0,2.4746816,0,0.50048447,3.2599556,0,0,0,0,0,0,0.5607283,0.5449903,0,0,3.1723661,1.9144666,1.9588662,0,4.1114416,1.6730958,2.024831,2.1183977,0
674,0,1.0628242,0.02785265,0.8639999,0,0,0,1.7512863,0,2.0145419,0,0,0,2.405024,0,0,0.5203426,0,3.3211286,0,0,0,2.5701134,4.1785855,0.65061533,7.403149,0,0,0,0,1.1160854,0,2.069047,1.3095276,0,0,4.1599245,0.986277,1.3336699,0
675,0,0,0,2.1786687,0,0,2.4500482,0,0,0,0,2.979547,3.6324115,0,1.2141528,0,0,2.4750524,0,0,0,0.50144154,0,0,0,0,0,0,0,0,0,0.73843616,0,0,0,0,0,2.0265636,2.6413655,0
676,0,1.5317335,0,0.61567235,2.870825,0,0,0,1.4372346,0,0,0,0.31466958,0,3.8617525,0,0.5560829,0,0,1.0269296,0.6831338,0,0.058884446,0,0,0,0,0,0,0,0.51296216,2.5088158,0.7930504,0,3.1529744,3.0222359,0,0,0.2630056,0
677,0,0,3.6673408,2.5628676,0,3.7223601,0,0,0,0,0,0,0,0,0,0,0,5.3853655,0,0,0,0,0,0,0,0,1.1083261,0,2.0541115,0,0,0,1.8943068,0,0,0,1.12062,0,0,0
678,0,0,0,0,0,0,0,0,2.2191563,0,0,0,0,0,0,6.3082733,3.5658162,0,0,0,0.6113308,0,0,0,0,0,0.25781858,0.22782974,0,1.7241999,0,0,0,0,0,0.9321553,0,0,0,0
679,0,0,0,0.46684405,1.0077252,0,0,0,0.8350103,0,0,0,0.3886524,0.004046058,0,0,0,0,0,0.060676448,0,1.2515684,0,0,0,0,0,1.9020479,0,0,0,0,0,0,0,0,0,0,4.9604497,0
680,0,0,0,1.695521,0.3525455,0,0.15495592,0,0,0,0,0,0,0,0,3.1040068,0,0,0,0,0.18081705,0,3.8931086,0,0,0,0,0.8572632,0,0,0,0.5539466,0,0,0.7307253,3.2452424,0,0,4.004039,6.7427344
681,1.7075462,1.4078445,4.4434633,5.9377823,0.52607167,5.0634522,2.6565871,0,0,3.46938,0.18625058,0,4.8988256,3.0950024,2.018987,0,0,0,0.5121839,0.9709362,2.8585904,2.794228,0,2.2706351,0,0,0,0,0,0,0,0,0,2.323167,0,3.1338205,0,3.0234482,0,0
682,0,0,2.2481866,0,4.075783,3.5174496,0,0,3.9331067,0,0,1.282209,0,0.74422926,2.9937131,4.1974983,0,0,0,0,0,0,2.3409207,0,0,0,1.5010583,0,1.9914248,7.1512914,0,0,0,0.781588,0,1.464467,0,0,0.66911817,0
683,1.6075732,0,0.82772785,0.123665005,0,0,0,0,3.0920444,2.8427544,5.645673,0,1.376979,0,1.9365698,3.2767117,1.735027,0.14806932,1.710899,0,0,0,4.462307,0,0,0,3.3769028,0,0,3.442097,0,0,0,0,0,0,0,0,0,0
684,0,0.5577611,0,3.6030242,0,0,0.83093023,2.7393012,0,0,0,0.3307378,0,0,0.14897461,0,0,1.5603288,0,1.7236642,2.2963104,0,0,0.49801844,0.92053014,1.4350656,0,0,0,0,0,1.5139586,0,1.2946385,1.1415647,0,0,0,0,0
685,2.412417,0,0,0,0,2.4066753,0.09000403,0,0,0.36493316,0,3.7352207,0,1.5879489,0,0,0,0,0,0,0,0,4.124913,0,5.6485143,0,0,0,0,0,1.2653933,0,1.7223657,0.5220477,0.46647385,0,0,0,3.972158,0.043118253
686,0,0.42530534,0.7836366,0,0,2.2672815,0,0,0,1.19065,0,0,0,0,0,0,0.8406043,0,0,0,0,0,0,0,0,0,0,1.9215578,2.127071,0,0,0,0,0,1.061367,2.7120278,4.4278736,0,0,0
687,0,0.21770759,0,0.47635472,0.29178226,0,1.5668883,2.8303287,0,0.658409,0,0,0,2.1732838,1.3045808,1.9573077,0,3.1077564,0,0,0,0,0,3.711664,0,14.95444,0,0,0.7286434,2.5210571,3.9672863,0,0,0.49979922,3.2955985,0.9298928,0.3111463,0,1.2542303,5.7414107
688,1.2194214,1.7092285,2.796906,0,1.0370072,0,1.2185777,0,0,0,0,3.6264694,0,0,0,1.9665767,0,0,0,0,0,0,0,0,0.7777286,0,4.4162865,0,0,0,5.7851663,0,0.089070275,0,0,0.23593108,0.4241724,0,1.4626226,0.31497422
689,0,0,0,0.8262111,0,0,0,0,0,0.35952973,0,0,0,0,0,0,0,0,0,0,0,1.8147417,0,2.7773304,4.5290937,2.882637,0,0,1.646736,1.1193287,0,0.5990299,0,1.709991,0,1.1014909,0.87687665,0.22745088,0,0
690,0,0,0,0.07057615,1.3629081,0,0,0,0,0,0,0,2.5895083,0.9920246,0,1.5830806,0,0,2.098099,0,0,0,0,0,0,0,0,1.3018624,0,0.6556157,1.3747165,0.6625548,0.72878087,0.005011806,4.277544,4.743332,7.379166,1.967369,0,0
691,0.49575782,0.4784055,0,0,0,0,0,0,0,0.8608808,2.048034,0,0,2.0708458,0,0,1.8440752,4.1555004,3.5637338,0,0,0,3.498071,0,0,0,0,0,1.1660309,0,0.43056756,4.8839393,1.4620335,1.5059792,0,0,0,0,0,0
692,0,0,0,0,0,1.2181479,0,0,1.2668118,1.2829064,1.2948909,0,0,1.0426096,1.3944589,3.6618376,2.402853,0,0.6754284,0,0,2.349564,0,0,0,5.664206,0.39286107,0,0,3.907287,4.041308,0,0,0.06590766,0.36446005,0.47967958,0,0,0,0
693,0,0,0,0.27358747,2.202626,0,2.165825,0,3.0621607,0,0,0,0,0,0.6913534,2.3387084,0,0,0,0,0,3.1895278,0,0,0,0,2.1369987,4.8688607,0,2.6873698,2.0432935,0,0,0,0,0,0.6211917,3.5430267,0,3.0871742
694,0.17848067,1.1174644,0,0,0,0,0,2.1523392,0,1.2091795,1.3705982,0,0,2.2335067,0,0,0,3.337878,0,0.87110895,0.15047996,0,5.938016,0,0,5.528525,0.75056696,0,0,0.35955608,2.4866605,0,0.2768962,4.740949,2.8991687,0,0,0,0,1.8381429
695,0,2.218622,0,0.6879101,0,0,2.3270426,0.8752842,0.24998896,0.028741956,1.9488999,0,5.2784557,0.5966417,0,0,0.58980376,1.599901,2.0259314,0,2.9068732,0,2.753343,1.6805567,0,0,0,1.5023454,1.820108,0,0,0,0,0,0,1.1499445,0,0,1.9837266,0
696,0,0,4.101762,3.1920156,0,0,0,0,0,0,0,2.4842205,0,0,0,0,5.968668,0,0,0,0.42562485,0.5223091,1.404091,0,0,3.7139683,0,0,0,0,0.51232153,1.4748926,0,0,2.3154707,0,0,1.5346606,0,1.3107958
697,1.5054313,0,0,0.7490182,0.14639157,0.5968891,0,0,0.029112883,0,0,0,0.6956388,0.62512976,1.8251514,0.6075685,0,3.6286633,0,1.014491,0,0,0,2.4662364,0,0,0,3.3414917,0,0,1.3282123,2.7135174,1.318111,0,0,0.15926276,0,1.4380469,0,0
698,0,1.2801323,0,3.0708508,0,1.1134012,0,2.5934217,0,0.46452892,1.0308115,0,0,0,0,0,0,0,0.33379474,0.012928955,0.23428297,0,6.6985126,0.434467,0,0,1.3580103,0,0.9483542,0,2.412174,0,2.264109,0.051176842,0.6056545,0,2.6017578,0,0,0
