x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0025,y0027,y0028,y0029,y0030,y0031,y0032,y0034,y0040,y0042,y0043,y0044,y0046,y0047,y0049,y0050
225,0,0.2262194,0,0,0,0,0,0,1.1561729,1.6511041,0,0,0,0,0,0,0,0,0.16812147,1.4040122,0,0,0,0,0,0,3.038992,2.1822827,0.09932362,0.08660008,4.018157,0,0,0.53132206,0.23323143,0.71477264,0,2.6816428,2.93742,0
226,0,0,1.7684735,0,0,5.75906,0,0,0.49005535,1.5418843,0,0,0.4957196,0,0,0,0,0,1.1306957,3.9761481,0,1.518261,0,0,0,4.0244884,0,2.097545,0.31624737,0,3.716998,0,0.36382535,1.0375135,0,0.51459,0,0,0,0.29559278
227,0,0,0,0,0,0,0,0,2.1226041,0,1.3461534,0,0,1.1310139,0,0.20024233,0,1.5601578,0.100122064,0,3.8301046,0,0,0,1.1186752,0,1.2455896,0,0,0,0,7.953909,0,0,0,0,0,0.30864674,0,0.024039816
228,0,0,3.2137263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007188882,0,0,0,0,0.9208518,0,2.3127067,0,0,1.4369786,0,0,0.27846202,0,0,0,0,0.662507,2.092759,0,3.1665192,0,0
229,0,0,0,0,0.19946179,0,0,3.4120677,0,0,0,0,0,0,0,0,1.0721664,0,0,0,0,0,0,0,0,0,0,0.017712178,0,0,0,2.8072293,0.25689095,0,0,0,0,1.2621812,0,0
230,0,0,0,0,0,8.30179,0,0,0,0,1.2192322,0,2.0690763,0,0,0,1.9707508,6.3021445,0,0,0,0.6093192,0,0,0,0,0,0,0,0,0,0,0,0,0.26482943,4.633264,3.5964422,0,1.0075947,0
231,0,0.7569114,1.2931821,0,0,1.0257128,0,0,2.7585707,0.11940831,0,0,0.07465156,0,0,1.9405243,0,0,0,1.5992914,1.097224,2.5102901,0,0,0,1.9894949,0,0,4.5865564,3.3250637,0,0,0,0,0,7.806296,0,9.914519,10.672808,4.4004655
232,0,0,1.3715177,0.2529552,0,0,1.9173307,0,0,1.0406435,1.3676981,0,0,0.4381441,0.7181705,0,0,0,3.4269633,0,0,0.94889724,0,1.1270059,1.8420674,0,0,0,0,2.0583777,0,0,0,0,0,0,0,1.4641348,0,0.60450965
233,5.8438315,0,0,0,2.6232586,0,1.358474,0.69331557,0,3.3737233,0,1.2795973,5.243578,0,3.303925,0,3.5281463,0,0,0,2.2836785,0,3.4464405,0,0,6.585627,5.6244774,2.4043148,0,0,2.9023037,4.4214573,0,0,0,14.281092,0,0,4.3204384,0
234,0,0,2.4948444,0.86220545,4.4004383,0.60621506,0.96941805,2.5744407,0,0,1.0164623,1.8385372,0,4.3435793,0,0,0,0,2.1761727,0,0.2562151,1.2652812,0,0,0,0,0,2.873428,1.437716,0.2662052,0,0,0.9069557,0,0,5.082789,1.345086,0,2.7185023,0.7554229
235,4.62205,1.2039338,3.9949024,0,0,0.25478533,1.7436254,1.3278105,0.21023157,0,2.709555,0,8.825157,4.4177833,0.21814774,3.5783598,0,0,0,0,0,0,0,0,1.4626014,0,0,0,4.2495637,0,2.6663725,0,0.30205956,1.5318475,0,0.7463741,4.9752674,0,4.4484,0.4318694
236,0.15509157,0.28875786,2.1802857,0,0,3.5238512,0,0,0.1637002,0,0.24736333,0,3.3342423,0.53331536,2.7676094,1.6657162,3.8715715,2.234289,0,0,4.230819,1.5821695,4.6272397,0,1.3649426,0,2.3809707,1.2638832,0,0,0,0,3.848679,0,0,0,0,0,0,0
237,0.9455796,0,0,2.5233698,0,0,3.3667543,0,0,3.1579604,0,4.6995463,0,0,0,1.2440622,0,1.9767008,3.4083683,0,0,0,0,0,0,1.7353551,5.908963,0,0,0,2.606685,0,1.3121878,1.3563316,1.7730303,4.014086,1.5488307,0.32438964,0,2.8774781
238,0,0,3.2235155,0,0,0,2.05605,0.866932,0.52670515,2.0471098,0,1.0022149,0,0,2.6550763,2.412061,0,3.9715598,0,0.46215802,0,0,2.5898654,0.47415832,0,0,0,0,2.6300874,8.287685,0,4.167194,0,0,1.8499653,0,0,0,0,0.21987487
239,0.5537953,0,3.3995566,0,0,2.2794309,1.857784,0,1.0884589,0,3.5202708,3.5223436,0,0.8431308,2.5166183,0,0,0,0,0,0,0,3.028204,0.93640697,0.22654638,0,0,0,0,0,0,0,0,0.24143142,0,0,0,1.2545185,0,0
240,0,0,0,1.0436003,3.4219792,0.62980086,0,0,0.3007165,3.1159143,2.1776145,0,0,0,0.09791195,0,0.7856066,0,0.27709565,0.68003064,0,0,0.8330565,0,0.8145876,10.167145,0,0,0.62217146,0,0,0,0,0,0,1.9581397,3.6166737,0,6.398301,0
241,0,0,0,4.2347198,2.044691,0,3.4831507,0.4048028,0,0,0,1.8495102,0,0,0,0,0,0,0.40752944,0,0.41278857,0,0,0.16797473,2.8557477,0,0.5491855,0,0,0,0.6772144,0,0,0,0,0,1.4992236,0,5.4232173,0
242,0.5018308,0,0,0.8168339,0.7264209,0,0,0,0,0,0.41061392,0,0,0.97703975,0,0,0,0,2.2073822,0,0,0,0,0,0.35632777,2.7595356,0,0.78586906,0,2.2159443,0,0,0.5132577,0,0,0.9647155,2.874871,0,0,0
243,3.1525705,1.3719692,4.7755637,0,0,0,0.50520295,1.499201,0,0,10.2879305,0,1.2032218,1.1212702,0,2.1552036,0,0,3.3224306,0.5861939,0,1.5749503,1.0259463,3.1457136,1.2377355,0,0,0,0,0,0,2.9877172,1.4878451,0,0,6.3497005,0.07069269,1.6241863,0,0.06406487
244,0,0.16432804,0,0,0,2.9825292,0,0,0.86809665,0,7.1618567,0,1.6928804,0,0,0,2.0728846,0,0.7892642,2.0902286,0,0,4.871351,0,0,0,0,0.24250728,0.1793758,2.3405817,0,0,1.6626153,0.9431291,1.6453888,1.4308445,0,0,0,0.004300078
245,0,0,0,0.1544613,1.1442585,2.4878845,0,0.6915296,0,0,8.135842,0,0,0.32809547,1.4197178,0,1.4152973,0,0,0,0,0,0,0.117116794,0.92449003,0,0,0.63923436,0,0,0,0,1.3314922,0.8967064,0.08192497,0,0,0,0,1.7456307
246,0,0,0,1.0550383,0,0,0,0,0.14830098,0,5.8040977,0,0,0.96365106,0,2.7342196,0,0,0,0,0,0.66515195,0,2.7817392,0,0,0,3.283868,0,3.8384953,6.3289375,0,0,0.80618846,1.7396989,0,0,0,0,0
247,1.7159905,0,8.049121,0,0.43179798,0,0,0,0,0.7808033,4.948909,0.057436395,0,0.5467603,2.5388227,3.8009875,0,4.149024,0,0,0,0,3.510407,0,0,1.3232532,1.8857857,0,0.10963155,4.0528383,0,0,0.8058894,0.14543603,0.16869885,1.6862257,0,0,0.5077112,0
248,0,0,0,0,2.644606,0,0.6165964,0,0,1.3434858,1.2895818,0.29777494,3.331664,0.045646396,0,0,0,0,0,0,0.7957661,0,1.0226376,0,0.6371473,0,2.3320572,0.94760114,0.09666575,0,0,0,0.6802937,0,1.7090997,4.966064,0.11424395,0,0,0.911467
249,0.4603199,1.5952281,2.509088,1.3187754,0,0,0,0,0,4.383848,10.535896,3.3636713,0,0,0,0,0.8886595,1.6558539,0,1.5264146,0,0.652562,0,0,0,0,0.22076362,0,0,1.3357532,1.2749804,0.7552936,0,0,4.0943155,0,7.7608185,0,0.984919,2.4251208
250,0,0,0,0,0,0,0,0.42318222,0,0,8.302886,0,0.61290944,0,2.8938377,3.074652,0.41829908,0.5675353,1.3993511,1.2314768,0,0.061483867,0,0,0,0,0,0,0,0,0.31415996,0,0,0,0,0,0,0,0,2.3845298
251,0,0,3.3748052,0.57524794,0,0,0,0,0.97433126,5.6287146,4.355783,0,0,1.7940382,0,0,0,0.7328341,1.8740298,0,3.4291894,0,0,1.6347723,0,1.648593,0,2.130168,3.0481899,0.5920162,0,0,2.0191667,1.0258136,0,0,2.722456,5.457557,0,0
252,0,0.5067958,0,0,0,5.96944,0,0,0,0,2.6626003,0,0,0,0,0,0,0,0,0,0,0,3.5030203,0,0,0,0,0,1.9785541,0,0,0,0,1.7250508,0,0,0,0,0,0.267892
253,0,0,0,0,4.3047457,0,0,1.8591194,1.5148823,0,10.896317,0,4.0102434,0,2.0571258,3.8277092,1.9279431,3.5588095,1.5907261,0,0.84579134,4.211885,0,0,0,3.9334326,0,0,0,5.640372,0,0,1.7492505,0,3.0115168,0,2.5302846,0,0,2.998414
254,0.111814246,0,0,3.071057,0,0,0,4.34517,0,0,0,0,0,0,0,0,0,0,0,0.1435171,0,0,0,0.9291986,0,0,0.33220634,2.074161,0,0,0,0,0,0,0,5.732782,0,0,0,0
255,1.8377004,0,3.1747904,0,0,0,0,0,1.7878159,3.1972077,2.7553527,0,0,0,0.16950895,0,0,1.2145848,1.2660351,0,0,3.8099847,5.292937,0,0,0,0,0,0,0,1.136976,0.5601067,1.9734122,2.638297,0,0,0,0,2.5153253,0
256,2.2603405,0,0,0,0,5.202306,4.199696,3.185114,2.9157565,0,12.798835,0,0,0,0,0,0,0,1.2084724,0.86612576,1.1955147,0,0,2.5981312,0.7739371,0.21913157,0,0,0,0,0,1.3262718,0,0.77297354,1.7687047,0,0.50545377,0,0.28551736,1.2101357
257,2.108267,3.6047966,5.5710387,0,0,0,0.003861066,0,0,0,2.3759587,0,2.005394,0.14225109,0.09540863,0,2.2516937,0,0,0,0,0,9.660099,2.598587,0,0.5797848,0,0,0.3298107,0,0,0.9147065,0,0,0,0,0,1.2607579,0,0
258,0,0,0,0,6.967326,0,0,0,0,3.0638676,0.8609345,0.9425503,0,0,0,0,0,0,0,0,0,0,0,0,1.1461279,0,1.8568347,0.3310779,0,0,0.09076032,0,0,0,0.92411345,0,4.9707465,0,0,0
259,0,1.3824403,0,0,0,8.851892,0,0,0,0.3128903,1.6554152,0,0,0.24200915,0,0,1.4009355,0,0,1.5312548,0,0,2.8141775,0,0,9.00394,2.2929616,0,0,0.6729602,0,0,0.5562837,0,0,0,0,0.044966057,0,0
260,0.809253,0.69897217,1.2670994,0.81685174,0,6.1871333,0.12878595,5.5692434,0.19845556,0,5.5177064,0.52322036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94683945,2.019008,0,0,0,0,0.3079844,1.3187898,6.001088,0.2034763,1.0868351,0,0
261,0,0.69426346,0,0,0.8828414,0,0,0.95534396,0.13352609,0.69641685,2.5391774,1.5226711,0,0,0,0,0,0,0,1.7147386,0,0,0,0.9641362,0.5214035,0,0,0,0,3.4506817,0,2.1119738,0,0.53532994,0,0,0,0,2.56308,2.546918
262,0,0,2.9974105,4.2450027,0,0,0,0,0,0,0.73842674,0,5.4250526,1.598476,0.26282373,0,0,0,0,1.1925286,0.23906597,0.24398813,0,0,0,0,0,0,0,0.59809935,0,0,0.10111488,0,0.6867715,0,0,0,0,0
263,1.2395792,0,0,3.3225565,3.4743366,0,0.85981774,0,0,0,0,2.0224028,0,0,0,0,0,0.016365664,0,0,0,0,0,1.675988,5.160843,0,0,2.3133736,0.4281326,0,4.1185775,0,0,1.9041395,0,0.3171807,0,0.6937312,0,0
264,0,0.11224172,2.3663154,4.070002,0,0,2.2605786,0,0.122804366,0,0,0.5804922,1.1831882,0,0,0,2.5766547,0,0,0,1.5867908,0.3513104,0,1.1700183,0,10.845412,0,0.6052812,0,0,1.3127267,0,0,0,0,0,0,0,4.947786,0
265,0,0.7341513,0,0,0,0,0,1.1517171,1.1182531,0.70338106,1.2427946,0,4.688447,0,3.1376243,0.7057306,0,0,0,0,0.006459635,0,0,0,0,0,0,0,1.9742798,2.8697002,4.653913,0.42874378,0,0.664714,1.6722562,0,2.1826003,0,0,2.6729922
266,0,0,1.6624042,0,3.128346,2.0509746,0.9610394,0.69720316,1.8558939,5.1231794,0,4.411941,0,0.5546409,0.357433,0,2.5168965,1.1794388,2.8599272,0,2.7851193,0,0,1.1649803,1.4225909,0,4.5558767,1.0249188,0,0,0.042659305,0,0,0,0,0,0,0,2.0014374,0
267,0,0,0,0,0,2.660544,0,2.701718,0.7553702,0.89575297,0,0,0,0,0.90543354,3.0137112,0,0,0,2.1373644,0,0,0,1.5079045,0.6227145,10.974053,1.2918445,0,0,0.8342931,2.9073436,0.41388798,0.87967426,0,0,0,0,0,0,0
268,1.3628371,0,0.05845572,0.4437033,0,0,0,0.34180668,0.5689753,0,0,0,6.6119647,0,0,0,0,0,0.8107766,0.07933534,0,0,0,1.9162865,0,13.695211,0,0.20123115,3.349124,0.48433775,0,2.365833,0,0,0.08746403,0,0,0,3.0325859,0
269,0,0,0,0,0,0,0.7758211,0,1.1109517,0,0,0,0.5607682,0,0,5.8040347,0.106474355,2.5559402,0,0.62747663,0.31210536,0,1.9457917,1.5545638,0,0,0,0,0,0,2.908806,0,0.39727283,0.04122295,2.8036945,0,0,3.1719801,3.9282346,0
270,0.2178597,2.0962002,0,0,0,3.6508665,0,0.29116204,0,0,0,0,0,0,0,0.35220432,2.0874646,0,1.4980792,0,0.3009813,0,5.996308,0,0,0,0,0,0,0,0,0,0,0.4390485,1.9464245,0,0,0,0,0
271,0,0.28953433,0,0,0,1.355238,0,0.37352052,0,0,0,0,3.234807,2.0383465,0,1.1169639,0,0,0.8263846,0,0,0,0,0,0,0,0,2.8075404,0,0,1.7287985,6.20562,4.2429767,2.407615,0.9992,0,9.985602,6.3523817,0,0
272,2.6426342,0,0,0.06401514,2.207526,0,0,0,0,1.8144635,0,0,0,0,1.0422047,0,3.4080105,0,0,0,1.7140491,3.3188028,0,0,2.5273254,7.2620935,3.0876582,0,1.0976177,3.0158231,0,0,0,0,1.2098215,0,0.5013859,0,3.0879776,1.9025627
273,0,0,0,0,0,0,1.4083183,0,0,0,0,0,1.6810274,0,0,1.0495917,0,0,0,0,0,0,0,0,0,6.123138,1.1495245,0.30906558,1.0993825,0,0,0.29672587,0,0,3.6771946,1.9493105,0,1.749485,7.3448324,0
274,2.118605,0.029431125,0,0,0,0.91250956,0,0,2.2677548,0,0,0,0,0,0,4.5402217,0.75643563,0,0,0,0,0,0,0.27593783,0.8645655,1.6267922,0.26237223,0,0,0,0,1.4015198,0,0,0,0,0,2.1673424,2.0665357,0
275,0,1.5214698,0,0.14318696,0,0,0,0,0,0,3.7271554,0.8984631,0,0.32388976,0,0,5.393348,0,1.0305338,0,1.7652382,3.5207264,15.021888,2.3461084,0,5.5452366,2.4656796,0,0.043327235,0.8578207,4.088678,0,3.3698468,0,0,0,0,0,0,0
276,0,0,2.0003777,0,0,0.7872847,1.2692064,0.8398266,0,0,0,2.3387659,0,1.4848,0.68143696,0,0,1.953401,0,0,2.0188987,0,11.105191,3.4105256,0,0,0,0,0.44712886,2.5000198,0,0.08739455,1.9032129,0,0,0.66763645,5.284922,2.2878077,8.701695,0.07316004
277,0,1.3383002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25003168,0,0,0,0,0,0,4.203333,0,0,0,0,1.5792853,0,1.8656714,0,3.3018103,0,0,0,2.8743942,0.2750693,0
278,0.72360575,0,0,0,2.741028,0,2.8695278,3.1336403,0.66411036,0,0,0,0,0.89418256,0.6945727,3.1147048,0.48996,0.48630854,1.1664422,0.11978137,1.6603811,0,0,0,0,0,0,1.964331,4.0297303,0.06457875,0,0,0,0.34424222,0.9234808,3.237971,1.6273224,1.5850588,0,1.4021333
279,0,0,0,0,0,0,0,0,0.24465354,0,0.69620943,0,0.49299574,1.0377908,1.4732132,0,1.1434392,0,3.068576,0.6504566,0,0,0,0,0.4556018,0,0,0.85305464,0,0,0,3.4022725,0,0.074276336,0.14776553,0,0,0,3.189515,0.4138075
280,0,0.063230045,0,0,0,0,0,0,4.299382,0,0.429458,0,0,0,0,0,0,0.117041625,1.5044458,0,0,0,0,0,0,0,0,0,0,0,0,0.65465283,4.5051274,0,0,4.965369,0,5.692998,0.16951959,0
281,0,3.1630192,0,3.8753273,0,4.3037624,0,0,0,0,0,0,0,0,0,0.5095032,0,0,0.077931166,0.66210693,0.00185653,0,3.7642856,0,0,0,2.5089953,0,0,0,0,1.7169673,0,0,0,2.155298,0,0,0,0
282,0,0.13332702,0,0,0,0,0,0,0,0,0,0,0,1.1349187,0,0.19313933,0,6.97383,0.47701848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0.8161303,2.6536112,0,0,0,0,1.7951769,0,0,0,1.020723,0,0,3.1852474,0,0,1.6249456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.020543,0,0.81019837,0,0
284,0,0,0,3.0642247,1.7731588,0,0,0,0,0,0,0,0,0.17765047,3.6848438,0,0,0,0,1.4872271,1.5025345,0,0.6066295,0,0,0,0,0,0,0,1.087682,0,0,0.3861995,0.41908437,0,0,0.8807586,5.029492,0
285,0,0.7092921,4.37911,1.4566443,0,0,2.8764088,0.42845395,0,4.343088,0,1.7383084,6.8365283,4.592058,0,0.20477827,1.9625626,5.1000586,0,0.02920973,0,2.8114758,0,0.90020454,2.3219366,1.9577333,0,0,0,0,0,0,0,0,2.7024903,0,0.7761847,0,0,0
286,0,0,0,0,1.0894963,0,2.549388,0.25963566,1.0408496,0,0,7.2155514,1.7072474,0,0,4.437988,0,0,0,0,1.3942026,14.221827,13.009547,1.8923367,0,1.3256428,2.003399,2.4765408,0,2.3677642,9.249249,0,0,0,0,2.3435965,2.1756573,0,0,0
287,2.114369,0.89935684,0,0,1.5306717,0,1.5049336,0,0,0.6149728,0,7.810908,4.2596087,4.1948323,0,4.6956096,0,0.92087495,0.4811963,0,0,2.230618,4.380148,0,0.42675522,0,3.053643,0,0,0,0,0,0,0,1.2705411,0,0,0,9.246991,0.80201924
288,0.28903118,2.0215523,3.1101842,0.49715737,1.6302058,0,2.321518,0,0,1.572858,0,8.307845,0,0.435657,0.42789787,0,0,0,0,0,0,0,7.7391934,0,0.94483596,18.794445,0,2.6064656,0,12.361688,3.081419,2.3763733,0,6.161413,0.83436996,0,6.320374,0,0,1.5276456
289,0,0,1.8848759,1.6110675,0,0.4508988,0,0.039145038,0,0,0,0,1.6674647,1.9526521,0.56275654,0,0,0.5996826,0,1.2633847,0,2.4644523,0,0,0,0,0,3.090609,1.6121981,0,2.9189827,0,0,1.0172206,0,0,0,2.5383506,1.0917431,4.077114
290,0,0.41403794,0,0,2.3462775,0,1.181045,0,0,2.7452161,0.1226131,2.9320152,1.8383754,0,1.1432347,0,3.703217,2.1565232,0,0,0,1.8506056,0,0.37574252,2.2679012,5.516321,0,2.136102,0,0,0,0,1.4932663,1.9370912,0.7601171,1.399884,0,0,7.095294,1.2975285
291,0,0.26981398,0,0,1.7248677,0,0.24654342,0,0.86838853,0,1.3702873,0,2.2639966,0,0,0,0,0,0,0,2.008043,0.33156803,6.7691226,0.23587874,1.915036,0,1.3085903,0.85659736,3.0144472,8.883629,1.221624,0,1.4051874,3.2976546,0,0,0,0,0,0
292,0,0,3.0468469,0,0,2.3652923,2.6130993,1.1051408,0.65690136,0,0,0,0,0,0,0.45508158,0,1.1236229,1.4619929,1.2541485,0,0,4.199619,0,1.2280421,0,0,0.18842512,0,0,0,0,6.683669,0,3.6021101,0,0,11.673399,7.705837,0.76583487
293,0.69110703,0,0.20511895,1.661901,0,0.8321808,0,0.89539874,0,0,0,0,4.496586,1.3792397,0.37396833,0,0,0.6434959,0.57061034,1.2613063,4.5145516,0,0,3.8015044,0,0,4.6922045,0,0,10.326286,0,0,0,0,0,0,0,0.68314326,6.3242674,1.7247823
294,0,4.219533,2.258183,1.7691785,0,0.35826224,2.4785607,2.1978083,0,0,1.9761093,0,6.891512,1.6582566,1.3093013,2.1432896,0,0,0,1.0143734,0,0,0,0,0.52013123,0,0,0,0,2.4222066,0,0,0.18368036,0,0,0,0,0,7.489894,0
295,0,0,0,0,0,3.2268236,0,0,3.562008,0,0,0,0,0,0,3.2929049,0,0,0,0,0,0,1.616097,0,0,5.129045,0,0,0,0,1.106572,2.464327,0,0,0,0,0,0,6.1042843,0
296,0,0,0,0,1.2498753,0,0,6.645833,3.266314,1.6624969,0,0,2.5994794,0,0,0,3.8816876,0,0.8125355,0,1.3992035,0,1.3729403,1.4177284,0,0,1.0187979,0,0.2614038,5.1300225,0,0,5.4838243,2.5825796,0,0,2.4341967,0.67366356,7.5293603,0.64331347
297,4.2397423,1.4272109,2.9656215,0,0,3.0127752,0,0.77466834,0.25815484,2.0255063,0,0,0,0,0,0,0,0,0,0.007444578,1.9896014,0,0,0,3.0759938,0,0,0.6196036,0,0,0,0.18068434,0,0,0,0,0,0,0.09244624,0
298,1.8949589,0,2.7437074,0,0,0,0,0,0,5.249809,3.8467593,0,0,0,0,3.3345964,0,0,0.7788819,2.8805597,0,2.767184,5.027838,0,1.3897684,0,3.0973308,0,0,2.9471514,0.029635035,0,9.637352,0.21635298,0.37150064,5.251519,1.3195257,0,7.2953124,0.10604046
299,0,0,2.4664102,0,0,0,0,0,1.5151781,0,0,0.23629297,0,0,0,0,0,0,1.9865443,0,1.8325458,0,0,1.6387459,2.684652,9.021051,3.1801724,0,1.889051,0,0,0.047990143,5.768444,1.2503012,0.5962299,0,3.476653,0.06512823,4.998668,0.43290353
300,0,3.459374,0,0,0,1.4317675,0.003782826,1.2496644,3.6804695,2.1623192,1.8586378,0.6154201,0,0.62049866,0,1.24876,0.97819656,0,3.3198388,0,1.8319753,0.66208506,0,0,0.29027194,5.803958,2.0000758,1.9333363,0,0,1.6012762,2.3149102,1.3365875,0.53621054,2.7665594,0,1.2907946,0,0,2.9894483
301,0.29667506,0,0,0,0,0,0,2.9739633,0.48263398,1.8757477,1.5190184,0,0,0,0,0,0,3.2683897,0,0,0,2.6444764,2.363982,1.6571835,0,0,1.0460827,0,0,0,0,1.190156,0.18179251,2.342552,0,0,1.4778054,0,0,0
302,1.3170836,0.39294034,4.544883,0,5.1053042,0,0,4.901668,0,0.10286074,0,0,9.379359,1.3462003,3.2157233,0,0,0.3322558,0,0,1.9490931,0,0,0,0,9.021495,0,0,0,2.9030766,0,0,2.267584,0,0,0,6.8232265,0,3.8368037,0
303,1.7473891,0,0,1.56005,1.0573236,0.36189258,0,0.8609683,0,2.0437882,0,0,0.68050843,3.0346959,0,0,0.4525636,0,0,0.6071042,0.047213692,0,0,0,0.30970654,0,3.364236,1.5801241,3.975839,0.8549749,0,0.31874776,1.9009252,0,0,0,0,5.3480363,3.9475992,1.8797227
304,0,0,0.0100094,0,0.105071574,0,1.8562059,2.321642,0,0,0,0,0,0.4155658,0,0,2.7272172,3.7602258,0,1.5731525,0,0,0,0,0,7.653307,0,0,0.92366683,4.848229,0,3.1867578,0.43905163,0,0,0,0,0,0,1.0341789
305,1.3177835,0.005530403,0,1.5250115,0,0.44905773,0.49498206,3.4563951,0,3.08106,0,3.1212323,0,0,0,0,2.3311229,0,0,0,0.18932365,1.6403764,0,0,2.9791934,0,4.7813783,0,0,1.8300409,0.6215231,0,0,0,1.3544519,0,0,0,2.6594603,1.1088958
306,0.22528829,0,0.66748476,1.3729433,0,0,1.2660934,0,0.9003901,0.29714432,0,0.32953906,0,0,0,0,1.3664365,0,1.3057402,0.4133333,0,0.071331516,1.1138874,0,6.367199,18.365799,1.3070431,1.8024004,0,2.2703068,0,0,0,3.254413,0,0,0,0,0,0
307,0,0,2.104608,1.6373922,1.8330913,0,3.0119944,6.8093257,0,3.0188181,0,0,1.8828152,0,0,0,0,0,1.8030916,2.5199025,0,0,0.7207865,2.1668937,0,1.8841659,0,0,4.429984,0,0,0,3.9702258,0,1.2809224,2.3103778,1.9922464,1.825814,0,0
308,3.0822017,0,2.1572664,0,0,0,0,0.11580741,0,0.3016109,0,0,0,0,0,0,0.88578856,2.4014175,2.5950825,0,0,0,2.4598708,0,0,0,0,0,0,1.8698143,0,0,0,0,0.28802267,2.3444746,0,0,0,0
309,0,1.0898943,3.8320014,0,0,0,0.28207308,0,0.73137444,0,1.2851211,0,6.438164,0,0,0.6173438,0,0,0,1.8079089,0.14260021,0,0,0.20009531,0,0,0,0,1.383719,0.83826816,0,0,0,0,0.5017234,1.2347522,0.8140562,0.0758981,5.242965,4.358746
310,0,0,0.18393762,1.3240812,0,2.7214596,0.85104495,0.0915633,0.27263334,3.091249,2.0994542,0,0,0.36291394,0.7108669,0,0,0,1.0051246,0.060763687,0,0,0,0,0,8.483752,0.97718847,0,0.36769548,0.92551965,0,0,0,1.9781224,0,1.7897235,0,3.9773383,0,0
311,1.9703796,0,4.3752847,0,0,0.090552375,0,0.8797637,0,0,0,5.014704,2.418438,0.6902427,0,0,0,3.5377371,0,0,0,0,0,0,0,0,0,5.6945205,1.6857725,0,1.3922,6.3749294,0,0.5352911,0,0,2.8117993,0,0,0
312,0.49596044,0.6966471,1.7855192,0,0,3.695407,0,1.3109432,0,3.5607593,0,0,0,0,0.3482579,0,0,0,0.6753792,0,0,0,5.2887573,2.23199,0,0.53642017,0,0,2.982917,2.7581673,0,0,0,0,0.5027749,3.778277,0,0,0.009020846,2.1542687
313,0,0.20806426,0,0,0,5.7040715,0,3.2520235,0,0,0,3.2354367,0,0,0,0.15787913,2.1322234,1.3353494,0,0,1.7330582,0,0,0.7159738,0,6.2835727,0,0,0,8.591441,3.2823024,0,0,0,0,0,8.386082,0,0,0
314,0,0.44711882,0,1.1477364,0,0,1.429445,0,0,0,3.4690201,0,0.73491305,0,2.22216,0,0.3496546,0,0,1.3414818,0,0,4.304122,0,0,5.505626,0,0,0,0,3.3637,0,0.98772097,0.22034366,0,0,4.6078367,0.14080076,3.4569042,0.030065969
315,0,0,0.62974006,1.2177453,0,3.3048089,0.19336024,0,0.76953614,0,0,0,0,2.880953,0,0,0,0,0,0,0.043637857,0.033386428,2.914964,0,0,0,5.163459,0,0,3.818863,0,0.664136,0,0.34272015,3.1353028,0,0,0.16871661,0,0
316,0,0,0,1.1196142,0.22722255,0,0,0,0,0,0,0,8.122976,0,0,0,0,0,3.567842,0,0,0,0,0,0,0,0,1.4729085,0.30543414,0,0,0,0,1.3080566,0.31337896,4.211138,0,0,0,1.711564
317,0,0,3.3431802,0.064812146,0,0,0.20220779,0,0,0,0,0.38520938,8.561891,0,0.23478001,2.4376495,0,0,0,0,3.2224138,1.0637751,0,0.80764663,1.5221375,0,0,0,0,0,0,0.5899843,2.7656434,0,0,0,2.1298609,0.88143116,0,0
318,0,0,0.76924485,0.09400219,0.38053012,0,0,0,1.0794156,0,0,0,0,0,1.2653077,0,0.66802156,0,4.566131,0,0,0.2940715,0,0,0,0,0.9986948,0.5151908,0,1.6597298,6.177825,5.979154,0.48240316,0,0,1.8914269,4.322014,0,0,0
319,0,1.4101402,0,1.3725052,0,0,0,2.7621455,0.8827167,0,0,0,3.5334096,1.1305939,0,3.0059593,0,0,0,0.1482866,0,0.63858044,4.66402,0,4.4304314,0,0,0,0.92307246,0,0,0.5252849,3.2479818,2.9151986,0,0,0,0,0.23786223,2.6049905
320,0,0.6023995,0,0,2.52412,2.775088,0,0,0,2.1696985,0.10105574,0,0,0,0,0,0.38661236,0,0,0,0,3.2618403,0,0,0.26304522,2.5004344,4.240518,0,0,7.9908223,0.21291482,0.16696976,0,0,0,0.35329702,0,0.009282792,3.5387454,1.8423872
321,3.1389124,0,0.7168312,3.5605464,0.34619376,0,0,0,0,0,0,0,0,2.009364,0,0,2.1035495,1.2600396,1.3444895,0.05872507,0,0,0,0,0,2.7090247,0,0,0,0,1.5431141,0,0,3.170568,0,0,0,1.050275,0,0.17765144
322,0,0,2.1240492,0,0.9724911,0,0.93417525,3.3240192,0,4.060229,0,1.9757617,1.535572,0.103072494,0,0,0,0,0,0,1.2909595,0.5606145,14.629101,0.5805431,0,9.963001,0,0,2.8003302,0,4.164833,0,4.098278,0,0,2.2607756,7.08204,2.5230198,0,0.008238819
