Trial,Behavior,Start,End
,both licking,5368.59,5388.59
,both in vain,5389.59,5391.59
,both in vain,5392.59,5394.59
,both in vain,5395.59,5397.59
,both in vain,5398.59,5400.59
,both in vain,5401.59,5404.59
,both in vain,5414.59,5423.59
,both in vain,5429.59,5436.59
41,valve opened,5457.59,5461.59
,Cont reach,5461.59,5464.59
,both licking,5465.59,5486.59
,both in vain,5487.59,5494.59
,both in vain,5501.59,5505.59
,both in vain,5506.59,5510.59
,both in vain,5511.59,5514.59
,both in vain,5531.59,5535.59
,both in vain,5536.59,5540.59
,both in vain,5541.59,5543.59
,both in vain,5544.59,5549.59
42,valve opened,5574.59,5578.59
,Noise generation,5613.59,5648.89
43,valve opened,5724.59,5728.59
,Noise generation,5763.59,5798.89
44,valve opened,5874.59,5878.59
,Cont reach,5882.59,5892.59
,both in vain,5893.59,5897.59
45,valve opened,5996.59,6000.59
,spout moved after wrong detection,6034.59,6038.59
46,valve opened,6110.59,6114.59
,spout moved after wrong detection,6149.59,6153.59
47,valve opened,6225.59,6228.59
,spout moved after wrong detection,6264.59,6267.59
48,valve opened,6340.59,6343.59
,spout moved after wrong detection,6379.59,6382.59
49,valve opened,6454.59,6458.59
,spout moved after wrong detection,6493.59,6496.59
50,valve opened,6569.59,6572.59
,spout moved after wrong detection,6608.59,6612.59
51,valve opened,6684.59,6687.59
,spout moved after wrong detection,6723.59,6726.59
52,valve opened,6799.59,6802.59
,spout moved after wrong detection,6837.59,6840.59
53,valve opened,6913.59,6917.59
,spout moved after wrong detection,6952.59,6956.59
54,valve opened,7028.59,7032.59
,spout moved after wrong detection,7067.59,7070.59
55,valve opened,7143.59,7146.59
,spout moved after wrong detection,7182.59,7186.59
56,valve opened,7258.59,7261.59
,spout moved after wrong detection,7196.59,7300.59
57,valve opened,7372.59,7376.59
,spout moved after wrong detection,7411.59,7415.59
58,valve opened,7487.59,7491.59
,spout moved after wrong detection,7526.59,7529.59
59,valve opened,7602.59,7605.59
,spout moved after wrong detection,7641.59,7644.59
60,valve opened,7716.59,7720.59
,spout moved after wrong detection,7755.59,7759.59
61,valve opened,7831.59,7834.59
,Cont reach,7860.59,7868.59
,Cont in vain,7869.59,7872.59
,both licking,7873.59,7878.59
,both in vain,7879.59,7881.59
,both in vain,7882.59,7889.59
,both in vain,7890.59,7895.59
,both in vain,7896.59,7899.59
,both in vain,7900.59,7906.59
,both in vain,7907.59,7910.59
,both in vain,7911.59,7915.59
,both in vain,7916.59,7919.59
,both licking,7920.59,7924.59
,both in vain,7925.59,7928.59
,both in vain,7929.59,7933.59
,both in vain,7934.59,7941.59
62,valve opened,7946.59,7949.59
,both reach,7949.59,7955.59
,both licking,7956.59,7961.59
,both in vain,7962.59,7967.59
,both in vain,7968.59,7974.59
,both licking,7975.59,7981.59
,both in vain,7982.59,7987.59
,both in vain,7988.59,7997.59
,both in vain,8002.59,8004.59
,both in vain,8005.59,8008.59
,both in vain,8009.59,8013.59
,both in vain,8026.59,8032.59
,both in vain,8033.59,8037.59
,both in vain,8038.59,8040.59
,both in vain,8055.59,8063.59
63,valve opened,8061.59,8064.59
,both reach,8064.59,8066.59
,both in vain,8067.59,8072.59
,both in vain,8077.59,8080.59
,both licking,8081.59,8090.59
,both in vain,8093.59,8101.59
,both in vain,8113.59,8119.59
,both in vain,8123.59,8127.59
,both in vain,8128.59,8133.59
64,valve opened,8176.59,8180.59
,walk,8198.59,8216.59
,Noise generation,8215.59,8250.89
65,valve opened,8326.59,8329.59
,Noise generation,8365.59,8400.89
66,valve opened,8476.59,8480.59
,Noise generation,8515.59,8550.89
,two photon imaging,,8484.59
