x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054
674,2.9282792,0,1.5112022,0,0,0,0,0,0,4.197966,0,0,0,0,0.48620045,4.725773,2.1187034,3.7311156,1.2830814,0,3.4328399,1.1759903,0,0,0,0,0,0,0,0,9.704362,1.2239245,0,0,0,0,0,0.24152166,0,0,0,0,0.085026875,0,0.5024905,0,5.1782455,0,4.789526,3.0936265,0,6.5544615,0.59523857,0,0
675,2.9394803,0,0,19.186249,13.387821,0,0,0,0,0,5.525856,0,0,0,0,5.1350217,6.4743185,1.6815684,0,3.1549642,0,0,0,0,1.3910944,0,0,0,5.558154,7.893357,0,0,3.3102593,0,7.6961923,0,0,6.9024143,1.992266,10.325012,3.39856,0,0,0,4.5683703,7.1019354,20.044392,0,9.711344,0.7491355,0,25.246769,0,9.746514,0
676,0,15.226456,0,0,0.66114515,0,0,0,0,1.2251108,1.6274151,0.48363513,0,8.006099,0,0,0.46660382,2.452095,0,3.6948812,0,0,0,0,0.46215248,1.8644735,4.0652714,0,2.3157377,4.3819723,0,0,1.8403051,1.0134864,0,0,0,0,0,1.0166153,3.7252967,0,0,0,1.6111977,2.2007356,7.8328824,0,0,5.380087,0,4.449721,0,0,0.49862412
677,0,4.824085,0,0,1.5367265,0.1786184,0,0,0,0,2.4131217,0,0,11.318379,0,0,2.3466914,24.081945,2.9833856,12.394355,0,0,0,0,2.2796063,0.85528785,0,0,4.108656,8.742766,0,3.2963374,1.1445311,0,6.5053277,0,0,3.0429468,0,8.305957,2.376987,0,0,0,2.468536,13.817552,14.270218,0,6.3562884,0,0,6.217321,1.5547643,1.6199274,0
678,0,0,0,0,4.26398,0,1.8489995,0.104464576,0,0,5.8588185,0,0,9.4242935,0,0,1.8542937,0,0,0,0,0,0,0,0,0.64265287,4.7210717,0,2.0699544,1.9708524,0,0.95719147,5.003727,0,0,0,0,4.294131,0,0.56779486,1.6608266,0,0,0,2.7880602,5.813869,0,0,0,0,0,0,0,0,0
679,0,24.632055,0,0,0.66395617,0,0,0,0,0,4.9414487,0,0.24708161,0,4.2851057,0,0,0,0,0,0,0,2.0246649,0.7988864,0,1.1439582,0.47274318,0,1.4523207,4.7835627,0,0,0,0,0,0,0,3.0980642,2.7217991,0.67886275,2.5403085,0,0,0,11.458454,6.709872,22.446861,0,8.578943,0,0,0,0,9.102436,0
680,2.775767,8.753147,1.4382077,0,7.464616,0.5510751,0,0,0,0,5.833449,0,0,5.6075764,0,0,8.5804825,11.188712,0,0,0,0,0,0,0,2.054411,0,0,12.074056,8.336018,0,2.7387753,2.0423079,0,6.5673237,0,0,7.0786448,0,6.143147,1.0820017,0,0,0,0,1.4992635,10.742869,0,0,7.0591063,0,14.287926,1.9307146,2.6424983,0
681,0,4.895393,0,0,0,1.5853406,0,0,0,0,3.9338663,0,0,12.935379,0,0,0,1.871729,0,0,0,0,0,0,0,0,0,0,0,5.443268,0,0,2.1819048,0,17.091202,0.7236196,3.676764,0,1.5985386,7.1842804,6.6922426,0,0,0,6.911286,0.9573389,12.044387,0,4.5841603,3.0653815,0,9.917395,0,0.8210938,0
682,0,12.595022,0,0,0,0,0,0.19700265,0.59259933,0,0,2.4055214,0,0,0,0,2.62092,1.7731159,0,0,5.4300947,0,0,0,2.0609999,0,5.5040984,1.4661598,0,0,3.5631862,0.12200882,3.3341923,1.822501,10.581776,0,1.1649965,1.3260792,5.011185,0,2.6221619,0,0,0,0,0,16.638718,0,6.3850064,0,0,0,1.624205,0,0
683,0,1.6892267,0,0,0,0,0,0,1.1226921,0,0,0,0,0,2.1272569,0,0,0,3.465543,0,0,0,0,0,0,0,0,1.1450565,0,2.9661853,0,0.41752696,1.9668055,0,0,0,0,0.2706839,0,0.62412477,0.3808294,0,0,0,0,7.5735683,7.3714023,0,1.8997715,0.5702679,0,1.4209646,1.4813457,3.4072273,0
684,4.65619,0,0.37798083,0,6.195436,0,0,0,0,0,5.0050755,0,0,0,0,0.9838174,10.300541,11.592144,0,0,0,0,0,0,2.3376138,0,9.460406,0,0.7263715,4.057102,0,0,0,0.5458036,0,0,0,0,7.153424,0.9631659,0,0,0,0,0,0,0,4.5948544,0,3.6037657,0,0.6854426,0,5.6619525,2.4133022
685,0,20.074873,0,4.4809666,0,0,1.5349245,1.4011587,1.4049171,1.9357798,0,0.37261006,0,0,0,1.1118065,5.081819,0,3.448373,6.94332,3.7714949,0.49302122,0,2.5326598,0,1.0351533,0,2.4087186,0,3.6845343,4.1656547,0,0,1.0550442,0,5.151457,0,0,0,0,0,3.967005,0,8.614885,0,0,4.159854,24.29284,0,1.2271142,0,22.969572,0,0,0
686,0,15.225512,0,0,0,3.22546,0,2.6792476,0,0,2.1299353,0,2.4773037,0,0,0,0,0,0,0,0,0.61099994,0,12.351594,0,0,11.123019,0.44620448,0,9.130593,3.10179,4.897225,0,0,2.8530803,0,0,1.482143,0.3949975,4.482779,1.4647211,0,0,1.7179977,14.00464,0,36.46783,0,4.0967546,0.90243924,0,0,0.795773,0,12.799895
687,4.1095657,0,0.5171323,0,0,4.097157,0,0,3.9023056,0,2.082779,0,9.081931,0,6.9644585,0,0,0,0.6795308,0,0,0,2.9042716,2.0091703,0,0,9.082396,1.6132236,5.5871944,0.6260722,0,3.8715694,0.4395317,0,15.298334,0,1.5934217,0,0,0,2.7305486,4.0440335,2.2477067,12.404852,0,0,0,0,0,0,0,22.52964,0,0.5564596,0
688,1.9917095,0,2.8496075,2.7305005,0,17.56836,0,3.5047138,0,3.546224,3.2362099,4.984733,0,0.78614694,0,17.55512,2.0987365,12.665706,0.5640669,19.376106,10.459368,2.9264636,0,5.1086965,2.4458075,1.6075511,8.169716,0,1.4656014,11.020055,0,0,2.3059597,0.5113131,0,3.767741,0,2.1258876,2.1819823,0,5.5589957,2.9694786,1.7460078,2.707801,0,0,12.255288,0,0,0.54400766,4.1274405,19.923624,0,0.5969432,13.308115
689,2.9190056,1.834892,4.92906,0,0,0.75707537,4.9941325,2.3849406,0,0,0,0,4.9647093,13.446684,0,1.8198658,0.2810608,0,0,0,25.218191,0,2.6757903,2.74633,0,0.40870634,0,5.0700665,0,2.3091328,6.3595576,0,0,0,1.340956,0,1.2173568,1.9245634,0,0,0,9.675395,6.287498,9.737944,0,2.5999734,0,16.909206,1.1722635,0.7701072,0,14.928436,0.6147079,0.104386844,6.7268806
690,1.1713684,6.743317,3.744281,2.6718254,0.30758002,0,4.194033,0,0,2.2123501,0,0.33257928,0,0.8897028,0,10.653451,0.43609026,0,0,0,8.389068,1.4613107,0,11.914924,0,0,13.357225,0,0,1.7160168,3.087567,0.50193805,5.0552425,0.9197229,0,0,1.8189439,0,1.5291247,0,0,4.4342947,7.512294,0.37683633,0,0,0,2.8644965,0,1.5612279,0,35.567814,2.4911013,1.0699589,0
691,0,0,2.1764736,0,0,0,0,0,1.6140915,4.565802,0.40064338,5.458249,0,0,0,3.8913794,3.4173045,0,0.5668596,1.889256,0,0.3806534,1.140024,0,0,0,0,4.4843063,0,0,11.830971,1.2740463,0.24140446,0,25.306746,0,0,0.91343486,0,0.4329561,0.11830053,0,5.1187496,0.38361347,0,1.64868,0,0,0,0.8344715,0,7.401667,0,0,0
692,1.0735554,0,0.26485643,7.3495054,0,0,7.105776,1.9748102,0.5498851,7.071438,0,0,5.2738214,3.1779091,0,0,0,0.15367652,1.7663435,7.369457,0.75474054,1.0269217,3.5135489,5.5947585,0,0,0,5.0424395,0.8753875,4.9117465,0,0,0,0,0,0,1.554171,0,0,2.1194675,3.4667654,1.9074099,0,0,0,0,0,0,0,0,1.2096337,0,0.88918,0,0
693,0,0,8.750361,9.658399,0,0,0,3.7165973,1.0990512,0,0,3.5955086,5.947224,1.0822264,0,3.2495215,0,3.377741,0,9.421914,0,0,0.6106939,6.4868674,2.8932323,0.38555062,0,0,1.6553208,0,2.02538,0,1.0723658,0.82905734,0,0,1.3534895,0,0,0,1.9679685,0,1.836823,0.036515873,0,0,0,0,0,0,0,0,0,0,0
694,0,4.82149,0,0,0,1.052941,0,0,0.6200987,0,0.4086818,4.104326,0,0,0,9.914789,0.73561084,0,0,8.763772,0,0,0,0.28822532,0,0,0,1.1701341,0,6.1521745,0,0.64292,0,0.7278394,0,0.60804814,0,0,0.9437335,0.9926918,2.2157557,0,0,0.5150297,0,2.0342453,0,0,0,2.167636,0,0,0,0,0
695,10.37817,6.4747553,0,0,4.5834565,0.48486808,1.9994494,0,4.065029,0.74277204,0,0,5.5991044,5.2092934,1.1261508,0.072715335,0,0,0.22454783,1.2001073,0,0,0,10.0217905,2.9676387,0,16.584677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6880767,0,0,0,0,0,0,0.29056,0.3419824,0,1.1212701,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,3.9341838,0,0,2.7244735,0,0,0,0,1.4657799,3.1003425,1.5530738,2.628602,0,0,1.5858092,1.2544087,0,0,2.2365637,0.90208155,0,0,0,1.2615522,0,8.688702,1.7528018,0,0,0,0,1.5306573,0,0,0,0,0,0,0,0,3.3163016,10.515931,0.37723118,0,0
697,0,0,0,2.302596,0,0,0,0,2.3050182,0,0,0.12407423,0,0,0,5.2918386,0,0,0.003644924,0,0,1.8257267,4.3557067,0,0,1.2380111,0,0,0,0,0,0,0,0,0,0,0.6974886,0,0.75746596,0,0,0,0,0,0,0,0,5.4707675,0,0,7.86392,0,0,0,2.5744593
698,3.9622395,0,0,0,1.7037355,0.848941,0,0,0,0,5.7438626,0,0,1.4053246,0,0,3.2889137,0,0,13.062069,10.864033,0.112928405,0,0,0,0,22.784925,0,3.067496,8.119149,2.7673635,0,0.6738124,0,0,0,0,0,0,1.5075855,2.6982412,3.5595548,1.3231076,0.8136337,18.198975,0,6.842499,11.3666,0,1.8928593,0.12970605,2.3547292,4.344848,0,0
699,1.9649713,0,0,0,0,0.6932256,0,0,0,2.6262867,0,0,0,11.473967,0,0,0,0,0,0,0,0.49731508,0,15.647672,3.0517163,0,0,0,0,2.0677114,5.4186716,2.3361542,0,1.15868,0,0,1.2568338,0,0.003299358,0,0,0,0,0,1.7279189,0,0,0,0,0.07548255,0,2.5728939,0,0,0
700,5.3902974,5.520763,0,0,2.9552307,0,0,0,0,0,0,1.6029625,0,0,0,0,0.14785258,3.611109,0.82735467,0,0,4.3786464,1.1499299,0,0,0.49490005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5916388,2.6551816,0,0,0,0,0,5.101815,0.07248381,0.59020543,0,0.0362291,0,1.7116094,1.4843354
701,1.5924205,0,0,0.32013807,0,3.53806,0,0,0,8.103337,1.3401579,1.6309736,7.506315,0,4.6193285,12.598321,0,0,0.9857347,0,0,0.90716887,2.8802974,4.967729,0,0,0,0.4325739,0,0,5.285779,0,0.86511266,0,2.2466316,0,3.1666608,0.65567976,0,0,0,3.3618128,0,0.70058453,0,2.192261,0,0,0,1.8133283,7.708803,0,0,0,2.793712
702,0,22.45296,0.79124284,0,0,0,0,0,0.2865443,0.20882018,3.8040965,0,0,0.44972637,0,0,2.4835749,0,0,13.855476,0,0,0.98213685,3.2635553,1.0509974,0,3.0157773,1.3627967,0,1.5090274,4.208127,3.2749367,0,0,0,0.74223065,0,0.94540143,0.34608573,0,0,0,0.42945516,1.9206034,0,0,0,9.707941,0,0.73534435,0,0,0,0,0.2633734
703,0,0,0,0.43701485,0.42914364,0,0,2.8873332,2.2915425,0,0,0.7605632,0,0,0,0,0,6.095652,0,7.0514174,0,3.3576167,1.2311016,0,0,1.009659,0,2.2204096,0,0,0,0,0,1.2269987,0,2.210103,0,0,2.1078455,0,0,0,0.06497068,0.09598664,0,0,0.19534653,0,0,3.1337407,0.50904286,0,0,0.9147331,3.5795035
704,0,4.284474,0.6055221,0,0,3.8883543,1.3623359,1.8536546,5.638934,2.67678,0,1.9353795,10.849786,3.6647506,0,5.719011,0,1.6526868,0,0,0,2.0582426,0.43626466,0.9560354,0,0,0,0.39828598,0,0,0.7422036,0,4.1555586,0,7.403933,2.450787,0.45096734,0,0,0,0,0,0,2.5720959,0,0,0,0,0,0,0,15.270283,0,0,0
705,0.2095927,0,1.5910358,0,4.763549,0,0.28268397,0,0,3.6591327,0,0,0,0,0.30260038,0,0.23859334,3.1355343,0,1.4534724,0,4.8133106,3.414899,0.87270933,0,0,0,2.5971644,0,0,0,0,0.8606708,0,1.8556027,1.658098,0,1.7494214,0,0,0,1.0264148,3.5519366,0.76204634,0.2690391,0,0,0,0,0,2.3589563,3.3079967,0,0.5354543,0
706,1.8225088,1.522476,1.2484654,2.3911405,0,0,0,0,2.473735,0,4.375164,2.0325196,0.3564671,2.7823682,2.571458,8.379868,0,0,0,14.275215,0.85332996,2.4025538,0,0,1.8730392,0,8.597907,4.408721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4063983,0,2.636413,2.1403897,5.8795147,0,0.5167091,1.1377547,0,0,0,0.32121617
707,5.546052,0,3.106458,7.8957624,0,1.8710618,3.5080528,0,0,0.63457495,2.3000035,0,0,0,0,0,0,0,2.4214592,8.460284,0,0,0,4.079584,0,1.3669373,0,0,0,0,2.489043,0.4732621,0,0,0,0,0.6176467,3.683236,0.8168634,0,0,2.293952,1.8936725,2.648918,1.7743666,3.2129524,0,0,0,1.6381682,0,0.6202522,0,0,0
708,0,0,0,0,1.6709603,0,0,0.8150165,0,0,0,0,0,1.2696961,0,0,0,0,0,6.0015235,0.49379277,0,3.0904777,0,1.0157264,0.73303634,0,0,0,0.39745435,1.2741934,3.2050245,0,0,0,0.37238723,0,0,0.46097684,0,0,4.374146,0,0,4.991379,0,1.4171314,1.0882725,0,0,3.4174063,1.9868335,0.5465875,0,0
709,0,0,0,14.891714,0.48534924,1.1594853,0,2.1693895,4.450342,0.9487159,0,0,3.5914032,0,5.4071765,0,0,11.170005,0,0,5.902027,2.2711036,0,2.2749257,0,0.20031008,10.172571,1.3735293,1.3314494,0,9.112214,0,0,3.769251,0,4.748199,1.745363,0,0,0,0,2.9930887,0,0,0,0,0,0,1.4044275,0,0,13.333301,1.8456297,0.07542096,0.17186908
710,2.5246632,0,2.1651866,0,0,0.82945645,3.0075147,0,0,1.6464819,0,0,1.2721994,0,0.015664695,4.5605807,0,0,1.0150127,0,0,0,0.7349743,2.3798912,1.1842947,0,0,4.6681743,0,0,0.6390824,0,1.210225,1.3128526,0,0,0,1.5470351,0,0,0,2.1694489,1.1077756,0,3.8898864,0,0,11.0582485,0,0.89307916,1.5559006,0,0,0,0.08435603
711,0,0,0,3.484228,0,0.66324276,0,0,0,0,0,2.066127,5.153012,2.502385,0,5.712767,0,0,0,3.7419505,0,2.2839994,0,3.7412543,0.016281258,0.006638351,12.541171,0,0.8178338,0,0,1.9907827,1.8264618,0,0,0,1.1687143,0,0,0,0,0,0,0,0.16294773,0,0,0,2.2673633,0.033488326,0,0,0,0,0
712,0,0,0,0,0,6.7896547,0,0,0,0.16251191,2.7127132,0,0,0,2.836489,0.19113335,0,4.839763,0,6.226455,0,0.3518031,0.29555535,0,0,0,5.832799,0,1.781357,0,13.420638,0.04281314,1.502826,0,0.12529317,0,0,0,0.3191157,0,0.85706604,0,1.6761043,1.6965348,1.9639426,0,0,0.4509678,0,0,0.9183656,3.9068682,0.1640746,0.08751699,0.91010773
713,0,0,1.2848089,9.589867,6.582194,0,0,2.1150584,2.7839315,0,0,0,0,2.7739604,0,0,0.2674801,0.34915164,0,1.8677539,0.86028135,5.1550307,0,0,0.003413303,0,3.166819,3.0837693,0,0,0,0,0,0,1.6649846,0,0,0,0,0,1.7129055,0.058928013,3.9865613,0,1.0706197,0,8.161299,2.537887,0,3.9097903,0,0,4.4892864,2.0608363,1.3152926
714,0,3.0443764,0,0,0,0,0,4.7709227,0,4.60283,1.6867523,0,0,5.2365623,0,3.680882,0,6.800937,0.7783158,5.530799,0,0,0,7.9478464,0,0,0,0,1.7378616,1.9507673,0,2.138773,0,3.0074148,15.124724,0,0,7.376854,0.9369215,1.1835358,0,2.1352918,0,0,0.92711425,3.199673,0,0,0,1.614926,0,0,0,0,2.9171216
715,0,1.1842543,0,0,0,0,0,0,0,0,0,0,0,3.6130996,0,4.538056,0,0.19543988,0,14.116076,0.54702735,0,1.7956954,0,0,2.6413054,2.7907822,0,0.06894133,0,7.5080247,0,0,0,0,0,0,0,0.5931727,0,0,0,0.92670864,0.5358454,0,1.0143963,0,0,0,0,0,0,1.1209391,0,0
716,3.6035028,0,0,0,1.5537763,0,1.6495646,1.9563477,3.1108382,4.28177,0,0,0,0,1.6098281,0.55376416,1.5838741,4.1399026,0.41904715,0,1.4219917,0.6141291,4.95776,0,0,0.18378091,7.6925197,0,0,0,0,0,0,1.593579,8.869867,0,0,0,0,0,0,1.4981271,0.6418963,0,0,0,0,0,0,0,0,0,3.0460505,0,0
717,1.6838232,0,0.9979356,0.67080754,0,0,0,0,0,0,0,0.44048995,4.257096,0,0.22554773,3.9075756,0,0,1.2742904,8.221987,0,2.6202123,2.0968578,1.0155426,0,2.1423137,0,0,0,1.2960483,0,0,0,0,0,1.9431695,0,2.985262,0,1.754074,0,0,0,2.308522,0,4.546483,0,9.107947,0.120239004,2.4296353,4.2313457,0,0.73958534,0,0
718,3.5121534,10.489972,0,6.3404636,0,0,2.4615476,1.997599,2.6194227,0,0,0.5190773,4.7338333,0,0,0,0,6.349733,3.034916,12.418218,0,4.716627,3.8833137,0,0,0,0,2.2637146,0,0.9397939,0.009046377,0,0,3.2970548,5.4753647,0.29627436,0,0,1.318491,1.16884,0,0,0,0,0,0,7.1820474,7.2565184,0.20758675,0,0,0,0,0,0
719,0,1.3267338,0,0,0.52699983,0.32335252,0.42196253,1.0260261,0,0,0,0,0,0,0,0,0.105714895,0,0.33298996,4.435537,0,2.2733307,0,0.01115314,3.1792448,0,0,4.5203023,0.8361923,0,5.996354,0,0,0.4146017,0,1.2609851,3.4815726,0,4.233404,0,0,0,0,0,0,0,0,14.000219,0,4.363829,0,0,0,0,0
720,6.08274,1.5182447,0,0,0,0.24833304,5.0543404,0.79849225,0,0,0,2.3061564,0,0,1.788488,6.0042105,0,12.92571,0,0,3.9968793,0.8467731,4.190741,7.8491397,0,0,4.528989,0,1.6854342,3.652551,1.5798539,1.678555,0,0.80404156,3.1582944,0,0,0,0,2.0163147,0,1.0623531,1.8514069,0,0,0.58621037,0,0,0.7679304,1.9961145,0,4.5513787,0,0,0
721,0,1.2063711,0,0.3006445,1.2275383,4.9298997,0.8602858,0,0,0.13648796,0,0,0,4.416505,0,2.7558296,4.7078414,0,0,12.257483,0,0,0,1.8829559,0,0,5.015278,0,0,0,0,1.7700624,0.8990107,0,0,0,2.1321993,3.6093965,0,1.926191,3.3433332,4.020616,2.7275136,0,0,0,0.38410193,0,0.326976,0,0,0.22596262,0,3.9167407,0
722,2.2188163,0,0,0,0,0,0,0,3.9386904,3.1355717,0,0,1.1457417,4.7396426,0,2.8307576,0,3.6387126,2.8748968,15.370207,0,0,0.4205455,0.7799785,0,0,2.1792736,4.787355,0,0,1.5769644,0,0,2.7739499,0,0,0,0.20931588,0,0,0,0,0,3.1451647,0,0,0,0,0,0,0.003196562,1.8162411,1.9933777,0,1.0309056
723,0.75452524,0,3.3862395,0,0,0,0,2.3911989,3.74782,0,1.2052276,0.6611401,0.3765829,4.863698,0,0,0.24024095,8.238421,0,0,2.3099945,0,0,3.1928532,0,0,3.6975594,0,0,0,11.70362,1.9909691,1.7072061,0,0,3.011256,0.09847176,0,0,0,0,0,1.2235116,0,7.2458596,0,3.2714045,0,0,2.6100695,0,0,1.4105319,0.089077234,0
724,0,0,0.8332342,0,0,0,0,1.1999159,2.2158718,3.1580215,0.816016,0,0,0,0,0,0.9951613,0,0,0,0,0,0.019854082,1.5528346,1.1867161,0,0.71325976,0,4.9842854,0,0,0.8891603,0,0.017662844,0,0,0.89951366,0,3.3200996,2.0942433,6.8473125,0,1.2962221,0,0,0,7.404968,0,0.7594603,2.3645208,0,0,2.0275688,5.476821,2.6872897
725,4.681373,0,0,0,0,3.9354177,0,0,0,0,0,4.8774285,0,13.642716,0,0,0,0,0,8.92095,1.9595433,2.3190758,0.5177104,0,0.4502992,0,0.000963187,0,0,0,8.061897,3.0957496,1.1638993,0,0,0,1.4318731,0,0,0,0,1.3019987,0.27971697,2.5033593,0,0,1.513436,4.0668592,0.5185505,2.45335,0,9.429174,0.9143083,0,0
726,1.418121,7.9966207,0,0,2.3120935,0,0,0,0,0,0,0,3.79912,1.4839756,0,0,0,1.7574106,0,0,0,0.13822132,0,0,3.0330057,0,0,0,2.0362606,3.1465983,4.0329614,0,0,0,0,0.268869,0,2.350496,0,0.95475507,2.7190878,0,0.57304907,0,4.8841863,0,3.5841763,6.9583187,0,0,0,4.6268787,0,1.2273803,1.6463577
727,0.40929672,0,0,0,0,0,0,0,0,0,0,0,0.65054864,0,4.2661314,4.7500134,0,2.9524693,0,6.0090094,4.4682207,0,0.6501697,8.839882,0,0,0,2.0678828,0.21652757,0.60986936,0,2.303827,1.0727338,1.6769168,0,0,0.13279966,0,0,0,0.9229557,0.26504654,0,0,0.49947932,4.8197393,3.4302444,0.23551546,5.9173837,1.2566494,0,0,0.20658487,0,0
728,0,3.3131683,0.6398525,0,0,0,0.9256361,0,0.13640518,0,0,0,4.3065834,0.059884667,1.3442842,3.48059,0,0,0,4.4615464,0,0,0.72199386,0,0,0,0,1.435849,0,0,0,0,0.9801746,0.12168172,13.736233,2.7489579,0,0,0,0,0,0,0,0,2.7468436,0,0,9.654933,0.2605445,0,0,0,0,0.2346172,0
729,0,0,0,0,0,0,0,0,0.70013255,0,0,0,0,12.469591,0,0,1.7478415,0,3.0523279,2.6481416,0.26702493,0,0,0,0,0,0,0,0,0,0.31966418,1.8265874,0,1.1857045,13.370233,1.1743972,0.20884119,4.2990637,2.2076857,0,1.0668819,0,1.9645627,3.925686,0,0.31446645,2.291175,0,0.08285245,0,1.2696011,0,0,0.26267675,1.4777529
730,0,0,0,0.056613624,0,0,3.0722294,0,5.956688,2.5346117,0.30353406,1.064332,0.003139423,0,2.7025144,0.66894674,4.421447,9.095605,1.1242399,0,0.37614268,0.47265548,1.7897891,7.905592,3.9621787,1.7276837,3.710524,0.84458876,0,0,0,0,6.279024,0,0,0.38703763,0.83166814,0,0,0.37536836,0,0,0,0,0,1.9640677,0,3.346436,0.23615383,0,0,0,0,0,1.2266153
731,0,0,0,0,0,1.1128075,0,0.96385604,0,0.41207206,0,0,0,5.4464707,0,0,0,0,0,0,1.7466339,0,0,0,0.39154273,2.288317,7.085482,0,0,0,0,0,0,0,0,2.5131905,0,0,0,2.639709,0,0,0,0,1.3210927,1.988034,0,0,0.71206087,0,0,0,0,0,0.42765808
732,0.85251004,0,0,0,5.9668307,0,0,0,0,0,6.418628,0.93628544,0,0,0,0,6.030544,0,0,0,0,0,0,0,0,1.283356,0,0,13.755069,2.7867258,0,0,0,0,13.7327795,0,0,5.410231,1.7518059,14.236249,3.424119,0,0,0,24.207495,7.9045625,22.577686,0,9.421233,0.37275705,0,11.136783,2.7015798,8.492017,0
733,4.315994,16.38315,0,0,0,0,0,2.6252716,0,0,7.9938602,0,0,0,0,0,8.346395,5.432447,0,0,0,0,0,0,0,0,0,0,4.095877,6.3156843,0,0,4.0907636,2.2385368,26.25805,0,0,0,0,0,0,0,0,0,0,0,13.7141485,0,0,3.848376,0,0,2.267003,5.7266474,0
734,2.858424,0,0,0,5.8202047,1.1248178,0,1.0630424,0,0,1.109363,2.7064412,0,0,0,0,4.283878,0,0,0,0,0,0,0,0.2636868,2.1861243,0,0,1.9616371,0,0,0,1.0714989,0,0,0,0,6.0348835,6.101881,10.240993,0.74962753,0,0,0,9.585522,3.3390293,12.831969,0,3.1275253,1.4113573,2.5673509,0.9593527,0,0.65800345,0
735,0.14338881,0,0,3.0771947,0,0.25355878,1.261772,0.8824856,0,0,0.029143162,0.9929617,0,0,0,0,3.33987,0,0,0,0,0,0,0,3.8927195,0,10.401777,0,0,1.1870893,2.1821468,2.8063452,1.9159867,1.3007768,0,1.6647177,1.1216524,0,0,0,0,0,0,0,0.6836429,0.9827382,9.520231,0,0,0,0,0,0,0,0
736,0.66893053,0,0,0,0,0,2.9884427,4.3423314,0,6.483078,0,1.1121429,6.4504704,4.370471,0,0,1.0797967,2.2644246,0,1.115948,0.6706011,0.45117378,0.29552826,0,0.814987,0,0,1.4233358,0,0,4.0808625,1.3750508,1.3030752,1.1063488,14.339401,0,6.2982326,0,0,0.69233626,0,0,0.6899462,1.2813013,0,0,0,13.321033,0,0,0,0,3.3833306,0,1.6884943
737,0,0,0.0063441,0,2.2921717,0,0,0,0,0,0,0,0.6133549,0,0.5410946,0,0,0,0.75267607,9.923293,5.1857977,4.599421,0,0.28195596,0.33048618,0,6.3227477,3.082168,0,0.04182327,3.1429589,0,0,0.6699847,11.404039,0,0,6.758316,0,0,1.057098,3.786675,2.1938555,2.4364038,0,0,0,1.5969305,1.4749308,0,3.7607684,3.6445222,2.8850012,0,0
738,0.4945534,0,1.086968,15.750282,0,3.3887057,0,0,2.9112873,0,4.059032,1.1546702,4.425206,0,0.18668522,0,0,0,0,4.3639336,3.5961242,2.5404315,2.069831,3.030678,0,0,0,1.5705475,0,0.13325122,4.869816,0,0,0,0,0,2.661473,0,0,5.1837535,0,4.11203,0.6357357,1.1943849,0,0,0,5.254441,0,1.2999525,1.3008024,0,0,0,0
739,0,4.3669977,8.504236,0,0,0,0,0,0.110852584,0,0,0,0,0,1.2145158,0,0,0,0,20.839827,0,0,1.1268905,1.11214,0,0,1.6843562,0,0.4071953,0.6335426,1.9564354,0,0,2.010494,8.268992,0,0,0,0,0,0.98755467,2.025253,0.044757787,2.2204845,0,0,0,0,0,0.015724428,1.4244828,5.603578,0,0.23066744,0
740,0,3.635943,2.6218681,0,2.6483498,1.2134169,0,0,1.0466961,0,0.33096564,0,8.538293,9.03344,1.8706352,5.106027,0.30956855,3.860593,0,0,2.9218974,0,0,0,0,0,6.643008,2.6339724,0,0,0.39752215,3.6025608,0,0,8.756788,1.6789798,0,3.3186228,2.7023425,0,1.7340502,0,0.6657263,0,0.7470857,0,0,0,2.2573485,0,0.19325095,0.077670895,0,2.7902803,3.4868484
741,0,0,7.395588,7.84367,0,0,4.7331867,0,0,3.5834067,0,0,0,0,1.110147,7.246421,0,0,5.5436554,0,0,0.030151127,1.0033144,8.145585,0,3.2440965,0,1.1214454,0,4.5588527,0,0,0,0,4.7998786,0,0.008867858,0,0,3.7869155,0,0.98229146,1.4927679,0,0,0,0,0,0,0,4.8346252,0,2.5761003,0,0
742,0,0,0,0,0,0,3.0495222,0,0.045093976,0,0,3.8309593,0,0,0,1.0661888,0,0,2.3866668,1.875484,2.7264655,1.1082301,2.8116071,0,0,0,0,1.807819,0,4.891533,0,0,1.8955413,0,16.783476,3.0343938,0,1.9005526,3.2471,0.061918993,0,0,0.5898479,3.0768225,8.619418,0,3.9388099,0,0,0.17051154,3.4085824,0,0,0,0
743,0,4.9008045,0,0,0.7203073,0,0,0,0.44072172,0,0,0.67630196,0,1.9783987,0,4.900014,0.37392825,0,0,1.4636388,0,0.6015702,0.78731805,9.39186,0,0,3.4410195,0.14701091,1.8162179,0.065054744,10.640859,2.1235034,3.111992,0,3.5386584,0,2.903523,2.496783,0.51881516,0,0,2.8108323,0.99142766,1.3148537,0,0.41211367,5.3242145,0,2.6751282,0.29339427,0,10.515096,0,0,1.3931544
