x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0523982,2.1344094,0,0.3222452,2.5777218,0,1.0057337,1.0447352,0,0.5595241,0,0.6299602,11.72346,5.4069676,0,3.6473546,1.8139707,0,0,0,4.217858,0,1.4782774,0,0,0,0,3.0604773,2.2865949,0,0,0,2.4752758,0,9.690015,2.4431596,1.934803,0,0,0.2175073,0,0.2408639,2.5401137,2.079145,18.159338,0,0,0,0,0.115176134,1.8072441,11.122549,1.8225433,0,0
2,0,0.82620037,0,0,0,0,0,0,0,7.0632286,0,0,1.6006168,4.5137644,0.70713055,0,0.2850607,0,1.0088269,0,0,5.938505,0,5.888707,2.0836394,0.105966724,22.985874,0,3.7450144,0,0,0.14387901,0,0,0,0,0.60130525,0,0.3420336,3.4252663,1.5235388,0,0,0,0,3.3698695,4.298367,19.112398,3.5089548,0,2.111429,0,0,0,1.2152033
3,0.61261857,4.521495,6.0903015,0,0,0,0,0,5.7405543,0,2.1421702,0.16348004,0,0,0,0,0,0,0,0,0.09976693,0,1.4694942,0,0,0,1.9288307,1.3991436,0.78186303,1.0585974,19.35577,0.45507798,2.894035,0,0,0,1.8584546,0,2.8441746,1.9521047,0,2.9027321,0.7312173,0,0,0.22642395,0,0,0,0,0,0,0,0,4.033258
4,2.462435,0,0,0,0,0,0,0,0,4.616931,1.7982204,0,0,0,0.51816684,0,0,0,0,0,0,3.2315385,0,0,0,0.39146876,4.492227,0.5402328,0,4.4171195,0,2.7928731,1.1436522,0.5345784,11.999391,0.26868534,0.73909557,1.2896084,1.3230942,0.457435,3.9448888,0,0,1.7899011,6.993345,0,0,3.8134005,0,1.5234597,0,12.869035,0,0,0
5,2.2852046,9.615042,0,0,0.84086657,0,0.39605168,1.0737801,0,0.51245874,3.5125318,0,8.268682,0,0.49800447,0,0,0,3.7416925,1.1598608,0.99985373,2.1302378,0,14.868328,0,0,0,0,2.9644606,1.4755791,6.89133,0,1.2802365,0.55716395,0,4.4743657,0.5970177,4.345156,0.8804992,0,0,0,0,0,1.5836773,2.503122,0,0,0,0,1.9167186,15.60799,0,1.9081562,0
6,3.7910368,2.0924833,0,0,13.480641,1.676323,0,0,0,0,0,0,1.6132623,19.61558,0,8.023573,0.7140405,11.559228,0,5.5616727,8.669538,0,0,0,0.3646367,0,5.4831743,0,0.42248726,5.1807446,3.8358576,5.3530126,11.294852,1.4144167,41.446083,0,0,6.549773,2.6187298,11.348366,12.092933,0,0,0,4.467237,1.2900084,26.183798,0,3.8751493,8.528289,0,17.217314,0.7248793,1.5918506,0
7,0,0,2.2961807,0,0,6.2280574,0,0.45652872,0,9.433934,0,0.9939635,0,8.760311,1.121146,0,1.99877,0,0,3.9737394,5.053934,2.9363317,0,11.175352,0,1.5497272,4.6794944,0,0.27882436,1.2032288,15.095843,2.7936099,0,2.049242,8.985446,7.0700073,3.2826757,0,0,0,0,0,0,0,0,0,0,0,0.20194072,0,0.31594127,1.7884684,0,0,0
8,0,0,0,0,0,0,0,3.3227017,2.2792504,0,0,0,0,4.445734,0,15.811181,0,2.1447701,0,11.192921,0,3.2224488,0,0,2.1523855,0,0,0,3.57851,6.2119565,6.264678,0.41114694,4.0850544,0,15.580701,0,0,0,0,3.9831173,9.967615,0,3.0098586,0,2.9074218,0,2.93212,0,0,1.7881817,0,2.5291111,0,0.63127744,0
9,0,0,0.35036153,1.2824486,0.6275976,4.2541833,3.8099568,0,3.528621,2.1859403,2.47512,3.3281925,1.8516101,0,0.32130688,1.7815065,0,0,0.37118158,0,1.8788294,2.0519269,0.29754382,0,1.519643,0.62067294,0,4.9688334,0,0.50502515,2.6141908,3.0058265,2.1130612,0,0,1.0154243,0,0,2.6264572,0.6053923,0,0,0,0.26477772,1.1066402,0,1.9324567,10.06695,0,2.3599777,0,5.6061378,2.363976,0,0
10,0,0,0,0,0,0,0,0.28082597,0,0,0,1.1209013,0,12.626244,0,0,0,2.5562785,0.1697567,6.1869903,0,0,0,20.017769,0,4.2008457,13.166367,3.0566473,0,0,0,0.6160405,2.229843,3.111321,1.0534188,0,2.79016,0,0.74248874,0,2.0250587,0,1.2318063,0,0,2.5342295,0,0,0,4.55486,1.115213,0,0,0,1.2340242
11,0,0,0,0,0,0,0,0,0.5669574,1.8971249,0,2.2466972,3.1309822,20.344019,1.6006147,7.2399793,0,0,0,13.450296,5.583989,3.2663915,0,0,0,0.26798186,0,2.9320974,0,1.4749787,5.5156527,0,0,0,34.00485,0,1.6757036,0,0,0.21868011,0.6557641,0.8031185,3.3458533,0,0,2.5622327,0,0,0,1.5334945,0,0,0,0,0
12,6.4404316,0,0.8009678,0,0,0,0,0,5.8993855,0,0,8.400143,1.3742152,12.351361,0.16803886,1.846864,1.1300094,3.0151174,0,0,1.6856728,2.6968057,0.031111134,0,5.284208,4.7787495,0,0.73370856,0,0,3.9472253,2.9124672,2.0533485,0,0,0,0,0,0.769149,0.32504418,4.3632584,2.4977343,0,0,0,0,0,10.902998,0,2.5974467,0,13.144216,0.32420143,0.19264765,5.826772
13,0,28.145176,0,7.751165,1.0621496,1.016914,0,2.9811354,0.5967946,0,0.31032506,0,1.6340063,0,0,0,0.6543725,0.72222763,0,8.343521,0,0,4.948439,5.991463,0,0,0,0,0,0,0,0,0,0,0,0,1.6895313,0,0.38435814,0.27158707,0,0,1.4248215,0,0,0,0,0,1.487612,0,0,10.936016,0,0,0
14,0,0,0,0,0,0,4.4510665,0,0,0,0,0,2.5303402,0,0,0,0,0,1.3147384,17.238176,6.564561,1.0316502,0,0,0,0.19544396,0,0,0,0,0,0,0,0,0,0.8575411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0160584,0
15,5.617195,0,3.5297673,1.0028647,0,2.3280296,3.6541796,0,8.143152,1.4535664,0,0.88338625,3.3194206,7.847385,0,5.671685,0,9.505623,1.4801382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.198353,0,0,0,0,0,5.291745,0.44726422,0.39625284,0.18346,0,7.0410104,0,0,0,10.082516,0,1.1974388,0,0
16,0,12.695692,0,0,0,0,0,0,0,2.0799246,1.9086378,0,5.0860834,6.626212,2.0054646,0,0,0,0,0,0,0,0,0,0,3.2261257,0,0,1.5825896,0.67474276,0,1.0491571,0.2357151,1.308044,10.053474,0,0.3818061,0,0.26135272,0,0,0,0,1.7405431,1.2666208,0,0,4.999765,0,0,0,1.5356371,0,0.5274526,1.5908011
17,1.1870908,0,0,0,0,0,0,0,0.042447202,0,0,0,0,5.3111286,0,1.0986316,0,0.68537205,0,1.3797286,0,0.028391602,0,0,0,0,0,0,0,0.31828293,0,0,0,0,0,2.8039498,0,0,0.10912369,0,0,3.3471515,0,2.85426,0,0,0,4.599701,0,0,0,0,0,0,0.9815103
18,0,0,3.1973376,0.78994685,0,0,2.4886298,4.227952,0,0.9351642,0,1.9952348,0,0,3.9028423,0,0,0,1.3827676,0,0,1.240203,0,0,0,0.5037078,0,0,0,0,0,0,0,0,0,0,0.1274749,0,0,0,0,2.9449716,2.8259356,1.3705488,0,0,0,0,0,0,3.8736384,0,1.5547726,0,0
19,0,0,0,3.6236317,0,0,7.2679777,2.6968083,4.392983,0,0,2.5418663,0,0,1.4966472,0,0,0,2.4301476,2.9184797,0,0,1.079117,0,0,0,0,4.002953,0,0,0,0,0,0,0,0,2.2879832,2.1157744,0,0,0,6.838636,0,4.7311387,0.948869,0,0,0,0,0.30223384,6.3620834,0,0.6086651,0,7.87252
20,0.99052626,0,3.138868,0,0,4.0904007,0,2.6283996,1.5433193,0,0,1.8157717,0,0,0,0,0,0,0.9015482,0,0,0.2713961,3.4528077,1.7981104,0,0.9014803,0,3.9259114,0,0.94970226,6.1202793,1.3922325,1.7963521,1.9541306,23.925205,2.577411,0.5581658,3.6630733,0.8403212,1.7510834,7.0748644,0,3.8780475,0,0,0.059652064,0,2.065903,0,0.020697972,0,8.449078,1.1838052,0,5.115499
21,0,4.476578,1.9638346,4.178238,0,0,0,5.868656,2.6626043,0,3.3764493,0,0.42565018,0,2.2998762,0,0,0,0,0,1.2276806,0,1.9904228,0,0.4310972,0,10.289983,0,0,0,0,0,0.76028407,0,0,1.943435,0,0,0,0,0,7.4594793,0,7.242915,0,0,0,7.9879446,1.1044004,0,2.0366607,0,0,0,8.175284
22,0,8.535197,4.985688,2.867551,0.52617073,0.3146754,4.459703,0,0.009589807,5.2488685,0,0,1.4884211,0,0,0,1.4537853,0,0.65807474,0,0,3.0886557,1.2781651,1.4295154,0.113378875,0.19148844,2.9757771,4.4862905,0,0,12.274965,0,0.6317481,3.4185252,0,2.0645072,0,0,0,0,0,6.490488,0.52873003,5.800939,0,0,0,3.042436,2.0730736,0,4.3953547,0,0,0,0
23,0,0,0,0,0,0,0.7317973,2.9342036,10.265136,0,2.9467394,1.6491939,5.68128,0,0,0,0,4.108696,0,0,6.436015,0,0,0,1.6863021,0,0,4.101595,0,0,0,0,0.1868298,0,0,0,7.7009325,0,0,0,0,2.9228554,0,1.7438684,0,0,0,5.0975795,0,0,0,4.1846585,0,0,0
24,0,0,1.1393869,27.18921,0,0,2.5398939,3.8368568,0,0,0,0,0,0,1.3117275,0,0,0,0.031935185,0,1.0436293,0,0,9.854637,0.31440154,0,7.710193,3.6518297,0,0,3.652733,0,0,0,0,1.0039797,1.5159836,0,0,0,0,5.9787583,0,0,0,0,0,9.970727,0,0,4.935763,0,0,0,1.2467805
25,0,28.643217,1.0847222,0,0,0.27285722,2.661569,6.175103,0,0,0,0.7309136,0,0,0.6103149,3.6884267,0,6.9748607,1.3900806,0,0,0,0,0,0,0.06211239,0.20031665,3.606892,0,0,0,0.17814024,0,0,0,6.6834903,0.57442456,0.7053663,0,0.850012,0,1.8539776,0,6.656961,0,0,0,0,0,0,0,0,0,0,1.0601248
26,0,10.386642,0,0,0,0.5495157,1.184595,2.5884612,6.394744,0,0,0.99652416,0,0,6.9466248,0,0,1.9320759,0.36642823,0,2.8214304,2.0890636,0.3134695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41601524,0,0,0,3.5361977,0.38155115,3.0213792,0,0,0,16.20028,0.2928421,0,0,5.1609817,0,0,0
27,0,8.922539,0,0,0,2.336418,0,9.156532,0,1.3487101,0,0.3426201,0,0,0,2.6638784,0,0,4.032506,1.147209,0,0,0,3.3324902,1.4139987,0,0,4.644852,0,1.7893255,0,0,0,0,0,0,2.6023946,0,0,0,0,4.4754596,2.603068,4.9597483,0,0,0,0,0,0,1.7776333,0,0,0,0
28,0,0,2.7016592,0,0,0,0.87637275,0,0,0,0,0.48218915,0,0,0,0,0,0,1.0561984,0,0.49041113,0,2.227856,0,0,0.36900687,0,0,0,0,0,0,0,0,0,0,2.5163763,0,0,0,0,0.46848702,1.7807649,0,0,0,0,9.551209,0,0,0,0,0,0.022198029,0
29,0,0,0,0,0,0,7.9940705,0.15176359,3.8556004,0,0,0,0,0,4.667605,5.6246476,0,5.8882556,0.61946964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12653999,0,3.6318498,2.1860402,0,0.27185118,0,0,5.2840114,0.1488273,0,6.062515,0,0,0,0,0,0,0,0,0,0.4223937
30,0,0,6.733592,9.063779,1.2774862,0,0,0.17683478,1.7616541,5.080597,0,0,0,0,2.7060556,0,0,1.707853,0,0,0,0,0.48556644,0,0,1.683162,0,0,0,0,2.0424483,0,0,2.0415258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6919057,0,0,0,0,0,0
31,0,1.0761156,0,0,6.8848557,6.545181,0,0,0.32335615,0,0,0,0,2.0856855,0,0,3.4279068,0,3.180273,4.1962337,0,0,0,0,0,0,0,0,0,13.387484,0.5084874,3.9216428,2.2207763,0,31.172977,0,0,2.8980618,4.73133,2.5558643,7.74292,0,0,0,6.468677,7.197007,32.582726,0,8.75218,9.5318365,0,11.795811,3.7285047,7.277928,0
32,6.933343,7.4716825,0,0,7.675382,0,0,0,0,0,10.8590765,0,0,0,0,0,9.969877,0,0,0,0,0,0,0,0,0.8418912,0,0,8.8644705,1.1095426,0,0,3.2905028,0.8705498,8.449606,0,0,9.527236,0,11.102156,5.2374043,0,0,0,4.3759627,13.18956,14.695088,0,8.157079,0,0,0,1.7446544,6.8119574,0
33,1.4495263,0,0,0.75762695,0,0,0.6254625,9.456052,0,0,6.074147,0,0,6.571956,0,0,5.3055677,0,0,0,0,0,0,0,0,0,12.9946375,0,3.927761,6.245644,0,0,0,0,0,0,0,0,0,0.4151698,1.2142441,0,0,0,13.894788,0.29151005,15.506131,0,0,0,0,0,0,0,0.5510643
34,0,0.83626163,3.5664616,0,0,0,0,0,0,0,0,0,0,7.5305595,0,0,0,1.3260372,0,0,0,0,0,0,0.23412344,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9516668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1.1709688,0,0,0.04693998,0,0,0,0,4.6429214,3.610086,0,1.51421,7.6710362,0,0,0,12.9752,0.58690757,12.051359,2.0019503,2.6448307,0,0,3.9787416,0,0,0,3.955695,4.936916,3.22992,4.7516565,0,0,19.424566,0,0,4.4553967,0,3.5834086,8.819666,0,0,0,15.698579,9.617596,21.566679,0,5.592194,5.5873833,0,0,0.18322104,7.6466904,0
36,0,3.0919156,0.38338488,2.8576064,3.877038,7.0534816,0,0,0,0,0.9805904,0,2.0806975,20.027052,0,1.6860207,3.0508232,5.468284,0,7.8404846,0,0,1.13824,0,3.471517,0,8.816834,0,5.5153017,5.8713427,0,0,4.868329,4.5306416,32.660206,0,0,1.0751028,0.34148878,1.1395772,2.1516654,0,0,0,0,0,0,3.7857213,0,1.1686362,0,10.858249,0.84574544,0.34069228,0
37,0.25242597,0,0,0,0,0,8.67431,0.8102935,0,4.516125,0,0,4.551445,0,0,0,0,8.54757,0,15.317727,6.189165,3.6359522,14.98345,1.6777846,0,0,6.062951,0.74893355,0,3.3979077,24.961315,0.48995247,3.774667,1.0524123,16.865263,0.6910308,0,0,0,0,0,0,0,1.9289578,0,0,0,3.923449,0,0,4.286954,0,0,0,0
38,0,0,0,3.701204,0,3.353414,0,0,1.2637796,0,0,0,0,0,4.1916595,0,0,0,0.7246877,0,0,1.8543134,5.359336,8.866333,1.1076245,0,0,0.5663941,0,0,0,2.4156942,0.21706423,0,0,0,0.011040397,0,0,1.0543664,5.0711346,0,5.7767563,0,7.690678,0,3.6179168,0,0,5.0959787,0,8.360975,0.9027729,0,1.6304467
39,0,0,1.4098597,0,0,0,0,0,0,7.006693,0,0,6.323564,10.404543,3.506409,6.680079,0.48382792,4.03965,0,7.1569,1.8019122,0.36965367,4.1835346,1.1835974,0,0.5309993,0,0,0,0.63539267,9.088051,0.32660326,0.71660995,2.7773886,0,3.3679163,0,0,0.6200026,0,1.3663431,0,8.167521,0,0,0,0,6.384029,0,0.5498768,0.39414212,12.144022,0,0,0
40,0,0,1.7812766,0.8720442,0,0,10.403655,0,1.5298017,0,0,0,6.1764717,0,0,10.342733,0.5568236,0,1.7768764,9.338059,0,1.6675633,5.481438,21.018944,0,0,0,0.756321,0,2.243751,8.978954,0.039088096,0,1.8182913,0,0,0,0,3.9831703,0,0,0,13.300047,6.4257174,0,1.8031431,0,14.777345,4.3345876,0,4.2368503,6.9627304,0.16861065,0,2.407135
41,0,13.403249,0.21927232,0,0,0,0,6.0597563,0,2.4483025,0,6.7570105,0.6741022,0,0,7.924139,0.04299498,0,0,5.665802,6.7244163,3.1143134,6.3457623,33.170574,0,1.0063357,7.870054,0.9549335,0,0,0,0,1.6483443,0,12.492004,0,6.9965854,0,0,0,0,6.190465,4.837205,2.6900883,0,0,0.3454262,0,2.5389555,0,0,0,4.435194,0,0
42,2.9150324,0,0,0.010254771,0,0,0.71339905,0,4.684897,6.049204,0,1.6581049,4.9137564,0,0,5.7345185,0,0,0.43244222,18.21532,0.19505242,0,4.2888465,30.907389,2.2043808,2.5719085,0,6.676507,0,0.57292473,12.798543,0,0,0,0,1.3734349,0,0,0,0,0,2.5346215,3.747971,0.5156551,0,0.11970587,0,5.294666,0,1.9737477,0.8216649,0,0,0,0
43,4.4847403,12.914125,3.8997087,8.8978195,0.5158421,0,1.0300418,4.253483,5.476822,0.742731,0.9052854,0,0,0,0,2.7470977,0,0.33519694,0,0,0,1.8861413,0,5.44916,0,2.4706411,18.089653,1.6707085,0,0,2.4136207,0,3.852082,0,0,0.32035872,0.8907972,0,0,1.8802516,0,0,2.697195,3.431615,0,0,0,0.20745645,0,0.9589105,0,10.989774,1.439016,0,0
44,0.23730657,0,7.736027,0,0,0.55882376,0,0.15495881,1.8702168,7.023699,0,1.9007179,0,1.2368093,3.4580941,0,0.051863335,6.814224,1.6237873,0,0,5.419139,0.07287971,16.077238,0,0.37143832,0,0,0,0,14.697916,3.0804064,0,1.4207509,33.386215,0,0,0,2.5082164,0,1.3451303,3.8874674,3.7314951,3.9187903,7.1757607,0,0,0,0,0.4853902,1.515778,0,0.28640282,0,0
45,0,1.1565757,0,0,0,0.14807768,0,0,0,0,0,7.276374,7.1253805,0.45136896,0.83909947,0,0.5361827,2.172023,1.1779366,0,0,1.3798968,0,13.735815,0,0,0,3.551418,0,0,0,2.587075,0,1.3070204,0,0,1.6089447,0,0,0,0,2.5940044,0,0.24854675,0,0,0,0,0,0.1072608,0,0,1.1174436,0,3.4176555
46,0,0,0,9.383315,0,0,0.7384986,0,3.6141593,0,0.16915657,0,0,3.275051,0,0,0,4.577635,0.3353185,0.27411154,6.7865047,0.90268123,2.3949356,0.08734056,0,0,6.232688,2.602058,0,0,9.219601,0,0,0.8416589,0,1.9057877,3.6465955,2.0870965,0,0,0,0,0.33655018,1.3238872,0,0,0,0.85937434,0,0,1.2768867,5.3709526,4.250535,0,0
47,0.4090427,6.418899,1.1684753,0,2.8329048,0,5.587542,0.31171224,0,2.395635,0,0.5437518,0,2.5163953,0,0,0,0,0,2.3854847,10.710003,0.105226435,0,0,0,0,0,0,0,0,0,0.9218561,2.4319942,0,0,5.3919377,0,0,0.26101068,0,0,1.5449464,0,0.1848726,0,0,0,4.8860264,0,0,2.4880087,0,0,0,0
48,0,0,0,7.6711574,3.743698,0,0,0,0,6.152996,4.8883805,0,0,0,0.3043213,0,0,0,0,6.0733867,0,0,0,0,5.441217,0,0,0,0,4.2998157,6.6398835,0,0.8830312,1.4145372,18.831062,0,0,0,0,0,3.5111485,0,0,0.1396347,0.022775022,0,0,0,0,2.6567442,0,13.229595,7.8938866,9.0864935,0
49,7.3921742,0,0,0,4.3513613,0,0,0,0,0.5114327,2.1358535,0.47986454,7.4587274,5.855802,0,0,7.703444,19.378973,0,0,0,0,0,0,0.056846105,0,18.541777,0,12.387098,7.4661307,0,0,1.5620551,1.4098142,1.3907268,0,0,6.3693113,0,9.900529,4.4130583,0,0,0,9.01729,7.410281,27.104906,0,8.696016,8.963732,0,10.561398,3.7433908,7.243173,3.8130562
50,2.6429832,0,0,0,0,2.4143882,0,0,0,0,0,0,0,11.531471,0,1.1676478,2.5181296,0.5794994,0,8.246457,12.378412,0,0,0,1.840833,0,0,0.91889876,0,0,0,0,0,1.3263022,0,3.471236,0,0,0,0,3.7510607,0,0,0,4.473369,11.078525,15.669244,0,2.8130567,9.341946,0,2.9321606,0,10.687769,0
51,2.3344824,0,0,0,0.21246967,0.37347737,0,0,0,0,4.1181746,4.973512,0,0,0,0,9.573914,11.265142,0,0,0,0,0,0,4.222527,0,20.058477,0,4.093483,4.3067007,3.4717062,5.4450107,2.17099,0.32955533,29.790718,0,0,6.968917,3.3344386,4.370848,8.475184,0,0,0,13.95464,4.110517,14.138063,0,3.503545,3.9925551,0,0,2.1042898,0,0
52,3.2358088,0,0,0,0,1.6400548,0,2.0894945,0,0,1.9188137,0,0,0,0,0,4.513857,0,0,0,3.9958458,0,0,0,0,0,1.1211896,0,0,1.9157237,11.17078,4.118899,0.6332562,0,13.410165,0,0,0,1.3123703,0,0,0,0,0,0,0,0,17.057468,0,0,0,8.969531,0.7180983,0,2.1135802
53,0.18147956,0,0.68656784,0,3.196609,4.0766845,0,2.2673323,1.789081,0,0,1.9277996,4.334172,0,0,0,0,0,0,0.7747075,0,0,2.1770527,0,0,0,6.9753175,0,0.5990586,0,8.42713,1.9185026,0,0,0,2.7254612,0,0,0,1.3458005,1.936571,0,0,0,0,0,0,5.51338,0,0,0,0,0,0,0
54,0,0,0,14.666794,0,0,5.476028,0,3.1354437,0,0,0,1.5918471,7.6832256,0,3.6535594,0,0,0,6.3773685,0,0,0,2.675316,0,0,0,1.9018956,0,0,21.556795,0.12953417,0,0.10586739,0,0.96120304,6.323909,0,0,0,0,6.7821436,6.748846,4.320946,0,0,0,0,2.4223316,0,3.507365,0,0,0,3.4215794
55,0,0.54518116,0,0,0,0,1.503724,1.389134,1.6340281,0,0,0,0.59954405,7.429377,1.2041454,1.8670299,0,0,2.007843,0,0,1.0886307,1.2522982,5.886404,0,0,4.552758,4.574556,0.19629662,0,2.5131981,0,0,0,0,0,0.5111797,0,2.0408962,0.47057736,0,1.3573482,2.6231873,0.78047836,0,0,0,0,0,0,0,0,0.8301691,0,0
56,0,0,0,0.84264046,0,2.3418982,4.5006714,3.1244135,0,0,0,0,0.3923433,0,0,6.8362722,0,0,0,17.73311,5.2272935,4.604555,0,5.419848,0.15216671,0,6.5653634,0,0,0,0.45101663,2.464667,0,0,0,1.2684599,2.679597,0,0,0,1.1180569,7.9235253,0,2.3156302,3.732682,0,0,6.266063,0.42509964,1.2700499,1.622806,0,0,0,0
57,0,2.0850966,3.5942657,5.5083866,0,0,0.57231075,0,0,5.1930695,0,0,13.453569,0,1.0780473,0,0,0.5152203,0.8122118,0,0,0.14479814,0.20653935,0,0,1.2040586,0,0.34628063,0,3.2080963,4.310669,1.4017897,0,0,1.5139645,0,0.3680141,3.9669316,0,0,0,0,4.7024045,0.9633925,5.410245,0,0,0,0,2.5804107,1.2120034,3.2373254,0,0,2.3691914
58,2.8292058,0,0,0,0,0,0,1.0495625,3.7203693,0,0,7.6416106,0.46963456,0,2.9410431,2.1269515,0,0,1.934907,0,0,0,0,0,0.8769974,0.8772928,10.104571,2.8548608,0,0,6.6808853,0,0,2.4032068,0,0.44714934,3.2320993,0,0,0,0,2.2262194,0.59460026,0,0,0,0,1.2773954,0,3.0763097,0.29320204,0,0,0,0.061531443
59,0,0,0,1.5011209,0,0,0,0,1.4982997,0,0,0,0,0,0.89150786,0,0,0,0,6.9804397,0,0.80742085,1.0925243,10.828842,2.5603123,0.47399926,0,0,0,2.3576138,2.9200711,1.5517036,0,0,0.92287904,0,2.3729792,0,1.198044,0,0,0.062392734,2.8039343,3.0108798,3.1081905,2.4293334,0,0,0,0,0,0,0.23871332,0,0
60,0,0,0.65515435,0,0,1.001415,0,0,0,6.4315186,0.03212636,2.25457,0,1.4862792,1.7448602,0,0.97787064,0.9875159,0,7.979576,5.9074926,0,0.98445505,11.349239,0,0,4.0718017,0,1.043664,0,0,2.8156235,3.8661528,0,0,0,1.8940393,0,0,0,0,2.6034925,0,0,0,0.2130096,0,0,0.82371056,0,5.0017657,0,0,0,0
61,0,3.5184758,1.6010066,0,0.038039483,2.3621743,2.0370657,3.2081904,5.680593,1.536739,0,0,0,0,0.25477895,0,0,0.06462665,3.2537081,2.7792091,0,1.5247253,0,0,0,0,1.9357003,0.74372864,0,1.2420875,11.785116,0.230995,0,0,3.05451,0,0.17179604,0,0,0,0,2.87744,4.3324656,2.3559265,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,1.6853408,4.0235734,0.13865438,0,2.3022566,0,0,1.9363841,0,0,1.6895771,0,0,0,4.243765,0,0,1.2575849,0,0,0,0,0,0.8933698,0,0,0,0,6.5028453,0,0.9176699,0,0,1.9751546,0.07773688,1.1047045,0,0,0,13.936618,0.13042603,0,0.6854772,13.659028,0,0,2.4284027
63,0.10093049,0.29892087,0,0.10485457,6.141773,0,0,1.3943018,0,0,3.294971,0,0,0,0,3.8551173,0,0,0,0,5.0710206,4.3421817,0.014236608,0,0,0.63537204,0,1.404371,4.1092997,0,0,0,0,0.06727593,3.2312407,2.2548187,0,0,0,6.73E-05,0,3.534752,3.3328493,0,0.61030775,0.8470205,0,0,0,0,2.8502345,0,0,0,0
64,0,0,5.7077327,0.20156638,2.0014086,0,0,0,0,0,0,0,0,8.525771,0,0,0,0,0,4.386835,0,0,1.7920429,0,0,0,0,0,0,0,0,0.018060224,0,0,0,8.391435,0.27142242,0.090542614,2.5238767,1.1254514,1.1784475,2.0446448,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0.57558393,0.32169312,0,0,0,0,1.4691105,0,0,0,0,0,3.064267,0,0,0,0,0,0,0,0,0,0.9276877,0.4145999,0,0,0,0,0,0,0,0,0,2.9953685,1.8958794,2.4054165,1.1713245,0,0,0,0,0,12.440554,4.4504046,18.288166,0,5.847968,13.121085,0,16.75464,0,13.966262,0
66,0,21.353352,0,0,0.07869749,0,0,0,0,0,2.9094965,0,0,0,0,0,0,0,3.4054053,0,0,0,0,0,0,1.3488284,0,0,0,0,0,0,0,0,0,0,0,2.0951986,0,0,0,0,0.5461104,0,3.9785483,2.0703285,25.54049,0,8.402698,0,0,0,3.6549625,6.5988035,0
67,3.9559207,0,0,0,11.589355,0,0,0,0,0,1.6957939,0,0,0,0,0,9.266287,2.4665506,0,0,0,0,0,0,0.044902883,0,20.671568,0,6.7627387,3.366851,3.961098,0.5723896,3.0406377,2.8120542,4.2923284,4.2172265,0,1.0202991,0.38720667,8.807618,5.344074,0,0,0,2.643781,4.0862355,10.895073,0,4.3322096,1.7744986,0,12.511959,0.9040979,0.6156664,2.2453349
68,0,0,1.3656119,0,0,0,1.7334946,0,0,6.5091186,0,0,0,14.366742,0,0,0,17.707973,0.39018276,8.952319,0,0,0,6.209563,2.9948192,0,6.240967,0,0,0,5.929281,3.0801463,1.5259326,0,8.656088,0.13892867,0.6289616,0,0,0,0,3.3608747,0,2.5045862,0,0,0,0,0,0,0,0,0.41517365,0.3741602,0
69,4.700615,2.8524826,2.225382,0,0,3.1871696,4.3177643,0,0,1.6190232,0,0,0,3.7658017,0,0,5.8924727,7.2734013,0,0.6508432,2.5028934,0,0,0,0.3787709,0,7.7666335,1.9012827,0,1.2998108,4.8095255,0,0,0,0.9574638,0,2.5769696,0.7585527,0,0,0,0,4.5207295,1.1048573,0,0,0,0,0,0,2.474436,0,0,0,1.1298532
70,1.5889318,0,0,0,0,3.9180691,0,0.33948955,1.8489735,5.653433,0,7.2441683,0,5.283391,0,1.7813941,0,1.7270687,0.87326115,0,5.0178547,0,1.8776127,5.255227,0,0,0,0.17751987,0.8184191,0.26455614,0,1.8687588,0.18874058,0,1.2292503,0,0,0,0,0,0.24576412,2.2190073,2.1420288,1.4883198,0,0,0,0,0.80693096,0,0.3152509,7.001686,0,0,0.78220314
