Trial,Behavior,Start,End
,both in vain,2137.59,2139.59
,walk,2140.59,2150.59
18,valve opened,2156.59,2161.59
,cont reach,2162.59,2166.59
,cont in vain,2167.59,2173.59
,both licking,2174.59,2177.59
,cont in vain,2178.59,2185.59
19,valve opened,2276.59,2281.59
,cont reach,2282.59,2292.59
,cont in vain,2293.59,2305.59
,walk,2313.59,2317.59
,both in vain,2318.59,2321.59
,walk,2322.59,2336.59
20,valve opened,2396.59,2401.59
,cont in vain,2401.59,2412.59
,cont in vain,2413.59,2428.59
,both in vain,2431.59,2442.59
,both in vain,2443.59,2449.59
,both in vain,2450.59,2452.59
,walk,2453.59,2456.59
,both in vain,2457.59,2462.59
,both in vain,2463.59,2470.59
,both in vain,2471.59,2472.59
,both in vain,2473.59,2474.59
,both in vain,2475.59,2478.59
,both in vain,2479.59,2482.59
,both in vain,2483.59,2484.59
,both in vain,2485.59,2486.59
,both in vain,2487.59,2488.59
,walk,2489.59,2493.59
,both licking,2494.59,2521.59
21,valve opened,2517.59,2522.59
,both reach,2522.59,2525.59
,both licking,2528.59,2536.59
,both licking,2539.59,2552.59
,both licking,2576.59,2580.59
,both in vain,2581.59,2584.59
,both licking,2585.59,2591.59
,walk,2592.59,2609.59
22,valve opened,2636.59,2641.59
,cont reach,2640.59,2646.59
,cont in vain,2647.59,2657.59
,cont in vain,2658.59,2672.59
23,valve opened,2754.59,2759.59
,walk,2757.59,2760.59
,cont reach,2761.59,2765.59
,cont in vain,2766.59,2782.59
,walk,2784.59,2794.59
24,valve opened,2872.59,2877.59
,cont reach,2876.59,2879.59
,cont in vain,2880.59,2886.59
,cont in vain,2887.59,2888.59
,cont in vain,2889.59,2904.59
,walk,2905.59,2912.59
25,valve opened,2990.59,2995.59
,walk,2994.59,2996.59
,cont reach,2997.59,3008.59
,cont in vain,3009.59,3015.59
,cont in vain,3016.59,3027.59
,both licking,3035.59,3040.59
,walk,3041.59,3057.59
26,valve opened,3108.59,3113.59
,cont reach,3112.59,3117.59
,cont in vain,3118.59,3120.59
,cont in vain,3121.59,3136.59
,cont in vain,3137.59,3139.59
27,valve opened,3226.59,3231.59
,walk,3231.59,3237.59
,cont reach,3238.59,3241.59
,walk,3242.59,3244.59
,both in vain,3245.59,3249.59
,cont in vain,3250.59,3256.59
,cont in vain,3257.59,3265.59
,walk,3271.59,3277.59
28,valve opened,3344.59,3349.59
,walk,3349.59,3353.59
,cont reach,3354.59,3355.59
,cont in vain,3356.59,3363.59
,cont in vain,3364.59,3370.59
29,valve opened,3462.59,3467.59
,walk,3468.59,3483.59
,spout moved after whisker detection,3503.59,3508.59
,cont in vain,3504.59,3512.59
,walk,3550.59,3558.59
30,valve opened,3580.59,3585.59
,walk,3585.59,3590.59
,cont reach,3591.59,3602.59
,walk,3603.59,3613.59
31,valve opened,3698.59,3703.59
,cont reach,3703.59,3712.59
,cont in vain,3713.59,3719.59
,cont in vain,3720.59,3729.59
,walk,3731.59,3737.59
32,valve opened,3816.59,3821.59
,cont reach,3822.59,3836.59
,both in vain,3839.59,3846.59
,both in vain,3847.59,3855.59
,both in vain,3856.59,3861.59
,both in vain,3862.59,3865.59
,both in vain,3866.59,3867.59
,both in vain,3868.59,3869.59
,both in vain,3870.59,3873.59
,both in vain,3874.59,3878.59
,both in vain,3879.59,3881.59
,both in vain,3882.59,3883.59
,both in vain,3884.59,3886.59
,both in vain,3887.59,3888.59
,both in vain,3889.59,3890.59
,both in vain,3891.59,3894.59
,both in vain,3895.59,3896.59
,both in vain,3897.59,3899.59
,walk,3900.59,3903.59
,both in vain,3904.59,3905.59
,both in vain,3906.59,3907.59
,both in vain,3909.59,3911.59
,both in vain,3918.59,3921.59
,both in vain,3922.59,3923.59
,both in vain,3924.59,3925.59
,both in vain,3926.59,3927.59
,both licking,3928.59,3935.59
,both in vain,3936.59,3937.59
33,valve opened,3934.59,3939.59
,walk,3938.59,3943.59
,both reach,3944.59,3947.59
,cont in vain,3948.59,3953.59
,cont in vain,3954.59,3955.59
,cont in vain,3956.59,3961.59
,cont in vain,3962.59,3966.59
,both licking,4014.59,4053.59
,both in vain,4054.59,4057.59
,both in vain,4059.59,4061.59
34,valve opened,4058.59,4063.59
,cont reach,4062.59,4070.59
,both licking,4071.59,4078.59
,both in vain,4079.59,4091.59
,walk,4112.59,4123.59
35,valve opened,4176.59,4181.59
,both reach,4180.59,4191.59
,both in vain,4192.59,4201.59
,both in vain,4202.59,4209.59
,both in vain,4210.59,4216.59
,both in vain,4219.59,4220.59
,both in vain,4221.59,4225.59
,both in vain,4226.59,4229.59
,both in vain,4230.59,4232.59
,walk,4233.59,4244.59
36,valve opened,4294.59,4299.59
,cont reach,4300.59,4316.59
37,valve opened,4414.59,4419.59
,cont reach,4419.59,4430.59
,cont in vain,4431.59,4445.59
,both in vain,4447.59,4457.59
,both in vain,4458.59,4467.59
,both in vain,4468.59,4470.59
,both in vain,4471.59,4473.59
,walk,4474.59,4487.59
,walk,4497.59,4501.59
38,valve opened,4534.59,4539.59
,cont reach,4538.59,4547.59
,cont in vain,4548.59,4559.59
,walk,4561.59,4571.59
39,valve opened,4654.59,4659.59
,cont reach,4660.59,4665.59
,cont in vain,4666.59,4675.59
,walk,4676.59,4693.59
40,valve opened,4775.59,4780.59
,walk,4779.59,4783.59
,cont reach,4784.59,4791.59
,cont in vain,4792.59,4804.59
,cont in vain,4805.59,4819.59
,both in vain,4820.59,4827.59
,both in vain,4828.59,4829.59
,both in vain,4830.59,4831.59
,walk,4832.59,4848.59
,walk,4881.59,4897.59
41,valve opened,4898.59,4903.59
,walk,4902.59,4906.59
,cont reach,4907.59,4914.59
,cont in vain,4915.59,4925.59
,both in vain,4926.59,4934.59
,both in vain,4935.59,4938.59
42,valve opened,5021.59,5026.59
,noise generation,5062.59,5097.89
43,valve opened,5174.59,5179.59
,walk,5180.59,5184.59
,both reach,5185.59,5188.59
,cont in vain,5191.59,5200.59
,cont in vain,5201.59,5217.59
,both in vain,5218.59,5219.59
,both in vain,5220.59,5223.59
,both in vain,5224.59,5226.59
,both in vain,5227.59,5231.59
,both in vain,5233.59,5237.59
,both in vain,5238.59,5240.59
,both in vain,5243.59,5245.59
,both in vain,5246.59,5250.59
,both in vain,5251.59,5252.59
,both in vain,5255.59,5259.59
,both licking,5260.59,5267.59
,both in vain,5268.59,5273.59
,both in vain,5274.59,5276.59
,walk,5277.59,5280.59
,both licking,5281.59,5293.59
,both in vain,5294.59,5295.59
,both in vain,5296.59,5299.59
44,valve opened,5299.59,5304.59
,both reach,5306.59,5321.59
,both in vain,5322.59,5349.59
,both in vain,5350.59,5352.59
,both in vain,5353.59,5355.59
,both in vain,5356.59,5358.59
,walk,5418.59,5422.59
45,valve opened,5420.59,5425.59
,both reach,5423.59,5429.59
,both in vain,5430.59,5434.59
,both licking,5435.59,5461.59
,walk,5462.59,5475.59
46,valve opened,5545.59,5550.59
,cont reach,5556.59,5569.59
,cont in vain,5570.59,5579.59
,both licking,5580.59,5584.59
,walk,5585.59,5596.59
,walk,5610.59,5617.59
47,valve opened,5671.59,5676.59
,noise generation,5711.59,5746.89
,walk,5784.59,5788.59
48,valve opened,5824.59,5829.59
,cont reach,5830.59,5840.59
,cont in vain,5841.59,5846.59
49,valve opened,5944.59,5949.59
,spout moved after whisker detection,5985.59,5990.59
50,valve opened,6062.59,6067.59
,cont reach,6071.59,6089.59
,cont in vain,6090.59,6102.59
,both in vain,6103.59,6106.59
,both licking,6107.59,6110.59
,both in vain,6111.59,6113.59
,both licking,6114.59,6118.59
,both in vain,6119.59,6120.59
,both in vain,6121.59,6123.59
,both licking,6129.59,6132.59
,both in vain,6133.59,6136.59
,both in vain,6138.59,6141.59
,both in vain,6144.59,6146.59
,walk,6147.59,6163.59
,both in vain,6164.59,6166.59
,walk,6167.59,6174.59
,both in vain,6175.59,6178.59
,both in vain,6179.59,6180.59
51,valve opened,6180.59,6181.59
,walk,6181.59,6184.59
,cont reach,6185.59,6194.59
,both in vain,6206.59,6215.59
,both in vain,6217.59,6223.59
,both in vain,6224.59,6226.59
,walk,6227.59,6230.59
,both in vain,6231.59,6234.59
,both in vain,6235.59,6236.59
,both in vain,6237.59,6238.59
,both in vain,6239.59,6243.59
,both in vain,6244.59,6246.59
,both in vain,6259.59,6264.59
,both in vain,6265.59,6268.59
,both in vain,6269.59,6290.59
,both in vain,6293.59,6294.59
,both in vain,6295.59,6299.59
,both licking,6300.59,6311.59
52,valve opened,6299.59,6304.59
,both reach,6312.59,6324.59
,both in vain,6336.59,6339.59
,both licking,6340.59,6384.59
,both in vain,6385.59,6387.59
,both in vain,6388.59,6391.59
,both in vain,6392.59,6393.59
,both in vain,6394.59,6395.59
,both in vain,6396.59,6399.59
,both in vain,6400.59,6402.59
,both in vain,6403.59,6404.59
,both in vain,6405.59,6409.59
,both in vain,6410.59,6412.59
,both in vain,64040.59,6417.59
,walk,6418.59,6437.59
53,valve opened,6428.59,6433.59
,cont reach,6438.59,6444.59
54,valve opened,6550.59,6555.59
,spout moved after whisker detection,6591.59,6596.59
55,valve opened,6668.59,6673.59
,spout moved after whisker detection,6709.59,6714.59
56,valve opened,6786.59,6791.59
,cont reach,6791.59,6795.59
,walk,6796.59,6798.59
,cont in vain,6799.59,6829.59
,walk,6830.59,6839.59
57,valve opened,6904.59,6909.59
,spout moved after whisker detection,6945.59,6951.59
58,valve opened,7022.59,7027.59
,spout moved after whisker detection,7063.59,7068.59
59,valve opened,7140.59,7145.59
,spout moved after whisker detection,7181.59,7186.59
60,valve opened,7258.59,7263.59
,spout moved after whisker detection,7299.59,7304.59
61,valve opened,7376.59,7381.59
,spout moved after whisker detection,7417.59,7422.59
62,valve opened,7494.59,7499.59
,walk,7507.59,7517.59
,spout moved after whisker detection,7535.59,7540.59
63,valve opened,7612.59,7617.59
,noise generation,7653.59,7688.89
64,valve opened,7766.59,7771.59
,spout moved after whisker detection,7815.59,7820.59
65,valve opened,7893.59,7898.59
,spout moved after whisker detection,7933.59,7938.59
66,valve opened,8011.59,8016.59
,spout moved after whisker detection,8051.59,8056.59
67,valve opened,8129.59,8134.59
,noise generation,8169.59,8204.89
68,valve opened,8282.59,8287.59
,spout moved after whisker detection,8323.59,8328.59
69,valve opened,8400.59,8405.59
,spout moved after whisker detection,8441.59,8446.59
,two photon imaging,,8476.59
