Trial,Behavior,Start,End
1,valve opened,90.59,95.59
,walk,96.59,102.59
,cont reach,103.59,108.59
,cont licking,111.59,113.59
,cont in vain,114.59,127.59
,walk,128.59,134.59
2,valve opened,217.59,222.59
,cont reach,224.59,230.59
,cont in vain,232.59,240.59
,cont in vain,241.59,242.59
,cont in vain,243.59,253.59
3,valve opened,338.59,343.59
,walk,343.59,345.59
,cont reach,346.59,352.59
,cont in vain,353.59,360.59
,cont in vain,366.59,372.59
4,valve opened,462.59,467.59
,cont reach,467.59,481.59
,cont in vain,482.59,490.59
5,valve opened,581.59,586.59
,walk,585.59,587.59
,cont reach,588.59,597.59
,cont in vain,598.59,607.59
,walk,608.59,615.59
,walk,633.59,635.59
,both licking,636.59,638.59
,both in vain,639.59,641.59
,both in vain,642.59,644.59
,both licking,645.59,657.59
,both in vain,658.59,662.59
,both in vain,663.59,664.59
,both in vain,665.59,668.59
,both in vain,669.59,672.59
,both licking,673.59,675.59
,both in vain,676.59,677.59
,walk,678.59,680.59
,both in vain,681.59,693.59
,both in vain,694.59,704.59
6,valve opened,701.59,706.59
,both reach,705.59,710.59
,both licking,712.59,727.59
,both in vain,728.59,730.59
,both in vain,731.59,738.59
,both in vain,739.59,750.59
,both licking,751.59,757.59
,both in vain,758.59,759.59
,both in vain,760.59,772.59
,walk,773.59,780.59
,both in vain,781.59,783.59
,both in vain,786.59,788.59
,both in vain,789.59,792.59
,both licking,812.59,814.59
,both in vain,815.59,820.59
,both in vain,821.59,822.59
,both in vain,823.59,828.59
,both in vain,837.59,841.59
,both in vain,842.59,845.59
7,valve opened,842.59,847.59
,walk,846.59,849.59
,cont reach,850.59,855.59
,cont in vain,856.59,868.59
8,valve opened,964.59,969.59
,cont reach,968.59,979.59
,cont in vain,980.59,993.59
,cont in vain,994.59,998.59
,both licking,999.59,1009.59
,both in vain,1010.59,1017.59
,both in vain,1035.59,1038.59
,both in vain,1039.59,1041.59
,walk,1042.59,1051.59
9,valve opened,1084.59,1089.59
,cont reach,1088.59,1091.59
,cont in vain,1092.59,1101.59
,cont in vain,1102.59,1107.59
,both licking,1108.59,1117.59
,walk,1118.59,1124.59
10,valve opened,1202.59,1207.59
,cont reach,1206.59,1211.59
,cont in vain,1212.59,1215.59
,both licking,1216.59,1223.59
,cont in vain,1224.59,1226.59
,both licking,1227.59,1236.59
,both in vain,1237.59,1245.59
,both in vain,1246.59,1251.59
,both in vain,1252.59,1254.59
,both in vain,1255.59,1257.59
,both in vain,1259.59,1260.59
,walk,1261.59,1265.59
,both in vain,1266.59,1269.59
,walk,1270.59,1273.59
11,valve opened,1320.59,1325.59
,cont reach,1326.59,1338.59
,cont in vain,1339.59,1343.59
,both licking,1344.59,1351.59
,cont in vain,1353.59,1360.59
12,valve opened,1440.59,1445.59
,cont reach,1445.59,1455.59
,both in vain,1456.59,1475.59
,both in vain,1476.59,1489.59
,both licking,1490.59,1496.59
,both in vain,1497.59,1499.59
,both in vain,1500.59,1502.59
,both in vain,1503.59,1505.59
,both in vain,1506.59,1508.59
,both in vain,1509.59,1511.59
,both licking,1512.59,1519.59
,both in vain,1532.59,1535.59
,both licking,1536.59,1545.59
,both in vain,1546.59,1547.59
,both in vain,1548.59,1555.59
13,valve opened,1558.59,1563.59
,cont reach,1564.59,1567.59
,walk,1568.59,1571.59
,cont in vain,1572.59,1580.59
,cont in vain,1581.59,1600.59
,both licking,1617.59,1620.59
,both in vain,1621.59,1622.59
,both in vain,1623.59,1624.59
,both in vain,1625.59,1626.59
,both in vain,1627.59,1628.59
,both in vain,1629.59,1630.59
,both in vain,1631.59,1632.59
,both in vain,1633.59,1634.59
,walk,1635.59,1644.59
,both licking,1645.59,1678.59
,walk,1679.59,1680.59
14,valve opened,1678.59,1683.59
,both reach,1681.59,1687.59
,walk,1688.59,1691.59
,cont in vain,1692.59,1696.59
,cont in vain,1697.59,1712.59
,both in vain,1732.59,1734.59
,both in vain,1735.59,1738.59
,both in vain,1739.59,1744.59
,both in vain,1745.59,1747.59
,both in vain,1748.59,1750.59
,both in vain,1751.59,1753.59
,both in vain,1754.59,1758.59
,both in vain,1777.59,1779.59
,walk,1780.59,1783.59
,both in vain,1784.59,1787.59
,both in vain,1789.59,1791.59
,both in vain,1792.59,1795.59
,walk,1796.59,1798.59
15,valve opened,1796.59,1801.59
,both licking,1799.59,1800.59
,cont reach,1801.59,1804.59
,walk,1805.59,1806.59
,both in vain,1807.59,1817.59
,cont in vain,1818.59,1821.59
,cont in vain,1826.59,1832.59
,both in vain,1851.59,1853.59
,both licking,1854.59,1857.59
,both in vain,1859.59,1862.59
,walk,1887.59,1892.59
16,valve opened,1914.59,1919.59
,walk,1918.59,1921.59
,cont reach,1922.59,1923.59
,cont licking,1924.59,1933.59
,cont in vain,1934.59,1941.59
,cont in vain,1942.59,1953.59
17,valve opened,2036.59,2041.59
,walk,2040.59,2042.59
,cont reach,2043.59,2058.59
,cont in vain,2059.59,2072.59
,both in vain,2074.59,2080.59
,both licking,2081.59,2089.59
,both in vain,2090.59,2091.59
,both in vain,2092.59,2093.59
,both in vain,2094.59,2097.59
,both in vain,2098.59,2101.59
,both in vain,2102.59,2106.59
,both in vain,2107.59,2108.59
,both in vain,2109.59,2110.59
,both in vain,2111.59,2114.59
,both in vain,2115.59,2116.59
,both in vain,2117.59,2119.59
,both licking,2120.59,2126.59
,both in vain,2127.59,2128.59
,both in vain,2129.59,2130.59
,both in vain,2131.59,2133.59
,both in vain,2134.59,2136.59
