x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021
174,0,0,0.72300553,1.7719152,0,0.045510665,0,0.08276926,1.1698451,0,0,0,0,0,0,0,0,0,0,0.055174027,0,0
175,0,1.9136286,0.122930355,0,1.2232716,0.60205495,0,0,0,0.07996999,0.56726474,0.25013727,0.048384465,0.015223061,0,0,0,0,0,0,1.0641108,0.4763681
176,0,0,0,0.55216736,0.7756493,0,0,0.51711047,0,0.42989916,0,0,0,0.04811809,0.60009915,2.0283227,0,0,0.6802435,0,0.62087727,0
177,0,1.6268586,0,0,0,0,0,0,0,0,0,0,0,0.9939929,0,0.2702081,0,0,0.3531729,0,0,0
178,0.13906336,0,0,0,1.1795307,0,1.8460836,0,0.015650092,0.22778454,0,0,0,0.43899688,0,0,0.5056041,0,1.0967152,0,0,0
179,0,4.4561257,0,0,0,0.043806978,1.3827171,0,0,0,0.20385651,0,0,0,0,0,0,0,0,1.2461399,0,0
180,1.9925885,2.27122,0.06122319,0.23506877,0,0,0,3.8374934,0,0,0,0,0,0.32969245,0,0,0,0.8573199,0,0.7855751,0,0
181,0,0,0,0,1.3011719,0.6093401,0.64873135,0,0,0,0,0,0,0,0.20938404,0,0.1134019,0,0.06772479,0,0,0
182,2.1240869,5.253911,0,0,0,0.33407146,0.23807815,0,0,0,0,0,0.95032597,0,0.12206588,0,0,0.67269206,0.13561495,0,0.64526004,1.936615
183,0,0,0.9119531,0,0.34756073,0,0.6426042,0,0,0.12797092,0.26536217,0,0.5856383,0,0,3.3696508,1.3749945,0,0,0.13307956,0,0
184,0,2.5959628,0.11908832,0,0,0,0,0,0,0,0,2.0265834,0,0,0,0,0.9960444,0,2.180018,0,0,0
185,0,0,0.57980967,0,0.86739427,0,1.0936147,0.36658278,0.8541961,0,0.13916714,0.11775852,0,0,0,0.8337174,0,0,0,0.41526854,0,0.5969129
186,0,0,0.22460924,0.5778893,0.021799894,0,0.49347642,0.48152405,0,0.647463,1.1467047,0.4987899,0,0,0.47382307,0,0.031650893,0,0.23691987,0.34346026,1.3641474,0.21141343
187,0,1.6606596,0,0,1.8660367,0,1.0140376,0,0,0.2163512,0,0,0,0,0,0,0.14632903,0,0,0.10053445,0.029040806,0
188,0,1.265702,0,1.0831164,0.7298844,0.18929386,0,0,1.441498,0,0.72390914,0.14764376,0.94966286,2.1460881,0.96568805,0.38555223,0.5837387,0,0.17064002,0.3753882,0.1541299,1.5346487
189,1.2804995,0,0,0,0,0.046408474,0.1789707,0.35151258,0,0,0,0.48603073,0,0,0,0,0.06517931,0,0.043617416,0,0.07630063,0.01540389
190,0.9493252,0,0.089722104,0,1.4085557,0.20087187,0.039845694,0.6922551,0,0,0,0,0,0,0.17489253,0,0,0,0,0,0,1.089917
191,2.2549038,1.2405162,0,0,0.9818357,0.30212417,2.192934,0,0.38094968,0,0,0,0,0,1.4978529,0,0,1.251234,0.8698071,0.11560042,0.22993037,0
192,2.1885233,0.24650776,0,0,0,0,2.4184828,0.2575587,0,0.80022424,0.36247712,0.8397797,0,0.020803718,0.5678387,0,0,0,0,0,0,0
193,0.18227181,2.6161745,0,0,0,0.2252345,0,0,0,0,0.016786251,0.674196,0.21814118,0,0,0,0,0,0,0,0,0.7448432
194,0,0,0,0,0.9836494,0,0,1.0643384,0,0.43894374,0.01903675,0,0,0,0,0,0,0.6288412,0,0.172698,0,0
195,0,0,0.23020324,0,0,0,0,0,0,0,0,0.44838226,0,0.10060119,0,0,0,1.2125876,0,0.29742852,0,0
196,0,0,0,0,0,0,0,0,0,0.4251162,0,0,0,0,0.38371423,1.2289491,0,0,0,0.8692422,0,0.11511411
197,0,2.5336957,0,0,0,0,0,0,0,0,0,0.26471767,1.3336362,0,0.042629506,1.5367342,0.8903919,0.24257503,0,0,0,0
198,0,0,0,0,0.36417544,1.3573768,0,0.59419715,0,0.30851805,0,0.8593286,0,0.3367242,0.057682633,0,0,0,0.3969629,0,0.27865082,0
199,0,3.1006114,1.023249,0,0,0,0,0.12825085,0,0.7239896,0.12942944,0.6190147,0,0,2.1397412,0,0.006863481,0.12878853,0,0.39638224,0.59579533,0
200,1.7042869,0,0,0.003175156,0.8229309,0,0.06973779,0.1508717,0,0.37475735,0,0,0,0,0,0,1.7631491,0,0,0,1.0236325,1.5198333
201,0,0.95211816,0.14793073,0.2604254,0,0,0.19769873,0,0,0,0,0,0.2535922,0,0,4.477618,0,0,0,0,0,1.0000042
202,0,1.1208526,0.5135556,0.57506293,0.8811834,0.076977804,0,0,4.0220327,0,0,0,0.97628045,0.48929492,0.13171309,0,0.71748894,0,0.08423604,0.53918195,0.55476844,0
203,0.5265768,0,2.9029334,0,0.25860888,0,0,0,0,0,0.5656971,1.0325708,0.6719971,0.5056651,0,0,0,0,0.17533225,1.0900263,0,0
204,0,0,0,0.012119122,0,0,0,0.09369924,0,0,0,0,0,0,0,0,0.19197121,0,0,0,0,0.23036972
205,0.4256943,0,2.8000607,0.23712115,0,0,0,0,0.7461482,0,0.18259168,0,0,0,0,0,0.07327212,0,0.25448778,0,0,0.9606587
206,1.11078,0,0,0.64837956,0.58925474,0.6930735,0,1.2556474,0,0,0.06607716,0.29475996,0.7792516,0.30576184,0,0,0.18926919,0,0.6693512,0.4754473,0,0.596156
207,0,0.23902334,0,0,0,0,3.7217326,0.04234551,1.2156249,0.090465754,0,0.3135804,0,0.22570229,0,0,0,0,0,0,2.2045612,0
208,5.589658,4.0069227,1.0199751,0,0.7188389,0,0,0,0,0,1.1263674,0,0.3113538,0,0,0,0,0,0.55193365,0,1.4898335,1.2849493
209,0.015671447,2.0342386,0,0,0,0.37097028,0.56674683,0.18820305,0,0,0,0,0,0,1.6974175,1.7449908,0,0.47446996,0,0,0.22260588,0
210,0,2.1863098,0.5124623,0,0,0,0,0.49850616,0,0.62715024,0,0,0,0,0,0,0,0,0,0,0,0
211,0.71976936,0,0,0,0,0,0,0,0,0.024537774,0,0,0,0,0,0,0.5132325,1.6687478,1.314544,0.043584846,0,0
212,0,0,0,0,0,0,0,0,0,0.2532289,0.23489626,0.9161788,0,0,0,0,0,1.5637859,0,0.21917737,0,0.5191534
213,3.234187,2.2887821,0,0.14841825,0.7990365,0,0,0,0,0,0.6431295,0,0.07589902,0,0,0,0,0,1.3117282,0.10725713,0,0
214,0,1.2722526,0,0,1.3121591,0,0,0.77245086,0,0,0,0,0,0,0,0,0,0.40309474,0,0.068008624,0,0
215,2.8175871,3.8606496,0,0.57349616,0,0.1149715,3.4790459,0,1.9369016,0,0,0,0,0,0,1.1146804,0.38731718,0,0,0,2.7031167,0.30622
216,0.21435033,0,0,0.2354434,0.77482444,0.44040427,0.6665976,0,2.4145448,0.89738667,0.30732265,0.45656058,1.3024766,1.1231899,0.9149173,0,0,0,0.6006186,0.9598515,0.20610479,0
217,0,0,1.0425532,1.4525641,0,0,0,0.10900768,0,0,0,0,0,0.54728115,0,0,0,0.7018239,0.5406392,0.12980905,0,0
218,0,0,0,0,0.7518165,0,0,0,1.2211787,0,0.06578296,0,0.16468607,0,0,0,1.3957071,0,0.28831866,0,0.44693375,1.1884474
219,0,0,0,0,0,0,0,0.35393804,0,0,0,0.81111294,0.7917751,0.6280719,0,0.8881124,0.14640869,0,0,0,0,0
220,0,5.688822,2.4519665,1.1475828,0,0.5727366,0,0,0,0,0,0,0.94135195,1.1784185,0,0,0.25778523,0,0,0,1.288832,0
221,0,1.1499752,0.43544045,0,0.16086647,0,0.63103163,0,0,0.32391244,0.1340376,0,0,0,1.3980767,1.4754014,1.7522923,0,0,0,0,0.33154872
222,0,0,0.39611256,0.048275784,0,0,0,0,0,0.72213286,0.09491475,0,0,0,0,0,0,0,0,0.114150755,0,1.6501585
223,0,0,2.9718783,0.3805198,0,0.87753314,0,0.19436824,0.46107984,0,0,0,0.6937567,0.34482577,0.9184254,2.8208878,0,0,0,1.3975798,0,0
224,1.3890048,0,0,0.24735546,0,0.21789475,0.70266587,0,2.2874289,0.30075985,0.027017394,0.7161748,0.84127223,0,0,4.855388,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0.90925926,0.9296379,0,0,0,0,0,2.2304082,0,0.42426816,0.5176021,0,0,0,0
226,0.60607004,0,0,0,0,0,0,0,1.1563954,0,0.108966015,0,0,0,0,3.5224254,0,0.048251294,0.5327083,0,0,0
227,0.71287555,0,0,0,0,0,0,0.031800106,0,0,0.5141756,0,0,0.33288196,0,6.4130836,0,0.7471072,0,0.3118605,0,0
228,0,1.1662527,0,0,0.3209893,0,0,0,0,0,0,0,0,0,0,0,0,0.9223419,0.3478915,1.9659363,0.48651278,0
229,1.1646745,5.2687926,0,0.70127916,0,0.0984799,0.856826,0,0,0.5833831,0,0,0,0.8115334,0,7.059657,0,0.12072214,0.2998636,0,0.16533695,0
230,0,0,0.13168316,0,0.50577646,0,0,0.1209057,0.6038046,0,0,0,0,0,0,0.5016803,0,0.32892445,0,0,0,0
231,0.4036453,0.6605294,0,0,0,0,0,0.2622709,0,0,0.067085095,0,0,0,0,0.38469404,0.6525979,1.0929918,0,0,0.82578725,0
232,0,0,0,0.43926242,0,0,0,0,1.7904091,0.6449345,0.29362538,0.28020692,1.6172478,0,0.6283265,4.3200397,0.116019756,0.8033477,0,0,0,0
233,0,0,0,0.46388772,0,0,0,0,0.29370782,0,0,0,0,0,0,0.7429938,0.49544057,0,1.1336191,0,0,0.5707379
234,2.5630643,0,0,0.18692617,0.23668109,0.15996525,1.8043511,0,0,0.20875835,0,0,0.062910944,0,0,5.4868712,0,0,0.65753233,0.14247255,0,0.1593905
235,0,2.4571118,0.2694877,0.44540417,0.4478902,1.0604918,0.04766256,0,0.46997252,0,0.55161554,0,0,0,0,6.0281534,1.0803368,1.2663962,0,0.21935739,0,0.3958768
236,0,1.4746736,0.42157128,0,0,0,0.2800111,0,0,0,0,0.3848401,0,0.3042396,0,2.8737378,1.3274577,0,0,0,0,0.4785395
237,0,0,0,0,0.8466754,0,0,0.9904501,0,0,0.20230533,0,0.7016959,0.77173203,0,1.078419,0.6253924,0,0,0.06530383,0.119460315,0
238,1.670994,0,0,0,0.68339205,0.6908147,0,0,0,0.25487608,0.19347642,0,0,0.3319304,1.7573434,1.3155822,0,0,0,0.6843009,0.0980888,0
239,0.545147,0.831048,0,0.004724476,0,0,0,0.33772156,0,0,0.34124038,0.5205221,0.024672251,0,0,0.62284225,0,0,0.9034777,0,0.60342723,0.06918072
240,0,0,0.46500912,0,0,0,0,0,0.5969759,0,0,0,0,0,0,0.21585806,0,0,0.20530815,0,0,0.40754658
241,0,0,0.28673285,0,2.2145445,0,0.713874,0.026918333,1.6419524,0,0,0,1.06183,0,0.023096444,0,0.5617878,0,0,0,0,1.865769
242,0,3.9800572,0,0,0,0,0,0,0,0.57468873,0,0,0,0,0.36317894,3.0116622,0.53316694,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,1.2968224,0.13036081,0.8498394,0,3.3969226,0,0,0,0.09848426,0,0
244,0.45467693,0,0,0.088344686,0.28977653,0.2931951,0,0,0,0,0,0,0,0.6859894,1.3310673,0.28726792,0,0,0,0,0,0.16973263
245,2.4464397,0,0,0,0,0,0,0,0,0.26046586,0,0.61193126,0,0,0,0,0,0,0,0,0.81535125,0.6088692
246,0.40034914,0,1.0261781,0,0,0,0,0,0,0.17998652,0.7797544,0,0,0,0,1.0279992,0,0,0,0,0.41332108,0
247,0,0,0,0,0.60250556,0,0.85058385,0,0,0.41095027,0,0.18249024,0,0,0,0,0.7870982,0.70790446,0.56378824,0.20779982,0,0
248,0,2.477142,0.18546382,0,0.19818228,0,1.8301961,0.2764731,0,0,0.065321825,0.08324149,0.37593678,0,0.61464024,0,0,0,1.3803391,0.6674193,0,1.3097296
249,0,0.4310218,0.5656507,0.045058798,0,0,0.48150676,0.008629679,0,0,0,0.15711915,0,0.3859571,0,0,0,0,0,1.20476,0.6300616,0
250,0,1.3393762,0,1.6480155,0,0.48580033,0.41393593,0.22401458,2.1552312,0,0,0,0.7928042,0,0.073330246,0,0,0,0.67155045,0,1.2875417,0
251,0,8.838981,0.66450536,0,0,0,0,1.0066781,0,0,0.35286114,0.09156376,0,0,0.027357874,0,0.6642332,0,0.13960353,0,0,0
252,0,0,0,0,0,0,0,0.4667803,0,0,0.69030845,0,0,0.14617796,0,1.7198418,0,0,0,0.6627696,0,0.26989883
253,0.10369078,1.0611769,0,1.0693173,0,0.6784656,0,0,0,0,0,0,0,0,0.17629255,2.1095088,0,0,0,0.010343149,0,0
254,0,2.8696952,0,0,0,0,0,0.18592913,0,0.4020059,0.48016188,0.27827987,0,0,0,0,0,1.273096,0.5038816,1.7261312,0.38344732,1.4222534
255,0,3.8465912,0.5155796,0,0,0,0.6038434,0,1.7454448,0,0,0.050839987,0,0.19137181,0,5.4373794,0.8929389,0,0,0,0,0.6112925
256,0.6321991,0.11758012,0,0,0.7919543,0.48325875,0,0,2.562226,0,0,0,0,0.85062015,0,1.0336206,0.21983838,0.4036547,0.48626602,0,0,1.2914478
257,2.805312,0,0,0.09673597,0.13247669,0.58846325,0.23498514,0,0.16497752,0,0,0,0.18259506,1.3005575,0.54812634,2.9961596,0.100265644,0,0.3256777,0.66435647,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0.16669135,0,0,1.106449,0,1.5672004,0,0,0,0
259,0,0,0,0,1.195878,0,0.27984542,0,0,0.5168109,0,0,0,0,0.28707847,4.1028147,0,0.018622,0,0,0,0
260,1.7799362,0,0,0.09539979,0,0.84633946,0.64786357,0,0,0,0,0.10574645,0,0,0,1.6857073,0,0.9388648,0,1.1870735,0,0
261,0,2.279539,0.6718737,0,1.6924407,0,0,0,0.23718043,0,0,0.91716915,0,0,0,0,0,0,0.82445896,0.05772622,0.32530788,0.4258648
262,0,0.2944622,0.40649155,0,0,0,0,0,0,0,0,0.090870425,0.17707586,0,0.30438563,0,1.7449433,0,0,0,0,0
263,1.7711309,1.1987456,0,0,0,0,0,0,0.62981844,0,0.7012008,0,0.8318414,0.42496356,0,1.40542,0,0.32098415,0,0.48647073,1.7102754,0
264,0.6163738,1.1102394,0,0,0.6763439,0,0,0,0,0.6395793,0.6076546,0,0,0,0,0,0,0,0,0.11304031,0,0.14631082
265,1.8765827,0,0,0,0,0,1.128271,0,0.3235832,0,0,0.6182063,0.06095019,0,0.33244962,0,0.9495268,0.6119054,0.004369191,0,0,0.2552285
266,0,0,0,0,0,0,0,0.20770119,0,0.25526905,0,0,0,0,0,0,0.14567775,0,0,0,0,0.20131457
267,0,2.2951481,1.176849,0.7061079,1.1609257,0,2.2693791,0.07715441,0,0,0.28328568,0,0,0,0,0,0.2984681,0,0.2628923,0.04014095,1.0372678,0
268,0,0,1.2922331,0.41520482,0.1257959,0.034795426,0,0.028664976,0,0,0,1.139348,0,0,0.1595374,0,0.45078465,0,0.035377927,0,0,1.863836
269,0,3.289407,0.77542746,0.46685264,0.82670194,0.57523763,1.475249,0.11003549,0,0.97742003,0,0.22589351,0.31223384,0.23087998,0.93971926,1.3876019,0,0,0.06873634,0,0.27783036,0
270,0,0,0.49978676,0,0,0.23673728,0,1.0210315,0,0,0,0,0,0,0,0,0.14971393,0,1.2935472,0.25496,0,0.63706523
271,0,0,0,0,0.07901499,0.53953373,1.084604,0,0,0.272241,0.6399686,0,0,0,1.4164007,0,0.05390426,0,0,0.5599403,0,1.6823171
272,1.6136403,0,0,0,0.2404951,0,0,0,0,0,0,0.31620914,0.37013793,0.017613793,0,0,0,0,0,0,0.32890287,1.4961582
273,0,0,0,0,0.067538805,0.11309878,0,1.1547871,0.9692467,0.45762208,0.019050859,0,0.56829804,0,0,0,0,0,0,0.3080738,0.8279674,0
274,0,3.6750858,0,2.1366007,0,0,0,0,1.8172052,0.19158244,0,0.32186535,0.14790073,0.42849478,0,1.1147016,0,0.087713435,0.30140015,0.50017345,0.5606167,0
275,0,0,1.769077,0,0.6583307,0,0.1990178,0,0.39337823,0.1802912,0,0.8824994,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0.12861069,0,0,0.7532447,0.1277016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2.8773794,0,0,0,0,0.17770505,1.0761961,0,0,0,0.063448474,0,0.07929674,1.3262206,0,0,0,0.8624252,0,0,0.16771246,0
278,0,0,0.29918832,0.39492166,0,0,0,0.19827662,0,0,0.16053145,1.0550222,0.0697668,0.14305893,0,0,0,0.32265052,0,0,0,0
279,0,0,0,0.3594419,1.0101653,0,0.15401973,0,0.22157472,0.22456533,0,0,0,0,0.96270585,0.019287357,0,0,0,0,0,0
280,4.182212,0,0,0,0,1.0587091,0,0,0.001813432,0,0,0,0,0,0,0,0.40945634,1.8151795,0.054122362,0,0,0
281,0,7.611428,0.19725038,0,0,0,0.8284808,0.007400213,0,0,0,0.6921934,0,0.65211034,0,0,0,1.0976865,0,0.050574545,0.080602266,0.18803442
282,0,0,0.9957713,0,0.579407,0.0580075,0,0,1.6782501,0.4854009,0.27428865,0,0,0,0,0,0,0,0,0,0,0.18321215
283,0,0,0.54283744,0,0,0,0.77833277,0.6340151,0.050708115,0,0,0,0,0.29743353,0,0,0.1915528,0,0,0.5391847,1.6960759,0.39034808
284,0,0,0,0,0,0,0,0,0.61363506,0,0.7378908,0,0,0,0.4729137,0.7404259,0,0.40137598,0.5006836,0.0470924,0,0.09526326
285,0,0,0,0.4083879,0,0.23631315,0,0,0,0,0,0,0.57357734,0,0,0,0,0,0.52824396,1.2483085,0,0
286,0,0,0,0.087554835,0.04704018,0.047042143,0,0,0,0,0,0,0,0.56529975,0,2.2673752,0.19815406,1.2588363,0.20436496,0.002864585,0.42145875,0
287,0,0,0.6776287,0.20471773,0,0.2110191,1.8857754,0.040224686,0,0.1495436,0,0,0.019532088,0.13197815,0,0,0,0,0.03089246,0,0,0
288,1.9593332,0,0.9457548,1.0150466,0.96599895,0.82975996,0,0,0,0,0.29442564,0,0.022440346,0,1.1824917,1.2254422,0,0.696464,2.247746,0.6066503,0.37759244,0.3729991
289,0,0.7009888,0.000642014,0,0,0,0.7100259,0.25063157,0,0,0,1.0688922,0.68751794,0.6053797,0.14474083,0,0.45752183,0.26163104,0,0,0,0
290,0.76250446,0.48036915,0.68803537,0,0.60686785,0.050828483,1.1804022,0,0,0,0,0,0,0,0.6594807,1.0273427,0.5656278,0,0,0,0,0
291,0,0,0,0,1.9287325,0.59938586,0,0.061393753,1.5813181,0,0,0,0,0,1.4602293,0,0,0,0,0.30495828,0,0
292,0,0.5407016,0,0,0.030660555,0.11839048,0,0,0,0.3267515,0.15702869,0,0,0.3210243,0,0.27521846,0,1.0813202,0,0,0,0
293,0,0,0,0,0,0,1.2986243,0,0,0.06546032,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0.14874522,0,0,0,0,0,0,0,0.37666246,0.060914073,0.77834463,0,0,0.52287054,0,0.6753863,0.59980196,0,0,0,0
295,1.5869483,0,0,0,0,0,0.41532773,0.48124197,0.85898435,0,0,0.27322796,0.49840185,0,0.2956621,0,0,0.30794197,0,0,0,0
296,0.8277722,0,0,0,0,0,0.6408256,0.111776054,2.842272,0,0.9191917,0.09152889,0,0,0,0,0.55697876,0.70767504,0,1.4561249,1.4548665,0.6568361
297,0,0,1.0803318,1.1047481,0,0,0,0.17934358,0,0,0,0,0.6925756,0,0.040666908,0,1.3681991,0,0,0.08302869,0,0
298,0,2.8626826,0,0,0,0.004273369,0.39643174,0,1.3986598,0.21411353,0,0,0.6890784,0,0,0,0,0.053365532,1.1803604,0.5950752,0,0.10032412
299,0,2.2463522,0,0,0,0.027517404,0,0.36102563,0,0.3171177,0,0.22293791,0.8834369,0,0,0.07184038,0.05979447,1.0729522,0,0.48502123,0,0
300,0,0,0,0.499223,0,0.19357228,0,0.64051163,0,0.24738888,0,0,0,0,0,0,0.31230184,0.6893475,0,0,0.9668922,0
301,0,0,2.2417254,0,0,0,0.7000972,0.50252235,0,0,0,0,0,0,1.9592022,0.6350484,0.77311486,0,0.11286511,0.8295988,0.68032944,1.9193383
302,0,1.4024794,0,0.24333917,0,0.07543497,0,0.04411832,0.22132641,0,0,0,0,0.41051796,0,0,0.2255837,0,0,0,0,0.20258518
303,0,0,0,0,0,0,0,0.31620204,0,0,0.4874458,0,0,0,0,0,0,0,0,0,0.63523823,0
304,1.1898606,0,1.1557857,0,1.0426055,0.09136759,0.8762428,0.20870674,0,0,0.41324016,0.58863264,0.06572099,0,0,0,1.3768768,0,0,0,1.007007,0.49606332
305,0,0,0.40286297,0.16787785,1.650483,0,0,1.160238,1.69951,0,0.4021012,0,0.33705798,0.4895219,0,0,0,0.503272,0,1.6674724,0.7543519,0.9879216
306,0,0,0,0.13402952,0,0,0,0,0,0,0,0,0.10007939,0,0.81062305,0,0,0,0.459915,0.0741432,0,0
307,0,4.249177,0,0,0,0.0528757,0.24282055,0,0,0.19595218,0.44667417,0,0,0.61578435,0.15592055,2.031109,0.57236165,0,0.6300861,0,0,0.37583464
308,2.9523895,2.3996298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09464782,0,0.45735216,0,0,0,0
309,2.5332332,5.552035,0.33683562,0,0,0,0,0,0,0.278673,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0.17529158,0,0,0,0.68898576,0.6724882,0,0,0,0,0.008385208,0,0.8406813,0.03475082,0.15242596,0,0,0.23347084,0
311,1.240581,0,0,0,0,0,0,0,0,0,0,0,0.15949036,0.46425378,0,0,0,0,0,0.9414984,0,0
312,1.3231995,0,0.34989804,0,0.26969466,0.1595091,0.21929638,0,1.0247656,0.17993173,0,0.1458658,0.30773404,0,0,0.94546396,0,0,0,0,0,0
313,0,0,0,0.16202274,0.17708756,0,1.4715633,0,0,0,0,0.37130314,0,0,0,0.17940857,0,0,0,0,0,0
314,0,0,0,0.063091606,0,0,0,0,0,0.14696316,0.16739653,0.5365827,0.31266716,0,0.22003925,0,0,0,0,0,0,0
315,0,5.4540353,0.647002,0.51202357,0,0.46918768,0,0,0,0,0,0,0.12177354,0,0,2.4322073,0.09786777,0,0.15289219,0.22867408,0,1.2367462
316,0,0,0.710316,0,1.1546491,0,0,0.5274125,0,0.54750115,0,0.572559,0,0.13524094,0.34307048,0,0,0,0.7235891,0.34051204,0,0.034199014
317,0,0,0.09786139,1.4172695,0,0,1.1947676,0,0,0,0,0,0,0,0.7260582,0,0.025928158,0,0,0,0.27907214,1.2108188
318,0,0,0.25362983,0,0,0,0,0,0,0.16070797,0,0,1.5483491,0,0,0,0,0,0,0.9755765,1.3647894,0.08662241
319,0,0,0,0,0,0.02995683,0,0.16332918,0,0.10078817,0,0,0,0,0,4.4867196,0.55738395,0.27076155,0,0.8246313,0,0
320,0,2.5276206,0,0.21799164,1.8251684,0,0.38633803,0,1.1829976,0,0.66504985,0,0,0,0,0,0.17526859,0.08175513,0,0,0.4893941,1.5653124
321,2.4434094,0,0,0,0.008302031,0,0,0,0,0.4879846,0,0.5136561,0,0,1.0518787,0,0,0,0.53277904,0,0,0
322,0,1.4197805,0,0,0,0.058747064,0,0,0.5937775,0.055832535,0.082587145,0,0,0.8653315,0,0,0.2761236,0,0.14278023,0,2.2794013,0
323,0,0,0,0,0,0,0.38536593,0.5365121,0,0,0,0,0,0,0,0,0,0,0,0.1279866,0.24827568,1.1783174
324,1.6521603,4.3806114,0.76500934,0,0,1.0204732,0.50497645,0,0.48957014,0,0,0.7599257,0,0,1.212424,0,0,2.0489938,0,0,0.28557396,0
325,0,0.38895187,0,0,1.6195312,0.023639182,1.2264717,0,0,0,0,0,0,0,0.35872945,2.1838882,0.19560897,0.7060493,0,0.98095804,0,0
326,2.4724848,0,0,0,0,0,1.0016723,0,0,0,0.39859837,0.11630553,0,0,0,3.3067183,0,0,0,0,0,0
327,1.2097585,0,0,0.88515615,0,0.39385927,0,0,0,0.15719523,0.042137876,0,0,0,0,0,0,0.14188184,0.89112616,0.04665185,0,0
328,0,0,0.05337314,0,0,0.8788091,0,0.30007157,0,0,0.21309434,0,0,0.61151296,0,0,0.8651682,0,0,0.5990464,0.63996625,2.1600332
329,0,0,0.14383577,1.4043337,0,0,0,0,2.7249863,0.022865321,0,0,0,0,0,0,0,0,0.002225024,0.14798534,0,0
330,1.9142791,0,0,0,0.61805,0,1.0138924,0,0.6853267,0.60978675,0,0,0.4435149,0,0,2.3839688,1.0689946,1.3205923,0.6793231,1.9009945,0.220739,0
331,0,2.25064,0,0,0,0.08007018,0,0,0,0,0,0.13660353,0,0.21952915,0.5563058,0,0,0,0,0.31676042,0.08672462,0
332,0,0.7347532,0,0,1.2280115,0,0,0,0,0,0,0,0.8720498,1.1318573,0,0.123527154,0.49890673,0,0,0,0.6412508,0
333,0,0.28736672,0,0,0,0.44670352,0,0,0,0,0.3354638,0.8737685,0.8816135,0.85261494,0,0,0,0,0.10502143,0,0,0
334,0,0,0,0.47745985,0,0,0,0.7117949,0,1.4450669,0,0,0,0.1821388,0,0,0,0,1.4214793,0,1.0317845,0
335,1.8208195,1.159352,0,0,0,0,0,0.20090768,0,0,0,0,1.1006075,0,0,0,0,0,0,0,0.1363322,1.9526695
336,0,0,1.0918367,0,0.8535992,0,0.99414873,0.54336035,0,0.28851002,0,0,0,0,0.45580208,0,0.8688709,0,0,0,1.0257268,0
337,0.42925394,0,0,0.17373128,0.16946487,0,0.369455,0.31468526,0.002627339,0,0,0,0,0,1.418697,0.47293758,0.3076915,0,0.4295241,0,0.12309754,0
338,0,0,0.02691232,0.21060273,0.20646445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3536801,0
339,0,1.6538676,0.1916386,0,0,0,0,0,0.19521913,0.11269486,0,0.105776176,0.80631256,0,0.3719213,2.5123084,0,0,0,0,0,0
340,0,0,1.1811882,0,0.18285671,0,1.2722245,0.17923374,0.43605942,0,0.2933229,0.18206926,0.15176097,1.1929675,0,0,0.32692164,0.849695,0.68656343,0,0,0
341,0.64810604,1.7957324,0.23797533,0,0,0,0,0,0,0,0,0,0,0,1.4154762,0.82682896,0.34333697,1.3612331,0,0.2787486,0,0
342,0,0,0,0,0,0,0.42396873,0,0,0,0,0.010520443,0,0.65711987,0,0,0,0.26773947,0,0,0,0
343,0.7195572,1.8396233,0,0,0.27067706,0,0.55691695,0,0.42511818,0.011424912,0,0,0,0,0,0,0,0.7317388,0.33604044,0,0,0
344,0.5784235,2.1333315,0,0,0,0,0,0,0,0,0,0,0.2132749,0.8415803,0.16157393,0,0.9842523,0,0,0.1240471,0.2361587,0.28332546
345,0.006438281,0,1.0772504,0,0.3678106,0.2764127,0,0,0,0.42564753,0,1.7756622,0,0.023047624,0,1.8182112,0.59792244,0,0,0,1.250245,0
346,0,0,0.05800441,1.6235379,0.3372784,0,0,0,2.605948,0,0,0.17110743,0,0.52004796,0.57453406,0,0,0.21476132,0,1.230114,1.7976271,0
347,3.6319323,1.7456158,0.2384684,0.79069084,0,0.10196429,0,0.4185461,0,0,0,0,0.08818092,0,0.28792855,0,1.7220429,0.012737,0,0,0.2788939,2.2668767
348,0,6.100146,0.4415846,0,0,0.96483076,0,0.7204469,0.2616785,0,0,0.52966607,0,0,0,0,0.59941494,0,0,0.66745603,0,0
349,0,5.371137,0,0.37262747,1.0455,1.4392409,0.8970725,0,0,0,0,0,2.1680977,0,0,0.1471005,0,0,1.0622022,0,0,0.9549536
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2328146,0,0,0.5251904,0.32756898,1.631415,0
351,0,0,0.21324322,0,0.31221765,0,1.0538057,0.21333598,0,0.41313523,0,0,0,0,0,0.010458419,0,0,0,0,0,0.6260288
