x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.49180508,0,0,3.4042697,0,0,5.2644014,6.136744,0,7.19106,0,0,0,0,0,0,0,8.675503,1.2942536,0,1.7171408,4.3733983,14.60352,0.35991186,3.4545279,0,0.83889073,0,0,2.1320045,0,0,0
2,1.0776197,0,0,0,1.5980059,1.0623811,0,0,9.034963,0,0,0,8.367535,10.803824,0,2.6694198,1.750913,2.8044043,5.4890895,0,0.9857767,0,0,9.988276,23.47847,0,0.15736435,4.4770637,0,1.9377588,0,2.4863892,0,2.0397418,0
3,0,1.3849299,1.3007858,0,0,0.030433621,13.285685,0,0,0,0,0,0.59490323,0,0.972085,0.9300574,0.5506304,2.1066332,0,0,0,0,9.562269,0,0,0,0,0,2.612244,0,0,0,0,0,6.61003
4,0,0,0,0,0,0.41894385,0,0.67916125,6.7884893,0.22302572,0,0,0,0,0,7.7803755,0,0,0,2.5903711,0,6.5960298,6.2232904,0,0,0,0,0,0,0,5.1777325,0,2.596688,0,24.972446
5,0.92101604,8.124152,0,18.072191,0,1.0474553,0.8020767,6.984057,6.6107426,2.057207,14.448457,0,0,0,0,0,1.531949,0,0,9.261662,0.20182617,0,6.6215687,1.306572,0,0,0,0,0,1.704222,0,0,2.68229,0,4.3940077
6,0,1.284236,0,0,0,0.08215285,10.315627,0,5.1876993,11.042852,8.918134,4.936311,0,0,0,0,0,0,0,4.631512,0,6.1923046,8.187656,0,0,7.5391374,1.1836144,0.33082286,0,0,0,1.4081192,0,0,8.372759
7,0.7299867,0,0,4.0497403,2.9216087,0.6837655,3.3929765,7.2793007,0.39671358,0,17.706577,0,0,0,3.2438471,4.6879587,0,0,0,0,0.79957885,0,6.2216926,0,0,0,0,0,0,0.041285373,0,0,2.2344806,0,0
8,0,0,5.7841325,0.041874982,0,2.0272303,2.237401,0,3.0282667,10.436453,14.303,1.1886611,0,0,0,0,2.7079427,3.0597515,0,0,1.2400428,0,2.9827054,7.9290953,0,14.409737,0.7099113,4.6822352,0,0,2.547287,0,1.1979864,0,4.4025526
9,0,8.213233,0,3.0183554,0,0,0.1472417,0,16.418434,4.7664633,7.172248,0,0,0,0,0,2.6449072,0,0,0,0.76374394,6.8630624,2.2364206,0,0,0,0.16340198,0.087938435,0,0,0.66609794,0,6.881175,0,0
10,0,0.102128156,0,5.997786,0.5486416,0.82477874,0,11.351343,13.001643,0,0,0,0,0,0.15181655,0,0,2.3139274,0,0,0,0.39704296,0,7.7989902,0,0,0.55214536,1.0345902,0,0,0,0,0,0,2.4648352
11,1.2301841,0,0,0,0.9944513,3.2052758,1.8490118,0,0,0,7.0399694,0.85644895,0,0,0,0,0,1.6502901,0,0,0.07743471,7.520637,0,0,0,0,0.7946891,0,0,0,9.470255,0.37730527,3.9327796,0,1.819181
12,0,0,2.6114542,0,1.9673609,0.7115574,0,3.3175406,4.8911295,0,0,0,0,0,0.4582946,5.829882,0.22577691,1.1950791,1.5165585,2.9514623,0,0,0,0,0,0,0,0,2.793486,0,0,0,1.6938218,0,4.0069304
13,0,0,0,0,0,0.49079302,0,0,0,0,0,0,0.497002,0.8851904,0,0,0,0,3.4894412,0,0,0,0,0,17.87718,0,0,0,1.6457921,0,0,0,0.6429637,0,33.37211
14,0,0,0,9.206757,0,0,0,0,0,0,0,0,6.367937,5.2891083,0,0,0,0,3.3283596,0,0.8794178,0,0,0,0,0,0,0,0,3.1777086,0,0.550632,0,11.257553,0
15,0,2.0975485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0854359,1.616243,0,0,0,0,0,0,0,0,0,0,0,3.530685,0,0.9797931,0
16,0,0,0,0,0,0,0,0,0,0,0,0,5.9735303,11.414914,0,0,0.6028307,0,5.1773486,0,0,0,0,2.0152411,8.198736,0,0.122492075,0,0,2.632155,0,0.37674302,0,5.135479,0
17,0,0,0,0,1.556047,0,0,0,0,0,0,0.32748273,3.1755352,0.45455167,0,0,0,0.45343292,5.600435,0,0.3220349,0,0,0,4.1300583,11.727258,0,1.9433846,0,0,0,0.76048577,0,9.409497,0
18,5.4862313,0,5.4346156,0.8729498,0,1.312581,0,5.671597,0,0,0,0,0,0,5.8101482,0,0,0.7053496,0,0,1.3580576,1.8554666,0,16.761501,0,0,0,0,0,0,1.8704027,2.421196,0,0,2.1002264
19,0.19002189,4.763736,0,0,0,0.61680317,4.2897434,0,0,0,1.6311686,0,0.81293595,0,0,5.2824907,0,2.159504,0,4.1137786,0.74695003,0,4.129479,0,4.504011,0,0,5.187634,3.9235733,0,0.5626725,3.3036585,0,0,0.71290684
20,4.901851,0,2.0550532,0,0,1.8254095,0,0,0,12.2219305,0,8.279931,0,0,0.753358,20.037619,0.4333281,0,3.4823656,0,0,0,4.3466716,8.661951,0,14.669807,0.02951103,5.4112263,0,3.8000157,1.0491544,0.019989388,0,0,5.174032
21,3.229088,0,2.0195792,5.1497226,0,0,0,8.433459,0,0,7.8298435,0,0.4211308,0,0,0,0.85332775,0.78899455,0,1.9857812,0,0.9764762,0,0,0,15.539827,0,0.76889586,0,0,8.417032,0.34078178,0,0,0.09094371
22,0.38765296,0,0,0,1.6809531,0.09045421,2.5370564,13.062027,0,4.1539993,13.3833275,0,0,0,0,2.0547395,0,1.6119301,2.89793,0.02505127,0.66496015,0,0,5.4363465,20.523245,0,0,0,0.49274617,0,0,0,3.2523263,0,0.3184106
23,0,0,3.9716895,3.162537,0,0,0.919712,0,12.10709,15.936618,0,4.71978,0,0.4126667,0.9871386,0,0.9041921,3.0278583,0,0.208854,0,1.006593,13.051103,0,4.117011,0,0,0,3.1027713,0.3820883,0,0.4699004,0,0,0
24,3.9086754,0,0,9.527396,3.465631,0,0.7378106,16.915257,0.4430304,4.979744,0,0,0,0,3.6107187,0,0,0,0,1.8391223,0,1.7662481,6.3658047,5.6178737,0,4.528502,0,1.564011,1.1194832,0.45603833,2.4500413,0,0,0.874894,0
25,0,1.0043614,0,11.985916,0.5922958,0,0,1.1944441,0.5408702,0,0,0,0,0,0,0,0,0,0,0,0,8.169059,0.48815447,0,0.7542166,0,3.4475377,0,3.3352163,0.03279618,0,0.8636545,1.0696117,0,9.895322
26,1.0884854,0,0,10.370613,0.21231937,0,10.296368,5.8629627,8.834241,0,5.047918,0,0,0,0,0.74289674,0,0,0,0,0,3.0644493,9.039034,0,8.8454,0,0,4.110699,0,0,0,0,1.6694695,0,0
27,0,4.0896106,0,0.79940695,1.7234395,0,0,0,0,2.8955326,13.498996,8.31817,1.5209209,0,1.1056165,0,0,0,0,0.45343477,0,0,2.7256725,0,7.009686,0,0.9638243,0,5.0141983,1.5030204,0,0,0,0.2743079,0
28,3.6741695,0,0,0,0,1.7230003,0,1.5398628,7.9359484,3.1669002,8.281473,0,1.0794599,0.862673,0,0,0.062125765,0,0.9561643,0,1.9801786,1.4915755,6.332683,2.3137858,0,0,1.0133528,0,1.6082815,0,0,0.55580163,2.3502092,0,2.01435
29,0.19547653,2.7021737,1.3856014,0,0.5264448,0,0,0,0,0,14.364021,1.7035583,3.4715166,0,0,0,0,2.276053,5.4952464,0,0,0,0,0,20.000294,0,0,0,0,4.34317,0,1.405205,0,0,0
30,1.59529,4.5736046,1.1369197,1.0152516,1.0177655,0.03778452,0,3.1870837,1.4203862,0.29702035,0,1.3973063,0,0,12.200545,8.18092,0,0,0,1.0886958,0,3.4290524,15.094391,0,0,13.873798,0,0,2.0056703,0,3.5383065,0,0.54338485,0,0
31,0.05916517,0,0,7.517986,0,0,0,0,10.405228,13.848485,20.902752,12.5906725,0,0,0,4.7442107,0,0,0,0,0.5730184,0,0,0,0,6.0519614,0,2.7158496,0,0.59351385,0,0,0,7.593463,0
32,0,0,0,0,0,0,0,0,0,0,0,0,3.4498105,8.355296,0,0,0,0.8828098,4.7551327,0,0.7018757,0,0,0,20.9032,0,0,0,0,0,0,0.39106566,0,1.8151269,0
33,0,2.6902838,7.5403304,0,0,4.718635,1.5706751,0,0,0,0,0,3.590308,5.599881,0,0,1.3703511,2.8982532,0,0,0,0,0,0,21.107792,0.11961908,0,0,3.09404,0,0,1.5958309,0,0,0
34,0,0,0,0,0.7529248,0,0,5.3683,0,0,0,7.090675,0,0,0,0,1.0391519,0,0,6.5720534,0,0.93357134,0.80537355,0,7.203627,19.301334,0,1.3212646,0,0,6.908906,0,3.8177586,0,0
35,0.40548941,0,0,0,1.8726953,0,0,18.16709,0,5.8951235,30.60031,0,0,0,0,0,3.750659,0,0,0,0,0.48239508,11.339608,0,0,0,1.0394224,0,4.408834,0,0,1.3040696,3.525369,0,2.758225
36,1.0926007,0,0,3.0196657,1.6155336,0,2.00602,6.820013,0,9.895259,3.0795841,7.2662754,0,0,4.5910497,8.858265,1.3569839,0.88096356,0,1.102102,0.39046654,0,4.917907,12.153682,0,0,0,0,1.1071014,0,0,2.9156315,2.3910754,0,0.63348496
37,7.645389,2.020086,0,15.005891,0,0.45739082,1.4200234,4.5387096,24.975405,9.814022,0,0,0,0,7.38582,0,0,0,0,0,0,0,6.760699,0,0,9.59403,4.5005555,1.4966646,1.0159994,0,5.6363215,0.54740715,0,0,0
38,0,0,0,0,0,0,4.3764477,3.4943085,6.631537,9.543432,7.4611726,2.1265218,0,1.8934603,0.52701414,5.0175796,2.7083645,0,0,0,0.60032284,6.8313203,15.470565,0,0,0,0,0,1.4527951,0,0,0.5168802,2.5464814,0,0.17771457
39,3.7802742,0,0,1.5142487,2.1064346,0.7909791,0,8.933089,1.0875638,0,1.3864888,0.46141925,0,0,6.8646564,10.73103,0.40728024,0,0,0.22019781,0.6201008,0,2.694235,6.3541846,0,12.405922,0,0,3.7683225,0,0,0,1.87269,0,17.646906
40,1.6444341,0.1270556,0.3404195,10.701013,0,0,6.5316944,0,0,3.7729905,0,0.5298642,0,0,6.0968986,0,0,0,0,1.3686666,2.0711064,0.24783963,6.295707,0.12442819,0,18.428139,0,0,1.1779356,0,0,0,2.4156635,0,0
41,0,0,0,0,0,3.1012542,0,0,0,0,0,0,6.6711073,5.8716607,0,0,0,0.9488119,7.416866,4.5800786,0,0,1.8165182,13.138554,3.3950357,0,0,0,2.084047,0,0,0,0,0,0
42,0,0,0,2.2304392,2.6845374,1.5642623,0,10.870753,0.9206462,9.968742,7.8315687,3.220301,0,0,11.475796,19.897745,0,0,0,0,0,3.222799,3.954789,0,0,8.939941,0,1.6293772,0.7912808,2.7896154,1.0459222,0,2.9802957,0,7.629801
43,3.6026573,1.3202274,2.320674,7.82357,2.2233353,0,8.500051,12.062699,3.7483897,0.25900814,0,0,0,0,0,0,0,0,0,0,2.2064402,8.218153,0,0,0,14.460837,0.36516497,1.3660228,0.37421763,0,0,0.70355576,4.609711,0,0
44,0,0,0,0,0.54119563,0,5.279045,0,21.496347,8.357434,13.564428,0,0,0,1.2011518,4.5023932,1.389361,0.6898053,0,0,0,0,13.821548,0,2.2310283,0,0.92818403,0.9737959,2.2083304,0,0,0,2.5603352,2.9653547,0
45,0,0,0,0,0,0,4.023179,5.983394,0,11.138944,14.986061,0,0,0,0,0,0,0,0,0,0.4740292,5.966939,2.4855025,7.7525616,12.792744,3.3472376,4.177036,2.7872465,0.53894293,0.57996386,0.8143286,0,2.0196476,0,5.9498563
46,5.95156,3.0758111,0,1.66234,0,0,0,6.576093,13.041563,4.3591924,3.8933744,0.066125944,0,0,1.4138007,5.3603396,0,4.197204,0,4.1657453,1.8277591,1.5860997,1.6382197,0,0,0,0,0.31637675,0,0,0.90280753,0,3.8396292,0.2701163,0
47,3.4757254,0,0.5366006,0,0,0,0,0,0,2.3355901,0.6414277,0,0,0,1.8648752,0,0,0,0,0,0,2.9305449,0,0,0,0,0,0,0,0,0,0,0,1.0165921,3.500145
48,2.157738,0,1.9561665,0,0,0,0,0,0,0,0,2.091615,0,0,3.30567,0,0,0,4.025404,0,0,0,0,0,0,0,0,0,0,0,1.8650169,0,0,0,0
49,0,6.0806613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.136781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,2.9084592,3.803245,0,0,0,0,2.8364446,0,0,0,0,0,0,0,0,0.48823854,0,2.3980887,0,4.6717744,0,5.019767,0
51,0,2.162236,2.0209582,3.191765,1.2592194,1.772769,6.7585382,0,0,0,0,0,6.940555,6.65741,0,0,0,0,0,10.731951,1.6850318,0,3.496306,9.949808,24.708315,8.647563,0,0.45999485,0.11928009,2.8029995,0,1.3961546,1.9541947,0,10.584749
52,2.8102741,1.8196623,2.5244703,0,1.9731584,0,3.0828614,0,0,6.3311424,0,0,1.1999685,0,0,0,0,0,0.052297726,0,0.88049144,0,1.6060638,0,0,0,0,3.6361768,1.1222111,0,0,0,1.1045481,0,11.420312
53,0,0,0,12.407124,6.039711,1.7664431,1.3567837,1.3106145,8.040133,5.1395025,6.319381,0,0,0,0,0,1.3017586,0,0,0.69200355,0,7.61552,10.319083,0,0,9.32893,1.6889514,1.5230159,1.4203372,0,1.0875195,0,2.7032368,0,14.589513
54,0,0,0,4.9329276,4.38694,0,2.1908374,11.008163,0,0,22.310095,17.272795,0,0,0.82318157,0,0.61707765,2.4888654,0,5.038723,0,7.193981,6.1645765,4.2010508,0,0,1.2072977,0,0,0,0,0,0,0,0
55,0.5604057,0,3.1531947,0,0,2.8633726,0,2.3803048,6.551564,0,0,4.634789,0,0.3314,0,0,0.50026065,0,0,0,1.7931948,1.144678,12.169918,5.6154685,0,3.8877964,0,1.8034371,0,0,0,0,0,0,0
56,0,0,3.5219483,5.26555,0,0,0,0,0,0,0,0,5.345713,9.8739805,1.7298415,0,0,0.13633278,2.2070296,0,0,0,0,0,16.019255,0,0,0,0,0.14993231,0,0,0,6.334912,0
57,0,2.8639004,0,5.450065,0,0,0,0,0,0,0,0,0,0,0,0,0.981265,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2765532,0.089821346,0,1.9564683,0
58,0,0,4.52027,0,0,0,0,0,0,0,0,0,6.8383837,6.148208,0,0,0,1.9444524,8.8533535,0,0,0,0,0,0,0,0,0,0,1.4892724,0,1.7838725,0,9.385841,1.9527286
59,0,1.6035675,0,0,0,0,0,0,0,0,0,0,9.712351,8.875509,0,0,0,0,11.9578,0,0,0,0,1.3261479,0,0,0,0,0,7.313849,0,4.181046,0,0,0
60,0,0.18907167,5.8581367,3.3024638,1.1517336,0,3.3658457,0,0,0,0,0,5.7280483,4.5016165,0,0,0,0,6.0196977,0,1.9728973,0,0.36206344,5.8239474,19.95298,0,0,0,0,1.7694867,2.454401,1.8452805,1.279655,0.50493807,0
61,0,0.7244508,2.6725342,0,0,2.9648929,2.8574848,0,0,0,0,0,0,0,0,10.557501,0,4.5587697,0,5.516995,0,0,2.112411,10.770246,0,0,0,0.4643663,0,0,2.0739455,0.7954255,0,1.5507385,0
62,3.4606793,7.278692,0.6420574,0,3.3474197,0,2.541658,0,0,0,12.940445,0,1.1238288,0,0,3.487215,0,0.2105431,0,0,0.006021102,11.711959,0,0.7694212,16.119484,0,0,0.6920847,0.3341986,2.5845191,0,3.122372,3.9695332,3.5434775,0
63,0,0,1.4983048,0,3.4023037,0,0,0,0,0,6.831011,0,7.086252,2.301391,0,1.6025667,0,0.93869543,3.6255097,0,0,3.3095655,0,3.4823534,0,0,0.28248194,0,0.7863804,1.2258301,0,0,0,3.2855468,6.849704
64,0,1.8442968,8.611729,0,0,0,0,0,0,0,0,0,6.25574,5.0222926,0,0,0.9291466,0.54646033,4.4324846,3.4370508,0,0,0,0,6.4186316,0,0.9344027,0,0,0,0,2.2762942,0,6.9407415,0
65,0,2.8122075,0,0,0,0,0,38.562294,19.094454,2.5099094,6.793048,0,4.859279,11.901476,0,0,0,0,4.5827923,2.5236893,0,0,0,0,0,0,0,0,0,0,0,3.6587005,0,2.6230452,0
66,1.3855361,0,1.6708715,0,3.7455242,2.3387816,0,0,0,0,16.426691,1.6956122,1.7134776,0,0,6.028778,0,2.090009,8.1817045,1.762608,0,0,0,6.0447836,23.408375,0,0,0.14090565,3.8048203,0,7.5075374,7.8999553,0,3.0414195,0.4617424
67,0,0,0,0,0,0,1.767861,0,0,0,1.677645,0,0,1.9159957,0,0,0,0.7595285,0,0,0.5261506,0,0,2.5420527,21.407623,0,0,0,0,0.52378523,2.3656669,1.568689,1.4556634,4.3627543,0
68,0,0.1560894,10.535221,0,0,0.67812914,0,0,0,0,0,0,0,3.138124,0,0,0.67283595,3.0344148,3.3006666,0,0,0.700287,0,0,13.139895,1.9963222,0,0,0,0,1.8647289,0.8406232,0.14256632,3.7534468,29.34706
69,2.5894184,0,0.003983116,0,0,0,0,0,0,0,0,0,5.6434054,0,1.7081388,0,0.582701,1.5213202,2.031737,0,1.9870192,0,0,6.389869,12.452477,0,0,2.9574494,0,0,3.489958,0,0,1.0839146,0
70,0,0,1.2749348,0,0,0,0,0,0,0,0,0,7.5817466,4.3750277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5807602,0,0.9218474,0,1.6168566,0
71,2.2135503,0,4.925187,30.669333,0,0,0,0,6.401571,3.724361,1.8808553,11.019733,0,0,4.722874,0,0.1456572,0,0,5.464606,0.47297794,0,3.1038346,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,34.12755,32.390705,16.85173,0,0,0,0,0,0,8.160893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3.295403,0,0,13.417652,0,0.30830422,0,0,0,0.5057584,0,0,0,0,3.0675108,0,0,0,0,8.305877,3.276984,11.622488,7.6520805,0,0,20.234598,0,1.7999009,1.6893374,2.0485153,0,0,0.66679925,0,0
74,0,0,0,14.08304,0,2.730566,1.488935,18.236317,0,0,5.541748,4.0148964,0,0,0,0,0,0.8494526,0,0,0,0,4.6111584,0,0,10.628652,0.39903075,0,0.011672556,0,1.7978511,0,2.5080323,0,6.260015
75,6.3290596,1.7876831,0,2.8460786,0,0.36389872,0.035566833,0,24.373215,7.6175547,3.554246,0.3806011,0,0,9.057667,2.0231984,0,0,0,3.2390873,2.5911086,5.853797,7.216134,0.997283,0,8.629263,1.8292556,0,4.84368,0,0,0,0.5057645,0,12.983726
76,5.8409257,0,0,0,1.8555804,1.6008338,5.09404,6.3226404,17.422312,7.160751,25.546318,8.536517,0,0,12.283943,12.704932,0,0,0,0.4289508,0,6.3671594,10.306974,0.64049095,0,0,0,1.0631632,0,3.9028826,0.13118811,0,2.0141447,0,0
77,4.5763655,0,0,11.512538,0,1.0827025,4.0642495,8.382408,20.022718,5.9096327,4.647284,4.2473106,0,0,2.4926789,0,1.2404736,0,0,0,0,1.3275856,1.005271,0,0,20.443275,3.0095325,0,2.7514443,0,0,0,4.3552356,0,18.345789
78,2.8714108,0,0,20.895676,0,0,0,6.288313,12.559003,10.188069,2.5917294,10.4092455,0,0,0.77291036,0,2.5334208,0,0,0,0,0,5.4297123,0,0,2.8656754,0.298206,0,0.9843923,0,0,0,3.2144186,0,0
79,1.8824428,2.2253444,0,0,4.447352,0,0,23.665308,18.60339,0,6.099966,3.6671236,0,0,6.547311,11.016008,0.7712849,0,0,5.7464967,2.1583247,9.450428,4.9952593,0,0,0,0,0,1.5973263,0,0,0,0,0,0.5581887
80,0,2.9893606,0,0,0,0,6.1868653,0,9.136556,19.473703,0,3.4956586,0,1.4440352,12.715509,3.2332458,0,0,0,1.2442257,0,0.12785676,9.962114,0,0,17.883858,0,4.7233777,0,0.56221044,4.0203557,0,4.3981447,0,6.5926504
81,0,3.045301,0,17.610441,0,0.99906254,1.0427505,6.375864,0.40848193,0,0,3.0142138,0,0,0,0,0.34947854,1.5914558,0,0,0.98728013,0,6.4508243,0,0,4.645992,0,0.23061882,0,0.8468017,1.5207727,0,0.27948365,0,0
82,0,0,0.39515343,0,0,0.001511518,0,0,0,0,0,0.82351875,3.139664,0,0,0,0,1.3154644,3.4107957,0,0,0,0,1.7971208,27.811142,9.331161,0.85679686,1.4310114,0,0,0,0,0,0,0
83,0,0,0,11.089506,0.48445287,0,0,15.176111,0,0,17.942675,7.2840357,0,0,0.63129306,0,0,0,0,0,0,2.444686,0,0,2.7601285,0,0,1.5366323,1.2737222,0,0,2.3094902,4.5356283,4.246472,0
84,0,4.4611726,0,0,5.102046,0,0,3.0228107,2.0843043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.041586,0,0,0.50247574,0.5363317,0.030687599,0,0,1.9336597,0,0,0.21071857
85,5.764192,0,0.76244605,0,0,0,4.647365,0,3.3604515,3.7385619,0,3.843012,0.69224536,0,0,0.9234587,0,0,0,0,0,0,0,0,0,0,0,0,4.488688,1.8341063,0,0,0,0,0
86,0,3.27252,3.5597026,0,0,0,1.1396747,0,0,0,12.079993,1.5627345,0,0,4.202613,2.1171944,3.8555841,0,0,0.09016111,0,0,0,2.4619353,0,0,2.5721598,1.6329485,1.8227098,0,6.560273,0.85588336,2.6187985,0.3928997,0
87,0.8965774,0,0.20721175,0,0,0,0,8.799523,11.102329,4.534873,5.7422876,2.6935396,0,0,0,0,0,0,0,0,0.06261806,9.545441,5.0076103,7.8250985,6.427535,0,1.81986,3.0030534,0.6507602,2.7505722,0.05167823,0,1.1988755,0,0.54487485
88,1.2651559,0.6223052,0,4.785832,2.2483351,0,0.33628815,0,0,7.8044953,0,0,0,1.7172546,0,0,0,0.9377247,5.07446,9.924536,0,4.926624,5.6639075,0,0.96257544,0,0,0,0,0,0,0,1.6945837,3.4682803,0
89,0,0,0,5.029723,0,0,0.11922119,0,9.361085,0,3.5482757,4.797351,1.8716356,1.0244516,0,0,0,0,0,0,0,0,0,0,0,2.7530353,2.3323014,3.0244648,1.7404519,0,0,0,1.4073696,0,0
90,0,1.2536421,1.2065052,0,3.6021543,0,0,0,0,0,6.9417896,5.5935884,0,0,0,0,0,2.3381236,0,3.3267663,0,11.562275,4.4479423,0,2.3637214,11.1134815,0,0,0,0,0,0,5.050589,1.5576239,0
91,0.23695214,0,0,0,3.6192389,0,1.4924518,0,0.38460088,2.7140865,19.926445,0,0,0,0,7.235127,0.4956613,3.1347823,0,0,0.72238666,0,0,0,0,0,0,0,0,0,0,0,0,0,8.860777
92,0,0,0,4.3036103,0,1.3469318,0,0,2.566684,0,22.515965,0,0,0.22802149,0,0,0,0,0,0.58938056,0,0,6.2204657,6.719645,0,0,0,0.72483003,0,0,4.5284276,0,3.313612,0,0
93,0,0,0.710884,0,2.5229516,1.5806577,3.4168282,0,0,0,11.815372,10.89915,0,0,10.248521,1.9964387,0,0,0,3.5290608,2.8368473,0,4.8439517,3.6718636,0,1.5222676,1.9148862,0.5083276,0,0,3.9864635,0,5.684079,0,0
94,0,2.1102211,1.7670777,8.195228,0,0,0.9367493,4.3829193,9.5045805,2.3906374,0,0.042416263,0,3.063943,0,0,0,0,0,0,0.26193467,4.1241717,0.19067414,5.842684,0,0,0.11333577,1.0476644,0,0.1023255,0.50772,0,0,0,0
95,5.615173,0,0,0,0,3.053423,0,0,0,0,9.79398,4.10305,0,0,0,9.394611,0.19383721,0,0,0,3.2227516,0,1.0308923,0,17.095917,0,1.2340809,0,0,2.8267584,3.738231,0,1.7333082,0,0
96,0,2.5305068,0.1316984,0,0,0,1.8686699,5.4201627,2.925953,0,9.954719,0.4474004,0,0,0,0,0,0.8239234,1.466794,1.279293,0.21804617,0,3.6746745,0.1595663,0,0,1.9515901,0,0.9502664,0,0,0,0,0,0
97,0,6.8889623,0,0,0,0,0,0,0,0,0,0,3.2631547,0,0,0,0,1.2774223,6.8385744,0,0,4.8764796,0,6.8571014,11.148282,0,0,0,0,0,1.5428418,5.038024,0,2.3599212,0
98,0,0,0,9.609458,0,0,13.1367655,0,5.960981,0,0,0,0,0,0,0,1.6229275,0,0,0,0.8120101,0,3.4213264,0,1.9201734,5.334052,0,1.6110955,1.5865391,1.7037691,4.4016714,0,0,0,12.597441
99,0,2.5221767,0.23263319,12.709976,0,0,0,0,8.101823,7.726536,0,0,0.9180154,2.4344497,0.2827565,5.1572733,0.5483091,1.6797874,0,6.005471,0.5216727,1.337506,6.0892363,0,0,0,0,1.020187,1.3924977,2.855953,3.766435,0.28613615,0.89087886,0.5780577,0
100,2.285794,0.7976908,0,0,0,2.6453815,0,0,8.505519,0,18.228212,5.699285,0,0,0,2.2305944,0.6082415,1.3046088,1.5180855,0,0,0,4.893001,0,0,17.493944,0,3.441072,1.9240824,0.7282468,0,2.6714938,0,1.0514035,0
101,0,0,0,0,1.5231644,0,4.1355886,1.5270427,0,4.798599,5.1951795,0.48341238,0,0,0,0,3.0834692,3.8953059,0,1.2896113,0,4.8095493,0,10.553269,12.922531,0,0,0,0.3965652,0,0,2.5882328,2.5011501,0,0
102,0,0,0,0,0.7525869,1.861699,0,0,3.7578433,0,5.7265286,0,11.542205,5.9289446,0,0,0,0,12.9616995,0,0,0,0,2.2773552,12.208329,0,0,0,2.924979,0.25055805,0,0,0.1899556,5.386377,0
103,4.7121305,3.970022,1.1499183,0,0,0.7892324,1.2113764,0,4.0921474,0,0,0,0,0,3.4174411,0,0,0,0,0,2.3096983,0.25296345,0,0,0,0,1.6263906,0,0,0.23236191,1.1340911,1.9462804,1.3246299,0,6.846252
104,0,0,4.467171,14.286319,3.4219248,0,0,0,0,0,0,0,0,0,3.7111163,0.80254704,0,2.2366235,3.8318233,0,0,0,0,0.3835763,0,0,0,1.9480239,0,0,0.8639052,0,2.2876825,0,0
105,0,0,0,0,1.191398,0,0,5.780382,4.971007,9.613336,16.203846,0,0,0,0,0,0,0,0,6.6188474,4.026176,0,8.495059,0,0,0,0,3.0545566,0,2.4809585,3.143495,0,0,0,4.7179713
106,0,1.4263499,0,15.744891,3.2584858,0,2.6265516,0,0,0,18.860346,1.1557126,0,0,0,0,3.4349627,0,0,0,0.35015672,0,2.4672344,0,0,0,0,1.6987774,0,0,0,0,0,0,21.159578
107,3.3308897,5.3549876,0,10.002365,2.0225275,0.26946613,3.2659988,4.9629664,3.366952,2.840765,4.89204,2.992875,0,0,4.3715234,6.7633376,0.38979387,0,0,0,0,2.5612729,7.1166162,0,0,3.7775095,0,0,0,0,0.62786216,0,1.5634533,1.1541593,0
108,3.155663,4.3863935,0,0,0,3.141425,7.512039,12.063609,17.65058,0,13.432683,0,0,0,4.500418,2.370543,0,0,0,0,0,0,0,3.4328837,0,0,0,0.76607907,2.9570837,0,0,0,0.25270087,0,39.577354
109,0,0,0,6.8092856,1.4917105,0.23208067,0,0,0.9546118,0,25.469662,11.134903,0,1.8186362,0,0,2.4384437,0,0.21881318,3.6503358,0,16.798208,4.914985,0,0,25.226177,0,2.210293,0,0,2.871703,0,1.6118188,0,0
110,5.9044776,0,0,5.022278,0,0,4.585521,8.755541,11.931211,10.962642,0,2.1444583,0,0,0.71093667,9.023923,1.1006297,0,0,7.0622945,0.6076388,0,0,0,0,0,0.7512055,0.67473525,0.8475014,0,4.185891,0,0,1.8651356,0
111,0,2.6751866,3.7047787,5.5376606,0,0.93554956,6.1923537,17.127768,11.520332,5.006586,0,2.281666,0,1.1235261,0.37112314,0,0.20709644,0,0,0.41405705,0.1471936,0,16.354317,0,1.3942287,0,0,0,0,0,0,0,3.0856807,0,0
