x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034
284,3.182748,0,0,4.4235363,4.257899,0.6963214,0,3.8027446,5.1135354,1.9505085,10.392323,9.748968,0,0,0,6.6380763,0,2.6466563,0,4.9956417,1.7785423,0,0,2.2377872,0.2582875,1.8288321,0.41627866,0,0,1.3943843,1.0751753,0,0,0,0
285,0,7.7947717,2.801784,0,0,0,0,0,0,0,0,0,1.91758,0,10.41002,0,0.71997386,0,0,2.0527623,1.7192354,1.330729,6.117262,3.4714036,0.30041566,6.8245125,2.5244608,0.10051059,0,0,0,0,0.8796742,1.160325,0
286,0.58241487,0,4.912367,3.8074946,4.24142,0,2.3370876,15.967813,29.778662,12.36992,24.101557,7.1397734,0,0,1.1658558,4.5611687,1.1885198,0.38549513,0,1.3650324,2.543588,2.3920593,1.3000438,2.6255975,0,0,0,0,0.9535008,0,0,0,0.799223,0,0.029711105
287,6.393452,7.6007257,7.194995,16.052763,0,0,3.9664412,6.239216,12.700049,8.780599,5.496433,7.080644,0,0,0,0,2.9322236,0,0,0,0,7.737286,3.4043841,0.6775706,0,0,0,3.1794853,0.064996526,0,2.2646954,0,0,1.4741589,2.3852594
288,0,0,1.252884,0,1.8621974,0,2.1168253,17.529205,14.772718,0,20.161774,0,0,0.89746976,0,0,0,0,1.4008306,1.388784,1.6593775,2.7743835,0,0,0,20.594738,0,0,0,0,0,0,0,0,0
289,0,7.7099814,0,10.011478,0,0.41585496,0,20.664165,23.461535,14.411859,0,4.2477937,0,0,0,1.6122793,2.3574574,0,0,7.453615,2.0762358,0,15.40273,3.306887,0,0,4.066624,1.3618473,0,3.4960372,8.205538,1.8216808,3.156485,0.6104853,0
290,0,0,5.418402,0,1.062349,0,0,0,0,0,0,0,4.990136,5.8263607,0,6.6669245,0,4.8287606,2.7998536,0,0,0,0,0,0,0,0,0,0,2.2301066,0,0,0,3.074686,0
291,0,0,6.4557085,9.754102,0.45074785,1.920471,0,0,0,0,0,0,0,0,0,0,0,0.2965652,0.8678563,0,0,0,0,0,0,1.2867098,0,0,0,0,0,0.9038869,0,2.7089083,2.5066803
292,0,0,8.217748,0,0,0.6549137,0,0,0,0,0,0,3.9655428,5.020221,0,2.5516863,0,2.107761,10.756755,0,0,0,0,0,0,0,0,0,0,6.099695,0,2.5621474,0,3.292002,0
293,1.3358642,0,2.097558,0,1.3876116,0,3.4160173,0,0,0,0,0,0,0,0,0,0.002238249,0,0,7.4987288,0,0,0,0,11.054206,0,0,0,1.6761732,0,0,1.7229931,0,0.15312478,7.3001084
294,0,0,4.173743,0,0,0,0,0,0,0,0,0,5.77276,0.12549171,0,0,0,3.1700735,2.56804,0,0,0,0,0,18.767462,0,0,1.4196838,0,2.4411564,0,0.97152114,0.7612446,0.88223535,5.569634
295,0,0,6.2517037,10.984297,0,0,0,0,0,0,0,0,0,0,0,5.131233,0,1.1749845,7.338135,0,0,0,0,3.2218986,0,0,1.2515498,0,0.6585292,1.340568,3.8187096,6.2539268,0,8.783585,0
296,0,0.6884051,5.4661956,0,0,0,0,0,0,0,6.2598286,2.8418624,0,0,0,0,0,4.3579497,3.2062185,3.930928,0,0,0,0,5.5933557,1.1831746,0,0,0,3.559831,0.95923626,0,0,0.37325662,0.098347194
297,0,0,6.4490867,0,0,0,0,0,0,0,0,0,5.3350854,2.89353,0,0,0,2.0699608,0,0,0,0,0,0,0.69917697,0,0,0,0,0,1.4249259,0.697714,0,0,19.965927
298,0,0,7.7238903,0,0,0,0,0,0,0,8.968363,0,5.524654,4.6453314,0,0,0,6.303819,1.5869327,0,0,0,0,0,0,0,0,2.173202,2.3282948,1.4603689,1.9579809,3.4861531,0,7.291473,0
299,0,0,6.768552,0,0,0,1.0379683,0,0,0,0,0,0,3.3063602,0,0.6552174,0,0.14440641,4.730245,0,1.8497791,0,0,1.9599549,8.521119,0,0,0,0,0.025754938,0,0,2.1509838,0,0
300,0,0,6.218733,0,0.19847134,1.5941674,0,0,0,0,0,0,0,0,0,0,0,1.087866,4.9997683,0,0,0,0,4.941151,13.308891,0,0,0,0.12484826,1.5500447,0,0,0,0,1.4022914
301,0,0,8.48191,10.170088,0,0,1.3352134,0,0,0,0,0,5.174348,3.0402534,0,0,0,0,7.3681555,0,0,0,0,0,0,0,0,0,0,0.45680144,5.330201,1.0533073,0,0,0
302,0,0,3.7621047,0,2.8071792,2.8483715,0,0,0,0,0,0,0,0,0,0,0,3.536,0.10965902,0,0,0,0,0,14.813912,0,2.1920297,0,4.076655,0,0,0,0.23903118,0,0
303,0,3.1550243,0,3.5917976,0,2.5328922,4.507534,0,0,1.504065,0,0,0,0,5.375649,0,0.8166647,2.1725588,0,0,0,0,3.8347242,0,0,4.9400654,0.13542454,0.7806779,3.500762,0.05432297,0.7931186,0,3.5406275,0,0.35416442
304,0.21653204,0,2.355721,7.105224,0,0.4054994,0,12.478423,0,0,1.5533463,7.094248,0,0,14.992077,0,0,0,0,0,0,0,0,5.0705776,14.340139,3.1001844,0.88744074,0,0,2.5439093,0,0,0,0,3.3958452
305,4.572801,0,0,0,0,0,0,11.011352,3.536358,3.063402,0,0,0,0,0,7.91967,0,0,0,0,0,0,1.8206489,0,0,0,1.2787731,0,0.23556083,1.8279281,0,0.77418137,0,0,1.6386892
306,0,0,1.2639481,12.450909,0,0,0,18.13444,7.216807,0,0.8325204,0,4.4050937,0,0,0,2.6533666,2.0512552,0.38842058,0,0,0,0,0,0,22.849539,0.53127354,0,0,0,0,0,0,0,0
307,0,0,0,0,2.0810862,0,1.2727659,15.709489,19.991432,8.555947,0,8.370634,0,0.28226227,2.394608,2.0049357,0,0,0,0,0,0,0,3.5103323,0,0,0,0.9036456,0,1.1430796,4.852454,7.095847,0,5.652925,0
308,10.729172,0,0,0,2.131672,0,4.3678446,0,0,0,6.945955,0,0,0,6.7277074,4.3378906,0,0,0,0,0.3061434,4.097594,0,4.822423,7.71153,0,0.104017235,0,0,0,0,0,2.127785,0,9.016043
309,0.17865635,0,0.49637613,0,0,0.6413572,3.7849581,1.6449305,9.224189,0,0,15.465828,0,0,3.1838925,2.1795943,0,0,0,0,0.022937067,0,4.6773815,0,3.0374937,0,0,0,0,0,0,0,2.9545355,0,6.2855043
310,8.235997,3.143767,4.6190386,0,0.56653994,0,0,0,1.4611299,0,12.402072,0,0,0,3.4621212,0,0,0,0,0,1.360764,0,0,0.7357326,0,0,0,0.7762595,0.07186044,0,3.6852877,0,0,0,0
311,0,2.2527564,0,1.5342363,1.9370929,0.9028947,3.5961716,16.451391,14.165595,24.54638,0,5.766911,0,0,7.0430636,0.14020726,1.1602249,0,0,17.636457,3.9996657,14.539518,1.7627916,4.4719186,11.436103,0,0.08068434,2.3442492,2.2750595,0,4.5887337,0,3.2290273,0.61679304,0
312,5.5972123,1.0456879,0,15.871389,1.7341768,0.7433735,0,20.233013,12.400783,7.539793,0,16.46483,0,0,11.135637,0,0,0,0,10.379357,1.2622663,0,13.865753,0,0,17.875864,0.23526518,2.0100641,3.95721,0,1.5322875,0,3.9825253,0,0
313,4.706701,0,0,2.174287,0,0,0,21.787884,20.587866,1.206524,16.818686,7.270626,0,0,5.9760227,8.983443,0,0,0,1.1967866,1.4358758,9.3085985,2.233894,0,0,10.756264,2.1132994,3.2137988,0,0,0,0.5775878,0,1.7218555,0
314,7.786306,0,0,26.1469,0.31879216,1.9960597,0,0,25.517706,11.44369,0.99901175,3.9125056,0,0,0,0,0,0,0,0,1.6917851,0,10.068244,0,0,0,0,1.4578756,0,0,0,0,0.7968847,0,0
315,3.6176465,0,0,4.501584,0,0,0,22.094118,22.676603,7.9340315,16.82259,7.0588455,0,0,4.048532,0,5.1212754,0,0,1.6165253,3.5473409,0,14.831481,2.8805227,7.191111,19.709621,0,0,0,0,0,0,1.6761363,0,0
316,0,1.3343995,0,16.073805,0,1.3226743,0,6.569553,30.663525,11.69359,10.523193,3.524516,0,0,9.265813,0,0,0,0,0,0.28176942,2.25739,6.528394,0,0,13.11756,0,0,0,0,0,0,0.7621323,0,0
317,4.989884,0.27693358,0,6.6469145,0,0,0,3.1321416,22.924528,31.626219,0,5.4391465,0,0,0,0,0,0,0,1.9651936,2.4975736,6.8499923,0,0,0,7.418813,0,1.2494861,0.35651347,0,0,0,0,0,0
318,3.766629,1.3659463,1.8551289,10.102685,0,0,1.9115304,8.966206,12.117297,1.5566814,12.678626,12.122691,0,1.0158292,14.843394,0,1.4579104,0,0,0,0,6.1532655,0,0,0,0,0,0,0.99203193,0,8.461275,0,3.1939733,0,0
319,5.03951,5.65741,0,0,4.6328216,0.6152206,0,39.9341,0,17.737738,0,0.61589557,0,0,0,0,0,0,0,0,0,0,1.8232557,4.536335,0,0,1.390154,0.95585334,1.4220012,0,0.33989692,0,1.9036909,0,2.2508736
320,0,0,0,0,1.6181018,0,3.4666986,11.777571,24.874723,13.065423,27.761904,12.016756,0,0,0,1.2488164,1.0202569,0,0,1.309215,0,5.003671,2.4474552,0,0,4.359873,0,0.24276367,3.089057,0,0,0,1.1764034,0,0
321,7.866829,1.3696209,0,17.916155,2.0830352,0,4.8953795,12.190644,23.803183,16.384506,9.7364025,18.497637,0,0,8.551867,0,0.08575872,0.53248507,0,0,0,0,1.018317,0,0,17.694822,0.40932652,4.476474,0.33620933,0,0.18150328,0,0,0,0
322,4.6338625,0.28523386,0,18.193222,0,1.4626812,0,9.99807,22.330145,8.264433,3.1931932,0.38572988,0,0,1.7975463,0,0,0,0,1.8674957,2.1298375,0,1.912086,0,0,9.155747,0,0,0,0,0,0,0,0,0
323,1.1060996,4.999982,0,0,0,0.84877056,0.47127503,15.886724,0,0,0,1.6761625,0,0,4.636538,3.5391712,0,0,0,5.710176,0,3.0383704,0,0,0,0,0.29172114,0,0,2.0552328,1.8010205,0.391122,0,1.6477331,0.2632366
324,0,0,7.215972,11.707208,0,2.9147923,10.136983,0,0,0,0,0,1.3834227,2.358068,0,0,0.88329285,1.6859391,5.6719007,0,0,0,0,0,0,37.720497,0.5270663,2.7692575,3.7691214,1.4025123,0.8817706,2.2028027,0,3.7734735,0
325,0,1.4504976,5.9544263,0,2.6926603,0,0,5.120771,0,0,0,0,4.94475,0,0,3.8619993,0,4.9507155,8.986462,0,0,0,0,6.5821447,11.326311,0,0,0,0,1.0090873,1.7419698,1.8311292,0,1.7614511,4.3427057
326,0,0.7024607,1.9425495,1.1398307,0,0,2.6989732,0,3.4316604,7.257829,1.1291486,0,0,0,4.8894277,0,0,0,0.7601298,0,0.3303423,0,0,0,4.5742006,0,0,0,0,0,0,0.11348136,0,0,0
327,0,3.2802558,3.320789,0,0,0,0,0,3.4318767,0,10.061337,3.3057063,0,0.15311468,1.3329573,0,0,0.48666182,9.588047,0,0,0,0,0,0,0,0,0,0,3.5647724,0.40753853,0.07398261,0,3.7415378,0
328,0,0,1.7397023,0,0,0.31253853,0,0,0,0,20.506828,0,6.918133,5.290489,0,0,0,7.5732074,3.2871594,0,0,0,0,2.279199,13.243067,0,0.39851397,2.6059833,1.863873,0,1.6358342,0,0,0,5.105
329,1.0046601,6.9134045,0,0,0,2.5361211,1.2465076,0,0,2.567882,0,5.113351,0,0,0,8.258532,0,0,0,1.1815096,0,2.3060462,1.9714748,11.448771,0,0,2.449043,0,0,0,3.254538,0,2.3740058,0,0
330,4.1479115,0.4324823,0,10.616809,0,0,0,19.086546,0,0,0,6.691967,0,2.0361235,0,0.9382504,0,0,0,0,0.45577705,0,5.9459577,0,11.522793,3.616801,0,0.56067264,4.74693,3.3812773,0,0,0,0.02221823,0
331,1.8651736,4.2854285,0,5.3358417,0,0,0,0,12.186413,12.678964,7.8934064,10.679943,0,4.4429817,8.081894,3.4039829,1.8713739,0,0,0,0.09826095,0,0,4.1891584,0,0,0,0,0,0.08303486,0,1.588792,0,0,3.5244522
332,0,4.7695317,0,11.964616,0,0,5.25885,9.621391,1.5412117,12.308774,1.3790526,13.212585,0,0,9.078289,0,0,1.7143607,0.5437036,0,0,0,4.5618453,0,1.1545025,11.808418,0,3.553799,0,0.15034616,4.3644257,0,2.7165487,0,0
333,0.41456693,0,2.9842155,7.8773007,3.7047925,0,1.5648881,16.992395,0.680009,0,20.945156,0,0,0,8.058372,0,0,0.09127308,1.2486223,7.1804247,2.7151148,0,0,0,4.7234874,0,0,0,1.0670588,2.090235,1.6437227,0.27228832,0,0,7.9770436
334,7.417425,2.2215948,0,0,2.0956519,0,3.585654,7.7887583,23.627945,19.603174,3.3658621,0.57224125,0,0,5.32442,1.0159078,0,0,0,12.406108,1.2445083,5.0576,15.245912,0,1.0246432,18.96963,1.6943245,0.7706094,0,0,0,0,2.522157,0,0
335,0,0,0,11.907468,0.7641073,0,0,0,13.43492,10.192931,7.648113,11.834232,0,0,2.779843,0,0,0,0,0,0,0,0,0,0.3546956,0,0.7489647,2.755707,2.9110017,0,0.66931623,0.9359646,0,0,0
336,0,2.5721905,0,5.2944984,0,0,0,5.4183,0,0,0,1.5737467,0,0,0,2.9762344,0,0,0,1.5334704,1.5385889,8.667676,1.1779761,0,0,2.5360506,0,0.5776957,1.9477584,0,0,2.5478601,0,0.32006308,0
337,4.4983506,2.189525,0,0,0.69544494,3.2609448,2.9034173,7.1747613,0,0,0,6.576454,0.06426881,0,4.6919565,0,0,0,0,0,0,7.4479833,3.4781637,0,0,0.98585105,0,0,0,0,0,0,1.777775,0,1.6700038
338,3.8399522,0,2.2732773,0,0,0,0,0,7.7931266,13.141427,0,0,0,0,1.9078139,0,1.4737648,0,0,0,0,0,0,0,0,13.805979,0,0,0.14020789,1.4106989,5.511185,0.6117989,1.9407089,2.4985719,0
339,0,5.208358,0,0,0,0,1.9076228,3.7624612,0.60272783,15.65765,0,0,0,0,6.8401546,8.571676,0.94141424,0,0,2.1223235,0.56042504,0.2808818,15.146241,0,0,1.6167192,1.131099,0,3.2907572,0,0,0,0,0,15.048484
340,0,0,0,7.7924438,0,0,0.8801589,5.1687574,3.218279,0,0,0,0,0,0,0,3.6646616,0,0,0.39790225,0,0.43016416,3.996143,7.368453,10.228682,0,0.6333092,0,0,9.204816,0,3.6573293,0,7.2498636,0
341,0,0,0.12803076,0,0,2.2378821,0,0,0,0,0.3813844,0,5.264729,2.7116451,0,0,0,3.734171,1.55529,0,0,4.4806623,0,0,10.276011,11.952169,0.001216231,0,0,0,2.7350245,0,0,0,0
342,0,0,5.269011,3.360591,0.8233219,0,0,0,0,0,0,0,2.2249906,3.4350667,0,0,0.01051223,3.9235747,10.468062,0,0,0,0,0,16.689068,0,0,0,0,0,0,0.032788523,0,0.7616543,0
343,0,0,0,5.6900992,0,0,0,0,0,0,0,0,5.2153363,7.2992005,0,0,0.3326879,0,2.8567784,0,0,0,0,0,3.2410536,11.769517,0,0,0,0,0,0,1.9899184,0.7153479,17.815002
344,3.1882668,1.5687026,0,0,0,0,0,0,0,0,18.999586,7.828925,0,0,0,0,3.0401745,0,7.994365,0,0,0,0,2.7108636,0,0,0,0,0,2.0609024,1.3495241,1.5666457,0,2.8781595,4.748969
345,0,0.74907535,3.0635407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3213985,2.5914438,0,0,0,0,0,0,3.775972,11.384077,0,0,2.8193865,0.5695825,3.8365993,1.3097777,0,8.010929,0
346,0,0,0,0,0,0,0,0,0,0,0,0,8.976124,5.979681,0,0,0,4.018244,7.5065475,0,0,0,0,7.048223,0,0,0,0,0,5.6800413,0,5.639973,0,0.85425013,0
347,3.1567283,3.5453668,0,0,0,0.64926493,0,8.341963,0.91246164,11.985317,8.68057,10.223696,0,0,1.0888242,2.759767,0,0,0,5.898518,2.1884108,0,0,0,12.7559805,0.23372102,0,0,0,3.9757605,5.8711376,0,0,5.163545,5.387803
348,3.3669887,0,0.45891917,14.53701,0,0.17997184,2.524489,21.780981,6.015432,3.3999498,10.543053,0,2.202534,0.119635776,0,0,0.11294475,2.8218157,2.2995946,0,0,0,0,2.0587907,5.6079025,7.4082227,2.467153,0,1.832468,1.8728789,0,0,0,0,0
349,0.8948115,5.033937,2.539576,0,2.7123227,0,1.5141953,25.298397,12.725222,0,8.382279,0,0,0,0,0,1.0088023,1.0711017,3.461387,5.260125,0,0,0,11.684,0,14.10528,0.009056713,0,0,4.5038395,0,0.30236152,0.9070719,0,1.6087444
350,1.0273991,0,7.1559587,0.8360473,1.6221596,1.8333995,0,0,0,0,11.690681,0,0,0.3982488,0,0,1.44563,2.00193,0,0,3.3902228,0,2.1485796,5.5083504,2.2777302,13.860007,0.41934994,0.08993403,0,0.47291467,0,0.6340452,0,0,0
351,6.0283394,0,0,3.3068604,0,1.7501045,6.451745,2.0126593,0,5.206869,7.490351,2.4893413,0,0,0,0,0,3.0066392,1.2685863,0,0,1.4526453,0,0,0,0,0.04023895,0,0,0,6.043722,1.3100101,0.8643158,0.15744874,0
352,0,0,3.3235595,0,0,1.2203951,0,0,0,0,0,4.6737957,0.16010968,0,0,9.410836,4.932038,0,5.0756993,1.2475554,4.120108,3.82917,4.470312,0,0,0,0,0.37745628,0,3.516145,4.03974,2.8221762,5.87308,0.12069522,0.78342265
353,0,1.3460064,0.49806458,0,0,0,0,0,0,0,0,0,2.9496024,3.0129476,0,0,0,6.455676,10.703153,0.7051618,0.057050258,0,0,15.868438,0,0,0.29967538,0,0,0.17929703,0,1.1026416,0,5.1739807,1.5391979
354,0,0,7.0612063,0,0.5595849,0,0,0,6.274903,4.5332947,25.734568,0,0.5545271,0,0,0,1.5779921,1.6293441,0,0,0,5.3364487,8.239394,3.7647452,11.572932,5.013575,0,0.32550266,2.803372,0,0,0,1.512255,0,0
355,0,0,0,28.46554,1.2735324,1.5872263,2.0125332,0,19.382452,0.5882021,5.9004703,0,1.6222845,0,0,2.5113742,0.4116338,2.9176598,5.6306105,0,0,0,0,0,0,0,0.36324623,0,0,0,0,0.016187437,1.0841662,0,0
356,0,0,3.6657557,0,0,0.44419912,2.9431887,0,0,0,0,2.8543313,3.8979628,1.1604295,2.2811308,2.1152856,0.120355725,0,3.475947,0.14130601,1.6200976,7.618038,0,0,15.77604,14.846877,0,2.3249104,1.361701,0.13873124,0,0,0,0.15748908,0
357,0,0,3.7033792,0,0,0,1.850004,0,0,1.0812413,0,8.23832,0,2.7553496,0.8651451,0,0,4.060116,0,0.87456423,0,5.781923,7.7261333,4.2645235,0,0,0,2.710174,0,0.85966593,0,0.38015196,0,1.7227757,0
358,0,0,8.649442,0,0,0.011394261,0,0,0,0,0,0,3.9504633,3.7631512,0,0,0,6.9097896,0,0,0,0,0,1.6032125,3.8358235,0,0,0,0,7.1569657,0,4.1099095,0,1.1801121,4.500432
359,0,0,0,0,5.4901958,0,6.79137,13.098166,10.767832,0,0,6.343192,2.8527944,2.8504596,0,0.6553732,0,1.5624844,0,0,0,6.383363,20.423422,0,0.9397866,0,0,0,0,1.1717229,0,0.53096765,0,4.393848,0
360,0.70171905,0,1.8352062,0,0,0,0,0,0,0,0,0,2.515193,0.114938214,4.8268566,0,0,4.9941597,5.2382774,0,0,0,15.162888,1.0849375,11.262126,0,0.3045041,3.2352536,0,0,0,1.0657468,0,0,2.3724153
361,2.149567,2.9988096,0,0,0,2.821376,13.998109,1.3088318,0,0,0,0.6917836,0,0,1.7767566,0,0,0,0,0,0.11749239,8.447448,24.569576,0,0,0,0,4.947176,0,2.2470357,0,1.1203111,4.1114492,1.7880235,0
362,0,0,1.7583079,6.0668526,4.1195154,0,10.937306,0,0,14.316391,0,0,0,0,4.3654623,2.414786,0.57183844,0,0,6.0293207,0,7.13571,34.621315,0,0,9.662375,0,0.2569111,3.517582,0.19410923,4.5450664,0,1.5206792,0.97068065,0
363,5.9928594,0.9640236,0,13.070123,0,0.5168734,0,8.935703,20.151403,15.323934,0,1.1483487,0,0,7.192463,2.657989,0,0,0,0,0,8.828589,13.406988,7.1881704,7.8381085,0,0,0,0,7.305015,6.3218093,0.57489294,1.4354523,0,0
364,0,5.4763083,4.3387246,0,0,0,0,0,4.852405,0,0,0,2.9225366,0,4.535808,11.19923,0,2.2461867,0,0.12929226,0,5.696396,3.2166188,4.047033,10.434327,0,3.144588,1.130474,0,0.24075657,0,4.059159,0,6.647444,0
365,0,0,9.030451,0,0,0,0.8237482,0,0,0,0,0,3.7960894,4.2262306,0,8.009344,0,4.0892963,8.440923,0,0,0,0,10.187797,23.357393,7.518666,0,0,0,0.5942052,0,2.738003,0,4.5672727,2.1123347
366,0,0,3.6327317,0,2.3400757,0,3.4274745,0,0,0,1.7281939,0,7.464787,1.1038043,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8718332,0,0,3.8255756,0,0,0,2.9608066
367,0,2.8596911,0,0,0,0,0,2.6072164,0,0,0,0.842668,0,0,0,6.9229975,2.2481773,0,0,0.6968087,0,0.24864544,8.906042,0.014003264,8.732909,0,1.2660342,0,1.041107,4.998446,0,0,0,0,0
368,0,1.366408,5.776223,0,0,0,4.9607577,0,0,0,0,0,0.7977055,2.871855,0,0.7673716,0,0,0,8.990365,0.56140417,0,3.533788,5.892453,1.5446414,0,1.836835,1.0961326,2.3964465,0.10611474,0,0,0,0,5.976783
369,4.6311746,0,0,2.5666552,3.2962756,2.803708,7.73161,20.42351,9.522302,0.23007843,12.244672,0,0,0,0,0,0,5.255599,0,0,0,0,2.4287543,0,1.6294265,0,1.5135978,3.8452854,0,0.29871666,6.3565054,0.17236775,0,0,0
370,2.2709126,1.4523982,0,0,0,0,1.5991937,8.079436,0,12.6078205,5.7437215,9.794223,0.6620633,0,2.8313477,4.0516396,0,2.6541445,0,3.0481014,0.9726719,7.138744,5.777846,1.6727933,0.38438788,6.4224644,0,0,0.0268054,1.6140853,4.0157013,0,0.08394207,0,0
371,6.5692234,0,0.9861504,8.09668,0,1.9761649,7.595787,1.3842365,0,0.7549417,9.702493,0,2.6522453,0,0,0,1.4549116,0,0.6545015,0,0,0,0,0.3632814,8.087741,0,0.75414026,0.3374747,3.0385795,0,0,2.8153803,0,0,3.9521759
372,0,0,0,1.4503856,1.192982,0.099443324,0.19118989,0,2.2619638,0,0,0,2.2306015,0,0,0,0,0,0,0,0,0,0,0,8.021033,8.184937,0,0,3.4082923,0,0,0.9063256,0,0.15135767,26.686884
373,0,0,0.44795182,7.7158713,0,0,3.0623307,0,5.1497145,6.797291,0.19002159,1.9877313,0,0,0,0,2.811479,0.5513395,0,0,0.88705003,0,0,0,0,2.284687,2.1588898,0,0.5463039,0,0,0,1.3044854,2.1007338,0
374,0,0.9963585,4.4901676,4.380342,0,0,0.9818559,0,0,0,1.2757667,0,4.3650403,0,0,0,0,2.0279543,6.4655337,0,0.26125598,0,0,0,0,0,1.0353965,1.3131739,0,0.4687558,0,1.1399769,0,5.821458,0
375,0,0,5.695165,0,0,0,0,0,0,0,0,0,2.4758754,1.9125527,0,0,0,3.196973,0.93749124,0,0,0,0,0,33.499386,0,0,0,0,1.7563859,0,2.8922455,0,5.8620667,0
376,4.5767145,0.3585583,0,0,0,0,0,12.263356,5.5061226,0.28705722,7.1341734,7.099011,0,0,2.7887611,0,0,0,2.838173,0,0,0,0,0,12.64867,0,0,0,0,2.6132922,0,0,0,4.701971,0
377,0,0,0,0,0,1.1827375,0,0,0,0,7.562675,0,2.8484688,5.8902106,0,1.6865344,0,0,0.9328923,0,0,0,0,0,0,0,0,0,3.050004,0,3.191817,0,0,0,0
378,0,3.6401777,1.6460357,14.390341,0,0,0,2.831742,0,1.9756203,1.7870039,0,0.17719717,0,0,2.890018,0,2.1491716,0,0,0,0,11.575135,0,4.576066,1.6031953,2.6292524,0,0,0,0.4915444,2.4627137,0,0,6.757231
379,9.578228,0,0,5.75288,0,0,2.5180864,0,22.759455,16.126509,18.464443,0,0.29777867,0.17271072,0,5.929847,0,0,0,7.220538,0.39758953,0,0.3574196,0,0,0,0,2.2810142,0.5852928,0.3173887,2.4475527,0.875723,2.8009427,0,0
380,3.9576795,0,0,0,1.9477769,2.6541913,0,0,0.7426129,0,3.5107932,6.418617,0,1.1762112,0,0,0.23553641,0,0,0,0,0,0,6.516823,12.855074,0,0,0,1.5385613,4.551646,0,1.2142187,1.8911896,0,1.9234986
381,3.8912032,2.9175484,2.482711,0,0,0,0,0,0,0,5.117767,0,1.3986727,0.40727577,5.9599,0,0,0,0,0.039985366,0,2.9535263,0,4.3376126,0,0,0,1.7448846,0,0,0,0,0,0,0
382,0,0.7120375,1.2930663,0,1.5073632,0,3.6812232,26.681906,3.673017,1.1977081,2.427041,15.705565,0,3.6182292,2.404643,0,0.31072593,0,0,3.6498218,2.6248586,4.2221317,0,0,0,9.7912445,2.3220556,1.9877328,0,0,0,0,3.5840578,0,0
383,9.424423,0,0,0,0.18660375,0.001961374,0,0,7.343504,11.329121,16.059944,0,0,0,4.0423036,0,0,0,0,0,0,0,8.671072,0,10.919641,4.303372,2.6018348,0.012882614,0,0,0,0,0,0,6.123875
384,0.74256563,2.9526987,0,1.9273822,1.6947362,0,1.3128927,0,0,13.4745,6.2744327,0,0.32708073,0.27118522,0,0,0,0,0,0,0,0,0,0,0,0.23875552,0,0,0,0,2.5824344,0,0,0,8.466641
385,2.652821,0,0,10.882562,3.0987227,0,0,15.822448,10.192856,1.4578491,4.431334,0,0,0,0,0,0.23758635,0,0,0.5387572,0,0,6.1798053,6.507836,0,0,0,2.5027337,0,1.9125754,0,0,3.122225,0,0
386,0,7.830042,2.9603522,0,0,2.8659067,0.36898014,0,2.761067,13.736511,11.30996,0,0,0,0,0,0.2501075,1.2648231,0,3.1575263,0,0,5.562067,0,10.292954,7.5311213,1.469701,2.06639,0,0,0,0,0,0,0
387,5.854643,0,0,0,0,1.4119407,0,3.5577385,0,0,0,6.314968,0,0,0,0,0.7149754,1.8728868,0,0,0,0,1.6310731,0,0.6193096,4.82764,2.056123,4.6337533,2.863545,1.1109295,0,0,3.1923227,0,0
388,7.1039553,0,0,0,0,0.17340831,2.3523874,10.455285,10.482394,16.948864,0,0,0,2.3143163,2.784699,19.051186,0,0,0,0,2.8040237,0,5.3379607,0,0,0,0,0,0,0,0,0,0,0,0
389,3.1870868,0,0,8.971335,0,0,0,0,14.5451,0,0,11.325322,0,0,3.2616851,0,0.6238598,0,0,3.6002693,1.0159603,0,0,0,0,0,2.7112076,3.6609502,1.2100954,0,0,0,0,2.1162362,2.2221808
390,0,4.6685963,0,5.952992,0,0,0,0,0,0,0,0,0,0,8.558219,0,1.5120243,0,0,0,1.0444314,0,1.7632272,0,0,17.764542,0,5.5076776,0,0,0,0,2.8890572,2.6430874,0
391,0,0,0,24.109697,0,0,0,0,0,0,0,0,3.6643965,3.0278244,0,0,0,0,0,7.9496455,1.8475409,4.3208985,0,0,0,0,0.12827873,0,0,0,0,0,0.09750817,0,3.117542
392,0,0,14.322782,0,0,0,0,0,0,0,0,0,4.591902,1.3650914,0,0,0,0.70760447,10.019644,0,0,0,0,12.229087,12.412949,0,0,0,0,3.4440181,0,3.2467768,0,8.260657,0
393,0,0,2.3786845,0,0,1.4705135,0,0,0,0,0,0,3.5248992,6.516524,0,0,0,4.2164607,3.933072,0,0,0,0,4.6470666,0,0,0,0,0.98612154,0.6225663,2.4151673,0,0.8916508,0,0
394,2.8574383,0,0,0,0,1.1732713,0,0,4.0802627,0,0,2.810435,0,0,0,0,2.0629694,0,0,0.13966832,0,0,9.653901,6.3696456,0,11.770686,1.558409,0,0,0.2922037,0,0,1.7352962,0,3.233192
395,0,0,0,0,1.8451552,0,0,11.114982,0,0,4.2172775,0,0,0,0,0,0.5985452,0,0,9.203677,0.44828236,2.2111173,0,0,0.050815977,17.504814,1.3729298,0,0,0,3.257102,0,0,0,0
