Trial,Behavior,Start,End
1,valve opened,91.59,96.59
,cont reach,95.59,119.59
,ipsi moved,97.59,119.59
,walk,131.59,145.59
2,valve opened,210.59,215.59
,cont reach,212.59,253.59
,ipsi moved,214.59,243.59
,walk,269.59,278.59
,walk,293.59,306.59
,cont in vain,318.59,323.59
3,valve opened,329.59,334.59
,cont reach,332.59,363.59
,ipsi moved,335.59,361.59
,walk,425.59,438.59
,cont in vain,443.59,450.59
4,valve opened,447.59,452.59
,cont reach,451.59,480.59
,walk,526.59,533.59
,walk,538.59,547.59
5,valve opened,566.59,571.59
,cont reach,570.59,600.59
,walk,631.59,662.59
6,valve opened,685.59,690.59
,cont reach,689.59,714.59
7,valve opened,803.59,808.59
,cont reach,806.59,833.59
,ipsi moved,806.59,833.59
,walk,858.59,873.59
,both licking,874.59,884.59
,walk,885.59,907.59
,both in vain,908.59,909.59
,both in vain,910.59,911.59
,both in vain,912.59,916.59
8,valve opened,922.59,927.59
,cont reach,926.59,961.59
,walk,999.59,1009.59
,cont in vain,1038.59,1043.59
9,valve opened,1041.59,1046.59
,cont reach,1044.59,1084.59
,ipsi moved,1046.59,1067.59
,both in vain,1085.59,1090.59
,walk,1128.59,1132.59
10,valve opened,1160.59,1165.59
,cont reach,1163.59,1183.59
,ipsi moved,1165.59,1167.59
,ipsi moved,1171.59,1185.59
,cont in vain,1185.59,1204.59
,walk,1227.59,1241.59
,walk,1244.59,1249.59
11,valve opened,1279.59,1284.59
,cont reach,1281.59,1313.59
,ipsi moved,1284.59,1287.59
,walk,1317.59,1329.59
12,valve opened,1397.59,1402.59
,cont reach,1400.59,1403.59
,cont in vain,1404.59,1423.59
,walk,1460.59,1478.59
,walk,1495.59,1499.59
,walk,1515.59,1519.59
13,valve opened,1516.59,1521.59
,cont reach,1520.59,1540.59
,walk,1541.59,1547.59
,walk,1600.59,1612.59
14,valve opened,1635.59,1640.59
,cont reach,1638.59,1668.59
,walk,1736.59,1747.59
15,valve opened,1754.59,1759.59
,cont reach,1757.59,1797.59
,walk,1855.59,1864.59
16,valve opened,1872.59,1877.59
,cont reach,1875.59,1897.59
,ipsi moved,1884.59,1897.59
,walk,1898.59,1913.59
17,valve opened,1991.59,1996.59
,cont reach,1995.59,2015.59
,ipsi moved,2002.59,2015.59
,walk,2016.59,2026.59
18,valve opened,2110.59,2115.59
,cont reach,2113.59,2116.59
,cont in vain,2117.59,2153.59
,walk,2213.59,2224.59
19,valve opened,2229.59,2234.59
,cont reach,2232.59,2249.59
,ipsi moved,2232.59,2249.59
,walk,2250.59,2261.59
,cont in vain,2262.59,2265.59
20,valve opened,2348.59,2353.59
,cont reach,2351.59,2378.59
,ipsi moved,2363.59,2378.59
,walk,2379.59,2385.59
,walk,2424.59,2437.59
,walk,2466.59,2469.59
21,valve opened,2467.59,2472.59
,cont reach,2470.59,2509.59
,ipsi moved,2472.59,2475.59
,walk,2520.59,2583.59
22,valve opened,2585.59,2590.59
,walk,2623.59,2631.59
,noise generation,2626.59,2661.89
23,valve opened,2739.59,2744.59
,walk,2740.59,2742.59
,cont reach,2743.59,2768.59
,walk,2769.59,2775.59
24,valve opened,2858.59,2863.59
,cont missed,2863.59,2865.59
,cont reach,2866.59,2883.59
,ipsi moved,2871.59,2883.59
,walk,2919.59,2930.59
,walk,2948.59,2960.59
25,valve opened,2980.59,2985.59
,cont reach,2983.59,2988.59
,ipsi moved,2986.59,2992.59
,cont in vain,2989.59,3024.59
,walk,3045.59,3066.59
26,valve opened,3099.59,3104.59
,cont reach,3103.59,3106.59
,cont in vain,3107.59,3110.59
,both in vain,3111.59,3119.59
,walk,3120.59,3125.59
,both licking,3141.59,3155.59
,both in vain,3156.59,3161.59
,both licking,3162.59,3170.59
,both in vain,3171.59,3173.59
,both in vain,3174.59,3177.59
,both in vain,3178.59,3181.59
,both in vain,3182.59,3184.59
,both in vain,3185.59,3189.59
,both in vain,3190.59,3193.59
,walk,3194.59,3197.59
,both in vain,3198.59,3201.59
,walk,3202.59,3207.59
,both in vain,3208.59,3211.59
,both in vain,3217.59,3222.59
27,valve opened,3218.59,3223.59
,both reach,3246.59,3249.59
,cont in vain,3250.59,3253.59
,walk,3254.59,3267.59
,both in vain,3343.59,3349.59
,both in vain,3350.59,3352.59
,walk,3353.59,3358.59
,both in vain,3359.59,3362.59
,both in vain,3363.59,3366.59
,both in vain,3367.59,3370.59
28,valve opened,3364.59,3369.59
,both missed,3396.59,3403.59
,walk,3404.59,3410.59
,noise generation,3406.59,3441.89
,walk,3414.59,3419.59
,both in vain,3440.59,3445.59
,both in vain,3447.59,3450.59
,walk,3451.59,3456.59
